adm1,adm2,adm3,adm4,hhID,plotID,crop_simplified,planting_month_valid_pct,harvest_month_begin_valid_pct,harvest_month_end_valid_pct
169,1004,2652,1929,65962,462316,198,80.5,66.1,65.7
