HHID,case_id,ea_id,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2
539,105051360069,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,34,31,19may2010,19,5,2010,24sep2010,24,9,2010,30,38,21may2010,21,5,2010,25sep2010,25,9,2010,39,39,12jun2010,12,6,2010,12jun2010,12,6,2010,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
519,105051360070,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,33,31,19may2010,19,5,2010,24sep2010,24,9,2010,30,38,26may2010,26,5,2010,25sep2010,25,9,2010,39,391,11jun2010,11,6,2010,,0,0,0,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,Yes,Yes,No,No,No,Complete,Complete
527,105051360075,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,32,32,19may2010,19,5,2010,24sep2010,24,9,2010,30,38,21may2010,21,5,2010,25sep2010,25,9,2010,39,391,11jun2010,11,6,2010,,0,0,0,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,No,Yes,No,No,Yes,Complete,Complete
541,105051360077,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,34,34,19may2010,19,5,2010,24sep2010,24,9,2010,30,38,22may2010,22,5,2010,25sep2010,25,9,2010,39,391,11jun2010,11,6,2010,,0,0,0,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
521,105051360081,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,32,32,18may2010,18,5,2010,24sep2010,24,9,2010,30,38,21may2010,21,5,2010,25sep2010,25,9,2010,39,39,10jun2010,10,6,2010,,0,0,0,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
523,105051360098,10505136,rural,North - Rural,810.9834,Panel A,Mzimba,5,Chindi,No,,33,33,18may2010,18,5,2010,24sep2010,24,9,2010,30,38,21may2010,21,5,2010,25sep2010,25,9,2010,39,391,12jun2010,12,6,2010,,0,0,0,5,5,19nov2010,19,11,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
488,105053100003,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,31,31,12apr2010,12,4,2010,24jul2010,24,7,2010,30,30,14apr2010,14,4,2010,14apr2010,14,4,2010,39,391,15apr2010,15,4,2010,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,Yes,Yes,No,Yes,No,Complete,Complete
506,105053100008,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,32,32,12apr2010,12,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,No,Yes,Yes,No,Yes,Complete,Complete
492,105053100020,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,33,33,12apr2010,12,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
490,105053100025,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,33,33,12apr2010,12,4,2010,24jul2010,24,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2010,25,1,2010,No,Yes,No,No,No,Complete,Complete
480,105053100031,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,32,32,12apr2010,12,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,26jan2011,26,1,2011,Yes,Yes,No,No,No,Complete,Complete
484,105053100042,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,31,31,13apr2010,13,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,Yes,Yes,No,No,No,Complete,Complete
496,105053100048,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,32,34,13apr2010,13,4,2010,25jul2010,25,7,2010,30,30,15apr2010,15,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
498,105053100054,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,33,33,13apr2010,13,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,27jul2010,27,7,2010,5,7,27oct2010,27,10,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
500,105053100065,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,31,31,12apr2010,12,4,2010,25jul2010,25,7,2010,30,30,14apr2010,14,4,2010,27jul2010,27,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,27oct2010,27,10,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
494,105053100071,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,34,34,13apr2010,13,4,2010,24jul2010,24,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,27oct2010,27,10,2010,25jan2010,25,1,2010,No,Yes,Yes,No,No,Complete,Complete
478,105053100076,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,34,34,13apr2010,13,4,2010,27jul2010,27,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,27oct2010,27,10,2010,26jan2011,26,1,2011,Yes,Yes,No,No,No,Complete,Complete
504,105053100088,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,32,32,14apr2010,14,4,2010,24jul2010,24,7,2010,30,30,15apr2010,15,4,2010,24jul2010,24,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,28oct2010,28,10,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
482,105053100093,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,31,31,14apr2010,14,4,2010,24jul2010,24,7,2010,30,30,15apr2010,15,4,2010,24jul2010,24,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,28oct2010,28,10,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
502,105053100099,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,31,34,13apr2010,13,4,2010,24jul2010,24,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,28oct2010,28,10,2010,26jan2011,26,1,2011,Yes,Yes,No,No,No,Complete,Complete
508,105053100110,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,33,33,13apr2010,13,4,2010,24jul2010,24,7,2010,30,30,14apr2010,14,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,28oct2010,28,10,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
486,105053100116,10505310,rural,North - Rural,838.98309,Panel B,Mzimba,5,Chindi,No,,32,32,13apr2010,13,4,2010,24jul2010,24,7,2010,30,30,15apr2010,15,4,2010,26jul2010,26,7,2010,39,391,,0,0,0,28jul2010,28,7,2010,5,7,28oct2010,28,10,2010,26jan2011,26,1,2011,Yes,Yes,Yes,No,No,Complete,Complete
538,105055080001,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,33,33,20may2010,20,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,09dec2010,9,12,2010,03feb2011,3,2,2011,Yes,Yes,No,No,No,Complete,Complete
528,105055080010,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,31,20may2010,20,5,2010,26sep2010,26,9,2010,30,38,21may2010,21,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,09dec2010,9,12,2010,03feb2011,3,2,2011,No,Yes,No,No,No,Complete,Complete
514,105055080021,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,Yes,Dwelling found but no HH member could be found,33,33,21may2010,21,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,31may2010,31,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,Yes,No,No,Complete,Complete
510,105055080031,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,32,32,20may2010,20,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,09dec2010,9,12,2010,02feb2011,2,2,2011,No,Yes,No,No,No,Complete,Complete
532,105055080041,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,32,32,20may2010,20,5,2010,27sep2010,27,9,2010,30,38,26may2010,26,5,2010,28sep2010,28,9,2010,39,391,29may2010,29,5,2010,29sep2010,29,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,Yes,No,No,Complete,Complete
530,105055080061,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,Yes,Dwelling found but no HH member could be found,32,32,22may2010,22,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,31may2010,31,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,02feb2011,2,2,2011,No,Yes,Yes,No,No,Complete,Complete
512,105055080072,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,31,20may2010,20,5,2010,27sep2010,27,9,2010,30,38,21may2010,21,5,2010,28sep2010,28,9,2010,39,391,29may2010,29,5,2010,29sep2010,29,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,No,Yes,No,Complete,Complete
520,105055080082,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,33,33,20may2010,20,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,Yes,No,No,Complete,Complete
534,105055080092,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,33,31,20may2010,20,5,2010,26sep2010,26,9,2010,30,38,26may2010,26,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,Yes,Yes,No,No,No,Complete,Complete
516,105055080113,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,32,31,20may2010,20,5,2010,27sep2010,27,9,2010,30,38,26may2010,26,5,2010,28sep2010,28,9,2010,39,391,29may2010,29,5,2010,29sep2010,29,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,Yes,No,No,Complete,Complete
536,105055080123,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,33,33,21may2010,21,5,2010,26sep2010,26,9,2010,30,38,27may2010,27,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,02feb2011,2,2,2011,No,Yes,No,No,No,Complete,Complete
522,105055080133,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,34,21may2010,21,5,2010,26sep2010,26,9,2010,30,38,21may2010,21,5,2010,27sep2010,27,9,2010,39,391,29may2010,29,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,Yes,Yes,No,No,No,Complete,Complete
526,105055080164,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,34,21may2010,21,5,2010,26sep2010,26,9,2010,30,38,22may2010,22,5,2010,27sep2010,27,9,2010,39,391,31may2010,31,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,Yes,Yes,No,No,No,Complete,Complete
524,105055080174,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,34,22may2010,22,5,2010,27sep2010,27,9,2010,30,38,26may2010,26,5,2010,28sep2010,28,9,2010,39,391,31may2010,31,5,2010,29sep2010,29,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
540,105055080195,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,34,34,21may2010,21,5,2010,27sep2010,27,9,2010,30,38,22may2010,22,5,2010,28sep2010,28,9,2010,39,391,29may2010,29,5,2010,29sep2010,29,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,Yes,Yes,No,No,No,Complete,Complete
518,105055080205,10505508,rural,North - Rural,651.15771,Panel B,Mzimba,5,Chindi,No,,32,32,21may2010,21,5,2010,27sep2010,27,9,2010,30,38,26may2010,26,5,2010,28sep2010,28,9,2010,39,391,31may2010,31,5,2010,28sep2010,28,9,2010,7,10,10dec2010,10,12,2010,03feb2011,3,2,2011,No,Yes,No,No,No,Complete,Complete
572,105071750010,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,31,31,03jul2010,3,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,09dec2010,9,12,2010,10feb2011,10,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
562,105071750022,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,31,31,03jul2010,3,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15aug2010,15,8,2010,9,22,09dec2010,9,12,2010,10feb2011,10,2,2011,No,Yes,No,No,No,Complete,Complete
544,105071750033,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,32,32,03jul2010,3,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,Yes,No,No,Complete,Complete
550,105071750045,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,Yes,Dwelling found but no HH member could be found,34,34,04jul2010,4,7,2010,12oct2010,12,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,09dec2010,9,12,2010,10feb2011,10,2,2011,Yes,Yes,No,No,No,Complete,Complete
556,105071750069,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,34,34,03jul2010,3,7,2010,12oct2010,12,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,09dec2010,9,12,2010,10feb2011,10,2,2011,No,Yes,No,No,No,Complete,Complete
552,105071750081,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,33,33,03jul2010,3,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,Yes,No,No,Complete,Complete
542,105071750093,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,Yes,Dwelling found but no HH member could be found,34,34,04jul2010,4,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,10feb2011,10,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
546,105071750104,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,32,32,03jul2010,3,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
570,105071750116,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,32,32,04jul2010,4,7,2010,11oct2010,11,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
566,105071750128,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,31,31,04jul2010,4,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,10feb2011,10,2,2011,No,Yes,No,Yes,No,Complete,Complete
558,105071750152,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,34,34,04jul2010,4,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,10feb2011,10,2,2011,No,Yes,No,No,No,Complete,Complete
568,105071750163,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,33,33,04jul2010,4,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
564,105071750175,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,33,33,04jul2010,4,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
560,105071750199,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,33,33,04jul2010,4,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,Yes,No,No,Complete,Complete
554,105071750211,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,31,31,04jul2010,4,7,2010,11oct2010,11,10,2010,30,38,04jul2010,4,7,2010,12oct2010,12,10,2010,391,391,05jul2010,5,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,10feb2011,10,2,2011,No,Yes,No,No,No,Complete,Complete
548,105071750246,10507175,rural,North - Rural,718.22632,Panel B,Mzimba,7,Mabulabo,No,,32,32,04jul2010,4,7,2010,12oct2010,12,10,2010,30,38,05jul2010,5,7,2010,12oct2010,12,10,2010,391,391,06jul2010,6,7,2010,15oct2010,15,10,2010,9,22,10dec2010,10,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
557,105073440008,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,31,31,05jul2010,5,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,07jul2010,7,7,2010,12oct2010,12,10,2010,7,7,17nov2010,17,11,2010,05jan2011,5,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
571,105073440016,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,32,32,05jul2010,5,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,06jan2011,6,1,2011,No,Yes,Yes,No,No,Complete,Complete
569,105073440027,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,34,34,05jul2010,5,7,2010,09oct2010,9,10,2010,30,38,06jul2010,6,7,2010,10oct2010,10,10,2010,391,391,07jul2010,7,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,05jan2011,5,1,2011,Yes,Yes,No,No,No,Complete,Complete
565,105073440033,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,33,33,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,06jan2011,6,1,2011,Yes,Yes,Yes,No,Yes,Complete,Complete
575,105073440041,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,33,33,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,07jan2011,7,1,2011,No,Yes,No,No,No,Complete,Complete
547,105073440053,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,32,32,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,19nov2010,19,11,2010,07jan2011,7,1,2011,No,Yes,No,Yes,No,Complete,Complete
545,105073440060,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,34,34,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,06jul2010,6,7,2010,10oct2010,10,10,2010,391,391,07jul2010,7,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,05jan2011,5,1,2011,No,Yes,Yes,No,No,Complete,Complete
551,105073440081,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,31,31,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12jul2010,12,7,2010,7,7,19nov2010,19,11,2010,07jan2011,7,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
555,105073440103,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,32,32,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,19nov2010,19,11,2010,07jan2011,7,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
573,105073440106,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,34,34,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,06jul2010,6,7,2010,10oct2010,10,10,2010,391,391,07jul2010,7,7,2010,12oct2010,12,10,2010,7,7,18nov2010,18,11,2010,06jan2011,6,1,2011,Yes,Yes,No,Yes,No,Complete,Complete
567,105073440115,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,34,34,07jul2010,7,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,19nov2010,19,11,2010,07jan2011,7,1,2011,No,Yes,Yes,No,No,Complete,Complete
561,105073440121,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,31,31,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,08jul2010,8,7,2010,12oct2010,12,10,2010,7,7,20nov2010,20,11,2010,07jan2011,7,1,2011,No,Yes,Yes,No,No,Complete,Complete
559,105073440126,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,32,32,07jul2010,7,7,2010,09oct2010,9,10,2010,30,38,08jul2010,8,7,2010,10oct2010,10,10,2010,391,391,10jul2010,10,7,2010,12oct2010,12,10,2010,7,7,20nov2010,20,11,2010,07jan2011,7,1,2011,Yes,Yes,No,No,No,Complete,Complete
549,105073440131,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,31,31,07jul2010,7,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,10jul2010,10,7,2010,12oct2010,12,10,2010,7,7,20nov2010,20,11,2010,07jan2011,7,1,2011,No,Yes,No,No,Yes,Complete,Complete
563,105073440136,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,33,33,07jul2010,7,7,2010,09oct2010,9,10,2010,30,30,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,10jul2010,10,7,2010,12oct2010,12,10,2010,7,7,21nov2010,21,11,2010,07jan2011,7,1,2011,No,Yes,Yes,No,No,Complete,Complete
553,105073440152,10507344,rural,North - Rural,668.5199,Panel A,Mzimba,7,Mabulabo,No,,33,33,06jul2010,6,7,2010,09oct2010,9,10,2010,30,38,07jul2010,7,7,2010,10oct2010,10,10,2010,391,391,10jul2010,10,7,2010,12oct2010,12,10,2010,7,7,21nov2010,21,11,2010,07jan2011,7,1,2011,No,Yes,No,No,No,Complete,Complete
585,105093190002,10509319,rural,North - Rural,853.16931,Panel A,Mzimba,9,Mpherembe,No,,31,31,28mar2010,28,3,2010,31aug2010,31,8,2010,30,30,02apr2010,2,4,2010,01sep2010,1,9,2010,391,391,07sep2010,7,9,2010,07sep2010,7,9,2010,21,21,11mar2011,11,3,2011,15mar2011,15,3,2011,Yes,Yes,Yes,No,No,Complete,Complete
603,105093190013,10509319,rural,North - Rural,853.16931,Panel A,Mzimba,9,Mpherembe,Yes,Dwelling not found,31,31,31mar2010,31,3,2010,31aug2010,31,8,2010,30,30,01apr2010,1,4,2010,01sep2010,1,9,2010,39,391,,0,0,0,07sep2010,7,9,2010,21,21,15mar2011,15,3,2011,15mar2011,15,3,2011,No,Yes,No,No,Yes,Complete,Complete
