HHID,case_id,ea_id,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2
2710,310043120029,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,162,162,20may2010,20,5,2010,06sep2010,6,9,2010,160,160,21may2010,21,5,2010,06sep2010,6,9,2010,169,169,26may2010,26,5,2010,07sep2010,7,9,2010,9,9,07dec2010,7,12,2010,07feb2011,7,2,2011,No,Yes,No,Yes,No,Complete,Complete
2722,310043120040,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,162,162,22may2010,22,5,2010,04sep2010,4,9,2010,160,160,23may2010,23,5,2010,04sep2010,4,9,2010,169,169,26may2010,26,5,2010,05sep2010,5,9,2010,9,9,07dec2010,7,12,2010,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
2712,310043120046,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,163,163,24may2010,24,5,2010,04sep2010,4,9,2010,160,160,25may2010,25,5,2010,04sep2010,4,9,2010,169,169,27may2010,27,5,2010,05sep2010,5,9,2010,9,9,08dec2010,8,12,2010,04feb2011,4,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2704,310043120052,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,163,163,22may2010,22,5,2010,06sep2010,6,9,2010,160,160,23may2010,23,5,2010,06sep2010,6,9,2010,169,169,26may2010,26,5,2010,07sep2010,7,9,2010,9,9,07dec2010,7,12,2010,05feb2010,5,2,2010,Yes,Yes,No,No,No,Complete,Complete
2696,310043120057,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,164,164,22may2010,22,5,2010,06sep2010,6,9,2010,160,160,23may2010,23,5,2010,06sep2010,6,9,2010,169,169,28may2010,28,5,2010,07sep2010,7,9,2010,9,9,08dec2010,8,12,2010,05feb2011,5,2,2011,No,No,Yes,No,No,Complete,Complete
2716,310043120069,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,161,161,24may2010,24,5,2010,06sep2010,6,9,2010,160,160,25may2010,25,5,2010,06sep2010,6,9,2010,169,169,28may2010,28,5,2010,07sep2010,7,9,2010,9,9,08dec2010,8,12,2010,05feb2011,5,2,2011,No,Yes,No,No,No,Complete,Complete
2714,310043120075,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,164,164,24may2010,24,5,2010,06sep2010,6,9,2010,160,160,25may2010,25,5,2010,06sep2010,6,9,2010,169,169,26may2010,26,5,2010,07sep2010,7,9,2010,9,9,08dec2010,8,12,2010,05feb2011,5,2,2011,No,Yes,Yes,No,No,Complete,Complete
2700,310043120081,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,161,161,22may2010,22,5,2010,04sep2010,4,9,2010,160,160,23may2010,23,5,2010,04sep2010,4,9,2010,169,169,26may2010,26,5,2010,05sep2010,5,9,2010,9,9,07dec2010,7,12,2010,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
2724,310043120086,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,162,162,24may2010,24,5,2010,06sep2010,6,9,2010,160,160,25may2010,25,5,2010,06sep2010,6,9,2010,169,169,26may2010,26,5,2010,07sep2010,7,9,2010,9,9,07dec2010,7,12,2010,05feb2011,5,2,2011,No,Yes,Yes,No,No,Complete,Complete
2694,310043120104,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,164,164,23may2010,23,5,2010,05sep2010,5,9,2010,160,160,24may2010,24,5,2010,05sep2010,5,9,2010,169,169,26may2010,26,5,2010,06sep2010,6,9,2010,9,9,08dec2010,8,12,2010,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
2718,310043120109,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,163,163,23may2010,23,5,2010,05sep2010,5,9,2010,160,160,24may2010,24,5,2010,05sep2010,5,9,2010,169,169,27may2010,27,5,2010,06sep2010,6,9,2010,9,9,08dec2010,8,12,2010,04feb2011,4,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2698,310043120121,31004312,rural,South - Rural,727.69489,Panel B,Chikwawa,4,Maseya,No,,162,162,23may2010,23,5,2010,05sep2010,5,9,2010,160,160,24may2010,24,5,2010,05sep2010,5,9,2010,169,169,27may2010,27,5,2010,06sep2010,6,9,2010,9,9,08dec2010,8,12,2010,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
2813,310065560120,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,Yes,Dwelling found but no HH member could be found,161,161,06jun2010,6,6,2010,17sep2010,17,9,2010,160,160,07jun2010,7,6,2010,17sep2010,17,9,2010,169,169,13jun2010,13,6,2010,18sep2010,18,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,Yes,Yes,Yes,Yes,No,Complete,Complete
2807,310065560154,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,164,164,06jun2010,6,6,2010,17sep2010,17,9,2010,160,160,07jun2010,7,6,2010,17sep2010,17,9,2010,169,169,10jun2010,10,6,2010,18sep2010,18,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,No,Complete,Complete
2803,310065560157,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,164,164,07jun2010,7,6,2010,18sep2010,18,9,2010,160,160,08jun2010,8,6,2010,18sep2010,18,9,2010,169,169,10jun2010,10,6,2010,19sep2010,19,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,No,No,No,Complete,Complete
2815,310065560166,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,162,162,06jun2010,6,6,2010,18sep2010,18,9,2010,160,160,07jun2010,7,6,2010,18sep2010,18,9,2010,169,169,13jun2010,13,6,2010,19sep2010,19,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,No,Complete,Complete
2799,310065560168,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,163,163,07jun2010,7,6,2010,19sep2010,19,9,2010,160,160,08jun2010,8,6,2010,19sep2010,19,9,2010,169,169,14jun2010,14,6,2010,20sep2010,20,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2791,310065560199,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,162,162,08jun2010,8,6,2010,18sep2010,18,9,2010,160,160,09jun2010,9,6,2010,18sep2010,18,9,2010,169,169,11jun2010,11,6,2010,19sep2010,19,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,No,Yes,Yes,Complete,Complete
2805,310065560216,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,161,161,08jun2010,8,6,2010,17sep2010,17,9,2010,160,160,09jun2010,9,6,2010,17sep2010,17,9,2010,169,169,11jun2010,11,6,2010,18sep2010,18,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,Yes,Yes,No,Yes,No,Complete,Complete
2789,310065560246,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,164,164,04jun2010,4,6,2010,17sep2010,17,9,2010,160,160,05jun2010,5,6,2010,17sep2010,17,9,2010,169,169,10jun2010,10,6,2010,18sep2010,18,9,2010,1,1,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,No,Complete,Complete
2797,310065560257,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,161,161,04jun2010,4,6,2010,18sep2010,18,9,2010,160,160,05jun2010,5,6,2010,18sep2010,18,9,2010,169,169,10jun2010,10,6,2010,19sep2010,19,9,2010,1,1,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,Yes,Yes,No,Complete,Complete
2795,310065560261,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,163,163,04jun2010,4,6,2010,19sep2010,19,9,2010,160,160,05jun2010,5,6,2010,19sep2010,19,9,2010,169,169,10jun2010,10,6,2010,20sep2010,20,9,2010,1,1,27nov2010,27,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2793,310065560288,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,162,162,04jun2010,4,6,2010,17sep2010,17,9,2010,160,160,05jun2010,5,6,2010,17sep2010,17,9,2010,169,169,10jun2010,10,6,2010,18sep2010,18,9,2010,1,1,27nov2010,27,11,2010,20dec2010,20,12,2010,No,Yes,Yes,No,No,Complete,Complete
2787,310065560292,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,161,161,07jun2010,7,6,2010,18sep2010,18,9,2010,160,160,07jun2010,7,6,2010,18sep2010,18,9,2010,169,169,14jun2010,14,6,2010,19sep2010,19,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,No,Yes,Yes,Complete,Complete
2785,310065560328,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,164,164,08jun2010,8,6,2010,18sep2010,18,9,2010,160,160,09jun2010,9,6,2010,18sep2010,18,9,2010,169,169,13jun2010,13,6,2010,19sep2010,19,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,No,Yes,No,No,No,Complete,Complete
2809,310065560344,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,163,163,06jun2010,6,6,2010,19sep2010,19,9,2010,160,160,09jun2010,9,6,2010,19sep2010,19,9,2010,169,169,11jun2010,11,6,2010,20sep2010,20,9,2010,1,1,30jan2010,30,1,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2801,310065560370,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,162,162,07jun2010,7,6,2010,17sep2010,17,9,2010,160,160,08jun2010,8,6,2010,17sep2010,17,9,2010,169,169,10jun2010,10,6,2010,18sep2010,18,9,2010,1,1,27nov2010,27,11,2010,20dec2010,20,12,2010,No,Yes,No,No,No,Complete,Complete
2811,310065560417,31006556,rural,South - Rural,1138.5643,Panel A,Chikwawa,6,Kasisi,No,,163,163,08jun2010,8,6,2010,19sep2010,19,9,2010,160,160,08jun2010,8,6,2010,19sep2010,19,9,2010,169,169,11jun2010,11,6,2010,20sep2010,20,9,2010,1,1,30nov2010,30,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2746,310073350006,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,163,163,19apr2010,19,4,2010,30jul2010,30,7,2010,160,160,16apr2010,16,4,2010,30jul2010,30,7,2010,169,169,28apr2010,28,4,2010,04aug2010,4,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,Yes,Yes,Yes,No,No,Complete,Complete
2748,310073350029,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,164,164,18apr2010,18,4,2010,29jul2010,29,7,2010,160,160,19apr2010,19,4,2010,29jul2010,29,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,9,07dec2010,7,12,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
2734,310073350074,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,162,162,18apr2010,18,4,2010,29jul2010,29,7,2010,160,160,18apr2010,18,4,2010,29jul2010,29,7,2010,169,169,28apr2010,28,4,2010,05aug2010,5,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
2750,310073350097,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,161,161,16apr2010,16,4,2010,28jul2010,28,7,2010,160,160,17apr2010,17,4,2010,28jul2010,28,7,2010,169,169,28apr2010,28,4,2010,05aug2010,5,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
2732,310073350120,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,163,163,18apr2010,18,4,2010,28jul2010,28,7,2010,160,160,18apr2010,18,4,2010,28jul2010,28,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,,07dec2010,7,12,2010,,0,0,0,Yes,Yes,Yes,No,No,Complete,Complete
2756,310073350166,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,161,161,18apr2010,18,4,2010,27jul2010,27,7,2010,160,160,18apr2010,18,4,2010,27jul2010,27,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,9,07dec2010,7,12,2010,27jan2011,27,1,2011,Yes,Yes,No,Yes,No,Complete,Complete
2736,310073350189,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,162,162,19apr2010,19,4,2010,28jul2010,28,7,2010,160,160,20apr2010,20,4,2010,28jul2010,28,7,2010,169,169,28apr2010,28,4,2010,06aug2010,6,8,2010,9,9,07dec2010,7,12,2010,26jan2011,26,1,2011,No,Yes,No,Yes,No,Complete,Complete
2726,310073350212,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,164,164,16apr2010,16,4,2010,30jul2010,30,7,2010,160,160,20apr2010,20,4,2010,30jul2010,30,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,9,07dec2010,7,12,2010,26jan2011,26,1,2011,No,Yes,No,No,No,Complete,Complete
2730,310073350258,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,163,163,17apr2010,17,4,2010,27jul2010,27,7,2010,160,160,18apr2010,18,4,2010,27jul2010,27,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,9,07dec2010,7,12,2010,27jan2011,27,1,2011,No,Yes,Yes,No,Yes,Complete,Complete
2742,310073350281,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,164,164,17apr2010,17,4,2010,27jul2010,27,7,2010,160,160,17apr2010,17,4,2010,27jul2010,27,7,2010,169,169,28apr2010,28,4,2010,04aug2010,4,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete
2728,310073350304,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,161,161,19apr2010,19,4,2010,30jul2010,30,7,2010,160,160,19apr2010,19,4,2010,30jul2010,30,7,2010,169,169,29apr2010,29,4,2010,08aug2010,8,8,2010,9,9,07dec2010,7,12,2010,27jan2011,27,1,2011,No,Yes,No,Yes,No,Complete,Complete
2740,310073350350,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,164,164,16apr2010,16,4,2010,28jul2010,28,7,2010,160,160,16apr2010,16,4,2010,28jul2010,28,7,2010,169,169,28apr2010,28,4,2010,04aug2010,4,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,No,Yes,Yes,No,No,Complete,Complete
2738,310073350373,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,163,163,16apr2010,16,4,2010,29jul2010,29,7,2010,160,160,17apr2010,17,4,2010,29jul2010,29,7,2010,169,169,28apr2010,28,4,2010,05aug2010,5,8,2010,9,9,06dec2010,6,12,2010,25jan2011,25,1,2011,Yes,Yes,Yes,No,No,Complete,Complete
2754,310073350396,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,161,161,17apr2010,17,4,2010,29jul2010,29,7,2010,160,160,17apr2010,17,4,2010,29jul2010,29,7,2010,169,169,28apr2010,28,4,2010,05aug2010,5,8,2010,9,9,07dec2010,7,12,2010,26jan2011,26,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
2752,310073350442,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,162,162,16apr2010,16,4,2010,28jul2010,28,7,2010,160,160,16apr2010,16,4,2010,06apr2010,6,4,2010,169,169,28apr2010,28,4,2010,28apr2010,28,4,2010,9,9,07dec2010,7,12,2010,26apr2011,26,4,2011,Yes,Yes,Yes,Yes,No,Complete,Complete
2744,310073350465,31007335,rural,South - Rural,1690.2579,Panel B,Chikwawa,7,Mankhwira,No,,162,162,17apr2010,17,4,2010,27jul2010,27,7,2010,160,160,17apr2010,17,4,2010,27jul2010,27,7,2010,169,169,28apr2010,28,4,2010,05aug2010,5,8,2010,9,9,07dec2010,7,12,2010,26jan2011,26,1,2011,No,Yes,Yes,No,No,Complete,Complete
2819,311087030024,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,162,162,03apr2010,3,4,2010,06aug2010,6,8,2010,160,160,04apr2010,4,4,2010,06aug2010,6,8,2010,169,169,16apr2010,16,4,2010,12aug2010,12,8,2010,11,11,29nov2010,29,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,Yes,Complete,Complete
2837,311087030057,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,163,163,02apr2010,2,4,2010,06aug2010,6,8,2010,160,160,05apr2010,5,4,2010,06aug2010,6,8,2010,169,169,14mar2010,14,3,2010,12aug2010,12,8,2010,11,11,26nov2010,26,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2831,311087030121,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,163,163,04apr2010,4,4,2010,07aug2010,7,8,2010,160,160,05apr2010,5,4,2010,07aug2010,7,8,2010,169,169,14apr2010,14,4,2010,12aug2010,12,8,2010,11,11,26nov2010,26,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2845,311087030172,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,161,161,01apr2010,1,4,2010,07aug2010,7,8,2010,160,160,02apr2010,2,4,2010,07aug2010,7,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,No,Yes,No,Yes,No,Complete,Complete
2847,311087030174,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,162,162,04apr2010,4,4,2010,06aug2010,6,8,2010,160,160,05apr2010,5,4,2010,06aug2010,6,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,Yes,Yes,Yes,No,No,Complete,Complete
2823,311087030266,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,161,161,02apr2010,2,4,2010,06aug2010,6,8,2010,160,160,04apr2010,4,4,2010,06aug2010,6,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,Yes,Yes,No,Yes,No,Complete,Complete
2843,311087030267,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,162,162,02apr2010,2,4,2010,07aug2010,7,8,2010,160,160,05apr2010,5,4,2010,07aug2010,7,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2825,311087030288,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,161,161,03apr2010,3,4,2010,06aug2010,6,8,2010,160,160,05apr2010,5,4,2010,06aug2010,6,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,Yes,Complete,Complete
2827,311087030320,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,164,164,01apr2010,1,4,2010,06aug2010,6,8,2010,160,160,02apr2010,2,4,2010,06aug2010,6,8,2010,169,169,16apr2010,16,4,2010,12aug2010,12,8,2010,11,11,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,No,No,No,Complete,Complete
2835,311087030327,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,164,164,04apr2010,4,4,2010,07aug2010,7,8,2010,160,160,05apr2010,5,4,2010,07aug2010,7,8,2010,169,169,16apr2010,16,4,2010,12aug2010,12,8,2010,11,11,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,No,Yes,No,Complete,Complete
2839,311087030335,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,161,161,04apr2010,4,4,2010,07aug2010,7,8,2010,160,160,05apr2010,5,4,2010,07aug2010,7,8,2010,169,169,15apr2010,15,4,2010,12aug2010,12,8,2010,11,11,27nov2010,27,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,No,Complete,Complete
2829,311087030344,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,163,163,01apr2010,1,4,2010,07aug2010,7,8,2010,160,160,02apr2010,2,4,2010,07aug2010,7,8,2010,169,169,14apr2010,14,4,2010,12aug2010,12,8,2010,11,11,26nov2010,26,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,No,Complete,Complete
2833,311087030374,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,164,164,03apr2010,3,4,2010,07aug2010,7,8,2010,160,160,05apr2010,5,4,2010,07aug2010,7,8,2010,169,169,16apr2010,16,4,2010,12aug2010,12,8,2010,11,11,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,No,Yes,No,Complete,Complete
2817,311087030375,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,164,164,02apr2010,2,4,2010,06aug2010,6,8,2010,160,160,03apr2010,3,4,2010,06aug2010,6,8,2010,169,169,16apr2010,16,4,2010,12aug2010,12,8,2010,11,11,29nov2010,29,11,2010,21dec2010,21,12,2010,No,Yes,Yes,No,No,Complete,Complete
2821,311087030385,31108703,rural,South - Rural,1410.8861,Panel A,Nsanje,8,Ngabu,No,,163,163,03apr2010,3,4,2010,06aug2010,6,8,2010,160,160,05apr2010,5,4,2010,06aug2010,6,8,2010,169,169,14apr2010,14,4,2010,12aug2010,12,8,2010,11,11,26nov2010,26,11,2010,21dec2010,21,12,2010,Yes,Yes,No,No,Yes,Complete,Complete
2879,312010070032,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,92,93,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,23sep2010,23,9,2010,24feb2011,24,2,2011,No,Yes,No,No,No,Complete,Complete
2869,312010070034,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,92,95,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,05may2010,5,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2861,312010070037,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,94,94,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,Yes,Yes,No,No,No,Complete,Complete
2851,312010070074,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,Yes,Dwelling found but appears unoccupied,92,95,28apr2010,28,4,2010,26aug2010,26,8,2010,90,90,29apr2010,29,4,2010,27aug2010,27,8,2010,99,99,05may2010,5,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,No,Yes,No,No,No,Complete,Complete
2853,312010070116,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,91,91,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,08may2010,8,5,2010,28aug2010,28,8,2010,3,10,23sep2010,23,9,2010,24feb2011,24,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2863,312010070128,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,91,91,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,23sep2010,23,9,2010,24feb2011,24,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2857,312010070145,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,92,95,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,05may2010,5,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,No,Yes,No,No,No,Complete,Complete
2873,312010070158,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,94,94,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,No,Yes,Yes,No,No,Complete,Complete
2865,312010070162,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,93,93,26apr2010,26,4,2010,25aug2010,25,8,2010,90,90,27apr2010,27,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,23sep2010,23,9,2010,24feb2011,24,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
2871,312010070164,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,93,93,28apr2010,28,4,2010,25aug2010,25,8,2010,90,90,29apr2010,29,4,2010,26aug2010,26,8,2010,99,99,06may2010,6,5,2010,28aug2010,28,8,2010,3,10,23sep2010,23,9,2010,24feb2011,24,2,2011,Yes,Yes,Yes,Yes,No,Complete,Complete
2877,312010070169,31201007,rural,South - Rural,1199.1005,Panel A,Balaka,1,Nsamala,No,,92,95,28apr2010,28,4,2010,25aug2010,25,8,2010,90,90,29apr2010,29,4,2010,26aug2010,26,8,2010,99,99,05may2010,5,5,2010,28aug2010,28,8,2010,3,10,22sep2010,22,9,2010,24feb2011,24,2,2011,No,Yes,No,No,No,Complete,Complete
