PID,eligible_tracking,status,whynotfound,specialcase
160201,1,Found,,
160202,1,Found,,
160203,0,Found,,
160204,0,Found,,
160205,1,Found,,
160301,1,Found,,
160302,1,Found,,
160303,0,Found,,
160401,1,Found,,
160402,1,Found,,
160403,1,Found,,
160404,0,Found,,
160405,0,Found,,
160406,0,Found,,
160501,1,Found,,
160502,1,Found,,
160503,1,Found,,
160601,1,Found,,
160602,0,Found,,
160603,0,Found,,
160701,1,Found,,
160702,1,Found,,
160703,0,Found,,
160704,0,Found,,
160801,1,Found,,
160802,1,Found,,
160803,0,Found,,
160804,0,Found,,
160901,1,Found,,
160902,1,Found,,
160903,1,Found,,
161001,1,Found,,
161101,1,Found,,
161102,1,Found,,
161103,0,Found,,
161104,0,Found,,
161105,0,Found,,
161201,1,Found,,
161202,1,Found,,
161203,1,Found,,
161204,1,Found,,
161205,0,Found,,
161301,1,Found,,
161302,0,Found,,
161303,0,Found,,
161304,0,Found,,
161401,1,Individual Dead,,
161402,1,Found,,
161501,1,Found,,
161502,1,Found,,
161503,1,Found,,
161504,1,Found,,
161505,0,Found,,
161506,0,Found,,
161507,0,Found,,
161601,1,Found,,
161602,1,Found,,
161603,0,Found,,
161604,0,Found,,
161605,0,Found,,
161606,1,Found,,
161701,1,Found,,
161702,1,Found,,
161703,0,Found,,
161704,0,Found,,
161705,0,"Not Found, Tracking Ineligible",,
161801,1,Found,,
161802,1,Found,,
161803,1,Found,,
161804,1,Found,,
161805,0,Found,,
161806,0,Found,,
161807,0,Found,,
161808,1,Found,,
161901,1,Found,,
161902,1,Found,,
161903,0,Found,,
161904,0,Found,,
162001,1,Found,,
162002,1,Found,,
162003,1,Found,,
162004,1,Found,,
162005,0,Found,,
162101,1,Found,,
162102,1,Found,,
162103,0,Found,,
162104,0,Found,,
162105,0,Found,,
162201,1,Individual Dead,,
162202,1,Found,,
162203,1,Found,,
162301,1,Found,,
162302,1,Found,,
162303,1,Found,,
162304,1,Found,,
162305,1,Found,,
162306,1,Found,,
162307,1,Found,,
162308,0,Found,,
162309,0,Found,,
162310,0,Found,,
162401,1,"Not Found, Tracking Eligible",,
162402,1,"Not Found, Tracking Eligible",,
162403,0,"Not Found, Tracking Ineligible",,
162404,0,"Not Found, Tracking Ineligible",,
162405,0,"Not Found, Tracking Ineligible",,
162501,1,Found,,
162502,1,Found,,
162503,1,Found,,
162601,1,Found,,
162602,1,Found,,
162603,1,Found,,
162701,1,Found,,
162702,1,Found,,
162703,1,Found,,
162704,1,Found,,
162705,1,Found,,
162706,0,Found,,
162801,1,Found,,
162802,1,Found,,
162901,1,Found,,
162902,1,Found,,
162903,1,Found,,
162904,1,Found,,
162905,0,Found,,
163001,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
163002,1,Found,,
163101,1,Found,,
163102,1,Found,,
163103,1,Found,,
163104,1,Found,,
163105,1,Found,,
163106,1,Found,,
163107,0,Found,,
163201,1,Found,,
163202,1,Found,,
163203,0,Found,,
163204,1,Found,,
163205,1,Found,,
163206,0,"Not Found, Tracking Ineligible",,
163301,1,Found,,
163302,1,Found,,
163303,1,Found,,
163304,1,Found,,
163305,0,Found,,
163306,1,Found,,
163307,1,Found,,
163401,1,Found,,
163402,1,Found,,
163403,1,Found,,
163404,1,Found,,
163405,1,Found,,
163406,1,Found,,
163407,1,Found,,
163408,1,Found,,
163409,0,Found,,
163410,0,"Not Found, Tracking Ineligible",,
163501,1,Found,,
163502,1,Found,,
163503,1,Found,,
163601,1,Found,,
163602,1,Found,,
163603,1,Found,,
163604,0,Found,,
163605,0,Found,,
163606,0,Found,,
163701,1,Found,,
163702,1,Found,,
163703,1,Found,,
163704,0,Found,,
163705,0,Found,,
163801,1,Found,,
163802,1,Found,,
163803,0,Found,,
163804,0,Found,,
163901,1,Found,,
163902,1,Found,,
163903,1,Found,,
163904,1,Found,,
163905,0,Found,,
163906,0,Found,,
163907,0,Found,,
164001,1,Found,,
164002,1,Found,,
164003,0,Found,,
164101,1,Found,,
164201,1,Found,,
164202,1,Found,,
164203,1,Found,,
164204,1,Found,,
164205,1,Found,,
164206,1,Found,,
164301,1,Found,,
164302,1,Found,,
164303,1,Found,,
164401,1,Found,,
164501,1,Found,,
164502,1,Found,,
164503,1,Found,,
164504,1,Found,,
164505,1,Found,,
164506,1,Found,,
164507,0,Found,,
164601,1,Found,,
164602,1,Found,,
164701,1,Found,,
164702,1,Found,,
164703,1,Found,,
164704,0,Found,,
164705,0,Found,,
164801,1,Found,,
164802,1,Found,,
164803,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
164804,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
164805,1,Found,,
164901,1,Found,,
164902,1,Found,,
164903,1,Found,,
164904,1,Found,,
164905,0,Found,,
164906,1,Found,,
164907,1,Found,,
165001,1,Found,,
165002,1,Found,,
165003,1,Found,,
165004,1,Found,,
165005,1,Found,,
165006,0,Found,,
165101,1,"Not Found, Tracking Eligible",,
165102,1,Found,,
165103,0,Found,,
165201,1,Found,,
165204,1,"Not Found, Tracking Eligible",,
165205,1,Found,,
165206,1,Found,,
165301,1,Found,,
165302,1,Found,,
165303,1,Found,,
165304,1,Found,,
165401,1,Found,,
165402,1,Found,,
165403,0,Found,,
165501,1,Found,,
165502,1,Found,,
165503,1,Found,,
165504,1,Found,,
165505,1,Found,,
165506,1,Found,,
165507,0,"Not Found, Tracking Ineligible",,
165508,0,"Not Found, Tracking Ineligible",,
165601,1,Found,,
165701,1,Found,,
165702,1,Found,,
165703,0,Found,,
165704,0,Found,,
165801,1,Found,,
165802,1,Found,,
165803,0,Found,,
165901,1,Found,,
165902,0,Found,,
165903,0,Found,,
165904,1,Found,,
165905,1,Found,,
165906,0,Found,,
165907,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
165908,1,Found,,
165909,0,Found,,
165910,1,Found,,
165911,0,Found,,
166001,1,Found,,
166101,1,Found,,
166102,1,Found,,
166103,1,Found,,
166104,1,Found,,
166105,1,Found,,
166106,1,Found,,
166107,0,Found,,
166201,1,Found,,
166202,1,Found,,
166203,0,Found,,
166301,1,Found,,
166302,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
166303,0,Found,,
166304,0,Found,,
166401,1,Found,,
166402,1,Found,,
166403,0,Found,,
166404,0,Found,,
166501,1,Found,,
166502,1,Found,,
166503,1,Found,,
166504,1,Found,,
166505,1,Found,,
166601,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
166602,1,Found,,
166603,1,Found,,
166604,1,Found,,
166606,1,Found,,
166607,0,"Not Found, Tracking Ineligible",,
166701,1,"Not Found, Tracking Eligible",,
166702,1,"Not Found, Tracking Eligible",,
166703,1,"Not Found, Tracking Eligible",,
166801,1,Found,,
166802,1,Found,,
166803,1,Found,,
166804,1,Found,,
166805,1,Found,,
166901,1,Found,,
166902,1,Found,,
166903,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
166904,1,Found,,
166905,1,Found,,
167001,1,"Not Found, Tracking Eligible",,
167002,1,Found,,
167003,0,Found,,
167101,1,Found,,
167102,1,Found,,
167103,0,"Not Found, Tracking Ineligible",,
167201,1,Found,,
167202,1,Found,,
167203,0,"Not Found, Tracking Ineligible",,
167301,1,Found,,
167302,1,Found,,
167303,0,Found,,
167304,0,Found,,
167305,0,Found,,
167306,1,Found,,
167307,1,Found,,
167401,1,Found,,
167402,1,Found,,
167403,0,Found,,
167501,1,Found,,
167502,1,Found,,
167503,1,Found,,
167504,1,Found,,
167505,1,Found,,
167601,1,Found,,
167602,1,Found,,
167603,1,Found,,
167604,1,Found,,
167701,1,Found,,
167702,1,Found,,
167703,1,Found,,
167704,1,Found,,
167705,1,Found,,
167706,1,Found,,
167707,1,Found,,
167708,0,"Not Found, Tracking Ineligible",,
167801,1,Found,,
167802,1,Found,,
167803,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
167804,1,Found,,
167805,1,Found,,
167806,1,Found,,
167807,0,Found,,
167808,0,Found,,
167901,1,Found,,
167902,1,Found,,
167903,1,Found,,
167904,1,Found,,
168001,1,Found,,
168002,1,Found,,
168003,1,Found,,
168004,1,Found,,
168101,1,"Not Found, Tracking Eligible",Entire HH in Institution,
168102,1,"Not Found, Tracking Eligible",Entire HH in Institution,
168103,1,"Not Found, Tracking Eligible",Entire HH in Institution,
168104,0,"Not Found, Tracking Ineligible",Entire HH in Institution,
168105,1,"Not Found, Tracking Eligible",Entire HH in Institution,
168201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
168202,1,Found,,
168203,1,Found,,
168204,0,Found,,
168205,0,Found,,
168301,1,Found,,
168302,1,Found,,
168303,1,Found,,
168304,1,Found,,
168401,1,Found,,
168402,1,Found,,
168501,1,Found,,
168502,1,Found,,
168503,1,Found,,
168504,1,Found,,
168505,1,Found,,
168506,1,Found,,
168507,0,Found,,
168508,0,Found,,
168509,0,Found,,
168601,1,Individual Dead,,
168602,1,Found,,
168603,1,Found,,
168604,1,Found,,
168605,1,Found,,
168606,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
168607,1,Found,,
168608,1,Found,,
168701,1,Found,,
168702,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
168703,1,Found,,
168704,1,Found,,
168705,1,Found,,
168706,1,Found,,
168707,1,Found,,
168708,1,Found,,
168709,0,Found,,
168801,1,Found,,
168802,1,Found,,
168803,1,"Not Found, Tracking Eligible",Individual in Institution,
168805,1,Found,,
168806,1,Found,,
168807,1,Found,,
168808,0,Found,,
168901,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
168902,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
168903,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
169001,1,"Not Found, Tracking Eligible",Entire HH in Institution,
169002,0,"Not Found, Tracking Ineligible",Entire HH in Institution,
169003,1,"Not Found, Tracking Eligible",Entire HH in Institution,
169004,1,"Not Found, Tracking Eligible",Entire HH in Institution,
169101,1,Found,,
169102,1,Found,,
169103,1,Found,,
169104,0,Found,,
169201,1,Found,,
169202,1,Found,,
169203,0,Found,,
169301,1,Found,,
169302,1,Found,,
169303,1,Found,,
169401,1,Found,,
169402,1,Found,,
169501,1,Found,,
169502,1,Found,,
169601,1,"Not Found, Tracking Eligible",,
169602,1,"Not Found, Tracking Eligible",,
169701,1,Found,,
169702,1,Found,,
169703,1,Found,,
169704,1,Found,,
169705,1,Found,,
169706,1,Found,,
169801,1,Found,,
169802,1,Found,,
169803,1,Found,,
169804,0,Found,,
169805,0,Found,,
169806,0,Found,,
169808,1,Found,,
169809,1,Found,,
169810,1,Found,,
169901,1,Found,,
169902,1,Found,,
169903,0,Found,,
169904,1,Found,,
170001,1,Found,,
170002,1,Found,,
170003,1,Found,,
170004,1,Found,,
170005,1,Found,,
170006,1,Found,,
170101,1,Found,,
170102,1,Found,,
170103,1,Found,,
170104,1,Found,,
170105,1,Found,,
170106,1,Found,,
170107,1,Found,,
170108,1,Found,,
170109,0,Found,,
170110,0,Found,,
170201,1,Found,,
170301,1,Found,,
170302,1,Found,,
170303,0,Found,,
170304,0,Found,,
170401,1,Found,,
170402,1,Found,,
170403,0,Found,,
170404,0,Found,,
170405,1,Found,,
170501,1,Found,,
170502,1,"Not Found, Tracking Eligible",,
170601,1,Found,,
170602,1,Found,,
170603,0,Found,,
170604,0,Found,,
170605,0,Found,,
170701,1,Found,,
170702,1,Found,,
170703,1,Found,,
170704,0,Found,,
170705,0,Found,,
170706,0,Individual Dead,,
170801,1,Found,,
170802,1,Found,,
170803,1,Found,,
170804,1,Found,,
170805,0,Found,,
170806,0,Found,,
170807,1,Found,,
170808,1,Found,,
170901,1,Found,,
170902,1,Found,,
170903,1,Found,,
170904,0,Found,,
171001,1,Found,,
171002,1,Found,,
171003,1,Found,,
171101,1,Found,,
171201,1,Found,,
171202,1,Found,,
171203,0,Found,,
171204,0,Found,,
171205,1,"Not Found, Tracking Eligible",,
171301,1,Found,,
171302,1,Found,,
171303,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
171304,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
171305,1,Found,,
171306,1,Found,,
171307,1,Found,,
171308,1,Found,,
171309,1,Found,,
171310,0,Found,,
171311,0,Found,,
171401,1,Found,,
171402,1,Found,,
171403,1,Found,,
171501,1,Found,,
171502,0,Found,,
171503,1,Found,,
171601,1,Found,,
171602,1,Found,,
171603,0,Found,,
171604,0,Found,,
171605,1,Found,,
171701,1,Found,,
171702,1,Found,,
171703,1,Found,,
171704,0,Found,,
171705,0,Found,,
171801,1,Found,,
171802,1,Found,,
171803,1,Found,,
171804,1,Found,,
171805,0,Found,,
171806,0,Found,,
171901,1,Found,,
171902,1,Found,,
171903,1,Found,,
171904,1,Found,,
171905,1,Found,,
171906,0,Found,,
171907,0,Found,,
171908,0,Found,,
171909,1,Found,,
172001,1,Found,,
172002,1,Found,,
172003,1,Found,,
172004,0,Found,,
172005,1,Found,,
172006,1,Found,,
172007,0,"Not Found, Tracking Ineligible",,
172008,1,Found,,
172009,0,"Not Found, Tracking Ineligible",,
172101,1,Found,,
172102,1,Found,,
172103,0,Found,,
172201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
172202,1,Found,,
172203,1,Found,,
172204,0,Found,,
172205,0,Found,,
172206,0,Found,,
172301,1,Found,,
172302,0,"Not Found, Tracking Ineligible",,
172401,1,Found,,
172402,1,"Not Found, Tracking Eligible",,
172403,0,"Not Found, Tracking Ineligible",,
172501,1,Found,,
172502,1,Found,,
172503,0,Found,,
172504,0,Found,,
172601,1,Found,,
172602,1,Found,,
172603,1,Individual Dead,,
172604,0,Found,,
172701,1,Found,,
172702,1,Found,,
172703,1,Found,,
172704,0,Found,,
172801,1,Found,,
172802,1,Found,,
172803,1,Found,,
172804,1,Found,,
172805,1,Found,,
172806,1,Found,,
172807,0,Found,,
172808,0,Found,,
172901,1,Found,,
172902,1,Found,,
173001,1,Found,,
173002,1,Found,,
173003,0,Found,,
173004,1,Found,,
173005,1,Found,,
173101,1,Found,,
173102,1,Found,,
173103,1,Found,,
173104,0,Found,,
173105,0,Found,,
173201,1,Found,,
173202,1,Found,,
173203,0,Found,,
173204,0,Found,,
173301,1,Found,,
173302,1,Found,,
173303,1,Found,,
173401,1,Found,,
173402,1,Found,,
173403,1,Found,,
173404,1,Found,,
173405,0,Found,,
173406,0,Found,,
173501,1,Found,,
173502,1,Found,,
173503,0,"Not Found, Tracking Ineligible",,
173601,1,Found,,
173602,1,Found,,
173603,1,Found,,
173604,0,Found,,
173605,0,Found,,
173701,1,Found,,
173702,1,Found,,
173703,1,Found,,
173704,0,Found,,
173705,0,Found,,
173706,1,"Not Found, Tracking Eligible",,
173801,1,Found,,
173802,1,Found,,
173803,1,Found,,
173901,1,Found,,
173902,1,Found,,
173903,0,Found,,
174001,1,Found,,
174002,1,Found,,
174003,0,Found,,
174004,0,Found,,
174101,1,Found,,
174102,1,Found,,
174103,1,Found,,
174104,1,Found,,
174105,1,Found,,
174106,0,Found,,
174201,1,Found,,
174202,1,Found,,
174203,1,Found,,
174204,1,"Not Found, Tracking Eligible",,
174205,1,"Not Found, Tracking Eligible",,
174206,1,"Not Found, Tracking Eligible",,
174207,1,"Not Found, Tracking Eligible",Individual in Institution,
174208,1,Found,,
174301,1,Found,,
174302,1,Found,,
174303,1,Found,,
174304,0,Found,,
174305,1,Found,,
174401,1,Found,,
174402,1,Found,,
174406,1,Found,,
174501,1,Found,,
174502,1,Found,,
174503,1,Found,,
174601,1,Found,,
174602,1,Found,,
174603,1,Found,,
174604,0,Found,,
174605,1,Found,,
174606,0,Found,,
174701,1,Found,,
174702,1,Found,,
174703,0,Found,,
174704,1,Found,,
174801,1,Found,,
174802,1,Found,,
174803,1,Found,,
174804,1,Found,,
174805,1,Found,,
174806,1,Found,,
174901,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
174902,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
174903,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
174904,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
174905,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
175001,1,Found,,
175002,1,Found,,
175003,1,Found,,
175004,1,Found,,
175005,0,Found,,
175006,0,Found,,
175007,0,Found,,
175008,0,Found,,
175101,1,Found,,
175102,1,Found,,
175103,0,"Not Found, Tracking Ineligible",,
175104,0,"Not Found, Tracking Ineligible",,
175105,0,Found,,
175201,1,Found,,
175202,1,Found,,
175203,0,Found,,
175204,1,Found,,
175205,1,Found,,
175206,1,Found,,
175207,1,Found,,
175301,1,Found,,
175302,1,Found,,
175303,1,Found,,
175304,1,Found,,
175305,1,Found,,
175306,0,Found,,
175307,0,Found,,
175401,1,Found,,
175402,1,Found,,
175403,0,Found,,
175501,1,Found,,
175502,1,Found,,
175503,1,Found,,
175504,0,Found,,
175505,0,Found,,
175601,1,Found,,
175602,1,Found,,
175603,0,Found,,
175604,0,Found,,
175701,1,Found,,
175702,1,Found,,
175703,1,Found,,
175704,1,Found,,
175801,1,Found,,
175802,1,Found,,
175803,1,Found,,
175901,1,Found,,
175902,1,Found,,
175903,0,Found,,
175904,1,Found,,
175905,1,Found,,
176001,1,Found,,
176002,1,Found,,
176003,1,Found,,
176004,0,Found,,
176005,0,Found,,
176006,1,Found,,
176101,1,"Not Found, Tracking Eligible",,
176102,1,"Not Found, Tracking Eligible",,
176103,0,"Not Found, Tracking Ineligible",,
176104,0,"Not Found, Tracking Ineligible",,
176105,0,"Not Found, Tracking Ineligible",,
176201,1,"Not Found, Tracking Eligible",,
176202,1,"Not Found, Tracking Eligible",,
176203,0,"Not Found, Tracking Ineligible",,
176204,0,"Not Found, Tracking Ineligible",,
176205,0,"Not Found, Tracking Ineligible",,
176301,1,Found,,
176401,1,Found,,
176402,1,Found,,
176403,1,Found,,
176501,1,Found,,
176502,1,Found,,
176503,1,Found,,
176504,0,Found,,
176505,0,Found,,
176506,0,Individual Dead,,
176601,1,"Not Found, Tracking Eligible",,
176602,1,"Not Found, Tracking Eligible",,
176603,0,"Not Found, Tracking Ineligible",,
176604,0,"Not Found, Tracking Ineligible",,
176605,1,"Not Found, Tracking Eligible",,
176701,1,Found,,
176702,1,Found,,
176703,0,Found,,
176704,0,Found,,
176705,0,"Not Found, Tracking Ineligible",,
176706,1,Found,,
176707,1,Found,,
176801,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
176802,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
176803,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
176901,1,Found,,
176902,1,Found,,
176903,0,Found,,
176904,0,Found,,
176905,0,Found,,
177001,1,Found,,
177002,1,Found,,
177003,1,Found,,
177004,1,Found,,
177005,1,Found,,
177006,1,Found,,
177007,0,Found,,
177008,0,Found,,
177009,0,Found,,
177101,1,Found,,
177102,1,Found,,
177201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
177202,1,Found,,
177301,1,Found,,
177302,1,Found,,
177303,1,Found,,
177304,1,Found,,
177305,1,Found,,
177306,0,Found,,
177307,0,Found,,
177401,1,Found,,
177402,1,Found,,
177403,1,Found,,
177404,0,Found,,
177405,0,Found,,
177501,1,Found,,
177502,1,Found,,
177503,0,Found,,
177601,1,Found,,
177602,1,Found,,
177603,0,"Not Found, Tracking Ineligible",,
177701,1,Found,,
177702,1,Found,,
177703,0,Found,,
177704,0,Found,,
177705,0,Found,,
177706,1,Found,,
177707,1,Found,,
177801,1,Found,,
177802,1,Found,,
177803,0,Found,,
177804,1,Found,,
177805,0,"Not Found, Tracking Ineligible",,
177806,1,Found,,
177901,1,"Not Found, Tracking Eligible",,
177902,1,"Not Found, Tracking Eligible",,
178001,1,"Not Found, Tracking Eligible",,
178002,1,"Not Found, Tracking Eligible",,
178003,1,"Not Found, Tracking Eligible",,
178004,0,"Not Found, Tracking Ineligible",,
178005,0,"Not Found, Tracking Ineligible",,
178101,1,Found,,
178102,1,Found,,
178103,1,Found,,
178104,0,"Not Found, Tracking Ineligible",,
178105,0,"Not Found, Tracking Ineligible",,
178106,0,Found,,
178107,0,"Not Found, Tracking Ineligible",,
178201,1,Found,,
178301,1,Found,,
178302,1,Found,,
178303,0,Found,,
178304,0,Found,,
178401,1,Found,,
178402,1,Found,,
178403,1,Found,,
178404,1,Found,,
178405,1,Found,,
178501,1,"Not Found, Tracking Eligible",,
178502,1,"Not Found, Tracking Eligible",,
178601,1,Found,,
178602,1,Found,,
178603,1,Found,,
178604,1,Found,,
178605,1,Found,,
178606,1,Found,,
178701,1,"Not Found, Tracking Eligible",,
178702,1,"Not Found, Tracking Eligible",,
178703,1,Found,,
178704,0,"Not Found, Tracking Ineligible",,
178705,0,"Not Found, Tracking Ineligible",,
178706,0,"Not Found, Tracking Ineligible",,
178801,1,Found,,
178802,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
178901,1,Found,,
178902,1,Found,,
178903,0,Found,,
178904,0,Found,,
178905,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
179001,1,Found,,
179002,1,Found,,
179003,1,Found,,
179004,0,Found,,
179005,1,"Not Found, Tracking Eligible",,
179006,1,Found,,
179101,1,Found,,
179102,1,Found,,
179103,0,Found,,
179104,0,Found,,
179105,0,Found,,
179201,1,Found,,
179301,1,Found,,
179302,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
179303,0,Found,,
179401,1,Found,,
179402,1,Found,,
179403,1,Found,,
179404,0,Found,,
179405,1,Found,,
179501,1,Found,,
179502,1,Found,,
179503,1,Found,,
179504,1,Found,,
179505,1,Found,,
179506,0,Found,,
179507,1,Found,,
179508,0,Found,,
179601,1,Found,,
179602,1,Found,,
179603,1,Found,,
179604,0,Found,,
179605,1,Found,,
179606,0,"Not Found, Tracking Ineligible",,
179607,0,"Not Found, Tracking Ineligible",,
179701,1,Found,,
179702,1,Found,,
179703,1,Found,,
179704,1,Found,,
179705,1,Found,,
179706,0,Found,,
179801,1,Found,,
179802,1,Found,,
179803,0,Found,,
179901,1,Found,,
179902,1,Found,,
179903,0,Found,,
179904,0,Found,,
180001,1,Found,,
180002,1,Found,,
180003,0,Found,,
180005,1,Found,,
180006,1,Found,,
180101,1,Found,,
180102,1,Found,,
180103,1,"Not Found, Tracking Eligible",,
180104,1,Found,,
180105,0,Found,,
180106,0,Found,,
180201,1,Found,,
180202,1,Found,,
180203,1,Found,,
180301,1,Found,,
180302,1,Found,,
180303,1,Found,,
180304,1,Found,,
180401,1,Found,,
180402,1,Found,,
180403,0,Found,,
180404,1,"Not Found, Tracking Eligible",,
180405,1,"Not Found, Tracking Eligible",,
180501,1,Found,,
180502,1,Found,,
180503,0,Found,,
180504,0,Found,,
180601,1,Found,,
180602,1,Found,,
180603,1,Found,,
180604,1,Found,,
180605,0,"Not Found, Tracking Ineligible",,
180606,0,"Not Found, Tracking Ineligible",,
180701,1,Found,,
180702,1,Found,,
180703,0,Found,,
180704,0,Found,,
180705,0,Found,,
180706,1,"Not Found, Tracking Eligible",,
180801,1,Found,,
180802,1,Found,,
180803,1,Found,,
180804,1,Found,,
180805,0,Found,,
180806,1,Found,,
180807,1,Found,,
180808,1,Found,,
180901,1,Found,,
180902,1,Found,,
180903,1,Found,,
180904,1,Found,,
180905,1,Found,,
180906,1,Found,,
180907,1,Found,,
180908,1,Found,,
180909,1,Found,,
180910,1,Found,,
180911,1,Found,,
180912,0,Found,,
180913,0,Found,,
180914,1,Found,,
180915,1,Found,,
180916,0,Found,,
180917,0,Found,,
180918,0,Found,,
181001,1,Found,,
181002,1,Found,,
181003,1,Found,,
181101,1,Found,,
181102,1,Found,,
181103,1,Found,,
181104,0,Found,,
181105,0,Found,,
181201,1,Found,,
181202,1,Found,,
181301,1,Found,,
181302,1,Found,,
181303,0,Found,,
181304,0,Found,,
181401,1,Found,,
181402,1,Found,,
181403,0,Found,,
181404,0,Found,,
181405,0,Found,,
181501,1,Found,,
181502,1,Found,,
181503,1,Found,,
181504,0,Found,,
181505,1,Found,,
181602,1,Found,,
181603,1,Found,,
181604,0,Found,,
181701,1,"Not Found, Tracking Eligible",,
181702,1,"Not Found, Tracking Eligible",,
181703,0,"Not Found, Tracking Ineligible",,
181704,1,"Not Found, Tracking Eligible",,
181801,1,Found,,
181802,1,Found,,
181803,1,Found,,
181804,1,Found,,
181805,1,Found,,
181806,1,Found,,
181807,0,Found,,
181808,0,Found,,
181809,0,Found,,
181901,1,Found,,
181902,1,Found,,
181903,1,Found,,
181904,1,Found,,
181905,1,Found,,
182001,1,Found,,
182002,1,Found,,
182003,0,Found,,
182101,1,Found,,
182102,1,Found,,
182103,1,Found,,
182104,1,Found,,
182105,0,Found,,
182106,0,Found,,
182201,1,Found,,
182202,1,Found,,
182203,1,Found,,
182204,1,Found,,
182205,1,Found,,
182206,0,Found,,
182207,0,Found,,
182208,0,Found,,
182301,1,Found,,
182302,1,Found,,
182303,0,Found,,
182401,1,Found,,
182402,1,Found,,
182403,1,Found,,
182404,0,Found,,
182501,1,Found,,
182502,1,Found,,
182503,0,Found,,
182504,0,Found,,
182505,1,Found,,
182601,1,Found,,
182602,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
182603,1,Found,,
182604,1,Found,,
182701,1,Found,,
182702,1,Found,,
182703,1,Found,,
182704,1,Found,,
182705,1,Found,,
182706,0,Found,,
182801,1,Found,,
182802,1,Found,,
182803,0,Found,,
182804,0,Found,,
182805,1,Found,,
182901,1,Found,,
182902,1,Found,,
182903,1,Individual Dead,,
183001,1,Found,,
183002,1,Found,,
183101,1,Found,,
183102,1,Found,,
183103,1,Found,,
183104,1,Found,,
183105,1,Found,,
183106,1,"Not Found, Tracking Eligible",Individual in Institution,
183201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
183202,1,Found,,
183203,0,Found,,
183204,0,Found,,
183205,1,Found,,
183301,1,Found,,
183302,1,Found,,
183303,1,Found,,
183304,1,Found,,
183305,0,Found,,
183306,0,Found,,
183307,0,Found,,
183401,1,Found,,
183402,1,Found,,
183403,1,Found,,
183404,0,Found,,
183405,0,Found,,
183406,0,Found,,
183407,0,Found,,
183501,1,Found,,
183502,1,Found,,
183503,0,Found,,
183504,0,Found,,
183505,0,Found,,
183601,1,Found,,
183602,1,Found,,
183701,1,Found,,
183702,1,Found,,
183703,0,Found,,
183704,0,Found,,
183705,1,Found,,
183801,1,Found,,
183802,1,Found,,
183803,0,Found,,
183804,1,Found,,
183901,1,"Not Found, Tracking Eligible",,
183902,1,"Not Found, Tracking Eligible",,
184001,1,Found,,
184002,1,Found,,
184003,1,"Not Found, Tracking Eligible",,
184004,1,Found,,
184005,1,Found,,
184006,0,Found,,
184101,1,Found,,
184102,1,Found,,
184103,1,Found,,
184104,1,Found,,
184201,1,Found,,
184202,1,Found,,
184203,0,Found,,
184204,0,Found,,
184205,0,Found,,
184301,1,Found,,
184302,1,Found,,
184303,1,Found,,
184304,1,Found,,
184401,1,Found,,
184402,1,Found,,
184403,1,Found,,
184404,1,Found,,
184405,0,Found,,
184406,0,Found,,
184407,0,Found,,
184501,1,Found,,
184502,1,Found,,
184503,1,Found,,
184504,0,Found,,
184505,0,Found,,
184506,0,Found,,
184601,1,"Not Found, Tracking Eligible",,
184602,1,"Not Found, Tracking Eligible",,
184603,0,"Not Found, Tracking Ineligible",,
