PID,eligible_tracking,status,whynotfound,specialcase
040803,1,Found,,
040804,1,Found,,
040805,1,Found,,
040806,0,Found,,
040807,1,Found,,
040808,1,Found,,
040901,1,Found,,
040902,1,Found,,
040903,1,Found,,
040904,1,Found,,
040905,0,Found,,
041001,1,Found,,
041002,1,Found,,
041003,1,Found,,
041004,1,Found,,
041005,1,Found,,
041006,1,Found,,
041007,0,Found,,
041008,0,Found,,
041009,1,Found,,
041101,1,Found,,
041102,1,Found,,
041103,1,Found,,
041104,1,Found,,
041105,1,Found,,
041106,0,Found,,
041201,1,Found,,
041202,1,Found,,
041203,0,Found,,
041204,0,Found,,
041205,0,Found,,
041301,1,Found,,
041302,1,Found,,
041303,0,Found,,
041304,0,Found,,
041305,0,Found,,
041401,1,Found,,
041402,1,Found,,
041403,0,Found,,
041404,0,Found,,
041405,0,Found,,
041406,1,Found,,
041501,1,Found,,
041601,1,Found,,
041602,1,Found,,
041605,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
041701,1,Found,,
041702,1,Found,,
041703,0,"Not Found, Tracking Ineligible",,
041801,1,Found,,
041802,1,Found,,
041803,1,Found,,
041804,1,Found,,
041805,1,Found,,
041806,1,Found,,
041807,1,Found,,
041901,1,Found,,
041902,1,Found,,
041903,0,"Not Found, Tracking Ineligible",,
042001,1,Found,,
042002,1,Found,,
042101,1,Found,,
042102,1,Found,,
042103,0,Individual Dead,,
042104,0,Found,,
042201,1,Found,,
042202,1,Found,,
042301,1,Found,,
042302,1,Found,,
042303,1,Found,,
042304,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
042305,1,Found,,
042306,1,Found,,
042307,0,"Not Found, Tracking Ineligible",,
042308,0,Found,,
042309,0,Found,,
042401,1,Found,,
042402,1,Found,,
042403,1,Found,,
042404,1,Found,,
042405,0,Found,,
042406,0,Found,,
042407,0,Found,,
042501,1,Found,,
042502,1,Found,,
042503,1,Found,,
042504,1,Found,,
042505,1,Found,,
042506,1,Found,,
042507,0,Found,,
042601,1,Individual Dead,,
042602,1,Found,,
042701,1,Found,,
042702,1,Found,,
042801,1,Found,,
042802,1,Found,,
042901,1,Found,,
042902,1,Found,,
043001,1,Found,,
043002,1,Found,,
043003,0,"Not Found, Tracking Ineligible",,
043004,0,"Not Found, Tracking Ineligible",,
043101,1,Found,,
043102,1,Found,,
043103,0,Found,,
043104,0,Found,,
043201,1,Found,,
043301,1,Individual Dead,,
043302,1,Found,,
043303,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
043304,1,Found,,
043305,1,Found,,
043306,1,Found,,
043307,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
043401,1,Found,,
043402,1,Found,,
043403,1,Found,,
043404,1,Found,,
043405,1,Found,,
043406,1,Found,,
043501,1,Found,,
043502,1,Found,,
043503,1,Found,,
043504,1,Found,,
043505,0,Found,,
043506,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
043507,1,Found,,
043508,0,"Not Found, Tracking Ineligible",,
043509,0,Found,,
043601,1,Found,,
043602,1,Found,,
043603,1,Found,,
043604,1,Found,,
043605,1,Found,,
043606,0,Found,,
043607,0,Found,,
043701,1,Individual Dead,,
043702,1,Found,,
043703,1,Found,,
043704,1,Found,,
043801,1,Found,,
043802,1,Found,,
043803,1,Found,,
043804,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
043805,1,Found,,
043806,1,Found,,
043901,1,Found,,
043902,1,Found,,
043903,1,Found,,
043904,1,Found,,
043905,0,Found,,
044001,1,Found,,
044002,1,Found,,
044003,1,Found,,
044004,1,Found,,
044005,0,Found,,
044006,0,Found,,
044101,1,Found,,
044102,1,Found,,
044201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
044202,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
044203,0,"Not Found, Tracking Ineligible",,
044204,0,"Not Found, Tracking Ineligible",,
044301,1,Found,,
044302,1,Found,,
044303,1,Found,,
044304,1,Found,,
044305,1,Found,,
044306,0,Found,,
044307,0,Found,,
044401,1,Found,,
044402,1,Found,,
044403,1,Found,,
044404,1,Found,,
044501,1,Found,,
044502,1,Found,,
044503,1,Found,,
044504,1,Found,,
044505,0,Found,,
044506,0,Found,,
044507,0,Found,,
044601,1,Found,,
044602,1,Found,,
044603,1,Found,,
044604,0,Found,,
044701,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
044702,1,Found,,
044703,1,Found,,
044704,0,Found,,
044705,0,Found,,
044706,0,Found,,
044801,1,Found,,
044802,1,Found,,
044803,0,Found,,
044804,0,Found,,
044901,1,Found,,
044902,1,Found,,
044903,1,Found,,
044904,1,Found,,
044905,0,Found,,
044906,0,Found,,
044907,0,Found,,
045001,1,Found,,
045101,1,Found,,
045102,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
045201,1,Found,,
045202,1,Found,,
045301,1,Found,,
045302,1,Found,,
045303,0,Found,,
045304,0,Found,,
045305,1,Individual Dead,,
045401,1,Entire HH Dead,,
045501,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
045502,1,Found,,
045503,0,Found,,
045504,0,Found,,
045601,1,Found,,
045602,1,Found,,
045603,1,Found,,
045604,1,Found,,
045605,0,Found,,
045606,0,Found,,
045701,1,Found,,
045702,1,Found,,
045703,0,Found,,
045704,0,Found,,
045801,1,Found,,
045802,1,Found,,
045803,1,Found,,
045804,0,Found,,
045805,0,Found,,
045901,1,Individual Dead,,
045902,1,Found,,
045903,0,"Not Found, Tracking Ineligible",,
046001,1,Found,,
046002,1,Found,,
046003,0,Found,,
046004,0,Found,,
046005,0,Found,,
046101,1,Found,,
046102,1,Found,,
046201,1,Found,,
046202,1,Found,,
046301,1,Found,,
046302,1,Found,,
046303,1,Found,,
046304,0,Found,,
046401,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
046402,1,Found,,
046403,0,Found,,
046501,1,Found,,
046601,1,Found,,
046602,1,Found,,
046603,0,Found,,
046604,0,Found,,
046701,1,Found,,
046702,1,Found,,
046703,0,Found,,
046704,0,Found,,
046801,1,Found,,
046802,1,Found,,
046803,0,Found,,
046901,1,Found,,
046902,1,Found,,
047001,1,Found,,
047002,1,Found,,
047005,1,Found,,
047101,1,Found,,
047102,1,Found,,
047103,0,Found,,
047104,0,Found,,
047201,1,Individual Dead,,
047202,1,Found,,
047203,0,Found,,
047204,0,Found,,
047205,0,Found,,
047206,1,Found,,
047207,0,Found,,
047208,0,Found,,
047301,1,Found,,
047302,1,Found,,
047401,1,Found,,
047402,1,Found,,
047403,0,Found,,
047404,0,Found,,
047405,0,Found,,
047501,1,Found,,
047601,1,Found,,
047602,1,Found,,
047603,1,Found,,
047701,1,Found,,
047702,1,Found,,
047703,1,Found,,
047801,1,Found,,
047802,1,Found,,
047803,1,Found,,
047804,1,Found,,
047805,0,Found,,
047806,0,Found,,
047807,1,Found,,
047901,1,Individual Dead,,
047902,1,Found,,
047903,0,Found,,
047904,0,"Not Found, Tracking Ineligible",,
047905,0,Found,,
048001,1,"Not Found, Tracking Eligible",,
048002,1,Found,,
048003,1,Found,,
048101,1,Found,,
048102,1,Found,,
048103,1,Found,,
048104,1,Found,,
048105,1,Found,,
048106,0,Found,,
048107,0,Found,,
048108,0,Found,,
048201,1,Found,,
048202,1,Found,,
048203,0,Found,,
048204,0,Found,,
048205,0,Found,,
048206,1,Found,,
048301,1,Found,,
048302,1,Found,,
048303,0,Found,,
048304,0,Found,,
048305,1,Found,,
048306,1,Found,,
048307,0,Found,,
048401,1,Found,,
048402,1,Found,,
048403,1,Found,,
048501,1,Found,,
048502,1,Found,,
048503,1,Found,,
048504,1,Found,,
048505,1,Found,,
048506,1,Found,,
048507,1,Found,,
048508,1,Found,,
048509,1,Found,,
048510,0,Found,,
048511,0,Found,,
048601,1,Found,,
048602,1,Found,,
048603,1,Found,,
048605,1,Found,,
048606,1,Found,,
048607,1,Found,,
048608,1,Found,,
048701,1,Found,,
048702,1,Found,,
048703,1,Found,,
048704,1,Found,,
048705,0,Found,,
048706,0,Found,,
048707,1,Found,,
048708,1,Found,,
048709,1,Found,,
048801,1,Found,,
048802,1,Found,,
048803,1,Found,,
048804,1,Found,,
048805,1,Found,,
048806,1,Found,,
048807,1,Found,,
048808,0,Found,,
048809,0,Found,,
048810,0,Found,,
048811,0,Found,,
048901,1,Found,,
048902,1,Found,,
048903,1,Found,,
048904,1,Found,,
048905,1,Found,,
048906,0,Found,,
048907,0,Found,,
049001,1,Found,,
049002,1,Found,,
049003,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
049004,1,Found,,
049005,1,Found,,
049006,0,Found,,
049007,0,Found,,
049101,1,Found,,
049102,1,Found,,
049103,1,Found,,
049104,1,Found,,
049105,0,Found,,
049106,0,Found,,
049107,0,Found,,
049108,1,Found,,
049201,1,Found,,
049202,1,Found,,
049203,0,Found,,
049301,1,Found,,
049302,1,Found,,
049303,1,Found,,
049304,0,Found,,
049305,0,Found,,
049306,0,Found,,
049307,1,Found,,
049401,1,Found,,
049402,1,Found,,
049403,1,Found,,
049501,1,Found,,
049502,1,Found,,
049503,1,Found,,
049504,1,Found,,
049505,0,Found,,
049506,1,Found,,
049601,1,Found,,
049602,1,Found,,
049603,0,Found,,
049701,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
049702,1,Found,,
049703,1,Found,,
049704,0,"Not Found, Tracking Ineligible",,
049705,0,Found,,
049706,0,Found,,
049707,1,Found,,
049708,1,Found,,
049709,1,Found,,
049710,1,Found,,
049801,1,Found,,
049802,1,Found,,
049803,1,Found,,
049804,0,Found,,
049805,0,Found,,
049806,0,Found,,
049901,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
049902,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
049903,0,"Not Found, Tracking Ineligible",,
049904,0,"Not Found, Tracking Ineligible",,
049905,0,"Not Found, Tracking Ineligible",,
050001,1,Found,,
050002,1,Found,,
050003,0,Found,,
050101,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
050102,1,Found,,
050103,0,Found,,
050104,0,Found,,
050201,1,Found,,
050202,1,Found,,
050203,1,Found,,
050204,1,Found,,
050205,0,Found,,
050206,0,Found,,
050207,0,Found,,
050301,1,Found,,
050302,1,Found,,
050303,1,Found,,
050304,1,Found,,
050305,1,Found,,
050306,1,Found,,
050307,1,Found,,
050308,0,Found,,
050309,0,Found,,
050401,1,Found,,
050402,1,Found,,
050403,0,Found,,
050404,1,Found,,
050405,1,Found,,
050406,1,Found,,
050407,1,Found,,
050501,1,Found,,
050502,1,Found,,
050503,1,Found,,
050504,0,Found,,
050505,0,Found,,
050601,1,Found,,
050602,1,Found,,
050604,1,Found,,
050605,1,Found,,
050606,0,Found,,
050607,0,Found,,
050608,0,Found,,
050701,1,Found,,
050702,1,Found,,
050703,1,Found,,
050704,1,Found,,
050705,1,Found,,
050706,1,Found,,
050707,0,Found,,
050708,0,"Not Found, Tracking Ineligible",,
050801,1,Found,,
050802,1,Found,,
050803,1,Found,,
050804,0,Found,,
050805,1,Found,,
050806,0,Found,,
050807,0,Found,,
050901,1,Found,,
050902,1,Found,,
050903,1,Found,,
050904,1,Found,,
050905,1,Found,,
050906,1,Found,,
050907,0,Found,,
051001,1,Found,,
051002,1,Found,,
051101,1,Found,,
051201,1,Found,,
051202,1,Found,,
051203,1,Found,,
051204,1,Found,,
051205,1,Found,,
051206,0,Found,,
051207,0,Found,,
051208,0,Found,,
051301,1,Found,,
051302,1,Found,,
051303,1,Found,,
051304,1,Found,,
051305,1,Found,,
051306,0,Found,,
051307,0,Found,,
051308,0,Found,,
051401,1,Found,,
051402,1,Found,,
051501,1,Found,,
051502,1,Found,,
051601,1,Found,,
051602,1,Found,,
051603,1,Found,,
051604,1,Found,,
051605,1,Found,,
051606,0,Found,,
051607,0,Found,,
051608,0,Found,,
051609,0,Found,,
051610,0,Found,,
051701,1,Found,,
051702,1,Found,,
051703,1,Found,,
051704,1,Found,,
051705,1,Found,,
051706,1,Found,,
051707,0,Found,,
051708,0,Found,,
051801,1,Found,,
051802,1,Found,,
051803,1,Found,,
051804,1,Found,,
051805,1,Found,,
051806,1,Found,,
051807,0,Found,,
051808,0,Found,,
051901,1,Found,,
051902,0,Found,,
051903,0,"Not Found, Tracking Ineligible",,
051904,0,Found,,
052001,1,Found,,
052002,1,Found,,
052101,1,Found,,
052102,1,Found,,
052103,1,Found,,
052104,1,Found,,
052105,1,Found,,
052106,1,Found,,
052107,1,Found,,
052108,1,Found,,
052201,1,Found,,
052202,1,Found,,
052203,1,Found,,
052204,0,Found,,
052205,0,Found,,
052206,0,Found,,
052301,1,Found,,
052401,1,Found,,
052402,1,Found,,
052403,1,Found,,
052404,1,Found,,
052405,0,"Not Found, Tracking Ineligible",,
052406,0,"Not Found, Tracking Ineligible",,
052407,0,Found,,
052501,1,Found,,
052502,1,Found,,
052503,1,Found,,
052504,0,Found,,
052505,0,Found,,
052506,0,Found,,
052507,0,Found,,
052601,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
052602,1,Found,,
052603,0,Found,,
052701,1,Found,,
052702,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
052703,1,Found,,
052704,1,Found,,
052801,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
052802,1,Found,,
052803,1,Found,,
052901,1,Found,,
052902,1,Found,,
052903,1,Found,,
052904,1,Found,,
052905,0,Found,,
053001,1,Found,,
053002,0,Found,,
053003,0,Found,,
053101,1,Found,,
053102,1,Individual Dead,,
053103,1,Found,,
053104,1,Found,,
053105,1,Found,,
053106,0,Found,,
053107,0,Found,,
053108,0,Found,,
053201,1,Found,,
053202,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
053203,1,Found,,
053204,1,Found,,
053205,1,Found,,
053206,0,Found,,
053301,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
053302,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
053401,1,Found,,
053402,1,Found,,
053403,1,Found,,
053404,1,Found,,
053405,0,Found,,
053406,0,Found,,
053407,1,Found,,
053501,1,Found,,
053502,1,Found,,
053503,1,Found,,
053504,1,Found,,
053505,0,Found,,
053601,1,Found,,
053602,1,Found,,
053603,0,"Not Found, Tracking Ineligible",,
053604,0,Found,,
053701,1,Found,,
053702,1,Found,,
053703,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
053801,1,Found,,
053802,1,Found,,
053803,0,Found,,
053804,0,Found,,
053805,0,Found,,
053901,1,Found,,
053902,1,Found,,
053903,1,Found,,
053904,0,Found,,
053905,0,Found,,
053906,0,Found,,
054001,1,Found,,
054002,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
054003,1,Individual Dead,,
054004,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
054005,0,Found,,
054101,1,Found,,
054201,1,Found,,
054202,1,Found,,
054203,1,Found,,
054204,1,Found,,
054301,1,Found,,
054302,1,Found,,
054303,1,Found,,
054304,1,Found,,
054401,1,Found,,
054501,1,Found,,
054601,1,Found,,
054602,1,Found,,
054603,1,Found,,
054604,1,Found,,
054605,0,Found,,
054606,0,Found,,
054607,0,Found,,
054701,1,Found,,
054702,1,Found,,
054703,0,Found,,
054801,1,Found,,
054802,1,Found,,
054803,0,Found,,
054901,1,Found,,
054902,1,Found,,
054903,1,Found,,
054904,0,Found,,
054905,1,Found,,
054906,1,Found,,
054907,1,Found,,
054908,0,Found,,
055001,1,Found,,
055002,1,Found,,
055003,0,Found,,
055004,0,Found,,
055101,1,Found,,
055102,1,Found,,
055103,1,Found,,
055104,1,Found,,
055105,1,Found,,
055106,1,Found,,
055107,0,Found,,
055108,0,Found,,
055109,0,Found,,
055201,1,Found,,
055202,1,Found,,
055203,1,Found,,
055204,0,Found,,
055205,0,Found,,
055301,1,Found,,
055302,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
055303,0,"Not Found, Tracking Ineligible",Individual Outside Malawi or in Likoma,
055304,0,Individual Dead,,
055305,0,"Not Found, Tracking Ineligible",Individual Outside Malawi or in Likoma,
055401,1,Found,,
055402,1,Found,,
055403,1,Found,,
055404,1,Found,,
055405,0,Found,,
055406,0,Found,,
055407,0,Found,,
055501,1,Found,,
055502,1,Found,,
055503,1,Found,,
055504,1,Found,,
055505,1,Found,,
055506,1,Found,,
055507,0,Found,,
055508,0,Found,,
055601,1,Found,,
055602,1,Found,,
055701,1,Found,,
055702,1,Found,,
055703,1,Found,,
055704,1,Found,,
055705,1,Found,,
055706,1,Found,,
055707,0,Found,,
055801,1,Found,,
055802,1,Found,,
055803,0,Found,,
055901,1,Found,,
055902,1,Found,,
055903,1,Found,,
055904,1,Found,,
055905,1,Found,,
055906,1,Found,,
055907,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
055908,0,Found,,
056001,1,Found,,
056002,1,Found,,
056101,1,Found,,
056102,1,Found,,
056103,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
056104,1,Found,,
056105,0,Found,,
056201,1,Found,,
056202,0,Found,,
056203,0,Found,,
056301,1,Found,,
056302,1,Found,,
056401,1,Found,,
056402,1,Found,,
056403,1,Found,,
056404,1,Found,,
056405,1,Found,,
056406,0,Found,,
056407,0,Found,,
056501,1,Found,,
056601,1,Found,,
056602,1,Found,,
056603,0,Found,,
056604,0,Found,,
056605,0,Found,,
056701,1,Found,,
056801,1,Found,,
056802,1,Found,,
056901,1,Found,,
056902,1,Found,,
056903,0,Found,,
057001,1,Found,,
057002,1,Found,,
057003,1,Found,,
057004,1,Found,,
057005,0,Found,,
057006,0,Found,,
057101,1,Found,,
057102,1,Found,,
057103,1,Found,,
057104,1,Found,,
057105,1,Found,,
057106,1,Found,,
057107,0,Found,,
057108,0,Found,,
057109,0,Found,,
057201,1,Found,,
057202,1,Found,,
057203,1,Found,,
057204,0,Found,,
057301,1,Found,,
057302,1,Found,,
057303,1,Found,,
057401,1,Found,,
057402,1,Found,,
057403,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
057404,1,Found,,
057405,1,Found,,
057406,1,Found,,
057407,0,Found,,
057408,1,Found,,
057501,1,Found,,
057502,1,Found,,
057503,0,"Not Found, Tracking Ineligible",,
057504,0,Individual Dead,,
057601,1,Found,,
057602,1,Found,,
057603,1,Found,,
057604,0,Found,,
057605,0,Found,,
057701,1,Found,,
057702,1,Found,,
057703,1,Found,,
057704,1,Found,,
057705,1,Found,,
057706,0,Found,,
057801,1,Found,,
057802,1,Found,,
057803,1,Found,,
057804,0,Found,,
057805,0,Found,,
057901,1,Found,,
057902,1,Found,,
057903,1,Found,,
057904,1,Found,,
057905,0,Found,,
057906,0,Found,,
057907,0,Found,,
058001,1,Found,,
058002,1,Found,,
058003,0,Found,,
058004,0,Found,,
058101,1,Found,,
058102,1,Found,,
058103,1,Found,,
058104,0,Found,,
058201,1,Found,,
058202,1,Found,,
058203,1,Found,,
058204,0,Found,,
058205,0,Found,,
058206,0,Found,,
058301,1,Found,,
058302,1,Found,,
058303,0,Found,,
058401,1,Found,,
058402,1,Found,,
058403,0,Found,,
058404,0,Found,,
058501,1,Found,,
058502,1,Found,,
058503,1,Found,,
058504,0,Found,,
058505,0,Found,,
058506,0,Found,,
058507,0,Found,,
058601,1,Found,,
058602,1,Found,,
058701,1,Found,,
058702,1,Found,,
058703,1,Found,,
058704,1,Found,,
058705,1,Found,,
058706,1,Found,,
058707,0,Found,,
058708,1,Found,,
058801,1,Found,,
058802,1,Found,,
058803,0,Found,,
058804,0,Found,,
058805,0,Found,,
058806,1,Found,,
058901,1,Found,,
059001,1,Found,,
059002,1,Found,,
059101,1,Found,,
059102,1,Found,,
059103,1,Found,,
059104,1,Found,,
059105,0,Found,,
059201,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
059202,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
059203,0,"Not Found, Tracking Ineligible",,
059204,0,"Not Found, Tracking Ineligible",,
059205,1,Found,,
059206,1,Found,,
059207,1,Found,,
059208,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
059301,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
059302,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
059303,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
059304,0,"Not Found, Tracking Ineligible",Entire HH Outside Malawi or in Likoma,
059401,1,Found,,
059402,1,Found,,
059403,0,Found,,
059501,1,Found,,
059502,1,Found,,
059503,1,Found,,
059601,1,Found,,
059602,1,Found,,
059603,0,Found,,
059701,1,Found,,
059702,1,Found,,
059703,0,Found,,
059801,1,Found,,
059802,1,Found,,
059901,1,Found,,
059902,1,Found,,
059903,1,Found,,
059904,1,Found,,
059905,1,Found,,
059906,1,Found,,
059907,0,Found,,
059908,0,Found,,
059909,0,Found,,
059910,0,Found,,
060001,1,Found,,
060002,1,Found,,
060101,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
060102,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
060103,0,Found,,
060201,1,Found,,
060202,1,Found,,
060203,0,Found,,
060204,0,Found,,
060205,0,Found,,
060301,1,Found,,
060302,1,Found,,
060303,1,Found,,
060304,0,Found,,
060305,0,Found,,
060306,0,Found,,
060401,1,Found,,
060402,1,Found,,
060403,0,Found,,
060404,0,Found,,
060501,1,Found,,
060502,1,Found,,
060503,1,Found,,
060504,1,Found,,
060505,0,Found,,
060506,0,Found,,
060507,0,Found,,
060508,0,Found,,
060601,1,Found,,
060602,1,Found,,
060603,1,Found,,
060604,1,Found,,
060605,1,Found,,
060606,1,Found,,
060701,1,Found,,
060702,1,Found,,
060703,1,Found,,
060801,1,Found,,
060802,1,Found,,
060803,1,Found,,
060804,0,Found,,
060805,0,Found,,
060901,1,Found,,
060902,1,Found,,
060903,1,Found,,
060904,1,Found,,
060905,0,Found,,
061001,1,Found,,
061002,1,Found,,
061003,1,Found,,
061004,0,Found,,
061005,0,Found,,
061007,0,"Not Found, Tracking Ineligible",,
061101,1,Found,,
061102,1,Found,,
061103,0,Found,,
061201,1,Found,,
061202,1,Found,,
061301,1,Found,,
061302,1,Found,,
061303,0,"Not Found, Tracking Ineligible",,
061304,1,Found,,
061305,0,Found,,
061401,1,Found,,
061402,1,Found,,
061403,0,Found,,
061501,1,Found,,
061502,1,Found,,
061601,1,Found,,
061602,1,Found,,
061603,1,"Not Found, Tracking Eligible",,
061604,1,Found,,
061605,1,Found,,
061606,1,Found,,
061607,1,Found,,
061609,0,"Not Found, Tracking Ineligible",,
061701,1,Found,,
061702,1,Found,,
061703,0,Found,,
061704,0,Found,,
061705,0,Found,,
061801,1,Found,,
061802,1,Found,,
061803,1,Found,,
061804,1,Found,,
061805,1,Found,,
061806,1,Found,,
061807,1,Found,,
061808,1,Found,,
061901,1,Found,,
062001,1,Entire HH Dead,,
062101,1,Found,,
062102,1,Found,,
062103,1,Found,,
062104,1,Found,,
062105,1,Found,,
062106,1,Found,,
062107,1,Found,,
062201,1,Found,,
062202,1,Found,,
062203,0,Found,,
062204,0,Found,,
062205,0,Found,,
062206,1,Found,,
062207,1,Found,,
062301,1,Found,,
062302,1,Found,,
062303,1,Found,,
062304,1,Found,,
062305,0,Found,,
062306,0,Found,,
062401,1,Found,,
062402,1,Found,,
062403,1,Found,,
062404,1,Found,,
062405,1,Found,,
062406,1,Found,,
062407,1,Found,,
062408,0,Found,,
062409,1,Found,,
062410,1,Found,,
062501,1,Found,,
062502,1,Individual Dead,,
062503,1,Found,,
062504,1,Found,,
062505,1,Found,,
062506,1,Found,,
062601,1,Found,,
062602,1,Found,,
062603,1,Found,,
062604,1,Found,,
062605,0,Found,,
062701,1,Found,,
062702,1,Found,,
062703,1,"Not Found, Tracking Eligible",,
062704,1,Found,,
062705,1,Found,,
062706,1,Found,,
062707,0,Found,,
062708,1,Found,,
062801,1,Found,,
062802,1,Found,,
062803,1,Found,,
062804,1,Found,,
062805,1,Found,,
062806,0,Found,,
062807,0,Found,,
062808,1,Found,,
062901,1,Found,,
062902,1,Found,,
062903,0,Found,,
062904,0,Found,,
063001,1,Found,,
063002,1,Found,,
063003,1,Found,,
063004,1,Found,,
063005,1,Found,,
063101,1,Found,,
063102,1,Found,,
063103,0,Found,,
063201,1,Found,,
063202,1,Found,,
063203,0,Found,,
063204,1,Found,,
063205,1,Found,,
063301,1,Entire HH Dead,,
063401,1,Found,,
063402,1,Found,,
063403,0,Found,,
063404,1,"Not Found, Tracking Eligible",,
063501,1,Found,,
063502,1,Found,,
063601,1,Found,,
063602,1,Found,,
063603,1,"Not Found, Tracking Eligible",,
063701,1,Found,,
063702,1,Found,,
063703,1,Found,,
063704,1,Found,,
063705,0,Found,,
063706,0,Found,,
063801,1,Found,,
063802,1,Found,,
063803,0,Found,,
063901,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
063902,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
063903,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
064001,1,Found,,
064002,1,Found,,
064003,0,Found,,
064101,1,Found,,
064102,1,Found,,
064103,1,Found,,
064104,1,Found,,
064105,0,Found,,
064201,1,Found,,
064202,1,Found,,
064203,1,Found,,
064204,1,Found,,
064205,1,Found,,
064206,0,Found,,
064207,0,Found,,
064301,1,Found,,
064302,1,Found,,
064303,1,Found,,
064304,1,Found,,
064305,0,Found,,
064401,1,Found,,
064402,1,Found,,
064403,0,Found,,
064501,1,Found,,
064502,1,Found,,
064601,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
064602,1,Found,,
064603,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
064701,1,Found,,
064702,1,Found,,
064703,0,Found,,
064704,0,Found,,
064801,1,Found,,
064802,1,Found,,
064803,0,Found,,
064901,1,Found,,
065001,1,Found,,
065002,1,Found,,
065003,1,Found,,
065004,1,Found,,
065005,1,Found,,
065006,1,Found,,
065101,1,Found,,
065102,1,Found,,
065103,1,Found,,
065104,1,Found,,
065105,1,Found,,
065106,1,Found,,
065107,1,Found,,
065201,1,Found,,
065202,1,Found,,
065203,0,Found,,
065204,0,Found,,
065301,1,Found,,
065302,1,Found,,
065303,1,Found,,
065304,1,Found,,
065401,1,Found,,
065402,1,Found,,
065403,1,Found,,
065501,1,Found,,
065502,1,Found,,
065503,1,Found,,
065504,1,Found,,
065505,1,Found,,
065601,1,Found,,
065701,1,Found,,
065702,1,Found,,
065703,0,Found,,
065704,0,Found,,
065705,1,Found,,
065801,1,Found,,
065802,1,Found,,
065803,1,Found,,
065804,1,Found,,
065901,1,Found,,
065902,1,Found,,
065903,0,Found,,
065904,0,Found,,
066001,1,Found,,
066002,1,"Not Found, Tracking Eligible",,
066003,1,Found,,
066101,1,Found,,
066102,1,Found,,
066103,1,Found,,
066104,1,Found,,
066105,1,Found,,
066106,1,Found,,
066107,0,Found,,
066201,1,Found,,
066202,1,Found,,
066203,0,Found,,
066204,0,Found,,
066205,0,Found,,
066206,1,Found,,
066301,1,Found,,
066302,1,Found,,
066303,1,Found,,
066304,1,Found,,
066305,1,Found,,
066306,1,Found,,
066307,0,Found,,
066308,0,Found,,
066401,1,Found,,
066402,1,Found,,
066403,0,Found,,
066501,1,Found,,
066502,1,Found,,
066601,1,Found,,
066602,1,Found,,
066603,1,Found,,
066604,1,Found,,
066605,1,Found,,
