occ,ea_id,com_cd01,com_cd03,com_cd04,com_cd05,com_cd06,com_cd07a,com_cd07b,com_cd08a,com_cd08b,com_cd11,com_cd14,com_cd15,com_cd16a,com_cd16b,com_cd17,com_cd18a,com_cd18b,com_cd23,com_cd24,com_cd25,com_cd26,com_cd27a,com_cd27b,com_cd28,com_cd29,com_cd30,com_cd31,com_cd32,com_cd33,com_cd34,com_cd35,com_cd36a,com_cd36b,com_cd37,com_cd38,com_cd40a,com_cd40b,com_cd41,com_cd42,com_cd43,com_cd44,com_cd45,com_cd46,com_cd47,com_cd48,com_cd49a,com_cd49b,com_cd50,com_cd51a,com_cd51b,com_cd52,com_cd54,com_cd55,com_cd56,com_cd57,com_cd58,com_cd59,com_cd60a,com_cd60b,com_cd61,com_cd62,com_cd63,com_cd64,com_cd65a,com_cd65b,com_cd65c,com_cd65e,com_cd65f,com_cd66,com_cd67a,com_cd67b,com_cd68,com_cd69a,com_cd69b,com_cd70,com_cd71
1,31443108,GRADED GRAVELED,YES,12,12,NO,3,KM,1,MINUTE,0,0,YES,,,NO,10,MILE,NO,1,4,0,0,,33,1676,YES,,YES,3/4,COOKED FOOD,NO,3,KM,65,115,4,KM,23,520,NO,0,0,1,1,YES,,,NO,4,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,YES,YES,YES,NO,4,KM,NO,3,KM,NO,NO
1,31443270,GRADED GRAVELED,YES,12,12,YES,,,5,HOUR,150,150,YES,,,NO,5,KM,YES,,1,1,3,KM,29,2340,YES,,YES,3/4,COOKED FOOD,YES,2,KM,68,115,3,KM,23,580,NO,0,0,0,1,YES,,,NO,1,KM,,,NO,,,,,4,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,NO,NO,NO,NO,4,KM,NO,4,KM,NO,NO
1,31532674,DIRT TRACK,YES,12,12,YES,,,5,MINUTE,200,200,YES,,,NO,10,KM,NO,5,6,0,5,KM,30,2267,YES,,YES,ALMOST ALL,COOKED FOOD,YES,8,KM,80,106,1,KM,22,450,YES,0,2,1,1,YES,,,NO,6,KM,,,NO,,,,,9,KM,GOVERNMENT FACILITY,YES,4500,YES,NO,YES,YES,YES,YES,NO,9,KM,NO,9,KM,NO,NO
1,31533095,TAR/ASPHALT,YES,12,12,YES,,,2,MINUTE,100,100,YES,,,NO,4,KM,YES,,23,2,4,KM,23,248,YES,,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,80,106,2,KM,21,450,YES,0,1,0,0,YES,,,NO,10,KM,,,NO,,,,,7,KM,GOVERNMENT FACILITY,YES,1500,YES,YES,NO,NO,NO,NO,NO,3,KM,NO,3,KM,NO,NO
1,31536118,TAR/ASPHALT,YES,12,12,YES,,,1,MINUTE,150,150,YES,,,NO,15,KM,YES,,30,2,3,KM,55,4910,YES,,YES,ALMOST ALL,RATIONS (DRY),NO,4,MILE,56,122,2,KM,15,24,YES,0,0,11,4,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,1,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,YES,NO,NO,YES,,,YES,,,NO,YES
1,31536751,GRADED GRAVELED,YES,12,12,YES,,,5,MINUTE,150,150,NO,2,KM,NO,15,KM,NO,9,30,1,1,KM,20,2400,YES,,YES,ALMOST ALL,COOKED FOOD,YES,1,KM,56,122,10,KM,15,240,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,1,KM,GOVERNMENT FACILITY,YES,2500,YES,YES,NO,NO,NO,NO,NO,15,KM,NO,15,KM,NO,NO
1,31539670,TAR/ASPHALT,YES,12,12,NO,1,KM,5,MINUTE,100,100,YES,,,YES,,,YES,,7,2,2,KM,30,3442,YES,,YES,ALMOST ALL,COOKED FOOD,NO,5,KM,48,144,5,KM,16,310,YES,1,0,1,0,YES,,,NO,4,KM,,,NO,,,,,4,KM,GOVERNMENT FACILITY,YES,3700,NO,,,,,,NO,4,KM,NO,4,KM,NO,NO
1,31540419,GRADED GRAVELED,YES,12,12,YES,,,1,MINUTE,100,100,YES,,,NO,30,KM,YES,,20,3,500,METER,39,6000,YES,,YES,ALMOST ALL,COOKED FOOD,NO,8,KM,48,144,4,KM,16,310,YES,0,0,10,6,YES,,,NO,5,KM,,,YES,YES,MALE,YES,YES,5,KM,GOVERNMENT FACILITY,YES,3000,YES,NO,NO,YES,YES,NO,YES,,,YES,,,NO,YES
1,31545384,DIRT TRACK,YES,0,3,NO,2,KM,2,MINUTE,100,100,YES,,,NO,2,KM,NO,2,20,6,1,KM,18,1857,YES,,YES,ALMOST ALL,COOKED FOOD,NO,3,KM,43,999,1,KM,14,441,YES,0,0,1,1,YES,,,NO,3,KM,,,YES,YES,MALE,YES,NO,3,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,NO,NO,6,KM,NO,6,KM,NO,NO
1,31546760,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,100,100,YES,,,NO,10,KM,NO,1,2,25,3,KM,59,8100,YES,,YES,ALMOST ALL,COOKED FOOD,YES,3,KM,43,999,3,KM,14,441,YES,0,0,2,1,YES,,,NO,10,KM,,,NO,,,,,10,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,7,KM,NO,7,KM,NO,NO
1,31550254,TAR/ASPHALT,YES,12,12,YES,,,2,MINUTE,100,100,YES,,,NO,20,KM,YES,,4,1,500,METER,13,778,YES,,YES,ALMOST ALL,COOKED FOOD,YES,2,KM,80,999,500,METER,16,349,NO,0,1,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,2,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,YES,,,YES,,,NO,NO
1,31552686,TAR/ASPHALT,YES,1,12,YES,,,2,MINUTE,100,100,YES,,,NO,10,KM,YES,,7,2,1,KM,27,1095,YES,,YES,ALMOST ALL,COOKED FOOD,NO,2,KM,40,600,1,KM,14,306,NO,0,0,2,1,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,YES,FEMALE,NO,NO,2,KM,GOVERNMENT FACILITY,YES,2500,NO,,,,,,YES,,,NO,2,KM,NO,NO
1,31554613,DIRT TRACK,YES,10,12,NO,10,METER,2,MINUTE,250,100,YES,,,NO,10,KM,YES,,7,4,1,KM,60,3500,YES,,YES,3/4,COOKED FOOD,NO,1,KM,40,600,1,KM,30,300,NO,0,0,0,1,YES,,,NO,11,KM,,,NO,,,,,1,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,NO,NO,NO,NO,2,KM,YES,,,NO,NO
1,31555614,DIRT ROAD (MAINTAINED),YES,0,12,NO,3,KM,25,MINUTE,150,150,YES,,,NO,6,KM,NO,3,22,4,3,KM,25,2665,YES,,YES,ALMOST ALL,COOKED FOOD,NO,5,KM,43,999,7,KM,14,441,YES,0,0,1,2,YES,,,NO,6,KM,,,YES,YES,FEMALE,YES,NO,6,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,NO,NO,NO,6,KM,NO,6,KM,NO,NO
