occ,ea_id,com_cd01,com_cd03,com_cd04,com_cd05,com_cd06,com_cd07a,com_cd07b,com_cd08a,com_cd08b,com_cd11,com_cd14,com_cd15,com_cd16a,com_cd16b,com_cd17,com_cd18a,com_cd18b,com_cd23,com_cd24,com_cd25,com_cd26,com_cd27a,com_cd27b,com_cd28,com_cd29,com_cd30,com_cd31,com_cd32,com_cd33,com_cd34,com_cd35,com_cd36a,com_cd36b,com_cd37,com_cd38,com_cd40a,com_cd40b,com_cd41,com_cd42,com_cd43,com_cd44,com_cd45,com_cd46,com_cd47,com_cd48,com_cd49a,com_cd49b,com_cd50,com_cd51a,com_cd51b,com_cd52,com_cd54,com_cd55,com_cd56,com_cd57,com_cd58,com_cd59,com_cd60a,com_cd60b,com_cd61,com_cd62,com_cd63,com_cd64,com_cd65a,com_cd65b,com_cd65c,com_cd65e,com_cd65f,com_cd66,com_cd67a,com_cd67b,com_cd68,com_cd69a,com_cd69b,com_cd70,com_cd71
1,10101016,DIRT TRACK,YES,2,12,YES,,,5,HOUR,500,3800,NO,20,KM,NO,20,KM,NO,20,2,0,1,KM,11,878,YES,,NO,,,NO,20,KM,24,500,5,KM,8,420,NO,0,0,0,0,YES,,,NO,20,KM,,,NO,,,,,20,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,20,KM,NO,20,KM,NO,NO
1,10101204,DIRT ROAD (MAINTAINED),YES,3,5,YES,,,3,HOUR,800,400,NO,16,KM,YES,,,YES,,13,0,1,KM,87,664,NO,2,NO,,,NO,25,KM,24,510,5,KM,7,137,NO,4,0,0,0,YES,,,YES,,,NEVER AVAILABLE,NO,YES,YES,MALE,YES,YES,2,KM,PRIVATE FACILITY,NO,,NO,,,,,,NO,27,KM,NO,27,KM,YES,
1,10101215,DIRT ROAD (MAINTAINED),NO,0,6,NO,24,KM,4,HOUR,700,4700,NO,240,KM,NO,8,KM,NO,20,9,0,1,KM,6,600,YES,,NO,,,NO,24,KM,30,489,8,KM,7,702,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,20,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,20,KM,NO,20,KM,NO,YES
1,10101562,DIRT ROAD (MAINTAINED),NO,1,3,NO,10,KM,30,MINUTE,400,200,NO,10,KM,YES,,,NO,10,6,0,2,KM,10,970,YES,,NO,,,NO,21,KM,16,781,5,KM,12,999,NO,1,0,0,0,NO,5,KM,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,5,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,10,KM,NO,10,KM,YES,
1,10102004,DIRT TRACK,NO,3,3,YES,,,30,MINUTE,1500,5000,YES,,,NO,15,KM,NO,15,3,0,5,KM,5,600,YES,,NO,,,NO,25,KM,24,500,5,KM,7,320,NO,1,0,0,0,YES,,,NO,15,KM,,,YES,YES,MALE,YES,YES,25,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,25,KM,NO,25,KM,NO,YES
1,10103414,DIRT ROAD (MAINTAINED),YES,1,5,NO,5,KM,3,HOUR,1200,200,NO,46,KM,YES,,,NO,46,12,0,7,KM,11,54,YES,,NO,,,NO,30,KM,10,379,19,KM,8,275,YES,1,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,0,,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,46,KM,NO,46,KM,YES,
1,10104150,DIRT ROAD (MAINTAINED),YES,0,12,YES,,,4,HOUR,2500,5000,NO,30,KM,YES,,,YES,,4,0,6,KM,7,500,YES,,NO,,,NO,40,KM,22,540,15,KM,3,70,NO,0,0,0,0,YES,,,NO,6,KM,,,NO,,,,,30,KM,GOVERNMENT FACILITY,NO,,YES,NO,NO,NO,NO,NO,NO,100,KM,NO,100,KM,NO,YES
1,10201688,DIRT ROAD (MAINTAINED),YES,3,5,NO,2,KM,10,MINUTE,500,100,NO,2,KM,NO,2,KM,NO,10,5,0,3,KM,8,670,NO,2,YES,3/4,COOKED FOOD,NO,92,KM,17,166,4,KM,12,722,NO,0,0,0,0,YES,,,NO,4,KM,,,NO,,,,,12,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,12,KM,NO,12,KM,NO,NO
1,10202514,DIRT TRACK,NO,0,0,NO,4,KM,10,MINUTE,500,2500,NO,15,KM,NO,15,KM,NO,18,5,0,4,KM,5,610,YES,,NO,,,NO,40,KM,34,550,40,KM,18,520,YES,0,0,0,0,YES,,,NO,18,KM,,,NO,,,,,40,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,40,KM,NO,40,KM,NO,NO
1,10203176,GRADED GRAVELED,NO,3,5,NO,1,KM,45,MINUTE,1000,600,NO,43,KM,YES,,,NO,40,5,2,12,KM,9,687,YES,,NO,,,NO,18,KM,11,512,13,KM,9,472,NO,2,1,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,10,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,40,KM,NO,40,KM,YES,
1,10203744,TAR/ASPHALT,YES,12,12,YES,,,49,MINUTE,100,300,YES,,,YES,,,NO,10,5,1,4,KM,9,630,YES,,NO,,,NO,10,KM,30,529,10,KM,14,569,YES,4,0,0,1,NO,10,KM,YES,,,NEVER AVAILABLE,NO,YES,,,,,10,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,10,KM,NO,10,KM,YES,
1,10204322,DIRT ROAD (MAINTAINED),YES,2,10,NO,10,KM,10,MINUTE,1600,250,NO,10,KM,NO,7,KM,NO,15,4,0,2,KM,10,800,YES,,NO,,,NO,43,KM,14,612,3,KM,7,115,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,0,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,82,KM,NO,2,KM,YES,
1,10204586,TAR/ASPHALT,YES,12,12,YES,,,1,HOUR,1500,2000,YES,,,NO,15,KM,NO,5,6,0,1,KM,10,600,YES,,YES,ALMOST ALL,COOKED FOOD,NO,2,KM,25,625,1,KM,7,300,YES,1,1,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,YES,MALE,YES,YES,6,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,5,KM,NO,75,KM,NO,NO
1,10220103,DIRT ROAD (MAINTAINED),YES,12,3,NO,3,KM,10,MINUTE,200,100,NO,6,KM,NO,6,KM,NO,6,0,0,3,KM,26,2922,YES,,NO,,,NO,5,KM,30,529,6,KM,14,519,NO,0,0,0,0,NO,5,KM,NO,5,KM,,,NO,,,,,5,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,5,KM,NO,5,KM,NO,NO
1,10220705,GRADED GRAVELED,YES,12,12,YES,,,5,MINUTE,50,2500,YES,,,YES,,,YES,,17,1,1,KM,8,450,YES,,NO,,,NO,3,KM,23,349,3,KM,12,495,YES,0,0,1,2,YES,,,NO,5,KM,,,YES,YES,MALE,YES,YES,5,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,5,KM,NO,5,KM,NO,NO
1,10301663,GRADED GRAVELED,YES,5,12,YES,,,5,MINUTE,1500,1800,YES,,,YES,,,NO,10,10,1,5,KM,17,1160,YES,,NO,,,NO,20,KM,20,450,5,KM,8,137,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,40,KM,GOVERNMENT FACILITY,NO,,YES,NO,YES,YES,YES,NO,NO,40,KM,NO,40,KM,NO,NO
1,10302010,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,20,MINUTE,1500,2500,YES,,,YES,,,NO,20,4,0,700,METER,5,200,NO,1,NO,,,NO,10,KM,29,47,1,KM,9,247,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,NO,,,,20,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,57,KM,NO,57,KM,NO,NO
1,10304012,TAR/ASPHALT,YES,12,12,YES,,,20,MINUTE,600,2000,YES,,,YES,,,YES,,8,0,2,KM,17,1032,NO,5,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,16,320,3,KM,10,231,YES,1,1,1,0,YES,,,NO,7,KM,,,NO,,,,,7,KM,GOVERNMENT FACILITY,NO,,YES,YES,YES,YES,YES,NO,NO,30,KM,YES,,,YES,
1,10305446,TAR/ASPHALT,YES,12,12,YES,,,30,MINUTE,150,2500,NO,2,KM,NO,2,KM,NO,42,11,0,300,METER,10,600,NO,3,NO,,,NO,55,KM,48,890,2,KM,3,220,NO,0,0,0,0,YES,,,YES,,,SOMETIMES AVAILABLE,NO,NO,,,,,60,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,40,KM,NO,40,KM,NO,NO
1,10307413,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,15,MINUTE,700,1500,YES,,,YES,,,NO,10,5,0,600,METER,12,1200,NO,3,NO,,,NO,12,KM,32,950,600,METER,8,200,NO,0,0,0,0,YES,,,YES,,,SOMETIMES AVAILABLE,NO,YES,YES,MALE,YES,YES,20,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,20,KM,YES,,,NO,YES
1,10308636,DIRT ROAD (MAINTAINED),YES,10,12,NO,10,KM,5,MINUTE,200,1200,NO,10,KM,NO,10,KM,NO,10,9,0,500,METER,5,345,YES,,NO,,,NO,10,KM,18,397,500,METER,6,82,NO,0,0,0,0,YES,,,NO,12,KM,,,NO,,,,,12,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,12,KM,NO,12,KM,NO,YES
1,10401140,GRADED GRAVELED,YES,12,12,YES,,,10,MINUTE,700,1900,YES,,,YES,,,YES,,12,1,0,0,22,1365,YES,,NO,,,YES,0,0,15,385,5,KM,9,140,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,YES,MALE,YES,YES,100,METER,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,YES,NO,NO,15,KM,NO,15,KM,NO,NO
1,10401502,DIRT ROAD (MAINTAINED),YES,2,12,YES,,,2,HOUR,700,1700,NO,2,KM,NO,10,KM,NO,20,2,8,0,0,6,369,NO,2,NO,,,NO,20,KM,19,379,8,KM,4,4,NO,0,0,0,0,YES,,,NO,8,KM,,,NO,,,,,20,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,20,KM,NO,20,KM,NO,YES
1,10401522,DIRT ROAD (MAINTAINED),YES,0,12,NO,6,KM,2,HOUR,1000,2500,NO,16,KM,NO,16,KM,NO,16,8,0,6,KM,7,213,YES,,NO,,,NO,16,KM,15,385,9,KM,6,184,NO,0,0,0,0,NO,16,KM,NO,16,KM,,,NO,,,,,16,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,50,KM,NO,50,KM,NO,NO
1,10404186,TAR/ASPHALT,YES,12,12,YES,,,2,MINUTE,1500,100,NO,25,KM,YES,,,NO,25,4,0,3,KM,4,469,YES,,NO,,,NO,2,KM,18,420,3,KM,7,176,YES,0,0,0,0,YES,,,NO,2,KM,,,NO,,,,,2,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,92,KM,NO,110,KM,NO,NO
1,10405213,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,1,HOUR,1300,2800,NO,45,KM,YES,,,NO,77,8,0,0,0,8,570,YES,,NO,,,NO,7,KM,19,379,0,0,7,142,NO,0,0,0,0,NO,20,KM,YES,,,NEVER AVAILABLE,YES,YES,YES,FEMALE,YES,YES,47,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,47,KM,NO,77,KM,NO,NO
1,10501505,GRADED GRAVELED,YES,12,12,YES,,,6,HOUR,1500,3000,NO,115,KM,YES,,,YES,,4,0,0,0,7,674,YES,,NO,,,YES,115,KM,30,560,6,KM,7,116,YES,0,0,0,0,NO,15,KM,YES,,,ALWAYS AVAILABLE,YES,YES,YES,MALE,YES,YES,2,METER,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,115,KM,NO,115,KM,NO,YES
1,10501709,GRADED GRAVELED,NO,0,7,NO,5,KM,5,HOUR,700,2700,NO,23,KM,NO,5,KM,NO,20,2,10,0,0,8,628,YES,,NO,,,NO,23,KM,30,560,6,KM,8,160,NO,0,0,0,0,NO,23,KM,NO,23,KM,,,YES,YES,FEMALE,YES,YES,23,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,23,KM,NO,23,KM,NO,YES
1,10502268,DIRT ROAD (MAINTAINED),NO,8,8,YES,,,24,HOUR,1900,1200,NO,35,KM,NO,17,KM,NO,35,8,0,0,0,8,511,YES,,NO,,,NO,70,KM,24,655,4,KM,7,117,YES,0,0,0,0,NO,35,KM,NO,35,KM,,,NO,,,,,35,KM,RELIGIOUS FACILITY,NO,,NO,,,,,,NO,55,KM,NO,55,KM,NO,NO
1,10502593,GRADED GRAVELED,YES,0,12,NO,5,KM,5,HOUR,2500,1000,NO,10,KM,NO,10,KM,NO,10,3,0,0,0,5,401,YES,,NO,,,NO,40,KM,24,655,10,KM,8,160,NO,0,0,0,0,NO,10,KM,NO,10,KM,,,NO,,,,,40,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,40,KM,NO,40,KM,NO,YES
1,10503367,DIRT ROAD (MAINTAINED),YES,0,12,NO,4,KM,24,HOUR,500,1200,NO,27,KM,NO,27,KM,NO,27,4,0,0,0,2,230,NO,6,NO,,,NO,27,KM,30,560,5,KM,5,103,YES,0,0,0,0,NO,5,KM,NO,27,KM,,,NO,,,,,27,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,27,KM,NO,27,KM,NO,NO
1,10505136,GRADED GRAVELED,YES,12,12,YES,,,5,MINUTE,800,2300,NO,70,KM,NO,15,KM,NO,70,5,0,0,0,9,624,YES,,NO,,,NO,70,KM,24,655,12,KM,7,172,YES,0,0,0,0,NO,70,KM,NO,12,KM,,,NO,,,,,70,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,70,KM,NO,70,KM,NO,NO
1,10505310,DIRT ROAD (MAINTAINED),NO,0,8,NO,8,KM,24,HOUR,2000,1400,NO,20,KM,NO,8,KM,NO,20,5,0,0,0,6,420,YES,,NO,,,NO,20,KM,24,655,8,KM,7,120,YES,0,0,0,0,NO,20,KM,NO,15,KM,,,NO,,,,,15,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,115,KM,NO,115,KM,NO,YES
1,10505508,DIRT ROAD (MAINTAINED),YES,0,12,YES,,,24,HOUR,500,20000,NO,40,KM,NO,40,KM,NO,40,5,0,0,0,7,836,YES,,NO,,,NO,40,KM,30,560,0,0,3,60,NO,0,0,0,0,NO,40,KM,NO,40,KM,,,NO,,,,,40,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,NO,NO,NO,40,KM,NO,40,KM,NO,YES
1,10507175,DIRT ROAD (MAINTAINED),NO,0,8,NO,5,KM,1,HOUR,2500,3000,NO,20,KM,NO,20,KM,NO,20,4,0,0,0,5,430,YES,,NO,,,NO,105,KM,30,560,8,KM,6,133,YES,0,0,0,0,NO,10,KM,NO,15,KM,,,NO,,,,,105,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,20,KM,NO,20,KM,NO,NO
1,10507344,DIRT ROAD (MAINTAINED),YES,0,9,NO,10,KM,2,MINUTE,1500,2500,NO,10,KM,NO,5,KM,NO,10,7,0,0,0,6,339,YES,,NO,,,NO,120,KM,30,560,7,KM,8,150,NO,0,0,0,0,NO,10,KM,NO,10,KM,,,NO,,,,,120,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,40,KM,NO,40,KM,NO,NO
1,10509319,DIRT ROAD (MAINTAINED),YES,0,12,NO,3,KM,1,HOUR,2800,1000,NO,10,KM,NO,10,KM,NO,10,2,4,0,0,0,536,NO,2,NO,,,NO,40,KM,30,660,10,KM,11,200,NO,0,0,0,0,YES,,,NO,10,KM,,,YES,YES,MALE,YES,YES,40,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,60,KM,NO,60,KM,NO,NO
1,10510388,GRADED GRAVELED,YES,0,12,YES,,,2,HOUR,1700,3300,NO,9,KM,NO,18,KM,NO,9,2,0,0,0,10,978,YES,,NO,,,NO,50,KM,30,560,9,KM,7,150,NO,0,0,0,0,NO,9,KM,YES,,,SOMETIMES AVAILABLE,NO,YES,YES,MALE,YES,YES,50,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,NO,NO,NO,18,KM,YES,,,NO,NO
1,10732192,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,0,0,YES,,,YES,,,YES,,4,0,0,0,14,1115,YES,,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,59,999,0,0,16,240,YES,1,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,0,METER,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,5,KM,NO,5,KM,NO,NO
1,10733640,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,1500,200,YES,,,NO,12,KM,NO,5,4,0,1,KM,12,551,YES,,YES,ALMOST ALL,COOKED FOOD,NO,7,KM,66,111,2,KM,18,640,YES,1,0,0,0,YES,,,NO,5,KM,,,NO,,,,,8,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,7,KM,NO,7,KM,NO,NO
1,10734370,GRADED GRAVELED,YES,12,12,NO,5,KM,5,MINUTE,1500,200,YES,,,NO,5,MILE,NO,7,6,10,200,METER,75,4000,YES,,YES,3/4,COOKED FOOD,NO,7,KM,66,116,5,KM,12,480,YES,0,0,0,0,YES,,,NO,7,KM,,,NO,,,,,10,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,NO,NO,7,KM,NO,7,KM,NO,NO
1,10734762,GRADED GRAVELED,YES,12,12,YES,,,5,MINUTE,1700,200,YES,,,YES,,,YES,,13,0,0,0,44,2915,YES,,YES,ALMOST ALL,COOKED FOOD,YES,8,KM,59,999,0,0,15,240,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,8,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,8,KM,NO,8,KM,NO,NO
1,10735173,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,1300,150,YES,,,YES,,,YES,,13,2,3,KM,37,2110,NO,4,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,66,999,7,KM,16,320,YES,1,2,3,3,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,5,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,5,KM,NO,5,KM,NO,NO
1,10736596,GRADED GRAVELED,YES,12,12,NO,2,KM,5,MINUTE,200,200,YES,,,NO,5,KM,NO,5,0,0,1,KM,25,850,YES,,YES,3/4,COOKED FOOD,NO,2,KM,59,122,3,KM,19,460,YES,0,0,0,0,YES,,,NO,2,KM,,,YES,NO,,,,2,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,NO,NO,NO,NO,6,KM,NO,6,KM,NO,NO
1,10741504,GRADED GRAVELED,YES,2,12,YES,,,10,MINUTE,1200,200,YES,,,NO,6,KM,NO,6,2,6,0,MILE,2,350,YES,,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,66,116,5,KM,19,456,YES,2,0,1,1,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,6,KM,GOVERNMENT FACILITY,NO,,YES,YES,YES,YES,YES,NO,NO,6,KM,NO,6,KM,NO,NO
1,10744649,DIRT ROAD (MAINTAINED),YES,0,0,NO,7,KM,2,MINUTE,1000,100,NO,7,KM,NO,7,KM,NO,7,4,1,1,KM,28,2582,YES,,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,66,999,3,KM,21,238,YES,0,0,0,0,YES,,,NO,6,KM,,,NO,,,,,15,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,7,KM,NO,7,KM,NO,NO
1,10746033,GRADED GRAVELED,YES,12,12,YES,,,15,MINUTE,250,0,YES,,,YES,,,YES,,9,0,0,0,24,1836,NO,7,YES,ALMOST ALL,COOKED FOOD,YES,5,KM,59,122,3,KM,16,240,YES,0,0,0,3,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,5,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,YES,YES,NO,NO,5,KM,NO,5,KM,NO,NO
1,10746244,GRADED GRAVELED,YES,5,12,YES,,,5,MINUTE,1300,400,YES,,,NO,5,KM,NO,5,12,0,1,KM,12,540,NO,4,YES,ALMOST NONE,COOKED FOOD,YES,5,KM,66,111,10,KM,10,620,NO,0,0,0,0,YES,,,NO,5,KM,,,NO,,,,,5,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,7,KM,NO,7,KM,NO,YES
1,20106042,DIRT ROAD (MAINTAINED),YES,0,12,NO,2,KM,25,MINUTE,250,1750,YES,,,NO,3,KM,NO,3,9,0,0,KM,13,1055,NO,4,YES,ALMOST ALL,COOKED FOOD,NO,5,KM,35,605,1,KM,13,457,YES,0,0,0,0,YES,,,NO,4,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,NO,NO,3,KM,NO,3,KM,NO,NO
1,20110620,DIRT ROAD (MAINTAINED),YES,0,12,NO,8,KM,20,MINUTE,1000,25000,YES,,,YES,,,NO,33,11,0,0,KM,14,1296,NO,2,YES,ALMOST ALL,COOKED FOOD,NO,33,KM,23,420,12,KM,13,320,YES,0,0,0,0,YES,,,NO,8,KM,,,YES,YES,MALE,YES,YES,33,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,33,KM,NO,33,KM,YES,
1,20111718,TAR/ASPHALT,YES,12,12,YES,,,15,MINUTE,1000,2300,YES,,,YES,,,NO,8,12,0,1,KM,8,810,NO,3,NO,,,NO,12,KM,13,464,11,KM,9,457,YES,0,0,0,0,YES,,,NO,8,KM,,,YES,YES,MALE,YES,YES,44,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,40,KM,NO,40,KM,NO,NO
1,20112661,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,5,MINUTE,1000,1000,YES,,,NO,3,KM,NO,60,8,0,500,METER,4,600,NO,2,YES,3/4,COOKED FOOD,NO,12,KM,14,800,12,KM,8,700,NO,0,0,0,0,YES,,,NO,30,KM,,,YES,YES,MALE,YES,NO,40,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,60,KM,NO,60,KM,NO,NO
1,20113112,DIRT ROAD (MAINTAINED),YES,0,12,NO,3,KM,2,HOUR,1000,3000,YES,,,YES,,,NO,49,1,0,0,0,9,933,NO,3,NO,,,NO,49,KM,23,420,10,KM,9,223,NO,0,0,0,0,YES,,,YES,,,SOMETIMES AVAILABLE,YES,NO,,,,,19,KM,GOVERNMENT FACILITY,NO,,YES,NO,NO,YES,YES,NO,NO,49,KM,NO,5,KM,NO,NO
1,20115434,DIRT ROAD (MAINTAINED),YES,10,12,NO,5,KM,4,HOUR,800,2300,NO,6,KM,NO,5,KM,NO,12,5,0,1,KM,5,610,NO,1,NO,,,NO,14,KM,23,420,6,KM,7,407,YES,0,0,0,0,YES,,,NO,12,KM,,,NO,,,,,12,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,12,KM,NO,12,KM,NO,NO
1,20205207,TAR/ASPHALT,YES,12,12,YES,,,10,MINUTE,750,2000,YES,,,NO,7,KM,NO,7,9,2,0,KM,7,650,NO,5,NO,,,NO,50,KM,25,490,7,KM,7,245,NO,0,0,0,0,YES,,,NO,7,KM,,,YES,YES,MALE,NO,YES,50,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,YES,NO,50,KM,NO,2,KM,NO,NO
1,20206362,DIRT ROAD (MAINTAINED),YES,0,12,YES,,,4,HOUR,1500,3000,YES,,,YES,,,YES,,10,1,0,0,6,350,NO,4,NO,,,YES,2,KM,10,220,3,KM,7,132,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,0,METER,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,YES,NO,NO,60,KM,NO,2,KM,NO,NO
1,20302539,DIRT ROAD (MAINTAINED),NO,0,12,YES,,,4,HOUR,700,2200,NO,10,KM,NO,14,KM,NO,10,8,0,0,0,5,417,YES,,NO,,,NO,10,KM,20,447,1,KM,8,293,YES,0,0,0,0,YES,,,NO,1,KM,,,YES,YES,MALE,YES,YES,1,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,10,KM,NO,10,KM,NO,NO
1,20303065,DIRT ROAD (MAINTAINED),YES,0,12,YES,,,3,HOUR,1000,2300,NO,2,KM,NO,2,KM,NO,1,5,0,1,KM,8,711,YES,,NO,,,NO,2,KM,20,447,1,KM,9,300,YES,0,0,0,0,NO,2,KM,NO,2,KM,,,NO,,,,,20,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,NO,YES,YES,NO,17,KM,NO,17,KM,NO,NO
1,20305301,TAR/ASPHALT,YES,12,12,YES,,,30,MINUTE,1800,3500,YES,,,NO,1,KM,NO,5,5,1,0,KM,5,461,NO,1,NO,,,NO,4,KM,15,450,6,KM,9,372,NO,0,0,0,0,YES,,,NO,5,KM,,,YES,YES,MALE,YES,YES,39,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,39,KM,NO,39,KM,NO,NO
1,20306557,DIRT ROAD (MAINTAINED),YES,0,12,YES,,,20,MINUTE,200,1500,YES,,,NO,2,KM,NO,5,8,0,0,KM,8,745,YES,,NO,,,NO,6,KM,20,447,12,KM,10,400,YES,0,0,0,0,YES,,,NO,4,KM,,,YES,YES,MALE,NO,YES,4,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,5,KM,NO,5,KM,NO,NO
1,20402198,DIRT ROAD (MAINTAINED),YES,0,12,NO,8,KM,15,MINUTE,1500,1600,YES,,,NO,2,KM,NO,8,6,0,1,KM,10,798,YES,,NO,,,NO,8,KM,23,650,1,KM,6,81,NO,0,0,0,0,YES,,,NO,2,KM,,,YES,YES,FEMALE,NO,YES,8,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,15,KM,NO,8,KM,NO,NO
1,20404032,TAR/ASPHALT,YES,12,12,YES,,,20,MINUTE,1000,1000,YES,,,NO,2,KM,YES,,11,0,0,METER,12,1121,NO,4,NO,,,NO,68,KM,23,390,3,KM,19,400,YES,0,0,0,0,YES,,,NO,3,KM,,,YES,YES,MALE,YES,YES,3,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,40,KM,NO,68,KM,NO,NO
1,20404575,DIRT ROAD (MAINTAINED),YES,0,12,NO,8,KM,30,MINUTE,1200,1000,NO,8,KM,NO,8,KM,NO,8,10,0,0,METER,4,873,NO,4,NO,,,NO,69,KM,22,385,4,KM,17,200,YES,0,0,0,0,NO,10,KM,NO,4,KM,,,YES,YES,FEMALE,NO,YES,33,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,YES,NO,50,KM,NO,50,KM,NO,NO
1,20405366,DIRT ROAD (MAINTAINED),YES,0,12,NO,7,KM,45,MINUTE,700,600,NO,7,KM,NO,7,KM,NO,7,7,0,0,KM,8,727,NO,4,NO,,,NO,47,KM,22,385,7,KM,11,278,NO,0,0,0,0,YES,,,NO,7,KM,,,YES,YES,MALE,YES,YES,11,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,NO,NO,YES,NO,11,KM,NO,20,KM,NO,NO
