case_id,ea_id,plot_id,dist_hh,HHID,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2,_merge
201106200266,20110038,R2,.5,775,rural,Center - Rural,934.6792,Panel A,Kasungu,10,Chulu,No,,42,42,08may2010,8,5,2010,24aug2010,24,8,2010,40,40,09may2010,9,5,2010,24aug2010,24,8,2010,49,49,16may2010,16,5,2010,27aug2010,27,8,2010,10,10,26nov2010,26,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201106200267,20110038,R1,.1,793,rural,Center - Rural,934.6792,Panel A,Kasungu,10,Chulu,No,,42,42,08may2010,8,5,2010,24aug2010,24,8,2010,40,40,09may2010,9,5,2010,24aug2010,24,8,2010,49,49,15may2010,15,5,2010,27aug2010,27,8,2010,10,10,25nov2010,25,11,2010,18dec2010,18,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180005,20111014,R1,.60000002,810,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,No,Yes,No,Complete,Complete,both in master and using data
201117180015,20111014,R1,0,800,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,119,49,17may2010,17,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180015,20111014,R2,.2,800,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,119,49,17may2010,17,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180015,20111014,R3,1.9,800,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,119,49,17may2010,17,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180024,20111014,R3,.69999999,828,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,Yes,Dwelling found but no HH member could be found,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180024,20111014,R2,.69999999,828,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,Yes,Dwelling found but no HH member could be found,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180024,20111014,R1,.69999999,828,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,Yes,Dwelling found but no HH member could be found,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180032,20111014,R2,.1,824,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,49,49,17may2010,17,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180032,20111014,R1,0,824,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,49,49,17may2010,17,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180043,20111014,R4,4,808,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201117180043,20111014,R2,4.8000002,808,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201117180043,20111014,R3,5.4000001,808,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201117180043,20111014,R1,5.0999999,808,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201117180043,20111014,R5,4.1999998,808,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201117180052,20111014,R1,1.9,812,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,43,43,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,24may2010,24,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201117180052,20111014,R2,1.8,812,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,43,43,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,24may2010,24,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201117180071,20111014,R1,1.2,816,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,43,43,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,28aug2010,28,8,2010,7,11,18may2010,18,5,2010,04mar2011,4,3,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201117180080,20111014,R1,1.3,802,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,17may2010,17,5,2010,27aug2010,27,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201117180089,20111014,R1,1.5,818,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,43,43,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,28aug2010,28,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201117180108,20111014,R2,.30000001,826,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete,both in master and using data
201117180108,20111014,R1,.30000001,826,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete,both in master and using data
201117180108,20111014,R3,.5,826,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete,both in master and using data
201117180117,20111014,R2,1.8,822,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,No,Yes,Yes,Complete,Complete,both in master and using data
201117180117,20111014,R3,1.9,822,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,No,Yes,Yes,Complete,Complete,both in master and using data
201117180117,20111014,R1,1.2939394,822,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,41,41,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,Yes,Yes,No,Yes,Yes,Complete,Complete,both in master and using data
201117180127,20111014,R1,.40000001,798,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,43,43,03may2010,3,5,2010,25aug2010,25,8,2010,40,40,04may2010,4,5,2010,25aug2010,25,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201117180145,20111014,R3,.2,814,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,28aug2010,28,8,2010,7,11,08dec2010,8,12,2010,04mar2011,4,3,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201117180145,20111014,R2,.1,814,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,28aug2010,28,8,2010,7,11,08dec2010,8,12,2010,04mar2011,4,3,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201117180145,20111014,R1,0,814,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,44,44,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,28aug2010,28,8,2010,7,11,08dec2010,8,12,2010,04mar2011,4,3,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201117180164,20111014,R1,.69999999,806,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,03may2010,3,5,2010,26aug2010,26,8,2010,40,40,04may2010,4,5,2010,26aug2010,26,8,2010,49,49,18may2010,18,5,2010,29aug2010,29,8,2010,7,11,09dec2010,9,12,2010,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180183,20111014,R2,.2,804,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,49,49,17may2010,17,5,2010,27aug2010,27,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201117180183,20111014,R1,.1,804,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,04may2010,4,5,2010,25aug2010,25,8,2010,40,40,05may2010,5,5,2010,25aug2010,25,8,2010,49,49,17may2010,17,5,2010,27aug2010,27,8,2010,7,11,09dec2010,9,12,2010,02mar2011,2,3,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201117180192,20111014,R2,0,820,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,23mar2011,23,3,2011,49,1491,17may2010,17,5,2010,24mar2011,24,3,2011,7,,09dec2010,9,12,2010,,0,0,0,No,Yes,No,No,No,Complete,Complete,both in master and using data
201117180192,20111014,R1,.1,820,rural,Center - Rural,670.41858,Panel B,Kasungu,11,Santhe,No,,42,42,04may2010,4,5,2010,26aug2010,26,8,2010,40,40,05may2010,5,5,2010,23mar2011,23,3,2011,49,1491,17may2010,17,5,2010,24mar2011,24,3,2011,7,,09dec2010,9,12,2010,,0,0,0,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610025,20112010,R3,.5625,811,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201126610025,20112010,R2,.5625,811,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201126610025,20112010,R1,.5625,811,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,Yes,Yes,No,Complete,Complete,both in master and using data
201126610037,20112010,R3,1.8,823,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,27sep2010,27,9,2010,11,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610037,20112010,R1,.2,823,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,27sep2010,27,9,2010,11,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610037,20112010,R2,1.6,823,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,11jun2010,11,6,2010,24sep2010,24,9,2010,40,40,12jun2010,12,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,27sep2010,27,9,2010,11,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610043,20112010,R2,.60000002,807,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201126610043,20112010,R3,.60000002,807,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201126610043,20112010,R1,0,807,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
201126610046,20112010,R4,.1,809,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201126610046,20112010,R2,.1,809,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201126610046,20112010,R1,.1,809,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201126610046,20112010,R3,.1,809,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,41,41,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
201126610050,20112010,R2,0,827,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,Yes,Dwelling found but appears unoccupied,44,44,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,No,Yes,No,Complete,Complete,both in master and using data
201126610050,20112010,R3,0,827,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,Yes,Dwelling found but appears unoccupied,44,44,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,No,Yes,No,Complete,Complete,both in master and using data
201126610050,20112010,R1,0,827,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,Yes,Dwelling found but appears unoccupied,44,44,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,No,Yes,No,Complete,Complete,both in master and using data
201126610060,20112010,R2,1.4,805,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610060,20112010,R1,1.4,805,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610060,20112010,R3,1.2,805,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,25nov2010,25,11,2010,17dec2010,17,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610061,20112010,R3,1.6,817,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610061,20112010,R2,1.3,817,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610061,20112010,R1,1.3,817,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
201126610067,20112010,R2,.1,815,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,43,43,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610067,20112010,R1,.1,815,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,43,43,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610067,20112010,R3,.5625,815,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,43,43,12jun2010,12,6,2010,24sep2010,24,9,2010,40,40,13jun2010,13,6,2010,24sep2010,24,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610075,20112010,R1,.5,801,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,44,44,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610075,20112010,R2,.40000001,801,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,44,44,12jun2010,12,6,2010,25sep2010,25,9,2010,40,40,13jun2010,13,6,2010,25sep2010,25,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610100,20112010,R1,.1,819,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,44,44,11jun2010,11,6,2010,25sep2010,25,9,2010,40,40,12jun2010,12,6,2010,25sep2010,25,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610100,20112010,R2,.1,819,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,44,44,11jun2010,11,6,2010,25sep2010,25,9,2010,40,40,12jun2010,12,6,2010,25sep2010,25,9,2010,49,49,09jul2010,9,7,2010,29sep2010,29,9,2010,1,1,27nov2010,27,11,2010,18dec2010,18,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
201126610106,20112010,R1,.5625,831,rural,Center - Rural,413.07919,Panel A,Kasungu,12,Wimbe,No,,42,42,11jun2010,11,6,2010,25sep2010,25,9,2010,40,40,12jun2010,12,6,2010,25sep2010,25,9,2010,49,49,08jul2010,8,7,2010,29sep2010,29,9,2010,1,1,26nov2010,26,11,2010,17dec2010,17,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
