ea_id,com_ca01,com_ca02,com_ca06,com_ca07,com_ca07a,com_ca07b,com_ca07c,com_ca12,com_ca13,com_ca13a,com_ca13b,com_ca13c,com_ca17,com_ca18,com_ca19,com_ca20,com_ca21,com_ca22,com_ca23,com_ca24
30804416,Mulanje,4,140,15may2010,15,5,2010,149,01jun2010,1,6,2010,YES,NO,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
30805259,Mulanje,5,140,25sep2010,25,9,2010,149,06oct2010,6,10,2010,NO,NO,YES,NO,YES,YES,MUD BRICK (UNFIRED),GRASS
30806611,Mulanje,6,140,28mar2010,28,3,2010,149,25jun2010,25,6,2010,NO,NO,NO,NO,NO,NO,BURNT BRICKS,GRASS
30901054,Phalombe,1,140,28aug2010,28,8,2010,149,06oct2010,6,10,2010,NO,NO,NO,YES,NO,YES,MUD BRICK (UNFIRED),GRASS
30901475,Phalombe,1,140,07jun2010,7,6,2010,,,,,,NO,NO,YES,NO,NO,YES,MUD BRICK (UNFIRED),GRASS
30901603,Phalombe,1,140,24jul2010,24,7,2010,149,06oct2010,6,10,2010,YES,NO,YES,NO,NO,YES,MUD BRICK (UNFIRED),GRASS
31001333,Chikwawa,1,160,27apr2010,27,4,2010,169,17may2010,17,5,2010,NO,NO,NO,NO,NO,NO,MUD (YOMATA),GRASS
31001749,Chikwawa,1,160,22sep2010,22,9,2010,169,28sep2010,28,9,2010,NO,NO,YES,YES,NO,YES,MUD BRICK (UNFIRED),GRASS
31002169,Chikwawa,2,160,30mar2010,30,3,2010,169,17may2010,17,5,2010,YES,YES,YES,YES,YES,YES,MUD BRICK (UNFIRED),IRON SHEETS
31004312,Chikwawa,4,160,06sep2010,6,9,2010,169,09sep2010,9,9,2010,NO,NO,NO,NO,NO,YES,MUD BRICK (UNFIRED),GRASS
31006556,Chikwawa,6,160,06jun2010,6,6,2010,169,26jun2010,26,6,2010,NO,NO,YES,YES,YES,YES,BURNT BRICKS,GRASS
31007335,Chikwawa,7,160,28jul2010,28,7,2010,169,20oct2010,20,10,2010,NO,NO,YES,NO,YES,YES,BURNT BRICKS,GRASS
31108703,Nsanje,8,160,03apr2010,3,4,2010,169,17may2010,17,5,2010,NO,NO,YES,YES,NO,YES,MUD BRICK (UNFIRED),GRASS
31201007,Balaka,1,90,08may2010,8,5,2010,99,25may2010,25,5,2010,YES,NO,YES,YES,NO,YES,MUD BRICK (UNFIRED),GRASS
31201104,Balaka,1,90,16sep2010,16,9,2010,99,01oct2010,1,10,2010,YES,NO,YES,YES,YES,YES,MUD BRICK (UNFIRED),GRASS
31201197,Balaka,1,90,30jul2010,30,7,2010,99,10aug2010,10,8,2010,YES,NO,YES,YES,NO,YES,MUD BRICK (UNFIRED),GRASS
31201516,Balaka,1,90,24aug2010,24,8,2010,99,29aug2010,29,8,2010,YES,NO,YES,YES,NO,YES,BURNT BRICKS,GRASS
31204618,Balaka,4,90,15jun2010,15,6,2010,99,06jul2010,6,7,2010,YES,NO,YES,NO,NO,YES,MUD BRICK (UNFIRED),GRASS
31432523,Zomba City,32,110,17sep2010,17,9,2010,119,01oct2010,1,10,2010,YES,NO,YES,NO,YES,YES,BURNT BRICKS,IRON SHEETS
31432676,Zomba City,32,110,03may2010,3,5,2010,119,23jun2010,23,6,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31435120,Zomba City,35,110,24sep2010,24,9,2010,119,01oct2010,1,10,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31435753,Zomba City,35,110,06jul2010,6,7,2010,119,20jul2010,20,7,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31436695,Zomba City,36,110,06apr2010,6,4,2010,119,15jun2010,15,6,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31438690,Zomba City,38,110,28jul2010,28,7,2010,119,20aug2010,20,8,2010,YES,NO,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31439102,Zomba City,39,110,11sep2010,11,9,2010,119,13sep2010,13,9,2010,YES,YES,YES,YES,YES,YES,MUD (YOMATA),PLASTIC SHEETING
31441389,Zomba City,41,110,24jun2010,24,6,2010,119,29jun2010,29,6,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31442394,Zomba City,42,110,21sep2010,21,9,2010,119,01oct2010,1,10,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31443108,Zomba City,43,110,08apr2010,8,4,2010,119,15jun2010,15,6,2010,YES,YES,YES,YES,YES,YES,GRASS,GRASS
31443270,Zomba City,43,110,23jul2010,23,7,2010,119,21aug2010,21,8,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31532674,Blantyre City,32,130,09may2010,9,5,2010,139,01dec2010,1,12,2010,YES,NO,YES,YES,YES,NO,MUD BRICK (UNFIRED),IRON SHEETS
31533095,Blantyre City,33,130,27aug2010,27,8,2010,139,03oct2010,3,10,2010,NO,NO,YES,YES,YES,YES,MUD BRICK (UNFIRED),IRON SHEETS
31536118,Blantyre City,36,130,22sep2010,22,9,2010,139,07oct2010,7,10,2010,NO,NO,YES,YES,YES,YES,MUD BRICK (UNFIRED),IRON SHEETS
31536751,Blantyre City,36,130,07jun2010,7,6,2010,139,28nov2010,28,11,2010,NO,NO,NO,YES,YES,NO,MUD BRICK (UNFIRED),IRON SHEETS
31539670,Blantyre City,39,130,05apr2010,5,4,2010,139,02oct2010,2,10,2010,NO,NO,YES,YES,YES,NO,MUD BRICK (UNFIRED),IRON SHEETS
31540419,Blantyre City,40,130,31jul2010,31,7,2010,139,28nov2010,28,11,2010,YES,YES,YES,YES,YES,NO,MUD BRICK (UNFIRED),IRON SHEETS
31545384,Blantyre City,45,130,13may2010,13,5,2010,139,28nov2010,28,11,2010,NO,NO,YES,YES,NO,NO,MUD BRICK (UNFIRED),IRON SHEETS
31546760,Blantyre City,46,130,29aug2010,29,8,2010,139,21nov2010,21,11,2010,NO,NO,NO,NO,YES,NO,MUD BRICK (UNFIRED),IRON SHEETS
31550254,Blantyre City,50,130,28may2010,28,5,2010,139,01dec2010,1,12,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31552686,Blantyre City,52,130,23sep2010,23,9,2010,139,26dec2010,26,12,2010,YES,YES,YES,YES,YES,YES,BURNT BRICKS,IRON SHEETS
31554613,Blantyre City,54,130,09apr2010,9,4,2010,139,29aug2010,29,8,2010,NO,NO,NO,NO,NO,YES,BURNT BRICKS,GRASS
31555614,Blantyre City,55,130,01aug2010,1,8,2010,139,31aug2010,31,8,2010,YES,YES,NO,NO,YES,YES,MUD BRICK (UNFIRED),IRON SHEETS
