ea_id,com_ck00a,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3,com_ck00b3_os
10744649,Battery (dry cell) for radio,Yes,60,,,
10744649,"Watch, digital (simple), plastic",No,,,,
10744649,Firewood,Yes,20,1,Heap,
10744649,Charcoal,Yes,700,1,50 KG. Bag,
10744649,Paraffin,No,,,,
10744649,Chemical fertilizer (mkt value),No,,,,
10744649,Pesticides/Insecticides (mkt value),No,,,,
10744649,Herbicides/Fungicides (mkt value),No,,,,
10744649,Motorized transport of crop output (per 50kg),No,,,,
10744649,Hybrid maize seed (mkt value),No,,,,
10744649,"Hand hoe, without handle",No,,,,
10744649,Panga,No,,,,
10744649,Sickle,No,,,,
10744649,Axe,No,,,,
10744649,Bicycle,No,,,,
10744649,"Foam mattress (10 cm, single)",No,,,,
10744649,"Mosquito net (white, not treated)",No,,,,
10744649,"Ganyu wage, 1 day, adult male",Yes,200,,,
10746033,Maize grain,Yes,1000,1,Pail (Small),
10746033,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10746033,Cost to grind 50 kg bag of maize,Yes,250,,,
10746033,Cost to grind 50 kg bag of rice,No,,,,
10746033,Rice,Yes,60,1,Heap,
10746033,White bread loaf (unsliced),Yes,120,1,Piece,
10746033,Scone / Mandazi,Yes,20,1,Piece,
10746033,Beans,Yes,50,1,Heap,
10746033,Cabbage,Yes,50,1,Piece,
10746033,Tomatoes,Yes,20,1,Piece,
10746033,Banana,Yes,10,1,Piece,
10746033,Fresh milk (liquid),Yes,50,500,Millilitre,
10746033,Egg,Yes,35,1,Piece,
10746033,Chicken (live),Yes,1000,1,Piece,
10746033,Dried fish (usipa),Yes,200,1,Heap,
10746033,Beef,Yes,500,1,Kilogram,
10746033,Tea leaves,Yes,10,10,Gram,
10746033,Salt,Yes,10,10,Gram,
10746033,"Sugar, white",Yes,140,1,Kilogram,
10746033,"Cooking oil (Kazinga, Kukoma)",Yes,210,500,Millilitre,
10746033,"Chips, potato (street vendor)",No,,,,
10746033,Bar soap (Maluwa),Yes,40,1,Piece,
10746033,Toothbrush,Yes,20,1,Piece,
10746033,Toothpaste (50 g tube),Yes,150,50,Millilitre,
10746033,"Clothes soap (Omo, Surf)",Yes,90,100,Gram,
10746033,Vaseline/glycerin,Yes,50,50,Gram,
10746033,Aspirin or Panadol,Yes,10,2,Piece,
10746033,Fansidar (3 tablet packet),No,,,,
10746033,Chitenje cloth,No,,,,
10746033,Trousers (kaunjika),No,,,,
10746033,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10746033,Carlsberg beer (bottle),Yes,120,,,
10746033,"Cigarettes, Embassy (packet)",Yes,10,,,
10746033,Battery (dry cell) for radio,Yes,45,,,
10746033,"Watch, digital (simple), plastic",No,,,,
10746033,Firewood,Yes,100,1,Piece,
10746033,Charcoal,No,,,,
10746033,Paraffin,No,,,,
10746033,Chemical fertilizer (mkt value),Yes,5500,50,Kilogram,
10746033,Pesticides/Insecticides (mkt value),No,,,,
10746033,Herbicides/Fungicides (mkt value),No,,,,
10746033,Motorized transport of crop output (per 50kg),No,,,,
10746033,Hybrid maize seed (mkt value),Yes,400,1,Kilogram,
10746033,"Hand hoe, without handle",Yes,750,,,
10746033,Panga,Yes,420,,,
10746033,Sickle,Yes,550,,,
10746033,Axe,Yes,450,,,
10746033,Bicycle,Yes,17000,,,
10746033,"Foam mattress (10 cm, single)",Yes,4000,,,
10746033,"Mosquito net (white, not treated)",Yes,750,,,
10746033,"Ganyu wage, 1 day, adult male",Yes,300,,,
10746244,Maize grain,Yes,600,1,Pail (Large),
10746244,"Maize flour (Gramil, Rab, or locally milled)",Yes,1850,5,Kilogram,
10746244,Cost to grind 50 kg bag of maize,Yes,300,,,
10746244,Cost to grind 50 kg bag of rice,No,,,,
10746244,Rice,Yes,50,1,Heap,
10746244,White bread loaf (unsliced),Yes,120,1,Piece,
10746244,Scone / Mandazi,Yes,10,1,Piece,
10746244,Beans,Yes,60,1,Heap,
10746244,Cabbage,Yes,100,1,Piece,
10746244,Tomatoes,Yes,50,1,Heap,
10746244,Banana,Yes,10,1,Piece,
10746244,Fresh milk (liquid),Yes,50,1,Cup,
10746244,Egg,Yes,35,1,Piece,
10746244,Chicken (live),Yes,1100,1,Piece,
10746244,Dried fish (usipa),Yes,50,1,Heap,
10746244,Beef,Yes,650,1,Kilogram,
10746244,Tea leaves,Yes,10,5,Gram,
10746244,Salt,Yes,20,5,Gram,
10746244,"Sugar, white",Yes,180,1,Kilogram,
10746244,"Cooking oil (Kazinga, Kukoma)",Yes,350,500,Millilitre,
10746244,"Chips, potato (street vendor)",Yes,100,1,Heap,
10746244,Bar soap (Maluwa),Yes,35,400,Gram,
10746244,Toothbrush,Yes,25,1,Piece,
10746244,Toothpaste (50 g tube),Yes,60,25,Gram,
10746244,"Clothes soap (Omo, Surf)",Yes,35,500,Gram,
10746244,Vaseline/glycerin,Yes,40,250,Gram,
10746244,Aspirin or Panadol,Yes,10,2,Piece,
10746244,Fansidar (3 tablet packet),No,,,,
10746244,Chitenje cloth,Yes,450,1,Piece,
10746244,Trousers (kaunjika),Yes,400,,,
10746244,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10746244,Carlsberg beer (bottle),Yes,130,,,
10746244,"Cigarettes, Embassy (packet)",Yes,200,,,
10746244,Battery (dry cell) for radio,Yes,50,,,
10746244,"Watch, digital (simple), plastic",Yes,350,,,
10746244,Firewood,Yes,50,1,Piece,
10746244,Charcoal,No,,,,
10746244,Paraffin,No,,,,
10746244,Chemical fertilizer (mkt value),Yes,5300,50,Kilogram,
10746244,Pesticides/Insecticides (mkt value),Yes,350,200,Gram,
10746244,Herbicides/Fungicides (mkt value),Yes,400,250,Gram,
10746244,Motorized transport of crop output (per 50kg),No,,,,
10746244,Hybrid maize seed (mkt value),Yes,400,1,Kilogram,
10746244,"Hand hoe, without handle",Yes,650,,,
10746244,Panga,Yes,400,,,
10746244,Sickle,Yes,250,,,
10746244,Axe,Yes,450,,,
10746244,Bicycle,Yes,14850,,,
10746244,"Foam mattress (10 cm, single)",Yes,6300,,,
10746244,"Mosquito net (white, not treated)",No,,,,
10746244,"Ganyu wage, 1 day, adult male",No,,,,
20106042,Maize grain,Yes,1200,1,50 KG. Bag,
20106042,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20106042,Cost to grind 50 kg bag of maize,Yes,300,,,
20106042,Cost to grind 50 kg bag of rice,No,,,,
20106042,Rice,Yes,130,1,Kilogram,
20106042,White bread loaf (unsliced),Yes,110,1,Piece,
20106042,Scone / Mandazi,Yes,10,1,Piece,
20106042,Beans,Yes,200,1,Kilogram,
20106042,Cabbage,Yes,100,1,Piece,
20106042,Tomatoes,Yes,50,4,Piece,
20106042,Banana,Yes,10,3,Piece,
20106042,Fresh milk (liquid),Yes,100,1,Litre,
20106042,Egg,Yes,35,1,Piece,
20106042,Chicken (live),Yes,1000,1,Piece,
20106042,Dried fish (usipa),Yes,50,1,Heap,
20106042,Beef,Yes,800,1,Kilogram,
20106042,Tea leaves,Yes,10,1,Gram,
20106042,Salt,Yes,50,1,Kilogram,
20106042,"Sugar, white",Yes,170,1,Kilogram,
20106042,"Cooking oil (Kazinga, Kukoma)",Yes,500,1,Litre,
20106042,"Chips, potato (street vendor)",Yes,20,1,Other (Specify),PLATE
20106042,Bar soap (Maluwa),Yes,35,1,Piece,
20106042,Toothbrush,Yes,10,1,Piece,
20106042,Toothpaste (50 g tube),Yes,120,1,Gram,
20106042,"Clothes soap (Omo, Surf)",Yes,120,200,Gram,
20106042,Vaseline/glycerin,Yes,65,55,Millilitre,
20106042,Aspirin or Panadol,Yes,10,2,Piece,
20106042,Fansidar (3 tablet packet),No,,,,
20106042,Chitenje cloth,Yes,500,1,Piece,
20106042,Trousers (kaunjika),Yes,350,,,
20106042,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20106042,Carlsberg beer (bottle),Yes,130,,,
20106042,"Cigarettes, Embassy (packet)",Yes,200,,,
20106042,Battery (dry cell) for radio,Yes,40,,,
20106042,"Watch, digital (simple), plastic",Yes,300,,,
20106042,Firewood,Yes,10,3,Heap,
20106042,Charcoal,Yes,50,1,Heap,
20106042,Paraffin,No,,,,
20106042,Chemical fertilizer (mkt value),Yes,5300,1,50 KG. Bag,
20106042,Pesticides/Insecticides (mkt value),Yes,350,200,Gram,
20106042,Herbicides/Fungicides (mkt value),No,,,,
20106042,Motorized transport of crop output (per 50kg),No,,,,
20106042,Hybrid maize seed (mkt value),Yes,300,10,Kilogram,
20106042,"Hand hoe, without handle",Yes,700,,,
20106042,Panga,Yes,350,,,
20106042,Sickle,Yes,170,,,
20106042,Axe,No,,,,
20106042,Bicycle,Yes,12000,,,
20106042,"Foam mattress (10 cm, single)",Yes,5500,,,
20106042,"Mosquito net (white, not treated)",Yes,895,,,
20106042,"Ganyu wage, 1 day, adult male",Yes,200,,,
20110620,Maize grain,Yes,15,1,Kilogram,
20110620,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20110620,Cost to grind 50 kg bag of maize,Yes,300,,,
20110620,Cost to grind 50 kg bag of rice,Yes,300,,,
20110620,Rice,Yes,150,5,Kilogram,
20110620,White bread loaf (unsliced),No,,,,
20110620,Scone / Mandazi,Yes,20,1,Piece,
20110620,Beans,Yes,150,1,Kilogram,
20110620,Cabbage,No,,,,
20110620,Tomatoes,Yes,50,1,Heap,
20110620,Banana,Yes,2,1,Piece,
20110620,Fresh milk (liquid),No,,,,
20110620,Egg,Yes,20,1,Piece,
20110620,Chicken (live),Yes,600,1,Piece,
20110620,Dried fish (usipa),Yes,80,1,Heap,
20110620,Beef,Yes,500,1,Kilogram,
20110620,Tea leaves,Yes,20,10,Gram,
20110620,Salt,Yes,100,1,Kilogram,
20110620,"Sugar, white",Yes,150,1,Kilogram,
20110620,"Cooking oil (Kazinga, Kukoma)",Yes,50,30,Millilitre,
20110620,"Chips, potato (street vendor)",Yes,100,1,Other (Specify),SPOON
20110620,Bar soap (Maluwa),Yes,25,1,Piece,
20110620,Toothbrush,Yes,20,1,Piece,
20110620,Toothpaste (50 g tube),Yes,100,50,Gram,
20110620,"Clothes soap (Omo, Surf)",Yes,100,250,Gram,
20110620,Vaseline/glycerin,Yes,50,20,Gram,
20110620,Aspirin or Panadol,Yes,10,1,Piece,
20110620,Fansidar (3 tablet packet),No,,,,
20110620,Chitenje cloth,Yes,300,1,Piece,
20110620,Trousers (kaunjika),Yes,350,,,
20110620,"Coca-Cola, Fanta (bottle)",Yes,70,,,
20110620,Carlsberg beer (bottle),Yes,120,,,
20110620,"Cigarettes, Embassy (packet)",Yes,50,,,
20110620,Battery (dry cell) for radio,Yes,40,,,
20110620,"Watch, digital (simple), plastic",No,,,,
20110620,Firewood,No,,,,
20110620,Charcoal,No,,,,
20110620,Paraffin,Yes,100,300,Millilitre,
20110620,Chemical fertilizer (mkt value),Yes,5300,1,50 KG. Bag,
20110620,Pesticides/Insecticides (mkt value),Yes,350,250,Gram,
20110620,Herbicides/Fungicides (mkt value),No,,,,
20110620,Motorized transport of crop output (per 50kg),Yes,500,,,
20110620,Hybrid maize seed (mkt value),Yes,350,1,Kilogram,
20110620,"Hand hoe, without handle",Yes,600,,,
20110620,Panga,Yes,350,,,
20110620,Sickle,Yes,120,,,
20110620,Axe,Yes,250,,,
20110620,Bicycle,Yes,1200,,,
20110620,"Foam mattress (10 cm, single)",No,,,,
20110620,"Mosquito net (white, not treated)",Yes,850,,,
20110620,"Ganyu wage, 1 day, adult male",Yes,250,,,
20111718,Maize grain,Yes,15,1,Kilogram,
20111718,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20111718,Cost to grind 50 kg bag of maize,Yes,300,,,
20111718,Cost to grind 50 kg bag of rice,Yes,30,,,
20111718,Rice,Yes,200,1,Kilogram,
20111718,White bread loaf (unsliced),No,,,,
20111718,Scone / Mandazi,Yes,20,1,Piece,
20111718,Beans,Yes,150,1,Kilogram,
20111718,Cabbage,Yes,100,1,Piece,
20111718,Tomatoes,Yes,20,1,Heap,
20111718,Banana,Yes,10,3,Piece,
20111718,Fresh milk (liquid),No,,,,
20111718,Egg,Yes,40,1,Piece,
20111718,Chicken (live),Yes,500,1,Piece,
20111718,Dried fish (usipa),Yes,100,1,Heap,
20111718,Beef,Yes,600,1,Kilogram,
20111718,Tea leaves,Yes,15,20,Gram,
20111718,Salt,Yes,80,1,Kilogram,
20111718,"Sugar, white",Yes,170,1,Kilogram,
20111718,"Cooking oil (Kazinga, Kukoma)",Yes,40,30,Millilitre,
20111718,"Chips, potato (street vendor)",Yes,70,1,Other (Specify),SPOON
20111718,Bar soap (Maluwa),Yes,35,1,Piece,
20111718,Toothbrush,Yes,15,1,Piece,
20111718,Toothpaste (50 g tube),Yes,60,50,Gram,
20111718,"Clothes soap (Omo, Surf)",Yes,20,10,Gram,
20111718,Vaseline/glycerin,Yes,60,25,Gram,
20111718,Aspirin or Panadol,Yes,10,2,Piece,
20111718,Fansidar (3 tablet packet),Yes,45,3,Piece,
20111718,Chitenje cloth,Yes,480,1,Piece,
20111718,Trousers (kaunjika),Yes,170,,,
20111718,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20111718,Carlsberg beer (bottle),Yes,100,,,
20111718,"Cigarettes, Embassy (packet)",Yes,150,,,
20111718,Battery (dry cell) for radio,Yes,40,,,
20111718,"Watch, digital (simple), plastic",No,,,,
20111718,Firewood,Yes,10,3,Piece,
20111718,Charcoal,No,,,,
20111718,Paraffin,Yes,150,300,Millilitre,
20111718,Chemical fertilizer (mkt value),Yes,480,1,50 KG. Bag,
20111718,Pesticides/Insecticides (mkt value),No,,,,
20111718,Herbicides/Fungicides (mkt value),No,,,,
20111718,Motorized transport of crop output (per 50kg),Yes,100,,,
20111718,Hybrid maize seed (mkt value),Yes,375,2,Kilogram,
20111718,"Hand hoe, without handle",Yes,450,,,
20111718,Panga,Yes,350,,,
20111718,Sickle,Yes,150,,,
20111718,Axe,Yes,250,,,
20111718,Bicycle,Yes,13500,,,
20111718,"Foam mattress (10 cm, single)",Yes,9000,,,
20111718,"Mosquito net (white, not treated)",Yes,950,,,
20111718,"Ganyu wage, 1 day, adult male",Yes,200,,,
20112661,Maize grain,Yes,30,1,Kilogram,
20112661,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20112661,Cost to grind 50 kg bag of maize,Yes,360,,,
20112661,Cost to grind 50 kg bag of rice,Yes,360,,,
20112661,Rice,Yes,180,1,Kilogram,
20112661,White bread loaf (unsliced),No,,,,
20112661,Scone / Mandazi,Yes,20,1,Piece,
20112661,Beans,Yes,175,1,Kilogram,
20112661,Cabbage,Yes,100,1,Piece,
20112661,Tomatoes,Yes,50,1,Heap,
20112661,Banana,Yes,5,1,Piece,
20112661,Fresh milk (liquid),No,,,,
20112661,Egg,Yes,30,1,Piece,
20112661,Chicken (live),Yes,600,1,Piece,
20112661,Dried fish (usipa),Yes,100,1,Heap,
20112661,Beef,Yes,500,1,Kilogram,
20112661,Tea leaves,Yes,20,10,Gram,
20112661,Salt,Yes,60,1,Kilogram,
20112661,"Sugar, white",Yes,170,1,Kilogram,
20112661,"Cooking oil (Kazinga, Kukoma)",Yes,40,10,Millilitre,
20112661,"Chips, potato (street vendor)",Yes,50,1,Other (Specify),SPOON
20112661,Bar soap (Maluwa),Yes,25,1,Piece,
20112661,Toothbrush,Yes,20,1,Piece,
20112661,Toothpaste (50 g tube),Yes,65,10,Gram,MILLIGRAMS
20112661,"Clothes soap (Omo, Surf)",Yes,70,25,Gram,
20112661,Vaseline/glycerin,Yes,60,10,Gram,
20112661,Aspirin or Panadol,Yes,10,2,Piece,
20112661,Fansidar (3 tablet packet),No,,,,
20112661,Chitenje cloth,Yes,350,1,Piece,
20112661,Trousers (kaunjika),Yes,150,,,
20112661,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20112661,Carlsberg beer (bottle),Yes,100,,,
20112661,"Cigarettes, Embassy (packet)",Yes,100,,,
20112661,Battery (dry cell) for radio,Yes,45,,,
20112661,"Watch, digital (simple), plastic",No,,,,
20112661,Firewood,Yes,100,1,Heap,
20112661,Charcoal,Yes,250,1,50 KG. Bag,
20112661,Paraffin,Yes,160,300,Millilitre,
20112661,Chemical fertilizer (mkt value),No,,,,
20112661,Pesticides/Insecticides (mkt value),No,,,,
20112661,Herbicides/Fungicides (mkt value),No,,,,
20112661,Motorized transport of crop output (per 50kg),Yes,200,,,
20112661,Hybrid maize seed (mkt value),No,,,,
20112661,"Hand hoe, without handle",Yes,350,,,
20112661,Panga,Yes,360,,,
20112661,Sickle,Yes,150,,,
20112661,Axe,Yes,350,,,
20112661,Bicycle,No,,,,
20112661,"Foam mattress (10 cm, single)",No,,,,
20112661,"Mosquito net (white, not treated)",No,,,,
20112661,"Ganyu wage, 1 day, adult male",Yes,200,,,
20113112,Maize grain,Yes,500,1,Pail (Large),
20113112,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20113112,Cost to grind 50 kg bag of maize,Yes,360,,,
20113112,Cost to grind 50 kg bag of rice,No,,,,
20113112,Rice,No,,,,
20113112,White bread loaf (unsliced),No,,,,
20113112,Scone / Mandazi,Yes,20,1,Piece,
20113112,Beans,Yes,50,1,Cup,
20113112,Cabbage,Yes,30,1,Piece,
20113112,Tomatoes,Yes,20,1,Heap,
20113112,Banana,Yes,10,2,Piece,
20113112,Fresh milk (liquid),No,,,,
20113112,Egg,Yes,20,1,Piece,
20113112,Chicken (live),Yes,600,1,Piece,
20113112,Dried fish (usipa),Yes,100,1,Heap,
20113112,Beef,Yes,500,1,Kilogram,
20113112,Tea leaves,Yes,10,10,Gram,
20113112,Salt,Yes,80,1,Kilogram,
20113112,"Sugar, white",Yes,150,1,Kilogram,
20113112,"Cooking oil (Kazinga, Kukoma)",Yes,50,10,Millilitre,
20113112,"Chips, potato (street vendor)",Yes,50,1,Cup,
20113112,Bar soap (Maluwa),Yes,30,1,Piece,
20113112,Toothbrush,Yes,15,1,Piece,
20113112,Toothpaste (50 g tube),Yes,30,1,Piece,
20113112,"Clothes soap (Omo, Surf)",Yes,75,1,Satchet/Tube,
20113112,Vaseline/glycerin,Yes,50,1,Gram,
20113112,Aspirin or Panadol,Yes,5,1,Piece,
20113112,Fansidar (3 tablet packet),No,,,,
20113112,Chitenje cloth,Yes,350,1,Piece,
20113112,Trousers (kaunjika),Yes,400,,,
20113112,"Coca-Cola, Fanta (bottle)",Yes,50,,,
20113112,Carlsberg beer (bottle),Yes,120,,,
20113112,"Cigarettes, Embassy (packet)",Yes,200,,,
20113112,Battery (dry cell) for radio,Yes,40,,,
20113112,"Watch, digital (simple), plastic",No,,,,
20113112,Firewood,No,,,,
20113112,Charcoal,No,,,,
20113112,Paraffin,Yes,100,300,Millilitre,
20113112,Chemical fertilizer (mkt value),No,,,,
20113112,Pesticides/Insecticides (mkt value),No,,,,
20113112,Herbicides/Fungicides (mkt value),No,,,,
20113112,Motorized transport of crop output (per 50kg),Yes,100,,,
20113112,Hybrid maize seed (mkt value),No,,,,
20113112,"Hand hoe, without handle",Yes,500,,,
20113112,Panga,Yes,300,,,
20113112,Sickle,Yes,120,,,
20113112,Axe,Yes,500,,,
20113112,Bicycle,No,,,,
20113112,"Foam mattress (10 cm, single)",No,,,,
20113112,"Mosquito net (white, not treated)",No,,,,
20113112,"Ganyu wage, 1 day, adult male",No,,,,
20115434,Maize grain,Yes,20,1,Kilogram,
20115434,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20115434,Cost to grind 50 kg bag of maize,Yes,360,,,
20115434,Cost to grind 50 kg bag of rice,Yes,360,,,
20115434,Rice,Yes,200,1,Kilogram,
20115434,White bread loaf (unsliced),Yes,120,1,Piece,
20115434,Scone / Mandazi,Yes,10,1,Piece,
20115434,Beans,Yes,100,1,Kilogram,
20115434,Cabbage,Yes,50,1,Heap,
20115434,Tomatoes,Yes,10,2,Piece,
20115434,Banana,Yes,50,300,Millilitre,
20115434,Fresh milk (liquid),Yes,35,1,Piece,
20115434,Egg,Yes,700,1,Piece,
20115434,Chicken (live),Yes,50,1,Heap,
20115434,Dried fish (usipa),Yes,800,1,Kilogram,
20115434,Beef,Yes,10,20,Gram,
20115434,Tea leaves,Yes,80,1,Kilogram,
20115434,Salt,Yes,180,1,Kilogram,
20115434,"Sugar, white",Yes,180,1,Kilogram,
20115434,"Cooking oil (Kazinga, Kukoma)",Yes,260,25,Litre,
20115434,"Chips, potato (street vendor)",Yes,50,1,Other (Specify),SPOON
20115434,Bar soap (Maluwa),Yes,30,1,Piece,
20115434,Toothbrush,Yes,20,1,Piece,
20115434,Toothpaste (50 g tube),Yes,150,10,Gram,
20115434,"Clothes soap (Omo, Surf)",Yes,85,250,Gram,
20115434,Vaseline/glycerin,Yes,275,100,Millilitre,
20115434,Aspirin or Panadol,Yes,10,2,Piece,
20115434,Fansidar (3 tablet packet),Yes,75,3,Piece,
20115434,Chitenje cloth,Yes,500,1,Piece,
20115434,Trousers (kaunjika),Yes,800,,,
20115434,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20115434,Carlsberg beer (bottle),Yes,120,,,
20115434,"Cigarettes, Embassy (packet)",Yes,150,,,
20115434,Battery (dry cell) for radio,Yes,45,,,
20115434,"Watch, digital (simple), plastic",No,,,,
20115434,Firewood,Yes,20,1,Bunch,
20115434,Charcoal,Yes,500,1,50 KG. Bag,
20115434,Paraffin,Yes,165,1,Litre,
20115434,Chemical fertilizer (mkt value),Yes,5300,50,Kilogram,
20115434,Pesticides/Insecticides (mkt value),Yes,350,1,Litre,
20115434,Herbicides/Fungicides (mkt value),Yes,250,1,Litre,
20115434,Motorized transport of crop output (per 50kg),Yes,200,,,
20115434,Hybrid maize seed (mkt value),Yes,360,1,Kilogram,
20115434,"Hand hoe, without handle",Yes,200,,,
20115434,Panga,Yes,250,,,
20115434,Sickle,Yes,150,,,
20115434,Axe,Yes,300,,,
20115434,Bicycle,Yes,12500,,,
20115434,"Foam mattress (10 cm, single)",Yes,5000,,,
20115434,"Mosquito net (white, not treated)",Yes,785,,,
20115434,"Ganyu wage, 1 day, adult male",Yes,250,,,
20205207,Maize grain,Yes,25,1,Kilogram,
20205207,"Maize flour (Gramil, Rab, or locally milled)",Yes,20,1,Kilogram,
20205207,Cost to grind 50 kg bag of maize,Yes,210,,,
20205207,Cost to grind 50 kg bag of rice,Yes,300,,,
20205207,Rice,Yes,120,1,Kilogram,
20205207,White bread loaf (unsliced),Yes,140,1,Piece,
20205207,Scone / Mandazi,Yes,20,1,Piece,
20205207,Beans,Yes,125,1,Kilogram,
20205207,Cabbage,Yes,50,1,Piece,
20205207,Tomatoes,Yes,20,1,Heap,
20205207,Banana,Yes,10,3,Piece,
20205207,Fresh milk (liquid),Yes,180,100,Millilitre,
20205207,Egg,Yes,30,1,Piece,
20205207,Chicken (live),Yes,500,1,Piece,
20205207,Dried fish (usipa),Yes,50,1,Heap,
20205207,Beef,Yes,500,1,Kilogram,
20205207,Tea leaves,Yes,30,5,Gram,
20205207,Salt,Yes,20,1,No. 10 Plate,
20205207,"Sugar, white",Yes,160,11,Kilogram,
20205207,"Cooking oil (Kazinga, Kukoma)",Yes,150,250,Millilitre,
20205207,"Chips, potato (street vendor)",Yes,70,1,No. 12 Plate,
20205207,Bar soap (Maluwa),Yes,250,1,Piece,
20205207,Toothbrush,Yes,20,1,Piece,
20205207,Toothpaste (50 g tube),Yes,50,1,Piece,
20205207,"Clothes soap (Omo, Surf)",Yes,20,1,Satchet/Tube,
20205207,Vaseline/glycerin,Yes,50,50,Gram,
20205207,Aspirin or Panadol,Yes,5,2,Piece,
20205207,Fansidar (3 tablet packet),No,,,,
20205207,Chitenje cloth,Yes,300,1,Piece,
20205207,Trousers (kaunjika),Yes,400,,,
20205207,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20205207,Carlsberg beer (bottle),No,,,,
20205207,"Cigarettes, Embassy (packet)",Yes,300,,,
20205207,Battery (dry cell) for radio,Yes,45,,,
20205207,"Watch, digital (simple), plastic",Yes,200,,,
20205207,Firewood,Yes,150,1,Heap,
20205207,Charcoal,Yes,300,50,Kilogram,
20205207,Paraffin,Yes,150,1,Litre,
20205207,Chemical fertilizer (mkt value),Yes,6000,50,Kilogram,
20205207,Pesticides/Insecticides (mkt value),Yes,150,200,Gram,
20205207,Herbicides/Fungicides (mkt value),No,,,,
20205207,Motorized transport of crop output (per 50kg),Yes,50,,,
20205207,Hybrid maize seed (mkt value),Yes,1700,10,Kilogram,
20205207,"Hand hoe, without handle",Yes,700,,,
20205207,Panga,Yes,240,,,
20205207,Sickle,Yes,150,,,
20205207,Axe,Yes,200,,,
20205207,Bicycle,Yes,15000,,,
20205207,"Foam mattress (10 cm, single)",Yes,9500,,,
20205207,"Mosquito net (white, not treated)",Yes,800,,,
20205207,"Ganyu wage, 1 day, adult male",Yes,500,,,
20206362,Maize grain,Yes,52,1,Kilogram,
20206362,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
20206362,Cost to grind 50 kg bag of maize,Yes,300,,,
20206362,Cost to grind 50 kg bag of rice,Yes,450,,,
20206362,Rice,Yes,3000,1,50 KG. Bag,
20206362,White bread loaf (unsliced),Yes,160,1,Piece,
20206362,Scone / Mandazi,Yes,10,1,Piece,
20206362,Beans,Yes,180,1,Kilogram,
20206362,Cabbage,Yes,60,1,Piece,
20206362,Tomatoes,Yes,30,1,Heap,
20206362,Banana,Yes,10,4,Piece,
20206362,Fresh milk (liquid),Yes,300,1,Litre,
20206362,Egg,Yes,30,1,Piece,
20206362,Chicken (live),Yes,500,1,Piece,
20206362,Dried fish (usipa),Yes,50,1,Heap,
20206362,Beef,Yes,450,1,Kilogram,
20206362,Tea leaves,Yes,30,250,Gram,
20206362,Salt,Yes,20,1,No. 10 Plate,
20206362,"Sugar, white",Yes,150,1,Kilogram,
20206362,"Cooking oil (Kazinga, Kukoma)",Yes,450,1,Litre,
20206362,"Chips, potato (street vendor)",Yes,33,1,Heap,
20206362,Bar soap (Maluwa),Yes,250,1,Piece,
20206362,Toothbrush,Yes,30,1,Piece,
20206362,Toothpaste (50 g tube),Yes,75,1,Satchet/Tube,
20206362,"Clothes soap (Omo, Surf)",Yes,90,30,Gram,
20206362,Vaseline/glycerin,Yes,50,50,Gram,
20206362,Aspirin or Panadol,Yes,5,12,Piece,
20206362,Fansidar (3 tablet packet),No,,,,
20206362,Chitenje cloth,Yes,450,1,Piece,
20206362,Trousers (kaunjika),Yes,400,,,
20206362,"Coca-Cola, Fanta (bottle)",Yes,60,,,
20206362,Carlsberg beer (bottle),Yes,150,,,
20206362,"Cigarettes, Embassy (packet)",Yes,10,,,
20206362,Battery (dry cell) for radio,Yes,40,,,
20206362,"Watch, digital (simple), plastic",Yes,150,,,
20206362,Firewood,Yes,150,1,Heap,
20206362,Charcoal,Yes,300,1,50 KG. Bag,
20206362,Paraffin,Yes,100,300,Millilitre,
20206362,Chemical fertilizer (mkt value),Yes,5600,1,50 KG. Bag,
20206362,Pesticides/Insecticides (mkt value),Yes,400,1,Satchet/Tube,
20206362,Herbicides/Fungicides (mkt value),Yes,1500,1,Litre,
20206362,Motorized transport of crop output (per 50kg),Yes,70,,,
20206362,Hybrid maize seed (mkt value),Yes,1700,5,Kilogram,
20206362,"Hand hoe, without handle",Yes,800,,,
20206362,Panga,Yes,450,,,
20206362,Sickle,Yes,150,,,
20206362,Axe,Yes,250,,,
20206362,Bicycle,Yes,13500,,,
20206362,"Foam mattress (10 cm, single)",Yes,6000,,,
20206362,"Mosquito net (white, not treated)",Yes,850,,,
20206362,"Ganyu wage, 1 day, adult male",Yes,300,,,
20302539,Maize grain,Yes,25,1,Kilogram,
20302539,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
