case_id,hhid,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m,Fish_SpeciesID
202052980446,9e675de9b63c42e7a24eb9a8501cfecd,chambo,,10,DOZEN / BUNDLE,,smoked,,14000,yes,2,DOZEN / BUNDLE,,fresh,,14000,10,DOZEN / BUNDLE,,smoked,,22000,no,,,,,,,
202052980483,8ddd6c96ab654f27b5c4a57019e4ff26,utaka,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,ncheni,,120,piece,,fresh,.,600,no,,,.,,.,,8500,DOZEN / BUNDLE,,fresh,.,250,no,,,,,.,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,,,2,DOZEN / BUNDLE,,fresh,,1500,no,,,,,,,0,,,,,,no,,,,,,,3
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,,,120,piece,,fresh,,600,no,,,,,,,8500,DOZEN / BUNDLE,,fresh,,250,no,,,,,,,8
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,mlamba,,2,DOZEN / BUNDLE,,fresh,.,1500,no,,,.,,.,,0,,,,.,,no,,,,,.,,
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,,,0,,,,,,no,,,,,,,45,SMALL BASKET,,fresh,,2000,no,,,,,,,9
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,usipa,,0,,,,.,,no,,,.,,.,,45,SMALL BASKET,,fresh,.,2000,no,,,,,.,,
203043150058,05287b8a9b02420aab61f38e7735a661,utaka,,20,SMALL BASKET,,smoked,,300,no,,,,,,,40,OTHER (SPECIFY),5LITRE BUCKET,smoked,,300,no,,,,,,,
204013290361,d0e7292b2751426d8dbccb604e7a5637,usipa,,24,SMALL BASKET,,SUN-DRIED,,4500,no,,,,,,,4,SMALL BASKET,,SUN-DRIED,,8000,no,,,,,,,
204023310139,82ba414784a74d67a4969642d33547c2,matemba,,20,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,3500,yes,2,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,3500,400,OTHER (SPECIFY),HEAP,SUN-DRIED,,200,no,,,,,,,
204033350225,790820b51ec4480384f763450bb42496,matemba,,2,OTHER (SPECIFY),5 LITRE BUCKET  (CHIGOBA),SUN-DRIED,,2500,no,,,,,,,2,OTHER (SPECIFY),5 LITRE BUCKET  (CHIGOBA),SUN-DRIED,,4800,no,,,,,,,
204033350225,790820b51ec4480384f763450bb42496,mlamba,,3,DOZEN / BUNDLE,,fresh,,2300,no,,,,,,,3,DOZEN / BUNDLE,,fresh,,3900,no,,,,,,,
204073490117,cec7d1c2f9e94674af21c60ec197216b,usipa,,1,SMALL BASKET,,OTHER (SPECIFY),"""BOILED THEN DRIED """,4000,no,,,,,,,6750,SMALL BASKET,,OTHER (SPECIFY),"""BOILED THEN DRIED """,5250,no,,,,,,,
204073490314,55979eee64554e1289d1d0def5e2c98d,utaka,,4,OTHER (SPECIFY),"""5 LITRE BUCKET """,smoked,,2000,no,,,,,,,4,OTHER (SPECIFY),"""5 LITRE BUCKET """,smoked,,5000,no,,,,,,,
204213500237,3c9c87d185594c99acf7801c92890fc7,,,4400,LARGE BASKET,,SUN-DRIED,,2200,no,,,,,,,6500,OTHER (SPECIFY),HEAPS,SUN-DRIED,,200,no,,,,,,,9
204213500237,3c9c87d185594c99acf7801c92890fc7,usipa,,4400,LARGE BASKET,,SUN-DRIED,.,2200,no,,,.,,.,,6500,OTHER (SPECIFY),HEAPS,SUN-DRIED,.,200,no,,,,,.,,
205013520002,c98aa0e64d244cf282e499f933bd9013,utaka,,56,SMALL BASKET,,SUN-DRIED,,2000,no,,,,,,,56,SMALL BASKET,,SUN-DRIED,,4500,no,,,,,,,
205053610028,6893c0ddf8ba4480a581b0e5013b3a58,chambo,,2,LARGE BASKET,,fresh,.,150000,no,,,.,,.,,421000,LARGE BASKET,,fresh,.,210500,no,,,,,.,,
205053630007,c4a5b9b6955f4b9ebb760011982608f3,chambo,,0,,,,.,,no,,,.,,.,,1,DOZEN / BUNDLE,,fresh,,12000,no,,,,,.,,
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,ncheni,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,chambo,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
205063640084,ffbc73c7c17549d2993d0961303bef5e,usipa,,36,SMALL BASKET,,fresh,,2500,no,,,,,,,36,SMALL BASKET,,fresh,,4000,no,,,,,,,
205073660215,6be01cfaa04340bba2fe0bfaddaea4f7,usipa,,306,SMALL BASKET,,SUN-DRIED,,800,no,,,,,,,306,SMALL BASKET,,SUN-DRIED,,1700,no,,,,,,,
205073690098,6309510319224b90a8b1c9a7b86d1d8a,usipa,,0,,,,.,,no,,,.,,.,,3,LARGE BASKET,,fresh,.,8000,no,,,,,.,,
205073690098,6309510319224b90a8b1c9a7b86d1d8a,ncheni,,0,,,,.,,no,,,.,,.,,6,LARGE BASKET,,fresh,.,40000,no,,,,,.,,
205093710037,5cd87a3c0e03474aae127305863dab3c,ncheni,,7,LARGE BASKET,,fresh,.,20000,no,,,.,,.,,3,LARGE BASKET,,fresh,,20000,no,,,,,.,,
205093710037,5cd87a3c0e03474aae127305863dab3c,usipa,,21,LARGE BASKET,,fresh,.,18000,yes,3,LARGE BASKET,.,fresh,.,18000,3,LARGE BASKET,,fresh,,18000,no,,,,,.,,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,ncheni,,4,LARGE BASKET,,fresh,.,25000,no,,,.,,.,,4,LARGE BASKET,,fresh,,25000,no,,,,,.,,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,matemba,,5,LARGE BASKET,,fresh,.,50000,no,,,.,,.,,5,LARGE BASKET,,fresh,,5,no,,,,,.,,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,mlamba,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,matemba,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
205203730449,4a5446062c9147b0840e38c0f0f537d7,usipa,,10,SMALL BASKET,,fresh,,4500,no,,,,,,,10,SMALL BASKET,,fresh,,8800,no,,,,,,,
205213740051,efead557527c4756938f9c6280e9d4f1,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
205213740258,1be356194ac443a58ce70510ed78b02d,other,MAINGA,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
206023810092,19999a7f57e14193a4c9da2c6912cae9,makakani,,1,25 KG BAG,,SUN-DRIED,.,2500,no,,,.,,.,,1,25 KG BAG,,SUN-DRIED,,3000,no,,,,,.,,
206023810092,19999a7f57e14193a4c9da2c6912cae9,matemba,,6,5 KG BAG,,SUN-DRIED,.,6000,no,,,.,,.,,6,5 KG BAG,,SUN-DRIED,,9000,no,,,,,.,,
206023810092,19999a7f57e14193a4c9da2c6912cae9,ncheni,,5,5 KG BAG,,fresh,.,5000,no,,,.,,.,,5,5 KG BAG,,fresh,,10000,no,,,,,.,,
206023810554,f1d320e5dee143feb8d0a61d8a17ac13,usipa,,2,LARGE BASKET,,SUN-DRIED,.,3500,no,,,,,.,,2,LARGE BASKET,,SUN-DRIED,.,3500,no,,,,,.,,
206104000156,eaff9789680b4089a9ca81168d86577c,usipa,,10,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4000,no,,,,,,,7,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4000,no,,,,,,,
206104000156,eaff9789680b4089a9ca81168d86577c,utaka,,10,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,5000,no,,,,,,,8,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,8,no,,,,,,,
207204340029,ab04801d0c304c8d9b9847efd92646d1,utaka,,3,SMALL BASKET,,smoked,.,5400,no,,,.,,.,,3,SMALL BASKET,,smoked,.,8500,no,,,,,.,,
207204340029,ab04801d0c304c8d9b9847efd92646d1,matemba,,3,SMALL BASKET,,SUN-DRIED,.,2000,no,,,.,,.,,3,SMALL BASKET,,SUN-DRIED,.,3000,no,,,,,.,,
