case_id,hhid,Fishing_GearID,fs_d01a,fs_d01b,fs_d02,fs_d03,fs_d04,fs_d05_filter,fs_d05,fs_d06_filter,fs_d06
106012270162,53b1172c8b584b9baacecaa75a988982,Usipa (mosquito) net,yes,,2,2,250000,yes,1,no,
106012280034,dda4810cf7b841b592cbc3ba5e724664,Usipa (mosquito) net,yes,,1,1,200000,no,,no,
106012280073,cfdf0fa754b54dd6ae961b086d0e4809,Mbuka/ntaya/ukonde (gillnet),yes,,2,2,120000,no,,no,
106012290134,4073d45af850495d9611563823d55180,Mbuka/ntaya/ukonde (gillnet),yes,,10,10,16500,no,,no,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,Mbuka/ntaya/ukonde (gillnet),yes,,7,7,3500,yes,3700,no,
201082640304,5cd17aa582ec463e84659a66629604ae,Usipa (mosquito) net,yes,,1,0,16000,no,,no,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,Mbuka/ntaya/ukonde (gillnet),yes,,15,15,1000,yes,1,no,
201112690206,287d0d7c1b8540d99d2ae5dfe6b6d71a,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,500,yes,1,yes,1500
201112710059,c528094c2b9b4b03a6cd38525fec71a6,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,150000,no,,no,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,Mbuka/ntaya/ukonde (gillnet),no,,0,4,12000,no,,no,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,Mono (fish traps),yes,,7,9,14400,yes,2,no,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,Mono (fish traps),yes,,3,3,0,no,,no,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,Usipa (mosquito) net,yes,,1,1,200000,yes,150,no,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,Mbedza (long /hand line),yes,,400,400,6000,no,,no,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,15000,yes,20,no,
202012790017,46c31e2787854017aad444deac23fc88,Usipa (mosquito) net,yes,,1,0,500000,no,,,
202012790029,bea54af9c5784c588259a0e17174c84a,Usipa (mosquito) net,yes,,1,1,260000,no,,no,
202012790035,f4dcd135283b45529ce279049f9e7c7e,Usipa (mosquito) net,yes,,4,4,100000,no,,no,
202012790040,7241cd8f32ff4106b55025b4a6f5d740,"Other, specify",yes,zilepa,1,1,7000,yes,500,no,
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,Usipa (mosquito) net,yes,,1,1,200000,no,,no,
202012790076,756f72ccd7ea4838ac486b84b997a376,Mono (fish traps),yes,,5,5,500,yes,2,no,
202012790110,307b4e2bc52f43c4bf011312ecbde122,Usipa (mosquito) net,yes,,1,0,150000,no,,no,
202012790121,73039d062d694c268787010492da465f,Mbedza (long /hand line),yes,,5,5,150,yes,5,no,
202012830237,f1e45c98b9aa4142aa04d55d518d6618,"Other, specify",yes,CHILIMIRA,1,1,300000,no,,no,
202012830332,e118aea74b9441689e8c0614c3be2f81,Usipa (mosquito) net,yes,,82,0,500,no,,yes,91000
202012830332,e118aea74b9441689e8c0614c3be2f81,Mbedza (long /hand line),yes,,14,14,25,yes,1,no,
202012830332,e118aea74b9441689e8c0614c3be2f81,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,65000,no,,yes,500000
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,Mbedza (long /hand line),yes,,40,40,9000,yes,20,no,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,Mbuka/ntaya/ukonde (gillnet),yes,,2,2,35000,yes,2,no,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,Mbuka/ntaya/ukonde (gillnet),yes,,11,11,0,no,,no,
202032900151,1f30ffc4d661494ba2460dcbd9d9fe72,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,30000,no,,no,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,Mbedza (long /hand line),yes,,200,200,50,yes,200,no,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,27800,no,,no,
202042920087,a869738b3ba644d694cd471ba4fc1217,Usipa (mosquito) net,yes,,21,0,10000,no,,no,
202042920087,a869738b3ba644d694cd471ba4fc1217,Mbuka/ntaya/ukonde (gillnet),yes,,4,0,36000,no,,no,
202042920250,df201e07e33d498e88849bae523fe4fb,"Other, specify",yes,"""MAKOMBE """,10,10,200000,no,,no,
202042930039,4a44c65028c0441ebcec6279f89cd169,Chavi (castnet),yes,,16,2,10000,no,,no,
202052980182,501edaad2ff549519cbf0dc13638bd65,Mono (fish traps),yes,,1,1,1500,yes,1,no,
202052980483,8ddd6c96ab654f27b5c4a57019e4ff26,Chavi (castnet),yes,,1,1,15000,yes,1,no,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,Mbedza (long /hand line),yes,,500,500,1500,no,,no,
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,Usipa (mosquito) net,yes,,1,1,10000,no,,no,
204023310182,012da9e82da04e21a13f1211b30dbac4,Mbedza (long /hand line),yes,,10,6,300,yes,180,yes,120
204023310182,012da9e82da04e21a13f1211b30dbac4,"Other, specify",yes,Makombe,5,3,5000,yes,1,no,
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,Mono (fish traps),yes,,6,6,1500,no,,no,
205013530199,1c620ac416b8465285a825bef3a706b7,Usipa (mosquito) net,yes,,2,0,15000,no,,no,
205013530199,1c620ac416b8465285a825bef3a706b7,Kambuzi (beach) seine,yes,,2,0,0,no,,no,
205053630007,c4a5b9b6955f4b9ebb760011982608f3,Mbuka/ntaya/ukonde (gillnet),yes,,6,0,1800,no,,no,
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,Mbedza (long /hand line),yes,,10,10,20,yes,100,no,
205073690098,6309510319224b90a8b1c9a7b86d1d8a,Chavi (castnet),,,1,1,100000,no,,no,
205093710037,5cd87a3c0e03474aae127305863dab3c,"Other, specify",yes,CHILAMBI,1,0,0,no,,no,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,"Other, specify",yes,"""KANDWINWI """,1,0,75000,no,,yes,9000
205093710152,0728a3a61db34c41a2cb7349239ddf41,Mbuka/ntaya/ukonde (gillnet),no,,0,0,,,,,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,Mbedza (long /hand line),yes,,3,3,100,yes,100,no,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,Mono (fish traps),yes,,2,2,1500,no,,no,
205213740051,efead557527c4756938f9c6280e9d4f1,Mbedza (long /hand line),yes,,150,150,15,yes,38,no,
205213740258,1be356194ac443a58ce70510ed78b02d,Mbedza (long /hand line),yes,,4,2,400,no,,no,
208074530245,d42801a9eb0f4ab985798cb018d206e7,Mbuka/ntaya/ukonde (gillnet),yes,,1500,1,100000,no,,yes,100000
208074530303,8b3253a5c03d41eb9aafd4a82925bb87,Mono (fish traps),yes,,4,4,600,yes,2,no,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,1000000,no,,no,
301025240017,f461be67c7ff4396b43392d0274e262e,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,300000,no,,yes,24000
301025240034,8f666486648f44ea8d02359f35a2bd9f,Mbedza (long /hand line),yes,,1500,1500,20,no,,no,
301025240034,8f666486648f44ea8d02359f35a2bd9f,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,500,no,,no,
301025240314,3aff34efc5254364b6bceeeb1932b2c4,Mbuka/ntaya/ukonde (gillnet),yes,,21,0,7000,no,,no,
301035250264,99c9b70b452f42adb3653c2fbdac459f,Usipa (mosquito) net,yes,,1,1,800,no,,no,
301085380027,e0834f6a719e4b6a8d46bc4cf7dcebf7,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,30000,no,,yes,20000
301085380160,776f944f5bef40be9a86bd44244485cf,Usipa (mosquito) net,no,,0,0,0,no,,yes,3500
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,Mbedza (long /hand line),yes,,100,100,1000,yes,1,no,
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,Mbuka/ntaya/ukonde (gillnet),yes,,2,0,10000,no,,yes,9000
301215420102,8fe404afd210435ebf7f864bb9439bd9,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,40000,no,,yes,2000
301215420280,f1b6f0ef573a4c7ebacbb5c7d5b77b82,Mbuka/ntaya/ukonde (gillnet),yes,,2,0,700,no,,yes,600
301215420565,f0c89d23cb8f422c96d9fff1e9a2982c,"Other, specify",yes,khoka,1,0,100000,no,,no,
302015440357,e8a28bffb60b46a380d96f91cd71a32d,Mbuka/ntaya/ukonde (gillnet),no,,,,,,,,
302015440357,e8a28bffb60b46a380d96f91cd71a32d,Mono (fish traps),no,,,,,,,,
302035530051,48de4c2b59e84c6993d7b64c853bbfec,Mono (fish traps),yes,,30,30,15000,no,,no,
302035540030,2ed0c205f1dd42ba938c9bc18c8b4451,Mono (fish traps),yes,,30,30,400,no,,no,
302035540045,be0e640433434181b3ab6564a2d60338,Mono (fish traps),yes,,30,30,200,no,,no,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,Mono (fish traps),yes,,20,20,500,no,,no,
302035540090,82db37c27f1a4d3dad081d4698f75d05,Mono (fish traps),yes,,30,30,1000,no,,no,
302035540256,4956d949fe6d49f69d9ba20a8d4b86a1,Mono (fish traps),yes,,20,20,200,no,,no,
302035540271,d7ff56ed5b444e3493fd0b78d27a9cc5,Mono (fish traps),yes,,80,80,50000,no,,no,
302055560066,98393db9f92b48ddb2967d1a876860d7,Mbedza (long /hand line),yes,,300,300,7500,yes,3,no,
302055560066,98393db9f92b48ddb2967d1a876860d7,Mbuka/ntaya/ukonde (gillnet),yes,,5,5,3750,yes,5,no,
302055560066,98393db9f92b48ddb2967d1a876860d7,Mono (fish traps),yes,,6,6,3000,yes,6,no,
302055560090,0da34ccbd1f84c3bbd7b1208c42a9189,Mbedza (long /hand line),yes,,2,2,2500,yes,20,yes,2000
302055560090,0da34ccbd1f84c3bbd7b1208c42a9189,Mono (fish traps),yes,,2,3,3000,yes,2,no,
302055560470,815ab5adbfb44b2e8fa7993ddccc7d64,Mbedza (long /hand line),yes,,2,2,300,yes,1,no,
302075590004,fb21bda6e97540dc9393e755cf5221de,Mbuka/ntaya/ukonde (gillnet),yes,,30,30,22500,yes,30,no,
302075600033,ec27dff59dc04b33b2ca19d9e24ace5a,Mono (fish traps),yes,,19,19,350,no,,no,
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,Mono (fish traps),yes,,40,40,1500,yes,32,no,
302085620073,8987c86a34d44006b4ddb42e2e4cf735,Mono (fish traps),yes,,20,20,1500,no,,no,
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,Mono (fish traps),yes,,45,45,3000,no,,no,
303025730018,cceb5c77d3e84c32986566ca1771284d,Mbuka/ntaya/ukonde (gillnet),yes,,2,2,200000,no,,no,
303025730130,ea35b6b913e24b4693837847c8b344c5,Mbedza (long /hand line),yes,,3,3,1500,yes,3,no,
303025730130,ea35b6b913e24b4693837847c8b344c5,Mono (fish traps),yes,,30,30,800,no,,no,
303025730226,b6be6a7b4cfd4d7b95bf635c402234fc,Mbedza (long /hand line),yes,,35,35,1400,yes,6,no,
303025730263,2d65f6cbc7654b29a4babfef427f8c65,Kambuzi (beach) seine,yes,,3,0,0,no,,no,
303025730318,31fda59924d7462799196c02098345af,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,50000,no,,no,
303025730354,c88d0feb34de41e7b29b020fac7d45c2,Mbedza (long /hand line),yes,,100,100,1600,no,,no,
303025730354,c88d0feb34de41e7b29b020fac7d45c2,Mbuka/ntaya/ukonde (gillnet),yes,,50,0,4000,no,,no,
303025730354,c88d0feb34de41e7b29b020fac7d45c2,Mono (fish traps),yes,,50,0,200,no,,no,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,Mono (fish traps),yes,,4,4,6000,no,,no,
307056690018,1d49f698513944f38d3dcde0818f5049,Usipa (mosquito) net,yes,,1,1,3500,yes,1,no,
307056690018,1d49f698513944f38d3dcde0818f5049,Mbedza (long /hand line),yes,,2,1,50,yes,50,no,
307056690018,1d49f698513944f38d3dcde0818f5049,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,2000,no,,no,
308207100056,462be412cdc7434fae547cf40bdcd14e,"Other, specify",yes,"""Makelele """,4,0,50000,no,,no,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,Mono (fish traps),yes,,65,65,300,no,,no,
309017130078,0efc68515967476cb7731b9a3aa6e407,Mono (fish traps),yes,,200,200,500,no,,no,
309017250111,31ff781d12ad47ef913859d5728335c5,Mbedza (long /hand line),yes,,1,1,20,yes,1,no,
309037320027,e4976bb96e2b4efea6da21ce803ee95f,Mbuka/ntaya/ukonde (gillnet),no,,0,0,0,no,,no,
309037320057,7fb8a91e208e44099f110cc25a37958f,Mbuka/ntaya/ukonde (gillnet),no,,0,0,0,no,,no,
309037320057,7fb8a91e208e44099f110cc25a37958f,Chavi (castnet),no,,0,0,0,no,,no,
309037320086,db38df48375440688e2b4a99ace3d3e3,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,0,no,,no,
309037320145,f4c360a70cf94e36992ea6b95dafeddf,Mono (fish traps),yes,,8,8,0,no,,no,
309037320155,df5c912c36334f76954e43a1573b7495,Mbuka/ntaya/ukonde (gillnet),,,3,3,4000,no,,no,
309037330358,ac29c40bd5d145e3abc001c40fb75f97,Mbuka/ntaya/ukonde (gillnet),yes,,2,0,3000,no,,yes,1500
310017360274,162acaab50714710968e18ba60d29705,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,50000,no,,yes,2000
310037490103,a69cb4b685ad49d5aca705ae92733104,"Other, specify",yes,UTAKA,5,5,25000,no,,no,
310077550132,eae7ed540374429c86b201f812121926,Mono (fish traps),yes,,4,4,2000,no,,no,
310077550352,172e48fd0bfb4a63918d58fad28215fd,Mono (fish traps),yes,,2,2,1500,no,,no,
310077550352,172e48fd0bfb4a63918d58fad28215fd,Chavi (castnet),yes,,1,1,5000,no,,yes,8000
311047620222,59af2959373a49688125879137dc025b,Mbedza (long /hand line),yes,,1,1,2350,yes,2500,no,
311047620238,55528faf2f834dca86748ae2b0071c91,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,10000,no,,no,
311047660049,560b4e33c23942f68dd09fdc7b38cfa4,Mono (fish traps),yes,,1,1,0,no,,no,
311047660204,4861d8dd61ff411b8ffb7659ec704227,Mono (fish traps),yes,,3,3,4500,no,,no,
311047670007,fc0c6c2029ba4946904eeb0f511725eb,Mbuka/ntaya/ukonde (gillnet),yes,,4,4,12500,no,,no,
311047670022,23854e9fb8674e979c09cc41550e9bbc,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,2500,no,,no,
311047680199,742c8b9196d14efba5a985ee1efeb29e,Mbedza (long /hand line),yes,,2,2,20,no,,no,
311047680229,2269acdf7ce34832985d1e67590ac420,Mbedza (long /hand line),yes,,8,8,40,yes,3,no,
311067720146,b8d409cb3ee24381ba71da61af33e207,Mbuka/ntaya/ukonde (gillnet),yes,,1,0,5000,no,,yes,5000
311067720273,70dff86abc944d74bc3ae3486c9c2c64,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,2000,no,,no,
311067740059,e1748feaa90e4f07b7e37d87d03cf617,Mbuka/ntaya/ukonde (gillnet),yes,,3,3,500,yes,1800,no,
311067740080,781c700f8e414a31852de87685434cd7,Mbuka/ntaya/ukonde (gillnet),yes,,5,5,800,no,,no,
311067740080,781c700f8e414a31852de87685434cd7,Mono (fish traps),yes,,1,1,1000,no,,no,
311067750056,8452d6e2e58d4ef38043d23768dfeb15,Mbuka/ntaya/ukonde (gillnet),yes,,1,1,3500,no,,yes,300
311077770214,53d9ca6b84f141adb29292582dbf95f0,Mbuka/ntaya/ukonde (gillnet),yes,,15,15,750,no,,no,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,Mbedza (long /hand line),yes,,100,100,10000,yes,10000,no,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,Mono (fish traps),yes,,12,12,6000,yes,12,no,
