ea_id,module_cb_startdate,module_cb_startHr,module_cb_startMin,module_cb_endHr,module_cb_endMin,module_cc_startdate,module_cc_startHr,module_cc_startMin,module_cc_endHr,module_cc_endMin,module_ce_startdate,module_ce_startHr,module_ce_startMin,module_ce_endHr,module_ce_endMin,module_cf_startdate,module_cf_startHr,module_cf_startMin,module_cf_endHr,module_cf_endMin,module_cg_startdate,module_cg_startHr,module_cg_startMin,module_cg_endHr,module_cg_endMin,module_ch_startdate,module_ch_startHr,module_ch_startMin,module_ch_endHr,module_ch_endMin,module_ci_startdate,module_ci_startHr,module_ci_startMin,module_ci_endHr,module_ci_endMin,module_cj_startdate,module_cj_startHr,module_cj_startMin,module_cj_endHr,module_cj_endMin
30902727,2016-10-09,13,40,13,51,2016-10-09,13,51,14,10,2016-10-09,14,36,14,42,2016-10-09,14,43,15,10,2016-10-09,15,10,15,47,2016-10-09,15,38,15,58,2016-10-09,16,0,16,0,2016-10-09,16,10,16,34
30902728,2017-04-08,9,43,9,53,2017-04-08,9,53,10,6,2017-04-08,10,35,10,39,2017-04-08,10,39,10,57,2017-04-08,10,58,11,9,2017-04-08,11,9,11,22,2017-04-08,11,22,11,23,2017-04-08,11,23,11,43
30902729,2016-06-11,10,10,10,12,2016-06-11,10,20,10,31,2016-06-11,11,18,11,24,2016-06-11,11,24,11,41,2016-06-11,11,54,11,57,2016-06-11,12,10,12,18,2016-06-11,12,20,12,28,2016-06-11,12,23,12,47
30902730,2017-02-14,8,29,8,54,2017-02-14,8,55,9,4,2017-02-14,9,25,9,29,2017-02-14,9,29,9,42,2017-02-14,9,43,9,53,2017-02-14,9,54,10,1,2017-02-14,10,1,10,2,2017-02-14,10,2,10,7
30902731,2016-12-20,14,23,14,35,2016-12-20,14,36,14,49,2016-12-20,15,18,15,22,2016-12-20,15,22,15,32,2016-12-20,15,33,15,41,2016-12-20,15,41,15,48,2016-12-20,15,48,15,51,2016-12-20,15,52,16,11
30903732,2017-04-20,8,55,9,10,2017-04-20,9,10,9,16,2017-04-20,9,29,9,35,2017-04-20,9,35,9,42,2017-04-20,9,43,9,51,2017-04-20,9,52,10,3,2017-04-20,10,3,10,4,2017-04-20,10,5,10,14
30903733,2016-07-16,14,24,14,30,2016-07-16,14,31,14,51,2016-07-16,15,14,15,21,2016-07-16,15,22,15,38,2016-07-16,15,38,15,45,2016-07-16,15,51,16,0,2016-07-16,15,54,16,1,2016-07-16,16,1,16,17
30903734,2017-03-01,11,33,11,49,2017-03-01,11,50,11,44,2017-03-01,12,10,12,17,2017-03-01,12,17,12,32,2017-03-01,12,32,12,42,2017-03-01,12,42,12,53,2017-03-01,12,53,12,59,2017-03-01,12,19,13,13
31001735,2017-03-23,14,14,14,23,2017-03-23,14,23,14,37,2017-03-23,14,53,14,58,2017-03-23,14,59,15,15,2017-03-23,15,15,15,18,2017-03-23,15,19,15,33,2017-03-23,15,33,15,56,2017-03-23,15,36,15,54
31001737,2017-01-19,16,21,16,30,2017-01-19,16,31,16,51,2017-01-19,17,13,17,19,2017-01-19,17,19,17,35,2017-01-19,17,35,17,42,2017-01-19,17,42,17,56,2017-01-19,17,56,18,0,2017-01-19,18,0,18,30
31001738,2016-10-11,10,17,10,25,2016-10-11,10,27,10,42,2016-10-11,11,3,11,10,2016-10-11,11,11,11,23,2016-10-11,11,24,11,28,2016-10-11,11,28,11,40,2016-10-11,11,40,11,42,2016-10-11,11,42,11,59
31001739,2017-03-29,10,31,10,47,2017-03-29,10,47,11,6,2017-03-29,11,17,11,21,2017-03-29,11,21,11,36,2017-03-29,11,36,11,41,2017-03-29,11,41,11,55,2017-03-29,11,56,11,59,2017-03-29,11,59,12,14
31001741,2017-01-30,12,28,12,46,2017-01-30,12,47,13,16,2017-01-30,13,53,14,4,2017-01-30,14,4,14,26,2017-01-30,14,26,14,38,2017-01-30,14,38,14,55,2017-01-30,14,55,15,7,2017-01-30,15,8,15,23
31001742,2016-10-26,12,22,12,41,2016-10-26,12,41,12,59,2016-10-26,13,20,13,26,2016-10-26,13,26,13,35,2016-10-26,13,35,13,40,2016-10-26,13,41,14,0,2016-10-26,14,1,14,4,2016-10-26,14,4,14,23
31002743,2017-04-06,9,43,10,3,2017-04-06,10,8,10,24,2017-04-06,10,39,10,44,2017-04-06,10,44,11,0,2017-04-06,11,0,11,6,2017-04-06,11,7,11,25,2017-04-06,11,25,11,26,2017-04-06,11,27,11,46
31002744,2016-06-16,14,25,14,50,2016-06-16,14,51,15,14,2016-06-16,15,33,15,39,2016-06-16,15,39,15,55,2016-06-16,15,57,16,8,2016-06-16,16,9,16,17,2016-06-16,16,17,16,19,2016-06-16,16,19,16,30
31003745,2017-03-03,9,44,10,15,2017-03-03,10,15,10,39,2017-03-03,10,59,11,3,2017-03-03,11,4,11,16,2017-03-03,11,17,11,22,2017-03-03,11,23,11,37,2017-03-03,11,37,11,37,2017-03-03,11,38,11,55
31003746,2016-09-09,11,1,11,19,2016-09-09,11,19,11,32,2016-09-09,11,50,11,56,2016-09-09,11,56,12,10,2016-09-09,12,11,12,15,2016-09-09,12,18,12,32,2016-09-09,12,32,12,33,2016-09-09,12,34,12,56
31003747,2017-04-16,8,42,8,47,2017-04-16,8,48,9,17,2017-04-16,9,38,9,46,2017-04-16,9,47,9,57,2017-04-16,9,57,10,7,2017-04-16,10,7,10,18,2017-04-16,10,18,10,23,2017-04-16,10,23,10,36
31003749,2017-01-26,10,13,10,44,2017-01-26,10,45,11,1,2017-01-26,11,21,11,26,2017-01-26,11,26,11,39,2017-01-26,11,39,11,46,2017-01-26,11,48,11,58,2017-01-26,11,58,12,3,2017-01-26,12,3,12,14
31004750,2016-10-04,16,0,16,15,2016-10-04,16,15,16,29,2016-10-04,16,48,16,53,2016-10-04,16,54,17,6,2016-10-04,17,8,17,10,2016-10-04,17,10,17,24,2016-10-04,17,24,17,30,2016-10-04,17,30,17,42
31004751,2017-03-31,9,51,10,5,2017-03-31,10,7,10,30,2017-03-31,10,45,10,49,2017-03-31,10,49,11,0,2017-03-31,11,0,11,5,2017-03-31,11,5,11,23,2017-03-31,11,23,11,23,2017-03-31,11,24,11,45
31005752,2016-05-27,9,11,9,15,2016-05-27,9,42,10,3,2016-05-27,10,33,10,41,2016-05-27,10,42,11,1,2016-05-27,11,1,11,8,2016-05-27,11,8,11,24,2016-05-27,11,24,11,32,2016-05-27,11,32,11,46
31006753,2017-02-11,14,35,14,56,2017-02-11,15,1,15,27,2017-02-11,15,46,15,51,2017-02-11,15,51,16,1,2017-02-11,16,1,16,6,2017-02-11,16,6,16,17,2017-02-11,16,18,16,21,2017-02-11,16,21,16,47
31006754,2016-11-02,9,52,10,8,2016-11-02,10,8,10,29,2016-11-02,10,45,10,53,2016-11-02,10,53,11,6,2016-11-02,11,6,11,22,2016-11-02,11,23,11,36,2016-11-02,11,36,11,39,2016-11-02,11,40,11,59
31007755,2017-04-14,10,4,10,13,2017-04-14,10,13,10,35,2017-04-14,10,54,10,59,2017-04-14,11,0,11,16,2017-04-14,11,16,11,23,2017-04-14,11,33,11,45,2017-04-14,11,45,11,48,2017-04-14,11,48,11,54
31007756,2016-06-21,11,53,12,10,2016-06-21,12,12,12,31,2016-06-21,13,20,13,51,2016-06-21,13,53,14,18,2016-06-21,14,21,14,45,2016-06-21,14,46,14,59,2016-06-21,15,0,15,12,2016-06-21,15,12,15,38
31007757,2017-03-07,14,40,14,54,2017-03-07,14,55,15,20,2017-03-07,15,42,15,46,2017-03-07,15,48,16,2,2017-03-07,16,2,16,4,2017-03-07,16,5,16,14,2017-03-07,16,14,16,16,2017-03-07,16,16,16,29
31020758,2016-09-07,10,9,10,19,2016-09-07,10,19,10,40,2016-09-07,10,57,11,3,2016-09-07,11,3,11,32,2016-09-07,11,32,11,38,2016-09-07,11,39,11,44,2016-09-07,11,44,11,46,2016-09-07,11,46,12,12
31101760,2017-02-02,12,53,13,9,2017-02-02,13,10,13,40,2017-02-02,14,3,14,8,2017-02-02,14,8,14,18,2017-02-02,14,18,14,23,2017-02-02,14,23,14,34,2017-02-02,14,34,14,35,2017-02-02,14,35,14,54
31102761,2016-10-21,10,40,11,11,2016-10-21,11,11,11,22,2016-10-21,11,40,11,46,2016-10-21,11,46,11,56,2016-10-21,11,56,12,2,2016-10-21,12,2,12,12,2016-10-21,12,12,12,12,2016-10-21,12,14,12,29
31104762,2016-06-07,10,29,10,44,2016-06-07,10,44,10,59,2016-06-07,11,23,11,32,2016-06-07,11,32,11,47,2016-06-07,11,48,12,0,2016-06-07,12,0,12,10,2016-06-07,12,10,12,15,2016-06-07,12,16,12,35
31104763,2017-02-17,9,30,9,51,2017-02-17,9,51,10,6,2017-02-17,10,22,10,25,2017-02-17,10,25,10,42,2017-02-17,10,42,10,47,2017-02-17,10,47,10,58,2017-02-17,10,58,11,2,2017-02-17,11,2,11,29
31104764,2017-04-29,10,9,10,15,2017-04-29,10,16,10,28,2017-04-29,10,47,10,51,2017-04-29,10,52,11,3,2017-04-29,11,3,11,7,2017-04-29,11,7,11,16,2017-04-29,11,16,11,21,2017-04-29,11,21,11,37
31104765,2016-12-14,11,33,11,47,2016-12-14,11,47,12,4,2016-12-14,12,28,12,38,2016-12-14,12,38,12,55,2016-12-14,12,55,13,4,2016-12-14,13,4,13,17,2016-12-14,13,18,13,20,2016-12-14,13,20,13,48
31104766,2017-04-12,10,29,10,47,2017-04-12,10,47,11,14,2017-04-12,11,34,11,41,2017-04-12,11,41,11,51,2017-04-12,11,51,12,0,2017-04-12,12,1,12,11,2017-04-12,12,11,12,14,2017-04-12,12,14,12,29
31104767,2016-07-04,14,44,15,0,2016-07-04,15,1,15,20,2016-07-04,15,30,15,50,2016-07-04,15,55,16,7,2016-07-04,16,9,16,28,2016-07-04,16,30,17,5,2016-07-04,17,5,17,12,2016-07-04,17,15,17,30
31104768,2017-03-09,9,43,9,59,2017-03-09,9,59,10,12,2017-03-09,10,28,10,30,2017-03-09,10,30,10,38,2017-03-09,10,38,10,41,2017-03-09,10,41,10,47,2017-03-09,10,47,10,47,2017-03-09,10,47,11,10
31105769,2016-09-20,15,18,15,29,2016-09-20,15,29,15,44,2016-09-20,16,3,16,8,2016-09-20,16,8,16,22,2016-09-20,16,22,16,27,2016-09-20,16,27,16,39,2016-09-20,16,39,16,39,2016-09-20,16,41,16,55
31105770,2017-03-27,10,23,10,29,2017-03-27,10,30,10,41,2017-03-27,10,56,11,0,2017-03-27,11,1,11,11,2017-03-27,11,11,11,18,2017-03-27,11,18,11,28,2017-03-27,11,29,11,31,2017-03-27,11,31,11,56
31106772,2017-02-07,16,22,16,35,2017-02-07,16,35,16,50,2017-02-07,17,5,17,10,2017-02-07,17,10,17,22,2017-02-07,17,22,17,28,2017-02-07,17,28,17,38,2017-02-07,17,38,17,43,2017-02-07,17,43,17,59
31106773,2016-10-24,14,35,14,54,2016-10-24,14,55,15,22,2016-10-24,15,41,15,46,2016-10-24,15,46,16,3,2016-10-24,16,4,16,10,2016-10-24,16,10,16,28,2016-10-24,16,28,16,31,2016-10-24,16,31,16,53
31106774,2017-04-08,9,14,9,24,2017-04-08,9,24,9,41,2017-04-08,9,59,10,9,2017-04-08,10,9,10,31,2017-04-08,10,31,10,35,2017-04-08,10,35,10,52,2017-04-08,10,52,10,56,2017-04-08,10,56,11,21
31106775,2016-06-10,9,26,9,53,2016-06-10,9,53,10,16,2016-06-10,10,39,10,49,2016-06-10,10,49,11,3,2016-06-10,11,4,11,13,2016-06-10,11,13,11,31,2016-06-10,11,32,11,32,2016-06-10,11,32,11,53
31106776,2017-02-15,8,57,9,41,2017-02-15,9,41,9,58,2017-02-15,10,10,10,15,2017-02-15,10,15,10,24,2017-02-15,10,24,10,27,2017-02-15,10,27,10,34,2017-02-15,10,35,10,37,2017-02-15,10,37,10,42
31107777,2016-12-19,13,34,13,54,2016-12-19,14,0,14,14,2016-12-19,14,31,14,40,2016-12-19,14,40,14,50,2016-12-19,14,50,14,54,2016-12-19,14,54,15,4,2016-12-19,15,4,15,7,2016-12-19,15,8,15,31
31108778,2017-04-21,9,55,10,5,2017-04-21,10,6,10,17,2017-04-21,10,31,10,36,2017-04-21,10,36,10,46,2017-04-21,10,47,10,49,2017-04-21,10,49,10,57,2017-04-21,10,58,10,58,2017-04-21,10,58,11,12
31109779,2016-07-08,10,27,10,40,2016-07-08,10,41,11,0,2016-07-08,11,18,11,30,2016-07-08,11,32,11,45,2016-07-08,11,46,11,55,2016-07-08,11,57,12,18,2016-07-08,12,19,12,30,2016-07-08,12,32,12,57
31120781,2016-09-15,10,23,10,35,2016-09-15,10,36,10,45,2016-09-15,11,1,11,8,2016-09-15,11,8,11,18,2016-09-15,11,18,11,25,2016-09-15,11,25,11,33,2016-09-15,11,34,11,35,2016-09-15,11,35,11,47
31120782,2017-03-25,14,19,14,29,2017-03-25,14,30,14,47,2017-03-25,15,3,15,10,2017-03-25,15,10,15,28,2017-03-25,15,28,15,35,2017-03-25,15,35,15,47,2017-03-25,15,48,15,48,2017-03-25,15,48,16,12
31201783,2016-05-13,13,37,14,0,2016-05-13,14,0,14,34,2016-05-13,14,0,15,11,2016-05-13,15,11,15,25,2016-05-13,15,25,16,34,2016-05-13,15,34,15,42,2016-05-13,15,42,15,45,2016-05-13,15,46,16,12
31201784,2017-02-03,9,35,9,47,2017-02-03,9,48,10,16,2017-02-03,10,35,10,41,2017-02-03,10,41,10,52,2017-02-03,10,52,11,6,2017-02-03,11,7,11,22,2017-02-03,11,20,11,24,2017-02-03,11,25,11,51
31201785,2016-10-06,11,3,11,31,2016-10-06,11,31,11,53,2016-10-06,12,24,12,21,2016-10-06,12,21,12,34,2016-10-06,12,34,12,47,2016-10-06,12,47,12,51,2016-10-06,12,51,12,55,2016-10-06,12,55,13,28
31201786,2017-04-07,12,14,12,25,2017-04-07,12,26,12,38,2017-04-07,12,51,12,56,2017-04-07,12,56,13,4,2017-04-07,13,4,13,7,2017-04-07,13,8,13,20,2017-04-07,13,20,13,24,2017-04-07,13,24,13,40
31201787,2016-06-09,10,10,10,38,2016-06-09,10,41,10,59,2016-06-09,11,29,11,34,2016-06-09,11,35,11,36,2016-06-09,11,36,11,45,2016-06-09,11,45,11,47,2016-06-09,11,48,11,49,2016-06-09,11,49,12,14
31201788,2017-02-10,14,17,14,20,2017-02-10,14,20,15,3,2017-02-10,15,23,15,30,2017-02-10,15,30,15,41,2017-02-10,15,41,15,49,2017-02-10,15,49,15,49,2017-02-10,15,49,15,53,2017-02-10,15,54,16,24
31201789,2016-12-23,9,30,10,1,2016-12-23,9,49,10,30,2016-12-23,11,4,11,6,2016-12-23,11,10,11,49,2016-12-23,11,50,12,5,2016-12-23,12,5,12,13,2016-12-23,12,14,12,20,2016-12-23,12,2,12,54
31201790,2017-04-15,10,18,10,36,2017-04-15,10,40,11,5,2017-04-15,11,25,11,30,2017-04-15,11,30,14,46,2017-04-15,11,14,11,52,2017-04-15,11,53,11,54,2017-04-15,11,54,11,54,2017-04-15,11,54,12,15
31201791,2016-07-19,10,27,10,47,2016-07-19,10,54,11,36,2016-07-19,11,56,12,3,2016-07-19,12,3,12,14,2016-07-19,12,14,12,28,2016-07-19,12,28,12,32,2016-07-19,12,32,12,35,2016-07-19,12,35,13,2
31201792,2017-03-08,8,20,8,50,2017-03-08,8,51,9,20,2017-03-08,10,10,10,20,2017-03-08,10,22,10,35,2017-03-08,10,35,11,20,2017-03-08,11,21,11,40,2017-03-08,11,41,11,55,2017-03-08,12,0,12,45
31201793,2016-09-22,11,16,11,27,2016-09-22,11,30,11,59,2016-09-22,12,25,12,32,2016-09-22,12,33,13,0,2016-09-22,13,0,13,18,2016-09-22,13,19,13,23,2016-09-22,13,23,13,24,2016-09-22,13,24,14,0
31201794,2017-04-19,9,39,9,50,2017-04-19,10,0,9,5,2017-04-19,10,53,10,56,2017-04-19,10,57,11,12,2017-04-19,11,12,11,19,2017-04-19,11,19,11,24,2017-04-19,11,24,11,25,2017-04-19,11,25,11,42
31201795,2016-05-27,14,27,14,50,2016-05-27,14,51,15,15,2016-05-27,15,54,16,0,2016-05-27,16,0,16,30,2016-05-27,16,30,16,45,2016-05-27,16,46,16,53,2016-05-27,16,53,16,54,2016-05-27,16,54,17,23
31204796,2017-02-18,10,21,10,37,2017-02-18,10,37,11,15,2017-02-18,11,15,11,19,2017-02-18,11,20,11,33,2017-02-18,11,33,11,42,2017-02-18,11,42,11,54,2017-02-18,11,54,11,59,2017-02-18,11,59,11,17
31204797,2016-10-25,10,34,10,57,2016-10-25,10,57,11,6,2016-10-25,11,25,11,36,2016-10-25,11,36,11,52,2016-10-25,11,52,12,9,2016-10-25,12,10,12,26,2016-10-25,12,27,12,30,2016-10-25,12,30,13,6
31204798,2017-04-12,11,35,11,49,2017-04-12,11,49,12,6,2017-04-12,12,21,12,26,2017-04-12,12,27,12,34,2017-04-12,12,35,12,40,2017-04-12,12,40,12,50,2017-04-12,12,49,12,53,2017-04-12,12,53,13,30
31204799,2016-06-08,10,58,11,11,2016-06-08,11,11,11,28,2016-06-08,11,49,11,56,2016-06-08,11,56,12,11,2016-06-08,12,11,12,18,2016-06-08,12,18,12,8,2016-06-08,12,59,13,2,2016-06-08,12,3,14,21
31204800,2017-02-21,11,5,11,21,2017-02-21,11,21,12,46,2017-02-21,11,46,11,50,2017-02-21,11,50,12,17,2017-02-21,12,7,12,13,2017-02-21,12,14,12,19,2017-02-21,11,19,12,25,2017-02-21,12,25,12,40
31204801,2017-01-09,10,48,11,5,2017-01-09,11,5,11,27,2017-01-09,11,46,11,58,2017-01-09,11,58,12,18,2017-01-09,12,18,12,38,2017-01-09,12,39,13,1,2017-01-09,13,2,13,5,2017-01-09,13,6,13,31
31204802,2017-04-14,11,38,11,49,2017-04-14,11,49,12,6,2017-04-14,12,21,12,26,2017-04-14,12,26,12,35,2017-04-14,12,35,12,43,2017-04-14,12,42,12,50,2017-04-14,12,53,12,57,2017-04-14,12,57,13,56
31204803,2016-07-20,14,42,15,3,2016-07-20,15,3,15,24,2016-07-20,15,40,15,55,2016-07-20,15,55,16,3,2016-07-20,16,4,16,10,2016-07-20,16,11,16,28,2016-07-20,16,28,16,31,2016-07-20,16,33,17,25
31204804,2017-03-10,9,0,9,30,2017-03-10,9,32,10,0,2017-03-10,10,45,10,59,2017-03-10,11,1,11,30,2017-03-10,11,31,12,5,2017-03-10,12,6,12,20,2017-03-10,12,21,12,30,2017-03-10,12,31,13,20
31220805,2016-09-19,13,50,14,3,2016-09-19,14,9,14,33,2016-09-19,14,57,15,4,2016-09-19,15,4,15,18,2016-09-19,15,19,15,30,2016-09-19,15,30,16,34,2016-09-19,15,35,15,36,2016-09-19,15,36,16,2
31220806,2017-03-29,11,7,10,21,2017-03-29,10,21,10,34,2017-03-29,10,42,10,45,2017-03-29,10,45,10,55,2017-03-29,10,55,11,2,2017-03-29,10,3,11,12,2017-03-29,11,19,11,19,2017-03-29,11,19,11,32
31301807,2016-08-31,13,25,13,59,2016-08-31,13,59,15,10,2016-08-31,15,34,15,40,2016-08-31,15,40,15,59,2016-08-31,15,59,16,10,2016-09-01,16,10,16,27,2016-08-31,16,27,16,32,2016-08-31,16,33,16,39
31301808,2017-03-29,13,53,15,10,2017-03-29,14,10,14,15,2017-03-29,14,32,14,38,2017-03-29,14,38,14,50,2017-03-29,14,50,14,56,2017-03-29,14,57,15,5,2017-03-29,15,5,15,9,2017-03-29,15,9,15,15
31301809,2016-07-13,9,56,10,8,2016-07-13,10,8,10,21,2016-07-13,10,59,11,6,2016-07-13,11,6,11,42,2016-07-13,11,42,11,56,2016-07-13,11,57,12,26,2016-07-13,12,26,12,29,2016-07-13,12,29,12,41
31301810,2017-02-05,15,3,15,19,2017-02-05,15,21,15,30,2017-02-05,15,50,16,5,2017-02-05,16,6,16,35,2017-02-05,16,36,16,46,2017-02-05,16,46,16,59,2017-02-05,17,0,17,1,2017-02-05,17,1,17,20
31301811,2016-09-23,13,57,14,30,2016-09-23,14,35,15,1,2016-09-23,15,30,15,46,2016-09-23,15,47,16,16,2016-09-23,16,17,16,31,2016-09-23,16,31,16,51,2016-09-23,16,51,16,51,2016-09-23,16,52,16,55
31301812,2017-04-11,13,15,13,53,2017-04-11,13,53,14,15,2017-04-11,14,39,14,44,2017-04-11,14,44,15,11,2017-04-11,15,11,15,23,2017-04-11,15,23,15,37,2017-04-11,15,43,15,53,2017-04-11,15,43,15,58
31302813,2016-06-01,13,31,13,40,2016-06-01,13,47,13,59,2016-06-01,14,52,15,5,2016-06-01,15,4,15,5,2016-06-01,15,5,15,15,2016-06-01,15,20,15,35,2016-06-01,15,58,16,3,2016-06-01,16,6,16,16
31302814,2017-02-18,14,11,14,29,2017-02-18,14,29,14,35,2017-02-18,15,8,15,13,2017-02-18,15,13,15,34,2017-02-18,15,36,15,0,2017-02-18,15,50,16,12,2017-02-18,16,12,16,13,2017-02-18,16,13,16,28
31302815,2016-10-27,14,18,14,36,2016-10-27,14,36,15,0,2016-10-27,15,32,15,41,2016-10-27,15,41,15,58,2016-10-27,15,58,16,8,2016-10-27,16,8,16,25,2016-10-27,16,56,16,27,2016-10-27,16,30,16,45
31302816,2017-04-23,14,11,14,30,2017-04-23,14,31,15,13,2017-04-23,15,45,16,0,2017-04-23,16,0,16,16,2017-04-23,16,16,16,29,2017-04-23,16,29,16,39,2017-04-23,16,40,16,58,2017-04-23,17,2,16,16
31302817,2016-06-16,9,15,9,25,2016-06-16,9,27,9,28,2016-06-16,9,37,9,41,2016-06-16,9,44,9,58,2016-06-16,10,17,10,31,2016-06-16,10,33,10,46,2016-06-16,10,46,10,52,2016-06-16,10,59,11,12
31303818,2017-03-06,14,25,14,58,2017-03-06,14,59,15,28,2017-03-06,15,56,16,7,2017-03-06,16,7,16,26,2017-03-06,16,27,16,57,2017-03-06,16,38,16,50,2017-03-06,16,54,16,54,2017-03-06,16,52,17,21
31303819,2016-09-03,13,15,13,15,2016-09-03,13,17,13,22,2016-09-03,13,27,13,29,2016-09-03,13,31,13,35,2016-09-03,13,36,13,49,2016-09-03,13,40,14,10,2016-09-03,14,13,14,15,2016-09-03,14,16,14,35
31303821,2016-07-12,9,53,10,3,2016-07-12,10,3,10,6,2016-07-12,10,27,10,30,2016-07-12,10,30,10,44,2016-07-12,10,49,11,6,2016-07-12,11,6,11,35,2016-07-12,11,35,11,42,2016-07-12,11,42,11,45
31303822,2017-02-07,14,55,14,59,2017-02-07,15,10,15,38,2017-02-07,16,1,16,6,2017-02-07,16,6,16,11,2017-02-07,16,17,16,22,2017-02-07,16,22,16,35,2017-02-07,16,35,16,39,2017-02-07,16,39,16,46
31303823,2016-09-28,14,8,14,8,2016-09-28,14,24,14,28,2016-09-28,14,50,14,55,2016-09-28,14,55,15,14,2016-09-28,15,15,15,32,2016-09-28,15,32,15,51,2016-09-28,16,13,16,17,2016-09-28,16,17,16,31
31303824,2017-04-14,13,24,13,57,2017-04-14,13,57,14,22,2017-04-14,14,50,14,56,2017-04-14,14,56,15,23,2017-04-14,16,24,15,40,2017-04-14,15,40,15,52,2017-04-14,15,52,15,53,2017-04-14,15,53,16,0
31303825,2016-06-04,10,25,10,52,2016-06-04,10,51,-999999999,-999999999,2016-06-04,11,3,11,12,2016-06-04,11,12,11,21,2016-06-04,11,23,11,36,2016-06-04,11,35,11,43,2016-06-04,11,46,11,53,2016-06-04,11,54,12,10
31303826,2017-02-22,14,20,14,37,2017-02-22,14,37,14,40,2017-02-22,15,7,15,13,2017-02-22,15,13,15,33,2017-02-22,15,33,15,42,2017-02-22,15,43,15,56,2017-02-22,15,57,16,9,2017-02-22,16,9,16,3
31306827,2016-12-16,15,32,15,39,2016-12-16,15,38,15,46,2016-12-16,15,52,16,9,2016-12-16,16,9,16,21,2016-12-16,16,22,16,41,2016-12-16,16,42,16,59,2016-12-16,17,2,17,20,2016-12-17,17,43,17,59
31306828,2017-04-26,14,6,14,25,2017-04-26,14,25,14,37,2017-04-26,15,3,15,11,2017-04-26,15,12,15,29,2017-04-26,15,29,15,39,2017-04-26,15,40,15,52,2017-04-26,15,52,15,53,2017-04-26,15,53,16,7
31306829,2016-06-20,14,18,14,30,2016-06-20,14,31,14,36,2016-06-20,15,4,15,13,2016-06-20,15,18,15,50,2016-06-20,15,35,15,42,2016-06-20,15,42,15,55,2016-06-20,15,50,16,3,2016-06-20,16,5,16,2
31306830,2017-03-08,14,58,15,8,2017-03-08,15,10,15,8,2017-03-08,15,27,15,31,2017-03-08,15,31,15,47,2017-03-08,15,47,15,55,2017-03-08,15,55,16,9,2017-03-08,16,9,16,12,2017-03-08,16,13,16,25
31431831,2016-09-16,10,13,10,23,2016-09-16,10,24,10,44,2016-09-16,11,16,11,25,2016-09-16,11,26,11,41,2016-09-16,11,42,11,51,2016-09-16,11,52,12,16,2016-09-16,12,16,12,24,2016-09-16,12,24,12,37
31431832,2017-03-22,11,45,11,57,2017-03-22,11,57,12,5,2017-03-22,12,17,12,20,2017-03-22,12,20,12,20,2017-03-22,12,20,12,22,2017-03-22,12,22,12,27,2017-03-22,12,27,12,28,2017-03-22,12,28,12,30
31432833,2016-05-05,9,18,9,20,2016-05-05,9,57,10,0,2016-05-05,10,19,10,24,2016-05-05,10,25,10,36,2016-05-05,10,37,10,39,2016-05-05,10,40,10,42,2016-05-05,11,2,11,20,2016-05-05,11,25,11,50
31432834,2017-01-18,11,16,11,19,2017-01-18,11,20,11,23,2017-01-18,11,34,12,6,2017-01-18,12,6,12,10,2017-01-18,12,11,12,15,2017-01-18,12,15,12,25,2017-01-18,12,27,12,40,2017-01-18,12,45,12,50
31434835,2016-10-16,13,41,13,52,2016-10-16,13,53,13,57,2016-10-16,14,37,14,38,2016-10-16,14,39,14,45,2016-10-16,14,46,14,48,2016-10-16,14,48,14,51,2016-10-16,14,51,14,56,2016-10-16,14,56,15,20
31435836,2017-04-05,13,52,14,4,2017-04-05,14,4,14,10,2017-04-05,14,24,14,28,2017-04-05,14,28,14,35,2017-04-05,14,36,14,37,2017-04-05,14,37,14,40,2017-04-05,14,41,14,45,2017-04-05,14,45,14,50
31435837,2016-06-20,10,17,10,36,2016-06-20,10,37,11,0,2016-06-20,11,18,11,24,2016-06-20,11,24,11,39,2016-06-20,11,39,11,49,2016-06-20,11,49,11,55,2016-06-20,11,55,12,3,2016-06-20,12,2,12,43
31435838,2017-02-07,10,38,10,59,2017-02-07,11,0,11,4,2017-02-07,11,19,11,34,2017-02-07,11,34,12,0,2017-02-07,12,0,12,4,2017-02-07,12,4,12,15,2017-02-07,12,20,12,21,2017-02-07,12,22,12,29
31435839,2016-10-28,13,44,14,1,2016-10-28,14,2,14,6,2016-10-28,14,19,14,22,2016-10-28,14,22,14,28,2016-10-28,14,28,14,29,2016-10-28,14,29,14,32,2016-10-28,14,32,14,33,2016-10-28,14,33,14,42
31436840,2017-04-19,14,27,14,34,2017-04-19,14,34,14,38,2017-04-19,14,51,14,15,2017-04-19,14,55,15,7,2017-04-19,15,8,15,15,2017-04-19,15,16,15,18,2017-04-19,15,28,15,30,2017-04-19,15,35,15,44
31436841,2016-07-04,13,30,13,32,2016-07-04,13,38,13,46,2016-07-04,13,59,14,3,2016-07-04,14,3,14,11,2016-07-04,14,11,14,13,2016-07-04,14,13,14,20,2016-07-04,14,21,14,23,2016-07-04,14,23,14,30
31437842,2017-03-02,13,19,13,34,2017-03-02,13,34,13,39,2017-03-02,13,54,13,58,2017-03-02,13,59,14,5,2017-03-02,14,5,14,7,2017-03-02,14,7,14,16,2017-03-02,14,19,14,28,2017-03-02,14,30,14,40
