ea_id,module_cb_startdate,module_cb_startHr,module_cb_startMin,module_cb_endHr,module_cb_endMin,module_cc_startdate,module_cc_startHr,module_cc_startMin,module_cc_endHr,module_cc_endMin,module_ce_startdate,module_ce_startHr,module_ce_startMin,module_ce_endHr,module_ce_endMin,module_cf_startdate,module_cf_startHr,module_cf_startMin,module_cf_endHr,module_cf_endMin,module_cg_startdate,module_cg_startHr,module_cg_startMin,module_cg_endHr,module_cg_endMin,module_ch_startdate,module_ch_startHr,module_ch_startMin,module_ch_endHr,module_ch_endMin,module_ci_startdate,module_ci_startHr,module_ci_startMin,module_ci_endHr,module_ci_endMin,module_cj_startdate,module_cj_startHr,module_cj_startMin,module_cj_endHr,module_cj_endMin
30406613,2017-02-27,9,14,9,39,2017-02-27,9,40,9,55,2017-02-27,10,3,10,19,2017-02-27,10,20,10,36,2017-02-27,10,37,10,50,2017-02-27,10,51,11,25,2017-02-27,11,26,11,31,2017-02-27,11,32,11,58
30420614,2016-09-05,14,18,14,22,2016-09-05,14,46,15,6,2016-09-05,15,22,15,31,2016-09-05,15,31,15,45,2016-09-05,15,45,16,4,2016-09-05,16,4,16,23,2016-09-05,16,24,16,27,2016-09-05,16,28,16,58
30501615,2016-09-09,13,37,13,54,2016-09-09,13,55,14,14,2016-09-09,14,37,14,46,2016-09-09,14,47,15,6,2016-09-09,15,6,15,23,2016-09-09,15,23,15,43,2016-09-09,15,45,15,50,2016-09-09,15,51,16,8
30501616,2017-03-25,9,29,9,41,2017-03-25,9,41,9,59,2017-03-25,10,21,10,25,2017-03-25,10,25,10,32,2017-03-25,10,33,10,40,2017-03-25,10,40,10,46,2017-03-25,10,47,10,50,2017-03-25,10,51,10,59
30501617,2016-05-05,10,47,11,4,2016-05-05,11,4,11,47,2016-05-05,12,8,12,20,2016-05-05,12,20,12,26,2016-05-05,12,26,12,47,2016-05-05,12,48,13,42,2016-05-05,13,42,13,50,2016-05-05,13,51,14,20
30501618,2017-01-26,10,35,10,48,2017-01-26,10,49,11,6,2017-01-26,11,20,11,25,2017-01-26,11,25,11,33,2017-01-26,11,34,11,39,2017-01-26,11,39,12,14,2017-01-26,12,14,12,16,2017-01-26,12,16,12,57
30501619,2016-10-07,8,58,9,10,2016-10-07,9,11,9,21,2016-10-07,9,34,9,38,2016-10-07,9,39,9,40,2016-10-07,9,41,9,49,2016-10-07,9,51,10,7,2016-10-07,10,8,10,16,2016-10-07,10,17,10,45
30502620,2017-04-04,10,8,10,26,2017-04-04,10,26,10,46,2017-04-04,11,8,11,12,2017-04-04,11,12,11,18,2017-04-04,11,19,11,27,2017-04-04,11,27,11,32,2017-04-04,11,32,11,34,2017-04-04,11,34,11,43
30502621,2016-06-12,12,59,13,19,2016-06-12,13,23,13,38,2016-06-12,13,57,14,2,2016-06-12,14,3,14,12,2016-06-12,14,13,14,26,2016-06-12,14,27,14,48,2016-06-12,14,48,14,58,2016-06-12,15,1,15,35
30503622,2017-02-07,8,42,9,1,2017-02-07,9,2,9,39,2017-02-07,10,4,10,7,2017-02-07,10,8,10,17,2017-02-07,10,17,10,26,2017-02-07,10,27,10,32,2017-02-07,10,33,10,45,2017-02-07,10,45,11,20
30503623,2016-10-20,8,40,9,6,2016-10-20,6,7,9,43,2016-10-20,10,6,10,13,2016-10-20,10,13,10,28,2016-10-20,10,28,10,34,2016-10-20,10,34,11,8,2016-10-20,11,8,11,15,2016-10-20,11,15,11,55
30503624,2017-04-18,9,12,9,31,2017-04-18,9,31,9,57,2017-04-18,10,17,10,29,2017-04-18,10,29,10,49,2017-04-18,10,49,11,8,2017-04-18,11,9,11,36,2017-04-18,11,36,11,52,2017-04-18,11,52,12,15
30504625,2016-07-20,9,59,10,38,2016-07-20,10,38,10,48,2016-07-20,11,3,11,6,2016-07-20,11,7,11,30,2016-07-20,11,30,11,54,2016-07-20,11,54,12,27,2016-07-20,12,17,12,19,2016-07-20,12,20,12,29
30504626,2017-02-22,9,35,9,53,2017-02-22,9,53,10,20,2017-02-22,10,43,10,47,2017-02-22,10,47,11,2,2017-02-22,11,3,11,14,2017-02-22,11,14,11,20,2017-02-22,11,20,11,23,2017-02-22,11,23,11,46
30505627,2016-09-20,8,37,8,59,2016-09-20,8,59,9,32,2016-09-20,9,55,10,1,2016-09-20,10,1,10,16,2016-09-20,10,17,10,20,2016-09-20,10,21,11,2,2016-09-20,11,2,11,15,2016-09-20,11,15,11,50
30506628,2017-03-27,10,21,10,33,2017-03-27,10,35,11,6,2017-03-27,11,24,11,30,2017-03-27,11,30,11,38,2017-03-27,11,38,11,44,2017-03-27,11,44,11,49,2017-03-27,11,49,12,8,2017-03-27,12,9,12,36
30506630,2017-01-24,10,9,10,22,2017-01-24,10,22,10,46,2017-01-24,11,5,11,10,2017-01-24,11,10,11,23,2017-01-24,11,23,11,34,2017-01-24,11,34,11,52,2017-01-24,11,52,11,53,2017-01-24,11,53,12,5
30506631,2016-10-14,14,29,14,39,2016-10-14,14,40,14,56,2016-10-14,15,35,15,41,2016-10-14,15,42,16,30,2016-10-14,16,30,16,49,2016-10-14,16,49,16,51,2016-10-14,16,53,16,58,2016-10-14,16,59,17,10
30506632,2017-04-06,8,28,8,52,2017-04-06,8,52,9,23,2017-04-06,9,45,9,48,2017-04-06,9,49,9,57,2017-04-06,9,57,10,5,2017-04-06,10,6,10,13,2017-04-06,10,13,10,17,2017-04-06,10,17,10,25
30507634,2017-02-09,10,47,11,0,2017-02-09,11,0,11,24,2017-02-09,11,43,11,48,2017-02-09,11,49,11,56,2017-02-09,11,57,12,5,2017-02-09,12,5,12,35,2017-02-09,12,35,12,37,2017-02-09,12,37,13,15
30508635,2016-11-04,14,2,14,18,2016-11-04,14,18,14,44,2016-11-04,15,8,15,20,2016-11-04,15,13,15,30,2016-11-04,15,32,15,46,2016-11-04,15,47,16,30,2016-11-04,16,31,16,36,2016-11-04,16,38,16,59
30508636,2017-04-20,8,30,8,45,2017-04-20,8,45,9,2,2017-04-20,9,31,9,40,2017-04-20,9,40,9,53,2017-04-20,9,53,10,9,2017-04-20,10,9,10,28,2017-04-20,10,28,10,33,2017-04-20,10,33,11,9
30508637,2016-07-07,13,47,14,3,2016-07-07,14,3,14,11,2016-07-07,14,26,14,33,2016-07-07,14,33,14,50,2016-07-07,14,52,15,11,2016-07-07,15,12,15,42,2016-07-07,15,43,15,59,2016-07-07,16,0,16,56
30508638,2017-02-24,8,45,9,8,2017-02-24,9,8,9,38,2017-02-24,10,16,10,45,2017-02-24,10,45,11,28,2017-02-24,11,28,11,35,2017-02-24,11,35,11,58,2017-02-24,11,58,12,12,2017-02-24,12,12,12,31
30601639,2016-05-16,13,39,13,11,2016-05-16,13,11,13,48,2016-05-16,13,45,13,49,2016-05-16,14,6,14,15,2016-05-16,14,23,14,25,2016-05-16,14,31,14,37,2016-05-16,14,59,15,5,2016-05-16,15,6,15,12
30601640,2017-01-29,13,34,13,51,2017-01-29,14,37,14,50,2017-01-29,15,21,15,28,2017-01-29,15,29,15,49,2017-01-29,15,49,15,57,2017-01-29,16,19,16,26,2017-01-29,16,35,16,44,2017-01-29,16,44,16,59
30601641,2016-10-07,14,47,15,5,2016-10-07,15,2,15,13,2016-10-07,15,37,15,43,2016-10-07,15,43,16,2,2016-10-07,16,2,16,22,2016-10-07,16,22,16,26,2016-10-07,16,46,16,47,2016-10-07,16,50,16,57
30601642,2017-04-04,14,43,14,59,2017-04-04,14,59,15,8,2017-04-04,15,18,15,27,2017-04-04,15,27,15,45,2017-04-04,15,45,15,58,2017-04-04,15,59,16,6,2017-04-04,16,7,16,9,2017-04-04,16,10,16,17
30601643,2016-06-08,9,0,9,15,2016-06-08,9,20,9,34,2016-06-08,9,57,10,15,2016-06-08,10,20,10,30,2016-06-08,10,38,10,59,2016-06-08,11,3,11,16,2016-06-08,11,20,11,22,2016-06-08,11,25,11,34
30601644,2017-02-15,14,24,14,36,2017-02-15,14,36,14,50,2017-02-15,15,9,15,15,2017-02-15,15,15,15,29,2017-02-15,15,29,15,39,2017-02-15,15,40,15,58,2017-02-15,15,48,15,49,2017-02-15,15,58,16,6
30601645,2016-12-22,14,50,15,18,2016-12-22,15,19,16,10,2016-12-22,16,35,16,44,2016-12-22,16,45,17,13,2016-12-22,17,15,17,24,2016-12-22,17,25,17,45,2016-12-22,17,46,17,47,2016-12-22,17,47,18,10
30601646,2017-04-17,14,7,14,26,2017-04-17,14,27,14,39,2017-04-17,15,5,15,8,2017-04-17,15,9,15,25,2017-04-17,15,26,15,39,2017-04-17,15,39,15,49,2017-04-17,15,51,15,59,2017-04-17,15,52,16,6
30601647,2016-06-28,13,5,13,20,2016-06-28,13,21,14,19,2016-06-28,13,55,14,9,2016-06-28,14,20,14,37,2016-06-28,14,38,14,53,2016-06-28,14,59,15,6,2016-06-28,15,9,15,11,2016-06-28,16,13,15,25
30601648,2017-02-26,14,10,14,26,2017-02-26,14,27,14,42,2017-02-26,15,11,16,26,2017-02-26,15,26,15,46,2017-02-26,15,46,16,16,2017-02-26,16,16,16,24,2017-02-26,16,38,16,38,2017-02-26,16,38,16,49
30602649,2016-09-21,14,6,14,22,2016-09-21,14,22,14,42,2016-09-21,15,16,15,25,2016-09-21,15,26,15,52,2016-09-21,15,46,16,10,2016-09-21,16,11,16,25,2016-09-21,16,26,16,28,2016-09-21,16,29,16,32
30602650,2017-03-24,14,52,15,2,2017-03-24,15,3,15,14,2017-03-24,15,30,15,35,2017-03-24,15,35,15,59,2017-03-24,15,59,16,14,2017-03-24,16,14,16,26,2017-03-24,16,26,16,32,2017-03-24,16,34,16,35
30602652,2017-02-02,14,53,14,58,2017-02-02,14,58,15,15,2017-02-02,15,43,15,50,2017-02-02,15,50,16,14,2017-02-02,16,14,16,27,2017-02-02,16,27,16,31,2017-02-02,16,32,16,38,2017-02-02,16,38,16,48
30602653,2016-10-04,13,2,13,14,2016-10-04,13,14,13,20,2016-10-04,13,29,13,37,2016-10-04,13,38,13,47,2016-10-04,13,47,14,10,2016-10-04,14,10,14,23,2016-10-04,14,24,14,26,2016-10-04,14,25,14,35
30602654,2017-04-08,14,33,14,43,2017-04-08,14,44,14,52,2017-04-08,14,56,15,6,2017-04-08,15,6,15,15,2017-04-08,15,16,15,29,2017-04-08,15,30,15,49,2017-04-08,15,50,15,51,2017-04-08,15,51,15,59
30602655,2016-05-28,13,20,13,23,2016-05-28,13,23,13,31,2016-05-02,15,5,15,23,2016-05-28,15,23,15,29,2016-05-28,15,50,15,58,2016-05-28,16,58,16,25,2016-05-28,16,0,16,0,2016-05-28,16,1,16,4
30602656,2017-02-11,14,33,14,29,2017-02-11,14,29,15,59,2017-02-11,15,30,15,39,2017-02-11,15,39,16,0,2017-02-11,16,8,16,9,2017-02-11,16,9,16,20,2017-02-11,16,20,16,29,2017-02-11,16,26,16,36
30602657,2016-12-19,15,11,15,22,2016-12-19,15,22,15,34,2016-12-19,15,58,16,6,2016-12-19,16,6,16,22,2016-12-19,16,23,16,31,2016-12-19,16,37,16,45,2016-12-19,16,46,16,47,2016-12-19,16,48,16,58
30602658,2017-04-20,14,2,14,20,2017-04-20,14,20,14,27,2017-04-20,14,46,14,52,2017-04-20,14,52,15,10,2017-04-20,15,12,15,24,2017-04-20,15,24,15,36,2017-04-20,15,36,15,37,2017-04-20,15,36,15,45
30602659,2016-06-24,13,1,13,19,2016-06-24,13,30,14,14,2016-06-24,14,39,14,49,2016-06-24,14,54,15,12,2016-06-24,15,26,15,45,2016-06-24,15,59,16,15,2016-06-24,16,16,16,25,2016-06-24,15,59,16,38
30602660,2016-05-13,13,45,13,45,2016-05-13,13,46,13,48,2016-05-13,13,48,13,55,2016-05-13,13,56,13,58,2016-05-13,14,1,14,2,2016-05-13,14,10,14,15,2016-05-13,14,15,14,16,2016-05-13,14,17,5,45
30701663,2016-09-29,10,30,10,34,2016-09-29,10,35,10,44,2016-09-29,11,5,11,13,2016-09-29,11,14,11,24,2016-09-29,11,25,11,32,2016-09-29,11,32,11,41,2016-09-29,11,42,11,43,2016-09-29,11,43,11,57
30702664,2017-04-22,9,31,9,42,2017-04-22,9,43,9,59,2017-04-22,10,15,10,22,2017-04-22,10,23,10,40,2017-04-22,10,41,10,48,2017-04-22,10,49,11,8,2017-04-22,11,9,11,16,2017-04-22,11,17,11,31
30703665,2016-05-19,11,2,11,15,2016-05-19,11,15,11,38,2016-05-19,12,3,12,14,2016-05-19,12,14,12,31,2016-05-19,12,32,12,51,2016-05-19,12,52,13,39,2016-05-19,13,40,13,41,2016-05-19,13,41,14,1
30703666,2017-01-25,13,46,14,4,2017-01-25,14,5,14,22,2017-01-25,14,45,14,53,2017-01-25,14,54,15,11,2017-01-25,15,14,15,30,2017-01-25,15,31,15,52,2017-01-25,15,53,16,6,2017-01-25,16,9,16,22
30704667,2016-10-15,15,0,15,21,2016-10-15,15,22,15,38,2016-10-15,16,5,16,8,2016-10-15,16,9,16,22,2016-10-15,16,24,16,36,2016-10-15,16,37,17,17,2016-10-15,17,18,17,28,2016-10-15,17,30,17,45
30705668,2017-04-06,10,28,10,47,2017-04-06,10,48,10,58,2017-04-06,11,22,11,27,2017-04-06,11,28,11,43,2017-04-06,11,44,11,51,2017-04-06,11,53,12,10,2017-04-06,12,11,12,23,2017-04-06,12,24,12,43
30705669,2016-06-01,8,56,9,37,2016-06-01,9,37,9,56,2016-06-01,10,14,10,20,2016-06-01,10,20,10,35,2016-06-01,10,36,10,49,2016-06-01,10,49,10,59,2016-06-01,10,59,11,2,2016-06-01,11,2,11,14
30706670,2017-02-09,9,1,9,27,2017-02-09,9,28,9,40,2017-02-09,9,59,10,9,2017-02-09,10,10,10,18,2017-02-09,10,19,10,43,2017-02-09,10,45,11,7,2017-02-09,11,8,11,15,2017-02-09,11,16,11,41
30706671,2016-10-27,13,42,13,57,2016-10-27,13,58,14,13,2016-10-27,14,28,14,36,2016-10-27,14,37,14,50,2016-10-27,14,51,15,18,2016-10-27,15,19,15,47,2016-10-27,15,48,15,54,2016-10-27,15,58,16,31
30707672,2017-04-18,9,54,10,16,2017-04-18,10,17,10,32,2017-04-18,10,52,10,56,2017-04-18,10,57,11,12,2017-04-18,11,13,11,24,2017-04-18,11,25,11,51,2017-04-18,11,52,11,55,2017-04-18,11,56,12,7
30707673,2016-06-21,10,14,10,32,2016-06-21,10,33,10,48,2016-06-21,11,9,11,15,2016-06-21,11,16,11,29,2016-06-21,11,30,11,49,2016-06-21,11,49,12,15,2016-06-21,12,16,12,21,2016-06-21,12,22,13,0
30708674,2017-03-02,14,3,14,15,2017-03-02,14,16,14,29,2017-03-02,14,39,14,50,2017-03-02,14,51,15,4,2017-03-02,15,6,15,16,2017-03-02,15,18,15,33,2017-03-02,15,35,15,40,2017-03-02,15,41,16,4
30708675,2016-09-19,14,1,14,18,2016-09-19,14,18,14,36,2016-09-19,11,55,15,3,2016-09-19,15,3,15,17,2016-09-19,15,19,15,29,2016-09-19,15,30,15,50,2016-09-19,15,51,15,53,2016-09-19,15,54,16,9
30708676,2017-03-26,14,0,14,18,2017-03-26,14,19,14,33,2017-03-26,14,46,14,50,2017-03-26,14,51,15,1,2017-03-26,15,2,15,7,2017-03-26,15,8,15,20,2017-03-26,15,21,15,26,2017-03-26,15,27,15,47
30709677,2016-05-10,10,16,10,34,2016-05-10,10,35,10,57,2016-05-10,11,24,11,28,2016-05-10,11,28,11,39,2016-05-10,11,39,11,53,2016-05-10,11,53,12,1,2016-05-10,12,1,12,2,2016-05-10,12,2,12,10
30709678,2017-01-24,12,59,13,27,2017-01-24,13,38,13,38,2017-01-24,13,56,14,2,2017-01-24,14,3,14,36,2017-01-24,14,37,14,50,2017-01-24,14,51,15,30,2017-01-24,15,31,15,45,2017-01-24,15,46,16,25
30709679,2016-09-27,9,7,9,27,2016-09-27,9,27,9,42,2016-09-27,10,4,10,9,2016-09-27,10,9,10,28,2016-09-27,10,28,10,39,2016-09-27,10,39,10,47,2016-09-27,10,47,10,47,2016-09-27,10,47,10,55
30709680,2017-04-09,10,33,10,45,2017-04-09,10,46,11,7,2017-04-09,11,21,11,27,2017-04-09,11,28,11,47,2017-04-09,11,49,11,54,2017-04-09,11,55,12,18,2017-04-09,12,19,12,25,2017-04-09,12,26,12,40
30710681,2016-07-01,13,34,13,47,2016-07-01,13,47,13,59,2016-07-01,14,19,14,22,2016-07-01,14,25,14,47,2016-07-01,14,47,14,59,2016-07-01,14,59,15,37,2016-07-01,15,37,15,44,2016-07-01,15,44,16,9
30710682,2017-02-13,13,20,13,40,2017-02-13,13,41,13,57,2017-02-13,14,15,14,22,2017-02-13,14,23,14,41,2017-02-13,14,45,15,0,2017-02-13,15,2,15,22,2017-02-13,15,23,15,34,2017-02-13,15,34,15,45
30710683,2016-11-01,8,47,9,2,2016-11-01,9,3,9,21,2016-11-01,9,40,9,49,2016-11-01,9,50,9,58,2016-11-01,10,2,10,13,2016-11-01,10,14,10,56,2016-11-01,10,58,11,5,2016-11-01,11,6,11,30
30710684,2017-04-20,10,18,10,33,2017-04-20,10,34,10,46,2017-04-20,10,52,10,55,2017-04-20,10,56,10,58,2017-04-20,10,59,11,3,2017-04-20,11,4,11,9,2017-04-20,11,10,11,12,2017-04-20,11,14,-999999999,-999999999
30711685,2016-07-15,13,30,13,41,2016-07-15,13,41,14,2,2016-07-15,14,25,14,30,2016-07-15,14,30,14,44,2016-07-15,14,45,14,58,2016-07-15,14,58,15,28,2016-07-15,15,29,15,41,2016-07-15,15,45,16,1
30720686,2017-03-04,13,52,14,9,2017-03-04,14,9,14,23,2017-03-04,14,47,14,52,2017-03-04,14,52,15,0,2017-03-04,15,1,15,12,2017-03-04,15,14,15,28,2017-03-04,15,29,15,34,2017-03-04,15,35,16,0
30801687,2017-03-22,10,23,10,34,2017-03-22,10,35,10,40,2017-03-22,11,10,11,16,2017-03-22,11,17,11,34,2017-03-22,11,34,11,42,2017-03-22,11,42,11,46,2017-03-22,11,47,11,47,2017-03-22,11,48,11,59
30801688,2016-05-04,11,3,11,11,2016-05-04,11,20,11,24,2016-05-04,12,4,12,14,2016-05-04,12,14,12,37,2016-05-04,12,37,12,45,2016-05-04,12,58,13,3,2016-05-04,13,28,13,31,2016-05-04,13,31,13,37
30801689,2017-01-24,9,20,9,30,2017-01-24,9,30,9,36,2017-01-24,10,5,10,11,2017-01-24,10,11,10,33,2017-01-24,10,33,10,46,2017-01-24,10,46,11,3,2017-01-24,11,30,11,4,2017-01-24,11,5,11,18
30801690,2016-09-25,10,28,10,38,2016-09-25,10,38,11,7,2016-09-25,11,33,11,44,2016-09-25,11,44,12,0,2016-09-25,12,0,12,21,2016-09-25,12,21,12,32,2016-09-25,12,32,12,33,2016-09-25,12,34,13,1
30801691,2017-04-01,13,35,13,44,2017-04-01,13,45,13,50,2017-04-01,13,59,14,5,2017-04-01,14,10,14,15,2017-04-01,14,15,14,20,2017-04-01,14,20,14,23,2017-04-01,14,24,14,25,2017-04-01,14,26,14,36
30801692,2016-05-30,10,41,11,1,2016-05-30,11,2,11,18,2016-05-30,11,45,11,53,2016-05-30,11,54,12,7,2016-05-30,12,9,12,20,2016-05-30,12,20,12,41,2016-05-30,12,36,12,37,2016-05-30,12,46,13,2
30801693,2017-02-09,14,27,14,30,2017-02-09,14,30,14,40,2017-02-09,14,56,14,59,2017-02-09,14,59,15,10,2017-02-09,15,10,15,18,2017-02-09,15,18,15,28,2017-02-09,15,29,15,30,2017-02-09,15,31,15,39
30802694,2016-10-29,10,1,10,12,2016-10-29,10,12,10,26,2016-10-29,10,45,10,50,2016-10-29,10,51,11,2,2016-10-29,11,2,11,13,2016-10-29,11,14,11,27,2016-10-29,11,27,11,28,2016-10-29,11,28,11,50
30802695,2017-04-11,9,52,9,59,2017-04-11,9,59,10,3,2017-04-11,10,18,10,22,2017-04-11,10,23,10,32,2017-04-11,10,32,10,39,2017-04-11,10,39,10,47,2017-04-11,10,47,10,48,2017-04-11,10,48,11,1
30802696,2016-06-28,10,15,10,15,2016-06-28,10,16,10,48,2016-06-28,11,20,11,30,2016-06-28,11,30,11,46,2016-06-28,11,46,11,58,2016-06-28,11,58,12,8,2016-06-28,12,6,12,7,2016-06-28,12,8,12,18
30803697,2017-03-08,8,59,9,14,2017-03-08,9,15,9,18,2017-03-08,9,44,9,49,2017-03-08,9,50,10,10,2017-03-08,10,11,10,18,2017-03-08,10,18,10,28,2017-03-08,10,28,10,29,2017-03-08,10,30,10,40
30803698,2016-09-11,14,9,14,24,2016-09-11,14,24,14,40,2016-09-11,15,5,15,12,2016-09-11,15,13,15,34,2016-09-11,15,35,15,52,2016-09-11,15,51,16,3,2016-09-11,16,2,16,4,2016-09-11,16,5,16,27
30803699,2017-03-24,10,25,10,50,2017-03-24,10,51,11,21,2017-03-24,11,23,11,27,2017-03-24,11,27,11,29,2017-03-24,11,29,11,32,2017-03-24,11,32,11,44,2017-03-24,11,45,11,45,2017-03-24,11,46,12,10
30804700,2016-05-12,14,10,14,38,2016-05-12,14,37,14,43,2016-05-12,15,24,15,29,2016-05-12,15,30,15,48,2016-05-12,15,49,15,53,2016-05-12,16,2,16,11,2016-05-12,16,19,16,20,2016-05-12,16,21,16,30
30804701,2017-01-21,9,21,9,39,2017-01-21,9,40,9,46,2017-01-21,10,0,10,6,2017-01-21,10,6,10,29,2017-01-21,10,29,10,46,2017-01-21,10,46,11,2,2017-01-21,11,3,11,4,2017-01-21,11,4,11,19
30805702,2016-09-27,10,0,10,10,2016-09-27,10,10,10,35,2016-09-27,10,59,11,4,2016-09-27,11,4,11,21,2016-09-27,11,21,11,39,2016-09-27,11,39,11,59,2016-09-27,11,59,12,1,2016-09-27,12,1,12,23
30805703,2017-04-04,14,19,14,30,2017-04-04,14,30,14,42,2017-04-04,14,57,15,2,2017-04-04,15,2,15,13,2017-04-04,15,13,15,24,2017-04-04,15,24,-999999999,-999999999,2017-04-04,15,36,15,42,2017-04-04,15,45,15,51
30805704,2016-06-02,11,5,11,28,2016-06-02,11,17,11,33,2016-06-02,11,55,12,1,2016-06-02,12,2,12,12,2016-06-02,12,13,12,17,2016-06-02,12,29,12,48,2016-06-02,12,46,12,47,2016-06-02,12,49,13,2
30805705,2017-02-11,8,53,9,5,2017-02-11,9,5,9,12,2017-02-11,9,29,9,32,2017-02-11,9,32,9,43,2017-02-11,9,43,9,54,2017-02-11,9,54,10,1,2017-02-11,10,2,10,2,2017-02-11,10,3,10,10
30806706,2016-12-17,10,43,10,53,2016-12-17,10,53,11,14,2016-12-17,11,43,11,50,2016-12-17,11,50,12,3,2016-12-17,12,4,12,10,2016-12-17,12,18,12,24,2016-12-17,12,25,12,27,2016-12-17,12,26,13,30
30806707,2017-04-13,9,35,9,45,2017-04-13,9,45,9,53,2017-04-13,10,14,10,18,2017-04-13,10,18,10,26,2017-04-13,10,26,10,30,2017-04-13,10,30,10,35,2017-04-13,10,36,10,37,2017-04-13,10,37,10,54
30806708,2016-06-30,14,51,15,0,2016-06-30,15,2,15,17,2016-06-30,15,38,15,42,2016-06-30,15,42,15,51,2016-06-30,16,1,16,15,2016-06-30,16,14,16,20,2016-06-30,16,19,16,20,2016-06-30,16,21,16,40
30806709,2017-02-26,8,38,8,44,2017-02-26,8,45,8,55,2017-02-26,9,14,9,20,2017-02-26,9,20,9,29,2017-02-26,9,30,9,33,2017-02-26,9,34,9,44,2017-02-26,9,44,9,45,2017-02-26,9,45,9,59
30820710,2016-09-12,14,47,14,59,2016-09-12,15,0,15,7,2016-09-12,15,23,15,27,2016-09-12,15,28,15,36,2016-09-12,15,36,15,47,2016-09-12,15,48,15,42,2016-09-12,15,53,15,53,2016-09-12,15,54,16,17
30901711,2016-09-15,15,0,15,15,2016-09-15,15,54,16,6,2016-09-15,16,24,16,31,2016-09-15,16,31,16,52,2016-09-15,16,52,17,9,2016-09-15,17,5,17,10,2016-09-15,17,9,17,10,2016-09-15,17,11,18,0
30901712,2017-03-27,11,37,11,49,2017-03-27,11,50,11,59,2017-03-27,12,20,12,25,2017-03-27,12,25,12,36,2017-03-27,12,36,12,52,2017-03-27,12,53,13,6,2017-03-27,13,6,13,17,2017-03-27,13,17,13,32
30901713,2016-05-25,14,41,14,48,2016-05-25,14,48,15,11,2016-05-25,15,42,15,51,2016-05-25,15,52,16,18,2016-05-25,16,18,16,25,2016-05-25,16,32,16,48,2016-05-25,16,41,16,43,2016-05-25,16,43,16,57
30901714,2017-02-05,13,11,13,19,2017-02-05,13,20,13,30,2017-02-05,13,48,13,55,2017-02-05,13,55,14,11,2017-02-05,14,12,14,25,2017-02-05,14,25,14,35,2017-02-05,14,36,14,37,2017-02-05,14,37,14,47
30901715,2016-10-23,10,21,10,37,2016-10-23,10,37,10,45,2016-10-23,11,8,11,14,2016-10-23,11,14,11,47,2016-10-23,11,47,12,17,2016-10-23,12,17,12,35,2016-10-23,12,35,12,39,2016-10-23,12,39,13,12
30901716,2017-04-06,12,20,12,28,2017-04-06,12,29,12,35,2017-04-06,13,2,13,8,2017-04-06,13,8,13,22,2017-04-06,13,23,13,45,2017-04-06,13,45,13,57,2017-04-06,13,57,13,59,2017-04-06,13,59,14,13
30901717,2016-06-16,9,30,9,41,2016-06-16,9,41,10,18,2016-06-16,10,45,10,48,2016-06-16,10,49,11,14,2016-06-16,11,14,11,33,2016-06-16,11,13,11,55,2016-06-16,11,49,11,55,2016-06-16,11,56,12,25
30901718,2017-02-16,9,1,9,14,2017-02-16,9,14,9,26,2017-02-16,9,43,9,47,2017-02-16,9,48,10,1,2017-02-16,10,1,10,3,2017-02-16,10,4,10,15,2017-02-16,10,15,10,20,2017-02-16,10,20,10,32
30901719,2016-12-18,14,36,14,49,2016-12-18,14,49,14,58,2016-12-18,15,12,15,16,2016-12-18,15,17,15,14,2016-12-18,15,25,15,31,2016-12-18,15,32,15,37,2016-12-18,15,37,15,38,2016-12-18,15,39,16,12
30901720,2017-04-18,9,4,9,15,2017-04-18,9,15,9,18,2017-04-18,9,40,9,52,2017-04-18,9,53,10,10,2017-04-18,10,11,10,37,2017-04-18,10,37,10,50,2017-04-18,10,51,10,51,2017-04-18,10,5,11,2
30901721,2016-07-13,14,27,14,35,2016-07-13,14,36,14,51,2016-07-13,15,10,15,13,2016-07-13,15,13,15,27,2016-07-13,15,26,15,39,2016-07-13,15,42,15,54,2016-07-13,15,51,16,2,2016-07-13,16,3,16,25
30901722,2017-02-28,9,10,9,19,2017-02-28,9,20,9,25,2017-02-28,9,51,9,59,2017-02-28,10,0,10,16,2017-02-28,10,17,10,28,2017-02-28,10,29,10,40,2017-02-28,10,40,10,41,2017-02-28,10,41,10,51
30901723,2016-09-19,14,20,14,33,2016-09-19,14,33,14,49,2016-09-19,15,7,15,13,2016-09-19,15,13,15,33,2016-09-19,15,33,15,38,2016-09-19,15,46,16,2,2016-09-19,16,3,16,5,2016-09-19,16,9,16,37
30901724,2017-03-29,10,49,10,58,2017-03-29,10,59,11,0,2017-03-29,11,23,11,27,2017-03-29,11,28,11,40,2017-03-29,11,41,11,45,2017-03-29,11,46,11,50,2017-03-29,11,51,11,56,2017-03-29,11,57,12,8
30901725,2016-05-18,13,45,13,53,2016-05-18,13,54,14,24,2016-05-18,14,56,15,1,2016-05-18,15,2,15,18,2016-05-18,15,21,15,40,2016-05-18,15,40,15,30,2016-05-18,16,3,16,5,2016-05-18,16,6,16,15
30901726,2017-02-07,13,36,13,39,2017-02-07,13,40,13,57,2017-02-07,14,18,14,27,2017-02-07,14,27,14,41,2017-02-07,14,42,14,47,2017-02-07,14,47,15,1,2017-02-07,15,2,15,3,2017-02-07,15,4,15,16
