case_id,hhid,crop_code,ag_o01,ag_o02a,ag_o02b,ag_o02c,ag_o03,ag_o05a,ag_o05b,ag_o06a,ag_o06b,ag_o07a,ag_o07b,ag_o08,ag_o09,ag_o09_oth,ag_o10,ag_o31a,ag_o31b,ag_o31b_oth,ag_o31c,ag_o32a,ag_o32b,ag_o32b_oth,ag_o32c,ag_o33a,ag_o33b,ag_o33b_oth,ag_o33c,ag_o34a,ag_o34b,ag_o34b_oth,ag_o34c,ag_o35a,ag_o35b,ag_o35b_oth,ag_o35c,ag_o36a,ag_o36b,ag_o36b_oth,ag_o36c,ag_o36d,ag_o37a,ag_o37b,ag_o37_oth,ag_o38,ag_o39,ag_o39_oth,ag_o40a,ag_o40b,ag_o40b_oth,ag_o40c,ag_o41a,ag_o41b,ag_o41_oth,ag_o42a,ag_o42b,ag_o42_oth
201012550067,1161ff2fdbbc4a879cb140704794f099,maize,no,,,,,,,,,,,,,,,15,piece,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,,
201012550067,1161ff2fdbbc4a879cb140704794f099,IRISH [MALAWI] POTATO,no,,,,,,,,,,,,,,,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201012550067,1161ff2fdbbc4a879cb140704794f099,tanaposi,yes,25,PAIL (LARGE),NOT APPLICABLE,2650,9,,1,2,june,2015,25,Buyer picked up the crop,,0,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201012550067,1161ff2fdbbc4a879cb140704794f099,onion,yes,3,PAIL (LARGE),S: SHELLED,13500,8,,1,2,august,2015,1,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201012550080,19a4ad1ab7184fefb2f91a36e4f5b63d,tomato,yes,2,PAIL (LARGE),NOT APPLICABLE,800,2,,1,2,october,2015,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,,,,no,,,,,,,,,,Does not usually store,,
201012550080,19a4ad1ab7184fefb2f91a36e4f5b63d,OTHER (SPECIFY),yes,3,OTHER (SPECIFY),NOT APPLICABLE,150,4,,1,2,june,2015,3,On Foot,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,no,,,,,,,,,,Does not usually store,,
201012550086,396d68f1b1da48489dac8327e33716a0,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,,Theft,,,no,,,,,,,,,,Food for household,,
201012550086,396d68f1b1da48489dac8327e33716a0,cabbage,yes,5,50 KG BAG,NOT APPLICABLE,5600,2,,1,2,july,2015,1,Bicycle Taxi,,2000,9,piece,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,2,piece,,NOT APPLICABLE,,Other (Specify),,ANIMAL PESTS,no,,,,,,,,,,Does not usually store,,
201012550098,160b7c73d831446e8605cc5a33e6aa0d,IRISH [MALAWI] POTATO,yes,3,PAIL (LARGE),NOT APPLICABLE,7500,7,,1,,september,2015,1,Own Bicycle or Oxcart,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,no,,,,,,,,,,Does not usually store,,
201012550098,160b7c73d831446e8605cc5a33e6aa0d,OTHER (SPECIFY),yes,11,50 KG BAG,NOT APPLICABLE,16500,8,,1,2,june,2015,20,On Foot,,0,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,no,,,,,,,,,,Does not usually store,,
201012550116,982af1324b244f7da701935c3bfbdd2f,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,,
201012560015,9425ffcdfd06494296c65f0f12121c94,beans,no,,,,,,,,,,,,,,,10,kilogram,,S: SHELLED,0,,,,0,,,,0,,,,10,kilogram,,S: SHELLED,0,,,,,,,,,,,,,,,,,,,,
201012560171,291996f0c9b541578c75ec3496a3b6ea,tomato,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201012560171,291996f0c9b541578c75ec3496a3b6ea,OTHER (SPECIFY),yes,2,PAIL (LARGE),NOT APPLICABLE,640,4,,1,2,september,2016,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201012560186,6fd0df3794f4442fa7a2382e04058df9,MAIZE HYBRID,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
201022570078,53c0809a864843d49a41e9d28c8ecd2f,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,tanaposi,yes,5,OTHER (SPECIFY),NOT APPLICABLE,3500,6,,1,,september,2015,4,On Foot,,0,1,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,nkhwani,no,,,,,,,,,,,,,,,2,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
201032580088,1cc7f11cde6d4d91b3baaca0a57b4e47,OTHER (SPECIFY),no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
201062610155,6fe2e77a3b7d4d05b6e93bd2ed4ea0d4,MAIZE COMPOSITE/OPV,yes,4,OX-CART,U: UNSHELLED,1100000,4,,1,2,november,2016,5,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,To sell at a higher price,,
201062610155,6fe2e77a3b7d4d05b6e93bd2ed4ea0d4,SWEET POTATO,yes,15,OX-CART,NOT APPLICABLE,800000,4,,1,2,august,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,1,OX-CART,,NOT APPLICABLE,0,,,,,,,,no,,,,,,,,,,Seed for planting,,
201082640186,94c3494bb37744baa4faa9f2150b202e,tomato,yes,4,PAIL (LARGE),NOT APPLICABLE,12000,4,,1,2,july,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650003,8a7d1866762e4c0382ec06935180afb5,tanaposi,yes,10,PAIL (LARGE),NOT APPLICABLE,6000,7,,1,,august,2016,30,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650006,adeb3835b84745d6ac12c47d520b15bf,tanaposi,no,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650006,adeb3835b84745d6ac12c47d520b15bf,tomato,yes,1,PAIL (LARGE),NOT APPLICABLE,5500,3,,1,2,may,2016,2,Buyer picked up the crop,,5500,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650006,adeb3835b84745d6ac12c47d520b15bf,OTHER (SPECIFY),no,,,,,,,,,,,,,,,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,IRISH [MALAWI] POTATO,yes,3,50 KG BAG,NOT APPLICABLE,21000,10,,1,2,october,2015,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
201092650028,2691edaf8d2b4f40bf8ac38f48be562e,tanaposi,yes,20,PAIL (LARGE),NOT APPLICABLE,25000,4,,1,2,september,2016,9,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650028,2691edaf8d2b4f40bf8ac38f48be562e,OTHER (SPECIFY),yes,12,PAIL (LARGE),NOT APPLICABLE,9000,4,,1,2,september,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201092650031,fcf6ce02fae8428dbc0dba029777b409,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,Seed for planting,
201092650031,fcf6ce02fae8428dbc0dba029777b409,OTHER (SPECIFY),no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,,
201102670063,72a14db679f4430cb1750e6a34ab08f5,tanaposi,yes,1,PAIL (SMALL),NOT APPLICABLE,500,3,,1,2,august,,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201102670105,8b2157c39a0c4f0383ed4a16046508cb,tanaposi,yes,3,PAIL (LARGE),NOT APPLICABLE,3500,5,,1,2,july,2015,2,Buyer picked up the crop,,8,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,To sell at a higher price,Food for household,
201102670136,9e9fcc28b00f455a9ffadb09484f4bca,tanaposi,yes,1,50 KG BAG,NOT APPLICABLE,4000,9,,1,2,june,2015,3,On Foot,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
201102670178,28fef54ee45749ec8e314ed80da43a28,tomato,yes,83,piece,S: SHELLED,500,7,,1,,july,2015,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Insects,Rotting,,no,,,,,,,,,,Food for household,,
201112690019,ca5830bec25140bc916f1f4116d3e27a,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201112690037,a36f0a99218b422cbacd8b3761e3a140,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,no,,,,,,,,,,Food for household,,
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,beans,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,4,,,,no,,,,,,,,,,To sell at a higher price,Food for household,
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,,,,no,,,,,,,,,,Food for household,,
201112690356,142ec3babba14453ac00ad8eb25e906f,tomato,no,,,,,,,,,,,,,,,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,60,,,,no,,,,,,,,,,Food for household,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,tanaposi,yes,10,PAIL (LARGE),NOT APPLICABLE,7500,4,,1,,june,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,Other (Specify),,DROUGHT,no,,,,,,,,,,Does not usually store,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,tomato,yes,6,PAIL (LARGE),NOT APPLICABLE,12700,4,,1,,august,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Does not usually store,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,OTHER (SPECIFY),yes,10,PAIL (LARGE),NOT APPLICABLE,4500,4,,1,,july,2016,7,Buyer picked up the crop,,0,6,OTHER (SPECIFY),HEAP,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Other (Specify),,DROUGHT,no,,,,,,,,,,Does not usually store,,
201112700026,3a5ae043691144bb93bf7e6d271a06c2,tanaposi,yes,3,PAIL (LARGE),NOT APPLICABLE,5600,7,,1,2,august,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201112700026,3a5ae043691144bb93bf7e6d271a06c2,tomato,yes,3,PAIL (LARGE),NOT APPLICABLE,7500,7,,1,2,september,2016,2,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201112700050,79c4804e96374af9a9e87215fd870e21,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
201112700065,06676fbca8a1443890607437856b14cc,MAIZE HYBRID RECYCLED,no,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
201112700073,cd03d2687ac84c89b675d75b5bb57b0f,MAIZE HYBRID RECYCLED,no,,,,,,,,,,,,,,,9,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
201112710279,a33e9842e88043fc95a65466468bcffd,tanaposi,yes,5,PAIL (LARGE),NOT APPLICABLE,2500,5,,1,2,july,2015,5,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201112710279,a33e9842e88043fc95a65466468bcffd,nkhwani,yes,4,PAIL (LARGE),NOT APPLICABLE,2000,5,,1,2,july,2015,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
201122720007,6414f4670c9a49c2a1e75cd3cce6db33,OTHER (SPECIFY),yes,50,PAIL (LARGE),NOT APPLICABLE,35000,3,,1,2,july,2016,0,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,tanaposi,yes,5,OTHER (SPECIFY),NOT APPLICABLE,3200,7,,1,2,october,2015,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,nkhwani,yes,3,OTHER (SPECIFY),NOT APPLICABLE,2400,7,,1,2,october,2015,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
201122740364,38555caa97a048edb028704475329da3,tomato,yes,20,PAIL (LARGE),NOT APPLICABLE,40000,5,,1,2,november,2016,10,Buyer picked up the crop,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Seed for planting,,
201132750135,fee8ce070c4049eaad3fedf4a2062ead,SWEET POTATO,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,100,,,,no,,,,,,,,,,Food for household,,
202012790029,bea54af9c5784c588259a0e17174c84a,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202012800326,3fbd7b37724e455dacc437a553c71494,MAIZE HYBRID,no,,,,,,,,,,,,,,,0,,,,3,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,5,kilogram,,S: SHELLED,,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
202012800326,3fbd7b37724e455dacc437a553c71494,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
202012800468,8a8b927bbe134c918411ebce05cdca33,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,kilogram,,S: SHELLED,1,50 KG BAG,,S: SHELLED,,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
202012800563,24166bfee90244d6bcddd9425d83f604,MAIZE HYBRID RECYCLED,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,U: UNSHELLED,,Theft,,,no,,,,,,,,,,Food for household,,
202012800563,24166bfee90244d6bcddd9425d83f604,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,OTHER (SPECIFY),GRAMS,S: SHELLED,1,OTHER (SPECIFY),BASKET (SMALL),NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Food for household,,
202032880148,5b906dbc655f42d5b110f04be1867edb,OTHER RICE (SPECIFY),no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,1,50 KG BAG,,U: UNSHELLED,,Rodents/Pests,,,no,,,,,,,,,,Seed for planting,To sell at a higher price,
202032890018,bdd56b58920349d393dc28ddf5bda6dc,RICE TCG10,yes,2,50 KG BAG,U: UNSHELLED,22000,3,,1,2,november,2015,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,20,kilogram,,U: UNSHELLED,0,,,,0,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
202032910022,1fc5a9728a014c49b77874d2f55c9d92,OTHER (SPECIFY),no,,,,,,,,,,,,,,,1,OX-CART,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,no,,,,,,,,,,Food for household,,
202042920054,4b8588087e0d4b2abb700f74e2c9e49c,MAIZE HYBRID RECYCLED,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,Theft,,,no,,,,,,,,,,Food for household,Seed for planting,
202042920054,4b8588087e0d4b2abb700f74e2c9e49c,SWEET POTATO,yes,9,50 KG BAG,NOT APPLICABLE,45000,3,,1,2,november,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,To sell at a higher price,,
202042920054,4b8588087e0d4b2abb700f74e2c9e49c,OTHER (SPECIFY),no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,Theft,,,no,,,,,,,,,,Food for household,Seed for planting,
202052940030,c5efc79780ec4e9d8c5ba4c8bb342eab,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,,Theft,,,no,,,,,,,,,,Food for household,Seed for planting,
202052940030,c5efc79780ec4e9d8c5ba4c8bb342eab,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,,,,no,,,,,,,,,,Food for household,,
202052940281,23c9c9a55c9c445199e3d6a739f16611,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,kilogram,,S: SHELLED,,Theft,,,no,,,,,,,,,,Food for household,,
202052940281,23c9c9a55c9c445199e3d6a739f16611,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,,Insects,Rodents/Pests,,no,,,,,,,,,,Food for household,,
202052950243,582f6b06d99545c7b59b9f9be2b922e6,SWEET POTATO,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Food for household,,
202052960131,e32cff75916e42c4a6795e4368f32dc8,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202052980257,8ebdd977395542cea62fe06d53ba93fc,OTHER (SPECIFY),yes,63,kilogram,NOT APPLICABLE,144000,7,,1,2,october,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),KG,NOT APPLICABLE,,Theft,,,no,,,,,,,,,,To sell at a higher price,,
202063000226,cfa79f6f28fc4072989d5f7b52fc1394,RICE KILOMBERO,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,To sell at a higher price,,
203013040017,123aa9c040d84dfaa179f4198b925267,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,kilogram,,S: SHELLED,,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,tomato,yes,10,PAIL (LARGE),NOT APPLICABLE,35000,3,,1,2,november,2015,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,To sell at a higher price,,
203023060018,bdd6a25d08e24491a944d64a373f6909,IRISH [MALAWI] POTATO,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,,,,no,,,,,,,,,,Food for household,,
203023060063,2ca4171543b14d8a8237f9aae0ef600d,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203033080009,4f223791f6a2459bba54a1751982ace8,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,,
203033080009,4f223791f6a2459bba54a1751982ace8,tomato,yes,7,PAIL (LARGE),NOT APPLICABLE,50000,4,,1,,november,2015,6,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Does not usually store,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,,Theft,,,no,,,,,,,,,,Food for household,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,tomato,yes,2,OTHER (SPECIFY),NOT APPLICABLE,15000,5,,1,2,july,2015,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,NO 12 PLATE,,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,To sell at a higher price,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,OTHER (SPECIFY),yes,2,OTHER (SPECIFY),NOT APPLICABLE,4000,5,10,1,2,june,2015,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),BASIN (UNSPECIFIED SIZE),NOT APPLICABLE,,Rodents/Pests,,,no,,,,,,,,,,To sell at a higher price,Food for household,
203033080140,9f33a44e508b43a8a3175394c58c10ef,OTHER (SPECIFY),yes,1,PAIL (LARGE),NOT APPLICABLE,3000,4,,1,2,october,2015,0,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,Wait for the arrival of buyer,
203033090153,5c60b0f17b7e4060a9dbcce60f6af99c,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203033090172,26db793eebf14c80b7e9b8bd19b8094b,MAIZE COMPOSITE/OPV,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,kilogram,,S: SHELLED,,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
203033090307,f795d8ce694e49629a45bb043b28a3ad,MAIZE HYBRID RECYCLED,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,S: SHELLED,,Rotting,,,no,,,,,,,,,,Food for household,,
203033090307,f795d8ce694e49629a45bb043b28a3ad,nkhwani,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,OTHER (SPECIFY),TINA,S: SHELLED,1,PAIL (SMALL),,NOT APPLICABLE,,Insects,Rotting,,no,,,,,,,,,,Food for household,,
203043100055,52f975a65a3c4805bc916b580f4bbd16,MAIZE HYBRID,yes,2,50 KG BAG,U: UNSHELLED,6000,4,,1,2,december,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,,Flood,,,no,,,,,,,,,,Food for household,,
203043100196,10cfa24943664dac81ef89b27f02c853,IRISH [MALAWI] POTATO,yes,9,50 KG BAG,S: SHELLED,81000,5,,1,2,june,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,.5,50 KG BAG,,S: SHELLED,,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
203043110011,d5c4be1d08ec4e548b59568552ad54c5,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203043130025,109c4b36a85f42b7aab5c33f4fd85bd8,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,,Theft,,,no,,,,,,,,,,Food for household,,
203043130200,e8bb11b07b274ff8b4075f61a6279cf2,maize,no,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,U: UNSHELLED,,Flood,,,no,,,,,,,,,,Food for household,,
203043150058,05287b8a9b02420aab61f38e7735a661,tomato,yes,8,50 KG BAG,NOT APPLICABLE,80000,8,,1,2,october,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Does not usually store,To sell at a higher price,
203043150097,f45039e8b36a47df9405c2df9ccff9d2,IRISH [MALAWI] POTATO,no,,,,,,,,,,,,,,,4,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,no,,,,,,,,,,Food for household,,
203043150156,2fbe0fb289544ca9a44859967a4ee3c2,tomato,yes,2,PAIL (LARGE),NOT APPLICABLE,8000,2,,2,,september,2016,6,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,Rotting,,,no,,,,,,,,,,Does not usually store,,
