case_id,hhid,ag_e27a,ag_e27b,ag_e27c,ag_e27d,ag_e27e,ag_e27f,ag_e27g,ag_e27h,ag_e28,ag_e29a,ag_e29b,ag_e29c,ag_e29d,ag_e29e,ag_e29f,ag_e29g,ag_e29h,ag_e29i,ag_e29j,ag_e29k,ag_e29l
105032040103,9e49de4876164905b3097841b7601491,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032040109,c65e112972cb4311ac844b69a7bc6345,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050010,1b4b077a74bf45a89ad22082ac4ff153,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050020,6330bf4711804500a06b38df563dd8fa,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105032050040,2092604ed07e452c89538b811e1a50c0,no,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050050,42dfe0cbd2454fd4bb022f734ef243a4,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050070,b3f7002239f7415185029de9ff444b6a,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
105032050080,8e32acd3ffa84c2ea2c4cb02fa632477,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032050120,90088fc55b1e4e69bc89688b91aea958,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050130,9a8bbac9842a42b18cd69d2fff802e56,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no
105032050140,f832c38331a04d2d9fda916cded1b4cc,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032050150,c065725b940a48b7b6993772cfc80a57,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no
105032050170,0869a1a777744790a202586300e8945a,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050190,cb3dbfa7cb7e45f8bcd80f6c42d3ab92,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032050210,b98cea431eeb440691d3005b2186ddf1,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
105032060008,eaf189637f894897aff5c6d65aa1c5f4,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032060016,7490a13e8f594768bc8d9fa9b94eec18,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032060024,8f7f4f335f40465bb3d4c419749a832a,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032060041,a934c72cf0d14cf2ab72870787a43ace,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105032060049,430fc75a461d4c64bb3e9092230a9bac,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060057,ca795b6a5b7c4834b392d59dbf7a4823,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105032060075,ed4eba3282c549a8aa12c392d532e58b,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060083,669e71c3004c493d87a7ddc8af3a358a,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060091,9a36c4bd2976443cab2ba70aa8fc6f28,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060108,aae4a704cc044be48467c37811c1eae3,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
105032060116,fd73f60ab8eb4af7bfcdf2d65a73f777,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060124,e6d73e18394e4c238ae1857530d6fb11,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105032060148,7d3e4f699171487cbc084ed939eaf26c,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105042070004,9e1691c8fb1240ef963410d502e4e839,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070013,c3f1e2a6c74049b5b97d88093793edcb,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070022,ec43338bdd12419984099feb7e650f35,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105042070030,48e83f28d8b9426591c2a2e8446fca35,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070039,20d48357a7dd460e893eba3396806af8,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070048,e51f1401aec94d4f9d5812d3259e46a9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105042070074,9ed70344059d4911af4e88e6c221184c,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070091,890f36fd9ba041c9b273d0d710b27527,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105042070100,85d3cd26bc6647eab536165dd03b7517,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105042070109,3f5c617574224707afd27ca99432b9cc,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105042070117,d7f1983ff73c435e95e733ca2b8a9b1e,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105042070126,7aa6d3dfa02249eba2c6fdb35ed920a5,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105042070135,c093a667c8d547d7b512028875737112,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080002,a675d4332b5e4065b99fc7ad01f8f7d3,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080017,860e3d4ccfec4fa0a4102da556636f0a,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080032,f5a221c5c5764758b5802bb4844d2b06,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080047,93659c395a9344d1803405f7cd506bb3,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052080062,1fb0e69c2ea9438b815df96443e319d5,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052080092,55cf028814994740ac6a531c849724ac,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105052080107,eb5700dad6a1422ab280d0578d3a0464,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no
105052080122,95d10c12a1c443edb4668ef2821a3e6b,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052080137,d5a2babe9412410aa5ee0e4e77f395e9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052080152,2e7c0372e2094b49bac039b4310a9c7f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080167,15ed4677ece54ca0983dec2346e7e6e9,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052080182,38642b9c82584c659009464d2267d6ca,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080197,204b836396b24fb785185a07a8128047,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080212,9bbd1beb56724a13a67f6e4f7c884338,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052080227,ef3b0dd665eb428888bc0de0b9d2106f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090005,68f4955e7e724edab798599db8fb8436,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090014,0d574335c6f047f18533d9bebf7a9715,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090024,468976b9837c4c2a9cb94cc1cfa0f7bc,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090029,2e0e7d44405b45fa9c5681a84653f3bb,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no
105052090033,4030c0706ef840ca82e2946ed33b8197,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
105052090043,1eaff4c9f58e4476872d68cb467c8009,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090048,0bec8031d9e242dcbb849ad14dbd0a36,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090052,03c8684355474505ba5f7e4c0e15f93b,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052090062,aab6230593d24724b55e1ccbef54ad59,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052090067,5f8dd724f5bd4f86951f487c04b042d5,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
105052090081,34d874df4f26426daf363e3cf3155d0c,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052090086,2f830b4407d745da994029c4cd00c3c7,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052090090,1d46eddc69aa4c2b95ebb1ea4cf1f295,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105052090100,ab62bfa0da0e4015bbb42309d1803275,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052100008,32ef2a3cd70241b3ab66ae19c934290c,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no
105052100016,8512f3bc121242969b20c68ce159017f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105052100020,a539bee8383c4e8795dc2025ef6c0843,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052100025,a87cc0c53ca14e31a44c1c380c05ef2d,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100033,77bb6e453ecd47ae832588d7d95a25f9,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no
105052100041,a429462893be412e85b0b1e423eb8a7f,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052100050,d00a000a4a184994b7dbc49576696e0e,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052100066,39858cff01614b0da7c376dd36ab40c9,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105052100075,cd933add55fb4ef8bfeb31ec21d2b62e,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100083,30df2582e23c417fbd971f306fe19094,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100092,8d9ffa9e9ed64cd1b4e4d4a820b66728,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100100,409f22f7e03c475aa938c43545a16565,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100108,d7f6c7d71fdf449a814871c12b3a6177,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105052100117,096d41e5dcbd4fc5bba87f28dc66c645,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052100125,d4de1e3d7c494221bcc90fba63ad969c,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105052100133,eef8bb38aa394a97915144cbaa33a265,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062110014,55485d16f27649dcb46d9b06961387dc,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110028,14c33cc8fde64dfaa9ccec3c1131c109,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110057,a7efe8d13f3744b9825711935b8dfacf,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110071,11c5b7b65719429294e8420362fa84f4,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062110085,50df6a18a2c2479b8376665252be9768,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105062110099,896be8161c0744538f8f51b489e39f48,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110128,7131c720a4bc4b43bea03c581ee7a2e1,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110142,ea39ee94987e4949bfeec5c308b1c514,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062110199,7a58d2ebb5154be8b781cc1774ccdc50,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no
105062110213,5814f674cc4c4ef4bdb51b43b988b82b,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105062110241,5c3880d8801f44c8b17c33f735ab8a0d,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062110255,a2b9329f40a54de5b4df5b650e0b0383,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110270,2dc03532eb034fd4ac14b08a909b5b46,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062110298,896d6ec8d0a24a8db9e65d2164121c1d,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120006,8bb191d451484e59a091d76c474196c6,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062120018,2dbe58816d1343a8af9c902048089921,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no
105062120029,c730ca40adc241e2a004e599a92afcd5,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062120041,bd207814f48746c7a4d389ba39eb091a,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105062120053,1f6b15ea96ce4282b83811552e29b16b,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120064,fa35b17072ed4f24be4d659446866499,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062120076,37fe7f2e3d184c39b81cc83878de41fb,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105062120087,984444435d654380a624ac679abcf2ee,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120099,d3668aac6ce2407086d39e50836b1d33,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120111,7ea8f7cfb12e44128aa4486272fb5866,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
105062120122,8898457296724b959bdb007da8d83a1d,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120134,c8779802e14d45ad8ecdb6266b29049d,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105062120169,7ad0422b10f948888830cfb8c8dd3a35,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
105062120180,6b33859af3f743768174fabf8926e29a,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
105072130306,2040d4e5ef584dd4a7f96f37c169a5fc,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072130440,809f065358244612afa33340f34e33fc,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072130483,3ba28b9bc85c48408eaeeff21f67d09a,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072130575,6448d48107a145ddba484ab510ce5ecb,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072130746,75e60d89b1ab4ac9ace2bc4beb95e08c,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072130918,ba182e2819c54eac8846286c52b045ba,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140010,db3d649780eb4b4cba221f2b611e0024,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072140022,d046b0a7d5de46368be94f6b5b3694e9,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140035,83edecb138634b7480157929ac78ec23,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072140060,37b36c1a8b2f4c77b10d19a55d7f3b54,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140073,9e30f398bfac4c9e966e86db4d32fcf2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105072140110,cbca9cfbb83a49379e9a95116b49c76b,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072140123,5d1b0503defa4a9b9e5d11b181a05c66,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no
105072140136,c8566d260ee04ee88236579eed931fff,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105072140161,681d5fc51ec54b1f85c786cf6412b895,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140173,19e7cea004b848b6bb8622179de22524,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140186,609dfd4b756a4d76afc889fa83f65e70,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105072140198,da36ed05591e4042a3fe650d23a409ce,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150007,f6fbdfd2c6b74737a8722c624edebc66,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082150013,6f4fdea2e01b4fb995d7b74737b09ddd,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150020,52e28aa88123496a9d1e6c8a77b557ec,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no
105082150035,3a853595d2ec462497399771b7c746eb,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no
105082150042,ebde2566b4394d87ba71b996d8da3b80,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150049,0043da6163794617b4eacbfcf1585c6a,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082150064,14ead7b4140e4ddf92be9113ff85e644,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150071,7c15a7f7fcda48e0bc93f6b6b4d49b3b,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150077,f98795c8b10f4f54ae0c6915395d5223,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150099,b90d8b5f80d6430a9cdb74492f81bfdb,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
105082150106,5fd3e75590d64dfd903099901bbbd33c,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082150120,f95ddae3dc9d4e499a4ae449189ea690,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105082150126,a23e1cbe07c2413eb1255a0995b17e3f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105082150133,e8ffa5f9ff6a41d180568769279b4e3e,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105082150147,541b6d32855d4181abd17892e20c3c83,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105082160001,371dd76eb3734954b6d88eec59a5055a,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082160011,1b1833754ad1486abb85c4b7eb9848fd,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082160020,9108c3fb06dd42838a578b4073daf1aa,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082160030,9676743faa8e492aa2f32d0d8ffc1e91,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105082160040,481df2329d564cd19dbd5714e9f03e77,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105082160060,bfbdc7ad8ff744488355ba7c5e553726,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160070,bf967b30fb9f4253824e6fc73ba41278,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160080,538f4250c17f423c8f845f408b8df393,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160090,371e5eb632bf47fd9c62f9695852e827,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160099,d557ba87a7b44c98b6dfbd34bf0f7ac5,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
105082160119,458b1cc25ba342ad98247b32abf4f2d1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
105082160139,bf73ddb6a5524cceb571cc10b6137b0c,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no
105092170014,6b70d644abcc43e09e9625f5be63030b,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105092170028,c13d90ec358248618f5a5ed42979e9ae,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no
105092170042,a4f625dca9704ede88b092ae8585ff97,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105092170056,0a7cd5940d99441fbc819c78dbe5e894,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105092170098,b03b8a3199464cd99dccbed91024e0df,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105092170112,9e603b5c90a74152bbd52d4ae0d6b7d2,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
105092170125,e65bf3d499124db6b1f8251367599862,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105092170139,27b59c0743a0442ab61b035a5947c185,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
105092170153,8c61bbff5be048ca8ec74a8edc61bc1e,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
105092170181,1d0e48470fff46a4b5555e3f75ca6668,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
