case_id,hhid,ag_e27a,ag_e27b,ag_e27c,ag_e27d,ag_e27e,ag_e27f,ag_e27g,ag_e27h,ag_e28,ag_e29a,ag_e29b,ag_e29c,ag_e29d,ag_e29e,ag_e29f,ag_e29g,ag_e29h,ag_e29i,ag_e29j,ag_e29k,ag_e29l
207054280030,6d3cdc3228934774825fe916668ec4d9,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054280042,92b91eab4d02465cbec9a1eb15c1cad4,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054280052,87699ec4e16d4132866d31577331500c,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
207054280072,40bf1e9a133c4a2fb81d93ef30bd775f,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207054280093,aebd21c8da344a0890caf2d35e1c9491,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no
207054280103,97cc1592d556459d9387c4a2f4970191,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
207054280114,82dff59964ca48faae8be53f2fedc176,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207054280135,493b5a89180d4a55bce4846980da0569,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207054280145,86b626e649154e2ab523a62953b624c4,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054280155,785d9c2912c04a65a174a7b96709a4fd,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no
207054280165,9dcf628699df4d1892a6a89f5290ce0b,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no
207054280175,aeb4f8e48a724ec8a93e302813754609,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054280196,1ec470c383c64c618f446fa24d4ddecf,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054280216,00d0c0c79f134302be1fbc1f95b4472e,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no
207054290005,de15d463aaff43fdbe8d35d1535b7491,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054290021,7c02ee7c9ee640ae82e82c00b8721489,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no
207054290038,d014b1bb910847cfb370a2437ef872b5,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no
207054290054,6ebbd5107df0486985e2ce0e01dfe692,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes
207054290071,902db77567e7431ab99390d286df512a,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054290087,ebdfe6a53697471e975c26d581af83f0,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054290104,ae5fbb75beaf4ee6b28167de124e179a,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054290137,484b9ebf9374485e8b61615b1b1f58e3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207054290153,7af304ba44594014ba971f88ea06daae,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
207054290186,86696cc26d984fec96e612d1f801389f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054290203,36f9a9426f364deba4ca6b98c6c31a7b,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207054290219,c33dd4907bf14b7396e943c16b75fa3f,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207054290236,75e77052e451466daf37f722f48c89d9,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no
207054290252,e8d3e7de3b1544a3a223943400f0b9ca,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207054300020,0287bda9e7074b26bcc4d38267651a8d,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no
207054300040,5b08c1fff5af4f35bc82378e978ce661,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054300059,e110a6b406f54492b00eede77be3ef05,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
207054300100,3736262dee8f4ca68fd505dc4b203082,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054300119,51b320256a244e91916fc20aa40d0691,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054300139,edf9d47ddcb84089bd0915b81662dfcd,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207054300179,bdcc3cb1d20f45429a94a56742676c49,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054300199,7a399270eaa8432a9b05149dda4aff6e,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207054300219,0b9e8e4e61a442b28e35e21a88aa410b,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207054300279,64d3a01c3d2248d1966a66e37759ee10,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207054300299,371227774b5a41e39c8692b42a9aa4dd,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054300338,c7d3763e24be434a883a49c1fbe8c0b9,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
207054300358,63bee3da8fc24c0882065b8d8c53f6c8,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no
207054300378,5a0fa307ac1d437d9bb598d731659fd0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207054300418,b360191ae5164df9b45d5e9750570f4c,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no
207054310299,b07b8bcf921a41a68f88b8fd66340198,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207054310390,d2388b2d31424e5a8d0c4112d46ca5e2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207054310421,9cf26e2a832942f49b2633c9bfd4ea4a,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207064320009,193808bf87724b7b8d49f73052da5b77,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207064320017,1df7ec5ba5bc470b86d47008d535eb60,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207064320026,00e88f5314064fd59eefe1c0b9dbcb17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207064320044,d537d5d2ebfe4b8a8e25482e0e5a2aad,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207064320053,12ec8df592304375b7cbb02a8fe23627,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207064320080,30f2ba80c8be47c18386ff5823177e77,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064320108,54993aaf04a84ede9f1a59acafba430f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no
207064320133,3b9f81596fe646ff83e1e5d0ecaf5e66,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no
207064320142,83d34cf92d554738b49d4fa5de9a3d6b,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207064320151,666217bcf0214d8b9f981d449969add1,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207064320159,5bd65701e0ae4ca0842c2597c0061a4e,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207064320168,6c787c981bce4fc6ab4ad19cbbab67f6,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064320185,355936237b8d455db44893c5d6fa259e,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
207064330011,adf6371041a34ff3a34e92942bb438c6,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207064330039,775bfd7c5d2944a580a676c74550662f,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no
207064330053,a76df23243b14ff4912922a1cf6c6df4,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
207064330066,b7c533daa3f449e381b7063e463f32b2,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
207064330080,eadfb3eb22b2400fbbb37c238a45fb4b,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes
207064330108,c1be6eb607af43f6a9a4aa6759f74329,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no
207064330122,85d0991d4ede4e2f99b28533d67b7b8e,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207064330135,a6cb16158ca54d7fa6139d9bcae5c884,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064330149,4ffce2ba408c4b9a8a1ae1ada198350b,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207064330177,5b792a87ccf14910aae95da96d991d7a,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064330191,de141ce0333b492cb4a3e8ed1a3385a0,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064330204,dfcb00ab10d24f698f4f05c13b6a4c44,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207064330218,c6162ea114594715aee21d3064b9fd67,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207204340029,ab04801d0c304c8d9b9847efd92646d1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207204340073,10546ae5ec5e4247a901a1354e380184,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no
207204340088,cf7110989e444bc9b48fad818ed10c5d,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
207204340132,63b9f1a9f64f44fb941ab3745e2727c1,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no
207204340147,55b696f87dd2402795f0bd3c57dcc9ec,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207204340206,44c81b57a1cd492abcf3de6d3d94dd46,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
207204340220,cf7aa7cec3f94dceaec8a6448bab2ea7,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
207204340264,3290887f07c947bca8537581a86811f6,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no
207204340308,33cd516bf8514d1da75f21f068231fd1,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
208014350009,f29840395b654d84b0b6feb93046e68d,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
208014350018,5cebed32279b4170988a30760efbca35,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
208014350044,52e56f3b413d440ea8c14daec25473c2,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
208014350070,77e5fbe938a34d8096ecbf343bfb0a17,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no
208014350092,62f9f676026048c0be7c8c8f894cd13c,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
208014350096,3cc73ce08a9c40f7b79309e21436f9a8,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no
208014350122,4106efc67dad4ab7a00432119834ea94,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
208014350148,96fd662c49054217b2a425d35fac702b,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
208014350174,4a490389a3c64873a84223685e7fe2d2,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no
208014350200,424bd3bd2911460689547430db6060b4,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
208014350227,34d46a765848453790c48bcd94ea6a1c,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
208014350253,edef4cc92b154e7ea2a87c38296c6815,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
208014350279,1a08f19b04ac475aba516715176fe0f9,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no
208014350331,686b17f82fee4e249fe9d86bd0191e36,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no
