case_id,hhid,ea_id,region,district,reside,interviewDate,hh_wgt,hh_a02a,hh_a03,hh_a06,hh_a11,hh_a13,hh_a22,hh_a23,hh_g09,hh_m00,hh_o0a,hh_s01,hh_w01
301025230225,0001c970eecf473099368557e2080b3e,30102523,Southern,Mangochi,rural,2017-03-30,590.33289,2,523,0225,no,,60,46,yes,yes,yes,no,no
210374850204,000509f5cfcc4b078a09672b09425e95,21037485,Central,Lilongwe City,urban,2016-04-15,265.03271,37,485,0204,no,,80,37,no,no,no,no,no
311057710075,000bc107780044e59327dbf7ec960ac1,31105771,Southern,Nsanje,rural,2016-05-20,207.08411,5,771,0075,no,,800,76,yes,yes,no,yes,no
312048040073,000d1d26325d4f73a2ffbb8a99ab4752,31204804,Southern,Balaka,rural,2017-03-10,207.1472,4,804,0073,no,,90,95,no,yes,no,yes,no
311097790117,00104e33315844fdb2b8c6fdd35912a1,31109779,Southern,Nsanje,rural,2016-07-07,287.5741,9,779,0117,no,,800,75,yes,yes,no,no,no
204023330203,002afb9ae01c46838ef6303cc99e0287,20402333,Central,Dowa,rural,2017-02-07,241.00301,2,333,0203,no,,900,81,yes,yes,yes,no,no
315378640218,002cfe4fca224667bc394b1289950352,31537864,Southern,Blantyre City,urban,2017-04-10,663.58502,37,864,0218,no,,500,64,yes,no,yes,no,no
105082150049,0043da6163794617b4eacbfcf1585c6a,10508215,North,Mzimba,rural,2016-12-16,185.9502,8,215,0049,no,,30,8,no,yes,yes,yes,no
104041860053,004460497c3042b48ee79c0e7156c3b6,10404186,North,Rumphi,rural,2017-04-27,107.3112,4,186,0053,no,,900,79,no,yes,no,yes,no
313068290032,004e377d40dd4ca3862ce695e9a5d380,31306829,Southern,Neno,rural,2016-06-19,91.326401,6,829,0032,no,,700,88,yes,yes,no,yes,no
314388440004,00563ecb9e434e93a3eda7a05399315a,31438844,Southern,Zomba City,urban,2017-03-22,33.8368,38,844,0004,no,,300,94,yes,yes,no,yes,no
307096770225,0058e6cc57384df88c7688e59887bde8,30709677,Southern,Thyolo,rural,2016-05-12,345.0636,9,677,0225,no,,500,64,no,yes,no,no,no
205043600096,005a080696c24af3888cd402b989b9ce,20504360,Central,Salima,rural,2017-03-04,359.62631,4,360,0096,no,,600,28,yes,yes,yes,no,no
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,20602380,Central,Lilongwe,rural,2017-04-04,398.92459,2,380,0176,no,,600,28,yes,yes,no,yes,no
308067070061,00667697be5140f5902e55150ea2537a,30806707,Southern,Mulanje,rural,2017-04-12,176.209,6,707,0061,no,,70,69,no,yes,yes,yes,no
303015670394,0069b8192bf84ab0896849db7c44a140,30301567,Southern,Zomba Non-City,rural,2016-09-28,264.42059,1,567,0394,no,,300,54,yes,yes,no,yes,no
301015200278,006a0e5f89d644e88ac87580bedccf7b,30101520,Southern,Mangochi,rural,2016-05-23,872.97009,1,520,0278,no,,100,47,no,yes,yes,no,yes
201122730233,0082d5cf3a4543c9add206ed4690487d,20112273,Central,Kasungu,rural,2016-12-23,326.72391,12,273,0233,no,,40,16,no,yes,yes,no,no
302025470028,009865b5ed1c493d87a6a14d56555899,30202547,Southern,Machinga,rural,2017-03-31,318.82819,2,547,0028,no,,200,50,yes,yes,no,yes,no
204213500012,009aae2eea5248afad8a83eb3c6c191b,20421350,Central,Dowa,urban,2016-09-13,334.89169,21,350,0012,no,,40,14,no,yes,yes,yes,no
313028160093,009ca5a546384710a5814fb14dff1f14,31302816,Southern,Neno,rural,2017-04-22,105.1156,2,816,0093,no,,700,71,no,yes,no,yes,no
102041380275,00a1cc35720a4e2f97deff1a752c284a,10204138,North,Karonga,rural,2017-04-12,171.1917,4,138,0275,no,,10,4,no,yes,yes,no,no
210364830021,00a51d7beedb49a5b953bac4617075ac,21036483,Central,Lilongwe City,urban,2016-09-05,211.9127,36,483,0021,no,,80,82,no,yes,no,no,no
206104000108,00a7c14467ce41e4a7a99ceb40fa263a,20610400,Central,Lilongwe,rural,2017-03-21,549.51349,10,400,0108,no,,600,28,yes,yes,no,no,no
207024150293,00ab16a5552f49b499f898bb94528f11,20702415,Central,Mchinji,rural,2017-03-31,320.65201,2,415,0293,no,,100,65,no,yes,no,no,no
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,30203554,Southern,Machinga,rural,2016-08-30,431.32709,3,554,0075,no,,200,50,no,yes,no,yes,no
207054280216,00d0c0c79f134302be1fbc1f95b4472e,20705428,Central,Mchinji,rural,2016-06-07,257.6203,5,428,0216,no,,70,33,yes,yes,no,yes,yes
102041410010,00d3e15a60ef4cd3bee737590ed46a69,10204141,North,Karonga,rural,2016-12-30,201.97169,4,141,0010,no,,10,2,no,yes,yes,no,no
209034660090,00d82c8b77f34e6eaaea5d26cf18aa9d,20903466,Central,Ntcheu,rural,2017-02-02,403.7529,3,466,0090,no,,90,42,no,yes,no,no,no
201062610082,00e4185d375441948f1abc83a9482eea,20106261,Central,Kasungu,rural,2016-12-21,479.1452,6,261,0082,no,,900,81,no,yes,no,no,no
309037320076,00e63912181844e993e9fdc5e033aeb9,30903732,Southern,Phalombe,rural,2017-04-18,192.52769,3,732,0076,no,,70,67,no,yes,yes,no,no
102011240011,00e67fc92b434910ae4a588825f8a22c,10201124,North,Karonga,rural,2017-02-01,126.1631,1,124,0011,no,,10,2,no,yes,no,no,no
207064320026,00e88f5314064fd59eefe1c0b9dbcb17,20706432,Central,Mchinji,rural,2016-06-30,506.94431,6,432,0026,no,,70,30,yes,yes,no,yes,no
304036010283,00ea0f4922124dbba4cbf4081271afac,30403601,Southern,Chiradzulu,rural,2017-03-06,463.08441,3,601,0283,no,,900,79,no,yes,yes,no,no
210765050014,00eaa92e821e49b29c696be554277b96,21076505,Central,Lilongwe City,urban,2016-06-17,561.48621,76,505,0014,no,,80,87,yes,yes,yes,no,no
302075590062,00eb19bfadd0443c8c545cf2ddbd4c40,30207559,Southern,Machinga,rural,2017-04-03,123.3573,7,559,0062,no,,200,50,yes,yes,yes,no,no
301045300207,00eb946eb415487db6755f8870e395c5,30104530,Southern,Mangochi,rural,2016-09-01,924.73682,4,530,0207,no,,100,46,no,yes,yes,no,no
210595000023,00edfdd97ae84dd9bf063e8784d8e3ec,21059500,Central,Lilongwe City,urban,2017-04-04,172.6978,59,500,0023,no,,80,68,no,yes,yes,no,no
315448690138,00f8525c6a904541959d5eef6a1652c4,31544869,Southern,Blantyre City,urban,2016-05-02,725.51959,44,869,0138,no,,500,62,no,yes,no,no,no
305016170255,010290be8346457fbb0290d906a15ab0,30501617,Southern,Blantyre,rural,2016-05-04,215.1559,1,617,0255,no,,400,60,yes,yes,yes,no,no
302225660134,01065fd2faaf4790936a8358617feb65,30222566,Southern,Machinga,urban,2016-09-09,840.31329,22,566,0134,no,,200,44,no,yes,no,no,no
312048040158,0115d686d2f14d71941ba991803cb7e8,31204804,Southern,Balaka,rural,2017-03-09,207.1472,4,804,0158,no,,90,41,no,yes,no,no,no
207034200296,01169316d0f84dfb899284ce9947cb11,20703420,Central,Mchinji,rural,2016-06-29,419.95041,3,420,0296,yes,Dwelling found but no HH member could be found,70,31,no,yes,no,yes,no
103091630123,011c61cfae3b4d76b14a9d8883d46d0c,10309163,North,Nkhatabay,rural,2017-04-21,122.6202,9,163,0123,no,,20,20,no,yes,yes,no,no
310017420099,01230111c77c4764ab6cb687ff063dc0,31001742,Southern,Chikwawa,rural,2016-10-26,287.62189,1,742,0099,no,,800,90,no,yes,yes,no,yes
204023310182,012da9e82da04e21a13f1211b30dbac4,20402331,Central,Dowa,rural,2017-04-10,582.80292,2,331,0182,no,,40,39,yes,yes,yes,no,no
201202780415,01350493ba9143f4b7e763c1ff0a4eb6,20120278,Central,Kasungu,urban,2017-03-22,459.6825,20,278,0415,no,,40,5,yes,yes,no,no,no
107332350284,013b2cf61fb44bd78f0c10c3bfcfe4f7,10733235,North,Mzuzu City,urban,2016-09-06,102.6238,33,235,0284,no,,30,11,no,yes,no,no,no
301035280121,0141282aa5e74dba9f8bff47376e7dd8,30103528,Southern,Mangochi,rural,2016-07-01,281.4281,3,528,0121,yes,Dwelling found but no HH member could be found,100,46,no,yes,no,no,no
203043130184,014bf6f7bdeb4e2a931a87b88e108542,20304313,Central,Ntchisi,rural,2017-02-17,164.5945,4,313,0184,no,,900,79,yes,yes,no,no,no
305066290039,014f093237c74391a87118530c2c3f3e,30506629,Southern,Blantyre,rural,2016-05-21,266.8147,6,629,0039,no,,700,72,yes,yes,no,yes,no
206144060145,0153949870d54467ae857a7f4def9db8,20614406,Central,Lilongwe,rural,2017-02-07,534.54529,14,406,0145,no,,100,31,no,yes,yes,no,no
209044670036,0155cdbccbea4042b56a41abb674c0fe,20904467,Central,Ntcheu,rural,2016-11-01,215.5896,4,467,0036,no,,90,41,no,yes,yes,no,no
209024640019,015de5cbd5c34ca39e1c11726ca628db,20902464,Central,Ntcheu,rural,2017-03-30,79.197304,2,464,0019,no,,90,42,no,yes,yes,yes,no
302035490327,015e4585aa2a4644a01e7829a4da6ec1,30203549,Southern,Machinga,rural,2017-03-10,324.63391,3,549,0327,no,,400,86,yes,yes,no,no,no
205073650276,0160f4b83f1f49319a8ee481507d376b,20507365,Central,Salima,rural,2016-12-20,309.7244,7,365,0276,no,,50,20,no,yes,no,no,no
304056100101,016ee5a45b814ae29562b58c578b7636,30405610,Southern,Chiradzulu,rural,2016-12-13,473.34949,5,610,0101,no,,400,86,no,yes,yes,no,no
308067090069,0174c9efed1a48439a82cc8ee2e67ced,30806709,Southern,Mulanje,rural,2017-02-26,235.6937,6,709,0069,no,,70,2,no,yes,no,no,no
204043400062,018296b07ea449a7a16642014e0af216,20404340,Central,Dowa,rural,2016-05-06,343.77689,4,340,0062,no,,40,17,no,yes,no,no,no
208064520181,0183ad575999484a9aad60016c4e1e1e,20806452,Central,Dedza,rural,2016-06-16,641.5799,6,452,0181,no,,90,39,no,yes,yes,no,no
303065830095,0185077cd2d641048b59ab99baa02556,30306583,Southern,Zomba Non-City,rural,2016-10-24,268.01779,6,583,0095,no,,300,92,yes,yes,no,no,no
101021100030,01a06fc892d44c048f6c506608135c41,10102110,North,Chitipa,rural,2016-09-20,142.7122,2,110,0030,no,,10,1,yes,yes,no,no,no
304015930159,01a2e30339e04b09ba32e266fa5dce77,30401593,Southern,Chiradzulu,rural,2017-02-04,404.89209,1,593,0159,no,,400,86,no,yes,no,no,no
107372460064,01a618a2e8d14b0cbf21f82eb1bba39f,10737246,North,Mzuzu City,urban,2017-01-23,57.6516,37,246,0064,no,,30,11,yes,yes,yes,no,no
310067540039,01ab492b79224921aef733c7a9016895,31006754,Southern,Chikwawa,rural,2016-11-01,348.28479,6,754,0039,no,,800,84,no,yes,yes,no,no
312017930235,01ab4ac59fc84f87a0cc8fdb39e8c355,31201793,Southern,Balaka,rural,2016-09-20,282.8735,1,793,0235,no,,200,49,no,yes,no,no,no
304046090064,01af4c3b2ae6487eb6fa977c04dc0744,30404609,Southern,Chiradzulu,rural,2017-02-21,461.55951,4,609,0064,no,,400,58,no,yes,yes,no,no
302015430144,01b1b3a5b33b4a5e9cfeb2bab2db930a,30201543,Southern,Machinga,rural,2017-03-21,233.06039,1,543,0144,no,,200,51,yes,yes,yes,yes,no
204033380096,01bb07fc31394344be05a705a557af21,20403338,Central,Dowa,rural,2016-09-17,324.6022,3,338,0096,no,,40,14,yes,yes,no,no,no
210815090103,01bb26013e3945b6a68f400f714d98be,21081509,Central,Lilongwe City,urban,2016-05-12,399.60541,81,509,0103,no,,80,82,no,no,no,no,no
202052950269,01c0f85a3b714feb9063731f78278e4c,20205295,Central,Nkhotakota,rural,2016-06-03,174.1963,5,295,0269,no,,50,45,no,yes,yes,no,no
205023550192,01dc8fed6de847a483688d00ab3a6868,20502355,Central,Salima,rural,2016-06-15,288.94791,2,355,0192,no,,60,77,no,yes,yes,no,no
102011260068,01ea6f66c1fe4e2b9dcdb71fa4ee4cc9,10201126,North,Karonga,rural,2017-04-08,93.484299,1,126,0068,no,,10,2,no,yes,no,no,no
304025990228,01eab371baa04460ba369f76abb96163,30402599,Southern,Chiradzulu,rural,2017-04-11,590.14313,2,599,0228,no,,400,60,no,yes,no,no,no
102051430237,01ed4b0ebb174ce2b6ad24a2171b81f8,10205143,North,Karonga,rural,2016-07-07,162.6322,5,143,0237,no,,10,2,no,yes,no,no,no
301035250190,01efa4d446d6414aa929d00570c58965,30103525,Southern,Mangochi,rural,2017-03-07,737.45612,3,525,0190,no,,60,1,yes,yes,no,no,no
310017360200,01f3e2008a49474db4542b18f9e7d3c7,31001736,Southern,Chikwawa,rural,2016-04-28,277.3447,1,736,0200,no,,800,76,yes,yes,no,no,no
303025720151,01fb3c9893ec4f3fb588f96177dc13ad,30302572,Southern,Zomba Non-City,rural,2017-04-06,407.3194,2,572,0151,no,,200,51,no,yes,no,yes,no
203033090019,0205eaf11fca4dab859c2e4a34c173ab,20303309,Central,Ntchisi,rural,2017-02-04,132.5349,3,309,0019,no,,50,21,no,yes,no,yes,no
315328570150,0206114253f648ebbb34985c435c73b6,31532857,Southern,Blantyre City,urban,2016-04-27,645.11407,32,857,0150,no,,500,64,no,no,no,no,no
107382470047,020d4c854909456280e6687d6b375c59,10738247,North,Mzuzu City,urban,2016-10-06,67.6278,38,247,0047,no,,30,12,no,no,no,no,no
303055810165,020dc4517c2149468671eaa22974885b,30305581,Southern,Zomba Non-City,rural,2016-05-16,262.20209,5,581,0165,no,,300,56,yes,yes,yes,no,no
206033840115,020e11ec54e347f89e47afcb566c0efa,20603384,Central,Lilongwe,rural,2017-04-17,705.28833,3,384,0115,no,,100,65,no,yes,no,no,no
313038230102,0211d638f598408783cf3358bb9066e8,31303823,Southern,Neno,rural,2016-09-26,66.1343,3,823,0102,no,,700,73,yes,yes,yes,no,no
102031360183,0213d258e4fe4800be298993e66b514f,10203136,North,Karonga,rural,2017-01-30,152.4906,3,136,0183,no,,10,83,no,yes,yes,no,no
202012850659,021471945bc74ba8acfdc9a85b3375a7,20201285,Central,Nkhotakota,rural,2016-12-23,209.09171,1,285,0659,no,,50,21,yes,no,no,yes,no
307086750066,0221693a37d74e298ae6f04fc48ddad3,30708675,Southern,Thyolo,rural,2016-09-17,549.97913,8,675,0066,no,,400,30,no,yes,no,no,no
305036220348,022186ff38594cc8a25bbc268953a1a4,30503622,Southern,Blantyre,rural,2017-02-06,269.86081,3,622,0348,no,,500,32,yes,yes,no,no,no
312017950191,022d716173f74d1db4cb5e7bfe684401,31201795,Southern,Balaka,rural,2016-05-26,299.87311,1,795,0191,no,,200,50,yes,no,no,yes,no
101051210104,022f3a5a92114756951aec73f8949e70,10105121,North,Chitipa,rural,2017-03-12,100.6677,5,121,0104,no,,10,5,no,yes,yes,no,no
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,31204799,Southern,Balaka,rural,2016-06-07,233.6904,4,799,0082,no,,100,22,yes,yes,no,yes,no
209064740236,023c147662df4ec69141c9a25a15b041,20906474,Central,Ntcheu,rural,2017-01-25,426.26959,6,474,0236,no,,90,95,no,yes,yes,no,no
102011240078,023cc5425bb84a50ac7d40e551636ed2,10201124,North,Karonga,rural,2017-01-31,126.1631,1,124,0078,no,,10,83,no,yes,no,no,no
305036220090,023d01eeddf54361a86563cfb0015034,30503622,Southern,Blantyre,rural,2017-02-07,269.86081,3,622,0090,no,,500,64,yes,yes,yes,no,no
107322320684,024057deebb149b9a322b13f4b6f1fe9,10732232,North,Mzuzu City,urban,2017-03-20,219.1898,32,232,0684,no,,30,8,yes,no,yes,no,no
305036230141,024987811d664977869d33b8e35dcb54,30503623,Southern,Blantyre,rural,2016-10-20,207.1586,3,623,0141,no,,500,65,no,yes,yes,no,no
307046670098,024c274feef34881aa2e817671c82f31,30704667,Southern,Thyolo,rural,2016-10-15,673.57953,4,667,0098,no,,400,60,no,yes,yes,no,no
105022030119,024ffcc9b58743998bd4f42c1d5dd7ca,10502203,North,Mzimba,rural,2016-11-09,136.30721,2,203,0119,no,,30,11,yes,yes,no,no,no
105011980002,0251a288580b48de81c61e767ba0a2e5,10501198,North,Mzimba,rural,2017-02-05,160.1553,1,198,0002,no,,30,12,no,yes,no,no,no
305086380039,025702ab243a4e20abab067148c8bf34,30508638,Southern,Blantyre,rural,2017-02-23,208.4698,8,638,0039,no,,500,62,no,yes,no,yes,no
104041840113,0258be4feaef468486cb11f867db8cfa,10404184,North,Rumphi,rural,2017-01-30,156.3015,4,184,0113,no,,20,7,no,yes,no,no,no
305036220400,025945bcc4c3411695b3819ee416b4b4,30503622,Southern,Blantyre,rural,2017-02-07,269.86081,3,622,0400,no,,500,32,yes,yes,no,yes,no
105011970059,025aa6c330234024a159947a74a27cb7,10501197,North,Mzimba,rural,2016-05-23,124.7745,1,197,0059,no,,30,8,yes,yes,no,no,no
206013770185,025b34db889043f6a67eed748f55a785,20601377,Central,Lilongwe,rural,2016-05-09,635.04352,1,377,0185,no,,60,25,yes,yes,no,no,no
304025990462,025b8196168f4c409b738a5f8361d470,30402599,Southern,Chiradzulu,rural,2017-04-11,590.14313,2,599,0462,no,,400,30,yes,yes,yes,no,no
204033360138,02609276cf1a4b76a32b383fdbc60404,20403336,Central,Dowa,rural,2016-07-21,339.44989,3,336,0138,no,,40,18,yes,yes,yes,no,no
210865130628,02633fa87d104b10b6e11bea7bb48b3e,21086513,Central,Lilongwe City,urban,2016-05-31,462.19141,86,513,0628,no,,80,37,no,no,no,no,no
304015940143,027089f794f44a8bb0c6d4ea50284d8d,30401594,Southern,Chiradzulu,rural,2016-10-01,389.49731,1,594,0143,no,,400,60,no,yes,yes,no,no
207054300020,0287bda9e7074b26bcc4d38267651a8d,20705430,Central,Mchinji,rural,2016-12-28,456.7106,5,430,0020,no,,70,33,no,yes,no,no,no
203053190265,0288ef267fcd4691a6dfc8badc215a0d,20305319,Central,Ntchisi,rural,2017-02-06,181.51871,5,319,0265,no,,900,81,no,yes,yes,yes,no
206083980028,028a11ecbc794a15b6665495b10d73f1,20608398,Central,Lilongwe,rural,2017-02-16,287.9032,8,398,0028,no,,600,27,no,yes,no,yes,no
304036050247,028e4eba2bb44f12a833a043097732b0,30403605,Southern,Chiradzulu,rural,2017-01-30,393.09,3,605,0247,no,,400,30,no,yes,no,no,no
204013290180,0299779551cf4f9583328e8b3ae4f871,20401329,Central,Dowa,rural,2017-02-12,510.07651,1,329,0180,no,,40,16,no,yes,no,yes,no
210534940151,02a41463c8dd408cbaee6d1b2096c1c0,21053494,Central,Lilongwe City,urban,2017-02-26,339.92499,53,494,0151,no,,80,82,no,yes,no,no,no
102031350123,02a70dbe6b504cc6bbe7e05d65d086d7,10203135,North,Karonga,rural,2016-05-04,192.63161,3,135,0123,yes,Dwelling found but no HH member could be found,10,3,yes,yes,no,yes,no
208024400182,02acc4cad4a44743acab2a7fbcd5cdff,20802440,Central,Dedza,rural,2016-06-12,338.96078,2,440,0182,no,,60,28,no,yes,no,no,no
309017230289,02afad16dc2a4c9d896cbb1a2ffb823f,30901723,Southern,Phalombe,rural,2016-09-21,302.40961,1,723,0289,no,,600,36,no,yes,no,no,no
205023540281,02caf9f25a7f4d228a6fedf1e381320b,20502354,Central,Salima,rural,2017-03-29,322.8494,2,354,0281,no,,600,27,no,yes,no,no,no
312047990114,02ccb4775a304405afe79d49e784b40e,31204799,Southern,Balaka,rural,2016-06-07,233.6904,4,799,0114,no,,100,47,no,yes,no,no,no
208044470153,02d6fc1eec2048468ce8762ac5cd2700,20804447,Central,Dedza,rural,2017-03-22,408.25439,4,447,0153,no,,90,95,no,yes,no,no,no
310017390257,02db23508e8249d4b6abe8bbb9f07708,31001739,Southern,Chikwawa,rural,2017-03-28,259.37021,1,739,0257,no,,800,84,no,yes,yes,no,no
104011790024,02dea1330e6a410a9582b3fbe6388876,10401179,North,Rumphi,rural,2016-06-18,158.92509,1,179,0024,no,,20,13,no,yes,yes,no,no
102031330065,02e89b31d9b448ff9d301b062ccb7102,10203133,North,Karonga,rural,2016-09-08,210.2719,3,133,0065,no,,10,83,no,yes,yes,no,no
205063640301,02efcfc008e5421689f15453f516a273,20506364,Central,Salima,rural,2017-01-26,315.98331,6,364,0301,no,,600,77,no,yes,yes,no,yes
304066130017,02fac076c8c94ffc929e132569e66c46,30406613,Southern,Chiradzulu,rural,2017-02-24,177.20219,6,613,0017,no,,400,86,yes,yes,no,no,no
104011770189,02fb88cc7cbc416a8ae63563b1e716ce,10401177,North,Rumphi,rural,2016-10-29,119.5301,1,177,0189,no,,20,7,yes,yes,no,no,no
104011790095,02fced76ad744a92a93fc176c77eeea1,10401179,North,Rumphi,rural,2016-06-19,158.92509,1,179,0095,yes,Dwelling found but no HH member could be found,20,6,yes,yes,no,no,no
104011730034,02fdbf61b4604b38983eb2acb424e0f7,10401173,North,Rumphi,rural,2016-09-29,154.7352,1,173,0034,yes,Dwelling found but appears unoccupied,20,13,no,yes,yes,no,no
107342390087,02ff35deb6f041d7aa64f99822d889e1,10734239,North,Mzuzu City,urban,2016-10-31,98.560699,34,239,0087,yes,Dwelling destroyed,30,10,no,no,yes,no,no
303025710115,03013d3b04f3496ab37a25edb0f2eed3,30302571,Southern,Zomba Non-City,rural,2016-10-29,197.95531,2,571,0115,no,,200,51,no,yes,no,no,no
101041170138,0303fa000b8c494fb0de4c0812b84cf6,10104117,North,Chitipa,rural,2017-02-22,134.73019,4,117,0138,no,,10,4,no,yes,no,no,no
104041860125,03185ca85ee347569aba9746b1acd60f,10404186,North,Rumphi,rural,2017-04-27,107.3112,4,186,0125,no,,900,81,no,yes,no,no,no
314358360261,031b0d4134504b1a9ea476e322a588c3,31435836,Southern,Zomba City,urban,2017-04-05,87.343803,35,836,0261,no,,300,54,yes,yes,no,no,no
312017910234,031b1e2d78d64f469c9b17b75294b971,31201791,Southern,Balaka,rural,2016-07-20,363.2673,1,791,0234,no,,200,50,yes,yes,no,no,no
306026570281,031d3f2750ee401ab1346c87cb3e4b72,30602657,Southern,Mwanza,rural,2016-12-18,95.388901,2,657,0281,no,,700,72,yes,yes,no,yes,no
103081620268,031e4883262d4934bcac67e031770853,10308162,North,Nkhatabay,rural,2016-10-25,124.6236,8,162,0268,no,,20,7,yes,yes,no,no,no
210855110092,031f5da27c424da3a0b057f9b5341e83,21085511,Central,Lilongwe City,urban,2016-10-07,618.23242,85,511,0092,no,,70,33,no,yes,yes,no,no
208044470045,031f9ffeba7849c2b74df1b0e9a2d5cb,20804447,Central,Dedza,rural,2017-03-23,408.25439,4,447,0045,no,,90,95,no,yes,no,no,no
105052090009,03210a11d52047dd8c9a1735f72495f3,10505209,North,Mzimba,rural,2016-05-16,134.3121,5,209,0009,no,,30,11,yes,yes,no,no,no
308026950073,032500a04ccd48a3962c8e9c40804100,30802695,Southern,Mulanje,rural,2017-04-11,360.19641,2,695,0073,no,,70,36,no,no,yes,no,no
305036220168,0328aaafef254673bc3305ba89030eb0,30503622,Southern,Blantyre,rural,2017-02-07,269.86081,3,622,0168,no,,500,62,yes,yes,yes,yes,no
208024410370,032b56cdb29a4a1fb22cb403342d2388,20802441,Central,Dedza,rural,2017-02-03,459.0101,2,441,0370,no,,90,41,no,yes,yes,no,no
303065830232,032d3fca49784ee995953b1e4ddc5a8c,30306583,Southern,Zomba Non-City,rural,2016-10-25,268.01779,6,583,0232,no,,300,85,yes,yes,yes,yes,no
208074540091,032e5c5753aa4bd8b99286409e30b7ab,20807454,Central,Dedza,rural,2016-12-19,475.0968,7,454,0091,no,,90,41,no,yes,no,no,no
307056690046,033318bca86c47c5b9062b300d47b313,30705669,Southern,Thyolo,rural,2016-06-01,419.57031,5,669,0046,no,,800,84,yes,yes,yes,no,no
310037490045,033d73e5646445a68992e3f15073377a,31003749,Southern,Chikwawa,rural,2017-01-25,332.87671,3,749,0045,no,,800,84,yes,yes,no,no,no
209094820142,034b6adc836d4de796b3d2fda2b5cf5c,20909482,Central,Ntcheu,rural,2017-02-12,312.31921,9,482,0142,no,,90,41,no,yes,yes,no,no
310017360238,035b665b81ec488e991d80440c57c13a,31001736,Southern,Chikwawa,rural,2016-04-28,277.3447,1,736,0238,no,,800,76,no,yes,no,no,no
306026600053,035cad34ef7b42be8bce758e6b32c314,30602660,Southern,Mwanza,rural,2017-03-11,27.301201,2,660,0053,no,,700,73,no,yes,yes,yes,no
303055810100,035fb897393e4514a7f2c28e9f7e54e5,30305581,Southern,Zomba Non-City,rural,2016-05-13,262.20209,5,581,0100,no,,300,55,yes,yes,yes,no,no
301205410020,0361e24e85794498889424ee12bbd0bb,30120541,Southern,Mangochi,urban,2016-09-13,494.99951,20,541,0020,no,,100,46,no,yes,no,no,no
107332340735,0361eda99c794ebfa5c3a2cf2acf3283,10733234,North,Mzuzu City,urban,2017-01-21,267.52771,33,234,0735,no,,30,8,yes,yes,yes,yes,yes
310077550214,036860fc96f843e4a42922cdc3d046cd,31007755,Southern,Chikwawa,rural,2017-04-13,407.54141,7,755,0214,no,,800,84,yes,yes,yes,no,yes
104011790202,036c22fb43204fadb04e214cdfa3de97,10401179,North,Rumphi,rural,2016-06-20,158.92509,1,179,0202,no,,20,26,no,yes,yes,no,no
313028140076,036c51ede6f34aa8a350c185379931d4,31302814,Southern,Neno,rural,2017-02-17,88.815399,2,814,0076,no,,700,72,no,yes,yes,no,no
305036240305,036c5ab8dfe44e44ac7d5031cb368e3b,30503624,Southern,Blantyre,rural,2017-04-18,260.92029,3,624,0305,no,,500,63,no,yes,yes,no,no
101031150002,037262fcbf354cf09c3ca7b8787c072a,10103115,North,Chitipa,rural,2017-04-29,101.958,3,115,0002,no,,500,32,no,yes,no,no,no
205063640053,037655859b62416aa6bcf4d66c774545,20506364,Central,Salima,rural,2017-01-27,315.98331,6,364,0053,no,,600,77,no,yes,yes,no,no
208014390126,03873eccd59d46cd8bada1648a704cfd,20801439,Central,Dedza,rural,2017-03-28,290.5932,1,439,0126,no,,900,37,no,yes,yes,no,no
301085390014,038fcd44bd854f66866dc9d011b9c13a,30108539,Southern,Mangochi,rural,2017-04-20,419.62979,8,539,0014,no,,60,47,yes,yes,no,no,no
302065570240,039586397bb7446bbca2636909519489,30206557,Southern,Machinga,rural,2017-01-30,386.96359,6,557,0240,no,,200,49,yes,yes,no,no,yes
312017850144,03983b47c6b04c2481911adea271b79e,31201785,Southern,Balaka,rural,2016-10-04,142.16499,1,785,0144,no,,200,49,no,yes,no,yes,no
312017920164,03a3f8bac22f426784fd67491f3ff2ad,31201792,Southern,Balaka,rural,2017-03-07,372.38641,1,792,0164,no,,90,42,no,yes,yes,no,no
209024620262,03a5c7a1ea1b4c019edc8d9cfc0a26b9,20902462,Central,Ntcheu,rural,2017-01-21,423.1532,2,462,0262,no,,90,41,no,yes,no,no,no
208084570105,03ab3196e6ce41eda4c6ac3550d45e88,20808457,Central,Dedza,rural,2017-03-02,299.6106,8,457,0105,no,,900,81,yes,yes,no,no,no
303025700113,03b2877139d442cb95f9ddb736c85cd7,30302570,Southern,Zomba Non-City,rural,2017-01-24,271.79361,2,570,0113,no,,300,55,yes,yes,no,no,no
305026200050,03b3539fb0604cf1846bb5908c391da1,30502620,Southern,Blantyre,rural,2017-04-04,137.39999,2,620,0050,no,,500,63,no,yes,no,no,no
301035260294,03b395617537487585678dcdb9da3454,30103526,Southern,Mangochi,rural,2016-12-16,1004.4458,3,526,0294,no,,100,5,yes,yes,no,no,no
208014390112,03b53b61e44d45ae8d96a6e4b3885f6c,20801439,Central,Dedza,rural,2017-03-28,290.5932,1,439,0112,no,,900,81,no,yes,yes,yes,no
307096800085,03bcc01e11934bceb1eeed61704fa780,30709680,Southern,Thyolo,rural,2017-04-08,416.5307,9,680,0085,no,,400,58,no,yes,no,no,no
