case_id,hhid,crop_code,ag_h0b_oth,ag_h01a,ag_h01b,ag_h01b_oth,ag_h02,ag_h03,ag_h04,ag_h06a,ag_h06b,ag_h07a,ag_h07b,ag_h07b_oth,ag_h08,ag_h08_oth,ag_h09,ag_h10,ag_h11,ag_h12,ag_h13,ag_h14a,ag_h14b,ag_h37,ag_h38a,ag_h38b,ag_h38b_oth,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_oth,ag_h43
104011780126,4dcaa764c44c4703a836a13dadb689ed,MAIZE: LOCAL,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,kilogram,,Preference for traditional variety
104011780126,4dcaa764c44c4703a836a13dadb689ed,soyabean,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,Advice from fellow farmer
104011780126,4dcaa764c44c4703a836a13dadb689ed,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Preference for traditional variety
104011780126,4dcaa764c44c4703a836a13dadb689ed,tomato,,5,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
104011780148,ffcc08d98a9f4d2d88c4d6a923f48e54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011780171,272a1246cf9e47c0b42a2e144a25f476,MAIZE: LOCAL,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,15,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
104011780171,272a1246cf9e47c0b42a2e144a25f476,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Improved variety is too expensive
104011780193,c426d94a4f154810bbf45edb73db3755,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
104011780193,c426d94a4f154810bbf45edb73db3755,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104011780237,e5c2e72d213d41c9b486fa05aadbbd0d,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,12000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011780237,e5c2e72d213d41c9b486fa05aadbbd0d,TOBACCO: BURLEY,,2,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,2,gram,,On Foot,,0,4500,Received on credit,0,4500,6,,no,,,,,,,no,,,,Advice from input supplier
104011780237,e5c2e72d213d41c9b486fa05aadbbd0d,GROUNDNUT: CHALIMBANA,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,3750,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011780237,e5c2e72d213d41c9b486fa05aadbbd0d,soyabean,,9,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,9,kilogram,,On Foot,,0,5100,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier
104011780237,e5c2e72d213d41c9b486fa05aadbbd0d,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104011780259,0f5de14e1a9243b0b2268d206ce5f580,MAIZE: LOCAL,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,kilogram,,Preference for traditional variety
104011780259,0f5de14e1a9243b0b2268d206ce5f580,TOBACCO: OTHER SPECIFY,TOBACCO,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,gram,,Advice from fellow farmer
104011780259,0f5de14e1a9243b0b2268d206ce5f580,nkhwani,,1,3,NO.12 PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO.12 PLATE,Preference for traditional variety
104011780281,21c7e56053c5451fbaa302c37f6429ff,MAIZE: HYBRID,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,15,kilogram,,Own Bicycle or Oxcart,,0,18000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011780325,25f9d638c6484732b2ea801d5ec02ace,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,7,kilogram,,On Foot,,2500,0,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
104011780348,8e0f4bce4f2d4eecb507431a3acbda36,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,1,10 KG BAG,,Own Bicycle or Oxcart,,0,15000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011780348,8e0f4bce4f2d4eecb507431a3acbda36,TOBACCO: OTHER SPECIFY,TOBACCO,2,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,gram,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011790012,471e3a883a5a4d9eba42cd37c967c3ca,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,10 KG BAG,,Improved variety is too expensive
104011790024,02dea1330e6a410a9582b3fbe6388876,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104011790024,02dea1330e6a410a9582b3fbe6388876,GROUNDNUT: CHALIMBANA,,2,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104011790035,7f2b20955f904c159deba269ebe578ae,MAIZE: HYBRID,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,8,kilogram,,Own Bicycle or Oxcart,,0,9000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790035,7f2b20955f904c159deba269ebe578ae,TOBACCO: BURLEY,,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,gram,,Advice from fellow farmer
104011790060,12914a7c16fc4ecbb7fda0f8b2243f23,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,1,,0,no,,,,
104011790083,491b06e1299c4ae8942567a990594537,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,On Foot,,150,2000,"Paid in full, with own-savings",,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
104011790083,491b06e1299c4ae8942567a990594537,TOBACCO: BURLEY,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,kilogram,,Improved variety is too expensive
104011790107,a9d0b839134f451dab737896ba4611b3,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790119,58e71590f1ba4b6c9fd3cfcaaf5d4b53,MAIZE: HYBRID,,16,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,16,kilogram,,On Foot,,0,12000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790131,97c4a5874a064411b326445d617a36fa,MAIZE: HYBRID,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,25,kilogram,,On Foot,,0,15000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790155,d177b1e8dc9d4d1ebf73180eed149cc7,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790155,d177b1e8dc9d4d1ebf73180eed149cc7,TOBACCO: BURLEY,,2,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,OTHER (SPECIFY),PACKET,Bicycle Taxi,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790167,ab48d1ca3c504df8b6a33842d1f06637,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,2000,7000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790179,ea3ec3f8f26d4b19b8f94d98b3c6d681,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,1000,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104011790202,036c22fb43204fadb04e214cdfa3de97,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104011790214,76dee43da8c742e18a952c2028932a43,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
104011790226,6646fca28dcc4c6abeb6b84585c35dbb,TOBACCO: BURLEY,,1,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,gram,,Improved variety is too expensive
104011790250,71004158595644189265a296c9ec467c,MAIZE: LOCAL,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,kilogram,,Improved variety is too expensive
104011800009,662cdae7fc5e4fe7960ae6fb491d4ab7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011800021,59ee3d64c03b46cbb583ebc7b14dda05,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011800021,59ee3d64c03b46cbb583ebc7b14dda05,GROUNDNUT: CG7,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Other (Specify)
104011800021,59ee3d64c03b46cbb583ebc7b14dda05,nkhwani,,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
104011800033,f78df4d5fa984577af950e3a70db4ccc,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
104011800033,f78df4d5fa984577af950e3a70db4ccc,TOBACCO: BURLEY,,5,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,gram,,Advice from fellow farmer
104011800033,f78df4d5fa984577af950e3a70db4ccc,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,1,,0,no,,,,Other (Specify)
104011800044,f4ea2e4cb8b94fa0b83254f34c4b297c,MAIZE: LOCAL,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
104011800044,f4ea2e4cb8b94fa0b83254f34c4b297c,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
104011800044,f4ea2e4cb8b94fa0b83254f34c4b297c,nkhwani,,20,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,gram,,Preference for traditional variety
104011800056,a3bb9dd04c2740599c6c1d8707a30308,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
104011800056,a3bb9dd04c2740599c6c1d8707a30308,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety
104011800080,c4405863bb4e47f6bedaac8ecf6832c2,MAIZE: LOCAL,,5.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5500,kilogram,,Improved variety is too expensive
104011800080,c4405863bb4e47f6bedaac8ecf6832c2,nkhwani,,150,gram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,150,gram,,Preference for traditional variety
104011800080,c4405863bb4e47f6bedaac8ecf6832c2,OTHER (SPECIFY),LABLAB,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,5 KG BAG,,Improved variety is too expensive
104011800092,7f3366c0300e4397ae747569a206a626,MAIZE: HYBRID RECYCLED,,5.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5500,kilogram,,Own Bicycle or Oxcart,,0,8500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011800092,7f3366c0300e4397ae747569a206a626,TOBACCO: BURLEY,,15,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,gram,,Preference for traditional variety
104011800092,7f3366c0300e4397ae747569a206a626,nkhwani,,150,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,150,gram,,Preference for traditional variety
104011800104,fecd56fb7da74abcbfc40e22f758b371,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
104011800104,fecd56fb7da74abcbfc40e22f758b371,nkhwani,,300,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,300,gram,,Preference for traditional variety
104011800116,eea5821906ed4312a839bd6a80c55b3f,MAIZE: LOCAL,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Improved variety is too expensive
104011800116,eea5821906ed4312a839bd6a80c55b3f,TOBACCO: BURLEY,,5,gram,,"YES, THE FIGURES MATCHED",no,yes,2,3,5,gram,,On Foot,,0,1850,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104011800116,eea5821906ed4312a839bd6a80c55b3f,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Preference for traditional variety
104011800128,ff14d36e0fd946ec898667ea64a224d7,MAIZE: LOCAL,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Improved variety is too expensive
104011800128,ff14d36e0fd946ec898667ea64a224d7,TOBACCO: BURLEY,,5,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,gram,,On Foot,,0,1950,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer
104011800128,ff14d36e0fd946ec898667ea64a224d7,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
104011800139,7dd15b074e944d3381e5d9d7f6a68265,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
104011800139,7dd15b074e944d3381e5d9d7f6a68265,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
104011800151,5b11c9c59a3b4952956dac1cacc1a9aa,MAIZE: HYBRID,,30,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,30,kilogram,,Own Bicycle or Oxcart,,0,21000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer
104011800151,5b11c9c59a3b4952956dac1cacc1a9aa,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
104011800163,d5696bc88b4742b6858dd3a8f33f44d6,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Advice from extension officer
104011800163,d5696bc88b4742b6858dd3a8f33f44d6,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
104011800175,ab038de32be04cbf86f6fc0ec419578c,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Improved variety is too expensive
104011800175,ab038de32be04cbf86f6fc0ec419578c,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Improved variety is too expensive
104011800187,dd61e70d97d748e5aa84510de3475020,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,Improved variety is too expensive
104011800187,dd61e70d97d748e5aa84510de3475020,TOBACCO: BURLEY,,100,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,100,gram,,On Foot,,0,15000,Received on credit,0,15000,3,,no,,,,,,,no,,,,Improved variety is too expensive
104011800187,dd61e70d97d748e5aa84510de3475020,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
104021810017,69fe1296e62643ae831589db3e368cee,MAIZE: HYBRID,,5,gram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104021810017,69fe1296e62643ae831589db3e368cee,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
104021810025,345271d5f42d4bb68cbefd4bc5fe165a,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
104021810025,345271d5f42d4bb68cbefd4bc5fe165a,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
104021810050,2b21581cb9bd43f6b29127de89fe6edd,MAIZE: HYBRID,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,6,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
104021810050,2b21581cb9bd43f6b29127de89fe6edd,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104021810084,6d8dfc681c3247a2bd049133392cf5f5,MAIZE: LOCAL,,.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,0,,,
104021810084,6d8dfc681c3247a2bd049133392cf5f5,nkhwani,,1,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104021810109,572dbe8173894e32b723538056173285,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104021810109,572dbe8173894e32b723538056173285,soyabean,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,4,,0,no,,,,
104021810109,572dbe8173894e32b723538056173285,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104021810125,6a9ac13cc90f4ea8979e0a3f3def9881,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
104021810142,9ef374af8c8f4c7ead4ee94b0b0948e8,RICE: LOCAL,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,kilogram,,Improved variety is too expensive
104021810175,2a587a238d7248f6bb0505a7657a9ca2,MAIZE: HYBRID,,3,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
104021810175,2a587a238d7248f6bb0505a7657a9ca2,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104031820020,b0aea8dc541447f794339284d8257172,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
104031820020,b0aea8dc541447f794339284d8257172,TOBACCO: BURLEY,,4,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,gram,,Advice from extension officer
104031820020,b0aea8dc541447f794339284d8257172,beans,,2,kilogram,,"NO, THE ENTRIES IN AG-MODULE G, AND QUESTION 1 OF AG-MODULE H WERE ADJUSTED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
104031820020,b0aea8dc541447f794339284d8257172,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
104031820045,a7581d213cd943fe98d82ce221242e56,TOBACCO: BURLEY,,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,gram,,Improved variety is too expensive
104031820071,6cf41b7aff6c462586e46db186d8991f,MAIZE: HYBRID RECYCLED,,19,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,19,kilogram,,Advice from fellow farmer
104031820071,6cf41b7aff6c462586e46db186d8991f,beans,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Advice from fellow farmer
104031820071,6cf41b7aff6c462586e46db186d8991f,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
104031820097,ba701b81f233452e813e142849f297a1,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,2,,0,no,,,,Advice from fellow farmer
104031820097,ba701b81f233452e813e142849f297a1,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
104031820123,740b89e8b2504da797886bccdfd544fe,MAIZE: HYBRID RECYCLED,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
104031820123,740b89e8b2504da797886bccdfd544fe,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Preference for traditional variety
104031820123,740b89e8b2504da797886bccdfd544fe,THERERE/OKRA,,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
104031820149,cc1c939848a34803967ba090039c0b08,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
104031820149,cc1c939848a34803967ba090039c0b08,GROUNDNUT: CG7,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,3,,0,no,,,,Advice from fellow farmer
104031820149,cc1c939848a34803967ba090039c0b08,soyabean,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
104031820175,9eecbff03fee4270ad7150d88d0fb20c,MAIZE: HYBRID,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,15,kilogram,,On Foot,,0,16500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104031820175,9eecbff03fee4270ad7150d88d0fb20c,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
104031820175,9eecbff03fee4270ad7150d88d0fb20c,soyabean,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,1,,0,no,,,,Improved variety is too expensive
104031820200,8f991548f5304b5298c5fd4ecf441e9c,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,Advice from fellow farmer
104031820200,8f991548f5304b5298c5fd4ecf441e9c,soyabean,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
104031820200,8f991548f5304b5298c5fd4ecf441e9c,PIGEONPEA(NANDOLO),,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
104031820226,4e17db1a96fe42979e84f2b6a96bf5c4,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,5500,Received on credit,0,6500,2,,no,,,,,,,no,,,,Advice from fellow farmer
104031820226,4e17db1a96fe42979e84f2b6a96bf5c4,TOBACCO: OTHER SPECIFY,TOBACCO,15,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,15,gram,,On Foot,,0,2000,Received on credit,0,3000,2,,no,,,,,,,no,,,,Advice from input supplier
104031820226,4e17db1a96fe42979e84f2b6a96bf5c4,nkhwani,,1,3,NO.10 PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO.10 PLATE,Preference for traditional variety
104031820252,1ecec10c0aa2417bbeddea93c35ff38a,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
104031820252,1ecec10c0aa2417bbeddea93c35ff38a,TOBACCO: BURLEY,,2,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,gram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
104031820252,1ecec10c0aa2417bbeddea93c35ff38a,nkhwani,,1,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety
