case_id,hhid,crop_code,ag_h0b_oth,ag_h01a,ag_h01b,ag_h01b_oth,ag_h02,ag_h03,ag_h04,ag_h06a,ag_h06b,ag_h07a,ag_h07b,ag_h07b_oth,ag_h08,ag_h08_oth,ag_h09,ag_h10,ag_h11,ag_h12,ag_h13,ag_h14a,ag_h14b,ag_h37,ag_h38a,ag_h38b,ag_h38b_oth,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_oth,ag_h43
307036660223,eb2e8fc5c92646cab21deb7fcd87c492,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,10,kilogram,,On Foot,,0,7250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307036660223,eb2e8fc5c92646cab21deb7fcd87c492,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
307036660223,eb2e8fc5c92646cab21deb7fcd87c492,nkhwani,,25,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,gram,,Preference for traditional variety
307036660223,eb2e8fc5c92646cab21deb7fcd87c492,OTHER (SPECIFY),COWPEAS,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive
307046670016,ee924fd4ea01465e9b1abdb0fb0a5290,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,2300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307046670016,ee924fd4ea01465e9b1abdb0fb0a5290,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307046670016,ee924fd4ea01465e9b1abdb0fb0a5290,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
307046670032,bd29cb14664e4575b2a33c42d0f9b9d4,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307046670032,bd29cb14664e4575b2a33c42d0f9b9d4,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307046670032,bd29cb14664e4575b2a33c42d0f9b9d4,OTHER (SPECIFY),COWPEAS,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
307046670048,93da0f85ee4e4850ab99f234bce65862,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307046670048,93da0f85ee4e4850ab99f234bce65862,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,2400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307046670048,93da0f85ee4e4850ab99f234bce65862,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
307046670066,41ad3d2a470d46beaca99310826d4b50,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
307046670066,41ad3d2a470d46beaca99310826d4b50,PIGEONPEA(NANDOLO),,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Preference for traditional variety
307046670066,41ad3d2a470d46beaca99310826d4b50,OTHER (SPECIFY),MUCUNA,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
307046670082,b14d81258616430da8a2f12bf80b9b57,MAIZE: HYBRID RECYCLED,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
307046670082,b14d81258616430da8a2f12bf80b9b57,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,1,,0,no,,,,Preference for traditional variety
307046670082,b14d81258616430da8a2f12bf80b9b57,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,100,gram,,1,,0,no,,,,Preference for traditional variety
307046670098,024c274feef34881aa2e817671c82f31,MAIZE: LOCAL,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,3,,0,no,,,,Advice from fellow farmer
307046670098,024c274feef34881aa2e817671c82f31,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,4,,0,no,,,,Other (Specify)
307046670098,024c274feef34881aa2e817671c82f31,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,100,gram,,4,,0,no,,,,Other (Specify)
307046670114,aaf28b690f654abb8cef9a16bd074645,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,4,,0,no,,,,Improved variety is too expensive
307046670114,aaf28b690f654abb8cef9a16bd074645,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307046670114,aaf28b690f654abb8cef9a16bd074645,nkhwani,,150,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,150,gram,,Improved variety is too expensive
307046670148,39a5688468e54d6497e0a2a081ab4ef8,MAIZE: LOCAL,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,15,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307046670148,39a5688468e54d6497e0a2a081ab4ef8,nkhwani,,400,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,400,gram,,Preference for traditional variety
307046670148,39a5688468e54d6497e0a2a081ab4ef8,OTHER (SPECIFY),COWPEAS,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307046670164,6bd99e3cd01c483ca449ee16df4d1bb9,MAIZE: LOCAL,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,8,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307046670164,6bd99e3cd01c483ca449ee16df4d1bb9,MAIZE: HYBRID,,6,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,6,kilogram,,6,,0,no,,,,Other (Specify)
307046670164,6bd99e3cd01c483ca449ee16df4d1bb9,PIGEONPEA(NANDOLO),,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,4,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307046670164,6bd99e3cd01c483ca449ee16df4d1bb9,nkhwani,,300,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,300,gram,,Improved variety is too expensive
307046670164,6bd99e3cd01c483ca449ee16df4d1bb9,peas,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,7,,2,kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307046670213,2ad20e1516ed4fb2bf6eb1649b4e95ff,MAIZE: COMPOSITE/OPV,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
307046670213,2ad20e1516ed4fb2bf6eb1649b4e95ff,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
307046670229,35db7d85487245909687296ac87dc964,MAIZE: HYBRID RECYCLED,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Advice from fellow farmer
307046670229,35db7d85487245909687296ac87dc964,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
307046670229,35db7d85487245909687296ac87dc964,nkhwani,,150,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,150,gram,,Advice from fellow farmer
307046670245,0c912e539e05400188c773d440caf351,MAIZE: LOCAL,,5,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
307046670245,0c912e539e05400188c773d440caf351,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,3600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307046670245,0c912e539e05400188c773d440caf351,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
307046670278,a6d241f2d152471c9303964bf77d48d4,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
307046670278,a6d241f2d152471c9303964bf77d48d4,PIGEONPEA(NANDOLO),,6,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,6,kilogram,,Preference for traditional variety
307046670278,a6d241f2d152471c9303964bf77d48d4,OTHER (SPECIFY),CASSAVA,50,3,50 KG BAGS,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,50 KG BAG,,Preference for traditional variety
307046670294,4a537a62f2134283b47b0d671ce9855f,MAIZE: HYBRID,,40,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,40,kilogram,,On Foot,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307046670294,4a537a62f2134283b47b0d671ce9855f,beans,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
307046670294,4a537a62f2134283b47b0d671ce9855f,PIGEONPEA(NANDOLO),,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
307046670294,4a537a62f2134283b47b0d671ce9855f,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
307046670310,42b4bb09e9964401abeb9015b831cde0,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
307046670310,42b4bb09e9964401abeb9015b831cde0,PIGEONPEA(NANDOLO),,12,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,12,kilogram,,Preference for traditional variety
307046670342,8291e02fd1f542648ca79643f4d9301b,MAIZE: LOCAL,,14,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,14,kilogram,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307046670342,8291e02fd1f542648ca79643f4d9301b,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307046670342,8291e02fd1f542648ca79643f4d9301b,PIGEONPEA(NANDOLO),,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307046670342,8291e02fd1f542648ca79643f4d9301b,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
307056680005,4ddbdfd88b674dacae71c4cbe0df0925,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
307056680005,4ddbdfd88b674dacae71c4cbe0df0925,OTHER (SPECIFY),MUCUNA,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
307056680018,7f9e934c4cbc4ac8b389976d294bb911,MAIZE: LOCAL,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,20,kilogram,,1,,0,no,,,,Preference for traditional variety
307056680018,7f9e934c4cbc4ac8b389976d294bb911,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,Preference for traditional variety
307056680030,797de4ddec384ac6957f299dcf6d19ac,MAIZE: LOCAL,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,15,kilogram,,1,,0,no,,,,Preference for traditional variety
307056680030,797de4ddec384ac6957f299dcf6d19ac,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
307056680042,87c431c2177b4a4cbe8f943a898f1ed8,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,Improved variety is too expensive
307056680054,39d6b24fe81a4d1ea871060ae7251ec6,MAIZE: HYBRID,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307056680067,c027725b063b4b88ad1b808d3ce3f2ab,MAIZE: LOCAL,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,kilogram,,Improved variety is too expensive
307056680067,c027725b063b4b88ad1b808d3ce3f2ab,nkhwani,,2,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,OTHER (SPECIFY),TINA,Preference for traditional variety
307056680079,62a74f403764475c9d3b11a87fd4e11d,MAIZE: COMPOSITE/OPV,,22,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,22,kilogram,,On Foot,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
307056680079,62a74f403764475c9d3b11a87fd4e11d,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,2,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
307056680091,ab9d4b300d044fbabd4b4003b9b8f8ba,MAIZE: COMPOSITE/OPV,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,,,5,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307056680104,cc7c4f177c0a4ab4893f68944f3620aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307056680116,e1d10547229843879594d329a9009794,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307056680116,e1d10547229843879594d329a9009794,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,200,gram,,1,,0,no,,,,Improved variety is too expensive
307056680128,6c7dbe2523f94a5b8fe6723aad0018b6,MAIZE: LOCAL,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,15,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307056680128,6c7dbe2523f94a5b8fe6723aad0018b6,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,2250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307056680141,cb8857ce84c549a98b3993efebda96db,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
307056680141,cb8857ce84c549a98b3993efebda96db,peas,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,3,,0,no,,,,Improved variety is too expensive
307056680153,dfca6afb67e14d5bb0a0393ccf205a9f,MAIZE: HYBRID,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307056680153,dfca6afb67e14d5bb0a0393ccf205a9f,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,,,,,,,,yes,1,kilogram,,Preference for traditional variety
307056680153,dfca6afb67e14d5bb0a0393ccf205a9f,OTHER (SPECIFY),COWPEAS,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,,,,,,,,yes,1,kilogram,,Preference for traditional variety
307056680165,5b1488c28f96407d97039f86a2bf7c38,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307056680165,5b1488c28f96407d97039f86a2bf7c38,beans,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307056680165,5b1488c28f96407d97039f86a2bf7c38,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
307056680165,5b1488c28f96407d97039f86a2bf7c38,OTHER (SPECIFY),SESAME,300,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,300,gram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
307056680178,97d2493cb967466ab49c1c8284a09938,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307056680178,97d2493cb967466ab49c1c8284a09938,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307056680190,fa1989efacad4ae88abb3e3c1eb4e46b,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
307056680190,fa1989efacad4ae88abb3e3c1eb4e46b,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,900,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
307056690009,d24e833bf6404bdbb65f222a4e5e32f6,MAIZE: LOCAL,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
307056690009,d24e833bf6404bdbb65f222a4e5e32f6,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
307056690018,1d49f698513944f38d3dcde0818f5049,MAIZE: HYBRID,,11.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Advice from fellow farmer
307056690018,1d49f698513944f38d3dcde0818f5049,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from fellow farmer
307056690028,15fb37fccd5944b6aa97e1d5250bed89,MAIZE: HYBRID,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,On Foot,,0,1700,"Paid in full, with own-savings",,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
307056690028,15fb37fccd5944b6aa97e1d5250bed89,PIGEONPEA(NANDOLO),,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690046,033318bca86c47c5b9062b300d47b313,MAIZE: HYBRID RECYCLED,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690046,033318bca86c47c5b9062b300d47b313,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690056,d892dcfa46eb47c0b835dfdc0934897a,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
307056690056,d892dcfa46eb47c0b835dfdc0934897a,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
307056690065,475c9055f6e440f3886dd8dac795f654,MAIZE: HYBRID,,2.5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
307056690065,475c9055f6e440f3886dd8dac795f654,PIGEONPEA(NANDOLO),,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,500,gram,,On Foot,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690093,231259bf39c1487097d8f8fbf18d1790,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,500,7000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690102,0ac81d788c3a4db88904b33ff77ea156,MAIZE: HYBRID,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive
307056690102,0ac81d788c3a4db88904b33ff77ea156,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
307056690121,68a8f7bfbc284b12850530d6af3213c8,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690121,68a8f7bfbc284b12850530d6af3213c8,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Advice from extension officer
307056690130,77acdfacf2d44d91b2387851a5a0a0e2,MAIZE: HYBRID,,14,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Truck / Bus/ Minibus,,800,6000,"Paid in full, with own-savings",,,,,no,,,,,,,yes,4,kilogram,,Other (Specify)
307056690130,77acdfacf2d44d91b2387851a5a0a0e2,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Other (Specify)
307056690139,d52fe7069d6e4df2ae869952694b79c9,MAIZE: HYBRID,,4.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,Truck / Bus/ Minibus,,1200,1750,"Paid in full, with own-savings",,,,,yes,2,kilogram,,4,,0,no,,,,
307056690139,d52fe7069d6e4df2ae869952694b79c9,PIGEONPEA(NANDOLO),,2.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
307056690158,6bc666ad3e9a42da9880479825460b08,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
307056690158,6bc666ad3e9a42da9880479825460b08,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
307056690158,6bc666ad3e9a42da9880479825460b08,OTHER (SPECIFY),MUCUNA,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,
307056690167,e6b068297f524d07b5b6c25f37bb056a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307056690176,b238b8ff39bd4431b274ec85b65e4695,MAIZE: HYBRID,,2.5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
307066700014,fec43618bcb747319b914a7278ae4d31,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
307066700014,fec43618bcb747319b914a7278ae4d31,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,1,,0,no,,,,Improved variety is too expensive
307066700014,fec43618bcb747319b914a7278ae4d31,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety
307066700030,5a02589e8db940f2b8748d4c57bec3e3,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
