case_id,hhid,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
104081910019,5ebbbe66932d43d1947485f6b42ee93c,tomato,100,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,100,gram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
104081910019,5ebbbe66932d43d1947485f6b42ee93c,onion,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
104081910085,fd1f4bf0fb5f4a55b02b01c6e2ae0b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011970006,2dcdf35d99f247ae97880d0fb61bacb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011970013,e62147afc7ed48ef9fbf348735aa8017,OTHER (SPECIFY),6,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,6,gram,,On Foot,,0,250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011970039,25153b50efa54c24b335c502f4c14e73,beans,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,2,,0,yes,2,kilogram,,Preference for traditional variety,
105011970046,c2d52e826e024d919799387bf29cd80e,tanaposi,1,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,gram,,On Foot,,0,100,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011970046,c2d52e826e024d919799387bf29cd80e,tomato,1,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,gram,,On Foot,,0,100,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011970059,025aa6c330234024a159947a74a27cb7,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,7,,2,kilogram,,On Foot,,0,2700,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011970059,025aa6c330234024a159947a74a27cb7,SWEET POTATO,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,kilogram,,Advice from fellow farmer,
105011970059,025aa6c330234024a159947a74a27cb7,beans,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,4,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011970059,025aa6c330234024a159947a74a27cb7,nkhwani,800,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,800,ram,,Preference for traditional variety,
105011970059,025aa6c330234024a159947a74a27cb7,tomato,25,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,25,gram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),DISEASE TOLERANT
105011970111,451641988c5e4997a0eb2769423e8225,beans,500,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,500,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011970111,451641988c5e4997a0eb2769423e8225,tanaposi,10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,gram,,2,,0,no,,,,Preference for traditional variety,
105011980010,c6a20ebc4ab146d0b971bc5b242ec9d4,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,6,,0,no,,,,Preference for traditional variety,
105011980071,20e8ee8fd4e24923990c39ba6f0cda33,MAIZE HYBRID,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011980071,20e8ee8fd4e24923990c39ba6f0cda33,OTHER (SPECIFY),2,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,4,,2,OTHER (SPECIFY),PACKET,On Foot,,0,340,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011980105,7447f0f393ed47d79a8128800a2edcc4,tomato,1,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,3,,1,OTHER (SPECIFY),PACKET,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011980105,7447f0f393ed47d79a8128800a2edcc4,OTHER (SPECIFY),2,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,3,,1,OTHER (SPECIFY),PACKET,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011980122,de2fe800ded2494981770ca7ef609b02,tomato,2,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,6,,2,OTHER (SPECIFY),PACKET,Own Bicycle or Oxcart,,0,19000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,On Foot,,0,1400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,onion,5,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,gram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105011980191,7bae69c3e69749b39ac5a43455ee5bd8,OTHER (SPECIFY),10,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,gram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022000014,9b68cedb0d9043a2afc997421b1bf310,IRISH [MALAWI] POTATO,1,other,PAIL (LARGE),"YES, THE FIGURES MATCHED",no,yes,8,,1,OTHER (SPECIFY),PAIL (LARGE),Other (Specify),PAIL LARGE,0,6000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,tanaposi,10,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,gram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,tomato,20,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,gram,,On Foot,,0,1600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022000058,cecc19af2e0f43ddb3e518dc88f22713,OTHER (SPECIFY),1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Advice from fellow farmer,
105022000072,8a5e4492221e48b3af2d29c709134dc0,SWEET POTATO,1,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Advice from fellow farmer,
105022000072,8a5e4492221e48b3af2d29c709134dc0,IRISH [MALAWI] POTATO,3,other,PAIL (LARGE),"YES, THE FIGURES MATCHED",no,yes,3,,3,OTHER (SPECIFY),PAIL (LARGE),On Foot,,0,7000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022000072,8a5e4492221e48b3af2d29c709134dc0,SUGAR CANE,20,other,PIECE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,OTHER (SPECIFY),PIECE,Preference for traditional variety,
105022000072,8a5e4492221e48b3af2d29c709134dc0,OTHER (SPECIFY),10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,ram,,Preference for traditional variety,
105022010127,706dc57e5d094975aa145056deb3e74b,tomato,50,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,50,gram,,Own Bicycle or Oxcart,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),GOOD QUALITY SEED
105022010127,706dc57e5d094975aa145056deb3e74b,OTHER (SPECIFY),120,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,120,gram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),GOOD QUALITY SEED
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,nkhwani,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,ram,,Advice from fellow farmer,
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,tomato,50,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,50,gram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
105022010280,1e2ab03feb0b4b8aa6a197b3b874473f,OTHER (SPECIFY),100,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,100,gram,,On Foot,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,MAIZE HYBRID,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,14000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,MAIZE HYBRID RECYCLED,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,IRISH [MALAWI] POTATO,3,other,PAIL (LARGE),"YES, THE FIGURES MATCHED",no,yes,10,,3,OTHER (SPECIFY),PAIL (LARGE),Truck / Bus/ Minibus,,10000,9000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,cabbage,60,gram,,"YES, THE FIGURES MATCHED",no,yes,9,,60,gram,,On Foot,,0,60000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105022020063,ec1a5e3ddac4401dae21cd5862d347d8,tomato,30,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,30,gram,,On Foot,,0,12000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
105022030198,e3652b13b7e84c48b696f51de01b79d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105032050010,1b4b077a74bf45a89ad22082ac4ff153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,SUGAR CANE,1,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Preference for traditional variety,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,tanaposi,25,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,25,gram,,On Foot,,0,1250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,tomato,25,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,25,gram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105032050060,de0e525ed0c34bad85c5dec4ca1048c4,OTHER (SPECIFY),20,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,20,gram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,tanaposi,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,gram,,6,,0,no,,,,Preference for traditional variety,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,nkhwani,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,ram,,Preference for traditional variety,
105032050180,a01f25b3c0b14e0fb86dc4f07a46754b,OTHER (SPECIFY),2,gram,,"YES, THE FIGURES MATCHED",no,yes,10,,2,gram,,Own Bicycle or Oxcart,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,Bicycle Taxi,,800,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105032060016,7490a13e8f594768bc8d9fa9b94eec18,beans,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105032060049,430fc75a461d4c64bb3e9092230a9bac,maize,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Preference for traditional variety,
105032060049,430fc75a461d4c64bb3e9092230a9bac,beans,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety,
105032060049,430fc75a461d4c64bb3e9092230a9bac,peas,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
105032060057,ca795b6a5b7c4834b392d59dbf7a4823,tanaposi,10,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,gram,,On Foot,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105032060057,ca795b6a5b7c4834b392d59dbf7a4823,OTHER (SPECIFY),7,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,7,gram,,On Foot,,0,170,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105032060091,9a36c4bd2976443cab2ba70aa8fc6f28,SWEET POTATO,50,kilogram,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Advice from fellow farmer,
105042070030,48e83f28d8b9426591c2a2e8446fca35,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,2,kilogram,,On Foot,,0,2800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105042070030,48e83f28d8b9426591c2a2e8446fca35,OTHER (SPECIFY),30,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,30,gram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105052100133,eef8bb38aa394a97915144cbaa33a265,SWEET POTATO,9,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,4,,9,50 KG BAG,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105062110014,55485d16f27649dcb46d9b06961387dc,MAIZE HYBRID,1,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Improved variety is too expensive,
105062110014,55485d16f27649dcb46d9b06961387dc,tomato,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,50,gram,,6,,0,no,,,,Advice from fellow farmer,
105062110028,14c33cc8fde64dfaa9ccec3c1131c109,SWEET POTATO,1,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,5,,1,50 KG BAG,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105062110042,c6d73f63ef1c47fbb3fa5a54fe5ae033,OTHER (SPECIFY),20,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,20,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,tomato,50,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,gram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105062110255,a2b9329f40a54de5b4df5b650e0b0383,onion,50,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,gram,,On Foot,,0,6000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105062120029,c730ca40adc241e2a004e599a92afcd5,tomato,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,ram,,Advice from fellow farmer,
105062120087,984444435d654380a624ac679abcf2ee,onion,20,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,gram,,Own Bicycle or Oxcart,,0,10500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105062120099,d3668aac6ce2407086d39e50836b1d33,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
105062120122,8898457296724b959bdb007da8d83a1d,SWEET POTATO,3,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,50 KG BAG,,Preference for traditional variety,
105062120122,8898457296724b959bdb007da8d83a1d,tomato,2,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,5,,2,OTHER (SPECIFY),PACKET,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105062120122,8898457296724b959bdb007da8d83a1d,onion,2,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,5,,2,OTHER (SPECIFY),PACKET,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105062120122,8898457296724b959bdb007da8d83a1d,OTHER (SPECIFY),1,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,5,,1,OTHER (SPECIFY),PACKET,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105062120134,c8779802e14d45ad8ecdb6266b29049d,tomato,1,other,PACKET,"YES, THE FIGURES MATCHED",no,yes,4,,1,OTHER (SPECIFY),PACKET,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105072130440,809f065358244612afa33340f34e33fc,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Own Bicycle or Oxcart,,0,6000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105072140048,8fa7f51c3dd448b4bc95d5fce4b0444e,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,3,,0,no,,,,Advice from fellow farmer,
105072140060,37b36c1a8b2f4c77b10d19a55d7f3b54,maize,1,other,NUMBER 24. PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO. 24 PLATE,Improved variety is too expensive,
105072140173,19e7cea004b848b6bb8622179de22524,MAIZE HYBRID,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,9,,0,no,,,,Preference for traditional variety,
105072140198,da36ed05591e4042a3fe650d23a409ce,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,8,,0,no,,,,Preference for traditional variety,
105082150020,52e28aa88123496a9d1e6c8a77b557ec,IRISH [MALAWI] POTATO,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105082150035,3a853595d2ec462497399771b7c746eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105082150042,ebde2566b4394d87ba71b996d8da3b80,MAIZE COMPOSITE/OPV,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from fellow farmer,
105082150042,ebde2566b4394d87ba71b996d8da3b80,IRISH [MALAWI] POTATO,1,other,BUCKET (5L),"YES, THE FIGURES MATCHED",no,yes,4,,1,OTHER (SPECIFY),5L PAIL,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105082150064,14ead7b4140e4ddf92be9113ff85e644,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive,
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,tanaposi,10,gram,,"YES, THE FIGURES MATCHED",no,yes,10,,10,gram,,Truck / Bus/ Minibus,,2000,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105082150093,3adae65a0a7b4e988e8196b9efac5a2f,OTHER (SPECIFY),15,gram,,"YES, THE FIGURES MATCHED",no,yes,10,,15,gram,,Truck / Bus/ Minibus,,2000,250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,tomato,10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,OTHER (SPECIFY),GRAMS,Other (Specify),HIGH YIELDING
105082160109,d1c17fbf983e4c4f9ae8f2ba4bf48a63,OTHER (SPECIFY),10,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,gram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,MAIZE HYBRID,1,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,yes,1,kilogram,,1,,0,no,,,,Advice from fellow farmer,
105102180233,2ef4b1d919264aa0a51f43e57e5e6d3f,tomato,10,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,gram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105102180269,cd9bb62795ac49e184882a20011838a6,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,6,,0,no,,,,Seed received through the voucher program,
105102180269,cd9bb62795ac49e184882a20011838a6,cabbage,10,gram,,"YES, THE FIGURES MATCHED",no,yes,7,,10,gram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
105202190624,e41faff95818480fad4f0903cda4d66a,tanaposi,5,gram,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",no,no,,,,,,,,,,,,,,,yes,5,gram,,4,,0,no,,,,Advice from fellow farmer,
105202190624,e41faff95818480fad4f0903cda4d66a,OTHER (SPECIFY),2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,ram,,Preference for traditional variety,
107312310059,6608aecf4a574cdeb0d6e03febe82e87,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,1,2 KG BAG,,Truck / Bus/ Minibus,,800,1800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
107312310059,6608aecf4a574cdeb0d6e03febe82e87,beans,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,2 KG BAG,,Advice from fellow farmer,
107312310084,39a7a77554fb46aea77fa04b4e05511d,peas,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,850,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
107312310092,2cab764b77624945b005acee8548bf78,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,3 KG BAG,,Preference for traditional variety,
107312310092,2cab764b77624945b005acee8548bf78,tomato,250,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,250,gram,,Truck / Bus/ Minibus,,500,1800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
107312310109,1ca3cfd159034c80887e8442b417a0da,tanaposi,20,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,gram,,On Foot,,0,750,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
107312310118,63cfe1b29b9b4d61a13dce9b6910e098,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
107312310143,67c9863e4d7d4b18b80ea81d3bb666ff,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,2,,0,no,,,,Advice from fellow farmer,
107312310176,09c5612726d940a8a85feb1bf29b5fbe,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive,
107312310176,09c5612726d940a8a85feb1bf29b5fbe,beans,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
107322330071,aa32e4d78e4045d1b3269e8886ae07d6,beans,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,kilogram,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
107322330071,aa32e4d78e4045d1b3269e8886ae07d6,OTHER (SPECIFY),250,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,4,gram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
107322330356,8ad703ca8a6749869ff507c6409082f7,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
107322330356,8ad703ca8a6749869ff507c6409082f7,nkhwani,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,200,gram,,2,,0,yes,300,ram,,Improved variety is too expensive,
107322330427,b2890552d49a4a4ab48e950076ef1af6,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety,
107332350254,6ecaaaca0c334faa97c51014ba82c242,SWEET POTATO,100,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,50 KG BAG,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),
107332350254,6ecaaaca0c334faa97c51014ba82c242,peas,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,Bicycle Taxi,,300,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),
