"","adm2","adm2.hdx","country","lat.hdx","lon.hdx"
"663","bumbaire",NA,"Uganda",NA,NA
"664","kagango",NA,"Uganda",NA,NA
"665","bugongi",NA,"Uganda",NA,NA
"666","kyangyenyi",NA,"Uganda",NA,NA
"667","kamukuzi",NA,"Uganda",NA,NA
"668","muhorro t-council",NA,"Uganda",NA,NA
"669","ikumba",NA,"Uganda",NA,NA
"670","kagadi tc",NA,"Uganda",NA,NA
"671","kyaterekera",NA,"Uganda",NA,NA
"672","ndaiga",NA,"Uganda",NA,NA
"673","nyabwishenya",NA,"Uganda",NA,NA
"674","karujubu",NA,"Uganda",NA,NA
"675","kakoba",NA,"Uganda",NA,NA
"676","ibanda town council",NA,"Uganda",NA,NA
"677","kazo tc",NA,"Uganda",NA,NA
"678","ntara",NA,"Uganda",NA,NA
"679","ishongororo tc",NA,"Uganda",NA,NA
"680","kabingo",NA,"Uganda",NA,NA
"681","kakiika",NA,"Uganda",NA,NA
"682","bugamba",NA,"Uganda",NA,NA
"683","shuuku",NA,"Uganda",NA,NA
"684","nyakayojo",NA,"Uganda",NA,NA
"685","ruhaama",NA,"Uganda",NA,NA
"686","muko",NA,"Uganda",NA,NA
"687","kabweeza-kyegegwa",NA,"Uganda",NA,NA
"688","kyegegwa tc",NA,"Uganda",NA,NA
"689","kyarusozi",NA,"Uganda",NA,NA
"690","nabweru",NA,"Uganda",NA,NA
"691","nyendo-ssenyange",NA,"Uganda",NA,NA
"692","galiraaya",NA,"Uganda",NA,NA
"693","nangabo",NA,"Uganda",NA,NA
"694","kalangalo",NA,"Uganda",NA,NA
"695","ssi bukunja",NA,"Uganda",NA,NA
"696","agule",NA,"Uganda",NA,NA
"697","busolwe town council",NA,"Uganda",NA,NA
"698","industrial division",NA,"Uganda",NA,NA
"699","bududa.","bududa","Uganda",1.03198379048067,34.4078627752934
"700","nawanyingi",NA,"Uganda",NA,NA
"701","kalapata",NA,"Uganda",NA,NA
"702","alebtong tc",NA,"Uganda",NA,NA
"703","olilm",NA,"Uganda",NA,NA
"704","kigaraale",NA,"Uganda",NA,NA
"705","kicwamba",NA,"Uganda",NA,NA
"706","kayonza",NA,"Uganda",NA,NA
"707","butunduzi tc",NA,"Uganda",NA,NA
"708","kasiita",NA,"Uganda",NA,NA
"709","mpasaana",NA,"Uganda",NA,NA
"710","iriiri",NA,"Uganda",NA,NA
"711","kahoora divison",NA,"Uganda",NA,NA
"712","mazimasa",NA,"Uganda",NA,NA
"713","kagadi  town council",NA,"Uganda",NA,NA
"714","moyo town council",NA,"Uganda",NA,NA
"715","apo",NA,"Uganda",NA,NA
"716","lyantonde town council",NA,"Uganda",NA,NA
"717","kakomongole",NA,"Uganda",NA,NA
"718","pandwond division",NA,"Uganda",NA,NA
"719","engari",NA,"Uganda",NA,NA
"720","rubindi",NA,"Uganda",NA,NA
"721","masajja division",NA,"Uganda",NA,NA
"722","kimaanya-kyabakuza division",NA,"Uganda",NA,NA
"723","lorengecora",NA,"Uganda",NA,NA
"724","buseruka",NA,"Uganda",NA,NA
"725","kasangombe",NA,"Uganda",NA,NA
"726","kasenda",NA,"Uganda",NA,NA
"727","semuto town council",NA,"Uganda",NA,NA
"728","mukura town council",NA,"Uganda",NA,NA
"729","rubaga division",NA,"Uganda",NA,NA
"730","kiboga east",NA,"Uganda",NA,NA
"731","kiboga west",NA,"Uganda",NA,NA
"732","katikamu",NA,"Uganda",NA,NA
"733","bamunanika",NA,"Uganda",NA,NA
"734","masaka municipality",NA,"Uganda",NA,NA
"735","bukomansimbi","bukomansimbi","Uganda",-0.129708048310211,31.6282562153666
"736","bukoto",NA,"Uganda",NA,NA
"737","gomba","gomba","Uganda",0.195673447138876,31.7026534513143
"738","mawokota",NA,"Uganda",NA,NA
"739","buwekula",NA,"Uganda",NA,NA
"740","mityana","mityana","Uganda",0.443250358240915,32.0596446207879
"741","mukono","mukono","Uganda",0.275595149524098,32.7735357316934
"742","mukono municipality",NA,"Uganda",NA,NA
"743","nakifuma",NA,"Uganda",NA,NA
"744","nakasongola","nakasongola","Uganda",1.3519330731224,32.425646272528
"745","kooki",NA,"Uganda",NA,NA
"746","kyotera","kyotera","Uganda",-0.805726749476719,31.660359857394
"747","lwemiyaga",NA,"Uganda",NA,NA
"748","mawogola",NA,"Uganda",NA,NA
"749","ntenjeru",NA,"Uganda",NA,NA
"750","bbale",NA,"Uganda",NA,NA
"751","entebbe municipality",NA,"Uganda",NA,NA
"752","kyadondo",NA,"Uganda",NA,NA
"753","busiro",NA,"Uganda",NA,NA
"754","kabula",NA,"Uganda",NA,NA
"755","busujju",NA,"Uganda",NA,NA
"756","bukooli central & north",NA,"Uganda",NA,NA
"757","bukooli south",NA,"Uganda",NA,NA
"758","samia bugwe",NA,"Uganda",NA,NA
"759","iganga municipality",NA,"Uganda",NA,NA
"760","bugweri","bugweri","Uganda",0.626748405955344,33.6055818868262
"761","kigulu",NA,"Uganda",NA,NA
"762","luuka","luuka","Uganda",0.803925697835342,33.3384918276475
"763","jinja municipality",NA,"Uganda",NA,NA
"764","butembe",NA,"Uganda",NA,NA
"765","kagoma",NA,"Uganda",NA,NA
"766","bugabula",NA,"Uganda",NA,NA
"767","budiope",NA,"Uganda",NA,NA
"768","buzaaya",NA,"Uganda",NA,NA
"769","tingey",NA,"Uganda",NA,NA
"770","kumi","kumi","Uganda",1.47356100160131,33.9614350217952
"771","ngora","ngora","Uganda",1.49634330967358,33.7544396888742
"772","mbale municipality",NA,"Uganda",NA,NA
"773","bungokho",NA,"Uganda",NA,NA
"774","pallisa","pallisa","Uganda",1.23145340141809,33.6753105703805
"775","kibuku","kibuku","Uganda",1.05344264875839,33.8011216310728
"776","budaka","budaka","Uganda",1.05966723855268,33.9885649098156
"777","soroti municipality",NA,"Uganda",NA,NA
"778","kasilo",NA,"Uganda",NA,NA
"779","serere","serere","Uganda",1.48811357397225,33.3723515568081
"780","tororo","tororo","Uganda",0.724973369807783,34.0822455912454
"781","tororo municipality",NA,"Uganda",NA,NA
"782","west budama",NA,"Uganda",NA,NA
"783","bunya",NA,"Uganda",NA,NA
"784","budadiri",NA,"Uganda",NA,NA
"785","bulambuli","bulambuli","Uganda",1.364455750312,34.3597145058692
"786","amuria","amuria","Uganda",2.0079113560544,33.6380322459014
"787","manjiya",NA,"Uganda",NA,NA
"788","kongasis",NA,"Uganda",NA,NA
"789","bunyole",NA,"Uganda",NA,NA
"790","bubulo",NA,"Uganda",NA,NA
"791","busiki",NA,"Uganda",NA,NA
"792","east moyo",NA,"Uganda",NA,NA
"793","kole","kole","Uganda",2.29152311745593,32.7662657421029
"794","maruzi",NA,"Uganda",NA,NA
"795","kwania","kwania","Uganda",1.91677113017111,32.7341448557395
"796","arua municipality",NA,"Uganda",NA,NA
"797","ayivu",NA,"Uganda",NA,NA
"798","madi-okollo",NA,"Uganda",NA,NA
"799","terego",NA,"Uganda",NA,NA
"800","gulu municipality",NA,"Uganda",NA,NA
"801","aswa",NA,"Uganda",NA,NA
"802","omoro","omoro","Uganda",2.66760191195364,32.4681650340513
"803","chua",NA,"Uganda",NA,NA
"804","lamwo","lamwo","Uganda",3.55062400823639,32.7238128689167
"805","dodoth",NA,"Uganda",NA,NA
"806","jie",NA,"Uganda",NA,NA
"807","lira municipality",NA,"Uganda",NA,NA
"808","moroto","moroto","Uganda",2.64865464139199,34.6316902385041
"809","otuke","otuke","Uganda",2.47492873146553,33.3825637329149
"810","oyam","oyam","Uganda",2.37220572935822,32.4843674000166
"811","erute",NA,"Uganda",NA,NA
"812","bokora",NA,"Uganda",NA,NA
"813","matheniko",NA,"Uganda",NA,NA
"814","obongi","obongi","Uganda",3.3919915369081,31.556833381393
"815","west moyo",NA,"Uganda",NA,NA
"816","padyere",NA,"Uganda",NA,NA
"817","okoro",NA,"Uganda",NA,NA
"818","jonam",NA,"Uganda",NA,NA
"819","chekwii",NA,"Uganda",NA,NA
"820","pian",NA,"Uganda",NA,NA
"821","upe",NA,"Uganda",NA,NA
"822","aringa",NA,"Uganda",NA,NA
"823","kioga",NA,"Uganda",NA,NA
"824","kilak",NA,"Uganda",NA,NA
"825","dokolo","dokolo","Uganda",1.9373397236685,33.075894356187
"826","koboko","koboko","Uganda",3.52557480756652,31.0079741008374
"827","maracha","maracha","Uganda",3.23693747076427,30.9269153224056
"828","bwamba",NA,"Uganda",NA,NA
"829","ntoroko","ntoroko","Uganda",1.01047077962197,30.3631830201092
"830","bushenyi-ishaka",NA,"Uganda",NA,NA
"831","buhweju","buhweju","Uganda",-0.32890927265232,30.3501768386094
"832","bunyaruguru",NA,"Uganda",NA,NA
"833","igara",NA,"Uganda",NA,NA
"834","sheema","sheema","Uganda",-0.603638381409072,30.3266424095221
"835","hoima municipality",NA,"Uganda",NA,NA
"836","bugahya",NA,"Uganda",NA,NA
"837","buhaguzi",NA,"Uganda",NA,NA
"838","kabale municipality",NA,"Uganda",NA,NA
"839","ndorwa",NA,"Uganda",NA,NA
"840","rubanda","rubanda","Uganda",-1.17105980793804,29.8660205645385
"841","rukiga","rukiga","Uganda",-1.15051739977413,30.0912563328607
"842","fort portal municipality",NA,"Uganda",NA,NA
"843","bunyangabu","bunyangabu","Uganda",0.494828083441448,30.1725271201283
"844","burahya",NA,"Uganda",NA,NA
"845","busongora",NA,"Uganda",NA,NA
"846","bukonzo",NA,"Uganda",NA,NA
"847","kasese municipality",NA,"Uganda",NA,NA
"848","buyaga",NA,"Uganda",NA,NA
"849","bugangaizi",NA,"Uganda",NA,NA
"850","buyanja",NA,"Uganda",NA,NA
"851","bufumbira",NA,"Uganda",NA,NA
"852","masindi municipality",NA,"Uganda",NA,NA
"853","buruli",NA,"Uganda",NA,NA
"854","kibanda","ibanda","Uganda",-0.0791684428125081,30.4895286543083
"855","mbarara municipality",NA,"Uganda",NA,NA
"856","kashari",NA,"Uganda",NA,NA
"857","rwampara","rwampara","Uganda",-0.746372612078986,30.4934603667712
"858","ntungamo municipality",NA,"Uganda",NA,NA
"859","kajara",NA,"Uganda",NA,NA
"860","rushenyi",NA,"Uganda",NA,NA
"861","rubabo",NA,"Uganda",NA,NA
"862","rujumbura",NA,"Uganda",NA,NA
"863","kitagwenda","kitagwenda","Uganda",0.0122231901498725,30.3411103798725
"864","kinkinzi",NA,"Uganda",NA,NA
"865","mwenge",NA,"Uganda",NA,NA
"866","kyaka",NA,"Uganda",NA,NA
"867","buliisa","buliisa","Uganda",1.95988358361373,31.3916516237161
"868","ibanda","ibanda","Uganda",-0.0791684428125081,30.4895286543083
"869","bukanga",NA,"Uganda",NA,NA
"870","isingiro","isingiro","Uganda",-0.853240651828664,30.8776533732874
"871","kazo","kazo","Uganda",0.0415187287263138,30.7923831897607
"872","nyabushozi",NA,"Uganda",NA,NA
"873","kampala central division",NA,"Uganda",NA,NA
"874","fortpotal municipality",NA,"Uganda",NA,NA
"875","bushenyi ishaka",NA,"Uganda",NA,NA
"876","kiryandongo","kiryandongo","Uganda",2.02291677201874,32.0408528666398
"877","bukoli south",NA,"Uganda",NA,NA
"878","samia-bugwe",NA,"Uganda",NA,NA
"879","nakawa",NA,"Uganda",NA,NA
"880","amolatar","amolatar","Uganda",1.61987178785327,32.7358793798195
"881","bushenyi municipality",NA,"Uganda",NA,NA
"882","bujenje",NA,"Uganda",NA,NA
"883","ssembabule","ssembabule","Uganda",-0.0264561054702553,31.339884809214
"884","kalangala","kalangala","Uganda",-0.578501938422876,32.4417817317532
"885","kampala","kampala","Uganda",0.315722349696044,32.596960460377
"886","kiboga","kiboga","Uganda",0.840236670819514,31.9566499075071
"887","kyankwanzi","kyankwanzi","Uganda",1.12140149119856,31.6415747872957
"888","luwero","luwero","Uganda",0.828939964396549,32.5832534553823
"889","masaka","masaka","Uganda",-0.491254774992301,31.8555834454913
"890","mpigi","mpigi","Uganda",0.0670445534573124,32.1589699669341
"891","mubende","mubende","Uganda",0.50403979285257,31.3790784472865
"892","kyegegwa","kyegegwa","Uganda",0.450669830545865,31.0020844545687
"893","rakai","rakai","Uganda",-0.707009202400446,31.3036616231725
"894","bugiri","bugiri","Uganda",0.531283468659587,33.7744531189462
"895","mayuge","mayuge","Uganda",-0.0884837301500205,33.5517825238851
"896","busia","busia","Uganda",0.411840818663739,34.0053450987086
"897","namayingo","namayingo","Uganda",-0.317363071540781,33.8045746026783
"898","iganga","iganga","Uganda",0.727229460678729,33.4789340109678
"899","jinja","jinja","Uganda",0.565489868655902,33.2127168367097
"900","kamuli","kamuli","Uganda",0.937088303954334,33.1074936105215
"901","kaliro","kaliro","Uganda",1.06758904023968,33.4833479356996
"902","katakwi","katakwi","Uganda",1.92222269912019,34.0381329458185
"903","manafwa","manafwa","Uganda",0.875101421078061,34.2709268835433
"904","butaleja","butaleja","Uganda",0.883571363051397,33.9340556621602
"905","sironko","sironko","Uganda",1.17158321291556,34.3187143847596
"906","pader","pader","Uganda",2.9293699123034,32.8675164157763
"907","arua","arua","Uganda",3.04093361941008,31.0526388979042
"908","gulu","gulu","Uganda",2.97481710392409,32.3950986346505
"909","agago","agago","Uganda",2.9101044785416,33.3460472343264
"910","amuru","amuru","Uganda",3.05141956211666,31.9745474456287
"911","kitgum","kitgum","Uganda",3.39802260825562,33.258048876452
"912","kaabong","kaabong","Uganda",3.54328322074246,34.155670456669
"913","alebtong","alebtong","Uganda",2.26668256896101,33.2557165537794
"914","kaberamaido","kaberamaido","Uganda",1.69438290302018,33.1285078042223
"915","napak","napak","Uganda",2.3922277136282,34.2638088459712
"916","adjumani","adjumani","Uganda",3.22347218186945,31.769623971461
"917","zombo","zombo","Uganda",2.51873707375689,30.8954349127993
"918","yumbe","yumbe","Uganda",3.52051800811507,31.2887245327125
"919","bushenyi","bushenyi","Uganda",-0.483757634491727,30.1518473778625
"920","mitooma","mitooma","Uganda",-0.624297426418617,30.0225427259487
"921","hoima","hoima","Uganda",1.5818395425181,31.2138931049569
"922","kabale","kabale","Uganda",-1.33088008247273,30.0176806433364
"923","kabarole","kabarole","Uganda",0.635938482042112,30.3345763561982
"924","kasese","kasese","Uganda",0.117654771637153,30.0018750563071
"925","kibaale","kibaale","Uganda",0.802204754661336,31.0673523815565
"926","kisoro","kisoro","Uganda",-1.21724338665352,29.6801840458192
"927","masindi","masindi","Uganda",1.74381968724169,31.7122977954665
"928","mbarara","mbarara","Uganda",-0.49329335220382,30.606332992884
"929","kiruhura","kiruhura","Uganda",-0.349676621717855,30.9148834746433
"930","rukungiri","rukungiri","Uganda",-0.705908646234841,29.8890160790852
"931","kanungu","kanungu","Uganda",-0.810175446629107,29.7258469383999
"932","kyenjojo","kyenjojo","Uganda",0.656267763746172,30.6623682231385
"933","butambala","butambala","Uganda",0.153688115542105,32.0747102158023
"934","mbale","mbale","Uganda",1.01923800854601,34.1984172165254
"935","kween","kween","Uganda",1.43663647885681,34.5695249517318
"936","abia",NA,"Nigeria",NA,NA
"937","akwa ibom",NA,"Nigeria",NA,NA
"938","adamawa",NA,"Nigeria",NA,NA
"939","taraba",NA,"Nigeria",NA,NA
"940","anambra",NA,"Nigeria",NA,NA
"941","bauchi","bauchi","Nigeria",10.2429983032971,9.93005534217433
"942","bayelsa",NA,"Nigeria",NA,NA
"943","benue",NA,"Nigeria",NA,NA
"944","borno",NA,"Nigeria",NA,NA
"945","cross river",NA,"Nigeria",NA,NA
"946","nasarawa","nasarawa","Nigeria",12.0044569865314,8.5782623492209
"947","nasarawa","nasarawa","Nigeria",8.30403441407275,7.7602719438996
"948","ebonyi","ebonyi","Nigeria",6.54168915864248,8.12221957095312
"949","delta",NA,"Nigeria",NA,NA
"950","edo",NA,"Nigeria",NA,NA
"951","ekiti","ekiti","Nigeria",8.10862080303445,5.33996513748066
"952","enugu",NA,"Nigeria",NA,NA
"953","gombe","gombe","Nigeria",10.2911334555767,11.1602903768572
"954","imo",NA,"Nigeria",NA,NA
"955","jigawa",NA,"Nigeria",NA,NA
"956","kaduna",NA,"Nigeria",NA,NA
"957","kano",NA,"Nigeria",NA,NA
"958","zamfara",NA,"Nigeria",NA,NA
"959","katsina","katsina","Nigeria",13.012128190688,7.61327848538011
"960","kebbi",NA,"Nigeria",NA,NA
"961","kogi","kogi","Nigeria",8.14642445849579,6.86502957381049
"962","kwara",NA,"Nigeria",NA,NA
"963","osun",NA,"Nigeria",NA,NA
"964","lagos",NA,"Nigeria",NA,NA
"965","sokoto",NA,"Nigeria",NA,NA
"966","niger",NA,"Nigeria",NA,NA
"967","ogun",NA,"Nigeria",NA,NA
"968","ondo",NA,"Nigeria",NA,NA
"969","oyo",NA,"Nigeria",NA,NA
"970","plateau",NA,"Nigeria",NA,NA
"971","rivers",NA,"Nigeria",NA,NA
"972","yobe",NA,"Nigeria",NA,NA
"973","fct abuja",NA,"Nigeria",NA,NA
"974","fct",NA,"Nigeria",NA,NA
"975","tchirozerine","tchirozerine","Niger",17.5102673972889,8.87641021794048
"976","diffa","diffa","Niger",13.5242579171287,12.57068480356
"977","n'guigmi","n'guigmi","Niger",14.1570205453182,12.8138975638357
"978","maine-soroa",NA,"Niger",NA,NA
"979","dosso","dosso","Niger",12.9295961968924,3.31280104851002
"980","boboye","boboye","Niger",13.1249420314689,2.8192488895776
"981","dogondoutchi","dogondoutchi","Niger",13.9541731379034,4.12281609645352
"982","gaya {added may/04, 07}",NA,"Niger",NA,NA
"983","loga","loga","Niger",13.6112412786554,3.44242852400637
"984","madarounfa","madarounfa","Niger",13.2694411828911,7.15952262194603
"985","aguie","aguie","Niger",13.5213810695816,7.63436961385793
"986","dakoro","dakoro","Niger",14.3676498512237,7.00876867306379
"987","tessaoua","tessaoua","Niger",13.8638917813614,8.1946568960971
"988","guidan-roumdji","guidan roumdji","Niger",13.6422280755457,6.84767654095055
"989","mayahi","mayahi","Niger",14.1177253742302,7.62511386696035
"990","tahoua","tahoua","Niger",14.9470168952562,4.89830964305585
"991","birni n'konni","birni n'konni","Niger",13.9144791385281,4.94937061099464
"992","illela","illela","Niger",13.661443197212,5.34520863658946
"993","keita","keita","Niger",14.7652254848768,5.84760489041896
"994","madaoua","madaoua","Niger",14.0042100699897,6.11587723019418
"995","bouza","bouza","Niger",14.4381531351068,6.09979432103178
"996","tchin-tabaraden","tchintabaraden","Niger",15.9551933484912,5.68523973564952
"997","tillaberi","tillaberi","Niger",14.3623036222142,1.46375849994716
"998","filingue","filingue","Niger",14.2495715126741,3.19712251453825
"999","ouallam","ouallam","Niger",14.5036893839622,2.12649669239838
"1000","tera","tera","Niger",14.3250402304918,0.69525552266385
"1001","kollo","kollo","Niger",13.4488018926539,2.2760027842281
"1002","say","say","Niger",12.6610500194721,2.25106637382984
"1003","mirriah","mirriah","Niger",13.5974246619055,9.07852850120241
"1004","magaria","magaria","Niger",13.157264453965,8.96480230969705
"1005","matameye",NA,"Niger",NA,NA
"1006","goure","goure","Niger",14.0293632754541,10.1886659604346
"1007","tanout","tanout","Niger",15.0543170754005,8.90958423663774
"1008","niamey1",NA,"Niger",NA,NA
"1009","arlit","arlit","Niger",19.1974736906251,7.13528667035705
