adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_reported_ha,localUnit_area,plot_area_measured_ha,gps_meas,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,lat,lon,GPS_level,dataset_name,dataset_doi,wave,country
moved,10009,1,40,.092,RIDGES,.024822,1,1.6114736,2015,6,2015,9,2015,10,3,SOUTH EAST,ABIA,IKWUANO,MAIZE,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,1,40,.092,RIDGES,.024822,1,100,2015,6,,,,,3,SOUTH EAST,ABIA,IKWUANO,CASSAVA OLD,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,2,30,.068999998,RIDGES,.020214999,1,100,2015,6,,,,,3,SOUTH EAST,ABIA,IKWUANO,CASSAVA OLD,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,2,30,.068999998,RIDGES,.020214999,1,28.196886,2015,7,2015,12,2015,12,3,SOUTH EAST,ABIA,IKWUANO,POTATO,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,2,30,.068999998,RIDGES,.020214999,1,3.9574575,2015,7,2015,9,2015,10,3,SOUTH EAST,ABIA,IKWUANO,MAIZE,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,3,30,.068999998,RIDGES,.023576999,1,100,2015,9,,,,,3,SOUTH EAST,ABIA,IKWUANO,CASSAVA OLD,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,3,30,.068999998,RIDGES,.023576999,1,1.6965687,,,2016,1,2016,1,3,SOUTH EAST,ABIA,IKWUANO,PLANTAIN,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,3,30,.068999998,RIDGES,.023576999,1,3.3931375,2015,9,2015,10,2015,10,3,SOUTH EAST,ABIA,IKWUANO,MAIZE,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10009,3,30,.068999998,RIDGES,.023576999,1,2.5448532,,,,,,,3,SOUTH EAST,ABIA,IKWUANO,BANANA,main season,5.46540908966,7.56949383789,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10011,1,350,.014,STANDS,.035923,1,3.3404779,,,2015,4,,,2,SOUTH EAST,ABIA,BENDE,PLANTAIN,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10011,1,350,.014,STANDS,.035923,1,5.5674629,,,2015,9,,,2,SOUTH EAST,ABIA,BENDE,OIL PALM TREE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10011,1,350,.014,STANDS,.035923,1,100,2015,3,2015,10,,,2,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10011,1,350,.014,STANDS,.035923,1,16.702391,2015,3,2015,6,2015,9,2,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,1,350,.066500001,HEAPS,.023739001,1,100,2015,4,2015,10,,,2,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,1,350,.066500001,HEAPS,.023739001,1,80.037079,2015,4,2015,10,2016,1,2,SOUTH EAST,ABIA,BENDE,COCOYAM,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,1,350,.066500001,HEAPS,.023739001,1,16.849909,2015,4,2015,7,2015,8,2,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,1,350,.066500001,HEAPS,.023739001,1,2.3589871,,,2015,5,,,2,SOUTH EAST,ABIA,BENDE,OIL PALM TREE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,1,350,.066500001,HEAPS,.023739001,1,64.029655,2015,4,2015,12,,,2,SOUTH EAST,ABIA,BENDE,YAM,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,2,280,.053200003,HEAPS,.012382,1,76.724281,2015,4,2015,11,,,2,SOUTH EAST,ABIA,BENDE,THREE LEAVE YAM,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,2,280,.053200003,HEAPS,.012382,1,48.457439,2015,4,2015,8,2015,9,2,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10012,2,280,.053200003,HEAPS,.012382,1,100,2015,4,2016,1,,,2,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10013,1,1000,.19000001,HEAPS,.12063,1,9.9477739,2015,4,2015,9,2015,9,3,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10013,1,1000,.19000001,HEAPS,.12063,1,100,2015,4,,,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10013,2,900,.171,HEAPS,.080619998,1,100,2015,5,,,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10015,1,100,.019000001,HEAPS,.037216,1,40.842648,2015,4,2015,9,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10015,1,100,.019000001,HEAPS,.037216,1,2.1496129,2015,4,2015,7,2015,9,3,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10015,2,80,.0152,HEAPS,.013924,1,100,2015,4,,,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,10015,2,80,.0152,HEAPS,.013924,1,14.363688,2015,4,2015,7,2015,9,3,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10016,1,200,.038000003,HEAPS,.031819999,1,5.9710875,2015,3,2015,10,2015,11,3,SOUTH EAST,ABIA,BENDE,PUMPKIN LEAVE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10016,1,200,.038000003,HEAPS,.031819999,1,.1257071,,,,,,,3,SOUTH EAST,ABIA,BENDE,COCONUT,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10016,1,200,.038000003,HEAPS,.031819999,1,15.084852,2015,3,2015,9,2015,10,3,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10016,1,200,.038000003,HEAPS,.031819999,1,.1257071,,,2015,11,2015,12,3,SOUTH EAST,ABIA,BENDE,PAWPAW,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10016,1,200,.038000003,HEAPS,.031819999,1,14.927719,2015,3,2015,10,2015,12,3,SOUTH EAST,ABIA,BENDE,YAM,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10017,1,439,.083410002,HEAPS,.010913,1,24.374598,2015,4,2015,12,2016,1,3,SOUTH EAST,ABIA,BENDE,PUMPKIN,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10017,1,439,.083410002,HEAPS,.010913,1,5.4980292,,,2016,1,,,3,SOUTH EAST,ABIA,BENDE,PINEAPPLE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10017,1,439,.083410002,HEAPS,.010913,1,100,2015,4,,,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10017,1,439,.083410002,HEAPS,.010913,1,.73307061,,,2015,11,,,3,SOUTH EAST,ABIA,BENDE,PAWPAW,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10018,1,432,.082079999,HEAPS,.013404,1,2.9841838,,,,,,,3,SOUTH EAST,ABIA,BENDE,PLANTAIN,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10018,1,432,.082079999,HEAPS,.013404,1,35.810204,2015,3,2015,9,2015,10,3,SOUTH EAST,ABIA,BENDE,MAIZE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10018,1,432,.082079999,HEAPS,.013404,1,100,2015,5,2016,1,,,3,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10018,1,432,.082079999,HEAPS,.013404,1,42.52462,2015,5,2015,12,2016,1,3,SOUTH EAST,ABIA,BENDE,YAM,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10018,1,432,.082079999,HEAPS,.013404,1,17.00985,2015,3,2015,10,2015,11,3,SOUTH EAST,ABIA,BENDE,PUMPKIN,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10019,1,250,.047500003,HEAPS,.019154999,1,100,2015,3,,,,,2,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10019,2,150,.0285,HEAPS,.056455001,1,8.4137812,,,,,,,2,SOUTH EAST,ABIA,BENDE,OIL PALM TREE,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10019,2,150,.0285,HEAPS,.056455001,1,67.310249,2015,3,,,,,2,SOUTH EAST,ABIA,BENDE,CASSAVA OLD,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1364,10019,2,150,.0285,HEAPS,.056455001,1,13.462049,,,,,,,2,SOUTH EAST,ABIA,BENDE,PLANTAIN,main season,5.55555406781,7.611029751,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,1,350,.066500001,HEAPS,.14725,1,.67911714,2015,4,2015,10,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,1,350,.066500001,HEAPS,.14725,1,7.062819,2015,4,2015,4,2015,7,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,2,400,.076000005,HEAPS,.088362999,1,2.2633905,2015,3,2016,2,2015,2,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,YAM,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,2,400,.076000005,HEAPS,.088362999,1,21.502214,2015,4,2015,12,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,3,250,.047500003,HEAPS,.069348998,1,5.7679272,2015,3,2015,10,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,3,250,.047500003,HEAPS,.069348998,1,13.698828,2015,3,2015,4,2015,10,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10021,4,450,.085500002,HEAPS,.076791003,1,10.417886,2015,4,2015,9,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,1,420,.079800002,HEAPS,.14419,1,29.911922,2015,4,2015,12,2016,1,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,1,420,.079800002,HEAPS,.14419,1,3.3289411,2015,4,2015,8,2015,9,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,1,420,.079800002,HEAPS,.14419,1,2.6354117,2015,4,2015,8,2015,10,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PEPPER,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,1,420,.079800002,HEAPS,.14419,1,6.9838414,2015,4,2015,9,2016,1,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,2,215,.49450001,RIDGES,.071438998,1,4.1433954,2015,5,2015,9,2015,9,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10022,2,215,.49450001,RIDGES,.071438998,1,53.458195,2015,5,2015,12,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,1,810,.15390001,HEAPS,.082065001,1,100,2015,4,2015,7,2015,10,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,1,810,.15390001,HEAPS,.082065001,1,100,2015,4,2015,7,2015,9,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,1,810,.15390001,HEAPS,.082065001,1,100,2015,4,2016,1,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,2,640,.1216,HEAPS,.078501999,1,100,2015,4,2015,8,2015,9,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,2,640,.1216,HEAPS,.078501999,1,100,2015,4,2016,1,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10023,3,380,.015199999,STANDS,.053339001,1,28.496971,2014,4,2015,6,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10024,1,500,.095000006,HEAPS,.12365,1,3.234937,2015,4,2015,9,2015,10,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10024,1,500,.095000006,HEAPS,.12365,1,30.731907,2015,4,,,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10024,2,300,.057,HEAPS,.017024999,1,4.6989722,,,2015,3,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,OIL PALM TREE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10024,2,300,.057,HEAPS,.017024999,1,100,2015,5,,,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10024,2,300,.057,HEAPS,.017024999,1,55.800301,2015,4,2016,1,2016,1,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,YAM,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10025,1,1000,.19000001,HEAPS,.12582,1,7.5504699,2015,4,2015,5,2015,11,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10025,1,1000,.19000001,HEAPS,.12582,1,.9537434,,,2015,3,2015,12,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,OIL PALM TREE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10025,1,1000,.19000001,HEAPS,.12582,1,30.20188,2015,4,,,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10025,2,900,.171,HEAPS,.01835,1,100,2015,4,,,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10025,3,1200,.228,HEAPS,.03184,1,100,2015,4,,,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,1,1050,2.415,RIDGES,.091586001,1,100,2015,6,2016,1,2016,1,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN SEED,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,1,1050,2.415,RIDGES,.091586001,1,100,2015,5,2016,2,2016,1,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,THREE LEAVE YAM,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,1,1050,2.415,RIDGES,.091586001,1,100,2015,5,,,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,2,40,.092,RIDGES,.015121,1,66.133186,2015,5,,,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,3,50,.115,RIDGES,.024131,1,16.576187,2015,5,2015,8,2015,10,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,GARDEN EGG,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,3,50,.115,RIDGES,.024131,1,49.728565,2015,4,2015,9,2015,10,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,3,50,.115,RIDGES,.024131,1,66.304749,2015,5,,,,,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,3,50,.115,RIDGES,.024131,1,100,2015,5,2016,1,2016,1,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN SEED,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10027,3,50,.115,RIDGES,.024131,1,33.152374,2015,5,2016,2,2016,1,3,SOUTH EAST,ABIA,ISIALA NGWA NORTH,THREE LEAVE YAM,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10029,1,120,.27599999,RIDGES,.059833001,1,76.880653,2015,4,2015,6,2015,9,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,PUMPKIN,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10029,1,120,.27599999,RIDGES,.059833001,1,100,2015,4,2015,7,2015,8,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10029,1,120,.27599999,RIDGES,.059833001,1,100,2015,4,2015,12,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10029,2,83,.1909,RIDGES,.051128,1,100,2015,4,2016,1,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10029,2,83,.1909,RIDGES,.051128,1,100,2015,4,2015,8,2015,8,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10030,1,300,.012,STANDS,.267037,1,1.7975036,2015,3,2015,6,2015,7,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MAIZE,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10030,1,300,.012,STANDS,.267037,1,14.230238,2015,3,2015,9,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10030,2,250,.047500003,HEAPS,.030564999,1,93.243912,2015,3,2015,10,2015,11,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,MELON,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10030,2,250,.047500003,HEAPS,.030564999,1,93.243912,2015,3,2015,12,,,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,CASSAVA OLD,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
880,10030,2,250,.047500003,HEAPS,.030564999,1,13.086863,2015,3,2016,2,2016,2,1,SOUTH EAST,ABIA,ISIALA NGWA NORTH,YAM,main season,5.35086568605,7.40188916719,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
