adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_reported_ha,localUnit_area,plot_area_measured_ha,gps_meas,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,lat,lon,GPS_level,dataset_name,dataset_doi,wave,country
1030,80145,1,4,1.618744,ACRES,.22548001,1,100,2014,4,2015,10,2015,10,1,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80145,2,6,2.4281161,ACRES,.53740299,1,100,2015,8,2015,11,2015,11,1,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80146,1,4,1.618744,ACRES,.18260001,1,100,2015,7,2015,9,2015,9,3,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80146,2,2,.80937201,ACRES,.092799999,1,100,2015,8,2015,12,2015,12,3,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80147,1,1,.404686,ACRES,.84570301,1,100,2015,7,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80147,2,7,2.8328021,ACRES,.453201,1,100,2015,6,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80147,3,8,3.237488,ACRES,.52220201,1,100,2015,6,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,GROUND NUT/PEANUTS,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80148,1,8,3.237488,ACRES,.37620699,1,100,2015,6,2015,11,2015,11,1,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80148,1,8,3.237488,ACRES,.37620699,1,100,2015,7,2015,12,2015,12,1,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80148,2,4,1.618744,ACRES,.32791001,1,100,2015,8,2015,12,2015,12,1,NORTH EAST,BORNO,MAGUMERI,SHELLED GROUND NUTS,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80149,1,1,.404686,ACRES,.62529999,1,100,2015,8,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80149,2,10,4.0468602,ACRES,.53430098,1,100,2015,5,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80149,3,10,4.0468602,ACRES,.72040302,1,100,2015,5,2015,11,2015,12,1,NORTH EAST,BORNO,MAGUMERI,GROUND NUT/PEANUTS,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80150,1,6,2.4281161,ACRES,.143301,1,100,2015,4,2015,10,2015,12,1,NORTH EAST,BORNO,MAGUMERI,MILLET/MAIWA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1030,80150,1,6,2.4281161,ACRES,.143301,1,100,2015,8,2015,12,2015,12,1,NORTH EAST,BORNO,MAGUMERI,BEANS/COWPEA,main season,12.0691673277,12.8667110442,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80155,1,8,3.237488,ACRES,.54280502,1,100,2015,8,,,,,1,NORTH EAST,BORNO,MONGUNO,MAIZE,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80155,2,8,3.237488,ACRES,.48230299,1,100,2015,5,,,,,1,NORTH EAST,BORNO,MONGUNO,BEANS/COWPEA,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80156,1,7,2.8328021,ACRES,.620309,1,100,2015,6,2015,10,2015,10,1,NORTH EAST,BORNO,MONGUNO,GROUND NUT/PEANUTS,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80156,2,4,1.618744,ACRES,.54010302,1,100,2015,7,2015,12,2015,12,1,NORTH EAST,BORNO,MONGUNO,BEANS/COWPEA,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80159,1,14,5.6656041,ACRES,.181702,1,100,2015,7,,,,,1,NORTH EAST,BORNO,MONGUNO,BEANS/COWPEA,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80159,1,14,5.6656041,ACRES,.181702,1,100,2015,4,,,,,1,NORTH EAST,BORNO,MONGUNO,GUINEA COURN/SORGHUM,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
768,80160,1,3,1.214058,ACRES,.232201,1,100,2015,7,,,,,1,NORTH EAST,BORNO,MONGUNO,BEANS/COWPEA,main season,12.6718093326,13.630725102,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80201,1,10,4.0468602,ACRES,.67840701,1,99.999992,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,GROUND NUT/PEANUTS,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80201,1,10,4.0468602,ACRES,.67840701,1,99.999992,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,MILLET/MAIWA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80201,1,10,4.0468602,ACRES,.67840701,1,99.999992,2015,8,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80202,1,7,2.8328021,ACRES,.54689997,1,100,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,MILLET/MAIWA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80202,1,7,2.8328021,ACRES,.54689997,1,100,2015,8,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80202,1,7,2.8328021,ACRES,.54689997,1,100,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,GROUND NUT/PEANUTS,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80203,1,6,2.4281161,ACRES,.161801,1,100,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80204,1,18,7.284348,ACRES,.27280399,1,100,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80207,1,6,2.4281161,ACRES,.166601,1,100,2015,8,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80207,1,6,2.4281161,ACRES,.166601,1,100,2015,7,,,,,1,NORTH EAST,BORNO,KALABALGE,MILLET/MAIWA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80208,1,7,2.8328021,ACRES,.376201,1,100,2015,8,,,,,1,NORTH EAST,BORNO,KALABALGE,MILLET/MAIWA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80208,2,6,2.4281161,ACRES,.463402,1,100,2015,5,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80210,1,5,2.0234301,ACRES,.41319999,1,100,2015,8,,,,,1,NORTH EAST,BORNO,KALABALGE,MILLET/MAIWA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
362,80210,2,6,2.4281161,ACRES,.33750099,1,100,2015,5,,,,,1,NORTH EAST,BORNO,KALABALGE,BEANS/COWPEA,main season,12.4842472103,13.1824663666,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
278,90004,1,2000,.25999999,STANDS,.11616,1,22.382921,2015,3,,,,,2,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,CASSAVA OLD,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90006,1,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,PUMPKIN,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90006,1,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,CUCUMBER,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90006,1,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,MAIZE,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,1,1012,.13156,STANDS,,0,100,2015,3,2016,2,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,2,918,.11934,STANDS,,0,100,2015,3,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,3,1002,.13026001,STANDS,,0,100,2015,3,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,4,720,.093599997,STANDS,,0,100,2015,4,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,5,570,.074100003,STANDS,,0,100,2015,4,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,6,1020,.13259999,STANDS,,0,100,2015,4,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90007,7,240,.031199999,STANDS,,0,100,2015,5,,,,,1,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,CASSAVA OLD,main season,5.20825520805,7.7445034241,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
278,90009,1,150,.0195,STANDS,,0,19.999998,2015,4,2015,7,2015,12,1,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,COCOYAM,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
278,90009,1,150,.0195,STANDS,,0,33.333336,2015,2,2015,7,2015,11,1,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,MAIZE,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
278,90009,1,150,.0195,STANDS,,0,4.6666665,2015,3,2015,8,,,1,SOUTH SOUTH,CROSS RIVER,CALABAR MUNICIPAL,CASSAVA OLD,main season,5.05073911243,8.33941410449,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90011,1,120,.0156,STANDS,.069944002,1,22.303556,2015,3,2015,12,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90011,2,200,.026000001,STANDS,,0,100,2015,4,2015,10,2015,12,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90013,1,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,90013,2,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90014,2,1.3,1.3,HECTARES,.93383002,1,2.0881743,,,2015,9,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,OIL PALM TREE,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90016,1,2500,.32499999,STANDS,,0,100,2015,3,2015,10,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90016,2,317,.041209999,STANDS,.85104102,1,4.8423047,,,2015,3,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,OIL PALM TREE,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90018,1,150,.0195,STANDS,2.9487,1,.66130841,2015,3,2015,12,2016,1,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90018,2,300,.039000001,STANDS,,0,100,,,2015,9,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,OIL PALM TREE,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90018,3,800,.104,STANDS,,0,100,,,2015,9,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,PLANTAIN,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90020,1,80,.0104,STANDS,.069960997,1,14.865425,2015,3,,,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
48,90020,2,300,.039000001,STANDS,.1754,1,22.234892,2015,4,2016,1,,,1,SOUTH SOUTH,CROSS RIVER,AKPABUYO,CASSAVA OLD,main season,5.05398782837,8.42242009772,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90022,1,5,2.0234301,ACRES,,0,100,2015,4,2015,10,,,2,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90022,2,2.5,1.0117151,ACRES,,0,100,2015,4,,,,,2,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90022,3,,,,,0,,,,,,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90025,1,2800,.36399999,STANDS,,0,100,2015,3,,,,,1,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90025,2,1500,.19500001,STANDS,,0,100,2015,4,,,,,1,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90025,3,50,.0065000001,STANDS,,0,100,2015,3,2015,11,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90025,4,3000,.39000002,STANDS,,0,100,2015,4,2015,12,,,1,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90026,1,120,.0156,STANDS,,0,100,2015,3,2016,2,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90027,1,3800,.49399999,STANDS,,0,100,2015,1,2015,12,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90027,1,3800,.49399999,STANDS,,0,100,,,2015,9,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,PALM OIL,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90027,2,2650,.34450001,STANDS,,0,100,,,2015,9,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,PALM OIL,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90027,2,2650,.34450001,STANDS,,0,100,2015,2,2015,12,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1390,90029,1,.21,.084984064,ACRES,.069340996,1,100,2015,3,2016,1,,,3,SOUTH SOUTH,CROSS RIVER,ODUKPANI,CASSAVA OLD,main season,5.10748991826,8.18243277741,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90031,1,2,.80937201,ACRES,,0,100,2015,3,,,,,3,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90031,1,2,.80937201,ACRES,,0,64.346184,2015,3,2016,11,,,3,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90032,1,120,.27599999,RIDGES,,0,9.130435,2015,3,2015,11,2015,12,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90032,2,120,.27599999,RIDGES,,0,9.130435,2015,3,2015,8,,,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90033,1,630,.1323,HEAPS,,0,100,2015,2,2015,10,,,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90033,2,200,.026000001,STANDS,,0,100,,,2015,10,,,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,OIL PALM TREE,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90033,3,300,.063000001,HEAPS,,0,100,2015,4,2015,11,2015,12,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90033,4,500,.105,HEAPS,,0,100,2015,3,,,,,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90035,1,576,.12096,HEAPS,,0,8.6805563,2015,3,2015,11,2015,12,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,WATER YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90035,1,576,.12096,HEAPS,,0,52.083336,2015,3,2015,11,2015,12,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90035,1,576,.12096,HEAPS,,0,17.361113,2015,3,2015,11,2015,12,1,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,COCOYAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90035,2,1058,.22217999,HEAPS,,0,100,2015,4,,,,,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90035,3,1311,.27531001,HEAPS,,0,100,2015,4,,,,,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,1,2000,.41999999,HEAPS,,0,25,2015,3,2015,1,2015,3,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,WATER YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,1,2000,.41999999,HEAPS,,0,100,2015,3,2015,3,2015,3,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,1,2000,.41999999,HEAPS,,0,50,2015,2,2015,1,2015,1,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,2,1800,.37799999,HEAPS,,0,27.777777,2015,4,2015,1,2015,12,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,2,1800,.37799999,HEAPS,,0,100,2015,4,2015,4,2015,4,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,CASSAVA OLD,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1254,90036,2,1800,.37799999,HEAPS,,0,27.777777,2015,4,2015,1,2015,2,2,SOUTH SOUTH,CROSS RIVER,YAKURR-UGEP NORTH,WATER YAM,main season,5.817367247,8.08849790176,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
