hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,localUnit_area,plot_area_reported_ha,plot_area_measured_ha,crop,harvest_month_begin,harvest_month_end,harvest_year_begin,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,harvest_month,harvest_year,dataset_name,dataset_doi,country
1021000710,1,0.125,40,12,2011,acres,0.050586806960744635,NA,Maize,NA,NA,NA,NA,second,KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KIKAYA,0.365140766,32.59701538,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021000710,1,0.125,60,12,2011,acres,0.050586806960744635,NA,Beans,NA,NA,NA,NA,second,KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KIKAYA,0.365140766,32.59701538,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021000710,1,NA,NA,NA,NA,NA,NA,NA,Banana food,12,5,NA,NA,first,KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KIKAYA,0.365140766,32.59701538,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021001109,1,1.5,60,2,2010,acres,0.6070416835289356,NA,Yam,5,6,NA,NA,first,KAMPALA,MAKINDYE DIVISION,MAKINDYE DIVISION,BUKASA,0.289272875,32.61597443,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021001109,2,1.5,40,1,2010,acres,0.6070416835289356,NA,Banana food,10,12,NA,NA,first,KAMPALA,MAKINDYE DIVISION,MAKINDYE DIVISION,BUKASA,0.289272875,32.61597443,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021001109,2,1.5,30,4,2011,acres,0.6070416835289356,NA,Sweet potatoes,6,7,NA,NA,first,KAMPALA,MAKINDYE DIVISION,MAKINDYE DIVISION,BUKASA,0.289272875,32.61597443,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021001109,2,1.5,30,1,2010,acres,0.6070416835289356,NA,Cassava,9,12,NA,NA,first,KAMPALA,MAKINDYE DIVISION,MAKINDYE DIVISION,BUKASA,0.289272875,32.61597443,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021001109,1,1.5,40,1,2010,acres,0.6070416835289356,NA,Sugarcane,9,11,NA,NA,first,KAMPALA,MAKINDYE DIVISION,MAKINDYE DIVISION,BUKASA,0.289272875,32.61597443,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,4,0.200000003,100,8,2011,acres,0.08093889235127479,NA,Groundnuts,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,1,NA,NA,NA,NA,NA,NA,NA,Sugarcane,6,10,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,4,NA,NA,NA,NA,NA,NA,NA,Banana food,1,6,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,3,0.200000003,100,3,2011,acres,0.08093889235127479,NA,Cassava,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,2,0.200000003,100,3,2011,acres,0.08093889235127479,NA,Cassava,NA,NA,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002013,3,0.200000003,100,3,2011,acres,0.08093889235127479,NA,Maize,9,10,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,BUKOTO I,0.344782233,32.58753204,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,3,0.25,70,2,2011,acres,0.10117361392148927,NA,Banana food,NA,NA,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,2,0.25,100,7,2011,acres,0.10117361392148927,NA,Maize,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,1,0.25,100,6,2011,acres,0.10117361392148927,NA,Cassava,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,2,0.25,100,6,2011,acres,0.10117361392148927,NA,Cassava,NA,NA,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,3,0.25,70,2,2011,acres,0.10117361392148927,NA,Banana food,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,3,0.25,30,1,2010,acres,0.10117361392148927,NA,Avacoda,NA,NA,NA,NA,second,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,3,0.25,30,1,2010,acres,0.10117361392148927,NA,Avacoda,4,4,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002210,1,0.5,100,2,2011,acres,0.20234722784297854,NA,Sweet potatoes,5,6,NA,NA,first,KAMPALA,NAKAWA DIVISION,NAKAWA,KYANJA,0.368404359,32.59025574,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002610,1,0.25,100,1,2010,acres,0.10117361392148927,NA,Banana food,NA,NA,NA,NA,second,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002610,1,0.25,100,1,2010,acres,0.10117361392148927,NA,Banana food,1,6,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002610,2,0.25,100,7,2011,acres,0.10117361392148927,NA,Sweet potatoes,NA,NA,NA,NA,second,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002610,2,0.25,100,3,2011,acres,0.10117361392148927,NA,Sweet potatoes,7,11,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002611,1,0.125,20,3,2011,acres,0.050586806960744635,NA,Maize,6,7,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002611,1,0.125,25,1,2010,acres,0.050586806960744635,NA,Cassava,4,9,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002611,1,0.125,25,1,2010,acres,0.050586806960744635,NA,Banana food,NA,NA,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002611,1,0.125,30,3,2011,acres,0.050586806960744635,NA,Beans,6,7,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,BUSEGA,0.305940717,32.52914429,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002810,1,1,30,7,2011,acres,0.4046944556859571,NA,Maize,NA,NA,NA,NA,second,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,KASUBI,0.356767297,32.55710602,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002810,1,1,40,7,2011,acres,0.4046944556859571,NA,Sweet potatoes,NA,NA,NA,NA,second,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,KASUBI,0.356767297,32.55710602,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002810,1,1,30,7,2011,acres,0.4046944556859571,NA,Beans,NA,NA,NA,NA,second,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,KASUBI,0.356767297,32.55710602,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002810,1,1,30,2,2011,acres,0.4046944556859571,NA,Maize,7,8,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,KASUBI,0.356767297,32.55710602,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1021002810,1,1,70,2,2011,acres,0.4046944556859571,NA,Beans,6,6,NA,NA,first,KAMPALA,RUBAGA DIVISION,RUBAGA DIVISION,KASUBI,0.356767297,32.55710602,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,3,0.25,100,3,2011,acres,0.10117361392148927,NA,Beans,6,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,5,0.25,100,8,2010,acres,0.10117361392148927,NA,Cassava,5,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,2,1,100,3,2011,acres,0.4046944556859571,NA,Maize,9,9,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,6,0.25,100,4,2011,acres,0.10117361392148927,NA,Yam,NA,NA,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,4,0.25,100,4,2011,acres,0.10117361392148927,NA,Yam,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,5,0.25,100,12,2011,acres,0.10117361392148927,NA,Sweet potatoes,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,1,0.25,50,1,2010,acres,0.10117361392148927,NA,Coffee all,5,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,2,0.5,40,5,2011,acres,0.20234722784297854,NA,Cassava,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,3,0.75,100,8,2011,acres,0.3035208417644678,NA,Maize,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,2,0.5,60,8,2011,acres,0.20234722784297854,NA,Beans,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000301,1,0.25,50,2,2010,acres,0.10117361392148927,NA,Banana food,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,2,0.25,60,1,2011,acres,0.10117361392148927,NA,Cassava,10,11,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,1,0.5,70,1,2010,acres,0.20234722784297854,NA,Banana food,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,5,0.25,100,3,2011,acres,0.10117361392148927,NA,Irish potatoes,6,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,7,0.5,100,1,2011,acres,0.20234722784297854,NA,Cassava,NA,NA,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,1,0.5,30,1,2010,acres,0.20234722784297854,NA,Coffee all,1,2,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,1,1.5,30,8,2011,acres,0.6070416835289356,NA,Beans,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,3,0.75,30,3,2011,acres,0.3035208417644678,NA,Maize,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,3,0.75,70,3,2011,acres,0.3035208417644678,NA,Beans,6,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,2,0.25,40,3,2011,acres,0.10117361392148927,NA,Groundnuts,6,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,5,0.5,100,10,2011,acres,0.20234722784297854,NA,Groundnuts,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,1,1.5,30,8,2011,acres,0.6070416835289356,NA,Maize,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,2,0.5,40,11,2011,acres,0.20234722784297854,NA,Cassava,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,4,1,50,4,2010,acres,0.4046944556859571,NA,Cassava,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,6,0.5,100,3,2011,acres,0.20234722784297854,NA,Others,7,7,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,4,0.25,100,4,2011,acres,0.10117361392148927,NA,Sweet potatoes,10,11,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000302,2,0.5,60,10,2011,acres,0.20234722784297854,NA,Groundnuts,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,50,3,2011,acres,0.3035208417644678,NA,Beans,7,7,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,25,3,2011,acres,0.3035208417644678,NA,Maize,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,1,1.25,20,1,2010,acres,0.5058680696074463,NA,Coffee all,NA,NA,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,1,1.25,30,1,2010,acres,0.5058680696074463,NA,Coffee all,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,25,3,2010,acres,0.3035208417644678,NA,Cassava,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,1,1.25,80,1,2010,acres,0.5058680696074463,NA,Banana food,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,100,1,2010,acres,0.3035208417644678,NA,Cassava,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,50,3,2011,acres,0.3035208417644678,NA,Beans,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000303,2,0.75,25,3,2011,acres,0.3035208417644678,NA,Maize,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,4,0.5,100,5,2011,acres,0.20234722784297854,NA,Maize,8,9,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,2,0.5,40,5,2011,acres,0.20234722784297854,NA,Irish potatoes,7,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,4,0.5,100,5,2011,acres,0.20234722784297854,NA,Maize,8,9,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,1,0.125,100,9,2011,acres,0.050586806960744635,NA,Beans,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,2,0.5,60,5,2011,acres,0.20234722784297854,NA,Beans,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,1,0.5,50,1,2010,acres,0.20234722784297854,NA,Banana food,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,4,0.5,50,1,2010,acres,0.20234722784297854,NA,Banana food,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,4,0.5,50,1,2010,acres,0.20234722784297854,NA,Coffee all,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,3,0.5,100,5,2011,acres,0.20234722784297854,NA,Sweet potatoes,8,11,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,3,0.125,100,10,2011,acres,0.050586806960744635,NA,Sweet potatoes,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,1,0.5,50,1,2010,acres,0.20234722784297854,NA,Coffee all,1,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,2,0.125,100,9,2011,acres,0.050586806960744635,NA,Maize,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000304,2,0.5,60,5,2011,acres,0.20234722784297854,NA,Beans,8,9,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,3,1,50,8,2011,acres,0.4046944556859571,NA,Maize,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,4,0.25,20,4,2011,acres,0.10117361392148927,NA,Soya beans,8,8,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,5,0.25,100,2,2011,acres,0.10117361392148927,NA,Maize,7,7,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,5,0.25,100,8,2011,acres,0.10117361392148927,NA,Soya beans,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,2,0.25,60,8,2011,acres,0.10117361392148927,NA,Beans,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,2,1,70,2,2011,acres,0.4046944556859571,NA,Maize,7,7,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,1,1,30,1,2010,acres,0.4046944556859571,NA,Coffee all,6,6,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,2,1,30,12,2010,acres,0.4046944556859571,NA,Cassava,9,11,NA,NA,first,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
1033000307,2,0.25,40,7,2011,acres,0.10117361392148927,NA,Cassava,NA,NA,NA,NA,second,KIBOGA,KIBOGA EAST,LWAMATA,KASEJJERE,0.827926636,31.84346581,EA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,Uganda
