adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_measured_ha,plot_area_reported_ha,localUnit_area,gps_meas,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,lat,lon,GPS_level,dataset_name,dataset_doi,wave,country
126,179031,3,60,0.50149,0.29640001,RIDGES,1,0.25,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179032,1,300,0.83626,1.482,RIDGES,1,0.33000001,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179032,1,300,0.83626,1.482,RIDGES,1,0.33000001,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,GUINEA CORN (SORGHUM),main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179032,1,300,0.83626,1.482,RIDGES,1,0.33000001,2018,6,10,2018,2018,10,1,North West,Jigawa,GWIWA,MILLET/MAIWA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179033,1,200,0.62403,0.98799998,RIDGES,1,0.33000001,2018,6,10,2018,2018,10,1,North West,Jigawa,GWIWA,MILLET/MAIWA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179033,1,200,0.62403,0.98799998,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179033,3,200,0.56604,0.98799998,RIDGES,1,0.5,2018,6,10,2018,2018,10,1,North West,Jigawa,GWIWA,GUINEA CORN (SORGHUM),main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179033,3,200,0.56604,0.98799998,RIDGES,1,0.5,2018,6,9,2018,2018,9,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179034,1,300,0.89264,1.482,RIDGES,1,0.33333334,2018,6,9,2018,2018,10,1,North West,Jigawa,GWIWA,MILLET/MAIWA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179034,1,300,0.89264,1.482,RIDGES,1,0.33333334,2018,7,10,2018,2018,10,1,North West,Jigawa,GWIWA,GUINEA CORN (SORGHUM),main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179034,1,300,0.89264,1.482,RIDGES,1,0.33333334,2018,6,9,2018,2018,10,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179035,1,300,0.24922,1.482,RIDGES,1,0.5,2018,6,10,2018,2018,10,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179035,1,300,0.24922,1.482,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,MILLET/MAIWA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,1,65,0.41406,0.3211,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,GUINEA CORN (SORGHUM),main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,1,65,0.41406,0.3211,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,2,45,0.50512,0.22229999,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,2,45,0.50512,0.22229999,RIDGES,1,0.5,2018,6,10,2018,2018,10,1,North West,Jigawa,GWIWA,MILLET/MAIWA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,3,58,0.32057,0.28652,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,BEANS/COWPEA,main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
126,179036,3,58,0.32057,0.28652,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,GWIWA,GUINEA CORN (SORGHUM),main season,12.81824937,8.288784525320001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179037,2,60,0.32479,0.29640001,RIDGES,1,0.40000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,GUINEA CORN (SORGHUM),main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179037,2,60,0.32479,0.29640001,RIDGES,1,0.40000001,2018,6,9,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179037,2,60,0.32479,0.29640001,RIDGES,1,0.050000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,ZOBO,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179037,2,60,0.32479,0.29640001,RIDGES,1,0.15000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179039,2,150,1.015,0.741,RIDGES,1,0.40000001,2018,6,9,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179039,2,150,1.015,0.741,RIDGES,1,0.050000001,2018,5,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,ZOBO,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179039,2,150,1.015,0.741,RIDGES,1,0.15000001,2018,5,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179039,2,150,1.015,0.741,RIDGES,1,0.40000001,2018,5,9,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,2,200,1.1728,0.98799998,RIDGES,1,0.5,2018,6,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,2,200,1.1728,0.98799998,RIDGES,1,0.15000001,2018,6,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,2,200,1.1728,0.98799998,RIDGES,1,0.25,2018,6,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,2,200,1.1728,0.98799998,RIDGES,1,0.050000001,2018,6,11,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,OKRO,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,2,200,1.1728,0.98799998,RIDGES,1,0.050000001,2018,6,11,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,ZOBO,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,3,120,0.25623,0.59280002,RIDGES,1,0.5,2018,6,,,,,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179041,3,120,0.25623,0.59280002,RIDGES,1,0.5,2018,6,11,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,GUINEA CORN (SORGHUM),main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179042,2,200,0.45251,0.98799998,RIDGES,1,0.25,2018,7,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179042,2,200,0.45251,0.98799998,RIDGES,1,0.25,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,GROUND NUT/PEANUTS,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179042,2,200,0.45251,0.98799998,RIDGES,1,0.25,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179042,2,200,0.45251,0.98799998,RIDGES,1,0.25,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,2,200,.4542600000000001,0.98799998,RIDGES,1,0.23148148,2018,7,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,GROUND NUT/PEANUTS,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,2,200,.4542600000000001,0.98799998,RIDGES,1,0.23148148,2018,7,9,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,2,200,.4542600000000001,0.98799998,RIDGES,1,0.23148148,2018,6,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,2,200,.4542600000000001,0.98799998,RIDGES,1,0.30555555,2018,6,10,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,3,300,0.77405,1.482,RIDGES,1,0.43103445,2018,7,11,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,GUINEA CORN (SORGHUM),main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,3,300,0.77405,1.482,RIDGES,1,0.28448275,2018,7,9,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179044,3,300,0.77405,1.482,RIDGES,1,0.28448275,2018,7,10,2018,2018,10,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,1,100,0.19985,0.49399999,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,1,100,0.19985,0.49399999,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,1,100,0.19985,0.49399999,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,2,150,0.57655,0.741,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,2,150,0.57655,0.741,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179045,2,150,0.57655,0.741,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,1,60,0.20107,0.29640001,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,1,60,0.20107,0.29640001,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,1,60,0.20107,0.29640001,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,2,100,0.48234,0.49399999,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEENI-SEED/SESAME,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,2,100,0.48234,0.49399999,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,GUINEA CORN (SORGHUM),main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179046,2,100,0.48234,0.49399999,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179047,1,100,0.35776,0.49399999,RIDGES,1,0.33333334,2018,6,11,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,GUINEA CORN (SORGHUM),main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179047,1,100,0.35776,0.49399999,RIDGES,1,0.33333334,2018,7,10,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,BEANS/COWPEA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
3064,179047,1,100,0.35776,0.49399999,RIDGES,1,0.33333334,2018,6,9,2018,2018,11,1,North West,Jigawa,KAHIN HAUSA,MILLET/MAIWA,main season,12.31305239,10.09422753,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,2,90,0.35403,0.44459999,RIDGES,1,0.25,2018,6,10,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,2,90,0.35403,0.44459999,RIDGES,1,0.25,2018,6,10,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEENI-SEED/SESAME,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,2,90,0.35403,0.44459999,RIDGES,1,0.25,2018,6,11,2018,2018,11,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,2,90,0.35403,0.44459999,RIDGES,1,0.25,2018,6,9,2018,2018,11,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,3,150,.5825199999999999,0.741,RIDGES,1,0.25,2018,5,11,2018,2018,11,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,3,150,.5825199999999999,0.741,RIDGES,1,0.25,2018,5,9,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,3,150,.5825199999999999,0.741,RIDGES,1,0.25,2018,5,9,2018,2018,9,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,3,150,.5825199999999999,0.741,RIDGES,1,0.25,2018,5,10,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEENI-SEED/SESAME,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,4,70,0.20419,0.34580001,RIDGES,1,0.25,2018,5,11,2018,2018,11,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,4,70,0.20419,0.34580001,RIDGES,1,0.5,2018,5,9,2018,2018,9,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,4,70,0.20419,0.34580001,RIDGES,1,0.25,2018,5,10,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,6,50,0.080599,0.24699999,RIDGES,1,1,2018,7,,,,,1,North West,Jigawa,KAUGAMA,RICE,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179049,7,80,0.11415,0.39520001,RIDGES,1,1,2018,6,11,2018,2018,11,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179050,2,300,0.32924,1.482,RIDGES,1,0.33000001,2018,5,11,2018,2018,12,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179050,2,300,0.32924,1.482,RIDGES,1,0.33000001,2018,4,10,2018,2018,11,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179050,2,300,0.32924,1.482,RIDGES,1,0.25,2018,6,9,2018,2018,10,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179052,2,600,0.72051,2.964,RIDGES,1,0.33000001,2018,6,10,2018,2018,11,3,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179052,2,600,0.72051,2.964,RIDGES,1,0.25,2018,7,9,2018,2018,10,3,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179052,2,600,0.72051,2.964,RIDGES,1,0.33000001,2018,6,11,2018,2018,12,3,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179053,1,300,0.29926,1.482,RIDGES,1,0.25,2018,6,9,2018,2018,10,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179053,1,300,0.29926,1.482,RIDGES,1,0.25,2018,6,11,2018,2018,12,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179053,1,300,0.29926,1.482,RIDGES,1,0.25,2018,6,11,2018,2018,12,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179053,1,300,0.29926,1.482,RIDGES,1,0.25,2018,6,11,2018,2018,11,1,North West,Jigawa,KAUGAMA,BEENI-SEED/SESAME,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179054,1,200,0.78489,0.98799998,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179054,1,200,0.78489,0.98799998,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179054,1,200,0.78489,0.98799998,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,1,350,1.2933,1.729,RIDGES,1,0.33000001,2018,6,9,2018,2018,9,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,1,350,1.2933,1.729,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,1,350,1.2933,1.729,RIDGES,1,0.33000001,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,GUINEA CORN (SORGHUM),main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,2,370,1.1041,1.8278,RIDGES,1,0.25,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,BEANS/COWPEA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,2,370,1.1041,1.8278,RIDGES,1,0.25,2018,6,9,2018,2018,9,1,North West,Jigawa,KAUGAMA,MILLET/MAIWA,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1344,179055,2,370,1.1041,1.8278,RIDGES,1,0.25,2018,6,12,2018,2018,12,1,North West,Jigawa,KAUGAMA,BEENI-SEED/SESAME,main season,12.38057776,9.902728982,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
