adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_measured_ha,plot_area_reported_ha,localUnit_area,gps_meas,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,lat,lon,GPS_level,dataset_name,dataset_doi,wave,country
moved,10009,1,350,1.8811,0.80500001,RIDGES,1,0.5,2018,8,,,,,3,South East,Abia,IKWUANO,CASSAVA,main season,5.46540909,7.569493838,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,1,350,1.8811,0.80500001,RIDGES,1,0.5,2018,8,6,2018,2018,8,3,South East,Abia,IKWUANO,MAIZE,main season,5.46540909,7.569493838,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,2,100,0.19539,0.23,RIDGES,1,0.5,2018,4,,,,,3,South East,Abia,IKWUANO,CASSAVA,main season,5.46540909,7.569493838,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,2,100,0.19539,0.23,RIDGES,1,0.5,2018,4,7,2018,2018,8,3,South East,Abia,IKWUANO,MAIZE,main season,5.46540909,7.569493838,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,0.050589,0.0133,HEAPS,1,0.33333334,2018,4,,,,,3,South East,Abia,OSISIOMA,CASSAVA,main season,5.142032547,7.374716029,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,0.050589,0.0133,HEAPS,1,0.33333334,2018,4,8,2018,2018,8,3,South East,Abia,OSISIOMA,MAIZE,main season,5.142032547,7.374716029,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,0.050589,0.0133,HEAPS,1,0.33333334,2018,4,7,2018,2018,11,3,South East,Abia,OSISIOMA,PUMPKIN,main season,5.142032547,7.374716029,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,1,1,0.070138,0.404686,ACRES,1,1,2018,4,7,2018,2018,11,3,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,2,1,0.075035,0.404686,ACRES,1,1,2018,5,8,2018,2018,11,3,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,3,1,0.068153,0.404686,ACRES,1,1,2018,4,11,2018,2018,12,3,South East,Abia,ISIALANGWA SOUTH,"YAM, THREE LEAVED",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,4,2,,0.80937201,ACRES,0,1,2018,4,12,2018,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,5,1,,0.404686,ACRES,0,1,2018,4,5,2018,2018,10,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,0.024978,0.404686,ACRES,1,0.37593985,2018,4,11,2018,2018,12,3,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,0.024978,0.404686,ACRES,1,0.37593985,2018,4,5,2018,2018,11,3,South East,Abia,ISIALANGWA SOUTH,GREEN VEGETABLE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,0.024978,0.404686,ACRES,1,0.24812031,2018,4,6,2018,2018,11,3,South East,Abia,ISIALANGWA SOUTH,"PEPPER, SWEET/BELL (TATASHE)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,1,2,0.096597,0.80937201,ACRES,1,0.5,2018,4,5,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,1,2,0.096597,0.80937201,ACRES,1,0.5,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,0.055016,0.404686,ACRES,1,0.20886075,2018,1,5,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,0.055016,0.404686,ACRES,1,0.31645569,2018,4,6,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,0.055016,0.404686,ACRES,1,0.47468352,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,3,1.5,,0.60702902,ACRES,0,0.5,2018,4,5,2018,2018,6,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,3,1.5,,0.60702902,ACRES,0,0.5,2018,5,10,2018,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,1,1,0.012027,0.00019,HEAPS,1,0.33000001,2017,3,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,1,1,0.012027,0.00019,HEAPS,1,0.33000001,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,2,6,0.16345,0.0006,SQUARE METERS,1,0.25,2018,4,5,2018,2018,6,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,2,6,0.16345,0.0006,SQUARE METERS,1,0.25,2018,4,5,2018,2018,7,3,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,0.036815,3,HECTARES,1,0.5,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,0.036815,3,HECTARES,1,0.25,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,0.036815,3,HECTARES,1,0.25,2018,4,5,2018,2018,5,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,1,2,0.10881,2,HECTARES,1,0.33000001,2018,4,5,2018,2018,5,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,1,2,0.10881,2,HECTARES,1,0.66000003,,,,,,,1,South East,Abia,ISIALANGWA SOUTH,PEAR,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,2,1300.5,0.13005,0.13005,SQUARE METERS,1,0.5,2018,5,6,2018,2018,6,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,2,1300.5,0.13005,0.13005,SQUARE METERS,1,0.33000001,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,0.091576,0.091576003,SQUARE METERS,1,0.25,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,0.091576,0.091576003,SQUARE METERS,1,0.25,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,0.091576,0.091576003,SQUARE METERS,1,0.25,2018,3,6,2018,2018,6,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,0.404686,ACRES,0,0.25,2018,3,6,2018,2018,7,3,South East,Abia,ABA SOUTH,MAIZE,main season,5.116151859,7.39632755,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,0.404686,ACRES,0,0.25,2018,3,5,2018,2018,10,3,South East,Abia,ABA SOUTH,PUMPKIN,main season,5.116151859,7.39632755,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,0.404686,ACRES,0,0.5,2018,3,,,,,3,South East,Abia,ABA SOUTH,CASSAVA,main season,5.116151859,7.39632755,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,2,2,,0.80937201,ACRES,0,0.75,2018,4,,,,,3,South East,Abia,ABA SOUTH,CASSAVA,main season,5.116151859,7.39632755,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,2,2,,0.80937201,ACRES,0,0.25,2018,4,6,2018,2018,8,3,South East,Abia,ABA SOUTH,MAIZE,main season,5.116151859,7.39632755,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,0.14136,0.0285,HEAPS,1,0.13661201,,,9,2018,2018,9,2,South East,Abia,ISIALANGWA SOUTH,"PEPPER, CHILLI (SHOMBO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,0.14136,0.0285,HEAPS,1,0.13661201,2018,3,7,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,0.14136,0.0285,HEAPS,1,0.54644805,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,0.14136,0.0285,HEAPS,1,0.18032788,2018,3,5,2018,2018,8,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,2,200,0.29507,0.037999999,HEAPS,1,0.75187969,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,2,200,0.29507,0.037999999,HEAPS,1,0.24812031,2018,3,5,2018,2018,6,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,0.26933,0.047499999,HEAPS,1,0.33333334,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,0.26933,0.047499999,HEAPS,1,0.33333334,2018,3,9,2018,2018,12,3,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,0.26933,0.047499999,HEAPS,1,0.33333334,2018,3,6,2018,2018,8,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,2,200,0.089964,0.037999999,HEAPS,1,1,2018,3,6,2018,2018,8,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,4,150,0.022619,0.006,STANDS,1,0.24812031,,,7,2018,2018,8,3,South East,Abia,ISIALANGWA SOUTH,"PEPPER, CHILLI (SHOMBO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,4,150,0.022619,0.006,STANDS,1,0.75187969,2018,4,9,2018,2018,12,3,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,0.22701,0.094999999,HEAPS,1,0.16666667,2018,3,5,2018,2018,11,3,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,0.22701,0.094999999,HEAPS,1,0.33333334,2018,2,9,2018,2018,10,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,0.22701,0.094999999,HEAPS,1,0.5,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,2,350,,0.066500001,HEAPS,0,0.60000002,2018,3,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,2,350,,0.066500001,HEAPS,0,0.40000001,2018,3,6,2018,2018,10,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,0.046988,0.037999999,HEAPS,1,0.14285715,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,"YAM, THREE LEAVED",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,0.046988,0.037999999,HEAPS,1,0.14285715,2018,3,5,2018,2018,5,2,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,0.046988,0.037999999,HEAPS,1,0.42857143,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,0.046988,0.037999999,HEAPS,1,0.2857143,2018,3,6,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,2,156,0.12455,0.02964,HEAPS,1,0.25,2018,2,12,2018,2018,12,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,2,156,0.12455,0.02964,HEAPS,1,0.75,2018,4,8,2018,2018,11,2,South East,Abia,ISIALANGWA SOUTH,"PEPPER, SWEET/BELL (TATASHE)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10070,1,600,,0.114,HEAPS,0,1,2018,3,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10070,2,550,0.082029,0.1045,HEAPS,1,1,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,1,1,0.020234,0.404686,ACRES,1,0.5,2018,4,7,2018,2018,9,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,1,1,0.020234,0.404686,ACRES,1,0.5,2018,5,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,0.04974,0.404686,ACRES,1,0.2,2018,4,8,2018,2018,11,3,South East,Abia,UMUNNEOCHI,OKRO,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,0.04974,0.404686,ACRES,1,0.2,2018,5,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,0.04974,0.404686,ACRES,1,0.2,2018,4,6,2018,2018,10,3,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,0.04974,0.404686,ACRES,1,0.2,2018,4,11,2018,2018,11,3,South East,Abia,UMUNNEOCHI,WATER YAM,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,0.04974,0.404686,ACRES,1,0.2,2018,4,7,2018,2018,7,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,3,0.5,0.018561,0.202343,ACRES,1,1,2017,5,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,0.5,0.038083,0.202343,ACRES,1,0.33333334,2018,4,6,2018,2018,11,1,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,0.5,0.038083,0.202343,ACRES,1,0.33333334,2018,4,8,2018,2018,9,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,0.5,0.038083,0.202343,ACRES,1,0.33333334,2018,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,2,0.5,0.041899,0.202343,ACRES,1,0.5,2018,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,2,0.5,0.041899,0.202343,ACRES,1,0.5,2018,4,6,2018,2018,9,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,0.5,0.059422,0.202343,ACRES,1,0.25,2018,4,12,2018,,,2,South East,Abia,UMUNNEOCHI,WATER YAM,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,0.5,0.059422,0.202343,ACRES,1,0.25,2018,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,0.5,0.059422,0.202343,ACRES,1,0.25,2018,4,8,2018,2018,9,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,0.5,0.059422,0.202343,ACRES,1,0.25,2018,4,,,,,2,South East,Abia,UMUNNEOCHI,COCOYAM,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,0.5,0.044974,0.202343,ACRES,1,0.25,2018,4,8,2018,2018,8,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,0.5,0.044974,0.202343,ACRES,1,0.25,2018,5,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,0.5,0.044974,0.202343,ACRES,1,0.25,2018,4,8,2018,2018,9,3,South East,Abia,UMUNNEOCHI,OKRO,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,0.5,0.044974,0.202343,ACRES,1,0.25,2018,4,,,,,3,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,0.05355,0.057,HEAPS,1,0.54644805,2018,3,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,0.05355,0.057,HEAPS,1,0.18032788,2018,3,12,2018,2018,12,3,South East,Abia,UMUNNEOCHI,"YAM, WHITE",main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,0.05355,0.057,HEAPS,1,0.27322403,2018,2,6,2018,2018,7,3,South East,Abia,UMUNNEOCHI,MELON/EGUSI,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,0.02731,0.037999999,HEAPS,1,0.44444445,2018,3,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,0.02731,0.037999999,HEAPS,1,0.44444445,2018,4,7,2018,2018,7,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,0.02731,0.037999999,HEAPS,1,0.11111111,2018,3,12,2018,,,3,South East,Abia,UMUNNEOCHI,COCOYAM,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10076,1,200,0.021967,0.037999999,HEAPS,1,0.5,2018,3,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.918928325,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
