adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_measured_ha,plot_area_reported_ha,localUnit_area,gps_meas,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,latitude,longitude,GPS_level,dataset_name,dataset_doi,wave,country
moved,10009,1,350,1.8811,.80500001,RIDGES,1,100,2018,8,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,5.46540908966,7.56949383789,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,1,350,1.8811,.80500001,RIDGES,1,100,2018,8,6,2018,2018,8,1,South East,Abia,IKWUANO,MAIZE,main season,5.46540908966,7.56949383789,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,2,100,.19539,.23,RIDGES,1,100,2018,4,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,5.46540908966,7.56949383789,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10009,2,100,.19539,.23,RIDGES,1,100,2018,4,7,2018,2018,8,1,South East,Abia,IKWUANO,MAIZE,main season,5.46540908966,7.56949383789,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,.050589,.0133,HEAPS,1,100,2018,4,,,,,1,South East,Abia,OSISIOMA,CASSAVA,main season,5.14203254737,7.37471602851,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,.050589,.0133,HEAPS,1,100,2018,4,7,2018,2018,11,1,South East,Abia,OSISIOMA,PUMPKIN,main season,5.14203254737,7.37471602851,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1146,10031,1,70,.050589,.0133,HEAPS,1,100,2018,4,8,2018,2018,8,1,South East,Abia,OSISIOMA,MAIZE,main season,5.14203254737,7.37471602851,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,1,1,.070138,.404686,ACRES,1,100,2018,4,7,2018,2018,11,1,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,2,1,.075035,.404686,ACRES,1,100,2018,5,8,2018,2018,11,1,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,3,1,.068153,.404686,ACRES,1,100,2018,4,11,2018,2018,12,1,South East,Abia,ISIALANGWA SOUTH,"YAM, THREE LEAVED",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,4,2,,.80937201,ACRES,0,100,2018,4,12,2018,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,5,1,,.404686,ACRES,0,100,2018,4,5,2018,2018,10,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,.024978,.404686,ACRES,1,50,2018,4,11,2018,2018,12,1,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,.024978,.404686,ACRES,1,50,2018,4,5,2018,2018,11,1,South East,Abia,ISIALANGWA SOUTH,GREEN VEGETABLE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10061,6,1,.024978,.404686,ACRES,1,33,2018,4,6,2018,2018,11,1,South East,Abia,ISIALANGWA SOUTH,"PEPPER, SMALL (RODO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,1,2,.096597,.80937201,ACRES,1,50,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,1,2,.096597,.80937201,ACRES,1,50,2018,4,5,2018,2018,7,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,.055016,.404686,ACRES,1,75,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,.055016,.404686,ACRES,1,33,2018,1,5,2018,2018,7,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,2,1,.055016,.404686,ACRES,1,50,2018,4,6,2018,2018,7,3,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,3,1.5,,.60702902,ACRES,0,50,2018,4,5,2018,2018,6,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10062,3,1.5,,.60702902,ACRES,0,50,2018,5,10,2018,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,1,1,.012027,.00019000001,HEAPS,1,33,2017,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,1,1,.012027,.00019000001,HEAPS,1,33,2018,4,,,,,1,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,2,6,.16345,.00060000003,SQUARE METERS,1,25,2018,4,5,2018,2018,7,1,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,2,6,.16345,.00060000003,SQUARE METERS,1,25,2018,4,5,2018,2018,6,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,.036815,3,HECTARES,1,25,2018,4,5,2018,2018,5,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,.036815,3,HECTARES,1,25,2018,4,,,,,1,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10063,3,3,.036815,3,HECTARES,1,50,2018,4,,,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,1,2,.10881,2,HECTARES,1,33,2018,4,5,2018,2018,5,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,1,2,.10881,2,HECTARES,1,66,,,,,,,1,South East,Abia,ISIALANGWA SOUTH,PEAR,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,2,1300.5,.13005,.13005,SQUARE METERS,1,50,2018,5,6,2018,2018,6,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,2,1300.5,.13005,.13005,SQUARE METERS,1,33,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,GARDEN EGG,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,.091576,.091576003,SQUARE METERS,1,25,2018,3,6,2018,2018,6,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,.091576,.091576003,SQUARE METERS,1,25,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,CUCUMBER,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10064,3,915.76,.091576,.091576003,SQUARE METERS,1,25,2018,3,,,,,1,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,.404686,ACRES,0,50,2018,3,,,,,3,South East,Abia,ABA SOUTH,CASSAVA,main season,5.11615185902,7.39632754995,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,.404686,ACRES,0,25,2018,3,5,2018,2018,10,3,South East,Abia,ABA SOUTH,PUMPKIN,main season,5.11615185902,7.39632754995,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,1,1,,.404686,ACRES,0,25,2018,3,6,2018,2018,7,3,South East,Abia,ABA SOUTH,MAIZE,main season,5.11615185902,7.39632754995,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,2,2,,.80937201,ACRES,0,75,2018,4,,,,,3,South East,Abia,ABA SOUTH,CASSAVA,main season,5.11615185902,7.39632754995,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10065,2,2,,.80937201,ACRES,0,25,2018,4,6,2018,2018,8,3,South East,Abia,ABA SOUTH,MAIZE,main season,5.11615185902,7.39632754995,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,.14136,.0285,HEAPS,1,25,,,9,2018,2018,9,3,South East,Abia,ISIALANGWA SOUTH,"PEPPER, CHILLI (SHOMBO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,.14136,.0285,HEAPS,1,25,2018,3,7,2018,2018,7,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,.14136,.0285,HEAPS,1,100,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,1,150,.14136,.0285,HEAPS,1,33,2018,3,5,2018,2018,8,3,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,2,200,.29507,.037999999,HEAPS,1,33,2018,3,5,2018,2018,6,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10066,2,200,.29507,.037999999,HEAPS,1,100,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,.26933,.047499999,HEAPS,1,100,2018,3,9,2018,2018,12,1,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,.26933,.047499999,HEAPS,1,100,2018,4,,,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,1,250,.26933,.047499999,HEAPS,1,100,2018,3,6,2018,2018,8,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,2,200,.089964,.037999999,HEAPS,1,100,2018,3,6,2018,2018,8,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,4,150,.022619,.0060000001,STANDS,1,100,2018,5,,,,,1,South East,Abia,ISIALANGWA SOUTH,"PEPPER, SMALL (RODO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,4,150,.022619,.0060000001,STANDS,1,33,,,7,2018,2018,8,1,South East,Abia,ISIALANGWA SOUTH,"PEPPER, CHILLI (SHOMBO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10067,4,150,.022619,.0060000001,STANDS,1,100,2018,4,9,2018,2018,12,1,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,.22701,.094999999,HEAPS,1,50,2018,2,9,2018,2018,10,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,.22701,.094999999,HEAPS,1,75,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,1,500,.22701,.094999999,HEAPS,1,25,2018,3,5,2018,2018,11,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,2,350,,.066500001,HEAPS,0,75,2018,3,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10068,2,350,,.066500001,HEAPS,0,50,2018,3,6,2018,2018,10,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,.046988,.037999999,HEAPS,1,75,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,.046988,.037999999,HEAPS,1,25,2018,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,"YAM, THREE LEAVED",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,.046988,.037999999,HEAPS,1,50,2018,3,6,2018,2018,7,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,1,200,.046988,.037999999,HEAPS,1,25,2018,3,5,2018,2018,5,2,South East,Abia,ISIALANGWA SOUTH,OKRO,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,2,156,.12455,.02964,HEAPS,1,75,2018,4,8,2018,2018,11,2,South East,Abia,ISIALANGWA SOUTH,"PEPPER, SMALL (RODO)",main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
1044,10069,2,156,.12455,.02964,HEAPS,1,25,2018,2,12,2018,2018,12,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10070,1,600,,.114,HEAPS,0,100,2018,3,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,10070,2,550,.082029,.1045,HEAPS,1,100,2018,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,5.315248340739999,7.433434646099998,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,1,1,.020234,.404686,ACRES,1,100,2018,4,7,2018,2018,9,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,1,1,.020234,.404686,ACRES,1,100,2018,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,.04974,.404686,ACRES,1,100,2018,4,7,2018,2018,7,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,.04974,.404686,ACRES,1,100,2018,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,.04974,.404686,ACRES,1,100,2018,4,6,2018,2018,10,1,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,.04974,.404686,ACRES,1,100,2018,4,11,2018,2018,11,1,South East,Abia,UMUNNEOCHI,WATER YAM,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,2,1,.04974,.404686,ACRES,1,100,2018,4,8,2018,2018,11,1,South East,Abia,UMUNNEOCHI,OKRO,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10071,3,.5,.018561,.202343,ACRES,1,100,2017,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,.5,.038083,.202343,ACRES,1,100,2018,4,8,2018,2018,9,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,.5,.038083,.202343,ACRES,1,100,2018,4,6,2018,2018,11,1,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,1,.5,.038083,.202343,ACRES,1,100,2018,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,2,.5,.041899,.202343,ACRES,1,100,2018,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10072,2,.5,.041899,.202343,ACRES,1,100,2018,4,6,2018,2018,9,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,.5,.059422,.202343,ACRES,1,100,2018,4,,,,,3,South East,Abia,UMUNNEOCHI,COCOYAM,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,.5,.059422,.202343,ACRES,1,100,2018,4,12,2018,,,3,South East,Abia,UMUNNEOCHI,WATER YAM,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,.5,.059422,.202343,ACRES,1,100,2018,4,8,2018,2018,9,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10073,1,.5,.059422,.202343,ACRES,1,100,2018,4,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,.5,.044974,.202343,ACRES,1,100,2018,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,.5,.044974,.202343,ACRES,1,100,2018,4,8,2018,2018,8,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,.5,.044974,.202343,ACRES,1,100,2018,4,8,2018,2018,9,1,South East,Abia,UMUNNEOCHI,OKRO,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10074,1,.5,.044974,.202343,ACRES,1,100,2018,4,,,,,1,South East,Abia,UMUNNEOCHI,PUMPKIN,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,.05355,.057,HEAPS,1,50,2018,2,6,2018,2018,7,2,South East,Abia,UMUNNEOCHI,MELON/EGUSI,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,.05355,.057,HEAPS,1,100,2018,3,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,1,300,.05355,.057,HEAPS,1,33,2018,3,12,2018,2018,12,2,South East,Abia,UMUNNEOCHI,"YAM, WHITE",main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,.02731,.037999999,HEAPS,1,100,2018,4,7,2018,2018,7,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,.02731,.037999999,HEAPS,1,100,2018,3,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10075,2,200,.02731,.037999999,HEAPS,1,25,2018,3,12,2018,,,2,South East,Abia,UMUNNEOCHI,COCOYAM,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10076,1,200,.021967,.037999999,HEAPS,1,100,2018,3,7,2018,2018,7,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10076,1,200,.021967,.037999999,HEAPS,1,100,2018,3,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
560,10076,2,250,.03854,.047499999,HEAPS,1,100,2018,4,7,2018,2018,7,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,5.91892832509,7.422498457310001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
