hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,fieldID,plot_area_reported_ha,localUnit_area,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,lat,lon,GPS_level,plot_area_measured_ha,harvest_month,harvest_year,adm4,dataset_name,country,dataset_doi
dca38505f5094514a5c4151ae7ad462d,1,0.5,20,11,2014,1,0.20234722784297857,acres,Banana food,1,2019,6,2019,second,JINJA,BUSEDDE,NABITAMBALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca38505f5094514a5c4151ae7ad462d,1,0.3,NA,5,2019,2,0.12140833670578711,acres,Sweet potatoes,7,2019,9,2019,second,JINJA,BUSEDDE,NABITAMBALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca38505f5094514a5c4151ae7ad462d,1,1,60,3,2019,3,0.4046944556859571,acres,Maize,7,2019,7,2019,second,JINJA,BUSEDDE,NABITAMBALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca38505f5094514a5c4151ae7ad462d,1,1,40,12,2018,3,0.4046944556859571,acres,Cassava,12,2019,12,2019,second,JINJA,BUSEDDE,NABITAMBALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca9d71d07ac40a6ae7eeec1b9cd08b5,1,0.27,NA,8,2018,1,0.10926750303520842,acres,Sorghum,1,2019,1,2019,first,MOYO,METU,PAMUJO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca9d71d07ac40a6ae7eeec1b9cd08b5,1,1,NA,4,2017,2,0.4046944556859571,acres,Cassava,11,2018,8,2019,first,MOYO,METU,PAMUJO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca9d71d07ac40a6ae7eeec1b9cd08b5,1,0.27,NA,4,2019,1,0.10926750303520842,acres,Maize,7,2019,8,2019,second,MOYO,METU,PAMUJO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca9d71d07ac40a6ae7eeec1b9cd08b5,1,0.25,NA,5,2019,2,0.10117361392148928,acres,Maize,8,2019,11,2019,second,MOYO,METU,PAMUJO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dca9d71d07ac40a6ae7eeec1b9cd08b5,2,0.65,NA,4,2017,2,0.2630513961958721,acres,Cassava,11,2018,1,2020,second,MOYO,METU,PAMUJO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,1,1,NA,7,2017,1,0.4046944556859571,acres,Sugarcane,11,2018,11,2018,first,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,1,0.5,NA,1,2016,2,0.20234722784297857,acres,Banana food,7,2018,12,2018,first,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,2,1,50,8,2018,2,0.4046944556859571,acres,Maize,1,2019,1,2019,first,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,2,1,50,8,2018,2,0.4046944556859571,acres,Beans,10,2018,10,2018,first,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,1,1,NA,11,2018,1,0.4046944556859571,acres,Sugarcane,NA,NA,NA,NA,second,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,1,1,40,3,2019,2,0.4046944556859571,acres,Maize,6,2019,6,2019,second,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,1,1,60,3,2019,2,0.4046944556859571,acres,Beans,5,2019,5,2019,second,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcab0e4bf2784240bdff1d0e5b222a99,2,0.75,50,1,2016,2,0.3035208417644678,acres,Banana food,1,2019,6,2019,second,MUKONO,NAMA,KATOOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,1,0.26,NA,5,2018,1,0.10522055847834884,acres,Banana food,NA,NA,NA,NA,first,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,2,1,70,8,2018,1,0.4046944556859571,acres,Beans,10,2018,11,2018,first,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,2,1,30,8,2018,1,0.4046944556859571,acres,Cassava,NA,NA,NA,NA,first,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,3,0.5,NA,8,2018,1,0.20234722784297857,acres,Maize,11,2018,11,2018,first,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,1,0.26,NA,5,2018,1,0.10522055847834884,acres,Banana food,NA,NA,NA,NA,second,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,2,1,70,3,2019,1,0.4046944556859571,acres,Beans,5,2019,6,2019,second,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,2,1,30,8,2018,1,0.4046944556859571,acres,Cassava,NA,NA,NA,NA,second,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb504c259974805bec32ad825cbc826,3,0.5,NA,3,2019,1,0.20234722784297857,acres,Maize,5,2018,6,2019,second,KAGADI,BWIKARA,KISUURA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcb53f21e8cc466198e997d2fb5467c7,1,1,NA,6,2019,3,0.4046944556859571,acres,Sweet potatoes,NA,NA,NA,NA,second,SOROTI,KATINE,OJOM,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dcd95ba0e9b64beb88152cb57697b4f2,1,2,NA,4,2019,1,0.8093889113719142,acres,Sorghum,10,2019,10,2019,second,KOTIDO,NORTHERN DIVISON,KOTYANG,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dce434f8e3f24027b9d4f90e3fd148ec,1,1,NA,5,2019,1,0.4046944556859571,acres,Sorghum,11,2019,11,2019,second,KAABONG,KAABONG WEST,LOBONGIA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd10ba0dc99341458a25c7b81a5b01ef,1,0.4,NA,3,2018,1,0.16187778227438285,acres,Cassava,1,2019,5,2019,first,BUYENDE,BUYENDE,NDOLWA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd10ba0dc99341458a25c7b81a5b01ef,2,0.2,50,8,2018,1,0.08093889113719142,acres,Maize,NA,NA,NA,NA,first,BUYENDE,BUYENDE,NDOLWA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd10ba0dc99341458a25c7b81a5b01ef,2,0.2,50,8,2018,1,0.08093889113719142,acres,Beans,NA,NA,NA,NA,first,BUYENDE,BUYENDE,NDOLWA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd10ba0dc99341458a25c7b81a5b01ef,3,0.4,NA,11,2018,1,0.16187778227438285,acres,Sweet potatoes,NA,NA,NA,NA,first,BUYENDE,BUYENDE,NDOLWA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,1,0.75,NA,3,2018,1,0.3035208417644678,acres,Cassava,5,2019,6,2019,first,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,2,0.25,NA,8,2018,1,0.10117361392148928,acres,Simsim,11,2018,11,2018,first,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,3,0.25,NA,6,2018,1,0.10117361392148928,acres,Sorghum,11,2018,12,2018,first,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,1,0.25,NA,8,2018,2,0.10117361392148928,acres,Sweet potatoes,11,2018,2,2019,first,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,1,0.75,NA,3,2018,1,0.3035208417644678,acres,Cassava,3,2018,12,2019,second,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,1,0.3,65,3,2019,2,0.12140833670578711,acres,Maize,6,2019,7,2019,second,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,1,0.3,35,3,2019,2,0.12140833670578711,acres,Cassava,NA,NA,NA,NA,second,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd206ad22331496e9914bfe69dc07517,2,0.26,NA,3,2019,2,0.10522055847834884,acres,Tobacco,6,2019,7,2019,second,YUMBE,LODONGA,DRIWALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,1,0.75,NA,8,2014,1,0.3035208417644678,acres,Banana food,7,2018,12,2018,first,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,2,0.25,20,8,2018,1,0.10117361392148928,acres,Maize,11,2018,12,2018,first,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,2,0.25,80,8,2018,1,0.10117361392148928,acres,Beans,10,2018,11,2018,first,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,4,0.08,NA,8,2018,1,0.03237555645487657,acres,Irish potatoes,12,2018,12,2018,first,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,5,0.12,NA,9,2018,1,0.04856333468231485,acres,Groundnuts,12,2018,12,2018,first,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,1,0.75,NA,8,2014,1,0.3035208417644678,acres,Banana food,1,2019,6,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,2,0.25,30,4,2019,1,0.10117361392148928,acres,Cassava,2,2020,2,2020,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,2,0.25,20,4,2019,1,0.10117361392148928,acres,Maize,7,2019,8,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,2,0.25,50,4,2019,1,0.10117361392148928,acres,Beans,6,2019,7,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,3,0.12,NA,4,2019,1,0.04856333468231485,acres,Irish potatoes,7,2019,7,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,4,0.12,NA,4,2019,1,0.04856333468231485,acres,Finger millet,7,2019,7,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,5,0.12,NA,4,2019,1,0.04856333468231485,acres,Groundnuts,NA,NA,NA,NA,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd210f05b7b04d1cbc14aa235d69410f,6,0.25,NA,4,2019,1,0.10117361392148928,acres,Sweet potatoes,6,2019,8,2019,second,KIKUUBE,KYANGWALI,KYANGWALI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,1.5,30,3,2018,1,0.6070416835289356,acres,Cassava,NA,NA,NA,NA,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,1.5,70,2,2012,1,0.6070416835289356,acres,Banana food,7,2018,12,2018,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,2,1.5,60,1,2009,1,0.6070416835289356,acres,Coffee all,9,2018,10,2019,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,2,1.5,40,1,2015,1,0.6070416835289356,acres,Vanilla,NA,NA,NA,NA,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,3,1,20,8,2018,1,0.4046944556859571,acres,Maize,11,2018,11,2018,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,3,1,80,8,2018,1,0.4046944556859571,acres,Beans,11,2018,11,2018,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,2,40,8,2018,2,0.8093889113719142,acres,Maize,11,2018,12,2018,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,2,60,8,2018,2,0.8093889113719142,acres,Beans,11,2018,12,2018,first,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,1.5,70,2,2012,1,0.6070416835289356,acres,Banana food,1,2019,6,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,1.5,30,3,2018,1,0.6070416835289356,acres,Cassava,4,2019,12,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,2,1.5,40,1,2015,1,0.6070416835289356,acres,Vanilla,NA,NA,NA,NA,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,2,1.5,60,11,2009,1,0.6070416835289356,acres,Coffee all,NA,NA,NA,NA,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,3,1,30,3,2019,1,0.4046944556859571,acres,Maize,6,2019,6,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,3,1,70,3,2019,1,0.4046944556859571,acres,Beans,6,2019,6,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,2,40,3,2019,2,0.8093889113719142,acres,Maize,6,2019,7,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd3480cc81654f49a0ce00b49c030744,1,2,60,3,2019,2,0.8093889113719142,acres,Beans,6,2019,7,2019,second,KASESE,LAKE KATWE,KAHOKYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd40bff42e514379bacfc29d41cead69,1,2.64,NA,3,2018,2,1.0683933630109268,acres,Cassava,10,2019,11,2019,first,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd40bff42e514379bacfc29d41cead69,1,1.02,NA,7,2018,3,0.41278834479967624,acres,Simsim,NA,NA,NA,NA,first,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd40bff42e514379bacfc29d41cead69,1,2,NA,3,2018,2,0.8093889113719142,acres,Cassava,NA,NA,NA,NA,second,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd40bff42e514379bacfc29d41cead69,2,0.64,NA,5,2019,2,0.25900445163901253,acres,Field peas,7,2019,7,2019,second,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd40bff42e514379bacfc29d41cead69,1,1.02,NA,4,2019,3,0.41278834479967624,acres,Cassava,NA,NA,NA,NA,second,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.25,NA,1,1998,1,0.10117361392148928,acres,Banana food,7,2018,12,2018,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,3,0.25,NA,8,2018,1,0.10117361392148928,acres,Cassava,9,2019,12,2019,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.75,NA,2,2006,2,0.3035208417644678,acres,Banana food,7,2018,12,2018,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,2,0.25,40,8,2018,2,0.10117361392148928,acres,Beans,11,2018,11,2018,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,2,0.25,60,8,2018,2,0.10117361392148928,acres,Cassava,9,2018,12,2019,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.63,NA,2,2015,3,0.254957507082153,acres,Tea,7,2018,12,2018,first,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.25,NA,1,9998,1,0.10117361392148928,acres,Banana food,2,2019,6,2019,second,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,3,0.25,NA,3,2019,1,0.10117361392148928,acres,Beans,6,2019,6,2019,second,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.75,30,3,2019,2,0.3035208417644678,acres,Beans,5,2019,5,2019,second,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.75,70,2,9998,2,0.3035208417644678,acres,Banana food,1,2019,6,2019,second,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd53075b6ab148ebb04036c88635d714,1,0.63,NA,2,9998,3,0.254957507082153,acres,Tea,1,2019,6,2019,second,BUHWEJU,NYAKISHANA,RUKONDO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd8f707bc0404ad78d72886434c69cd1,1,0.31,NA,8,9998,1,0.12545528126264668,acres,Banana food,7,2018,12,2018,first,MBARARA,BUBAARE,MUGARUSTYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd8f707bc0404ad78d72886434c69cd1,1,0.75,40,8,2018,2,0.3035208417644678,acres,Beans,11,2018,12,2018,first,MBARARA,BUBAARE,MUGARUSTYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd8f707bc0404ad78d72886434c69cd1,1,0.75,60,8,9998,2,0.3035208417644678,acres,Banana food,7,2018,12,2018,first,MBARARA,BUBAARE,MUGARUSTYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd8f707bc0404ad78d72886434c69cd1,1,0.31,NA,1,9998,1,0.12545528126264668,acres,Banana food,1,2019,6,2019,second,MBARARA,BUBAARE,MUGARUSTYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
dd8f707bc0404ad78d72886434c69cd1,1,0.75,NA,1,9998,2,0.3035208417644678,acres,Banana food,1,2019,6,2019,second,MBARARA,BUBAARE,MUGARUSTYA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
ddb6d6a53c1f415eb12537da1221e4cb,1,0.5,NA,7,2018,1,0.20234722784297857,acres,Beans,9,2018,10,2018,first,MANAFWA,SISUNI,KIBUKWA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
