hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,crop,plot_area_reported_ha,localUnit_area,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,dataset_doi,country
1020401,1,0.699999988079071,60,3,2013,Beans,0.2832861141558361,acres,5,2013,6,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,1,0.699999988079071,60,3,2013,Beans,0.2832861141558361,acres,6,2013,6,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,1,0.699999988079071,40,3,2013,Maize,0.2832861141558361,acres,7,2013,7,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,1,0.699999988079071,40,3,2013,Maize,0.2832861141558361,acres,6,2013,7,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,2,0.5,100,3,2013,Groundnuts,0.20234722784297854,acres,6,2013,7,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,3,0.300000011920929,100,2,2013,Sweet Potatoes,0.121408341530121,acres,6,2013,7,2013,first,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,1,0.5,50,8,2013,Maize,0.20234722784297854,acres,12,2013,1,2014,second,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,1,0.5,50,8,2013,Beans,0.20234722784297854,acres,11,2013,12,2013,second,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,2,0.300000011920929,NA,10,2013,Cassava,0.121408341530121,acres,NA,NA,NA,NA,second,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,3,0.400000005960464,NA,8,2013,Groundnuts,0.16187778468654956,acres,11,2013,12,2013,second,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1020401,4,0.300000011920929,NA,9,2013,Sweet Potatoes,0.121408341530121,acres,12,2013,1,2014,second,Central,Ssembabule,Mateete,Nakagongo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1040401,1,0.125,100,2,2013,Sweet Potatoes,0.050586806960744635,acres,6,2013,7,2013,first,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1040401,2,0.125,100,3,2013,Cassava,0.050586806960744635,acres,NA,NA,NA,NA,first,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,30,4,2013,Banana Food,0.10117361392148927,acres,NA,NA,NA,NA,first,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,50,2,2012,Cassava,0.10117361392148927,acres,1,2013,6,2013,first,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,20,2,2012,Yam,0.10117361392148927,acres,1,2013,6,2013,first,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,20,2,2012,Yam,0.10117361392148927,acres,NA,NA,NA,NA,second,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,50,1,2013,Cassava,0.10117361392148927,acres,NA,NA,NA,NA,second,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
1100401,1,0.25,30,4,2013,Banana Food,0.10117361392148927,acres,NA,NA,NA,NA,second,Central,Kalangala,Mazinga,Butulume,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21100401,1,1,70,2,2013,Beans,0.4046944556859571,acres,4,2013,5,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21100401,1,1,30,2,2013,Cassava,0.4046944556859571,acres,NA,NA,NA,NA,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21100401,2,1,100,2,2013,Sweet Potatoes,0.4046944556859571,acres,6,2013,8,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,1,0.75,70,1,2000,Banana Sweet,0.3035208417644678,acres,1,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,1,0.75,30,1,2000,Avocado,0.3035208417644678,acres,1,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,2,0.5,100,2,2012,Cassava,0.20234722784297854,acres,5,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,3,0.5,100,1,2000,Sugarcane,0.20234722784297854,acres,5,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,4,0.25,100,7,2012,Yam,0.10117361392148927,acres,1,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,5,1,100,2,2013,Groundnuts,0.4046944556859571,acres,6,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
21130401,6,1,100,3,2013,Beans,0.4046944556859571,acres,5,2013,6,2013,first,Central,Kampala,Nakawa Division,Bukoto I,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
23100401,1,0.5,100,3,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,first,Central,Kampala,Nakawa Division,Kyanja,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
23100401,2,0.5,100,3,2013,Beans,0.20234722784297854,acres,6,2013,6,2013,first,Central,Kampala,Nakawa Division,Kyanja,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
23100401,3,0.25,100,2,2013,Banana Food,0.10117361392148927,acres,NA,NA,NA,NA,first,Central,Kampala,Nakawa Division,Kyanja,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
23100401,1,0.5,NA,3,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,second,Central,Kampala,Nakawa Division,Kyanja,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
23100401,2,0.5,NA,2,2013,Banana Food,0.20234722784297854,acres,NA,NA,NA,NA,second,Central,Kampala,Nakawa Division,Kyanja,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
27110401,1,0.400000005960464,20,8,2000,Banana Food,0.16187778468654956,acres,2,2013,10,2013,first,Central,Kampala,Lubaga Division,Busega,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
27110401,1,0.400000005960464,80,3,2013,Maize,0.16187778468654956,acres,NA,NA,NA,NA,first,Central,Kampala,Lubaga Division,Busega,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,0.600000023841858,40,3,2013,Beans,0.242816683060242,acres,5,2013,6,2013,first,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,0.600000023841858,40,3,2013,Beans,0.242816683060242,acres,6,2013,7,2013,first,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,2,0.400000005960464,100,3,2013,Sweet Potatoes,0.16187778468654956,acres,6,2013,8,2013,first,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,NA,NA,NA,NA,Banana Food,NA,NA,2,2013,6,2013,first,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,NA,NA,NA,NA,Cassava,NA,NA,6,2013,7,2013,first,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,0.600000023841858,30,1,2013,Cassava,0.242816683060242,acres,NA,NA,NA,NA,second,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,0.600000023841858,50,8,2013,Beans,0.242816683060242,acres,12,2013,12,2013,second,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,0.600000023841858,50,8,2013,Beans,0.242816683060242,acres,10,2013,11,2013,second,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,2,0.400000005960464,NA,9,2013,Sweet Potatoes,0.16187778468654956,acres,12,2013,12,2013,second,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
34080401,1,NA,NA,NA,NA,Banana Food,NA,NA,8,2013,12,2013,second,Central,Wakiso,Kasanje,Ssazi,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,1,5,5,2013,Cassava,0.4046944556859571,acres,NA,NA,NA,NA,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,1,95,4,2013,Maize,0.4046944556859571,acres,8,2013,8,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,2,0.5,90,4,2013,Beans,0.20234722784297854,acres,6,2013,7,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,2,0.5,5,4,2013,Maize,0.20234722784297854,acres,5,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,2,0.5,5,5,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,6,0.125,100,3,2013,Sweet Potatoes,0.050586806960744635,acres,5,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,3,NA,NA,NA,NA,Banana Food,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,4,NA,NA,NA,NA,Banana Beer,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,5,NA,NA,NA,NA,Cassava,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,2,0.5,NA,8,2013,Maize,0.20234722784297854,acres,11,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,2,0.5,NA,8,2013,Maize,0.20234722784297854,acres,10,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,3,0.5,NA,8,2013,Beans,0.20234722784297854,acres,10,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,3,0.5,NA,8,2013,Beans,0.20234722784297854,acres,10,2013,11,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,4,0.125,NA,10,2013,Sweet Potatoes,0.050586806960744635,acres,12,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,NA,NA,NA,NA,Coffee (Robusta),NA,NA,10,2013,10,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,NA,NA,NA,NA,Banana Food,NA,NA,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,NA,NA,NA,NA,Coffee (Robusta),NA,NA,10,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,1,NA,NA,NA,NA,Banana Food,NA,NA,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,5,NA,NA,NA,NA,Banana Beer,NA,NA,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36010401,6,NA,NA,NA,NA,Cassava,NA,NA,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,2,1.5,50,4,2013,Maize,0.6070416835289356,acres,7,2013,7,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,2,1.5,50,4,2013,Maize,0.6070416835289356,acres,7,2013,7,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,2,1.5,50,4,2013,Beans,0.6070416835289356,acres,6,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,2,1.5,50,4,2013,Beans,0.6070416835289356,acres,6,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,5,0.5,100,4,2013,Beans,0.20234722784297854,acres,7,2013,7,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,6,1,100,4,2013,Maize,0.4046944556859571,acres,8,2013,8,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Banana Food,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Banana Food,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Banana Food,NA,NA,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,0.75,30,8,2013,Beans,0.3035208417644678,acres,11,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,3,0.75,50,8,2013,Groundnuts,0.3035208417644678,acres,12,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,3,0.75,50,8,2013,Maize,0.3035208417644678,acres,12,2013,1,2014,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,3,0.75,50,8,2013,Maize,0.3035208417644678,acres,11,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,4,1,NA,9,2013,Beans,0.4046944556859571,acres,12,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,4,1,NA,9,2013,Beans,0.4046944556859571,acres,11,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,5,1,NA,9,2013,Maize,0.4046944556859571,acres,12,2013,1,2014,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,5,1,NA,9,2013,Maize,0.4046944556859571,acres,12,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Banana Food,NA,NA,8,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Banana Food,NA,NA,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,1,NA,NA,NA,NA,Coffee (Robusta),NA,NA,10,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36020404,2,NA,NA,NA,NA,Cassava,NA,NA,10,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,1,0.5,40,1,2011,coffee,0.20234722784297854,acres,NA,NA,NA,NA,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,1,0.5,60,1,2003,Banana Food,0.20234722784297854,acres,1,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,2,0.75,40,3,2013,Cassava,0.3035208417644678,acres,NA,NA,NA,NA,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,2,0.75,60,3,2013,Beans,0.3035208417644678,acres,5,2013,5,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,2,0.75,60,3,2013,Beans,0.3035208417644678,acres,6,2013,6,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,0.5,100,3,2013,Maize,0.20234722784297854,acres,7,2013,8,2013,first,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,1,0.5,20,1,2010,Coffee (Robusta),0.20234722784297854,acres,NA,NA,NA,NA,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,1,0.5,80,1,2003,Banana Food,0.20234722784297854,acres,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,1,0.5,80,1,2003,Banana Food,0.20234722784297854,acres,7,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,0.5,30,8,2013,Beans,0.20234722784297854,acres,11,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,0.5,30,8,2013,Beans,0.20234722784297854,acres,11,2013,11,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,0.5,30,9,2013,Maize,0.20234722784297854,acres,12,2013,12,2013,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,0.5,30,9,2013,Maize,0.20234722784297854,acres,12,2013,1,2014,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,4,0.200000002980232,NA,12,2013,Sweet Potatoes,0.08093889234327478,acres,NA,NA,NA,NA,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36030405,3,NA,NA,NA,NA,Cassava,NA,NA,12,2013,1,2014,second,Central,Kiboga,Kiboga Town Council,Buzibweera Ward,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36040404,1,1,70,4,2013,Beans,0.4046944556859571,acres,7,2013,7,2013,first,Central,Kiboga,Lwamata,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
36040404,1,1,70,4,2013,Beans,0.4046944556859571,acres,6,2013,6,2013,first,Central,Kiboga,Lwamata,Kasejjere,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
