country,year,varName_harmonized,varName_source,varLabel_source,pctMissing_harmonized,pctMissing_source,comment,dataset_name,dataset_doi
Ethiopia,2013-14,hhID,household_id2,Unique HH ID in wave 2,0,0,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,fieldID,parcel_id,Parcel ID,0,0,"not based on fieldID, but on parcelID",ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,plotID,field_id,Field ID,0,0,"plot_ID may not be unique, based on fieldID",ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,crop,"pp_s4q01_a, ph_s9q0d",Crop Name,0.9016633573125874,0,crop_name and crop_id don't match,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,crop_area_share,pp_s4q03,"Approximately, how much of the [Field] was planted with [Crop]?",59.92968978874386,59.54415954415955,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,planting_month,pp_s4q12_a,When did you plant the seeds for the [Crop] on this [Field]? (Month),27.86042121024706,27.699011228422993,The value 13 describes the 13th month of the Ethiopian calendar Pagume (6th September - 10th September/ 11th Sepember in leap years),ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,planting_year,pp_s4q12_b,When did you plant the seeds for the [Crop] on this [Field]? (EC Year),27.88646202923082,27.725825372884195,year 2204 included,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_month_begin,ph_s9q07_a,What were the months when the harvest started ?,12.981348263402884,11.43141153081511,The value 13 describes the 13th month of the Ethiopian calendar Pagume (6th September - 10th September/ 11th Sepember in leap years),ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_month_end,ph_s9q07_b,What were the months when the harvest ended?,13.121317665440579,11.573889993373095,"The value 13 describes the 13th month of the Ethiopian calendar Pagume (6th September - 10th September/ 11th Sepember in leap years), some months are 0",ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,adm1,region,Region Name,0.26691839458350963,0,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,adm2,zonename,Zone Name,15.640766902119072,28.031166856708477,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,adm3,woredaname,Woreda Name,24.465349435239737,43.48156594450779,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,lat,lat_dd_mod,lat_dd_mod,0,0.11348590883298658,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,lon,lon_dd_mod,lon_dd_mod,0,0.11348590883298658,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,GPS_level,NA,NA,0,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,plot_area_reported_localUnit,pp_s3q02_a,What is the area of [Field]? (Area),1.995377754630383,0.3559899840106193,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,localUnit_area,pp_s3q02_c,What is the area of [Field]? (Unit),2.005143061749292,0.3559899840106193,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,plot_area_measured_ha,pp_s3q05_a,Area of [Field] (Square Meters),5.315582175059406,6.199656077473074,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,plot_area_reported_ha,NA,NA,43.05523908726929,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,season,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_month,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_year,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_year_begin,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,harvest_year_end,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,adm4,NA,NA,100,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,dataset_name,NA,NA,0,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,country,NA,NA,0,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
Ethiopia,2013-14,dataset_doi,NA,NA,0,NA,NA,ETH_2013_ESS_v03_M,https://doi.org/10.48529/mccp-y123
