case_id,HHID,crop_code,ag_o01,ag_o02a,ag_o02b,ag_o02c,ag_o03,ag_o05a,ag_o05b,ag_o06a,ag_o06b,ag_o07a,ag_o07b,ag_o08,ag_o09,ag_o09_oth,ag_o10,ag_o31a,ag_o31b,ag_o31b_oth,ag_o31c,ag_o32a,ag_o32b,ag_o32b_oth,ag_o32c,ag_o33a,ag_o33b,ag_o33b_oth,ag_o33c,ag_o34a,ag_o34b,ag_o34b_oth,ag_o34c,ag_o35a,ag_o35b,ag_o35b_oth,ag_o35c,ag_o36a,ag_o36b,ag_o36b_oth,ag_o36c,ag_o36d,ag_o37a,ag_o37b,ag_o37_oth,ag_o38,ag_o39,ag_o39_oth,ag_o40a,ag_o40b,ag_o40b_oth,ag_o40c,ag_o41a,ag_o41b,ag_o41_oth,ag_o42a,ag_o42b,ag_o42_oth
303025340165,005061e197a949a599ddf701880f2f99,MAIZE HYBRID RECYCLED,YES,5,50 KG BAG,U: UNSHELLED,15000,5,,1,2,SEPTEMBER,2019,5,Buyer picked up the crop,,0,1,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
207053960007,005578fb551042d89938f618ffadd412,RICE LOCAL,YES,25,KILOGRAM,S: SHELLED,2500,5,,2,,MAY,2018,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,KILOGRAM,,S: SHELLED,,2,,,NO,,,,,,,,,,Food for household,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,OTHER (SPECIFY),YES,5,50 KG BAG,NOT APPLICABLE,10000,6,,1,2,JULY,2019,12,Bicycle Taxi,,12000,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,5,50 KG BAG,,NOT APPLICABLE,0,,,,.5,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,CABBAGE,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,NKHWANI,YES,4,50 KG BAG,NOT APPLICABLE,7000,6,,1,2,JULY,2019,12,Bicycle Taxi,,12000,.5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,4,50 KG BAG,,NOT APPLICABLE,0,,,,.5,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
313027590157,008cf8f470064bb2901827f91e0639b2,SUGAR CANE,YES,200,PIECE,NOT APPLICABLE,38000,8,,1,2,OCTOBER,2018,5,On Foot,,0,100,PIECE,,NOT APPLICABLE,200,PIECE,,NOT APPLICABLE,0,,,,0,,,,0,,,,150,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,Food for household,,
313027590157,008cf8f470064bb2901827f91e0639b2,TANAPOSI,YES,4,50 KG BAG,NOT APPLICABLE,12000,8,,1,,SEPTEMBER,2018,5,On Foot,,0,.5,50 KG BAG,,NOT APPLICABLE,.5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,,
207074000294,009fd63d7ca544fa86e07f95781eb567,BEANS,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,1,KILOGRAM,,S: SHELLED,,3,,,NO,,,,,,,,,,Seed for planting,Food for household,
207023880317,00d91bf747164e848958d711bcca04fe,IRISH [MALAWI] POTATO,YES,11,PAIL (LARGE),NOT APPLICABLE,55000,8,,2,,JUNE,2019,2,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
206043580122,011aff388e5f4efcbc0b80238ca697cd,MAIZE HYBRID,YES,2,50 KG BAG,S: SHELLED,12000,8,,1,,MAY,2019,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,15,,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
206043580122,011aff388e5f4efcbc0b80238ca697cd,IRISH [MALAWI] POTATO,YES,5,PAIL (LARGE),NOT APPLICABLE,18000,8,,1,,JUNE,2019,2,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,,,,NO,,,,,,,,,,To sell at a higher price,,
101011010055,018388a980ac4a1e95269d79f85b0e7c,TOMATO,YES,19,PAIL (LARGE),NOT APPLICABLE,150000,3,,1,2,NOVEMBER,2018,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,Seed for planting,
101011010055,018388a980ac4a1e95269d79f85b0e7c,MAIZE HYBRID,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,5,,,NO,,,,,,,,,,Food for household,Seed for planting,
308076630094,018c49cda7fc485cab1f0e44ac25f55a,MAIZE HYBRID,YES,5,50 KG BAG,S: SHELLED,50000,5,,1,2,DECEMBER,2018,2,Own Bicycle or Oxcart,,0,95,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
308076630094,018c49cda7fc485cab1f0e44ac25f55a,NKHWANI,YES,2,50 KG BAG,S: SHELLED,5000,6,,1,2,OCTOBER,2018,8,Buyer picked up the crop,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,20,,,,NO,,,,,,,,,,Does not usually store,,
203042940075,018f4cec68af499ab64667a73e477b22,MAIZE HYBRID,YES,4,50 KG BAG,S: SHELLED,24000,2,,1,,DECEMBER,2018,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
307106340185,019472c1810248beba0945f052993af5,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Wait for the arrival of buyer,,
311057190007,01a818ecd6ad427d97d9439342d6c6c9,NKHWANI,NO,,,,,,,,,,,,,,,40,BUNCH,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,NO,,,,,,,,,,Food for household,,
311057190007,01a818ecd6ad427d97d9439342d6c6c9,MAIZE HYBRID,NO,,,,,,,,,,,,,,,2,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,5,,,Food for household,,
206033560060,01b3ce70d0f645fbb9fc54e4e8c656a4,MAIZE HYBRID,NO,,,,,,,,,,,,,,,2,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,Seed for planting,
309066830105,01bc84c07fd948e8bc4f1f6e3ea83def,SWEET POTATO,YES,3,OTHER (SPECIFY),NOT APPLICABLE,16500,4,,1,,SEPTEMBER,2018,1,Buyer picked up the crop,,0,3,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
103101630172,01e454ab9e88479db27bfce7d848392e,TOMATO,YES,6,OTHER (SPECIFY),NOT APPLICABLE,80000,4,,1,2,AUGUST,2018,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,50,PIECE,,U: UNSHELLED,,1,,,NO,,,,,,,,,,To sell at a higher price,,
307086300102,020871d760c749caaccc159ab8a5259d,TANAPOSI,YES,4,PAIL (LARGE),NOT APPLICABLE,10000,8,,1,2,AUGUST,2018,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
102051420275,02426348aa3647b58d35cf69bb354532,RICE PUSA,YES,7,50 KG BAG,S: SHELLED,210000,8,,1,2,NOVEMBER,2018,2,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
102051420275,02426348aa3647b58d35cf69bb354532,OTHER RICE (SPECIFY),YES,3,50 KG BAG,S: SHELLED,90000,8,,1,2,NOVEMBER,2018,2,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
308016440192,02552be8825147f7a1b482a33462585f,MAIZE LOCAL,NO,,,,,,,,,,,,,,,4,50 KG BAG,,S: SHELLED,4,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,,1,,,NO,,,,,,,,,,Food for household,Seed for planting,
202022670024,02587b0906ef4737b1d5c9e1c10d4940,BEANS,YES,40,KILOGRAM,S: SHELLED,34000,3,,1,2,JANUARY,2019,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
208014110022,02a7ecde52b348b6be1efc6c4d2c1064,IRISH [MALAWI] POTATO,YES,50,KILOGRAM,NOT APPLICABLE,18000,4,,2,,AUGUST,2018,1,On Foot,,0,20,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,40,KILOGRAM,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,To sell at a higher price,Seed for planting,
202022670046,02c2ce6ec4574fba891a5ccb9f9667fc,BEANS,YES,3,50 KG BAG,S: SHELLED,75000,2,,1,2,DECEMBER,2018,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,,2,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
206063650119,02e559e13d5644a3874d52c9027c7d60,TANAPOSI,NO,,,,,,,,,,,,,,,3,OTHER (SPECIFY),big weaved baskets,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
206063650119,02e559e13d5644a3874d52c9027c7d60,TOMATO,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
308036510107,0326678d98ee4cc1898a272d53c5ffaf,PEA,NO,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,NO,,,,,,,,,,Food for household,,
201232570122,03633e60f3c94c93a9875bc065d5a43e,IRISH [MALAWI] POTATO,YES,4,PAIL (LARGE),NOT APPLICABLE,12000,3,,1,,AUGUST,2019,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
201232570122,03633e60f3c94c93a9875bc065d5a43e,MAIZE HYBRID,YES,9,50 KG BAG,NOT APPLICABLE,60000,3,,1,,JUNE,2019,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
201232570122,03633e60f3c94c93a9875bc065d5a43e,TOMATO,YES,13,PAIL (LARGE),NOT APPLICABLE,80000,3,,1,,MAY,2019,8,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,MAIZE LOCAL,NO,,,,,,,,,,,,,,,6,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,6,,,,NO,,,,,,,,,,Food for household,,
209034340048,03c4a40a7abc42d28dacb8e44bdf3a2a,IRISH [MALAWI] POTATO,YES,24,PAIL (LARGE),NOT APPLICABLE,45000,9,,1,2,SEPTEMBER,2019,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,4,PAIL (LARGE),,NOT APPLICABLE,1,PAIL (LARGE),,NOT APPLICABLE,,1,,,YES,Heaped in house,,3,PAIL (LARGE),,NOT APPLICABLE,5,,,Seed for planting,,
209034340048,03c4a40a7abc42d28dacb8e44bdf3a2a,TANAPOSI,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Does not usually store,,
209034340048,03c4a40a7abc42d28dacb8e44bdf3a2a,NKHWANI,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,,
304035630102,03e1ccae17f3465fba5413877960c310,SWEET POTATO,YES,2,50 KG BAG,NOT APPLICABLE,10000,3,,1,2,DECEMBER,2019,4,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
304035630102,03e1ccae17f3465fba5413877960c310,TANAPOSI,YES,2,PAIL (LARGE),NOT APPLICABLE,900,3,,1,2,OCTOBER,2019,2,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
304035630102,03e1ccae17f3465fba5413877960c310,TOMATO,YES,3,PAIL (LARGE),NOT APPLICABLE,2100,3,,1,2,DECEMBER,2019,3,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
205053360136,03eddf867dc44d299b0b3a0744548b4b,SWEET POTATO,YES,3,50 KG BAG,NOT APPLICABLE,15000,2,,1,2,SEPTEMBER,2018,1,On Foot,,0,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
303025330307,03f67f44b04748d9be2effc33a5e4281,TOMATO,YES,3,PAIL (LARGE),NOT APPLICABLE,30000,2,,1,,SEPTEMBER,2018,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,Food for household,To sell at a higher price,
103081600041,043f678ac5794a6f8f92497fd2f81cbd,NKHWANI,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
103081600041,043f678ac5794a6f8f92497fd2f81cbd,MAIZE HYBRID,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,Seed for planting,
102021290184,047652cfcb5f47bdb610528f61dd70d4,MAIZE LOCAL,NO,,,,,,,,,,,,,,,4,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,0,,,,1,,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
102021290184,047652cfcb5f47bdb610528f61dd70d4,BEANS,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,Seed for planting,
311087260016,0477f64669ab49d48cc78e92294b82bb,SWEET POTATO,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,KILOGRAM,,NOT APPLICABLE,,3,,,NO,,,,,,,,,,Food for household,Does not usually store,
311087260016,0477f64669ab49d48cc78e92294b82bb,MAIZE HYBRID,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,KILOGRAM,,S: SHELLED,2,KILOGRAM,,S: SHELLED,,3,,,YES,Bags in house,,75,KILOGRAM,,S: SHELLED,5,,,Food for household,Seed for planting,
308056550053,04a8e8f755dd47f0bd7a1b6d589a8212,OTHER (SPECIFY),YES,14,50 KG BAG,U: UNSHELLED,28000,4,,1,2,JULY,2019,5,Own Bicycle or Oxcart,,0,1,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,Seed for planting,
203042940073,04b78611951d4b26b1eb3aa949e28921,IRISH [MALAWI] POTATO,YES,3,50 KG BAG,NOT APPLICABLE,35000,3,,1,2,OCTOBER,2018,2,On Foot,,0,1,50 KG BAG,,NOT APPLICABLE,.5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,.5,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
103031530008,04b81da74661404991cbe3a13fce2890,TOMATO,NO,,,,,,,,,,,,,,,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
103031530008,04b81da74661404991cbe3a13fce2890,TANAPOSI,YES,5,PAIL (LARGE),NOT APPLICABLE,6500,4,,1,2,JULY,2019,5,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,Does not usually store,
201152490118,04c2601217eb4d00a9d280cf3172fa15,MAIZE LOCAL,NO,,,,,,,,,,,,,,,2,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,,5,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
309056790165,04c3bda4cc394019ad34aba3fad90602,MAIZE LOCAL,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,NO,,,,,,,,,,Does not usually store,,
309056790165,04c3bda4cc394019ad34aba3fad90602,NKHWANI,YES,2,PAIL (LARGE),NOT APPLICABLE,1000,3,,1,,APRIL,2019,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
206123740080,04c51e48461447d3856c8347ce07e0ae,NKHWANI,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
206123740080,04c51e48461447d3856c8347ce07e0ae,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
307056240147,04d3645961f94db78bf7e65245832b1f,BEANS,YES,15,KILOGRAM,S: SHELLED,8000,5,,1,,AUGUST,2018,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
311057190104,05155a5f72944b468dd8dd4eaf6921ea,MAIZE HYBRID,NO,,,,,,,,,,,,,,,4,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,YES,Heaped in house,,8,50 KG BAG,,S: SHELLED,5,,,Food for household,,
311057190104,05155a5f72944b468dd8dd4eaf6921ea,PEA,NO,,,,,,,,,,,,,,,20,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
313017560030,05228a9c87024b9c8d6e1529de80483f,MAIZE HYBRID RECYCLED,YES,1,50 KG BAG,S: SHELLED,4500,4,,1,2,OCTOBER,2018,1,Buyer picked up the crop,,0,6,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Does not usually store,,
209094430247,0525788e042c46fdb271874620eccec1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Does not usually store,,
314397920058,05394f69bcc5474bb516c8dd75948782,NKHWANI,NO,,,,,,,,,,,,,,,.5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Does not usually store,,
314397920058,05394f69bcc5474bb516c8dd75948782,MAIZE LOCAL,NO,,,,,,,,,,,,,,,1,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
202062740428,05663c5cc5c44c769182e787c00935a0,TANAPOSI,YES,150,KILOGRAM,NOT APPLICABLE,50000,2,,1,,JULY,2018,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,To sell at a higher price,,
208014100136,057ec8b29d774e57a569a70ff0de2b3c,IRISH [MALAWI] POTATO,YES,5,50 KG BAG,NOT APPLICABLE,30000,5,,1,2,OCTOBER,2018,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,3,50 KG BAG,,NOT APPLICABLE,0,,,,2,,,,NO,,,,,,,,,,Wait for the arrival of buyer,Food for household,
207033920033,05c034395da644bba56a387508afb6c0,TANAPOSI,YES,5,PAIL (LARGE),NOT APPLICABLE,7500,3,,1,,JUNE,2018,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Does not usually store,,
207033920033,05c034395da644bba56a387508afb6c0,MAIZE HYBRID,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,,1,,,NO,,,,,,,,,,Does not usually store,,
103121660007,063e73be877e44fda283b36cafeafa51,BEANS,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,20,PAIL (LARGE),,S: SHELLED,1,PAIL (SMALL),,S: SHELLED,,3,,,YES,Bags in house,,2,PAIL (LARGE),,S: SHELLED,5,,,Food for household,Seed for planting,
305025800369,0693c353de3d47fb971f1338bb3d6732,TOMATO,YES,8,PAIL (SMALL),NOT APPLICABLE,8000,4,,1,2,SEPTEMBER,2019,8,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),5 LITRE BUCKET,NOT APPLICABLE,,1,3,,NO,,,,,,,,,,Does not usually store,,
305025800369,0693c353de3d47fb971f1338bb3d6732,MAIZE LOCAL,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,4,50 KG BAG,,U: UNSHELLED,,3,6,CATTLE,NO,,,,,,,,,,Food for household,,
305025800369,0693c353de3d47fb971f1338bb3d6732,SWEET POTATO,NO,,,,,,,,,,,,,,,.5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,.5,50 KG BAG,,NOT APPLICABLE,,5,3,,NO,,,,,,,,,,Does not usually store,,
202022670033,072890034f9e44c5882281bcb9f92061,MAIZE LOCAL,NO,,,,,,,,,,,,,,,1,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,Seed for planting,
209034320098,0747c723328a42648af3875aebe1fe91,BEANS,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Food for household,Seed for planting,
209034320098,0747c723328a42648af3875aebe1fe91,TOMATO,YES,2,PAIL (LARGE),NOT APPLICABLE,24000,11,12,1,2,NOVEMBER,2019,10,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,3,1,,NO,,,,,,,,,,Food for household,,
307106350065,07575c211add42af80ac0d4d0c484da2,SUGAR CANE,NO,,,,,,,,,,,,,,,1,BUNCH,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,NO,,,,,,,,,,Food for household,,
307106350065,07575c211add42af80ac0d4d0c484da2,TANAPOSI,YES,5,PAIL (LARGE),U: UNSHELLED,16000,2,,1,,AUGUST,2019,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,,,,NO,,,,,,,,,,Food for household,,
304065690028,0769845cecee40f3a9547612f61d743d,MAIZE HYBRID RECYCLED,YES,4,50 KG BAG,U: UNSHELLED,8000,8,,1,,DECEMBER,2019,1,Buyer picked up the crop,,0,.5,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
105021930145,0769d598816c45129d257a8e03f67341,TOMATO,YES,3,OTHER (SPECIFY),NOT APPLICABLE,12000,12,,1,,SEPTEMBER,2018,10,Buyer picked up the crop,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,3,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,To sell at a higher price,Food for household,
203042940031,0786ae92975546a6ba9badc418921d8f,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
205043340038,07a6deac46fa429d89c06281f16239de,TANAPOSI,YES,10,PAIL (LARGE),U: UNSHELLED,20000,2,,1,,AUGUST,2019,10,Buyer picked up the crop,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,1,,,,NO,,,,,,,,,,Does not usually store,,
209054370034,07eb45113d6f4988b5516ebff9135430,TANAPOSI,YES,1,OTHER (SPECIFY),NOT APPLICABLE,5000,3,,2,,OCTOBER,2018,6,Buyer picked up the crop,,0,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,2,,,,NO,,,,,,,,,,Food for household,Wait for the arrival of buyer,
313047720006,080260e598714d738bbdfc2d7bf6999a,TANAPOSI,YES,4,PAIL (LARGE),NOT APPLICABLE,10000,5,,2,,JUNE,2018,3,Own Bicycle or Oxcart,,1000,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,Food for household,To sell at a higher price,
313047720006,080260e598714d738bbdfc2d7bf6999a,MAIZE HYBRID,NO,,,,,,,,,,,,,,,15,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,U: UNSHELLED,,3,,,NO,,,,,,,,,,Food for household,,
313047720006,080260e598714d738bbdfc2d7bf6999a,BEANS,NO,,,,,,,,,,,,,,,5,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,5,,,,NO,,,,,,,,,,Food for household,,
310077030223,082f69688bb149468dfcff796737ec67,THERERE/OKRA,NO,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,Food for household,,
310077030223,082f69688bb149468dfcff796737ec67,NKHWANI,NO,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,2,1,,NO,,,,,,,,,,Does not usually store,,
310077030223,082f69688bb149468dfcff796737ec67,MAIZE LOCAL,NO,,,,,,,,,,,,,,,2,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,,1,,,NO,,,,,,,,,,Food for household,,
