case_id,HHID,PID,fs_c00,fs_c00f,fs_c01a,fs_c01b,fs_c01c,fs_c00f1,fs_c02a,fs_c02b,fs_c02c,fs_c00f2,fs_c03a,fs_c03b,fs_c03c,fs_c00f3,fs_c04a,fs_c04b,fs_c04c
103021520043,4a615fd4975e43baad72dbf120a5a3b4,1,YES,YES,5,2,6,NO,,,,NO,,,,NO,,,
103021520043,4a615fd4975e43baad72dbf120a5a3b4,4,NO,,,,,,,,,,,,,,,,
103021520043,4a615fd4975e43baad72dbf120a5a3b4,3,YES,YES,6,2,6,NO,,,,NO,,,,NO,,,
103021520121,ca477b192b344b6da709672368794576,2,NO,,,,,,,,,,,,,,,,
103021520121,ca477b192b344b6da709672368794576,1,YES,NO,,,,YES,12,5,9,NO,,,,YES,1,2,1
103031530002,59b73b407a99406483debac0d7bb5a17,5,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,4,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,6,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,3,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,7,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,1,NO,,,,,,,,,,,,,,,,
103031530002,59b73b407a99406483debac0d7bb5a17,2,YES,NO,,,,NO,,,,NO,,,,YES,12,3,4
103041540194,789e0c9e34634b5e994240f549bf2e57,1,YES,NO,,,,YES,1,3,4,NO,,,,NO,,,
103041540194,789e0c9e34634b5e994240f549bf2e57,2,YES,NO,,,,YES,1,2,2,YES,1,2,1,NO,,,
103041540194,789e0c9e34634b5e994240f549bf2e57,3,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,7,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,1,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,8,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,6,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,4,NO,,,,,,,,,,,,,,,,
103041550180,63d5301b943a433da5d50baa505766aa,2,YES,NO,,,,NO,,,,NO,,,,YES,16,4,9
103041550180,63d5301b943a433da5d50baa505766aa,5,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,3,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,9,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,8,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,6,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,1,YES,NO,,,,NO,,,,NO,,,,YES,9,2,12
103041550229,2bbd8db25e7240a2bbd5997d053dab37,10,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,7,NO,,,,,,,,,,,,,,,,
103041550229,2bbd8db25e7240a2bbd5997d053dab37,5,NO,,,,,,,,,,,,,,,,
103051560008,826f18cfb28f46b38a961caee38658c8,2,NO,,,,,,,,,,,,,,,,
103051560008,826f18cfb28f46b38a961caee38658c8,4,NO,,,,,,,,,,,,,,,,
103051560008,826f18cfb28f46b38a961caee38658c8,3,NO,,,,,,,,,,,,,,,,
103051560008,826f18cfb28f46b38a961caee38658c8,1,YES,YES,12,7,5,NO,,,,NO,,,,NO,,,
103051560014,c65b0436b3c74579a404d06664b6a048,1,YES,NO,,,,YES,5,1,8,NO,,,,NO,,,
103051560014,c65b0436b3c74579a404d06664b6a048,3,NO,,,,,,,,,,,,,,,,
103051560014,c65b0436b3c74579a404d06664b6a048,2,NO,,,,,,,,,,,,,,,,
103051560023,485dde2f65804638887630db88e8d60d,1,YES,NO,,,,NO,,,,NO,,,,YES,12,6,8
103051560029,9e2b74583ee74f159721f71160ae0cf3,3,NO,,,,,,,,,,,,,,,,
103051560029,9e2b74583ee74f159721f71160ae0cf3,2,NO,,,,,,,,,,,,,,,,
103051560029,9e2b74583ee74f159721f71160ae0cf3,4,NO,,,,,,,,,,,,,,,,
103051560029,9e2b74583ee74f159721f71160ae0cf3,1,YES,YES,12,6,9,NO,,,,NO,,,,NO,,,
103051560034,9f6ed8b2a26547da9e9864b87f12c00f,2,NO,,,,,,,,,,,,,,,,
103051560034,9f6ed8b2a26547da9e9864b87f12c00f,1,YES,YES,12,7,5,NO,,,,NO,,,,NO,,,
103051560034,9f6ed8b2a26547da9e9864b87f12c00f,3,NO,,,,,,,,,,,,,,,,
103051560036,d61354615e084362a9297bebbe6266a5,5,NO,,,,,,,,,,,,,,,,
103051560036,d61354615e084362a9297bebbe6266a5,3,NO,,,,,,,,,,,,,,,,
103051560036,d61354615e084362a9297bebbe6266a5,2,YES,NO,,,,NO,,,,NO,,,,YES,12,6,4
103051560036,d61354615e084362a9297bebbe6266a5,1,NO,,,,,,,,,,,,,,,,
103051560036,d61354615e084362a9297bebbe6266a5,6,NO,,,,,,,,,,,,,,,,
103051560036,d61354615e084362a9297bebbe6266a5,4,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,5,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,4,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,7,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,6,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,2,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,1,YES,YES,24,3,5,NO,,,,NO,,,,YES,24,3,1
103051560121,dade4852b38646408924eabdff8e9155,3,NO,,,,,,,,,,,,,,,,
103051560121,dade4852b38646408924eabdff8e9155,8,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,1,YES,YES,20,6,6,NO,,,,NO,,,,YES,20,6,1
103051560124,ab73a5cba3ea4c39b51a134a3995c356,5,YES,NO,,,,YES,20,6,6,NO,,,,NO,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,14,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,9,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,8,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,6,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,10,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,7,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,4,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,2,NO,,,,,,,,,,,,,,,,
103051560124,ab73a5cba3ea4c39b51a134a3995c356,11,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,6,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,7,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,1,YES,YES,12,6,10,NO,,,,NO,,,,YES,12,6,1
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,4,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,3,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,5,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,2,NO,,,,,,,,,,,,,,,,
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,8,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,7,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,6,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,3,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,5,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,2,YES,NO,,,,NO,,,,NO,,,,YES,8,1,5
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,4,NO,,,,,,,,,,,,,,,,
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,1,YES,NO,,,,NO,,,,NO,,,,YES,8,1,5
103061570005,c683ba6225d24cbebdb0b6dc1e8881e4,8,NO,,,,,,,,,,,,,,,,
103061570012,13908448d36c494db21d0ddfa12cac1e,5,NO,,,,,,,,,,,,,,,,
103061570012,13908448d36c494db21d0ddfa12cac1e,4,NO,,,,,,,,,,,,,,,,
103061570012,13908448d36c494db21d0ddfa12cac1e,2,YES,NO,,,,NO,,,,NO,,,,YES,5,3,4
103061570012,13908448d36c494db21d0ddfa12cac1e,1,YES,YES,20,3,10,NO,,,,NO,,,,NO,,,
103061570012,13908448d36c494db21d0ddfa12cac1e,3,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,5,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,1,YES,YES,8,4,10,NO,,,,NO,,,,YES,8,4,1
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,2,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,4,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,6,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,7,NO,,,,,,,,,,,,,,,,
103061570040,6e7ecbbd6d7443399057e2e66f7889b3,3,NO,,,,,,,,,,,,,,,,
103061570199,95621fcb6a2e4500a79a407436ef8146,3,NO,,,,,,,,,,,,,,,,
103061570199,95621fcb6a2e4500a79a407436ef8146,5,NO,,,,,,,,,,,,,,,,
103061570199,95621fcb6a2e4500a79a407436ef8146,2,YES,NO,,,,YES,8,5,8,NO,,,,NO,,,
103061570199,95621fcb6a2e4500a79a407436ef8146,4,NO,,,,,,,,,,,,,,,,
103061570199,95621fcb6a2e4500a79a407436ef8146,1,YES,NO,,,,NO,,,,NO,,,,YES,12,6,7
103061570203,3a350102d7ec42edadeec08e1f8555e9,3,NO,,,,,,,,,,,,,,,,
103061570203,3a350102d7ec42edadeec08e1f8555e9,4,NO,,,,,,,,,,,,,,,,
103061570203,3a350102d7ec42edadeec08e1f8555e9,2,YES,NO,,,,NO,,,,NO,,,,YES,12,5,8
103061570203,3a350102d7ec42edadeec08e1f8555e9,1,YES,NO,,,,YES,12,6,8,NO,,,,NO,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,3,NO,,,,,,,,,,,,,,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,2,NO,,,,,,,,,,,,,,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,7,NO,,,,,,,,,,,,,,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,4,YES,NO,,,,YES,4,4,4,NO,,,,NO,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,5,NO,,,,,,,,,,,,,,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,6,NO,,,,,,,,,,,,,,,,
103071590131,311fdbae1e814acaa952ab564c9f8460,1,YES,NO,,,,YES,3,4,4,YES,1,4,3,NO,,,
103071590137,2ce10fc6386840e6855ee3010a428ec2,2,NO,,,,,,,,,,,,,,,,
103071590137,2ce10fc6386840e6855ee3010a428ec2,3,NO,,,,,,,,,,,,,,,,
103071590137,2ce10fc6386840e6855ee3010a428ec2,4,NO,,,,,,,,,,,,,,,,
103071590137,2ce10fc6386840e6855ee3010a428ec2,1,YES,NO,,,,YES,5,4,4,NO,,,,NO,,,
103071590137,2ce10fc6386840e6855ee3010a428ec2,5,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,4,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,7,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,1,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,2,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,5,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,6,NO,,,,,,,,,,,,,,,,
103071590145,ba5dcfc6f42e46f987ec987db024fd16,3,YES,NO,,,,YES,8,3,5,NO,,,,NO,,,
103071590169,56f929979a924f0dbf18f8b87bdf1cbd,4,NO,,,,,,,,,,,,,,,,
103071590169,56f929979a924f0dbf18f8b87bdf1cbd,5,NO,,,,,,,,,,,,,,,,
103071590169,56f929979a924f0dbf18f8b87bdf1cbd,1,YES,NO,,,,YES,2,3,6,NO,,,,YES,2,3,1
103071590169,56f929979a924f0dbf18f8b87bdf1cbd,2,NO,,,,,,,,,,,,,,,,
103071590169,56f929979a924f0dbf18f8b87bdf1cbd,3,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,4,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,8,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,1,YES,NO,,,,YES,28,7,12,NO,,,,NO,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,2,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,6,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,3,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,7,NO,,,,,,,,,,,,,,,,
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,5,YES,NO,,,,YES,4,2,12,NO,,,,NO,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,5,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,10,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,9,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,8,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,3,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,2,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,4,YES,NO,,,,NO,,,,NO,,,,YES,12,6,10
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,6,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,1,NO,,,,,,,,,,,,,,,,
103071590219,6c6c3cc87562426aa6b2f0de01dc4b85,7,NO,,,,,,,,,,,,,,,,
103081600079,b374bcac7d0d43b8a2ea386d84f7cc1c,1,NO,,,,,,,,,,,,,,,,
103081600079,b374bcac7d0d43b8a2ea386d84f7cc1c,2,YES,NO,,,,NO,,,,NO,,,,YES,12,4,8
103091620003,966a8f7369614dae9c2747caa722153a,4,NO,,,,,,,,,,,,,,,,
103091620003,966a8f7369614dae9c2747caa722153a,3,NO,,,,,,,,,,,,,,,,
103091620003,966a8f7369614dae9c2747caa722153a,1,YES,NO,,,,NO,,,,NO,,,,YES,16,6,2
103091620003,966a8f7369614dae9c2747caa722153a,2,YES,NO,,,,NO,,,,NO,,,,YES,16,5,3
103091620007,896fbdd3a1314a62ba6abe213695d5c4,4,NO,,,,,,,,,,,,,,,,
103091620007,896fbdd3a1314a62ba6abe213695d5c4,2,YES,NO,,,,NO,,,,NO,,,,YES,20,4,4
103091620007,896fbdd3a1314a62ba6abe213695d5c4,6,NO,,,,,,,,,,,,,,,,
103091620007,896fbdd3a1314a62ba6abe213695d5c4,3,NO,,,,,,,,,,,,,,,,
103091620007,896fbdd3a1314a62ba6abe213695d5c4,5,NO,,,,,,,,,,,,,,,,
103091620007,896fbdd3a1314a62ba6abe213695d5c4,1,YES,NO,,,,NO,,,,NO,,,,YES,20,4,4
103091620007,896fbdd3a1314a62ba6abe213695d5c4,7,NO,,,,,,,,,,,,,,,,
103091620009,8b22280141cf4613b3d2e9ef9da33d90,1,YES,YES,16,7,5,NO,,,,NO,,,,YES,16,7,2
103091620009,8b22280141cf4613b3d2e9ef9da33d90,2,YES,NO,,,,NO,,,,NO,,,,NO,,,
103091620011,a715151846fc48d2867c9079374ce2c8,1,YES,NO,,,,NO,,,,YES,16,4,4,YES,16,7,2
103091620011,a715151846fc48d2867c9079374ce2c8,5,NO,,,,,,,,,,,,,,,,
103091620011,a715151846fc48d2867c9079374ce2c8,3,NO,,,,,,,,,,,,,,,,
103091620011,a715151846fc48d2867c9079374ce2c8,2,NO,,,,,,,,,,,,,,,,
103091620011,a715151846fc48d2867c9079374ce2c8,4,NO,,,,,,,,,,,,,,,,
103091620012,44b58a80f2394709b5d320523950e675,5,NO,,,,,,,,,,,,,,,,
103091620012,44b58a80f2394709b5d320523950e675,1,YES,NO,,,,NO,,,,NO,,,,YES,5,2,2
103091620012,44b58a80f2394709b5d320523950e675,3,NO,,,,,,,,,,,,,,,,
103091620012,44b58a80f2394709b5d320523950e675,6,NO,,,,,,,,,,,,,,,,
103091620012,44b58a80f2394709b5d320523950e675,2,NO,,,,,,,,,,,,,,,,
103091620012,44b58a80f2394709b5d320523950e675,4,NO,,,,,,,,,,,,,,,,
103091620014,e5ef30cd32f842f99e81b66256283285,1,YES,NO,,,,NO,,,,NO,,,,NO,,,
103091620014,e5ef30cd32f842f99e81b66256283285,3,NO,,,,,,,,,,,,,,,,
103091620014,e5ef30cd32f842f99e81b66256283285,4,NO,,,,,,,,,,,,,,,,
103091620014,e5ef30cd32f842f99e81b66256283285,2,NO,,,,,,,,,,,,,,,,
103091620017,7bdeb0713a3a4be3adbd57b9d856c8ae,1,YES,YES,2,2,24,NO,,,,NO,,,,NO,,,
103091620017,7bdeb0713a3a4be3adbd57b9d856c8ae,4,NO,,,,,,,,,,,,,,,,
103091620017,7bdeb0713a3a4be3adbd57b9d856c8ae,3,NO,,,,,,,,,,,,,,,,
103091620017,7bdeb0713a3a4be3adbd57b9d856c8ae,5,NO,,,,,,,,,,,,,,,,
103091620017,7bdeb0713a3a4be3adbd57b9d856c8ae,2,YES,NO,,,,NO,,,,NO,,,,YES,1,2,4
103091620022,441a7583bdfa46bab21f95056eb32d95,1,YES,NO,,,,YES,6,6,4,NO,,,,YES,6,2,1
103091620022,441a7583bdfa46bab21f95056eb32d95,2,NO,,,,,,,,,,,,,,,,
103091620025,ddd3d5fe5f564353a0e26cd8d6382e64,3,NO,,,,,,,,,,,,,,,,
103091620025,ddd3d5fe5f564353a0e26cd8d6382e64,4,NO,,,,,,,,,,,,,,,,
103091620025,ddd3d5fe5f564353a0e26cd8d6382e64,2,NO,,,,,,,,,,,,,,,,
103091620025,ddd3d5fe5f564353a0e26cd8d6382e64,1,NO,,,,,,,,,,,,,,,,
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,3,NO,,,,,,,,,,,,,,,,
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,6,NO,,,,,,,,,,,,,,,,
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,4,NO,,,,,,,,,,,,,,,,
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,1,YES,NO,,,,NO,,,,NO,,,,YES,5,3,4
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,5,NO,,,,,,,,,,,,,,,,
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,2,YES,NO,,,,NO,,,,NO,,,,YES,5,3,3
103091620072,09b3c4f6c90d4a11bae782b23e1e09df,8,NO,,,,,,,,,,,,,,,,
103091620078,82a903b5201b4ad59bf79a87749d1e14,4,NO,,,,,,,,,,,,,,,,
103091620078,82a903b5201b4ad59bf79a87749d1e14,3,NO,,,,,,,,,,,,,,,,
103091620078,82a903b5201b4ad59bf79a87749d1e14,1,YES,NO,,,,YES,9,3,5,NO,,,,NO,,,
103091620078,82a903b5201b4ad59bf79a87749d1e14,5,NO,,,,,,,,,,,,,,,,
103091620078,82a903b5201b4ad59bf79a87749d1e14,2,NO,,,,,,,,,,,,,,,,
103091620098,17f873e1c4a44d02a3ac76944fb536f6,2,YES,NO,,,,NO,,,,NO,,,,YES,7,2,4
103091620098,17f873e1c4a44d02a3ac76944fb536f6,1,NO,,,,,,,,,,,,,,,,
103121640003,891f1b2de1ff4503bac4f3c38e2b6a67,1,NO,,,,,,,,,,,,,,,,
103121640003,891f1b2de1ff4503bac4f3c38e2b6a67,3,NO,,,,,,,,,,,,,,,,
103121640003,891f1b2de1ff4503bac4f3c38e2b6a67,2,NO,,,,,,,,,,,,,,,,
103121640016,e4547af32128495991bf03d03a57f8db,2,NO,,,,,,,,,,,,,,,,
103121640016,e4547af32128495991bf03d03a57f8db,1,YES,NO,,,,YES,8,4,6,NO,,,,YES,8,4,2
103121640016,e4547af32128495991bf03d03a57f8db,3,NO,,,,,,,,,,,,,,,,
103121640016,e4547af32128495991bf03d03a57f8db,4,NO,,,,,,,,,,,,,,,,
103121640021,022aae14b41d46488caa895611177b7b,4,NO,,,,,,,,,,,,,,,,
103121640021,022aae14b41d46488caa895611177b7b,1,YES,NO,,,,NO,,,,NO,,,,YES,16,7,2
103121640021,022aae14b41d46488caa895611177b7b,3,NO,,,,,,,,,,,,,,,,
103121640021,022aae14b41d46488caa895611177b7b,2,YES,NO,,,,NO,,,,NO,,,,YES,16,7,1
103121640028,9cb397625ab94955bdc911e682c5f4b0,4,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,7,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,1,YES,NO,,,,NO,,,,NO,,,,YES,12,5,1
103121640028,9cb397625ab94955bdc911e682c5f4b0,3,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,2,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,8,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,6,NO,,,,,,,,,,,,,,,,
103121640028,9cb397625ab94955bdc911e682c5f4b0,5,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,1,YES,NO,,,,NO,,,,NO,,,,NO,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,14,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,12,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,5,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,4,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,11,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,13,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,3,YES,NO,,,,YES,2,3,4,NO,,,,NO,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,8,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,6,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,9,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,10,NO,,,,,,,,,,,,,,,,
103121640031,cdbb743f058e44b7b07d5ca1fd259661,2,YES,NO,,,,NO,,,,NO,,,,YES,3,3,1
103121640031,cdbb743f058e44b7b07d5ca1fd259661,7,YES,NO,,,,YES,3,2,4,NO,,,,NO,,,
103121640035,25202b0dc90640c78a0fe39a634041bf,5,NO,,,,,,,,,,,,,,,,
103121640035,25202b0dc90640c78a0fe39a634041bf,3,NO,,,,,,,,,,,,,,,,
103121640035,25202b0dc90640c78a0fe39a634041bf,1,YES,NO,,,,NO,,,,NO,,,,YES,26,1,5
103121640035,25202b0dc90640c78a0fe39a634041bf,6,NO,,,,,,,,,,,,,,,,
103121640035,25202b0dc90640c78a0fe39a634041bf,4,NO,,,,,,,,,,,,,,,,
103121640035,25202b0dc90640c78a0fe39a634041bf,2,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,9,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,1,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,11,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,2,YES,NO,,,,NO,,,,NO,,,,YES,20,6,6
103121640052,55ef8142719f4a908c8fcaec40cbc879,10,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,5,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,7,NO,,,,,,,,,,,,,,,,
103121640052,55ef8142719f4a908c8fcaec40cbc879,6,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,4,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,7,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,3,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,2,YES,NO,,,,NO,,,,NO,,,,YES,40,4,8
103121640053,e541cfb3d3904973b73d26dfa086688b,5,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,6,NO,,,,,,,,,,,,,,,,
103121640053,e541cfb3d3904973b73d26dfa086688b,1,YES,NO,,,,NO,,,,NO,,,,YES,40,4,8
103121640062,4e809b335b844db28d06a96d374f87f2,1,YES,YES,3,4,6,NO,,,,YES,6,5,6,YES,9,4,6
103121640062,4e809b335b844db28d06a96d374f87f2,3,NO,,,,,,,,,,,,,,,,
103121640062,4e809b335b844db28d06a96d374f87f2,4,NO,,,,,,,,,,,,,,,,
103121640062,4e809b335b844db28d06a96d374f87f2,2,YES,NO,,,,NO,,,,YES,9,3,6,YES,12,3,3
103121640067,baae54b6d8fc453c856acbdc577bd9a2,3,NO,,,,,,,,,,,,,,,,
103121640067,baae54b6d8fc453c856acbdc577bd9a2,2,YES,NO,,,,YES,17,4,7,YES,10,4,4,NO,,,
103121640067,baae54b6d8fc453c856acbdc577bd9a2,1,NO,,,,,,,,,,,,,,,,
103121640067,baae54b6d8fc453c856acbdc577bd9a2,4,NO,,,,,,,,,,,,,,,,
103121640081,9569dcb935024d28b6d4d042bf28b865,8,YES,NO,,,,NO,,,,YES,8,3,3,YES,7,2,3
103121640081,9569dcb935024d28b6d4d042bf28b865,2,YES,NO,,,,NO,,,,YES,9,5,5,YES,12,3,8
103121640081,9569dcb935024d28b6d4d042bf28b865,10,NO,,,,,,,,,,,,,,,,
103121640081,9569dcb935024d28b6d4d042bf28b865,1,YES,NO,,,,YES,9,4,6,NO,,,,NO,,,
103121640081,9569dcb935024d28b6d4d042bf28b865,5,NO,,,,,,,,,,,,,,,,
