case_id,gardenid,plotid,plot_twi,plot_srtm,plot_srtmslp,dist_household
301024880164,RG01,R01,16,483,8,0
301024880167,RG01,R01,16,839,6,2.4000001
301024880200,RG01,R01,14,511,19,.1
301024880216,RG02,R01,12,804,13,1.9
301024880225,RG01,R01,18,482,3,0
301024880226,RG02,R01,13,485,4,1.7
301024890001,RG02,R01,12,753,6,0
301024890008,RG03,R01,13,726,2,1.1
301024890011,RG04,T02,12,764,7,.40000001
301024890023,RG01,T01,15,728,4,0
301024890026,RG02,R01,14,737,3,.2
301024890027,RG02,R01,13,789,10,1.2
301024890042,RG02,T01,12,756,6,1.1
301024890047,RG02,T01,15,737,3,.40000001
301024890056,RG02,R01,13,778,5,1
301024890061,RG02,R01,12,800,14,.40000001
301024890064,RG02,R01,13,797,8,1.3
301024890078,RG03,R02,12,762,5,.5
301024890082,RG02,R02,12,800,9,1.4
301024890093,RG01,R01,12,745,10,0
301024890096,RG02,R01,12,742,5,0
301024890106,RG03,R01,13,751,4,.5
301034900002,RG02,R01,16,765,3,.2
301034900007,RG02,R01,12,773,4,.40000001
301034900011,RG02,R01,14,778,3,1.9
301034900017,RG02,R02,15,770,3,.30000001
301034900021,RG02,R01,13,750,3,1.4
301034900025,RG03,R01,16,743,2,1
301034900030,RG02,R01,14,754,2,.1
301034900043,RG02,R01,15,747,0,.30000001
301034900047,RG03,R01,13,752,2,.30000001
301034900051,RG02,R01,12,738,2,1.9
301034900055,RG02,R01,12,756,5,0
301034900063,RG02,R01,13,770,3,0
301044910027,RG02,R01,16,500,1,1.5
301044910036,RG02,R01,16,487,2,2.2
301044910049,TG01,T01,36,500,3,0
301044910085,RG02,R01,13,502,2,.80000001
301044910089,RG01,R01,13,504,1,0
301044910110,RG02,R01,14,489,2,1.5
301044910111,RG03,R01,18,499,1,2
301044910115,RG02,R01,13,498,1,1
301044910134,RG02,R01,16,493,3,0
301044910168,RG03,R01,14,493,2,1.9
301044910175,RG02,R01,14,494,1,0
301044910186,RG04,R01,15,500,1,.40000001
301044910223,RG02,R01,14,506,6,.60000002
301044920010,RG02,R01,15,486,2,.89999998
301044920013,RG03,R01,14,488,2,1.7
301044920055,RG02,R01,14,490,2,1.8
301044920058,RG02,R01,15,477,1,.30000001
301044920106,RG02,R01,20,482,1,1
301044920131,RG03,R01,16,478,2,.2
301044920174,TG01,T01,14,481,1,0
301044920176,RG02,R01,13,482,1,.69999999
301044920181,RG02,R01,18,481,2,.40000001
301044920225,RG02,R01,13,477,2,0
301044920252,RG02,R01,15,487,1,1.7
301044920281,RG02,R01,14,480,1,.1
301044920385,RG02,R01,15,486,1,1
301044930003,RG02,R01,15,537,1,.2
301044930005,RG02,R02,16,544,4,0
301044930016,RG02,T01,13,544,2,.1
301044930018,RG02,R01,16,537,2,0
301044930026,RG02,R01,13,546,2,.1
301044930027,RG04,R01,18,538,1,.1
301044930034,TG02,T01,17,529,2,.30000001
301044930038,RG02,R02,20,534,1,.2
301044930041,RG02,R02,14,531,2,.1
301044930060,RG02,R01,16,532,2,.1
301044930077,RG02,R01,14,524,1,0
301044930088,RG02,R01,14,525,2,.2
301044930094,RG02,R01,14,526,2,.30000001
301044930096,RG01,R01,13,532,2,0
301044930099,RG02,R01,21,531,1,.2
301044930100,RG02,R01,14,527,2,0
301054940005,TG01,T01,13,1020,4,0
301054940018,RG02,R01,12,1040,11,1.2
301054940029,DG03,D01,12,986,4,2.5999999
301054940051,RG02,R01,16,1024,5,.1
301054940062,RG02,R01,12,970,4,2.9000001
301054940073,RG02,R01,13,1034,5,.40000001
301054940084,RG02,R01,14,1020,8,1.4
301054940095,RG02,R01,12,1036,5,.80000001
301054940106,RG02,R01,15,1038,7,.80000001
301054940117,RG03,R01,13,1016,4,.89999998
301054940140,RG02,R01,13,1016,4,.80000001
301054940162,RG02,R01,12,1020,3,0
301054940173,DG03,D01,16,1010,3,0
301054940197,RG02,R01,14,980,4,2.7
301054950030,RG02,R01,12,837,6,.2
301054950033,RG02,R01,19,830,3,.69999999
301054950044,TG01,T01,13,851,7,0
301054950058,RG02,R01,12,835,7,.40000001
301054950064,TG02,T01,13,857,3,0
301054950078,RG02,T02,13,854,4,0
301054950088,RG03,R01,12,843,5,1
301054950104,TG01,T01,13,857,3,0
301054950163,RG02,R01,13,838,6,.5
301054950166,RG02,R01,20,834,5,.30000001
301054950185,RG02,T01,19,843,6,.40000001
301054950188,RG03,R01,14,835,5,.60000002
301054950196,TG01,T01,12,854,3,0
301064960005,RG03,R01,15,791,3,.40000001
301064960060,TG01,T01,12,813,4,0
301064960073,RG02,R01,16,774,2,1.7
301064960086,RG01,R01,14,842,4,1.1
301064960113,RG02,R01,14,830,2,.89999998
301064960130,RG02,R01,14,818,4,.40000001
301064960145,RG02,R01,13,790,2,1.1
301064960191,RG03,R01,12,821,4,1.2
301064960192,RG02,R01,12,841,4,1.2
301064960205,RG02,R01,13,826,3,.80000001
301064960218,TG01,T01,15,820,5,0
301064960246,RG02,R01,13,814,3,1.3
301064960272,RG02,R01,15,836,2,.69999999
301064960287,RG01,R01,15,792,3,.80000001
301064960314,TG04,T01,12,820,5,.40000001
301064970005,RG02,R01,18,711,2,.30000001
301064970023,RG02,R01,15,705,2,.1
301064970032,RG03,R01,18,710,1,.40000001
301064970051,RG02,R01,14,713,1,0
301064970088,TG03,T01,13,695,2,0
301064970103,TG03,T01,13,703,4,.1
301064970122,RG02,R01,13,715,11,0
301064970137,RG02,R01,13,693,3,0
301064970144,RG02,R01,13,713,5,.1
301064970166,RG03,R01,13,729,4,2.2
301064970169,TG06,T01,16,691,1,0
301064970179,RG02,R01,13,696,11,0
301064970205,RG02,T01,16,689,4,0
301064970213,RG02,R01,13,697,4,.89999998
301064980005,RG02,R01,14,869,4,.1
301064980015,RG02,R01,13,867,4,.2
301064980024,RG02,R01,12,861,10,.89999998
301064980033,RG02,R01,15,875,4,.1
301064980042,RG02,R01,15,865,4,.2
301064980051,RG02,R01,12,807,12,2.0999999
301064980061,RG02,R01,12,868,6,.30000001
301064980070,RG02,R01,12,795,10,1
301064980079,RG02,R01,12,860,7,.5
301064980088,RG02,R01,12,816,9,1.9
301064980097,RG02,R01,12,864,10,.80000001
301064980106,RG02,R01,19,789,5,2.0999999
301064980133,RG02,R02,12,872,7,.30000001
301064980142,RG02,R01,15,807,7,.89999998
301064980151,RG02,T02,11,856,16,.40000001
301074990009,TG01,T01,14,495,3,0
301074990046,RG01,R01,14,492,1,0
301074990055,RG03,R01,15,500,1,1
301074990068,TG01,T01,14,494,3,0
301074990077,RG02,R02,14,505,1,2.0999999
301074990126,RG02,R01,13,485,2,.89999998
301074990134,RG02,R01,16,498,1,1.1
301074990145,TG01,T01,13,484,1,0
301074990174,RG02,R01,15,487,1,1.2
301074990182,RG02,R01,14,490,1,.89999998
301074990189,RG02,R01,15,484,1,.60000002
301074990191,RG03,D01,13,481,1,.2
301074990198,RG03,D01,22,479,1,.89999998
301074990200,RG05,R01,14,479,2,.89999998
301074990246,RG02,R01,14,513,2,3.5999999
301075000024,RG02,R02,16,514,1,.5
301075000025,RG03,R02,13,502,2,0
301075000063,DG04,D01,18,508,1,.40000001
301075000095,RG02,R01,13,512,1,0
301075000099,RG02,R01,20,507,1,.2
301075000111,RG02,R01,20,507,1,.40000001
301075000113,RG02,R01,14,507,1,.80000001
301075000126,RG02,R01,14,509,2,.5
301075000130,RG02,R02,15,506,1,0
301075000144,RG03,R01,14,515,2,0
301075000149,RG02,R01,13,507,1,.80000001
301075000183,DG04,D01,13,502,1,.5
301075000203,RG02,R01,14,510,2,.69999999
301075000236,RG02,R01,15,510,2,.30000001
301075000238,RG02,R01,14,507,2,.60000002
301075000255,RG03,R01,15,500,0,.89999998
301085010001,RG02,R01,16,1025,5,.2
301085010029,DG03,D01,12,1017,3,.69999999
301085010050,RG02,R01,13,1025,3,.30000001
301085010052,TG01,T01,12,1035,2,0
301085010060,DG03,D01,14,1021,3,.40000001
301085010106,DG02,D01,13,1016,1,.5
301085010153,RG02,R01,13,1042,2,1.2
301085010161,RG02,T02,14,1021,1,.89999998
301085010165,RG02,R01,14,1025,3,0
301085010171,RG02,R01,14,1024,2,1.2
301085010242,DG03,D01,13,1013,4,1.5
301085010251,RG02,R01,14,1024,2,1.1
301085010253,RG02,R01,13,1038,2,.69999999
301085010305,RG02,R02,13,1022,3,1.1
301085010309,RG02,R01,13,1045,2,.80000001
301085010310,DG03,D01,13,1016,1,.89999998
301085020008,TG01,T01,13,1048,3,0
301085020026,RG02,R01,14,1100,9,1.4
301085020044,RG02,R01,14,1041,8,1.1
301085020080,RG02,R01,12,1037,6,.2
301085020098,RG02,R01,14,1043,4,1
301085020116,TG01,T01,13,1035,4,0
301085020134,DG02,D01,13,1029,3,.60000002
301085020153,RG02,R01,13,1024,4,1.4
301085020171,RG02,R02,15,1043,3,0
301085020208,RG02,R01,15,1048,4,.2
301085020226,RG02,R01,13,1060,5,.89999998
301085020244,RG04,R01,12,1084,6,.89999998
301085020280,RG02,R01,16,1058,8,.80000001
301085020282,RG02,R01,12,1012,5,2
301085020299,RG02,R01,12,1037,6,.30000001
301085020316,RG02,R01,15,1045,4,1.2
301095030003,TG01,T01,36,485,2,0
301095030058,RG01,R02,17,481,1,.1
301095030112,RG01,T01,12,487,3,0
301095030120,RG01,R01,12,489,3,0
301095030124,RG02,R01,15,484,2,0
301095030126,RG03,R01,14,480,3,1.1
301095030133,RG01,R02,14,490,2,0
301095030179,RG03,R01,13,483,2,.40000001
301095030235,RG03,R01,12,487,2,1.1
301095030257,RG02,R01,13,481,2,.1
301095030351,RG02,R01,13,500,4,.60000002
301095030358,RG02,R01,13,487,3,0
301095030371,RG04,D01,13,477,2,.5
301095030372,TG01,T01,12,484,3,.1
301105040014,RG02,R01,14,523,1,1.8
301105040040,RG02,T01,12,559,8,1.7
301105040067,RG02,R01,14,521,2,.40000001
301105040068,TG01,T02,15,525,2,0
301105040113,RG02,T02,13,528,2,.30000001
301105040114,RG02,R01,13,529,2,2.5999999
301105040128,RG02,T01,14,527,2,.60000002
301105040130,TG01,T02,14,524,2,0
301105040166,RG02,R01,15,532,4,.80000001
301105040182,RG02,R01,19,521,1,1.7
301105040200,RG02,T01,15,529,4,.60000002
301105040215,RG02,R01,13,527,1,1.2
301105040224,RG02,T02,15,525,3,.1
301105040234,RG03,R01,13,527,5,2
301105040248,RG02,T01,13,528,1,1.6
301105040254,RG04,R01,13,526,3,2.4000001
301115050002,RG02,R01,14,509,3,.1
301115050007,RG02,R01,14,518,2,1.3
301115050019,RG03,R02,13,523,4,1.5
301115050032,RG01,R01,13,500,5,0
301115050049,RG03,R01,18,508,3,1
301115050103,RG02,R01,13,510,3,.60000002
301115050112,RG02,R01,13,518,3,1.1
301115050124,RG02,R01,14,513,2,0
301115050171,RG03,R01,16,548,6,1.8
301115050200,RG03,R01,13,507,1,.2
301115050218,RG02,R01,21,540,7,2.8
301115050237,RG02,T01,16,500,1,.40000001
301115050239,RG03,R01,13,527,3,2.3
301115050244,RG02,R01,13,509,5,.1
301115050249,RG01,R01,12,510,5,0
301115050270,RG03,R01,17,522,4,1.1
301145060008,RG02,R01,13,581,2,.1
301145060023,RG02,R01,13,564,2,1
301145060038,RG02,R01,13,553,1,1.2
301145060054,RG02,R01,12,575,2,.80000001
301145060069,RG02,R01,14,578,2,.69999999
301145060084,TG01,T01,14,551,2,.5
301145060100,RG02,R01,15,559,2,1
301145060145,RG02,R01,16,578,2,.80000001
301145060161,RG02,R01,13,558,1,.89999998
301145060176,RG02,R01,12,576,4,0
301145060191,RG02,R01,17,562,1,.40000001
301145060207,RG02,R01,13,561,1,.40000001
301145060222,RG02,R01,13,583,3,.2
301145060237,RG02,R01,13,565,2,.5
301145060269,RG02,R01,14,565,1,.40000001
301145060284,RG02,R01,16,555,2,1
301205070023,RG02,R01,14,491,4,2.8
301205070039,RG02,R01,13,484,2,2.7
301205070064,RG02,R01,14,479,2,1.4
301205070136,RG02,R01,16,487,2,3.2
301205070168,RG02,R01,15,482,0,2.4000001
301205070225,RG02,R01,13,486,3,2.7
301205070227,RG02,R01,16,489,2,2.9000001
301205070246,RG02,R01,13,491,3,2.9000001
301215080048,DG03,D01,12,475,4,1.5
301215080082,TG01,T01,13,493,2,0
301215080106,RG03,R01,15,482,2,1.1
302015090006,RG02,R01,15,762,2,1.2
302015090008,RG02,R01,17,770,5,2.4000001
302015090025,RG02,R01,13,780,1,0
302015090042,TG01,T02,15,779,4,0
302015090043,RG02,R01,16,762,8,.5
302015090049,RG02,R01,13,781,1,.1
302015090064,RG01,R01,14,780,2,0
302015090065,RG01,R01,13,781,1,0
302015090072,RG02,R01,11,720,8,2.8
302015090075,RG02,R01,15,782,2,0
302015090101,RG01,R01,15,779,2,.69999999
302015090102,RG01,T02,13,783,3,.1
302015090117,RG01,R01,15,781,1,0
302015090119,RG02,R01,15,781,1,.1
302015090126,RG02,R01,12,784,4,0
302015090145,RG02,R01,13,773,8,.40000001
302015100015,RG01,R01,14,764,3,0
302015100025,RG02,R01,14,741,2,1
302015100034,RG02,R01,14,764,3,.1
302015100043,RG02,R01,13,745,2,.69999999
302015100052,RG02,R01,15,721,7,.60000002
302015100061,RG02,R01,14,757,2,.1
302015100080,RG02,R01,13,756,1,.2
302015100089,RG03,R01,13,761,2,0
302015100107,RG03,R01,14,757,4,.40000001
302015100116,RG02,R01,13,756,3,.5
302015100125,RG01,R01,14,759,2,0
302015100134,RG03,R01,12,747,7,.30000001
302015100143,TG01,T01,14,765,2,0
302015100153,RG02,R01,12,747,7,.69999999
302015110016,RG02,R01,12,623,7,.1
302015110017,RG01,R01,13,649,6,0
302015110019,RG04,R01,17,682,1,2.5999999
302015110028,RG03,R01,13,666,7,.2
302015110029,RG02,R01,13,673,3,.1
302015110034,RG02,R01,12,664,8,.40000001
302015110040,RG02,T01,13,637,8,1.9
302015110041,RG02,R01,13,664,3,.1
302015110045,RG04,R01,16,621,6,.5
302015110061,RG02,R03,12,644,6,.1
302015110085,RG02,R01,12,669,7,.30000001
302015110100,RG02,R01,13,638,6,1.3
302015110111,RG02,R01,13,659,5,0
302015110127,RG02,R01,12,658,9,1.1
302015110128,TG01,T01,13,665,3,0
302025120008,RG02,R01,16,516,2,.1
302025120023,RG02,R01,14,533,1,.2
302025120053,RG03,R01,13,520,2,.2
302025120068,RG02,R01,22,538,1,.1
302025120083,RG02,R01,14,532,2,.30000001
302025120098,RG03,R01,14,531,2,.30000001
302025120128,TG01,T01,14,532,2,0
302025120144,RG03,R01,19,537,1,.2
302025120160,RG02,R01,13,530,1,.30000001
302025120191,RG02,R01,14,537,1,0
302025120207,RG02,R01,15,554,1,.40000001
302025120254,TG01,T01,14,518,2,0
302025120270,RG03,R01,13,524,1,.1
302025120287,RG02,R01,16,517,2,.1
302025120303,RG02,R01,13,535,2,.1
302035130029,RG03,R01,13,522,2,0
302035130062,RG02,R01,13,523,2,.1
302035130139,RG01,R01,13,492,2,0
302035130152,RG02,R01,13,493,2,.1
302035130208,RG01,R01,13,490,3,0
302035130219,RG02,R01,15,495,3,.60000002
302035130248,RG02,R01,13,517,5,.1
302035130278,RG02,R01,12,504,6,1.8
302035130315,RG02,R01,13,489,2,.2
302035130348,RG02,R01,16,482,2,.1
302045140008,RG02,R01,12,747,7,0
302045140037,RG01,R01,14,774,3,0
302045140065,RG01,R01,12,751,9,.1
302045140075,RG02,R01,12,758,8,0
302045140086,RG02,R01,15,740,7,.1
302045140089,RG02,R01,14,744,7,.1
302045140125,RG02,R01,12,756,6,.1
302045140134,RG02,R01,14,742,7,0
302045140135,RG02,R01,13,777,5,.2
302045140137,RG02,R01,13,778,4,.2
302045140142,RG02,T01,12,754,4,.1
302045140147,RG02,T01,13,763,5,.1
302045140150,RG02,R01,13,767,4,.1
302045140174,RG02,R01,12,771,6,.2
302045140179,RG02,R01,12,747,5,0
302045140183,TG01,T01,12,770,3,0
302055150003,RG01,R01,13,636,2,0
302055150004,RG03,R01,15,634,2,1.7
302055150006,RG03,R01,16,632,2,.40000001
302055150051,RG01,R02,18,637,3,0
302055150070,RG01,R01,19,635,2,0
302055150082,RG01,R02,13,634,2,.60000002
302055150105,RG01,R01,18,634,3,0
302055150125,RG04,R01,19,633,1,1.5
302055150128,RG01,R01,19,633,2,0
302055150130,RG01,R01,13,637,3,.1
302055150140,RG01,R01,13,633,2,0
302055150154,RG03,R01,16,634,1,.1
302055150155,RG03,R01,36,634,2,.40000001
302065160008,RG02,R01,13,666,2,.2
302065160034,RG03,R01,16,663,1,0
302065160050,TG01,T01,18,661,2,0
302065160057,RG03,T02,14,663,1,.1
302065160069,RG03,R01,16,658,1,.5
302065160075,RG02,R01,15,660,1,.1
302065160097,RG03,R01,15,661,0,.5
302065160107,TG01,T01,14,666,1,0
302065160117,RG02,R01,14,660,1,.30000001
302065160120,RG02,R01,15,661,1,.5
302065160121,RG02,R01,14,666,1,.1
302065160130,TG01,T01,13,669,1,0
302065160190,RG02,R01,16,661,1,.69999999
302065160196,RG03,R01,15,664,1,0
302065160202,RG02,R01,14,660,1,0
302065170019,RG02,R01,14,652,1,1.2
302065170041,RG03,R01,18,648,2,1.3
302065170069,RG02,R02,14,641,1,3.3
302065170098,RG02,R02,15,663,1,3.7
302065170099,RG02,T01,13,653,1,0
302065170100,RG01,R01,13,654,1,0
302065170121,RG02,R01,15,645,2,.69999999
302065170125,TG01,T01,13,654,1,0
302065170139,RG01,R01,14,654,2,0
302065170142,RG01,T01,15,652,2,0
302065170178,RG03,R01,14,647,1,.60000002
302065170243,RG01,R01,14,648,1,0
302065170247,RG01,R01,14,647,1,0
302065170302,RG03,R01,17,643,2,2.4000001
302065170327,RG01,R01,15,651,1,.1
302075180015,RG01,R01,14,765,2,0
302075180027,RG02,R02,13,761,3,.2
302075180033,RG03,R01,13,755,2,.60000002
302075180078,RG03,R01,16,751,2,.60000002
302075180093,RG02,T01,13,761,3,.89999998
302075180165,RG02,R01,16,769,2,.30000001
302075180180,RG01,R01,15,765,4,0
302075180182,RG02,R01,15,754,3,.40000001
302075180198,RG02,R01,14,763,1,0
302075180266,RG01,R02,16,764,5,0
302075180275,RG02,R02,15,773,2,.40000001
302075180320,RG02,T01,14,756,2,.40000001
302075180323,RG02,T01,12,734,5,2.2
302075180346,RG01,R01,13,762,1,0
302075180351,RG03,R01,14,763,1,.1
302085190006,RG02,T01,18,682,3,.2
302085190024,RG02,T01,12,702,5,.2
302085190032,RG02,R01,15,715,6,.5
302085190060,RG03,R01,13,696,3,.2
302085190070,RG02,T01,18,695,4,0
302085190088,TG01,T01,13,724,11,.1
302085190096,TG01,T01,14,693,3,0
302085190156,RG02,T01,12,712,7,0
302085190174,RG02,T02,12,675,2,0
302085190217,RG01,R01,13,679,3,0
302085190239,RG03,R01,15,690,4,.1
302085190248,RG02,R01,17,736,9,.30000001
302085190261,RG02,R01,14,723,10,.1
302095200004,RG04,R01,36,625,2,1.3
302095200023,RG02,R01,15,645,5,.1
302095200056,RG02,R01,13,642,10,.30000001
302095200064,RG02,R01,14,635,6,.1
302095200066,TG02,T01,36,631,3,0
302095200082,RG02,R01,14,638,6,.2
302095200180,RG05,R01,36,626,2,1.6
302095200230,RG01,T01,12,643,10,0
302095200234,TG01,T01,12,649,13,0
302095200238,RG01,R01,12,645,9,0
302095200245,RG03,R01,11,673,18,.5
302095200280,RG01,R02,15,632,3,0
302095200282,RG01,R01,36,632,1,.30000001
302095200314,RG03,R01,36,627,0,.89999998
302095200340,TG02,T01,15,638,4,.1
302095210005,RG02,R01,13,660,3,.40000001
302095210015,RG02,R01,14,682,5,.1
302095210024,RG03,R01,14,657,2,.5
302095210036,RG02,R01,14,646,1,0
302095210046,RG02,R01,14,670,5,.5
302095210056,RG02,R01,12,695,6,.89999998
302095210065,RG02,R01,13,671,6,0
302095210092,RG02,R01,15,663,3,.30000001
302095210102,RG02,R01,13,677,4,.40000001
302095210112,RG02,R01,14,649,2,.69999999
302095210121,RG02,R01,14,650,2,.40000001
302095210131,RG02,R01,13,689,2,.2
302095210142,RG02,R01,12,682,3,.40000001
302095210160,RG02,R01,14,658,1,.5
302105220010,RG02,T01,14,672,1,.40000001
302105220011,RG01,R02,18,665,1,.1
302105220019,RG03,R01,13,668,2,0
302105220023,RG02,R01,13,672,2,0
302105220026,RG03,R01,14,672,1,.1
302105220093,RG02,R01,16,671,1,0
302105220114,RG02,R01,14,667,1,.1
302105220123,RG02,R01,15,673,1,0
302105220125,RG04,R01,14,671,1,.1
302105220129,DG04,D01,14,675,1,1.5
302105220140,RG04,R01,15,670,2,.60000002
302105220144,RG03,R01,14,672,1,.30000001
302105220151,RG04,R02,19,664,2,.30000001
302105220152,RG01,R01,15,673,1,0
302105220205,RG02,R01,14,671,1,.1
302105220236,RG02,R01,13,663,4,.2
302105230021,RG03,R01,13,657,2,.30000001
302105230034,RG02,R01,20,653,2,.5
302105230047,RG02,R01,13,654,1,.1
302105230060,RG02,R01,18,708,19,.2
302105230086,RG02,R01,13,669,2,1.1
302105230138,RG04,R01,14,658,2,0
302105230151,TG01,T01,12,680,7,0
302105230177,RG03,R01,21,652,1,.2
302105230190,RG03,R01,16,656,2,.40000001
302105230204,RG02,R01,18,704,19,.5
302105230217,DG03,D01,13,658,1,.2
302105230243,RG02,R02,15,660,1,0
302105230256,RG02,R01,14,658,1,0
302105230269,RG04,R01,13,656,2,.5
302105230282,RG02,R01,14,660,0,.2
302115240010,RG03,R01,16,654,1,.30000001
302115240037,RG02,R01,15,643,2,1.1
302115240042,RG02,T01,18,642,3,1
302115240043,RG02,R01,16,648,2,0
302115240050,RG01,R01,14,656,1,0
302115240070,RG01,R01,13,654,2,0
302115240090,RG04,R01,14,652,1,.80000001
302115240111,RG02,R01,13,652,1,.30000001
302115240120,RG01,R01,14,651,1,0
302115240131,RG03,R01,14,651,2,.40000001
302115240140,RG01,R01,13,652,1,0
302115240141,RG02,R01,14,637,1,3.7
302115240162,RG01,R01,14,648,1,.1
302115240167,RG03,D01,14,654,2,.80000001
302115240169,RG02,R01,18,652,2,.5
302115250025,RG02,R01,13,653,2,.2
302115250040,RG03,R01,15,654,1,.1
302115250047,RG02,R01,14,656,1,.40000001
302115250077,RG02,R01,17,647,1,0
302115250078,RG02,R01,14,653,2,.1
302115250090,RG02,R01,17,645,2,0
302115250104,RG03,R01,16,654,1,.2
302115250117,RG01,R01,15,648,1,0
302115250125,RG03,R01,14,655,1,0
302115250147,RG04,R01,16,653,0,.1
302115250153,RG01,R01,14,645,1,.80000001
302115250155,RG02,R01,15,656,1,2.9000001
302115250170,RG03,R01,14,649,1,.89999998
302115250171,RG03,R01,14,655,2,.40000001
302115250179,RG01,R01,13,655,3,0
302125260008,RG03,R01,13,650,2,1.1
302125260035,RG02,R02,17,649,2,.40000001
302125260057,RG01,T01,12,657,2,.1
302125260067,RG03,R01,13,649,3,.5
302125260070,RG02,R01,15,649,1,1.2
302125260085,RG02,R01,14,638,1,.60000002
302125260091,RG01,R02,15,654,2,0
302125260095,RG02,R01,15,644,2,.2
302125260128,RG01,R01,13,650,1,0
302125260156,RG01,R01,13,656,3,0
302125260201,RG02,R01,17,650,1,.40000001
302125260216,RG01,T01,13,657,1,0
302125260236,RG01,R01,13,644,2,0
302125260241,RG02,R01,19,634,3,.69999999
302125260259,RG01,R01,13,649,3,0
302125260273,RG01,R01,14,647,4,0
302125270004,RG03,R01,16,640,1,.30000001
302125270024,RG01,R01,14,641,1,0
302125270038,RG02,R01,18,637,3,0
302125270043,RG03,R01,14,640,2,.80000001
302125270052,RG02,R01,15,642,1,.30000001
302125270054,RG02,R01,15,640,1,.1
302125270060,RG02,R01,13,638,1,0
302125270086,TG01,T01,15,639,2,0
302125270098,RG02,R01,15,636,2,0
302125270102,RG02,R01,14,638,1,0
302125270103,RG02,R01,15,634,2,0
302125270106,RG03,R01,14,638,2,.2
302125270113,RG02,R01,13,639,1,2.7
302125270125,RG02,R01,14,639,2,2.2
302145280002,RG03,R01,16,852,4,.2
302145280028,RG02,R01,14,840,2,.80000001
302145280054,RG02,R01,14,829,1,1.3
302145280056,RG02,R03,17,832,6,.60000002
302145280072,RG02,R01,14,842,4,2.2
302145280091,RG02,R01,12,696,5,6.1999998
302145280145,RG02,T01,13,824,3,1.4
302145280174,RG02,R02,13,840,3,.40000001
302145280193,RG02,R02,14,838,3,.30000001
302145280222,RG02,R01,13,824,3,1
302145280244,RG02,R01,12,878,2,8
302145280246,RG02,R01,12,900,4,7.9000001
302145280299,RG02,R01,12,878,3,.5
302145280304,RG02,R01,13,854,5,.1
302165290023,RG02,R01,14,700,2,.30000001
302165290030,RG03,R02,11,773,8,2.2
302165290072,RG02,T01,13,711,2,0
302165290082,TG01,T01,14,711,2,0
302165290096,RG02,R01,13,702,2,.40000001
302165290097,RG03,R01,11,944,20,2.5999999
302165290120,RG02,R02,17,701,2,.1
302165290123,TG01,T01,17,701,3,0
302165290125,RG02,R01,13,701,2,.1
302165290138,RG02,R01,13,704,3,0
302165290163,RG01,R01,13,704,2,0
302165290164,RG02,R01,15,705,1,0
302165290177,RG02,R01,12,857,27,2.7
302165290180,RG02,R01,18,707,5,2.3
302165290206,RG01,R01,15,712,1,0
302215300123,TG01,T01,14,499,2,0
302215300133,RG02,R01,13,514,4,0
302215300170,RG02,R01,17,504,2,6.6999998
302215300194,RG01,R01,14,502,3,0
302215300216,RG02,R01,14,507,2,.69999999
303015310005,RG03,R01,14,640,2,1.6
303015310009,RG02,R01,22,641,2,0
303015310014,RG01,R02,17,643,1,0
303015310017,RG04,R01,13,644,1,0
303015310020,RG05,R01,15,643,2,.1
303015310023,RG01,R01,36,626,2,2.5999999
303015310053,RG03,R01,15,652,2,0
303015310056,RG02,R01,13,650,2,0
303015310062,RG02,R01,13,651,3,0
303015310083,RG03,R01,36,630,1,2.9000001
303015310090,RG03,R01,15,642,1,2.5
303015310100,RG04,R01,36,630,2,1.5
303015310143,RG02,R02,13,651,2,0
303015310189,RG02,R01,36,629,2,2.3
303015310190,RG05,R01,36,629,1,1.6
303015310194,RG07,R01,36,634,1,1
303025320005,DG06,D02,36,632,1,3.3
303025320015,RG02,R01,36,628,2,.80000001
303025320043,RG01,R01,36,629,1,0
303025320062,RG04,R01,36,631,2,.1
303025320071,RG04,R01,36,629,3,.69999999
303025320091,RG04,R01,36,629,3,2.0999999
303025320100,RG04,R01,36,630,2,.30000001
303025320118,RG03,R01,36,625,2,1.3
303025320127,RG02,R01,36,632,1,3.9000001
303025320136,RG03,R02,36,629,1,3.4000001
303025320145,RG02,R01,36,631,2,0
303025320154,RG03,R01,36,632,1,.40000001
303025320163,RG06,R01,36,631,3,0
303025320173,RG02,R01,36,631,2,.60000002
303025320182,RG03,R01,36,627,1,2.5999999
303025320191,RG03,R01,16,643,2,3.7
303025330030,RG01,R02,13,662,2,0
303025330041,RG03,R01,14,657,1,1.1
303025330073,RG04,R01,15,661,1,1.5
303025330136,RG02,R03,17,675,0,.30000001
303025330151,RG02,R01,14,676,1,.30000001
303025330210,TG02,T01,22,668,1,.2
303025330224,RG01,R01,13,675,1,0
303025330281,DG05,D01,14,678,1,2.4000001
303025330295,RG01,R01,14,684,3,0
303025330307,RG03,R01,13,676,2,.40000001
303025330315,TG01,T01,14,680,1,0
303025330355,DG03,D02,14,663,2,.80000001
303025330371,RG03,R01,13,664,3,.2
303025330387,RG01,R01,13,679,2,0
303025330411,RG03,R01,13,678,1,.30000001
303025330412,RG03,R02,12,677,3,.1
303025340001,RG03,R01,15,767,3,.1
303025340006,DG05,D02,15,758,3,.30000001
303025340009,RG02,R01,13,769,3,.30000001
303025340050,RG02,R01,16,770,2,.1
303025340056,RG02,R01,17,767,2,.2
303025340076,RG01,R01,13,775,2,0
