case_id,HHID,fs_i02,fs_i01,fs_i02_Oth,fs_i03,fs_i04a,fs_i04b,fs_i_04c,fs_i04d,fs_i04e,fs_i04f,fs_i04g,fs_i04h,fs_i04i,fs_i04j,fs_i04k,fs_i05a,fs_i05b,fs_i06a,fs_i06b,fs_i06c,fs_i06d,fs_i06e,fs_i06f,fs_i06g,fs_i06h,fs_i06i,fs_i06j,fs_i07a,fs_i07b,fs_i08a,fs_i08b,fs_i08c,fs_i08d,fs_i08e,fs_i08f,fs_i08g,fs_i08h,fs_i08i,fs_i08j,fs_i08k,fs_i08l,fs_i09,fs_i10a,fs_i10b,fs_i11a,fs_i11b,fs_i11c,fs_i11d,fs_i11e,fs_i11f,fs_i11g,fs_i11h,fs_i11i,fs_i11j,fs_i12,fs_i13a,fs_i13b
102031310144,bd08c9d072c74aa483eebcbf185de1cc,CHAMBO,YES,,4,5,LARGE BASKET,,FRESH,,NO,,,,,,fresh,,20,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,4,LARGE BASKET,,FRESH,,30000,,,,,,,4,NO,THEY CAUGHT FISH ATLEAST EACH WEEK,1,DOZEN / BUNDLE,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
102031310144,bd08c9d072c74aa483eebcbf185de1cc,USIPA,YES,,4,5,SMALL BASKET,,FRESH,,NO,,,,,,fresh,,20,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,4,SMALL BASKET,,FRESH,,3000,,,,,,,4,NO,THEY CATCHED FISH AT LEAST EACH WEEK,1,SMALL BASKET,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
106012110432,bd8f8975d684493d8129ce8b7c1f8d5d,NCHENI,YES,,12,3,10 KG BAG,,FRESH,,NO,,,,,,21,,63,10 KG BAG,,SUN-DRIED,,,,,,,"YES, THE FIGURES MATCHED",,0,KILOGRAM,,SUN-DRIED,,6000,,,,,,,0,YES,,0,KILOGRAM,,SUN-DRIED,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
106012110432,bd8f8975d684493d8129ce8b7c1f8d5d,UTAKA,YES,,12,6,SMALL BASKET,,SUN-DRIED,,NO,,,,,,36,,108,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,0,KILOGRAM,,SUN-DRIED,,20000,,,,,,,0,YES,,0,KILOGRAM,,SUN-DRIED,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
308076630116,c710a1912d394efe8e869618d2593691,AGGREGATED,YES,,1,1,KILOGRAM,,FRESH,,NO,,,,,,fresh,,1,KILOGRAM,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,0,OTHER (SPECIFY),NOTHING,OTHER (SPECIFY),nothing,0,,,,,,,0,YES,,1,KILOGRAM,,FRESH,,,,,,,ALMOST ALL,"YES, THE FIGURES MATCHED",
104041780137,c99c252d0f00467aa85701cf5642b95a,UTAKA,YES,,4,2,LARGE BASKET,,FRESH,,NO,,,,,,8,,8,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,8,LARGE BASKET,,FRESH,,8000,,,,,,,4,YES,,1,SMALL BASKET,,FRESH,,,,,,,3/4,"YES, THE FIGURES MATCHED",
104041780004,c9ab0b29b74e40bc93bbe4d1f541192a,USIPA,YES,,16,10,LARGE BASKET,,FRESH,,NO,,,,,,160,,160,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,160,LARGE BASKET,,FRESH,,20000,,,,,,,16,YES,,2,LARGE BASKET,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103021520121,ca477b192b344b6da709672368794576,USIPA,YES,,8,6,LARGE BASKET,,FRESH,,NO,,,,,,48,,48,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,1,LARGE BASKET,,FRESH,,30000,,,,,,,4,YES,,0,KILOGRAM,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103121650179,cba0fa54bfa74ada8d6382d8aab3fae7,CHAMBO,YES,,1,1,LARGE BASKET,,FRESH,,NO,,,,,,1,,1,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,80000,LARGE BASKET,,FRESH,,80000,,,,,,,1,YES,,2,DOZEN / BUNDLE,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
103121640031,cdbb743f058e44b7b07d5ca1fd259661,USIPA,YES,,2,5,SMALL BASKET,,FRESH,,NO,,,,,,10,,10,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,4,SMALL BASKET,,FRESH,,2500,,,,,,,2,YES,,1,SMALL BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
103121660089,ce97d4fe0ebb4eee8c921539ed3c178d,CHAMBO,YES,,1,2,PIECE,,FRESH,,NO,,,,,,2,,2,PIECE,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,0,DOZEN / BUNDLE,,OTHER (SPECIFY),no sales,0,,,,,,,0,YES,,2,PIECE,,FRESH,,,,,,,ALMOST ALL,"YES, THE FIGURES MATCHED",
106012110004,d44fc041d3cf42928b460ca5e04ead07,USIPA,YES,,6,20,SMALL BASKET,,FRESH,,NO,,,,,,20,,120,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,20,SMALL BASKET,,FRESH,,7000,,,,,,,6,YES,,1,DOZEN / BUNDLE,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
106012110109,d4f329c6aab0471a8b64d42108bbf047,UTAKA,YES,,8,6,10 KG BAG,,FRESH,,NO,,,,,,60,,60,10 KG BAG,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,0,KILOGRAM,,FRESH,,0,,,,,,,0,YES,,0,KILOGRAM,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103051560121,dade4852b38646408924eabdff8e9155,UTAKA,YES,,20,1,10 KG BAG,,FRESH,,NO,,,,,,20,,20,10 KG BAG,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,18,10 KG BAG,,FRESH,,5000,,,,,,,20,YES,,2,10 KG BAG,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
106012110070,db8d62f269ce4087b6888253bfe2c32b,NCHENI,YES,,12,144,SMALL BASKET,,FRESH,,NO,,,,,,144,,144,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,144,SMALL BASKET,,FRESH,,1440000,,,,,,,12,YES,,1,5 KG BAG,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103071590172,dc6bcfce915647c9bed0e4ccd5e21a23,UTAKA,YES,,1,1,SMALL BASKET,,FRESH,,NO,,,,,,1,,1,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,FRESH,,10000,,,,,,,1,YES,,5,PIECE,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103121640016,e4547af32128495991bf03d03a57f8db,USIPA,YES,,10,20,SMALL BASKET,,FRESH,,NO,,,,,,600,,600,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,20,SMALL BASKET,,FRESH,,3000,,,,,,,10,YES,,1,SMALL BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
102041360174,e4f7cfdc75d844a3b86abf1a518e0104,USIPA,YES,,2,2,OTHER (SPECIFY),BWATO LARGE,FRESH,,NO,,,,,,97000,,2,OTHER (SPECIFY),BWATO LARGE,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,2,OTHER (SPECIFY),BWATO LARGE,FRESH,,100000,,,,,,,2,YES,,0,LARGE BASKET,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103091620014,e5ef30cd32f842f99e81b66256283285,NCHENI,YES,,2,20,SMALL BASKET,,FRESH,,NO,,,,,,40,,40,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,20,SMALL BASKET,,FRESH,,3500,,,,,,,2,YES,,1,DOZEN / BUNDLE,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
103091620014,e5ef30cd32f842f99e81b66256283285,USIPA,YES,,2,4,SMALL BASKET,,FRESH,,NO,,,,,,8,,8,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,8,SMALL BASKET,,FRESH,,3000,,,,,,,2,YES,,1,DOZEN / BUNDLE,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
309036750022,eb4b4a6041d046b7bb2aa797f3cceb78,MLAMBA,YES,,4,1,SMALL BASKET,,FRESH,,NO,,,,,,1,,1,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,FRESH,,4000,,,,,,,1,YES,,4,PIECE,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
102051410136,f1ce8161e4004670a8edf9f48ae59ed1,NCHENI,YES,,20,10,LARGE BASKET,,FRESH,,NO,,,,,,200,,200,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,180,LARGE BASKET,,FRESH,,11000,,,,,,,20,YES,,20,LARGE BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
102051410136,f1ce8161e4004670a8edf9f48ae59ed1,USIPA,YES,,20,20,LARGE BASKET,,FRESH,,NO,,,,,,400,,400,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,360,LARGE BASKET,,FRESH,,5500,,,,,,,20,YES,,40,LARGE BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
202012650174,f220d6e4a1004dc6b8edadafd7c6c6e8,MLAMBA,YES,,4,2,PIECE,,FRESH,,NO,,,,,,8,,8,PIECE,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,0,PIECE,,FRESH,,0,,,,,,,0,YES,,2,PIECE,,FRESH,,,,,,,ALMOST ALL,"YES, THE FIGURES MATCHED",
106012110078,f7c465a554084ab4a81239bb6dbb1e4d,USIPA,YES,,20,10,LARGE BASKET,,FRESH,,NO,,,,,,200,,200,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,10,LARGE BASKET,,FRESH,,200000,,,,,,,20,YES,,1,DOZEN / BUNDLE,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
106012110078,f7c465a554084ab4a81239bb6dbb1e4d,OTHER,YES,BATALA,20,5,PIECE,,FRESH,,NO,,,,,,200,,200,PIECE,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,5,PIECE,,FRESH,,350,,,,,,,20,YES,,1,PIECE,,FRESH,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
311027110154,f8cb9614a35e48e48a887462089fa9ca,MAKAKANI,YES,,12,1,SMALL BASKET,,FRESH,,NO,,,,,,fresh,,4,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,FRESH,,3000,,,,,,,12,YES,,1,SMALL BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
308066610160,f93241efda8e49e7866df078cf09af52,USIPA,YES,,4,1,5 KG BAG,,SUN-DRIED,,NO,,,,,,sun dried,,0,5 KG BAG,,SUN-DRIED,,,,,,,"YES, THE FIGURES MATCHED",,0,5 KG BAG,,SUN-DRIED,,4000,,,,,,,0,YES,,0,5 KG BAG,,SUN-DRIED,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",
103051560127,f986187c2e5e460fb5e1a6e0637c8ea5,USIPA,YES,,20,1,5 KG BAG,,FRESH,,NO,,,,,,20,,20,5 KG BAG,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,18,5 KG BAG,,FRESH,,5000,,,,,,,18,YES,,2,5 KG BAG,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
302125270103,fd110f67f1844f36a0032b31a25b0c22,CHAMBO,YES,,4,1,LARGE BASKET,,FRESH,,NO,,,,,,4,,4,LARGE BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,3,LARGE BASKET,,FRESH,,35000,,,,,,,4,YES,,1,LARGE BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
102031340149,fd3fde4884b849f88371920162c589a6,AGGREGATED,YES,,2,2,SMALL BASKET,,FRESH,,NO,,,,,,4,,2,SMALL BASKET,,FRESH,,,,,,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,FRESH,,10000,,,,,,,2,YES,,1,SMALL BASKET,,FRESH,,,,,,,1/4,"YES, THE FIGURES MATCHED",
