region,item_name,item_code,unit_name,Otherunit,unit_code,factor,source
Central,"SPAGHETTI, MACARONI, PASTA",114,PACKET 1KG ,,37,1,Calculated Standard Unit
South,"SPAGHETTI, MACARONI, PASTA",114,PACKET 1KG ,,37,1,Calculated Standard Unit
Central,"SPAGHETTI, MACARONI, PASTA",114,PACKET,,60,1.021999955177307,Imputed Factor Based on Other Item-Units
North,"SPAGHETTI, MACARONI, PASTA",114,PACKET 250G ,,65,.25,Calculated Standard Unit
Central,"SPAGHETTI, MACARONI, PASTA",114,PACKET 250G ,,65,.25,Calculated Standard Unit
South,"SPAGHETTI, MACARONI, PASTA",114,PACKET 250G ,,65,.4000000059604645,Calculated Standard Unit
North,"SPAGHETTI, MACARONI, PASTA",114,PIECE,,9,.4004565179347992,Collected from the Field
Central,"SPAGHETTI, MACARONI, PASTA",114,PIECE,,9,.4254400134086609,Collected from the Field
South,"SPAGHETTI, MACARONI, PASTA",114,PIECE,,9,.3933333456516266,Collected from the Field
North,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,TINA ,,25,.1800000071525574,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,TINA ,,25,.181999996304512,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,TINA ,,25,.1599999964237213,Collected from the Field
Central,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,5 LITRE BUCKET(Chigoba),,26,2.285000085830688,Collected from the Field
South,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,5 LITRE BUCKET(Chigoba),,26,2.285000085830688,Collected from the Field
Central,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,PAIL,,4,2.285000085830688,Imputed Factor Based on Other Item-Units
South,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,PAIL,,4,2.285000085830688,Imputed Factor Based on Other Item-Units
North,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL SMALL,,4A,3.114000082015991,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL SMALL,,4A,3.082499980926514,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL SMALL,,4A,2.795000076293945,Collected from the Field
North,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL MEDIUM,,4B,5.581000328063965,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL MEDIUM,,4B,4.508999824523926,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL MEDIUM,,4B,4.892000198364258,Collected from the Field
North,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL LARGE,,4C,11.30999946594238,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL LARGE,,4C,9.788000106811523,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,PAIL LARGE,,4C,9.361000061035156,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,NO. 10 PLATE ,,6,.0910000056028366,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,NO. 10 PLATE ,,6,.0820000022649765,Collected from the Field
Central,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,NO. 12 PLATE ,,7,.1624999940395355,Collected from the Field
South,MAIZE UFA RAW MADEYA(bran flour - unprocessed),118,NO. 12 PLATE ,,7,.1580000072717667,Collected from the Field
Central,"MAIZE, YELLOW FLOUR",119,TINA ,,25,.2049999982118607,Collected from the Field
Central,"MAIZE, YELLOW FLOUR",119,PAIL SMALL,,4A,3.535000085830688,Collected from the Field
Central,"MAIZE, YELLOW FLOUR",119,NO. 10 PLATE ,,6,.125,Collected from the Field
Central,"MAIZE, YELLOW FLOUR",119,NO. 12 PLATE ,,7,.2549999952316284,Collected from the Field
North,CASSAVA TUBERS,201,HEAP,,10,.9752500057220459,Collected from the Field
Central,CASSAVA TUBERS,201,HEAP,,10,1.202000021934509,Collected from the Field
South,CASSAVA TUBERS,201,HEAP,,10,1.120857119560242,Collected from the Field
North,CASSAVA TUBERS,201,TINA ,,25,.3070000112056732,Collected from the Field
North,CASSAVA TUBERS,201,PAIL,,4,4.498000144958496,"Collected from the field, Few Observations Not in All Regions"
Central,CASSAVA TUBERS,201,PAIL,,4,4.498000144958496,"Collected from the field, Few Observations Not in All Regions"
South,CASSAVA TUBERS,201,PAIL,,4,4.498000144958496,"Collected from the field, Few Observations Not in All Regions"
North,CASSAVA TUBERS,201,PAIL SMALL,,4A,4.570000171661377,Collected from the Field
Central,CASSAVA TUBERS,201,PAIL SMALL,,4A,5.364999771118164,Collected from the Field
South,CASSAVA TUBERS,201,PAIL SMALL,,4A,4.849999904632568,Collected from the Field
North,CASSAVA TUBERS,201,PAIL LARGE,,4C,21,Collected from the Field
Central,CASSAVA TUBERS,201,PAIL LARGE,,4C,14.89000034332275,Collected from the Field
South,CASSAVA TUBERS,201,PAIL LARGE,,4C,14,Collected from the Field
North,CASSAVA TUBERS,201,PIECE,,9,.2996153831481934,Collected from the Field
Central,CASSAVA TUBERS,201,PIECE,,9,.3151600062847137,Collected from the Field
South,CASSAVA TUBERS,201,PIECE,,9,.3602045476436615,Collected from the Field
North,CASSAVA TUBERS,201,PIECE SMALL,,9A,.2300000041723251,Collected from the Field
Central,CASSAVA TUBERS,201,PIECE SMALL,,9A,.1675000041723251,Collected from the Field
South,CASSAVA TUBERS,201,PIECE SMALL,,9A,.1430000066757202,Collected from the Field
North,CASSAVA TUBERS,201,PIECE MEDIUM,,9B,.3720000088214874,Collected from the Field
Central,CASSAVA TUBERS,201,PIECE MEDIUM,,9B,.3050000071525574,Collected from the Field
South,CASSAVA TUBERS,201,PIECE MEDIUM,,9B,.2599999904632568,Collected from the Field
North,CASSAVA TUBERS,201,PIECE LARGE,,9C,.671999990940094,Collected from the Field
Central,CASSAVA TUBERS,201,PIECE LARGE,,9C,.4850000143051147,Collected from the Field
South,CASSAVA TUBERS,201,PIECE LARGE,,9C,.4300000071525574,Collected from the Field
North,CASSAVA FLOUR,202,TINA ,,25,.2619999945163727,Collected from the Field
Central,CASSAVA FLOUR,202,TINA ,,25,.1899999976158142,Collected from the Field
South,CASSAVA FLOUR,202,TINA ,,25,.2739999890327454,Collected from the Field
North,CASSAVA FLOUR,202,PAIL,,4,4.336460113525391,"Collected from the field, Few Observations Not in All Regions"
Central,CASSAVA FLOUR,202,PAIL,,4,4.336460113525391,"Collected from the field, Few Observations Not in All Regions"
South,CASSAVA FLOUR,202,PAIL,,4,4.336460113525391,"Collected from the field, Few Observations Not in All Regions"
North,CASSAVA FLOUR,202,PAIL SMALL,,4A,2.74399995803833,Collected from the Field
Central,CASSAVA FLOUR,202,PAIL SMALL,,4A,2.957499980926514,Collected from the Field
South,CASSAVA FLOUR,202,PAIL SMALL,,4A,3.388499975204468,Collected from the Field
North,CASSAVA FLOUR,202,PAIL MEDIUM,,4B,5.519000053405762,Collected from the Field
Central,CASSAVA FLOUR,202,PAIL MEDIUM,,4B,4.460000038146973,Collected from the Field
South,CASSAVA FLOUR,202,PAIL MEDIUM,,4B,5.40500020980835,Collected from the Field
North,CASSAVA FLOUR,202,PAIL LARGE,,4C,8.342000007629395,Collected from the Field
South,CASSAVA FLOUR,202,PAIL LARGE,,4C,11.61750030517578,Collected from the Field
North,CASSAVA FLOUR,202,NO. 10 PLATE ,,6,.0850000008940697,Collected from the Field
Central,CASSAVA FLOUR,202,NO. 10 PLATE ,,6,.0850000008940697,Collected from the Field
South,CASSAVA FLOUR,202,No 10 PLATE,,6,.2449000030755997,Collected from the Field
North,CASSAVA FLOUR,202,NO. 12 PLATE ,,7,.2750000059604645,Collected from the Field
Central,CASSAVA FLOUR,202,NO. 12 PLATE ,,7,.1599999964237213,Collected from the Field
South,CASSAVA FLOUR,202,No 12 PLATE,,7,.4404999911785126,Collected from the Field
North,WHITE SWEET POTATO,203,HEAP,,10,1.105800032615662,Collected from the Field
Central,WHITE SWEET POTATO,203,HEAP,,10,1.819214224815369,Collected from the Field
South,WHITE SWEET POTATO,203,HEAP,,10,1.263700008392334,Collected from the Field
North,WHITE SWEET POTATO,203,HEAP SMALL,,10A,.9105000495910645,Collected from the Field
Central,WHITE SWEET POTATO,203,HEAP SMALL,,10A,.9474999904632568,Collected from the Field
South,WHITE SWEET POTATO,203,HEAP SMALL,,10A,.9140000343322754,Collected from the Field
North,WHITE SWEET POTATO,203,HEAP MEDIUM,,10B,1.458999991416931,Collected from the Field
Central,WHITE SWEET POTATO,203,HEAP MEDIUM,,10B,1.529500007629395,Collected from the Field
South,WHITE SWEET POTATO,203,HEAP MEDIUM,,10B,1.621999979019165,Collected from the Field
North,WHITE SWEET POTATO,203,HEAP LARGE,,10C,2.246000051498413,Collected from the Field
Central,WHITE SWEET POTATO,203,HEAP LARGE,,10C,2.351500034332275,Collected from the Field
South,WHITE SWEET POTATO,203,HEAP LARGE,,10C,2.634999990463257,Collected from the Field
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL (SMALL),23,7.849999904632568,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL (MEDIUM),23,7.849999904632568,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),HALF PAIL,23,3.924999952316284,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL,23,7.849999904632568,Collected from the Field
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),5L BUCKET,23,7.849999904632568,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL (LARGE),23,16.30999946594238,Collected from the Field
Central,WHITE SWEET POTATO,203,OTHER (SPECIFY),GABA PAIL,23,7.849999904632568,Imputed Factor Based on Other Item-Units
Central,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL,23,7.849999904632568,Collected from the Field
South,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL (SMALL),23,7.849999904632568,Imputed Factor Based on Other Item-Units
South,WHITE SWEET POTATO,203,OTHER (SPECIFY),PAIL (LARGE),23,16.30999946594238,Collected from the Field
South,WHITE SWEET POTATO,203,OTHER (SPECIFY),5L BUCKET,23,7.849999904632568,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,PAIL,,4,4.793000221252441,Imputed Factor Based on Other Item-Units
Central,WHITE SWEET POTATO,203,PAIL,,4,4.793000221252441,Imputed Factor Based on Other Item-Units
South,WHITE SWEET POTATO,203,PAIL,,4,4.793000221252441,Imputed Factor Based on Other Item-Units
North,WHITE SWEET POTATO,203,PAIL MEDIUM,,4B,11.54800033569336,"Collected from the field, Few Observations Not in All Regions"
Central,WHITE SWEET POTATO,203,PAIL MEDIUM,,4B,11.54800033569336,"Collected from the field, Few Observations Not in All Regions"
South,WHITE SWEET POTATO,203,PAIL MEDIUM,,4B,11.54800033569336,"Collected from the field, Few Observations Not in All Regions"
North,WHITE SWEET POTATO,203,PIECE,,9,.1465000063180923,Collected from the Field
Central,WHITE SWEET POTATO,203,PIECE,,9,.1003749966621399,Collected from the Field
South,WHITE SWEET POTATO,203,PIECE,,9,.1926250010728836,Collected from the Field
North,WHITE SWEET POTATO,203,PIECE SMALL,,9A,.164000004529953,Collected from the Field
Central,WHITE SWEET POTATO,203,PIECE SMALL,,9A,.1889999955892563,Collected from the Field
South,WHITE SWEET POTATO,203,PIECE SMALL,,9A,.136000007390976,Collected from the Field
North,WHITE SWEET POTATO,203,PIECE MEDIUM,,9B,.2759999930858612,Collected from the Field
Central,WHITE SWEET POTATO,203,PIECE MEDIUM,,9B,.3600000143051147,Collected from the Field
South,WHITE SWEET POTATO,203,PIECE MEDIUM,,9B,.2759999930858612,Collected from the Field
North,WHITE SWEET POTATO,203,PIECE LARGE,,9C,.4670000076293945,Collected from the Field
Central,WHITE SWEET POTATO,203,PIECE LARGE,,9C,.6487499475479126,Collected from the Field
South,WHITE SWEET POTATO,203,PIECE LARGE,,9C,.4909999966621399,Collected from the Field
North,ORANGE SWEET POTATO,204,HEAP,,10,1.162875056266785,Collected from the Field
Central,ORANGE SWEET POTATO,204,HEAP,,10,1.991583347320557,Collected from the Field
South,ORANGE SWEET POTATO,204,HEAP,,10,1.113999962806702,Collected from the Field
North,ORANGE SWEET POTATO,204,HEAP SMALL,,10A,.9309999942779541,Collected from the Field
Central,ORANGE SWEET POTATO,204,HEAP SMALL,,10A,.9750000238418579,Collected from the Field
South,ORANGE SWEET POTATO,204,HEAP SMALL,,10A,.9120000004768372,Collected from the Field
North,ORANGE SWEET POTATO,204,HEAP MEDIUM,,10B,1.534000039100647,Collected from the Field
Central,ORANGE SWEET POTATO,204,HEAP MEDIUM,,10B,1.52649998664856,Collected from the Field
South,ORANGE SWEET POTATO,204,HEAP MEDIUM,,10B,1.496000051498413,Collected from the Field
North,ORANGE SWEET POTATO,204,HEAP LARGE,,10C,2.310999870300293,Collected from the Field
Central,ORANGE SWEET POTATO,204,HEAP LARGE,,10C,2.184999942779541,Collected from the Field
South,ORANGE SWEET POTATO,204,HEAP LARGE,,10C,2.319999933242798,Collected from the Field
Central,ORANGE SWEET POTATO,204,OTHER (SPECIFY),5L BUCKET,23,7.849999904632568,Imputed Factor Based on Other Item-Units
South,ORANGE SWEET POTATO,204,OTHER (SPECIFY),5L BUCKET,23,7.849999904632568,Imputed Factor Based on Other Item-Units
North,ORANGE SWEET POTATO,204,PAIL,,4,6.109399795532227,"Collected from the field, Few Observations Not in All Regions"
Central,ORANGE SWEET POTATO,204,PAIL,,4,6.109399795532227,"Collected from the field, Few Observations Not in All Regions"
South,ORANGE SWEET POTATO,204,PAIL,,4,6.109399795532227,"Collected from the field, Few Observations Not in All Regions"
North,ORANGE SWEET POTATO,204,PIECE,,9,.0987999960780144,Collected from the Field
Central,ORANGE SWEET POTATO,204,PIECE,,9,.0701249986886978,Collected from the Field
South,ORANGE SWEET POTATO,204,PIECE,,9,.2134999930858612,Collected from the Field
North,ORANGE SWEET POTATO,204,PIECE SMALL,,9A,.1299999952316284,Collected from the Field
Central,ORANGE SWEET POTATO,204,PIECE SMALL,,9A,.1500000059604645,Collected from the Field
South,ORANGE SWEET POTATO,204,PIECE SMALL,,9A,.1650000065565109,Collected from the Field
North,ORANGE SWEET POTATO,204,PIECE MEDIUM,,9B,.2259999960660934,Collected from the Field
Central,ORANGE SWEET POTATO,204,PIECE MEDIUM,,9B,.2849999964237213,Collected from the Field
South,ORANGE SWEET POTATO,204,PIECE MEDIUM,,9B,.300000011920929,Collected from the Field
North,ORANGE SWEET POTATO,204,PIECE LARGE,,9C,.3869999945163727,Collected from the Field
Central,ORANGE SWEET POTATO,204,PIECE LARGE,,9C,.5550000071525574,Collected from the Field
South,ORANGE SWEET POTATO,204,PIECE LARGE,,9C,.4550000131130219,Collected from the Field
North,IRISH POTATO,205,HEAP,,10,1.103829264640808,Collected from the Field
Central,IRISH POTATO,205,HEAP,,10,.5204821228981018,Collected from the Field
South,IRISH POTATO,205,HEAP,,10,.5942727327346802,Collected from the Field
North,IRISH POTATO,205,HEAP SMALL,,10A,.4129999876022339,Collected from the Field
Central,IRISH POTATO,205,HEAP SMALL,,10A,.3669999837875366,Collected from the Field
South,IRISH POTATO,205,HEAP SMALL,,10A,.3145000040531158,Collected from the Field
North,IRISH POTATO,205,HEAP MEDIUM,,10B,.6985000371932983,Collected from the Field
Central,IRISH POTATO,205,HEAP MEDIUM,,10B,.6480000019073486,Collected from the Field
South,IRISH POTATO,205,HEAP MEDIUM,,10B,.5220000147819519,Collected from the Field
North,IRISH POTATO,205,HEAP LARGE,,10C,1.167999982833862,Collected from the Field
Central,IRISH POTATO,205,HEAP LARGE,,10C,1.075000047683716,Collected from the Field
South,IRISH POTATO,205,HEAP LARGE,,10C,1.027999997138977,Collected from the Field
Central,IRISH POTATO,205,OTHER (SPECIFY),BASIN,23,4.179999828338623,"Collected from the field, Few Observations Not in All Regions"
South,IRISH POTATO,205,OTHER (SPECIFY),PIECE,23,.1299999952316284,Collected from the Field
South,IRISH POTATO,205,OTHER (SPECIFY),BASIN,23,4.179999828338623,"Collected from the field, Few Observations Not in All Regions"
North,IRISH POTATO,205,5 LITRE BUCKET (CHIGOBA) ,,26,5.328000068664551,Collected from the Field
Central,IRISH POTATO,205,5 LITRE BUCKET (CHIGOBA) ,,26,5.259500026702881,Collected from the Field
South,IRISH POTATO,205,5 LITRE BUCKET (CHIGOBA) ,,26,5.187999725341797,Collected from the Field
North,IRISH POTATO,205,PAIL,,4,5.170400142669678,Collected from the Field
Central,IRISH POTATO,205,PAIL,,4,5.502428531646729,Collected from the Field
South,IRISH POTATO,205,PAIL,,4,4.850800037384033,Collected from the Field
North,IRISH POTATO,205,PAIL SMALL,,4A,3.005666732788086,Collected from the Field
Central,IRISH POTATO,205,PAIL SMALL,,4A,3.231714248657227,Collected from the Field
South,IRISH POTATO,205,PAIL SMALL,,4A,4.494666576385498,Collected from the Field
North,IRISH POTATO,205,PAIL MEDIUM,,4B,9.311429023742676,Collected from the Field
Central,IRISH POTATO,205,PAIL MEDIUM,,4B,8.24470043182373,Collected from the Field
South,IRISH POTATO,205,PAIL MEDIUM,,4B,6.708749771118164,Collected from the Field
North,IRISH POTATO,205,PAIL LARGE,,4C,18.02449989318848,Collected from the Field
Central,IRISH POTATO,205,PAIL LARGE,,4C,19.61999893188477,Collected from the Field
South,IRISH POTATO,205,PAIL LARGE,,4C,17.36249923706055,Collected from the Field
North,IRISH POTATO,205,PIECE SMALL,,9A,.0300000011920929,Collected from the Field
Central,IRISH POTATO,205,PIECE SMALL,,9A,.0450000017881393,Collected from the Field
South,IRISH POTATO,205,PIECE SMALL,,9A,.0399999991059303,Collected from the Field
North,IRISH POTATO,205,PIECE MEDIUM,,9B,.0625,Collected from the Field
Central,IRISH POTATO,205,PIECE MEDIUM,,9B,.0850000008940697,Collected from the Field
South,IRISH POTATO,205,PIECE MEDIUM,,9B,.0759999975562096,Collected from the Field
North,IRISH POTATO,205,PIECE LARGE,,9C,.0549999997019768,Collected from the Field
Central,IRISH POTATO,205,PIECE LARGE,,9C,.1315000057220459,Collected from the Field
South,IRISH POTATO,205,PIECE LARGE,,9C,.119999997317791,Collected from the Field
North,POTATO CRISPS,206,SATCHET/TUBE,,22,.0525769218802452,Collected from the Field
Central,POTATO CRISPS,206,SATCHET/TUBE,,22,.1138000041246414,Collected from the Field
South,POTATO CRISPS,206,SATCHET/TUBE,,22,.0472500026226044,Collected from the Field
North,POTATO CRISPS,206,SATCHET/TUBE (25G),,41,.025000000372529,Collected from the Field
Central,POTATO CRISPS,206,SATCHET/TUBE 25G,,41,.025000000372529,Collected from the Field
South,POTATO CRISPS,206,SATCHET/TUBE 25G,,41,.0324999988079071,Collected from the Field
Central,POTATO CRISPS,206,SATCHET/TUBE 50G,,42,.0425000004470348,Collected from the Field
South,POTATO CRISPS,206,SATCHET/TUBE 50G,,42,.0399999991059303,Collected from the Field
North,POTATO CRISPS,206,SATCHET/TUBE 100G,,43,.1000000014901,Calculated Standard Unit
Central,POTATO CRISPS,206,SATCHET/TUBE 100G,,43,.1000000014901,Calculated Standard Unit
South,POTATO CRISPS,206,SATCHET/TUBE 100G,,43,.1000000014901,Calculated Standard Unit
North,POTATO CRISPS,206,PACKET (25g),,70,.025000000372529,Imputed Factor Based on Other Item-Units
Central,POTATO CRISPS,206,PACKET 25G ,,70,.0274999998509884,Collected from the Field
South,POTATO CRISPS,206,PACKET 25G ,,70,.025000000372529,Imputed Factor Based on Other Item-Units
North,POTATO CRISPS,206,PIECE,,9,.0563076920807362,"Collected from the field, Few Observations Not in All Regions"
Central,POTATO CRISPS,206,PIECE,,9,.0563076920807362,"Collected from the field, Few Observations Not in All Regions"
South,POTATO CRISPS,206,PIECE,,9,.0563076920807362,"Collected from the field, Few Observations Not in All Regions"
North,"PLANTAIN, COOKING BANANA",207,HEAP,,10,1.671347975730896,"Collected from the field, Few Observations Not in All Regions"
Central,"PLANTAIN, COOKING BANANA",207,HEAP,,10,1.671347975730896,"Collected from the field, Few Observations Not in All Regions"
South,"PLANTAIN, COOKING BANANA",207,HEAP,,10,1.671347975730896,"Collected from the field, Few Observations Not in All Regions"
North,"PLANTAIN, COOKING BANANA",207,PAIL,,4,2.019999980926514,"Collected from the field, Few Observations Not in All Regions"
Central,"PLANTAIN, COOKING BANANA",207,PAIL,,4,2.019999980926514,"Collected from the field, Few Observations Not in All Regions"
South,"PLANTAIN, COOKING BANANA",207,PAIL,,4,2.019999980926514,"Collected from the field, Few Observations Not in All Regions"
North,"PLANTAIN, COOKING BANANA",207,CLUSTER SMALL,,44A,.9700000286102295,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,CLUSTER SMALL,,44A,.9800000190734863,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,CLUSTER SMALL,,44A,.8700000047683716,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,CLUSTER MEDIUM,,44B,1.559999942779541,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,CLUSTER MEDIUM,,44B,1.450000047683716,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,CLUSTER MEDIUM,,44B,1.284000039100647,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,CLUSTER LARGE,,44C,2.152999877929688,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,CLUSTER LARGE,,44C,2.407500028610229,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,CLUSTER LARGE,,44C,1.531000018119812,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,BUNCH,,8,2.085900068283081,"Collected from the field, Few Observations Not in All Regions"
Central,"PLANTAIN, COOKING BANANA",207,BUNCH,,8,2.085900068283081,"Collected from the field, Few Observations Not in All Regions"
South,"PLANTAIN, COOKING BANANA",207,BUNCH,,8,2.085900068283081,"Collected from the field, Few Observations Not in All Regions"
North,"PLANTAIN, COOKING BANANA",207,BUNCH SMALL,,8A,8.699999809265137,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,BUNCH SMALL,,8A,7.767499923706055,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,BUNCH SMALL,,8A,1.356500029563904,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,BUNCH MEDIUM,,8B,16,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,BUNCH MEDIUM,,8B,12.72999954223633,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,BUNCH MEDIUM,,8B,3.736000061035156,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,BUNCH LARGE,,8C,22.10000038146973,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,BUNCH LARGE,,8C,16.67049980163574,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,BUNCH LARGE,,8C,9.420999526977539,Collected from the Field
North,"PLANTAIN, COOKING BANANA",207,PIECE ,,9,.1679999977350235,Collected from the Field
Central,"PLANTAIN, COOKING BANANA",207,PIECE ,,9,.1475000083446503,Collected from the Field
South,"PLANTAIN, COOKING BANANA",207,PIECE,,9,.2584699988365173,Collected from the Field
North,COCOYAM (MASIMBI),208,HEAP ,,10,1.23199999332428,Collected from the Field
Central,COCOYAM (MASIMBI),208,HEAP ,,10,.9125000238418579,Collected from the Field
South,COCOYAM (MASIMBI),208,HEAP ,,10,.8759999871253967,Collected from the Field
North,COCOYAM (MASIMBI),208,PIECE ,,9,.7900000214576721,Collected from the Field
Central,COCOYAM (MASIMBI),208,PIECE ,,9,.2150000035762787,Collected from the Field
South,COCOYAM (MASIMBI),208,PIECE ,,9,.2099999934434891,Collected from the Field
North,"BEAN, WHITE",301,HEAP ,,10,.3339999914169312,Collected from the Field
Central,"BEAN, WHITE",301,HEAP ,,10,.125,Collected from the Field
South,"BEAN, WHITE",301,HEAP ,,10,.2432500123977661,Collected from the Field
Central,"BEAN, WHITE",301,OTHER (SPECIFY),CUP,23,.5600000023841858,Collected from the Field
South,"BEAN, WHITE",301,OTHER (SPECIFY),CUP,23,.5600000023841858,Collected from the Field
North,"BEAN, WHITE",301,TINA,,25,.2599999904632568,"Collected from the field, Few Observations Not in All Regions"
Central,"BEAN, WHITE",301,TINA,,25,.2599999904632568,"Collected from the field, Few Observations Not in All Regions"
South,"BEAN, WHITE",301,TINA,,25,.2599999904632568,"Collected from the field, Few Observations Not in All Regions"
North,"BEAN, WHITE",301,TINA FLAT,,25A,.2160000056028366,Collected from the Field
Central,"BEAN, WHITE",301,TINA FLAT,,25A,.2162500023841858,Collected from the Field
South,"BEAN, WHITE",301,TINA FLAT,,25A,.2240000069141388,Collected from the Field
North,"BEAN, WHITE",301,TINA HEAPED,,25B,.3199999928474426,Collected from the Field
Central,"BEAN, WHITE",301,TINA HEAPED,,25B,.3025000095367432,Collected from the Field
South,"BEAN, WHITE",301,TINA HEAPED,,25B,.3140000104904175,Collected from the Field
North,"BEAN, WHITE",301,BASIN  SMALL,,27A,3.766000032424927,Collected from the Field
Central,"BEAN, WHITE",301,BASIN  SMALL,,27A,3.747499942779541,Collected from the Field
South,"BEAN, WHITE",301,BASIN  SMALL,,27A,4.110000133514404,Collected from the Field
North,"BEAN, WHITE",301,PAIL,,4,5.117156505584717,"Collected from the field, Few Observations Not in All Regions"
Central,"BEAN, WHITE",301,PAIL,,4,5.117156505584717,"Collected from the field, Few Observations Not in All Regions"
South,"BEAN, WHITE",301,PAIL,,4,5.117156505584717,"Collected from the field, Few Observations Not in All Regions"
North,"BEAN, WHITE",301,PAIL SMALL,,4A,4.327000141143799,Collected from the Field
Central,"BEAN, WHITE",301,PAIL SMALL,,4A,4.994999885559082,Collected from the Field
South,"BEAN, WHITE",301,PAIL SMALL,,4A,5.622000217437744,Collected from the Field
North,"BEAN, WHITE",301,No 10 PLATE,,6,.2416515201330185,Collected from the Field
Central,"BEAN, WHITE",301,No 10 PLATE,,6,.1864666640758514,Collected from the Field
South,"BEAN, WHITE",301,No 10 PLATE,,6,.164000004529953,Collected from the Field
North,"BEAN, WHITE",301,NO. 10 PLATE FLAT,,6A,.0724999979138374,Collected from the Field
Central,"BEAN, WHITE",301,NO. 10 PLATE FLAT,,6A,.0775000005960464,Collected from the Field
South,"BEAN, WHITE",301,NO. 10 PLATE FLAT,,6A,.0694999992847443,Collected from the Field
North,"BEAN, WHITE",301,NO. 10 PLATE HEAPED,,6B,.1299999952316284,Collected from the Field
Central,"BEAN, WHITE",301,NO. 10 PLATE HEAPED,,6B,.125,Collected from the Field
South,"BEAN, WHITE",301,NO. 10 PLATE HEAPED,,6B,.114999994635582,Collected from the Field
North,"BEAN, WHITE",301,No 12 PLATE,,7,.3856124877929688,Collected from the Field
Central,"BEAN, WHITE",301,NO. 12 PLATE ,,7,.2209600061178207,Collected from the Field
South,"BEAN, WHITE",301,NO. 12 PLATE ,,7,.2915076911449432,Collected from the Field
North,"BEAN, WHITE",301,NO. 12 PLATE FLAT,,7A,.1712500005960464,Collected from the Field
Central,"BEAN, WHITE",301,NO. 12 PLATE FLAT,,7A,.1720000058412552,Collected from the Field
South,"BEAN, WHITE",301,NO. 12 PLATE FLAT,,7A,.1990000009536743,Collected from the Field
North,"BEAN, WHITE",301,NO. 12 PLATE HEAPED,,7B,.228750005364418,Collected from the Field
Central,"BEAN, WHITE",301,NO. 12 PLATE HEAPED,,7B,.2700000107288361,Collected from the Field
South,"BEAN, WHITE",301,NO. 12 PLATE HEAPED,,7B,.2800000011920929,Collected from the Field
North,"BEAN, BROWN",302,HEAP ,,10,.3219999969005585,Collected from the Field
