case_id,HHID,fs_d14a,fs_d14b,fs_d14c,fs_d14d,fs_d15,fs_d16a,fs_d16b,fs_d17,fs_d18a,fs_d18b,fs_d18c,fs_18d,fs_d18e,fs_d18f,fs_d19,fs_d20a,fs_d20b,fs_d21a,fs_d21b,fs_d22,fs_d23,fs_d24a,fs_d24b
201062420307,905312d7c13647c1be0f0f6e151bb0f7,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
201132480069,9537c2af38204504b3ab3ba33d3a1873,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
201202510452,33562022c89342cdb15d85e78156605f,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
201232570069,caa7c5e39df04ccea53bcfdc1c46e556,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610034,1a66dc2cc2f443e9bf44d36163d02efe,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610047,829cfd6017e042bfbd03078497083042,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610085,af553d7e86654519b98e08efbe6c72ed,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610111,a82df73a7ae247ab951a3bcb06d153db,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610288,26adc41013a94298b69eb3598e8dad22,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012610405,9d70f67249c746d7b8ea515f7c63645b,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012630048,cfaf93d4cc23462bbbaeafca87f9d7b9,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012630183,dd9fd89a14db4172b564ba88586476e0,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640015,eabe542e016e4f9092ac9982b486ce99,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640112,93da393f2e0349aabebd3923f9bb6cee,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640113,0ff40b7a5a2e4ed988266cf0f5ded053,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640155,bd7f18d847f8471c91dbe306fce4555e,0,2,0,4,NO,,,YES,1,OTHER (SPECIFY),24 PLATE,4,OTHER (SPECIFY),24 PLATE,YES,4000,0,0,0,NO,,,
202012640209,338025b7ebba4cde9ee471f5a3750a6f,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640217,3f0493aac12b4454b26ae066bba904b8,6,2,0,2,NO,,,YES,1,SMALL BASKET,,2,SMALL BASKET,,NO,,,0,0,NO,,,
202012640248,2e467500122f43dbb03b768163ece17b,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640252,1961dbf9c3a947129d725cac98bf73b1,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012640296,6449d264804649feb5879bc9104b10c3,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012650095,2e692dc43c35455bab5717f379e70413,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012650096,c674acba1a3146e5931d27264639035c,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202012650174,f220d6e4a1004dc6b8edadafd7c6c6e8,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202022680278,11288a6789824f339732eb04da0eb8e7,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202032690164,0cefcd136f374aaf9ae3823df18e3f25,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202032690233,aea3dd3b707145e2aab3a7588bd1fdd6,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202032690313,2f56bc91ee38466598a2327d0e8f3008,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202032690331,a00372954140485a946b116b74ab74a7,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202032690349,7d782d8a2d9840f5aa81f257e9b66344,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042700038,ad2716ee75784ef79a82fbeaa12d796c,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042700041,4e0ae39c3acd40b08221882ec4771e8d,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042700084,dc47a9477ec94d1fa8509d4bf891db6e,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042700118,eb7f8207ec0341fba18c0e5adef3c9c8,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042710084,30276d4532fa4421b658a6def0af6804,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202042710177,c6735b6c1436494b9a2502bcf7ac4fd5,10,4,5,4,NO,,,YES,2,KILOGRAM,,20,KILOGRAM,,NO,,,0,0,NO,,,
202052730008,2c5791e971bd45a2ab323acc8524ba15,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062740207,87a36ce46afe4a69b05029997f9863a7,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062740398,de4c1e4e49794475bb71aa0b5b2ddbbb,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062740428,05663c5cc5c44c769182e787c00935a0,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062750140,a198f2580cf54e13bbfa68311ced3656,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062760073,8dd4a2c502924f25b03154276d68d9cb,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062760142,cb5167d6923d47a79b3849d92a8f2271,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062770118,ec1dae3c2e444e05bf87d07242528189,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062770237,032f41b50b6b476195a1c9cd53807e82,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062770286,dcb807759a7f4f09bdd082ddddc9bc24,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062780108,9791161797654f89b7b03b97db45ec36,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
202062790306,6ab88b8c4aa44dd5b9738190d085d919,0,0,0,0,NO,,,NO,,,,,,,NO,,,0,0,NO,,,
