case_id,HHID,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m
210404530056,246f24d6868f4d65bf0ac9a4d82f1edd,USIPA,,45000,5 KG BAG,,SUN-DRIED,,200,NO,,,,,,,2000,5 KG BAG,,SUN-DRIED,,2000,NO,,,,,,
210524560148,c4abd3112d7947b5a91ee7c1e1116157,OTHER,OREOCHROMIS SPECIES FROM MOZAMBIQUE,70000,LARGE BASKET,,FRESH,,4000,NO,,,,,,,150000,LARGE BASKET,,ICED,,130000,NO,,,,,,
210534570335,c9353c509bd24469b34dd01fca4ea572,USIPA,,2,25 KG BAG,,FRESH,,20000,NO,,,,,,,6,KILOGRAM,,SUN-DRIED,,200,NO,,,,,,
210744700137,71dc023e07af49178e0456b4e18015a3,USIPA,,36,SMALL BASKET,,SUN-DRIED,,15000,NO,,,,,,,3,SMALL BASKET,,SUN-DRIED,,15000,NO,,,,,,
210814760094,d382e45049974e5baf0d325a38906db6,NCHENI,,75000,PIECE,,SUN-DRIED,,1000,NO,,,,,,,25000,PIECE,,SUN-DRIED,,1000,NO,,,,,,
210834770069,2a1005333abc4ac1ad79c0051f7b04ae,NCHENI,,60,DOZEN / BUNDLE,,FRESH,,400,NO,,,,,,,40,DOZEN / BUNDLE,,FRESH,,500,NO,,,,,,
210834770069,2a1005333abc4ac1ad79c0051f7b04ae,USIPA,,5,SMALL BASKET,,FRESH,,2000,NO,,,,,,,5,SMALL BASKET,,FRESH,,4000,NO,,,,,,
210854780182,16fda3533fea49ca95e32bb02d73263d,MATEMBA,,5,KILOGRAM,,SUN-DRIED,,1000,NO,,,,,,,10,OTHER (SPECIFY),HEAP,OTHER (SPECIFY),HEAP,1000,NO,,,,,,
301014850221,404755a1aa2d4f9894ebd315a4b73e6e,UTAKA,,0,,,,,,NO,,,,,,,3,LARGE BASKET,,FRESH,,15000,NO,,,,,,
301024880157,89346232f7d3434b8116a01d71d1711e,MAKUMBA,,0,,,,,,NO,,,,,,,5,LARGE BASKET,,SUN-DRIED,,12000,NO,,,,,,
301044910228,c5644b861016426ba906b43b3eb95ec9,USIPA,,2,LARGE BASKET,,SUN-DRIED,,14000,YES,2,LARGE BASKET,,SUN-DRIED,,14000,2,LARGE BASKET,,SUN-DRIED,,14000,NO,,,,,,
301074990182,11dc07ba4130498cb6a9d3c441d607e9,USIPA,,2,LARGE BASKET,,SUN-DRIED,,20000,NO,,,,,,,2,LARGE BASKET,,SUN-DRIED,,30000,NO,,,,,,
301075000130,1eb28b8016d5480c962db6d5ebf5fbbc,USIPA,,15,KILOGRAM,,SUN-DRIED,,3000,NO,,,,,,,15,KILOGRAM,,SUN-DRIED,,4500,NO,,,,,,
302015100043,0f0c040e49424a0ea37377b0bbe367b6,MATEMBA,,5,KILOGRAM,,FRESH,,4000,NO,,,,,,,5,KILOGRAM,,FRESH,,5000,NO,,,,,,
302045140142,138fe65e4394456a9fc55fec3942e856,USIPA,,5,KILOGRAM,,SUN-DRIED,,2500,NO,,,,,,,4,KILOGRAM,,SUN-DRIED,,4000,NO,,,,,,
302055150051,16e35e4959c84fc8af67fd4ba15caff7,CHAMBO,,0,,,,,,NO,,,,,,,4,SMALL BASKET,,FRESH,,10000,NO,,,,,,
302055150051,16e35e4959c84fc8af67fd4ba15caff7,MLAMBA,,0,,,,,,NO,,,,,,,12,SMALL BASKET,,FRESH,,5000,NO,,,,,,
302055150053,a0d7c31e66624891b0882a43b362bcb3,MATEMBA,,20,SMALL BASKET,,FRESH,,2500,NO,,,,,,,20,SMALL BASKET,,FRESH,,3000,NO,,,,,,
302055150053,a0d7c31e66624891b0882a43b362bcb3,CHAMBO,,50,DOZEN / BUNDLE,,FRESH,,700,NO,,,,,,,40,DOZEN / BUNDLE,,FRESH,,1000,NO,,,,,,
302055150053,a0d7c31e66624891b0882a43b362bcb3,MLAMBA,,300,DOZEN / BUNDLE,,FRESH,,700,NO,,,,,,,40,DOZEN / BUNDLE,,FRESH,,1500,NO,,,,,,
302055150125,3fba9c5ad9d647f5a2f28a15225959ec,MATEMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
302055150128,7044c86dce354b30a1bb45b557dc15f4,MLAMBA,,2,25 KG BAG,,FRESH,,15000,NO,,,,,,,2,25 KG BAG,,FRESH,,15000,NO,,,,,,
302055150128,7044c86dce354b30a1bb45b557dc15f4,MATEMBA,,0,,,,,,NO,,,,,,,3,SMALL BASKET,,FRESH,,4000,NO,,,,,,
302075180078,c178cbc635764835bb997e37264afa99,MATEMBA,,4,SMALL BASKET,,SUN-DRIED,,3500,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,3500,NO,,,,,,
302125270113,c78681536afc403f911e540ac47eb594,MATEMBA,,15,KILOGRAM,,FRESH,,7000,NO,,,,,,,15,KILOGRAM,,FRESH,,8500,NO,,,,,,
303015310009,3c38d3a7805c476db300e4d536a0b5a0,USIPA,,8,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,40000,NO,,,,,,,8,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,40000,NO,,,,,,
303025320062,d61e48d5c68247ef8ffaadcc9fa32476,MLAMBA,,24,OTHER (SPECIFY),5L BUCKET,FRESH,,3500,NO,,,,,,,12,OTHER (SPECIFY),5 LITRE CHIGOBA,SMOKED,,5000,NO,,,,,,
303025320118,2a187763ae384077a5aaf193431b3b66,CHAMBO,,30,OTHER (SPECIFY),5L BUCKET,FRESH,,6000,NO,,,,,,,30,OTHER (SPECIFY),CHIGOBA,FRESH,,6500,NO,,,,,,
303025320118,2a187763ae384077a5aaf193431b3b66,OTHER,KASAWALA,50,OTHER (SPECIFY),5L BUCKET,FRESH,,1500,NO,,,,,,,50,OTHER (SPECIFY),CHIGOBA,FRESH,,2000,NO,,,,,,
303025320118,2a187763ae384077a5aaf193431b3b66,MLAMBA,,30,OTHER (SPECIFY),5L BUCKET,FRESH,,2500,NO,,,,,,,30,OTHER (SPECIFY),CHIGOBA,FRESH,,3000,NO,,,,,,
303025320145,71cd91513a5743c095983a41790ee7a9,UTAKA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,2500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,3500,NO,,,,,,
303025320145,71cd91513a5743c095983a41790ee7a9,USIPA,,3,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,2000,NO,,,,,,,3,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4000,NO,,,,,,
303025350064,101f79de544f4e4cb88663fb64e0a353,MATEMBA,,0,,,,,,NO,,,,,,,50,PIECE,,FRESH,,1200,NO,,,,,,
303025350157,717e78db21a549e9a61f78ff20e802ea,MLAMBA,,0,,,,,,NO,,,,,,,280,PIECE,,FRESH,,4000,NO,,,,,,
303025350174,4025541d86034a008c2cacba37617fc9,USIPA,,8,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,5000,NO,,,,,,,8,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,NO,,,,,,
303025360133,fb4e8b0a3f274de6abc5702e5055a0cc,MLAMBA,,8,SMALL BASKET,,FRESH,,3000,YES,8,SMALL BASKET,,SMOKED,,3000,8,SMALL BASKET,,SMOKED,,6000,NO,,,,,,
303075430109,fa716337ee654e798c225b3ccb7e0b2b,MLAMBA,,10,OTHER (SPECIFY),HEAP,FRESH,,5000,NO,,,,,,,10,OTHER (SPECIFY),HEAP,FRESH,,12000,NO,,,,,,
303075450016,1c89c99c739a468c959429510fa576b5,USIPA,,3,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,1400,NO,,,,,,,1,OTHER (SPECIFY),PACKAGING,SUN-DRIED,,2000,NO,,,,,,
303075450033,63b3a7d401a74315b8c1d7eea65b22c1,NCHENI,,2,5 KG BAG,,SMOKED,,9000,YES,2,5 KG BAG,,SUN-DRIED,,8000,2,5 KG BAG,,SMOKED,,13000,YES,2,,,SUN-DRIED,,12000
303075450033,63b3a7d401a74315b8c1d7eea65b22c1,USIPA,,7,5 KG BAG,,SUN-DRIED,,2500,NO,,,,,,,7,5 KG BAG,,SUN-DRIED,,4000,NO,,,,,,
303075460091,c14ffd797ab44b8bba331450281604b0,UTAKA,,2,OTHER (SPECIFY),5L BUCKET,SMOKED,,4500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SMOKED,,8000,NO,,,,,,
303075460091,c14ffd797ab44b8bba331450281604b0,USIPA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7000,NO,,,,,,
303075470125,48e96fb7fc4a4bd28b8c6cd76b1fdea9,MATEMBA,,3,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3000,NO,,,,,,,3,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,4500,NO,,,,,,
303115520016,7255266ca5a74a22ac469e9e68146d4b,NCHENI,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,6500,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,8000,NO,,,,,,
303115520016,7255266ca5a74a22ac469e9e68146d4b,USIPA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,2500,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
303115520016,7255266ca5a74a22ac469e9e68146d4b,UTAKA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4500,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,NO,,,,,,
303115520136,80c4bf966a7e4dc58682e3ca617e53f8,MLAMBA,,15,DOZEN / BUNDLE,,SMOKED,,1000,NO,,,,,,,15,DOZEN / BUNDLE,,SMOKED,,1500,NO,,,,,,
303115520136,80c4bf966a7e4dc58682e3ca617e53f8,CHAMBO,,15,DOZEN / BUNDLE,,SMOKED,,1000,NO,,,,,,,15,DOZEN / BUNDLE,,SMOKED,,1500,NO,,,,,,
304015540095,999cc357c1054adea9aa1f2c3710961c,USIPA,,2,SMALL BASKET,,SUN-DRIED,,3500,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,
304015560433,63194b9fd9a5456d91558bb3ffd032af,OTHER,M'BABA,3,LARGE BASKET,,FRESH,,50000,NO,,,,,,,3,LARGE BASKET,,SMOKED,,70000,NO,,,,,,
304015560433,63194b9fd9a5456d91558bb3ffd032af,MATEMBA,,70,KILOGRAM,,SUN-DRIED,,20000,NO,,,,,,,70,KILOGRAM,,SUN-DRIED,,30000,NO,,,,,,
304025600025,105374ca639646d8906e036dfc8ac476,USIPA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,5000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,8000,NO,,,,,,
304025600025,105374ca639646d8906e036dfc8ac476,UTAKA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,7000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,10000,NO,,,,,,
304025600025,105374ca639646d8906e036dfc8ac476,MATEMBA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,8000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,10500,NO,,,,,,
304025600055,3d44ff87d2c0420abb9ee81fdf34c926,AGGREGATED,,30,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,5000,NO,,,,,,,30,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7000,NO,,,,,,
304025600154,16c9970d43b94e28adbcb92b13e81e9f,CHAMBO,,120,PIECE,,FRESH,,260,NO,,,,,,,120,PIECE,,FRESH,,400,NO,,,,,,
304045650106,5e90b16272b44ed99e3eedaf943684c5,USIPA,,4,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4500,NO,,,,,,
304045650106,5e90b16272b44ed99e3eedaf943684c5,OTHER,MAGAZINI,3,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4000,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
304045650172,069ab247f7264ce581036e1060e312b8,AGGREGATED,,10,SMALL BASKET,,SMOKED,,2000,NO,,,,,,,10,SMALL BASKET,,SMOKED,,3000,NO,,,,,,
304045670130,7d69bd9673a3475480350e1f0ee92853,AGGREGATED,,4,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4000,NO,,,,,,,4,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,NO,,,,,,
305015790074,fab62826568d44f1a423b3f025bbae22,UTAKA,,1,5 KG BAG,,SUN-DRIED,,1500,NO,,,,,,,1,5 KG BAG,,SUN-DRIED,,3000,NO,,,,,,
305015790074,fab62826568d44f1a423b3f025bbae22,USIPA,,2,5 KG BAG,,SUN-DRIED,,2400,NO,,,,,,,2,5 KG BAG,,SUN-DRIED,,4000,NO,,,,,,
305015790074,fab62826568d44f1a423b3f025bbae22,NCHENI,,1,5 KG BAG,,SUN-DRIED,,3000,NO,,,,,,,1,5 KG BAG,,SUN-DRIED,,5000,NO,,,,,,
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,USIPA,,400,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,1000,NO,,,,,,,400,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,1800,NO,,,,,,
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,MAKAKANI,,192,DOZEN / BUNDLE,,SMOKED,,500,NO,,,,,,,192,DOZEN / BUNDLE,,SMOKED,,1000,NO,,,,,,
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,UTAKA,,10,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,6000,YES,15,OTHER (SPECIFY),Chigoba,SMOKED,,6500,10,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7500,YES,15,,,SMOKED,,8000
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,CHAMBO,,100,DOZEN / BUNDLE,,SMOKED,,1200,NO,,,,,,,100,DOZEN / BUNDLE,,SMOKED,,1800,NO,,,,,,
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,MATEMBA,,17,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3500,NO,,,,,,,17,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7000,NO,,,,,,
306026070251,12e41952047e41d5a73f0d3e7a1fe345,UTAKA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,6000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7000,NO,,,,,,
306036140112,52d1b7a2d60949ae822f6b3a46f0cc25,OTHER,CHIKOWA,1,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,18000,NO,,,,,,,1,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,80000,NO,,,,,,
306036140112,52d1b7a2d60949ae822f6b3a46f0cc25,CHAMBO,,1,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,26000,NO,,,,,,,1,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,65000,NO,,,,,,
306036150223,490bc6885f494f479d5246af54f3d292,USIPA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3000,NO,,,,,,,2,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
306036150223,490bc6885f494f479d5246af54f3d292,MAKAKANI,,91,DOZEN / BUNDLE,,SMOKED,,600,NO,,,,,,,800,DOZEN / BUNDLE,,SMOKED,,800,NO,,,,,,
306206170050,47f816e43bd246088a5b3c883550bc42,OTHER,NONE,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
306206170063,0082ee2b4e604e8ebeeeb495b1865d5f,USIPA,,500,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,5000,NO,,,,,,,500,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,8500,NO,,,,,,
306206170130,615a3a870bfc4944beffa6e6ece786f4,CHAMBO,,1,OTHER (SPECIFY),50 KG BAG,FRESH,,50000,NO,,,,,,,1,OTHER (SPECIFY),50 KG BAG,FRESH,,75000,NO,,,,,,
307056230097,213b98c7e10a4e5a80ee670eda51af6f,USIPA,,8,SMALL BASKET,,SUN-DRIED,,3500,NO,,,,,,,8,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,
307056230097,213b98c7e10a4e5a80ee670eda51af6f,UTAKA,,5,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,5,SMALL BASKET,,SUN-DRIED,,6500,NO,,,,,,
307106330196,d6bb3e30a3d44bdd8ccbd96ba4c6ab35,MAKAKANI,,2,5 KG BAG,,SMOKED,,10000,NO,,,,,,,2,5 KG BAG,,SMOKED,,30000,NO,,,,,,
307206410062,952d7781ab2f4d1ba598b862e660f551,MATEMBA,,1,LARGE BASKET,,SUN-DRIED,,5000,NO,,,,,,,7000,DOZEN / BUNDLE,,SUN-DRIED,,300,NO,,,,,,
308016420094,5851736f5f344aed8816f66878ae8e01,MATEMBA,,1,LARGE BASKET,,SUN-DRIED,,30000,NO,,,,,,,40000,DOZEN / BUNDLE,,SUN-DRIED,,300,NO,,,,,,
308016420094,5851736f5f344aed8816f66878ae8e01,UTAKA,,2,SMALL BASKET,,SUN-DRIED,,10000,NO,,,,,,,15000,DOZEN / BUNDLE,,SUN-DRIED,,500,NO,,,,,,
308016430046,39db67d674744eb797d445468edb751f,USIPA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,6000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,NO,,,,,,
308016430046,39db67d674744eb797d445468edb751f,UTAKA,,1,5 KG BAG,,SUN-DRIED,,6500,NO,,,,,,,1,5 KG BAG,,SUN-DRIED,,6500,NO,,,,,,
308026480180,a85ff658da674132a962fad34730a36b,UTAKA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
308026480180,a85ff658da674132a962fad34730a36b,NCHENI,,2,SMALL BASKET,,FRESH,,3000,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,4500,NO,,,,,,
308026480180,a85ff658da674132a962fad34730a36b,OTHER,KIWILERE,5,KILOGRAM,,SUN-DRIED,,10000,NO,,,,,,,3,KILOGRAM,,SUN-DRIED,,9000,NO,,,,,,
308026480180,a85ff658da674132a962fad34730a36b,USIPA,,3,SMALL BASKET,,SUN-DRIED,,2500,NO,,,,,,,3,SMALL BASKET,,SUN-DRIED,,3900,NO,,,,,,
308046520025,db9d8ee4aa974e519df34de5462a1fc7,USIPA,,10,LARGE BASKET,,SMOKED,,3000,NO,,,,,,,35000,SMALL BASKET,,SMOKED,,1500,NO,,,,,,
308056550005,69ec6603f853447eb4cd67d9db93fa1c,MLAMBA,,1,LARGE BASKET,,SMOKED,,60000,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,60000,NO,,,,,,
308056550053,04a8e8f755dd47f0bd7a1b6d589a8212,MLAMBA,,1,5 KG BAG,,FRESH,,1200,NO,,,,,,,10,PIECE,,FRESH,,1200,NO,,,,,,
308056560229,45e624b45a7f4b2286c93b8a62628ae4,CHAMBO,,60,PIECE,,FRESH,,1500,NO,,,,,,,1,PIECE,,FRESH,,1,NO,,,,,,
308056560229,45e624b45a7f4b2286c93b8a62628ae4,MLAMBA,,45,PIECE,,FRESH,,3000,NO,,,,,,,1,PIECE,,FRESH,,3000,NO,,,,,,
308066610160,f93241efda8e49e7866df078cf09af52,USIPA,,2,10 KG BAG,,SUN-DRIED,,3000,NO,,,,,,,4000,5 KG BAG,,SUN-DRIED,,4000,NO,,,,,,
308076630116,c710a1912d394efe8e869618d2593691,OTHER,MBUTA,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036740097,8966c9a882b543989a42aadcbe0c2b58,MLAMBA,,0,,,,,,NO,,,,,,,50,PIECE,,FRESH,,3000,NO,,,,,,
309036740101,7c28372a44d144c58ecd002d9f654c5d,MLAMBA,,0,,,,,,NO,,,,,,,15000,SMALL BASKET,,FRESH,,3000,NO,,,,,,
309036740163,51141e135368409ba3fb2e9a5fec3642,MLAMBA,,0,,,,,,NO,,,,,,,60,PIECE,,FRESH,,100,NO,,,,,,
309036740203,8282092108bb4dc89e395b3e418cabc7,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036750022,eb4b4a6041d046b7bb2aa797f3cceb78,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036750080,5207307152e84346a60b80e1ae4e69fd,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036750136,0a658104094441b28a5527951e890f83,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036750178,21440bc9f66841799a0c65398c78a381,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309036750249,4bc1a2dad5c6488eb81d9e5a381d60e3,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309056790031,1544f8de831b4651824ae978b29d5348,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309056790031,1544f8de831b4651824ae978b29d5348,CHAMBO,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309056790055,540e9b5c8d134bfc8fc6773caaf3da33,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
309056790117,c58a3bdfc3694efaa813be30908202fb,MLAMBA,,0,,,,,,NO,,,,,,,58,DOZEN / BUNDLE,,FRESH,,800,NO,,,,,,
309056790117,c58a3bdfc3694efaa813be30908202fb,CHAMBO,,0,,,,,,NO,,,,,,,100,PIECE,,FRESH,,5000,NO,,,,,,
309056790203,5dd8c5564a4b4a86b5877e48ba496e02,CHAMBO,,0,,,,,,NO,,,,,,,4,SMALL BASKET,,FRESH,,14000,NO,,,,,,
309056800094,986f663c13f94fc5ac683dd1290bc392,OTHER,KASAWALA,4,SMALL BASKET,,FRESH,,5000,NO,,,,,,,4,SMALL BASKET,,FRESH,,7000,NO,,,,,,
309066830167,a138892b8d2344c594e625d5a9e226db,MATEMBA,,70,SMALL BASKET,,FRESH,,210000,NO,,,,,,,350000,DOZEN / BUNDLE,,FRESH,,300,NO,,,,,,
310036980328,2353f7d6f19147e1bf283e8fbf1d0789,MAKAKANI,,0,,,,,,NO,,,,,,,4,SMALL BASKET,,SUN-DRIED,,3000,NO,,,,,,
310046990084,43557769c7454e2e986f0f330deaadca,OTHER,BONYA,20,SMALL BASKET,,SUN-DRIED,,1500,NO,,,,,,,20,SMALL BASKET,,SUN-DRIED,,300,NO,,,,,,
310077050169,a1e559ff59974ad4866091d21aeff132,MAKAKANI,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
311017100677,2389c5a7293c4cadbabd7f3e5a2b7ee4,MAKAKANI,,15,SMALL BASKET,,SMOKED,,35000,NO,,,,,,,2,SMALL BASKET,,SMOKED,,7500,NO,,,,,,
311017100677,2389c5a7293c4cadbabd7f3e5a2b7ee4,MLAMBA,,100,PIECE,,SMOKED,,10000,NO,,,,,,,100,PIECE,,SMOKED,,30000,NO,,,,,,
311017100698,83c775f6123345059e1916ff6b3e00f1,MAKAKANI,,2,SMALL BASKET,,SMOKED,,4000,NO,,,,,,,16000,SMALL BASKET,,SMOKED,,4000,NO,,,,,,
311027110154,f8cb9614a35e48e48a887462089fa9ca,MAKAKANI,,2,LARGE BASKET,,FRESH,,4500,NO,,,,,,,1,SMALL BASKET,,FRESH,,3000,NO,,,,,,
311047150323,5da42da85b9e4b49a7c7140c31753e47,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
311057190104,05155a5f72944b468dd8dd4eaf6921ea,MAKAKANI,,1,5 KG BAG,,FRESH,,3000,NO,,,,,,,5000,5 KG BAG,,SMOKED,,5000,NO,,,,,,
311057190239,d3069db542a145f1a157a2be64ca34b3,MAKAKANI,,2,5 KG BAG,,SMOKED,,2500,NO,,,,,,,2,5 KG BAG,,SMOKED,,5000,NO,,,,,,
311087260311,c588640d76b04459a32ccafb6f692810,MLAMBA,,3,DOZEN / BUNDLE,,FRESH,,1500,NO,,,,,,,2,DOZEN / BUNDLE,,FRESH,,1500,NO,,,,,,
311087260311,c588640d76b04459a32ccafb6f692810,MAKAKANI,,5,SMALL BASKET,,FRESH,,300,NO,,,,,,,3,SMALL BASKET,,FRESH,,300,NO,,,,,,
311107280040,8fc16ad47fc14597a9592edfcaec9944,MAKAKANI,,7,SMALL BASKET,,SUN-DRIED,,6500,NO,,,,,,,7,SMALL BASKET,,SUN-DRIED,,6500,NO,,,,,,
311107280040,8fc16ad47fc14597a9592edfcaec9944,OTHER,NJOLE,8,SMALL BASKET,,SUN-DRIED,,7000,NO,,,,,,,7,SMALL BASKET,,SUN-DRIED,,7000,NO,,,,,,
311107280040,8fc16ad47fc14597a9592edfcaec9944,MATEMBA,,6,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,6,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,
312017310324,dc1d42731e5842c39937e0a95e1cca81,USIPA,,3,SMALL BASKET,,SUN-DRIED,,4000,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,5200,NO,,,,,,
312017310324,dc1d42731e5842c39937e0a95e1cca81,NCHENI,,3,SMALL BASKET,,SMOKED,,6000,NO,,,,,,,3,SMALL BASKET,,SMOKED,,7500,NO,,,,,,
312017310324,dc1d42731e5842c39937e0a95e1cca81,UTAKA,,1,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,6500,NO,,,,,,
312017340204,9909615cfcc345d582b8fe6d93d2a04b,USIPA,,10,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,1000,NO,,,,,,,10,OTHER (SPECIFY),CHIGOBA 5 LITRE BASIN,SUN-DRIED,,1500,NO,,,,,,
312027360222,966efb5005884e1ba2021506a26be5f7,MATEMBA,,20,KILOGRAM,,SMOKED,,12000,NO,,,,,,,18,KILOGRAM,,SMOKED,,18500,NO,,,,,,
312027370263,2c38c72aba6647f5bc7ac998e1941818,MATEMBA,,4,SMALL BASKET,,SMOKED,,5000,NO,,,,,,,2000,SMALL BASKET,,SMOKED,,2000,NO,,,,,,
312037410135,ea7c120cf1774d5b9179d64c037893b1,USIPA,,7,KILOGRAM,,SUN-DRIED,,18000,NO,,,,,,,7,KILOGRAM,,SUN-DRIED,,20000,NO,,,,,,
312037410135,ea7c120cf1774d5b9179d64c037893b1,MATEMBA,,15,KILOGRAM,,SUN-DRIED,,5000,NO,,,,,,,15,KILOGRAM,,SUN-DRIED,,6000,NO,,,,,,
312037410135,ea7c120cf1774d5b9179d64c037893b1,NCHENI,,7,KILOGRAM,,SUN-DRIED,,49000,NO,,,,,,,7,KILOGRAM,,SUN-DRIED,,49000,NO,,,,,,
312047430178,d8cb6bc3636c4bd297c7cbd3b3d3b9d5,USIPA,,10,KILOGRAM,,SUN-DRIED,,4500,NO,,,,,,,10,KILOGRAM,,SUN-DRIED,,5500,NO,,,,,,
