case_id,HHID,ag_r25,ag_r26,ag_r27,ag_r28,ag_r29
101031130011,cc09a97682b742e38ed38129e27b2736,0,0,0,0,0
101031130013,77d94fa038f34020b20954b67ac23d73,0,0,0,0,0
101031130015,e955a53bada143fe98724fe0f9548a20,0,0,0,0,0
101031130019,fde14e75d3fc44dfb64d12d5c92c0c5d,0,0,0,0,0
101031130026,f46bd9dd7d9741868055fedfe1e44d99,0,0,0,0,0
101031130028,aeae3ca3917e450ea5514a5dedf656b0,0,0,0,0,0
101031130033,e277f0f9c01e49948881b15d447c532d,0,0,0,0,0
101031130035,e71db3c81fe7494c8bc2a80dc26690be,0,0,0,0,0
101031130037,b358dd08cad64ae49782c4efed09d0f5,0,0,0,0,0
101051140004,1500934182fc42a8943e148d85f36efa,0,0,0,0,0
101051140005,ae2c3dcb3c8542fc8720d4f46cce0694,0,0,0,0,0
101051140009,abc88d09194d466690b10d4f6c88d047,0,0,0,0,0
101051140012,59e45439e8f44513940d067ebd824317,0,0,0,0,0
101051140021,cba5a23a07714a0d9cbeef1221301571,0,0,0,0,0
101051140026,84b2a99d722945baa33098482ffa64f3,0,0,0,0,0
101051140074,23539cea3a6a4172b4a61b34cbe915e1,0,0,4500,1000,0
101051140079,0041636687b345018ae4b46b59292211,0,0,0,0,0
101051140091,1e8e0b7dd13b480db611ae1dcadbdc7d,0,0,0,0,0
101051140098,9717c43aa0ee4abe8f6c4e0139dcba46,0,0,0,0,0
101051150047,6152d1528e9e45cf81a6a50b4ec519c4,0,0,0,0,0
101051150063,601d2e4e066746168faf87cdd8c9f07a,0,0,0,0,0
101051150122,f3a8bef26293422b87f43f17c09724f2,0,0,0,0,0
101051150131,dc079838bf734faaa1a1bd71432ea6b8,0,0,0,0,0
101051150144,08b6ccd13747443d97de31a8a5f6081b,0,0,0,0,0
101051150165,30760b15efb14537acf4dfbb87b2d519,0,0,0,0,0
101051150174,aab3ecba2ca947229d9ee920aa800ab6,0,0,0,0,0
101061160025,a7cc89b51cf241549273e426e07bdf8f,0,0,0,0,0
101061160027,39256f027d814b57a0e22fc35cc62ea9,0,0,1050,0,0
101061160033,56a1d2c6b0104bf4ae9d63eab2dd41d5,0,0,0,0,0
101061160035,a33ae797ff4843759a1f3d4724346cb6,0,0,0,0,0
101061160064,038046b2c3324e3d9586ee5fbaf6c7e1,0,0,0,0,0
101061160077,1c5d15660e414800bf48f7c0c1ab89be,0,0,300,0,0
101061160139,9f998179c39b466f8d784402e60a4286,0,0,0,0,0
101061160143,d7b9cd5d99d846299701bee589a0fd0a,0,0,0,0,0
101061160160,868b78cce4754457b197d70250d32d8b,0,0,0,0,0
101061160168,5e6ef1916a42479db11d8d900fd96ad6,0,0,0,0,0
101061160212,3dc2ddf5c8194ffbb8721f13ea9db1ab,0,0,0,0,0
101061160220,68bffad174b9447c97a5162be1014e77,0,0,0,0,0
101061160224,91fdb19354a84bf3a3859a5a5bdbecfe,0,0,0,0,0
101061160235,5b72891c1270441789185276c4d19904,0,0,0,0,0
101061160246,adfa64a2007849bab6ae40251ecd58c1,0,0,0,0,0
101061170023,85e8011c20f844e0bd17431ec81fd4d6,0,0,0,0,0
101061170031,39ce3a39878b4c8da7d11e269bcf4483,0,0,0,0,0
101061170040,d47bbd65171f42c39a1da6730ff3f577,0,0,0,0,0
101061170049,c3e7fc1d268944e09fe87c2611e2a643,0,0,0,0,0
101061170073,32184b1e3c1349af818e0206be79175b,0,0,0,0,0
101061170081,d2ff1146ea854126bec834904e8dd71e,0,0,0,0,0
101061170117,49d50d7e550d4049bdf1781263f79226,0,0,0,0,0
101061170157,34b4c8b1223f440682a6d150098fc341,0,0,0,0,0
101071180023,3467ef59143d4ddb807db1ce2fdfd817,15000,0,0,0,0
101071180044,50822476379f48578b9bc55c57c80e4b,0,0,0,0,0
101071180050,a1b0b9cf73824817920b318a1a7bbae5,0,0,0,500,0
101071180069,49598ae1feb740f8bae4d777d1509c41,0,0,0,0,0
101071180098,d2c683d67da344dc82d4c5f7b5f06470,0,1000,1500,0,0
101071180108,07b6494b1a3b49ddb6c6aed6d02cd0cd,0,0,0,0,0
101071180137,42c91d2ecb114142a639d16f7475b2d5,0,0,0,0,0
101071180147,480de5af0e57441093983690c7f375e9,0,0,0,0,0
101071180156,7db2e8a7c0224a879aef106028cbaedd,0,0,0,0,0
101071180157,df0865c1f2664589807baf336d452f70,0,0,0,0,0
101071180197,c151034500ad4db9a132dcf25f07eec0,0,0,500,0,0
101071180217,d5fb3d0094054c37bfc4605c62b88163,0,0,1000,0,0
101091190033,4b53570fc11547009a038b278961399e,0,0,0,0,0
101091190035,35334550a9804b5d8e24581e21e0c4bf,0,0,0,0,0
101091190062,5ac4eb0b8f1b461091a9e14d35053840,0,35000,0,0,0
101091190069,ad9e3c81ca7444129dbe21b5dec7d33b,0,0,0,0,0
101091190082,5dd602a0d28e43c0a9b1416d0246cd02,0,0,0,0,0
101091190085,56f11df1dfff45e28353256efe519eec,0,0,0,0,0
101091190092,a15067e0345c4218b2a0462e1d0e3354,0,0,0,0,0
101091190093,4d595a074fdb4f808ae0dd1fe4be8c27,0,0,0,0,0
101091190098,e6a9fa1329864d659a0fe1def674d740,48000,0,0,0,0
101091190110,63fe13618db6425b987d5f337783b934,0,0,0,1000,0
101091190124,24de969052fd42388f1b6cee7b785037,48000,0,0,0,0
101091190126,c7cbb52b01124a398775cb4d22eda7b6,0,0,0,0,0
101091200015,c3caad3a56a9470992c8140866afe612,0,0,0,0,0
101091200032,dcc636c7ae9749f0a78c74cd223e788b,0,0,0,0,0
101091200037,21099a4fd40444fdbf7d6097349cb4da,0,0,1500,0,0
101091200048,c5ab959469784ae084139ff4679bfa6c,0,0,0,0,0
101091200057,955e66fee3224a3ba05d53e0475ed1e2,0,0,0,0,0
101091200078,4b6371333d0248ef9908c54f1b3e7b0c,0,0,0,0,0
101091200087,e53b60030f604964baedf449171f80df,0,0,0,0,0
101091200092,7af5f14db92347bea1db242e03905b72,0,0,0,0,0
101091200108,528920ca848c42d9b8b64930db982959,0,0,3000,0,0
101091200127,3c2ab3c8eb70441d92087a0282313c79,0,0,0,0,0
101091200138,61d632d250154bfb918e62c58100d998,0,0,0,0,0
101091200148,d887afdeec6b450ab1896efe1663d21e,0,0,0,0,0
101091200174,16ebf3b0b63849b7ac31da19968184b4,0,0,0,0,0
101091200175,a2af1bb05e6c4fe898ce92853098ae80,0,0,2500,0,0
101091200185,836fa7bf18ae4bbdb534ff38e594d6d1,0,0,0,0,0
101091210005,9bbf584a476e462a977b2713dc245d61,0,0,0,0,0
101091210010,cb1b2eabba18439ba4ec3a59d4ed01ef,0,0,0,0,0
101091210015,fafeb0021cf14abfa716fed67c76bf9f,0,0,0,0,0
101091210020,44747ffa585247b3a58ead4a1eb7ea6e,0,0,0,0,0
101091210025,48c684e8f48546528fe88f2695e9dd6f,0,0,0,0,0
101091210045,48573d99475549cb98be8adecbd83b08,0,0,0,0,0
101091210055,9b26a6621bb84c719ba916996ee83795,0,0,0,0,0
101091210060,2c7bea6657e645acb65cd239d3f267c9,0,0,0,0,0
101091210070,156d0ea01f3d4d0f992ec855221c7e4a,0,0,0,0,0
101091210080,d8203b1e469b4993b813fdf9b3b147f8,0,0,0,0,0
101091210085,2f91718944e54a0fbdc43be4e8fe94d8,0,0,0,0,0
101201220032,43c77a1ae100478fa6f532940fda4be8,0,0,0,0,0
101201220034,55972d0063e84f70803444f99ed02274,0,0,0,3000,0
101201220043,1a3177736ae840108cf762ceafb667a0,0,0,0,0,0
101201220082,21c1a3af1e6d46b895742d6be7a07d5f,0,20000,0,0,0
101201220094,c10bdf719e1b4e199fe216a27fdd702f,0,50000,0,15000,0
101201220204,f231640a98634d98b9c1a900c62bf36c,0,0,0,0,0
101201220206,3c5071447b6a45978fb8b3f59cb632b4,0,30000,0,0,0
101201220240,8e7fa702bb3048a5bec67dd895ba0371,0,0,0,0,0
101201220253,f1bd96433c0d4318a3cdf8e7989fa484,0,5000,0,2000,0
101201230043,ee201aad5d9e4410a46c21e63947984c,0,0,0,0,0
101201230076,9ea26db8a4fd44ca90545e8d13e9de4c,0,0,0,0,0
101201230097,2270b653f44c4f5dbe4a62d0f32f5813,0,0,0,0,0
101201230116,eb752b7f06e44772a2f8bade01a1fc87,0,0,0,0,0
101201230149,e75a5dfd58864bebad80776678070250,0,0,0,0,0
102011240005,182fb8df069e4b9593216ce2422170ac,30000,0,0,0,0
102011240015,57e2c166f1fe4b028513be992b377f45,0,0,0,0,0
102011240076,1449dd2a736f4260b3a5c00c48c01665,0,0,0,0,0
102011240078,338899be170a475bb2cf9472d6dab930,0,0,0,0,0
102011240095,53b2e4bb42c541f6964ab14b6c917d95,2500,0,0,0,0
102011240097,e611967cc44649a1babdf82138fe971a,0,0,0,0,0
102011240127,4ed4eac64a2144b4b1eac7e946cebd36,0,0,0,0,0
102011240188,e7f904b175cc4f18ad0b4da280507670,0,0,0,0,0
102011240191,ff1c536c23f74272b538ba40cb8a017c,0,0,0,0,0
102011240192,0ab62ed6e4864948a093d4253328dd3a,0,0,0,0,0
102011240247,f37507ec398a48c0a5507c7820603c59,0,0,0,0,0
102011250017,e60f9de41b3d46938b1fb73fe41803cd,0,0,0,0,0
102011250035,e28eae3004dc4ac3b73b01a90e63460a,0,0,0,0,0
102011250047,8b5e56cda1be4edd8eda643babebe614,0,0,0,0,0
102011250053,ad904f09910a4044bbd0800fc2ea03e9,0,0,0,0,0
102011250061,fde6574c8d0d40f8b75b1087e8d54510,0,0,0,0,0
102011250067,dcd7fd4469844e068583c21269b6186b,0,0,0,0,0
102011250079,01ceb0576d994a6eb7ea36fd3b7e2bd6,0,0,0,0,0
102011250091,78b36d55362047fa83c841c47fffff50,0,0,0,0,0
102011250097,b9d288c8d18547c593f51afe22d2c593,0,0,0,0,0
102011250103,11b7fe4b38ff472bb9042bf58f5b8028,0,0,0,0,0
102011260002,c3a3394b2c054c52820f92b8623a9b0f,0,0,0,0,0
102011260032,b0128cae220d4a24b1bb630e50a7f6ca,0,0,0,0,0
102011260059,200f4dbc3857456982635f27e74100ea,0,0,0,0,0
102011260096,38f4a053e32540e2a0b5c1601a940088,0,0,0,0,0
102011260108,c74c68500f694e2db6f0211a1b3c07a7,0,0,0,0,0
102011260141,4d68984a197a42c0acc676accde446c9,0,0,0,0,0
102011260147,63f5f8174ca047b0a59c52abba749035,0,0,0,0,0
102011260172,747ba197483e4708a40673ab9ddb2d75,0,0,0,0,0
102011260174,799872c34fb24c35b3110ef71bcbd63f,0,30000,2300,0,0
102011260186,83a6450518f543c5b4330c1a97f090ca,0,0,0,0,0
102011260189,71e821a7f8c44e6b8b24b6a42c7527ae,0,5000,0,0,0
102011260194,dd4e50bf2f064cb3b731344bb5ee0592,0,0,0,0,0
102011260196,63bb50b1f76f432184aabf00e71c85c3,0,0,0,0,0
102011260201,12eea8fe56174f32b9234f5e7255f52c,0,0,0,0,0
102011260210,7caf19b5e9ed4f5ca7ce3d05983a4279,0,0,0,0,0
102011270006,9fd9bf9549974a2a87caf830e3e7017f,0,0,0,0,0
102011270013,08181a2ab6ce48beac14a9ffe39eb0be,0,0,0,0,0
102011270044,a42edb3942d840da865044e4e6335c6d,0,0,0,0,0
102011270081,b39f1b1e79b747ae8e129a09b3def7da,0,0,0,0,0
102011270106,cad3621bb34c4ac385fbdfedfba8321a,0,0,0,0,0
102011270141,932ec0335fdb4e9491945003d0af195c,0,0,0,0,0
102011270158,56504e358a454e228f77dab5602f635e,0,0,0,0,0
102011270165,01767e4725bf4bfc89265a714c5aaad8,0,0,0,0,0
102011270173,532d15552e994f61af2cf78564eaca53,0,0,0,0,0
102011280009,f268554c0c9946e3a7962751ea788173,0,0,340,0,0
102011280030,6680c605758841ddbe900ef0d8f78cbe,0,0,0,0,0
102011280064,0a02756861754891864c98db93915735,0,10000,0,2000,0
102011280094,d15e6facdcad4339b3f73f7fe489f9c5,0,0,0,0,0
102011280096,2036cf482fff43b2a38bec59c0eca87c,0,0,0,0,0
102011280108,ffd5c8f049f14814af1112b4cba8a886,0,0,0,0,0
102011280124,057253ecac664d1289c4ef8128f4541e,0,0,0,7500,0
102011280126,681c84a8444c42ca81a7beba0cab1045,0,10000,0,35000,0
102011280128,6bdc67f579d345f28f7b36668d9678d8,0,0,0,0,0
102021290005,c78c7fae8f404f40ab06cba13ce5d459,0,0,0,0,0
102021290010,3b39dda5e2db4ea799f8c6302f1c3d41,0,0,0,0,0
102021290042,a633c8020eab46d3a9c5d28c4c40494d,0,0,0,0,0
102021290044,7d7599f7412b4fc6908f82feb79d5ae7,0,0,0,0,0
102021290045,910306ecc8974d4fae1a1411a87f85c7,0,0,0,0,0
102021290066,db0cf2a87660417995a6e91ffc7f5161,0,0,0,0,0
102021290079,fb707bd88b0343548e6210e6f29cf77a,0,0,0,0,0
102021290113,d0b2cb0698e44feba4308833fbe127cf,0,0,0,0,0
102021290151,703c8d7b22f349f8ba9ebfd77bf5f5af,0,0,0,0,0
102031300001,95ebc189ccea4654a119d4e177664611,0,0,0,0,0
102031300005,6a33c6e94ff245a7a0619286667d7ff7,0,0,0,0,0
102031300007,019f2ab1dd0546ce9dc8e4bd60498991,0,0,0,0,0
102031300015,97cfe58f77b0482bb2f1d0a3ad347e3d,0,0,0,0,0
102031300016,0a1c8c8c5d234c8585e2ede8d2c198e1,0,0,0,0,0
102031300029,e15c52d901fd449cb1c6dc8e3cb9f068,0,0,0,0,0
102031300031,e9e2446c082043118c0284525bf75ace,0,1500,0,0,0
102031300033,a250718f43934e14bf673520e1058754,0,0,0,0,0
102031300034,b79431bbc81346349fb74b980a557990,0,0,0,0,0
102031300042,d7df75d417a74158ae61c4ecaa597324,0,0,0,0,0
102031300045,59bbc9fe566843ebb9f43737f0c24e4d,0,0,0,0,0
102031300047,f7cdbf6624c04c14906d5b44a3792ad5,0,0,0,0,0
102031300056,5c3bd986baa748c4ab98a7826e0082b9,0,0,0,0,0
102031300060,2035ac1faba9403ebadfcf4ce3c9f0d9,0,0,0,0,0
102031310020,5518aa7a0f134bc2b239d3675d9f1e34,0,0,0,0,0
102031310022,509a5f7550b44e7aba331d30a2e34498,0,6000,1000,0,0
102031310023,f54bdc8ceae341f5aa9cdb827705edc4,0,0,0,0,0
102031310093,42f5db47ec2d4e41baae9c5794a5b96f,0,0,0,0,0
102031310123,25a2ea8423f7425bb457044c282ea6be,0,0,0,0,0
102031310144,bd08c9d072c74aa483eebcbf185de1cc,0,0,1000,0,0
102031310149,c219d36c69634d96a88be00a79a2c8b2,0,0,0,0,0
102031310191,6e8050c2231b45c393734d38b6880fa4,0,0,0,0,0
102031310203,5b3aee440d804b3b8fa777cdf1f3c256,0,0,0,0,0
102031310208,ab25e0be19c04e15838cba2fc25dad87,0,0,0,0,0
102031320044,e0d24fb7cc6e4cf4bdfe9d2cc94c38d5,0,10000,0,2500,0
102031320054,b6f1f1476dfc42bb8d68ab9e2f2957ac,0,0,1500,0,0
102031320062,530fc90747b94c20b635546ba6a14c52,0,0,0,10000,0
102031320066,82b39c254cfd45d08c36d381945831c8,0,0,0,0,0
102031320095,b7689355f3074faa8a76a176846a2b12,0,0,0,0,0
102031320103,5b1ac7888493471c830578a56f7cfc08,0,0,0,0,0
102031320126,871317fe6dd246a7bd30dc90a8a0c8c2,0,1500,0,0,0
102031320132,358127d115ec492192c417e273e010b4,0,0,0,0,0
102031320138,ccbc5675d1034ee484032e0cf33d5412,0,0,0,0,0
102031320148,63ace254d51b423ca03771d129acedf8,0,0,0,0,0
102031320153,1b18a97ef21344dfb80106380e466696,0,0,0,0,0
102031320176,42cc3f7621e04be9b9656de7318494b5,0,0,2500,0,0
102031330005,42904061907c4d61894108bfcd4d7e32,0,0,0,0,0
102031330035,d2eabdf5aad74037b28056d57548adf8,0,0,0,0,0
102031330041,ec8c4762e48a4c3797e62adea04b3876,0,0,0,0,0
102031330047,34836d81b8ec45aa93c6661b28b55072,0,0,0,0,0
102031330053,5b02ef3f9f77416fa4d63fb7bae1db63,0,0,0,0,0
102031330096,7d36b185a6984c94a3502765003c1db9,0,0,0,0,0
102031340050,d19165e2955d4b13bf459fb22bd6b0ee,0,0,0,0,0
102031340051,916fe6ea6e8e450cb36317df13f7b871,0,0,0,0,0
102031340099,e7d8a0e7e5d244678a7a77a64515a431,0,0,0,0,0
102031340130,710f2eb099ca42f2a338ff50c10f5423,0,1000,0,0,0
102031340149,fd3fde4884b849f88371920162c589a6,0,0,0,0,0
102031340167,00805178892540c2a41f22f59c87664d,0,7000,0,0,0
