case_id,HHID,fs_b_start_date,fs_b_respondent,fs_b_endHr,fs_c_start_date,fs_c_respondent,fs_c_endHr,fs_d_start_date,fs_d_respondent,fs_d_endHr,fs_e_start_date,fs_e_endHr,fs_f_respondent,fs_f_endHr,fs_f_endMin,fs_g_start_date,fs_g_respondent,fs_g_endHr,fs_h_start_date,fs_h_respondent,fs_h_end_date,fs_i_start_date,fs_i_respondent,fs_i_endHr,fs_j_respondent,fs_j_endHr,fs_j_endMin
105041980196,7e3a3fc584904162890889c67a24baf8,2019-07-10,1,11,2019-07-10,1,11,2019-07-10,1,11,2019-07-10,11,1,11,34,2019-07-10,1,11,2019-07-10,1,2019-07-10,2019-07-10,1,11,1,11,28
105082070130,48a751d5b7814dc7963fe031235b7e1f,2019-10-24,1,11,2019-10-24,1,11,2019-10-24,1,11,2019-10-24,11,1,13,45,2019-10-24,1,13,2019-10-24,1,2019-10-24,2019-10-24,1,13,1,13,50
106012110001,197c13ae874b4907980b611acb5cdf03,2019-07-16,3,17,2019-07-16,3,17,2019-07-16,3,17,2019-07-16,17,3,17,37,2019-07-16,3,17,2019-07-16,3,2019-07-16,2019-07-16,3,17,3,17,42
106012110004,d44fc041d3cf42928b460ca5e04ead07,2019-07-19,1,16,2019-07-19,2,16,2019-07-19,2,16,2019-07-19,16,2,16,15,2019-07-19,2,17,2019-07-19,2,2019-07-19,2019-07-19,2,17,3,17,15
106012110035,555df629fecb46188e9ac0d9c6604c15,2019-07-17,1,11,2019-07-17,1,11,2019-07-17,1,11,2019-07-17,11,1,11,29,2019-07-17,1,11,2019-07-17,1,2019-07-17,2019-07-17,1,11,1,11,50
106012110048,342472e366f946749694e1d4073060b9,2019-07-19,1,8,2019-07-19,1,8,2019-07-19,1,8,2019-07-19,9,1,9,23,2019-07-19,1,9,2019-07-19,1,2019-07-19,2019-07-19,1,9,1,9,44
106012110053,543cc1d9ba2441ada5fcb314ba212923,2019-07-17,1,14,2019-07-17,1,14,2019-07-17,1,14,2019-07-17,15,1,15,12,2019-07-17,1,15,2019-07-17,1,2019-07-17,2019-07-17,1,15,1,15,27
106012110070,db8d62f269ce4087b6888253bfe2c32b,2019-07-20,2,9,2019-07-20,2,9,2019-07-20,2,9,2019-07-20,10,2,10,6,2019-07-20,2,10,2019-07-20,2,2019-07-20,2019-07-20,2,10,2,10,23
106012110077,c8a435b803704218b05c556b00cfddb4,2019-07-20,1,6,2019-07-20,1,6,2019-07-20,1,6,2019-07-20,6,1,6,34,2019-07-20,1,6,2019-07-20,1,2019-07-20,2019-07-20,1,6,1,6,50
106012110078,f7c465a554084ab4a81239bb6dbb1e4d,2019-07-18,1,9,2019-07-18,1,9,2019-07-18,1,9,2019-07-18,9,1,10,4,2019-07-18,1,10,2019-07-18,1,2019-07-18,2019-07-18,1,10,1,10,23
106012110094,71d995caf65841f08abada272723506d,2019-07-19,1,9,2019-07-19,1,10,2019-07-19,1,10,2019-07-19,10,1,10,16,2019-07-19,1,10,2019-07-19,1,2019-07-19,2019-07-19,1,10,1,10,29
106012110109,d4f329c6aab0471a8b64d42108bbf047,2019-07-19,1,12,2019-07-19,1,13,2019-07-19,1,13,2019-07-19,13,1,13,10,2019-07-19,1,13,2019-07-19,1,2019-07-19,2019-07-19,1,13,1,13,19
106012110360,8b8846595c544806a0848e62b383f1a3,2019-07-18,1,9,2019-07-18,1,9,2019-07-18,1,9,2019-07-18,9,1,9,56,2019-07-18,1,10,2019-07-18,1,2019-07-18,2019-07-18,1,10,1,10,16
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,2019-07-17,1,11,2019-07-17,1,11,2019-07-17,1,11,2019-07-17,11,1,12,3,2019-07-18,2,8,2019-07-18,1,2019-07-18,2019-07-18,1,9,1,9,15
106012110432,bd8f8975d684493d8129ce8b7c1f8d5d,2019-07-17,1,15,2019-07-17,1,15,2019-07-17,1,15,2019-07-17,15,1,15,55,2019-07-17,1,15,2019-07-17,1,2019-07-17,2019-07-17,1,15,1,15,18
106012120009,504b66d8aad24789be957a3d3ff3bd0c,2020-02-12,1,15,2020-02-12,1,15,2020-02-12,1,15,2020-02-12,15,1,15,29,2020-02-12,1,15,2020-02-12,1,2020-02-12,2020-02-12,1,15,1,15,33
106012120030,05bf82dd81ff46bd8b6939b1198d3cc9,2020-02-12,1,12,2020-02-12,1,12,2020-02-12,1,12,2020-02-12,12,1,12,19,2020-02-12,1,12,2020-02-12,1,2020-02-12,2020-02-12,1,12,1,12,24
106012120040,c6618cc94bad4c4f94f1bdea292492ad,2020-02-13,1,16,2020-02-13,1,16,2020-02-13,1,16,2020-02-13,16,1,16,14,2020-02-13,1,16,2020-02-13,1,2020-02-13,2020-02-13,1,16,1,16,17
106012120044,0be0747c8c6b45ab805f47e59f7e7dcf,2020-02-13,2,10,2020-02-13,2,10,2020-02-13,2,11,2020-02-13,11,2,11,13,2020-02-13,2,11,2020-02-13,2,2020-02-13,2020-02-13,2,11,2,11,24
106012120081,0bf40235b9c144faaab974ee944a4bd0,2020-02-12,1,10,2020-02-12,1,11,2020-02-12,1,11,2020-02-14,12,2,12,59,2020-02-14,2,13,2020-02-14,2,2020-02-14,2020-02-14,2,13,2,13,3
106012120084,be469e9fde1c474c9b49625ab62f3ccc,2020-02-14,1,15,2020-02-14,1,15,2020-02-14,1,15,2020-02-14,15,1,15,17,2020-02-14,1,15,2020-02-14,1,2020-02-14,2020-02-14,1,15,1,15,19
106012120104,6be3950e67f949b3ba53e41510beb3f8,2020-02-14,1,16,2020-02-14,1,17,2020-02-14,1,17,2020-02-14,17,1,17,19,2020-02-14,1,17,2020-02-14,1,2020-02-14,2020-02-14,1,17,1,17,23
106012120109,2917e87929b94298b46d4b00ff3d8368,2020-02-13,2,16,2020-02-13,2,16,2020-02-13,2,16,2020-02-13,16,2,16,26,2020-02-13,2,16,2020-02-13,2,2020-02-13,2020-02-13,2,16,2,16,35
106012120152,aa136f9bff0e4b0f97b0689ac633ee3c,2020-02-13,2,17,2020-02-13,2,17,2020-02-13,2,17,2020-02-13,17,2,17,29,2020-02-13,2,13,2020-02-14,2,2020-02-14,2020-02-14,2,13,2,13,25
106012120165,a330bee74902463c83da3a42a11eeb61,2020-02-14,2,13,2020-02-14,2,13,2020-02-14,2,13,2020-02-14,13,2,13,41,2020-02-14,2,13,2020-02-14,2,2020-02-14,2020-02-14,2,13,2,13,46
106012120237,24f8736697264da0987209d6be9228f2,2020-02-14,1,12,2020-02-14,2,12,2020-02-14,2,12,2020-02-14,12,1,12,46,2020-02-14,1,12,2020-02-14,1,2020-02-14,2020-02-14,1,12,1,12,49
106012120242,9c7dca1046d247c6a16cc488615aa027,2020-02-12,2,14,2020-02-12,2,14,2020-02-12,2,14,2020-02-12,14,2,14,38,2020-02-12,2,14,2020-02-12,2,2020-02-12,2020-02-12,2,14,2,14,44
107392250104,9aae346102d540c28a8ba2beca80553b,2019-09-04,1,10,2019-09-04,1,10,2019-09-04,1,11,2019-09-04,11,1,11,1,2019-09-04,1,11,2019-09-04,1,2019-09-04,2019-09-04,1,11,1,11,6
107402300081,fc9c183b2b754a91b1984e5de92dbc44,2020-02-25,1,11,2020-02-25,1,11,2020-02-25,1,11,2020-02-25,11,1,11,46,2020-02-25,1,11,2020-02-25,1,2020-02-25,2020-02-25,1,11,1,11,48
201012370054,3498e3e819d442fb918936d1ceeedbf1,2019-09-23,2,9,2019-09-23,2,9,2019-09-23,2,9,2019-09-23,9,2,9,52,2019-09-23,2,9,2019-09-23,2,2019-09-23,2019-09-23,2,9,2,10,0
201012370067,f55ac8afe5ca4cc48b52bb7a62e639a3,2019-09-24,1,9,2019-09-24,1,9,2019-09-24,1,9,2019-09-24,9,1,9,41,2019-09-24,1,9,2019-09-24,1,2019-09-24,2019-09-24,1,9,1,9,46
201042400156,46a5daaf62c248da97fcc10129e832b6,2019-12-18,1,12,2019-12-18,1,12,2019-12-18,1,12,2019-12-18,12,1,12,56,2019-12-18,1,12,2019-12-18,1,2019-12-18,2019-12-18,1,13,1,13,5
201042400340,2939e73be2d142bc9c40bb14c40ec65f,2019-12-17,2,16,2019-12-17,2,16,2019-12-17,2,16,2019-12-17,16,2,16,24,2019-12-17,2,16,2019-12-17,2,2019-12-17,2019-12-17,2,16,2,16,32
201062420249,c129d18d85e045fca1289a32706eba8e,2020-02-25,1,14,2020-02-25,1,14,2020-02-25,1,14,2020-02-25,14,1,14,33,2020-02-25,1,14,2020-02-25,1,2020-02-25,2020-02-25,1,14,1,14,37
201062420307,905312d7c13647c1be0f0f6e151bb0f7,2020-02-26,1,13,2020-02-26,1,13,2020-02-26,1,13,2020-02-26,13,1,13,36,2020-02-26,1,13,2020-02-26,1,2020-02-26,2020-02-26,1,13,1,13,41
201132480069,9537c2af38204504b3ab3ba33d3a1873,2020-01-14,1,14,2020-01-14,1,14,2020-01-14,1,14,2020-01-14,14,1,14,58,2020-01-14,1,14,2020-01-14,1,2020-01-14,2020-01-14,1,15,1,15,1
201202510452,33562022c89342cdb15d85e78156605f,2019-12-20,2,12,2019-12-20,2,12,2019-12-20,2,12,2019-12-20,12,2,12,51,2019-12-20,2,12,2019-12-20,2,2019-12-20,2019-12-20,2,12,2,13,1
201232570069,caa7c5e39df04ccea53bcfdc1c46e556,2020-01-17,1,13,2020-01-17,1,13,2020-01-17,1,13,2020-01-17,13,1,13,52,2020-01-17,1,13,2020-01-17,1,2020-01-17,2020-01-17,1,13,1,13,58
202012610034,1a66dc2cc2f443e9bf44d36163d02efe,2019-09-03,2,9,2019-09-03,2,9,2019-09-03,2,10,2019-09-03,10,2,10,9,2019-09-03,2,10,2019-09-03,2,2019-09-03,2019-09-03,2,10,2,10,14
202012610047,829cfd6017e042bfbd03078497083042,2019-09-04,1,17,2019-09-04,1,17,2019-09-04,1,17,2019-09-04,17,1,17,45,2019-09-04,1,17,2019-09-04,1,2019-09-04,2019-09-04,1,17,1,17,48
202012610085,af553d7e86654519b98e08efbe6c72ed,2019-09-03,3,15,2019-09-03,3,15,2019-09-03,3,15,2019-09-03,15,3,15,9,2019-09-03,3,15,2019-09-03,3,2019-09-03,2019-09-03,3,15,3,15,13
202012610111,a82df73a7ae247ab951a3bcb06d153db,2019-09-03,2,12,2019-09-03,2,12,2019-09-03,2,12,2019-09-03,12,2,12,16,2019-09-03,2,12,2019-09-03,2,2019-09-03,2019-09-03,2,12,2,12,19
202012610288,26adc41013a94298b69eb3598e8dad22,2019-09-04,1,9,2019-09-04,1,9,2019-09-04,1,9,2019-09-04,9,1,10,7,2019-09-04,1,10,2019-09-04,1,2019-09-04,2019-09-04,1,10,1,10,18
202012610405,9d70f67249c746d7b8ea515f7c63645b,2019-09-04,2,10,2019-09-04,2,10,2019-09-04,1,10,2019-09-04,10,1,10,39,2019-09-04,1,10,2019-09-04,1,2019-09-04,2019-09-04,1,10,1,10,48
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,2019-05-24,1,10,2019-05-24,1,10,2019-05-24,1,10,2019-05-24,10,1,10,41,2019-05-24,1,10,2019-05-24,1,2019-05-24,2019-05-24,1,10,1,10,47
202012630048,cfaf93d4cc23462bbbaeafca87f9d7b9,2019-12-19,1,16,2019-12-19,1,16,2019-12-19,1,16,2019-12-19,16,1,16,45,2019-12-19,1,16,2019-12-19,1,2019-12-19,2019-12-19,1,16,1,16,50
202012630183,dd9fd89a14db4172b564ba88586476e0,2019-12-18,1,13,2019-12-18,1,13,2019-12-18,1,13,2019-12-18,13,1,13,30,2019-12-18,1,13,2019-12-18,1,2019-12-18,2019-12-18,1,13,1,13,33
202012640015,eabe542e016e4f9092ac9982b486ce99,2019-08-14,1,9,2019-08-14,1,9,2019-08-14,1,9,2019-08-14,9,1,9,27,2019-08-14,1,9,2019-08-14,1,2019-08-14,2019-08-14,1,9,1,9,34
202012640112,93da393f2e0349aabebd3923f9bb6cee,2019-08-14,1,16,2019-08-14,2,16,2019-08-14,2,16,2019-08-14,16,1,16,34,2019-08-14,1,16,2019-08-14,1,2019-08-14,2019-08-14,1,16,1,16,49
202012640113,0ff40b7a5a2e4ed988266cf0f5ded053,2019-08-13,1,10,2019-08-13,1,10,2019-08-13,1,10,2019-08-13,10,1,11,8,2019-08-13,.a,.a,2019-08-13,1,2019-08-13,2019-08-13,1,11,1,11,19
202012640155,bd7f18d847f8471c91dbe306fce4555e,2019-08-13,1,15,2019-08-13,1,15,2019-08-13,1,15,2019-08-13,15,1,15,28,2019-08-13,1,15,2019-08-13,1,2019-08-13,2019-08-13,1,15,1,15,32
202012640209,338025b7ebba4cde9ee471f5a3750a6f,2019-08-12,2,10,2019-08-12,2,10,2019-08-12,2,10,2019-08-12,10,2,10,38,2019-08-12,2,10,2019-08-12,2,2019-08-12,2019-08-12,2,10,2,10,43
202012640217,3f0493aac12b4454b26ae066bba904b8,2019-08-12,1,15,2019-08-12,1,15,2019-08-12,1,15,2019-08-12,15,1,15,56,2019-08-12,1,15,2019-08-12,1,2019-08-12,2019-08-12,1,16,1,16,1
202012640248,2e467500122f43dbb03b768163ece17b,2019-08-13,1,10,2019-08-13,1,10,2019-08-13,1,10,2019-08-13,10,1,10,23,2019-08-13,1,10,2019-08-13,1,2019-08-13,2019-08-13,1,10,1,10,26
202012640252,1961dbf9c3a947129d725cac98bf73b1,2019-08-12,2,15,2019-08-12,2,15,2019-08-12,2,15,2019-08-12,15,2,15,49,2019-08-12,2,15,2019-08-12,2,2019-08-12,2019-08-12,2,15,2,15,52
202012640296,6449d264804649feb5879bc9104b10c3,2019-08-14,1,16,2019-08-14,1,16,2019-08-14,1,16,2019-08-14,16,1,16,34,2019-08-14,1,16,2019-08-14,1,2019-08-14,2019-08-14,1,16,1,16,43
202012650095,2e692dc43c35455bab5717f379e70413,2020-02-21,2,11,2020-02-21,2,11,2020-02-21,2,11,2020-02-21,11,2,11,24,2020-02-21,2,11,2020-02-21,2,2020-02-21,2020-02-21,2,11,2,11,28
202012650096,c674acba1a3146e5931d27264639035c,2020-02-21,1,15,2020-02-21,1,15,2020-02-21,1,15,2020-02-21,15,1,15,43,2020-02-21,1,15,2020-02-21,1,2020-02-21,2020-02-21,1,15,1,15,49
202012650174,f220d6e4a1004dc6b8edadafd7c6c6e8,2020-02-19,4,12,2020-02-19,3,12,2020-02-19,3,12,2020-02-19,13,3,13,4,2020-02-19,3,13,2020-02-19,3,2020-02-19,2020-02-19,3,13,3,13,12
202022680278,11288a6789824f339732eb04da0eb8e7,2019-09-30,1,15,2019-09-30,1,15,2019-09-30,1,15,2019-09-30,15,1,15,36,2019-09-30,2,15,2019-09-30,1,2019-09-30,2019-09-30,1,15,1,15,39
202032690164,0cefcd136f374aaf9ae3823df18e3f25,2020-03-31,4,13,2020-03-31,4,13,2020-03-31,4,13,2020-03-31,13,1,13,23,2020-03-31,1,13,2020-03-31,1,2020-03-31,2020-03-31,1,13,1,13,27
202032690233,aea3dd3b707145e2aab3a7588bd1fdd6,2020-03-31,1,15,2020-03-31,1,15,2020-03-31,1,15,2020-03-31,15,1,15,49,2020-03-31,1,15,2020-03-31,1,2020-03-31,2020-03-31,1,15,1,15,53
202032690313,2f56bc91ee38466598a2327d0e8f3008,2020-03-30,1,13,2020-03-30,1,13,2020-03-30,1,13,2020-03-30,13,1,13,26,2020-03-30,1,13,2020-03-30,1,2020-03-30,2020-03-30,1,13,1,13,29
202032690331,a00372954140485a946b116b74ab74a7,2020-04-01,1,13,2020-04-01,1,13,2020-04-01,1,13,2020-04-01,13,1,13,40,2020-04-01,1,13,2020-04-01,1,2020-04-01,2020-04-01,1,13,1,13,43
202032690349,7d782d8a2d9840f5aa81f257e9b66344,2020-04-01,1,11,2020-04-01,1,11,2020-04-01,1,11,2020-04-01,11,1,11,54,2020-04-01,1,11,2020-04-01,1,2020-04-01,2020-04-01,1,11,1,12,0
202042700038,ad2716ee75784ef79a82fbeaa12d796c,2019-06-06,2,9,2019-06-06,2,9,2019-06-06,2,9,2019-06-06,9,2,9,39,2019-06-06,2,9,2019-06-06,2,2019-06-06,2019-06-06,2,9,2,9,45
202042700041,4e0ae39c3acd40b08221882ec4771e8d,2019-06-07,2,14,2019-06-07,2,14,2019-06-07,2,14,2019-06-07,15,2,15,2,2019-06-07,2,15,2019-06-07,2,2019-06-07,2019-06-07,2,15,2,15,8
202042700084,dc47a9477ec94d1fa8509d4bf891db6e,2019-06-07,1,16,2019-06-07,1,16,2019-06-07,1,16,2019-06-07,16,.a,.a,.a,2019-06-07,1,16,2019-06-07,1,2019-06-07,2019-06-07,1,16,1,17,0
202042700118,eb7f8207ec0341fba18c0e5adef3c9c8,2019-06-06,1,17,2019-06-06,1,17,2019-06-06,1,17,2019-06-06,17,1,17,24,2019-06-06,1,17,2019-06-06,1,2019-06-06,2019-06-06,1,17,1,17,28
202042710084,30276d4532fa4421b658a6def0af6804,2020-01-16,1,9,2020-01-16,1,9,2020-01-16,1,9,2020-01-16,10,1,10,1,2020-01-16,1,10,2020-01-16,1,2020-01-16,2020-01-16,1,10,1,10,5
202042710177,c6735b6c1436494b9a2502bcf7ac4fd5,2020-01-14,1,16,2020-01-14,1,16,2020-01-14,1,16,2020-01-14,16,1,16,28,2020-01-14,1,16,2020-01-14,1,2020-01-14,2020-01-14,1,16,1,16,31
202052730008,2c5791e971bd45a2ab323acc8524ba15,2020-03-22,1,9,2020-03-22,1,9,2020-03-22,1,9,2020-03-22,9,1,9,33,2020-03-22,1,9,2020-03-22,1,2020-03-22,2020-03-22,1,9,1,9,37
202062740207,87a36ce46afe4a69b05029997f9863a7,2019-05-28,1,9,2019-05-28,1,9,2019-05-28,1,9,2019-05-28,9,1,9,22,2019-05-28,1,9,2019-05-28,1,2019-05-28,2019-05-28,1,9,1,9,27
202062740398,de4c1e4e49794475bb71aa0b5b2ddbbb,2019-05-30,1,14,2019-05-30,1,14,2019-05-30,1,14,2019-05-30,14,1,14,30,2019-05-30,1,14,2019-05-30,1,2019-05-30,2019-05-30,3,14,1,14,34
202062740428,05663c5cc5c44c769182e787c00935a0,2019-05-27,1,14,2019-05-27,1,14,2019-05-27,1,14,2019-05-27,14,1,14,50,2019-05-27,1,14,2019-05-27,1,2019-05-27,2019-05-27,1,14,1,14,59
202062750140,a198f2580cf54e13bbfa68311ced3656,2019-12-09,1,12,2019-12-09,2,12,2019-12-09,2,12,2019-12-09,12,2,13,2,2019-12-09,2,13,2019-12-09,2,2019-12-09,2019-12-09,2,13,2,13,6
202062760073,8dd4a2c502924f25b03154276d68d9cb,2019-08-10,1,15,2019-08-10,1,15,2019-08-10,1,15,2019-08-10,15,1,15,19,2019-08-10,1,16,2019-08-10,1,2019-08-10,2019-08-10,1,16,1,16,43
202062760142,cb5167d6923d47a79b3849d92a8f2271,2019-08-11,1,9,2019-08-11,1,9,2019-08-11,1,9,2019-08-11,9,1,10,25,2019-08-11,1,10,2019-08-11,1,2019-08-11,2019-08-11,1,10,1,10,29
202062770118,ec1dae3c2e444e05bf87d07242528189,2020-02-25,2,14,2020-02-25,2,14,2020-02-25,2,14,2020-02-25,14,1,14,42,2020-02-25,2,14,2020-02-25,2,2020-02-25,2020-02-25,2,14,2,14,49
202062770237,032f41b50b6b476195a1c9cd53807e82,2020-02-28,1,13,2020-02-28,1,13,2020-02-28,1,13,2020-02-28,13,1,13,59,2020-02-28,1,14,2020-02-28,1,2020-02-28,2020-02-28,1,14,1,14,2
202062770286,dcb807759a7f4f09bdd082ddddc9bc24,2020-02-27,1,10,2020-02-27,1,10,2020-02-27,1,10,2020-02-27,10,1,10,41,2020-02-27,1,10,2020-02-27,1,2020-02-27,2020-02-27,1,10,1,10,44
202062780108,9791161797654f89b7b03b97db45ec36,2019-05-01,2,16,2019-05-01,2,16,2019-05-01,2,16,2019-05-01,16,.a,.a,.a,2019-05-01,2,16,2019-05-01,2,2019-05-01,2019-05-01,2,16,.a,.a,.a
202062790306,6ab88b8c4aa44dd5b9738190d085d919,2019-11-21,1,16,2019-11-21,1,16,2019-11-21,1,16,2019-11-21,16,1,16,52,2019-11-21,1,16,2019-11-21,1,2019-11-21,2019-11-21,1,16,1,17,0
203022860074,ed522656705840c19c8ef5494a82406a,2019-06-26,1,11,2019-06-26,1,11,2019-06-26,1,11,2019-06-26,11,1,11,58,2019-06-26,1,12,2019-06-26,1,2019-06-26,2019-06-26,1,12,1,12,4
203042940004,d59071446e4d43169d8fcab95585a1b7,2020-01-27,1,11,2020-01-27,1,11,2020-01-27,1,11,2020-01-27,11,1,11,37,2020-01-27,1,11,2020-01-27,1,2020-01-27,2020-01-27,1,11,1,11,41
203042940018,cc4df7980e71436bbbeba2f7dbf32434,2020-01-27,1,13,2020-01-27,1,13,2020-01-27,1,13,2020-01-27,13,1,13,9,2020-01-27,1,13,2020-01-27,1,2020-01-27,2020-01-27,1,13,1,13,13
203042940096,2a23479dc7174d60a535428c098fb19b,2020-01-27,1,15,2020-01-27,1,15,2020-01-27,1,15,2020-01-27,15,1,15,36,2020-01-27,1,15,2020-01-27,1,2020-01-27,2020-01-27,1,15,1,15,40
203063000058,49bc806a98134d20b716d6e39a4fdf97,2019-05-14,1,11,2019-05-14,1,11,2019-05-14,1,11,2019-05-14,11,1,11,36,2019-05-14,1,11,2019-05-14,1,2019-05-14,2019-05-14,1,11,1,11,49
203073010043,15a741ae6324401288ab1c09f6e94197,2019-12-05,1,11,2019-12-05,1,11,2019-12-05,1,11,2019-12-05,11,1,11,28,2019-12-05,1,11,2019-12-05,1,2019-12-05,2019-12-05,1,11,1,11,31
203073010095,28edae89a19944829e6156a16565d79b,2019-12-06,1,12,2019-12-06,1,12,2019-12-06,1,12,2019-12-06,12,1,13,1,2019-12-06,1,13,2019-12-06,1,2019-12-06,2019-12-06,4,13,1,13,9
204013060229,c1dd7f37d3d1487f9fffe745272d8ae3,2019-06-10,1,9,2019-06-10,1,9,2019-06-10,1,9,2019-06-10,9,1,9,24,2019-06-10,1,9,2019-06-10,1,2019-06-10,2019-06-10,1,9,1,9,31
204023070097,6d73f48e2c8346dc8575d206aa021809,2020-01-07,2,12,2020-01-07,2,12,2020-01-07,2,12,2020-01-07,12,2,12,34,2020-01-07,2,12,2020-01-07,2,2020-01-07,2020-01-07,2,12,2,12,37
204023070117,4f319e8063934b4a9054ec39f51fbcbc,2020-01-08,1,11,2020-01-08,1,11,2020-01-08,1,11,2020-01-08,11,1,11,46,2020-01-08,1,11,2020-01-08,1,2020-01-08,2020-01-08,1,11,1,11,49
204023070135,a62ed6d6a7404335b8fd4144ea563f7f,2020-01-08,1,11,2020-01-08,1,11,2020-01-08,1,11,2020-01-08,11,1,11,14,2020-01-08,1,11,2020-01-08,1,2020-01-08,2020-01-08,1,11,1,11,17
204023070153,3ea4ce31d527493ba684dd02cc71cc7c,2020-01-08,1,15,2020-01-08,1,15,2020-01-08,1,15,2020-01-08,15,1,15,40,2020-01-08,1,15,2020-01-08,1,2020-01-08,2020-01-08,1,15,1,15,44
204043140113,f37e017d40b04262b9f04baf2707f967,2020-01-10,1,12,2020-01-10,1,12,2020-01-10,1,12,2020-01-10,12,1,12,48,2020-01-10,1,12,2020-01-10,1,2020-01-10,2020-01-10,1,12,1,12,53
204053190194,c4fc7fa7788145f7a3fd0976143cd1fb,2019-08-13,1,9,2019-08-13,1,9,2019-08-13,1,9,2019-08-13,9,1,9,46,2019-08-13,1,9,2019-08-13,1,2019-08-13,2019-08-13,1,9,1,9,50
205013260076,1e316d1748cd43f4a233a47227605b48,2019-08-29,3,10,2019-08-29,3,10,2019-09-29,3,10,2019-09-29,10,3,10,38,2019-09-29,3,10,2019-09-29,3,2019-09-29,2019-09-29,3,10,3,10,41
205013280943,baf974ca5ded4c0cbf31b8a14950bf31,2019-06-05,1,11,2019-06-05,1,11,2019-06-05,1,11,2019-06-05,11,1,12,51,2019-06-05,1,12,2019-06-05,1,2019-06-05,2019-06-05,1,17,1,11,53
205023290221,1e8162bd07cb47c2b6052f710da869ff,2019-12-11,1,9,2019-12-11,1,9,2019-12-11,1,9,2019-12-11,9,1,9,19,2019-12-11,1,9,2019-12-11,1,2019-12-11,2019-12-11,1,9,1,9,26
205043350070,fd697fb8b25443b59da36ca122d337a9,2020-04-06,1,11,2020-04-06,1,11,2020-04-06,1,11,2020-04-06,11,1,11,50,2020-04-06,1,11,2020-04-06,1,2020-04-06,2020-04-06,1,12,1,12,8
205053360219,5754b076f97e48c48fd86455ae881c91,2019-07-11,1,15,2019-07-11,1,15,2019-07-11,1,15,2019-07-11,15,1,15,37,2019-07-11,1,15,2019-07-11,1,2019-07-11,2019-07-11,1,16,1,15,45
205053370039,8b81dd0a679948b880b66a1f598c45a0,2020-01-21,2,12,2020-01-21,2,12,2020-01-21,2,12,2020-01-21,12,2,12,48,2020-01-21,2,12,2020-01-21,2,2020-01-21,2020-01-21,2,12,2,12,24
205053370057,5c6184ef621c4f14ba30fa29cd13147a,2020-01-23,1,9,2020-01-23,1,9,2020-01-23,1,10,2020-01-23,10,1,15,19,2020-01-23,1,15,2020-01-23,1,2020-01-23,2020-01-23,1,15,1,10,45
205063380099,043b0614c80041e7bb86224e331c7834,2019-09-04,1,9,2019-09-04,1,9,2019-09-04,1,9,2019-09-04,9,1,9,29,2019-09-04,1,9,2019-09-04,1,2019-09-04,2019-09-04,1,10,1,10,51
205063380124,b22f72637bb147e1a837a25a35160eb9,2019-09-03,2,12,2019-09-03,2,12,2019-09-03,2,12,2019-09-03,12,2,12,42,2019-09-03,2,12,2019-09-03,2,2019-09-03,2019-09-03,2,12,2,12,48
205063380157,1f52142bf553415ebfeddd7d91bb2675,2019-09-04,1,11,2019-09-04,1,11,2019-09-04,1,11,2019-09-04,11,1,11,55,2019-09-04,2,12,2019-09-04,1,2019-09-04,2019-09-04,1,12,1,12,18
205073400131,8ceb91f645784a15b6b4b660f9eca9fc,2019-06-07,1,14,2019-06-07,1,14,2019-06-07,1,14,2019-06-07,14,1,14,40,2019-06-07,1,14,2019-06-07,1,2019-06-07,2019-06-07,1,14,1,14,47
205073430141,1d3c6e020a134f6cb2f74711ceb9c5dc,2020-03-10,1,13,2020-03-10,1,13,2020-03-10,1,13,2020-03-10,13,1,13,27,2020-03-10,1,10,2020-03-10,1,2020-03-10,2020-03-10,1,13,1,13,33
205093460107,9a17e5a268b54e588170832bd9fc2dec,2019-10-17,1,14,2019-10-17,1,14,2019-10-17,1,14,2019-10-17,14,1,14,29,2019-10-18,1,12,2019-10-18,1,2019-10-18,2019-10-18,1,12,1,12,58
205093460230,ac8cf2f98f404b9ea4440c61531926ce,2019-10-18,1,10,2019-10-18,1,11,2019-10-18,1,13,2019-10-18,13,1,13,38,2019-10-18,1,13,2019-10-18,1,2019-10-18,2019-10-18,1,13,1,13,47
205093460371,2085ec1a834c474d97cad317a897d3e6,2019-10-17,2,11,2019-10-17,2,12,2019-10-17,2,12,2019-10-17,12,2,12,21,2019-10-17,2,12,2019-10-19,1,2019-10-17,2019-10-17,2,12,2,12,32
205213480093,83c41f6877454a1cab4bc0bc10e774a2,2020-01-26,1,14,2020-01-26,1,14,2020-01-26,1,14,2020-01-26,14,1,15,3,2020-01-26,1,16,2020-01-26,1,2020-01-26,2020-01-26,1,16,2,16,15
206053620027,2028a47b8a6d45efb6152a515c5cf0a4,2020-03-11,1,9,2020-03-11,2,9,2020-03-11,1,9,2020-03-11,9,2,9,47,2020-03-11,2,9,2020-03-11,2,2020-03-11,2020-03-11,2,9,2,9,59
206083670202,55d5d9da934c457f8d87fa50fceee8fb,2019-04-27,1,17,2019-04-27,1,17,2019-04-27,1,17,2019-04-27,17,1,17,32,2019-04-27,1,17,2019-04-27,1,2019-04-27,2019-04-27,1,17,1,17,43
