case_id,HHID,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n07_1a,ag_n07_1b,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n39_1,ag_n39_1_oth,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
311027110113,5bfcdb6fed3a4cbea31d92cd51836a51,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,2,.a,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110113,5bfcdb6fed3a4cbea31d92cd51836a51,NKHWANI,1,OTHER SPECIFY,CUP,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),CUP,Preference for traditional variety,
311027110144,6d17aec3d55948d1bafd4d1470100c0a,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,2,,On Foot,,0,NO,,,,Preference for traditional variety,
311027110154,f8cb9614a35e48e48a887462089fa9ca,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,5,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311027110154,f8cb9614a35e48e48a887462089fa9ca,SWEET POTATO,1,OTHER SPECIFY,50 KG BAG(ROOTS),"YES, THE FIGURES MATCHED",NO,YES,2,,1,50 KG BAG,,5,.a,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110162,6828b94122bf460295370a1e2bde3d90,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,2,KILOGRAM,,1,.a,Bicycle Taxi,,2000,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
311027110162,6828b94122bf460295370a1e2bde3d90,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,1,KILOGRAM,,1,.a,On Foot,,0,1400,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110162,6828b94122bf460295370a1e2bde3d90,NKHWANI,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,500,GRAM,,1,.a,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110162,6828b94122bf460295370a1e2bde3d90,OTHER (SPECIFY),500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,500,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110216,e257848ca7784d718d04da8292be607d,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,4,,2,50 KG BAG,,1,.a,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110224,464233eec10d4aa3a9d1ed223e33b2d3,MAIZE LOCAL,2500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2.5,KILOGRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
311027110299,c3bbaeb68fa44e57a4df7f0db03f1fd3,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,2,KILOGRAM,,2,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110299,c3bbaeb68fa44e57a4df7f0db03f1fd3,SWEET POTATO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,25,KILOGRAM,,Preference for traditional variety,
311027110299,c3bbaeb68fa44e57a4df7f0db03f1fd3,BEANS,500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,500,GRAM,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
311027110299,c3bbaeb68fa44e57a4df7f0db03f1fd3,NKHWANI,500,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,500,GRAM,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
311027110299,c3bbaeb68fa44e57a4df7f0db03f1fd3,THERERE/OKRA,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Preference for traditional variety,
311027110368,a22ee09fe4514f599cf12114de2c7b9e,MAIZE HYBRID,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,10,KILOGRAM,,1,.a,On Foot,,0,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311027110368,a22ee09fe4514f599cf12114de2c7b9e,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,3,,On Foot,,0,NO,,,,Preference for traditional variety,
311027110368,a22ee09fe4514f599cf12114de2c7b9e,OTHER (SPECIFY),1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
311047120036,c5d2129d9efc499199e26af4545d838d,MAIZE LOCAL,2,OTHER SPECIFY,SMALL BASIN,"YES, THE FIGURES MATCHED",NO,YES,3,,2,OTHER (SPECIFY),SMALL BASIN,1,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047120036,c5d2129d9efc499199e26af4545d838d,SWEET POTATO,4,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,4,OTHER (SPECIFY),50 KG BAG,3,,On Foot,,0,NO,,,,Improved variety is too expensive,
311047120036,c5d2129d9efc499199e26af4545d838d,BEANS,2,OTHER SPECIFY,SMALL BASIN,"YES, THE FIGURES MATCHED",NO,YES,3,,2,OTHER (SPECIFY),SMALL BASIN,1,.a,On Foot,,0,8000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047120041,a85d0ffaf4414014ab7e66d05f5e129b,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,2,,2,50 KG BAG,,1,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HIGH YIELDING
311047120122,864d68517383440fbde069382c355676,SWEET POTATO,400,OTHER SPECIFY,SEEDLINGS,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,400,OTHER (SPECIFY),SEEDLINGS,3,,On Foot,,0,NO,,,,Improved variety is too expensive,
311047120139,f42c2bd2625142c2a003f26979100a02,SWEET POTATO,5,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,6,,5,50 KG BAG,,1,.a,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047120154,35694bed44514d9ea16a6d42c57d4b79,MAIZE HYBRID,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,25,KILOGRAM,,1,2,Own Bicycle or Oxcart,,0,35000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),USED HYBRID
311047120154,35694bed44514d9ea16a6d42c57d4b79,BEANS,40,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,40,KILOGRAM,,1,2,Own Bicycle or Oxcart,,0,45000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),USED COMPOSITE
311047120154,35694bed44514d9ea16a6d42c57d4b79,NKHWANI,200,GRAM,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",NO,YES,1,,200,GRAM,,1,2,Own Bicycle or Oxcart,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047120184,cca295e79b5449419045b20874f29e2f,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,50 KG BAG,,5,,On Foot,,0,NO,,,,Improved variety is too expensive,
311047120220,f06d8be654804d7e84ecab46dee7f3ea,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,1300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047120220,f06d8be654804d7e84ecab46dee7f3ea,SWEET POTATO,500,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,500,OTHER (SPECIFY),SEEDLINGS,1,2,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047130141,5e9a74b9b9944633a1f2f045c6312544,MAIZE LOCAL,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,3,KILOGRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
311047140009,ebdb156cc8ca46d697a86c9b633e8cb1,MAIZE LOCAL,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,20,KILOGRAM,,Improved variety is too expensive,
311047140009,ebdb156cc8ca46d697a86c9b633e8cb1,RICE MTUPATUPA,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047140009,ebdb156cc8ca46d697a86c9b633e8cb1,BEANS,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
311047150001,89403417cb144c468c923ebace484eee,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
311047150001,89403417cb144c468c923ebace484eee,PEA,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,2,KILOGRAM,,1,.a,On Foot,,0,400,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
311047150107,d0444fb5ded84a4bb9b618ce44a5026c,MAIZE COMPOSITE/OPV,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,5,KILOGRAM,,1,2,On Foot,,0,1200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150107,d0444fb5ded84a4bb9b618ce44a5026c,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,200,GRAM,,1,.a,On Foot,,0,100,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150107,d0444fb5ded84a4bb9b618ce44a5026c,PEA,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,500,GRAM,,1,.a,On Foot,,0,100,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150179,95f2b839c54c4259bd52d3e165b46654,MAIZE HYBRID,8,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,8,KILOGRAM,,Improved variety is too expensive,
311047150179,95f2b839c54c4259bd52d3e165b46654,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Preference for traditional variety,
311047150179,95f2b839c54c4259bd52d3e165b46654,NKHWANI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,RAM,,Preference for traditional variety,
311047150188,bf81446343d1434690f34c5340251ff9,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,2,KILOGRAM,,1,.a,On Foot,,0,2300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
311047150188,bf81446343d1434690f34c5340251ff9,NKHWANI,20,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,20,GRAM,,1,.a,Own Bicycle or Oxcart,,0,100,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311047150188,bf81446343d1434690f34c5340251ff9,THERERE/OKRA,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,GRAM,,5,,On Foot,,0,NO,,,,Preference for traditional variety,
311047150240,a922c3f44f0046e4b4df2c2ab039aa83,MAIZE HYBRID RECYCLED,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Advice from fellow farmer,
311047150240,a922c3f44f0046e4b4df2c2ab039aa83,THERERE/OKRA,150,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,150,RAM,,Improved variety is too expensive,
311047150240,a922c3f44f0046e4b4df2c2ab039aa83,PEA,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,.5,KILOGRAM,,1,.a,On Foot,,0,150,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150242,4ed17bde3afc45499186cb4a72679446,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
311047150242,4ed17bde3afc45499186cb4a72679446,NKHWANI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,RAM,,Preference for traditional variety,
311047150323,5da42da85b9e4b49a7c7140c31753e47,MAIZE LOCAL,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,4,KILOGRAM,,3,,On Foot,,0,NO,,,,Preference for traditional variety,
311047150323,5da42da85b9e4b49a7c7140c31753e47,NKHWANI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,100,GRAM,,1,.a,Own Bicycle or Oxcart,,0,100,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311047150323,5da42da85b9e4b49a7c7140c31753e47,THERERE/OKRA,10,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,10,GRAM,,5,,On Foot,,0,NO,,,,Preference for traditional variety,
311047150323,5da42da85b9e4b49a7c7140c31753e47,OTHER (SPECIFY),500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,500,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311047150360,cedb51aeca584d7bbfe39f8fc94d6d16,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,2,KILOGRAM,,1,.a,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150360,cedb51aeca584d7bbfe39f8fc94d6d16,THERERE/OKRA,50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,50,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150360,cedb51aeca584d7bbfe39f8fc94d6d16,PEA,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,500,GRAM,,1,.a,On Foot,,0,150,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150369,eb41eb17dd1b4f37837994f777047618,MAIZE LOCAL,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150369,eb41eb17dd1b4f37837994f777047618,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Preference for traditional variety,
311047150399,6c38014160ac40efaa13523d3d14c919,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047150399,6c38014160ac40efaa13523d3d14c919,NKHWANI,30,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,30,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311047150399,6c38014160ac40efaa13523d3d14c919,TOMATO,250,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,250,GRAM,,1,.a,On Foot,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311047160023,9a565121135845e29a8536f9c843fbbd,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,5,KILOGRAM,,1,.a,On Foot,,0,8000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160023,9a565121135845e29a8536f9c843fbbd,BEANS,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,4,KILOGRAM,,1,.a,On Foot,,0,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160123,8393f2e194ec4f6f88efa1aab2d1be6a,MAIZE HYBRID RECYCLED,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,5,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160123,8393f2e194ec4f6f88efa1aab2d1be6a,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,200,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160320,6b845eb3d4244d4e9f7b5b20786d5005,MAIZE COMPOSITE/OPV,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,20,KILOGRAM,,1,.a,On Foot,,0,6500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160320,6b845eb3d4244d4e9f7b5b20786d5005,SWEET POTATO,45,OTHER SPECIFY,SEEDLINGS,"YES, THE FIGURES MATCHED",NO,YES,2,,45,OTHER (SPECIFY),SEEDLINGS,1,.a,Bicycle Taxi,,1500,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311047160320,6b845eb3d4244d4e9f7b5b20786d5005,THERERE/OKRA,200,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,200,KILOGRAM,,1,.a,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170049,310f70ceb8b64bd69d8a2c8f8b91878f,MAIZE COMPOSITE/OPV,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,20,KILOGRAM,,Improved variety is too expensive,
311057170049,310f70ceb8b64bd69d8a2c8f8b91878f,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,2,,2,50 KG BAG,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170049,310f70ceb8b64bd69d8a2c8f8b91878f,BEANS,1500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,1.5,KILOGRAM,,1,.a,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170065,99e6fce6dcb84e06b7affa69a21cb27a,MAIZE LOCAL,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,20,KILOGRAM,,Improved variety is too expensive,
311057170065,99e6fce6dcb84e06b7affa69a21cb27a,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,1,,2,50 KG BAG,,1,.a,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170065,99e6fce6dcb84e06b7affa69a21cb27a,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
311057170084,414c4b91d1e94f1da8d1b7d0a7d4311c,MAIZE COMPOSITE/OPV,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,600,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170084,414c4b91d1e94f1da8d1b7d0a7d4311c,NKHWANI,150,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,150,GRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
311057170100,62c8ad36e6454d5190434c658507815d,SWEET POTATO,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,3,50 KG BAG,,2,.a,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170200,e4f936dd46a141d09ab6c2a018ce1a30,MAIZE LOCAL,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,10,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170200,e4f936dd46a141d09ab6c2a018ce1a30,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,1,KILOGRAM,,1,.a,On Foot,,0,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,MAIZE HYBRID,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,KILOGRAM,,1,.a,Other (Specify),USED OWN BICYCLE,0,7500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
311057170308,54e7f424f81e4579a35f6721512bcc7f,SWEET POTATO,2,OTHER SPECIFY,2 (50 KG BAG),"YES, THE FIGURES MATCHED",NO,YES,3,,2,50 KG BAG,,1,.a,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311057180111,e4f73e9973d0427181ad7bc6886ebab7,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
311057180111,e4f73e9973d0427181ad7bc6886ebab7,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,KILOGRAM,,Preference for traditional variety,
311057180111,e4f73e9973d0427181ad7bc6886ebab7,BEANS,500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,500,RAM,,Preference for traditional variety,
311057180111,e4f73e9973d0427181ad7bc6886ebab7,NKHWANI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Preference for traditional variety,
311057180111,e4f73e9973d0427181ad7bc6886ebab7,OTHER (SPECIFY),500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,500,RAM,,Preference for traditional variety,
311057180130,9bec8b02bdab4353bbaca4b87c93b873,MAIZE HYBRID RECYCLED,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
311057180130,9bec8b02bdab4353bbaca4b87c93b873,SWEET POTATO,4,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,50 KG BAG,,Preference for traditional variety,
311057180136,3fc792263eb943c4bc7666d06ec0ae01,SWEET POTATO,200,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,50 KG BAG,,Preference for traditional variety,
311057180149,9a90081d96304fb184a4ac9c9717c360,SWEET POTATO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,50 KG BAG,,Preference for traditional variety,
311057180159,817751c52bbe4cd5bda43befc05d79d7,TANAPOSI,40,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,YES,2,,40,OTHER (SPECIFY),PACKETS,1,.a,On Foot,,0,20000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311057180159,817751c52bbe4cd5bda43befc05d79d7,TOMATO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311057180159,817751c52bbe4cd5bda43befc05d79d7,OTHER (SPECIFY),5,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,YES,2,,5,OTHER (SPECIFY),PACKETS,1,.a,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
311057190007,01a818ecd6ad427d97d9439342d6c6c9,MAIZE HYBRID,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,1,.a,Truck / Bus/ Minibus,,1000,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
311057190007,01a818ecd6ad427d97d9439342d6c6c9,NKHWANI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,100,KILOGRAM,,3,,On Foot,,0,NO,,,,Improved variety is too expensive,
