adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_reported_ha,plot_area_measured_ha,gps_meas,localUnit_area,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,dm_gender,adm1,adm2,adm3,crop,season,latitude,longitude,dataset_name,dataset_doi,wave,country,GPS_level
670,10005,2,150,0.0285,0.018838,1,HEAPS,0.75,2023,4,,,,,1,South East,Abia,UMUAHIA NORTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
670,10005,2,150,0.0285,0.018838,1,HEAPS,0.25,2023,4,7,2023,7,2023,1,South East,Abia,UMUAHIA NORTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10009,2,100,0.01,0.067686997,1,SQUARE METERS,0.5,2023,4,,,,,3,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10009,2,100,0.01,0.067686997,1,SQUARE METERS,0.25,2023,4,7,2023,8,2023,3,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10009,2,100,0.01,0.067686997,1,SQUARE METERS,0.25,2023,4,11,2023,12,2023,3,South East,Abia,IKWUANO,"POTATO, IRISH",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10055,2,450,0.045000002,0.045361999,1,SQUARE METERS,0.5,2023,4,,,,,2,South East,Abia,ABA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10055,2,450,0.045000002,0.045361999,1,SQUARE METERS,0.25,2023,4,7,2023,7,2023,2,South East,Abia,ABA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10055,2,450,0.045000002,0.045361999,1,SQUARE METERS,0.25,2023,5,6,2023,6,2023,2,South East,Abia,ABA SOUTH,OKRO,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,1,450,0.045000002,0.079535998,1,SQUARE METERS,0.5,2023,5,,,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,1,450,0.045000002,0.079535998,1,SQUARE METERS,0.5,2023,5,8,2023,8,2023,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,2,450,0.045000002,0.055162001,1,SQUARE METERS,0.5,2023,4,1,2024,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,2,450,0.045000002,0.055162001,1,SQUARE METERS,0.5,2023,4,8,2023,8,2023,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,3,450,0.045000002,0.042373002,1,SQUARE METERS,0.75,2023,4,,,,,1,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,3,450,0.045000002,0.042373002,1,SQUARE METERS,0.25,2023,4,8,2023,8,2023,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,4,450,0.045000002,0.034623001,1,SQUARE METERS,0.25,2023,4,7,2023,,,1,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,4,450,0.045000002,0.034623001,1,SQUARE METERS,0.5,2023,4,12,2023,,,1,South East,Abia,ISIALANGWA SOUTH,"YAM, WHITE",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10061,4,450,0.045000002,0.034623001,1,SQUARE METERS,0.25,2023,5,11,2023,,,1,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10062,1,450,0.045000002,0.052494001,1,SQUARE METERS,0.5,2023,5,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10062,1,450,0.045000002,0.052494001,1,SQUARE METERS,0.25,2023,5,9,2023,,,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10062,1,450,0.045000002,0.052494001,1,SQUARE METERS,0.25,2023,5,6,2023,,,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10062,2,450,0.045000002,0.047437999,1,SQUARE METERS,0.5,2023,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10062,2,450,0.045000002,0.047437999,1,SQUARE METERS,0.5,2023,4,8,2023,,,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10063,2,1350,0.13500001,0.074162997,1,SQUARE METERS,0.75,2023,4,2,2024,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10063,2,1350,0.13500001,0.074162997,1,SQUARE METERS,0.25,2023,4,9,2023,11,2023,3,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10063,3,1350,0.13500001,0.080661997,1,SQUARE METERS,0.75,2023,4,2,2024,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10063,3,1350,0.13500001,0.080661997,1,SQUARE METERS,0.25,2023,4,8,2023,11,2023,3,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10064,2,900,0.090000004,0.052101001,1,SQUARE METERS,1,2023,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10064,3,900,0.090000004,0.10576,1,SQUARE METERS,1,2023,4,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10066,2,1800,0.18000001,0.25670001,1,SQUARE METERS,0.75,2023,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10066,2,1800,0.18000001,0.25670001,1,SQUARE METERS,0.25,2023,4,1,2024,,,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10066,3,1800,0.18000001,0.20014,1,SQUARE METERS,0.75,2023,4,12,2023,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10066,3,1800,0.18000001,0.20014,1,SQUARE METERS,0.25,2023,4,10,2023,,,2,South East,Abia,ISIALANGWA SOUTH,PUMPKIN,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10066,4,1350,0.13500001,0.10598,1,SQUARE METERS,1,2023,4,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,2,450,0.045000002,0.065932997,1,SQUARE METERS,0.75,2023,5,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,2,450,0.045000002,0.065932997,1,SQUARE METERS,0.25,2023,5,9,2023,9,2023,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,3,500,0.050000001,0.088774003,1,SQUARE METERS,0.75,2023,5,1,2024,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,3,500,0.050000001,0.088774003,1,SQUARE METERS,0.25,2023,5,9,2023,9,2023,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,4,450,0.045000002,0.12535,1,SQUARE METERS,0.75,2023,5,,,,,3,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10067,4,450,0.045000002,0.12535,1,SQUARE METERS,0.25,2023,5,9,2023,9,2023,3,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10068,2,100,0.01,0.12887999,1,SQUARE METERS,0.5,2023,5,6,2023,7,2023,3,South East,Abia,UKWA WEST,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10068,2,100,0.01,0.12887999,1,SQUARE METERS,0.5,2023,4,10,2023,10,2023,3,South East,Abia,UKWA WEST,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10068,3,100,0.01,0.044454999,1,SQUARE METERS,0.5,2023,8,,,,,3,South East,Abia,UKWA WEST,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10068,3,100,0.01,0.044454999,1,SQUARE METERS,0.5,2023,9,10,2023,10,2023,3,South East,Abia,UKWA WEST,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,2,250,0.025,0.033976,1,SQUARE METERS,0.75,2023,5,,,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,2,250,0.025,0.033976,1,SQUARE METERS,0.25,2023,5,10,2023,10,2023,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,3,350,0.035,0.082539998,1,SQUARE METERS,0.75,2023,5,1,2024,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,3,350,0.035,0.082539998,1,SQUARE METERS,0.25,2023,5,9,2023,9,2023,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,4,300,0.029999999,0.057962,1,SQUARE METERS,0.75,2023,6,9,2023,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
1044,10069,4,300,0.029999999,0.057962,1,SQUARE METERS,0.25,2023,6,9,2023,9,2023,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10070,1,450,0.045000002,0.037220001,1,SQUARE METERS,0.5,2023,4,1,2024,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10070,1,450,0.045000002,0.037220001,1,SQUARE METERS,0.5,2023,4,7,2023,7,2023,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10070,2,450,0.045000002,0.061815001,1,SQUARE METERS,0.5,2023,5,2,2024,,,2,South East,Abia,ISIALANGWA SOUTH,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,10070,2,450,0.045000002,0.061815001,1,SQUARE METERS,0.5,2023,5,7,2023,7,2023,2,South East,Abia,ISIALANGWA SOUTH,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10072,2,300,0.057,0.031869002,1,HEAPS,1,2023,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10072,3,200,0.037999999,0.02555,1,HEAPS,1,2023,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10073,2,250,0.047499999,0.010545,1,HEAPS,1,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10073,3,200,0.037999999,0.014367,1,HEAPS,1,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10074,2,1,0.09290304,0.030421,1,100 BY 100 SQUARE FOOT,0.75,2023,4,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10074,2,1,0.09290304,0.030421,1,100 BY 100 SQUARE FOOT,0.25,2023,4,6,2023,6,2023,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10074,3,1,0.09290304,0.018342,1,100 BY 100 SQUARE FOOT,0.75,2023,4,,,,,3,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10074,3,1,0.09290304,0.018342,1,100 BY 100 SQUARE FOOT,0.25,2023,4,7,2023,7,2023,3,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10075,2,200,0.037999999,0.01661,1,HEAPS,1,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,1,100,0.01,0.023378,1,SQUARE METERS,0.5,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,1,100,0.01,0.023378,1,SQUARE METERS,0.25,2023,4,8,2023,,,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,1,100,0.01,0.023378,1,SQUARE METERS,0.25,2023,4,10,2023,,,2,South East,Abia,UMUNNEOCHI,OKRO,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,2,100,0.01,0.048544999,1,SQUARE METERS,1,2023,5,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,3,100,0.01,0.040199,1,SQUARE METERS,0.75,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10076,3,100,0.01,0.040199,1,SQUARE METERS,0.25,2023,4,8,2023,,,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10077,2,1,0.09290304,0.025095001,1,100 BY 100 SQUARE FOOT,0.75,2023,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10077,2,1,0.09290304,0.025095001,1,100 BY 100 SQUARE FOOT,0.25,2023,4,8,2023,,,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10078,1,100,0.01,0.037172001,1,SQUARE METERS,0.75,2023,4,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10078,1,100,0.01,0.037172001,1,SQUARE METERS,0.25,2023,4,8,2023,8,2023,1,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10078,2,100,0.01,0.029043,1,SQUARE METERS,0.75,2023,5,,,,,1,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10078,2,100,0.01,0.029043,1,SQUARE METERS,0.25,2023,4,7,2023,8,2023,1,South East,Abia,UMUNNEOCHI,OKRO,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10080,2,100,0.01,0.038187001,1,SQUARE METERS,0.75,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10080,2,100,0.01,0.038187001,1,SQUARE METERS,0.25,2023,4,7,2023,,,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10080,3,1,0.09290304,0.031341001,1,100 BY 100 SQUARE FOOT,0.5,2023,4,,,,,2,South East,Abia,UMUNNEOCHI,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10080,3,1,0.09290304,0.031341001,1,100 BY 100 SQUARE FOOT,0.25,2023,4,1,2024,,,2,South East,Abia,UMUNNEOCHI,COCOYAM,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
560,10080,3,1,0.09290304,0.031341001,1,100 BY 100 SQUARE FOOT,0.25,2023,4,8,2023,,,2,South East,Abia,UMUNNEOCHI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10091,2,1,0.404686,0.034554999,1,ACRES,0.75,2023,4,,,,,2,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10091,2,1,0.404686,0.034554999,1,ACRES,0.25,2023,4,8,2023,8,2023,2,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10091,3,1,0.404686,0.012368,1,ACRES,0.75,2023,4,,,,,2,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10091,3,1,0.404686,0.012368,1,ACRES,0.25,2023,4,8,2023,8,2023,2,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10092,2,1,0.09290304,0.13163,1,100 BY 100 SQUARE FOOT,0.5,2023,4,,,,,2,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10092,2,1,0.09290304,0.13163,1,100 BY 100 SQUARE FOOT,0.5,2023,4,7,2023,8,2023,2,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10092,3,1,0.09290304,0.058348,1,100 BY 100 SQUARE FOOT,0.34722221,2023,4,,,,,2,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10092,3,1,0.09290304,0.058348,1,100 BY 100 SQUARE FOOT,0.34722221,2023,4,6,2023,7,2023,2,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10092,3,1,0.09290304,0.058348,1,100 BY 100 SQUARE FOOT,0.30555555,2023,4,10,2023,11,2023,2,South East,Abia,IKWUANO,"YAM, WHITE",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,2,1,0.09290304,0.16226,1,100 BY 100 SQUARE FOOT,0.75,2023,4,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,2,1,0.09290304,0.16226,1,100 BY 100 SQUARE FOOT,0.25,2023,4,,,,,1,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,3,1,0.09290304,0.070603997,1,100 BY 100 SQUARE FOOT,0.75,2023,4,11,2023,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,3,1,0.09290304,0.070603997,1,100 BY 100 SQUARE FOOT,0.25,2023,4,8,2023,8,2023,1,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,4,1,0.09290304,0.066211,1,100 BY 100 SQUARE FOOT,0.75,2023,4,11,2023,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10094,4,1,0.09290304,0.066211,1,100 BY 100 SQUARE FOOT,0.25,2023,4,7,2023,8,2023,1,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,2,1,0.09290304,0.070577003,1,100 BY 100 SQUARE FOOT,0.36363637,2023,4,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,2,1,0.09290304,0.070577003,1,100 BY 100 SQUARE FOOT,0.36363637,2023,4,6,2023,6,2023,1,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,2,1,0.09290304,0.070577003,1,100 BY 100 SQUARE FOOT,0.27272728,2023,4,8,2023,8,2023,1,South East,Abia,IKWUANO,MELON/EGUSI,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,3,1,0.09290304,0.10751,1,100 BY 100 SQUARE FOOT,0.36363637,2023,4,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,3,1,0.09290304,0.10751,1,100 BY 100 SQUARE FOOT,0.36363637,2023,4,6,2023,7,2023,1,South East,Abia,IKWUANO,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10096,3,1,0.09290304,0.10751,1,100 BY 100 SQUARE FOOT,0.27272728,2023,4,9,2023,9,2023,1,South East,Abia,IKWUANO,MELON/EGUSI,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
638,10097,2,200,0.037999999,0.027685,1,HEAPS,0.5,2023,4,,,,,1,South East,Abia,IKWUANO,CASSAVA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
