"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q06","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q11","AS01QB","AS01Q01_02","AS01Q03_02","AS01Q12","AS01Q13","AS01Q14","AS01Q15","AS01Q16","AS01Q17A","AS01Q17B","AS01Q18","AS01QC","AS01Q01_03","AS01Q03_03","AS01Q19","AS01Q20","AS01Q21","AS01Q22","AS01Q23","AS01Q24","AS01Q25","AS01Q26","AS01Q27","AS01QD","AS01Q01_04","AS01Q03_04","AS01Q28","AS01Q29","AS01Q30","AS01Q31","AS01Q32","AS01Q33A","AS01Q33B","AS01Q34","AS01Q35","AS01QE","AS01Q01_05","AS01Q03_05","AS01Q36","AS01Q37","AS01Q38","AS01Q39","AS01Q40","AS01Q41","AS01Q42","AS01Q43","AS01QF","AS01Q01_06","AS01Q03_06","AS01Q44","AS01Q45","AS01Q46","AS01Q47","AS01Q48","PrimaryLast"
1,61,2,0,2,2,1,5000,15987,2,1,30,1,2,2,1,,98,2,5,,,,2,2,2,1,2,99999998,99999998,,1,2,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,3,2,0,2,1
1,61,2,0,3,3,1,70000,68579,5,1,60,1,3,3,1,,98,2,5,,,,2,3,3,1,2,99999998,99999998,,1,2,1,3,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,3,2,0,2,1
1,61,3,0,1,1,1,20000,10980,1,1,30,1,1,1,1,,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,6,2,0,1,1
1,61,3,0,2,2,1,20000,0,5,1,60,2,2,2,1,2,98,2,5,,,,2,2,2,1,2,99999998,99999998,,2,2,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,6,2,0,1,1
1,61,5,0,1,1,1,15000,28654,1,1,5,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,3,1,1,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,7,2,0,2,1
1,61,5,0,2,2,1,15000,0,5,5,15,2,2,2,1,2,98,5,,,,,,2,2,1,,,,,1,2,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,7,2,0,1,1
1,61,5,0,3,3,1,20000,0,2,5,15,2,3,3,1,2,98,5,,,,,,3,3,1,,,,,4,2,1,3,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,7,2,0,1,1
1,61,6,0,1,1,1,20000,12726,0,1,2,1,1,1,1,,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,2,2,0,2,1
1,61,6,0,2,1,2,5000,0,0,1,2,2,2,1,2,3,98,2,5,,,,2,2,1,2,2,99999998,99999998,,1,2,1,3,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,2,2,0,1,1
1,61,6,0,3,2,1,25000,0,2,1,2,2,3,2,1,2,98,2,5,,,,2,3,2,1,2,99999998,99999998,,1,2,1,3,2,3,2,1,2,2,2,5,,,,,2,3,2,1,,,1,,,,,,3,2,1,,2,2,0,1,1
1,61,6,0,4,3,1,10000,3679,0,1,5,1,4,3,1,,98,2,5,,,,2,4,3,1,2,99999998,99999998,,2,4,1,2,2,4,3,1,2,2,2,5,,,,,2,4,3,1,,,1,,,,,,4,3,1,,2,2,0,2,1
1,61,7,0,1,1,1,40000,49949,0,1,5,1,1,1,1,,50,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,7,0,2,2,1,40000,0,7,1,100,2,2,2,1,2,50,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,61,8,0,1,1,1,10000,0,1,1,15,2,1,1,1,3,98,2,5,,,,2,1,1,1,1,1000000,99999998,,1,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,8,0,2,2,1,10000,12841,1,1,15,1,2,2,1,,98,2,5,,,,2,2,2,1,1,99999998,99999998,,2,2,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,61,8,0,3,3,1,30000,0,1,1,15,2,3,3,1,3,98,2,5,,,,2,3,3,1,1,99999998,99999998,,1,2,2,,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,2,5,,,,,3,3,1,,,,,,1
1,61,9,0,1,1,1,50000,31568,1,1,5,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,1,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,9,0,2,2,1,30000,0,1,1,3,2,2,2,1,3,98,1,5,,,,2,2,2,1,1,99999998,99999998,,1,2,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,61,9,0,3,3,1,40000,1106,1,1,5,1,3,3,1,,98,1,5,,,,2,3,3,1,1,99999998,99999998,,2,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,61,10,0,1,1,1,30000,17489,0,1,0,1,1,1,1,,98,1,5,,,,2,1,1,1,1,750000,99999998,,1,3,1,5,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,10,0,2,2,1,20000,0,1,1,15,2,2,2,1,4,98,1,5,,,,2,2,2,1,1,1000000,99999998,,1,3,1,5,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,61,10,0,3,3,1,20000,0,1,1,10,2,3,3,1,4,4,1,5,,,,1,3,3,1,1,750000,99999998,,3,5,1,2,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,61,10,0,4,3,2,200,0,1,1,5,2,4,3,2,4,98,1,5,,,,1,4,3,2,1,200000,99999998,,3,5,1,2,2,4,3,2,2,2,2,5,,,,,2,4,3,2,,,1,,,,,,4,3,2,,1,2,0,2,1
1,61,11,0,1,1,1,20000,0,1,1,5,2,1,1,1,3,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,61,11,0,2,2,1,10000,0,1,1,10,2,2,2,1,3,98,2,5,,,,2,2,2,1,2,99999998,99999998,,1,1,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,61,12,0,1,1,1,20000,0,1,1,10,2,1,1,1,3,98,1,5,,,,2,1,1,1,2,1000000,99999998,,1,5,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,61,12,0,2,2,1,10000,15813,1,1,10,1,2,2,1,,98,2,5,,,,2,2,2,1,2,99999998,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,61,12,0,3,3,1,40000,0,20,1,120,2,3,3,1,3,98,2,5,,,,2,3,3,1,2,99999998,99999998,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,5,,,,,3,3,1,,,,,,1
1,61,13,0,1,1,1,20000,0,0,1,0,2,1,1,1,1,12,2,5,,,,4,1,1,1,2,99999998,99999998,,1,1,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,2012,1,1
1,61,13,0,2,2,1,15000,0,0,1,0,2,2,2,1,1,12,2,5,,,,4,2,2,1,2,99999998,99999998,,4,1,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,61,13,0,3,3,1,10000,0,1,1,5,2,3,3,1,4,98,2,5,,,,2,3,3,1,2,99999998,99999998,,1,3,1,4,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,61,13,0,4,4,1,1000,475,0,1,45,1,4,4,1,,98,2,5,,,,2,4,4,1,2,99999998,99999998,,3,3,2,,2,4,4,1,2,2,2,5,,,,,1,4,4,1,1,3,1,,,,,,4,4,1,,1,2,0,2,1
1,61,14,0,1,1,1,20000,23281,1,1,5,1,1,1,1,,98,1,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,14,0,2,2,1,500,400,1,1,5,1,2,2,1,,98,1,5,,,,2,2,2,1,2,99999998,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,61,15,0,1,1,1,50000,43095,0,1,0,1,1,1,1,,98,2,5,,,,2,1,1,1,1,5000000,99999998,,1,2,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,3,2,0,2,1
1,61,15,0,2,2,1,20000,0,1,1,5,2,2,2,1,4,6,2,1,1,1,90,1,2,2,1,1,1000000,99999998,,1,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,3,2,2013,2,1
1,61,15,0,3,3,1,15000,0,3,1,30,2,3,3,1,4,98,2,5,,,,2,3,3,1,1,200000,99999998,,1,2,1,4,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,5,,,,,3,3,1,,,,,,1
1,61,17,0,1,1,1,10000,8755,1,1,2,1,1,1,1,,30,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,17,0,2,2,1,15000,0,6,1,45,2,2,2,1,3,98,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,61,18,0,1,1,1,30000,0,3,5,60,2,1,1,1,3,4,1,5,,,,3,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,61,18,0,2,2,1,40000,13770,1,1,15,1,2,2,1,,98,1,5,,,,2,2,2,1,2,99999998,99999998,,4,2,1,1,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,1,0,1,1,1,10000,2813,1,1,10,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,1,0,2,2,1,10000,12625,1,1,10,1,2,2,1,,98,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,1,0,3,3,1,40000,0,3,1,40,2,3,3,1,3,98,5,,,,,,3,3,1,,,,,2,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,62,1,0,4,4,1,40000,0,3,1,60,2,4,4,1,3,98,5,,,,,,4,4,1,,,,,2,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,62,2,0,1,1,1,20000,0,1,1,10,2,1,1,1,9,98,5,,,,,,1,1,1,,,,,1,1,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,4,0,1,1,1,40000,29437,2,1,30,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,4,0,2,2,1,30000,0,10,1,50,2,2,2,1,2,98,5,,,,,,2,2,1,,,,,2,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,62,4,0,3,3,1,20000,0,1,1,15,2,3,3,1,3,98,5,,,,,,3,3,1,,,,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,62,5,0,1,1,1,40000,0,5,1,60,2,1,1,1,9,1,5,,,,,,1,1,1,,,,,2,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,5,0,2,2,1,60000,16092,1,1,10,2,2,2,1,9,1,2,5,,,,2,2,2,1,2,99999998,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,6,0,1,1,1,20000,9872,1,1,15,2,1,1,1,9,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,6,0,2,2,1,40000,0,10,5,60,2,2,2,1,9,98,5,,,,,,2,2,1,,,,,2,2,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,62,7,0,1,1,1,20000,11714,3,1,60,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,62,7,0,2,2,1,10000,7084,1,1,30,1,2,2,1,,98,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,62,8,0,1,1,1,20000,16913,1,1,10,1,1,1,1,,98,2,5,,,,2,1,1,1,1,100000,50000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,9,0,1,1,1,30000,0,7,1,120,2,1,1,1,2,4,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,9,0,2,2,1,20000,14864,1,1,15,1,2,2,1,,98,1,5,,,,2,2,2,1,1,500000,50000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,9998,2,1
1,62,10,0,1,1,1,5000,16612,1,1,10,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,10,0,2,2,1,10000,14950,0,1,5,1,2,2,1,,98,1,5,,,,2,2,2,1,1,99999998,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,10,0,3,3,1,10000,12090,0,1,1,1,3,3,1,,98,1,5,,,,2,3,3,1,1,99999998,99999998,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,62,11,0,1,1,1,20000,19527,2,1,1,1,1,1,1,,98,4,,,,,,1,1,1,,,,750000,1,5,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,2,1
1,62,11,0,2,2,1,10000,0,1,1,30,2,2,2,1,3,5,2,5,,,,2,2,2,1,1,1000000,99999998,,4,2,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,9998,2,1
1,62,13,0,1,1,1,10000,9897,0,1,15,1,1,1,1,,4,1,5,,,,2,1,1,1,1,99999998,99999998,,1,2,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,13,0,2,2,1,30000,28392,2,1,30,1,2,2,1,,1,5,,,,,,2,2,1,,,,,1,2,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,14,0,1,1,1,20000,18117,1,1,5,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,14,0,2,2,1,40000,0,10,1,120,2,2,2,1,9,98,5,,,,,,2,2,1,,,,,3,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,15,0,1,1,1,30000,31427,2,5,30,1,1,1,1,,98,1,5,,,,2,1,1,1,1,1000000,25000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,15,0,2,2,1,40000,0,15,5,120,2,2,2,1,3,20,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,62,16,0,1,1,1,25854,0,1,1,15,1,1,1,1,,98,2,5,,,,2,1,1,1,2,500000,50000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,62,18,0,1,1,1,60000,14184,3,1,5,1,1,1,1,,98,1,5,,,,2,1,1,1,1,3000000,99999998,,1,1,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,4,2,0,2,1
1,62,18,0,2,2,1,30000,0,6,1,120,2,2,2,1,2,98,1,5,,,,2,2,2,1,1,2000000,99999998,,1,5,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,4,2,0,2,1
1,63,1,0,1,1,1,1000,16626,0,1,5,1,1,1,1,,50,1,5,,,,2,1,1,1,2,9999998,9999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,63,1,0,2,2,1,10000,18001,6,1,90,1,2,2,1,,50,1,5,,,,2,2,2,1,2,9999998,9999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,63,3,0,1,1,1,5000,20193,1,1,15,1,1,1,1,,30,1,5,,,,2,1,1,1,1,200000,100000,,1,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,4,2,0,1,1
1,63,3,0,2,1,2,5000,20193,1,1,15,1,2,1,2,,30,1,5,,,,2,2,1,2,1,2000000,100000,,1,2,1,2,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,4,2,0,1,1
1,63,5,0,1,1,1,40000,999999,8,1,120,2,1,1,1,4,98,1,5,,,,2,1,1,1,2,99999998,99999998,,1,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,63,5,0,2,2,1,30000,26881,3,1,45,1,2,2,1,,98,1,5,,,,2,2,2,1,2,99999998,99999998,,1,2,1,2,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,63,5,0,3,3,1,0,0,3,1,45,1,3,3,1,,98,1,5,,,,2,3,3,1,2,9999998,9999998,,1,2,1,2,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,1,1
1,63,5,0,4,3,2,0,0,3,1,45,1,4,3,2,,98,1,5,,,,2,4,3,2,2,9999998,9999998,,1,2,1,2,2,4,3,2,2,2,2,5,,,,,2,4,3,2,,,1,,,,,,4,3,2,,1,2,0,1,1
1,63,6,0,1,1,1,60000,8303,1,1,5,1,1,1,1,,98,1,5,,,,2,1,1,1,1,9999998,9999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,1,1
1,63,6,0,2,2,1,5000,6644,1,1,10,1,2,2,1,,98,1,5,,,,2,2,2,1,1,9999998,9999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,1,1
1,63,7,0,1,1,1,10000,0,0,1,5,2,1,1,1,3,40,1,5,,,,2,1,1,1,2,9999998,9999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,63,7,0,2,2,1,10000,0,1,1,15,2,2,2,1,3,40,1,5,,,,2,2,2,1,2,9999998,9999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,63,7,0,3,3,1,15000,0,3,1,45,2,3,3,1,3,40,1,5,,,,2,3,3,1,2,9999998,9999998,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,63,7,0,4,4,1,10000,0,6,1,90,2,4,4,1,3,10,1,5,,,,2,4,4,1,2,9999998,9999998,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,63,7,0,5,5,1,15000,0,8,1,150,2,5,5,1,3,8,3,,,,,,5,5,1,,,,40000,1,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,1,2,0,2,1
1,63,8,0,1,1,1,30000,16891,2,1,15,1,1,1,1,,1,1,5,,,,2,1,1,1,1,9999998,9999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,63,8,0,2,2,1,40000,21392,3,1,20,1,2,2,1,,1,1,5,,,,2,2,2,1,1,9999998,9999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,63,13,0,1,1,1,4000,3070,2,1,30,1,1,1,1,,98,1,5,,,,2,1,1,1,2,9999998,9999998,,1,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,63,13,0,2,2,1,5000,7562,1,1,15,1,2,2,1,,98,1,5,,,,2,2,2,1,2,9999998,9999998,,1,2,1,2,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,63,17,0,1,1,1,60000,56823,2,1,30,1,1,1,1,,98,1,5,,,,2,1,1,1,2,9999998,9999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,63,17,0,2,2,1,4000,0,8,1,120,2,2,2,1,4,98,1,5,,,,2,2,2,1,2,9999998,9999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,63,17,0,3,2,2,4000,0,8,1,120,2,3,2,2,4,98,1,5,,,,2,3,2,2,2,9999998,9999998,,1,2,1,2,2,3,2,2,2,2,2,5,,,,,2,3,2,2,,,1,,,,,,3,2,2,,1,2,0,2,1
1,64,1,0,1,1,1,10000,19119,0,1,15,1,1,1,1,,40,1,5,,,,1,1,1,1,1,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,64,1,0,2,1,2,10000,19119,0,1,15,1,2,1,2,,40,1,5,,,,1,2,1,2,1,99999998,99999998,,1,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,1,2,0,2,1
1,64,2,0,1,1,1,40000,39668,1,1,7,1,1,1,1,,40,1,5,,,,2,1,1,1,1,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,4,2,0,2,1
1,64,2,0,2,1,2,40000,39668,1,1,7,1,2,1,2,,40,1,5,,,,2,2,1,2,1,99999998,99999998,,1,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,4,2,0,2,1
1,64,2,0,3,2,1,10000,0,2,1,40,2,3,2,1,3,40,1,5,,,,2,3,2,1,1,99999998,99999998,,1,2,2,,2,3,2,1,2,2,2,5,,,,,2,3,2,1,,,1,,,,,,3,2,1,,4,2,0,2,1
1,64,2,0,4,2,2,10000,0,2,1,40,2,4,2,2,3,40,1,5,,,,2,4,2,2,1,99999998,99999998,,1,2,2,,2,4,2,2,2,2,2,5,,,,,2,4,2,2,,,1,,,,,,4,2,2,,4,2,0,2,1
1,64,2,0,5,2,3,10000,0,2,1,40,2,5,2,3,3,40,1,5,,,,2,5,2,3,1,99999998,99999998,,1,2,2,,2,5,2,3,2,2,2,5,,,,,2,5,2,3,,,1,,,,,,5,2,3,,4,2,0,2,1
1,64,3,0,1,1,1,50000,64218,1,1,15,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,64,3,0,2,1,2,50000,64218,1,1,15,1,2,1,2,,98,1,5,,,,2,2,1,2,1,99999998,99999998,,1,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,1,2,0,1,1
1,64,3,0,3,2,1,30000,0,8,1,120,2,3,2,1,1,98,1,5,,,,2,3,2,1,1,99999998,99999998,,3,3,2,,2,3,2,1,2,2,2,5,,,,,2,3,2,1,,,2,4,,,,,3,2,1,,,,,,1
1,64,3,0,4,3,1,30000,0,8,1,120,2,4,3,1,1,98,1,5,,,,2,4,3,1,1,99999998,99999998,,1,2,2,,2,4,3,1,2,2,2,5,,,,,2,4,3,1,,,1,,,,,,4,3,1,,1,2,0,1,1
1,64,3,0,5,3,2,10000,0,7,1,115,2,5,3,2,1,98,1,5,,,,2,5,3,2,1,99999998,99999998,,1,2,2,,2,5,3,2,2,2,2,5,,,,,2,5,3,2,,,1,,,,,,5,3,2,,1,2,0,1,1
1,64,3,0,6,4,1,15000,1050,0,1,10,1,6,4,1,,98,1,5,,,,2,6,4,1,1,99999998,99999998,,1,2,2,,2,6,4,1,2,2,2,5,,,,,2,6,4,1,,,1,,,,,,6,4,1,,1,2,0,1,1
1,64,3,0,7,5,1,20000,0,10,1,150,2,7,5,1,1,98,1,5,,,,2,7,5,1,1,99999998,99999998,,1,2,2,,2,7,5,1,2,2,2,5,,,,,2,7,5,1,,,1,,,,,,7,5,1,,1,2,0,1,1
1,64,3,0,8,5,2,20000,0,10,1,150,2,8,5,2,1,98,1,5,,,,2,8,5,2,1,99999998,99999998,,1,2,2,,9,8,5,2,2,2,2,5,,,,,2,8,5,2,,,1,,,,,,8,5,2,,1,2,0,1,1
1,64,5,0,1,1,1,20000,0,8,1,120,2,1,1,1,4,98,1,5,,,,2,1,1,1,1,2000000,20000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
