"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q06","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q11","AS01QB","AS01Q01_02","AS01Q03_02","AS01Q12","AS01Q13","AS01Q14","AS01Q15","AS01Q16","AS01Q17A","AS01Q17B","AS01Q18","AS01QC","AS01Q01_03","AS01Q03_03","AS01Q19","AS01Q20","AS01Q21","AS01Q22","AS01Q23","AS01Q24","AS01Q25","AS01Q26","AS01Q27","AS01QD","AS01Q01_04","AS01Q03_04","AS01Q28","AS01Q29","AS01Q30","AS01Q31","AS01Q32","AS01Q33A","AS01Q33B","AS01Q34","AS01Q35","AS01QE","AS01Q01_05","AS01Q03_05","AS01Q36","AS01Q37","AS01Q38","AS01Q39","AS01Q40","AS01Q41","AS01Q42","AS01Q43","AS01QF","AS01Q01_06","AS01Q03_06","AS01Q44","AS01Q45","AS01Q46","AS01Q47","AS01Q48","PrimaryLast"
1,99,2,0,3,3,1,12000,20127,1,1,1,1,3,3,1,,10,1,5,,,,2,3,3,1,1,300000,30,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,99,2,0,4,4,1,10000,10505,1,1,1,1,4,4,1,,10,1,5,,,,2,4,4,1,1,200000,20,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,99,2,0,5,5,1,12000,26070,1,1,1,1,5,5,1,,10,1,5,,,,2,5,5,1,1,300000,30,,1,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,1,2,0,2,1
1,99,3,0,1,1,1,10000,6976,1,5,20,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,4,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,99,3,0,2,2,1,12500,9118,1,5,15,1,2,2,1,,27,5,,,,,,2,2,1,,,,,1,4,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,99,4,0,1,1,1,40000,27767,1,5,15,1,1,1,1,,30,1,5,,,,2,1,1,1,1,500000,50000,,1,3,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,1,1
1,99,4,0,2,2,1,20000,18370,1,5,15,1,2,2,1,,30,1,5,,,,2,2,2,1,1,250000,30000,,1,3,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,1,1
1,99,4,0,3,3,1,20000,16971,1,5,15,1,3,3,1,,30,1,5,,,,2,3,3,1,1,260000,30000,,1,3,1,3,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,1,0,1,1
1,99,5,0,1,1,1,15000,2223,4,1,60,1,1,1,1,,50,1,5,,,,2,1,1,1,1,200000,30000,,4,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,1,1
1,99,5,0,2,2,1,10000,14481,1,1,15,1,2,2,1,,50,1,5,,,,2,2,2,1,1,250000,20000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,1,1
1,99,5,0,3,3,1,15000,16622,1,1,15,1,3,3,1,,10,1,2,1,1,90,5,3,3,1,1,300000,20000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,1,0,1,1
1,99,5,0,4,4,1,10000,7825,1,1,15,1,4,4,1,,14,1,5,,,,2,4,4,1,1,200000,10000,,4,1,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,1,0,1,1
1,99,5,0,5,5,1,10000,9243,1,1,15,1,5,5,1,,8,1,5,,,,2,5,5,1,1,200000,10000,,4,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,7,1,0,1,1
1,99,6,0,1,1,1,10000,9421,4,1,60,1,1,1,1,,98,1,5,,,,2,1,1,1,1,300000,150000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,99,6,0,2,2,1,10000,0,4,1,60,2,2,2,1,3,3,3,,,,,,2,2,1,,,,60000,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,4,,,,,2,2,1,,,,,,1
1,99,8,0,1,1,1,10000,13325,1,1,15,1,1,1,1,,20,1,5,,,,1,1,1,1,1,100000,20000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,99,8,0,2,2,1,10000,8938,1,1,15,1,2,2,1,,20,1,5,,,,2,2,2,1,1,100000,20000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,99,8,0,3,3,1,20000,13579,2,1,30,1,3,3,1,,15,1,5,,,,2,3,3,1,1,200000,30000,,1,3,1,2,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,99,8,0,4,4,1,10000,3557,2,1,30,1,4,4,1,,20,1,5,,,,1,4,4,1,1,100000,20000,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,2,2012,2,1
1,99,8,0,5,5,1,10000,3301,2,1,30,1,5,5,1,,20,1,5,,,,1,5,5,1,1,100000,20000,,1,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,9,2,2012,2,1
1,99,9,0,1,1,1,10000,8660,1,1,15,1,1,1,1,,20,1,5,,,,2,1,1,1,1,200000,10000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,2,1
1,99,9,0,2,2,1,10000,8585,1,1,15,1,2,2,1,,15,1,5,,,,2,2,2,1,1,200000,10000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,2,1
1,99,9,0,3,3,1,30000,19008,1,1,15,1,3,3,1,,15,1,5,,,,2,3,3,1,1,600000,30000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,1,0,2,1
1,99,10,0,1,1,1,10000,9178,1,1,20,1,1,1,1,,7,1,3,1,2,90,1,1,1,1,1,300000,100000,,1,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,2,2,0,1,1
1,99,10,0,2,2,1,10000,7917,1,1,20,1,2,2,1,,98,1,5,,,,2,2,2,1,1,400000,50000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,2,2,0,1,1
1,99,11,0,1,1,1,10000,16373,2,6,30,1,1,1,1,,98,1,5,,,,2,1,1,1,1,200000,30000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,99,11,0,2,2,1,5000,7015,0,1,10,1,2,2,1,,98,1,5,,,,2,2,2,1,1,100000,20000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,99,11,0,3,3,1,5000,6003,0,1,10,1,3,3,1,,98,1,5,,,,2,3,3,1,1,100000,20000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,1,1
1,99,11,0,4,4,1,5000,0,6,6,90,2,4,4,1,3,98,1,5,,,,2,4,4,1,1,100000,20000,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,1,1
1,99,11,0,5,5,1,5000,0,8,6,120,2,5,5,1,4,98,1,5,,,,2,5,5,1,1,100000,20000,,1,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,2,2,,,,,5,5,1,,,,,,1
1,99,12,0,1,1,1,10000,7206,2,1,30,1,1,1,1,,98,1,5,,,,2,1,1,1,1,200000,40000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,99,12,0,2,2,1,5000,6747,2,1,40,1,2,2,1,,98,1,5,,,,2,2,2,1,1,100000,20000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,99,12,0,3,3,1,10000,8107,2,1,40,1,3,3,1,,98,1,5,,,,2,3,3,1,1,100000,20000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,7,2,0,1,1
1,99,13,0,1,1,1,15000,5258,4,5,60,1,1,1,1,,12,1,5,,,,2,1,1,1,1,150000,20000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,2,1
1,99,13,0,2,2,1,20000,1884,3,5,45,1,2,2,1,,10,1,5,,,,2,2,2,1,1,300000,25000,,3,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,2,1
1,99,13,0,3,3,1,15000,14817,5,5,75,1,3,3,1,,10,1,5,,,,2,3,3,1,1,150000,20000,,3,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,1,0,2,1
1,99,13,0,4,4,1,10000,4922,2,5,30,1,4,4,1,,10,1,5,,,,2,4,4,1,1,100000,25000,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,1,0,2,1
1,99,14,0,1,1,1,10000,7225,1,1,15,1,1,1,1,,18,1,5,,,,2,1,1,1,1,300000,20000,,4,3,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,1,1
1,99,14,0,2,2,1,10000,8166,2,2,30,1,2,2,1,,40,1,5,,,,2,2,2,1,1,300000,20000,,4,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,1,1
1,99,14,0,3,3,1,10000,13980,4,1,60,1,3,3,1,,40,1,5,,,,2,3,3,1,1,300000,20000,,4,2,1,4,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,1,0,1,1
1,99,15,0,1,1,1,5000,4663,3,1,40,1,1,1,1,,98,1,5,,,,2,1,1,1,1,150000,60000,,3,4,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,99,15,0,2,2,1,10000,0,20,1,150,2,2,2,1,2,98,1,5,,,,2,2,2,1,1,200000,100000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,99,15,0,3,3,1,10000,7957,2,1,20,1,3,3,1,,98,1,5,,,,2,3,3,1,1,200000,80000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,1,1
1,99,15,0,4,4,1,10000,9766,2,1,30,1,4,4,1,,98,1,3,1,1,90,1,4,4,1,1,300000,100000,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,1,1
1,99,16,0,1,1,1,5000,4184,1,1,15,1,1,1,1,,10,1,5,,,,2,1,1,1,1,100000,15000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,0,2,1
1,99,16,0,2,2,1,5000,2248,1,1,15,1,2,2,1,,4,1,5,,,,2,2,2,1,1,100000,15000,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,1,0,2,1
1,99,16,0,3,3,1,5000,1704,1,1,15,1,3,3,1,,10,1,5,,,,2,3,3,1,1,100000,15000,,1,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,2,1,0,2,1
1,99,16,0,4,4,1,5000,1600,1,1,15,1,4,4,1,,10,1,5,,,,2,4,4,1,1,100000,15000,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,1,0,2,1
1,99,18,0,1,1,1,60000,60227,0,1,0,1,1,1,1,,8,1,5,,,,2,1,1,1,1,120000,20000,,1,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,99,18,0,2,2,1,3000,4811,0,1,0,1,2,2,1,,8,1,5,,,,2,2,2,1,1,100000,10000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,2,2,0,2,1
1,99,18,0,3,3,1,4000,3217,0,1,0,1,3,3,1,,4,1,5,,,,2,3,3,1,1,120000,20000,,1,3,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,6,2,0,2,1
1,100,1,0,1,1,1,30000,17318,2,1,30,1,1,1,1,,20,1,5,,,,2,1,1,1,1,50000,20000,,4,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,1,0,2,2,1,10000,0,2,1,30,2,2,2,1,4,20,1,5,,,,2,2,2,1,1,50000,20000,,4,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,100,1,0,3,3,1,10000,0,2,1,30,2,3,3,1,4,2,5,,,,,,3,3,1,,,,,1,2,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,2,5,,,,,3,3,1,,,,,,1
1,100,1,0,4,4,1,30000,54332,1,1,20,1,4,4,1,,2,5,,,,,,4,4,1,,,,,1,2,1,4,2,4,4,1,1,2,2,5,,,,,2,4,4,1,,,2,5,,,,,4,4,1,,,,,,1
1,100,1,0,5,5,1,5000,54332,0,1,5,1,5,5,1,,5,1,5,,,,2,5,5,1,1,40000,15000,,1,2,1,4,2,5,5,1,1,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,1,2,0,1,1
1,100,2,0,1,1,1,10000,3198,0,1,5,1,1,1,1,,14,1,5,,,,2,1,1,1,1,150000,30000,,1,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,100,2,0,2,2,1,20000,12927,2,1,30,1,2,2,1,,4,1,5,,,,2,2,2,1,1,250000,45000,,4,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,100,2,0,3,3,1,10000,24448,1,1,10,1,3,3,1,,14,1,5,,,,2,3,3,1,1,150000,30000,,1,2,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,4,2,0,2,1
1,100,3,0,1,1,1,20000,3241,1,1,1,1,1,1,1,,40,1,5,,,,2,1,1,1,1,400000,15000,,4,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,3,0,2,2,1,10000,0,1,1,1,2,2,2,1,2,30,1,5,,,,2,2,2,1,1,150000,50000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,4,0,1,1,1,20000,14096,1,1,1,1,1,1,1,,15,1,5,,,,2,1,1,1,1,150000,100000,,4,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,4,0,2,2,1,5000,5796,1,1,1,1,2,2,1,,15,1,5,,,,2,2,2,1,1,50000,10000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,5,0,1,1,1,30000,33324,1,1,1,1,1,1,1,,40,1,5,,,,2,1,1,1,1,200000,100000,,1,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,5,0,2,2,1,30000,23799,1,1,1,1,2,2,1,,40,1,5,,,,2,2,2,1,1,200000,100000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,5,0,3,3,1,20000,0,1,1,1,2,3,3,1,2,10,1,5,,,,2,3,3,1,1,150000,50000,,1,3,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,98,2,0,2,1
1,100,5,0,4,4,1,15000,8662,1,1,1,1,4,4,1,,30,1,5,,,,2,4,4,1,1,150000,50000,,1,3,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,98,2,0,2,1
1,100,5,0,5,5,1,15000,0,1,1,1,2,5,5,1,2,3,1,5,,,,2,5,5,1,1,150000,50000,,1,3,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,98,2,0,2,1
1,100,6,0,1,1,1,10000,0,0,1,3,2,1,1,1,2,10,1,5,,,,2,1,1,1,1,200000,25000,,1,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,100,6,0,2,2,1,10000,0,2,1,40,2,2,2,1,2,10,1,5,,,,2,2,2,1,1,200000,25000,,1,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,100,6,0,3,3,1,10000,19111,2,1,35,1,3,3,1,,10,1,5,,,,2,3,3,1,1,200000,25000,,1,2,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,5,2,0,2,1
1,100,7,0,1,1,1,30000,17493,1,1,20,1,1,1,1,,20,1,5,,,,2,1,1,1,1,200000,25000,,1,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,8,0,1,1,1,10000,9088,1,1,25,1,1,1,1,,14,1,5,,,,2,1,1,1,1,100000,10000,,1,2,1,3,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,100,8,0,2,2,1,5000,6515,0,1,20,1,2,2,1,,14,1,5,,,,2,2,2,1,1,70000,5000,,1,2,1,3,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,100,8,0,3,3,1,5000,5940,1,1,20,1,3,3,1,,14,1,5,,,,2,3,3,1,1,70000,5000,,4,2,1,3,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,100,8,0,4,4,1,10000,2497,0,1,10,1,4,4,1,,14,1,5,,,,2,4,4,1,1,150000,15000,,4,2,1,3,2,4,4,1,1,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,2,0,2,1
1,100,8,0,5,5,1,5000,6533,0,1,10,1,5,5,1,,14,1,5,,,,2,5,5,1,1,50000,5000,,4,3,1,3,2,5,5,1,1,2,2,5,,,,,2,5,5,1,,,2,3,,,,,5,5,1,,,,,,1
1,100,9,0,1,1,1,10000,5952,1,1,1,1,1,1,1,,5,5,,,,,,1,1,1,,,,,1,4,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,9,0,2,2,1,20000,13618,2,1,1,1,2,2,1,,10,5,,,,,,2,2,1,,,,,1,4,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,9,0,3,3,1,30000,20754,3,1,1,1,3,3,1,,10,5,,,,,,3,3,1,,,,,1,4,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,98,2,0,2,1
1,100,10,0,1,1,1,30000,35278,1,1,1,1,1,1,1,,30,1,5,,,,2,1,1,1,1,400000,20000,,4,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,11,0,1,1,1,10000,15947,0,1,10,1,1,1,1,,8,1,5,,,,1,1,1,1,1,300000,45000,,1,3,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,11,0,2,2,1,10000,8772,0,1,5,1,2,2,1,,9,1,5,,,,2,2,2,1,1,300000,40000,,1,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,100,11,0,3,3,1,10000,0,1,1,15,2,3,3,1,4,20,1,5,,,,1,3,3,1,1,300000,35000,,4,3,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,2,3,,,,,3,3,1,,,,,,1
1,100,11,0,4,4,1,10000,5978,0,1,10,1,4,4,1,,20,1,5,,,,2,4,4,1,1,250000,27000,,1,2,1,4,2,4,4,1,1,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,1,1
1,100,11,0,5,5,1,10000,7278,0,1,5,1,5,5,1,,20,1,5,,,,2,5,5,1,1,300000,40000,,4,2,1,4,2,5,5,1,1,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,1,2,0,1,1
1,100,11,0,6,6,1,10000,3803,0,1,10,1,6,6,1,,20,1,5,,,,2,6,6,1,1,100000,20000,,1,2,1,4,2,6,6,1,1,2,2,5,,,,,2,6,6,1,,,1,,,,,,6,6,1,,1,2,0,1,1
1,100,11,0,7,7,1,10000,1080,0,1,10,1,7,7,1,,20,1,5,,,,2,7,7,1,1,150000,20000,,1,2,1,4,2,7,7,1,1,2,2,5,,,,,2,7,7,1,,,1,,,,,,7,7,1,,1,2,0,1,1
1,100,12,0,1,1,1,5000,5473,1,1,1,1,1,1,1,,40,1,5,,,,4,1,1,1,1,100000,30000,,4,4,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,12,0,2,2,1,5000,5223,1,1,1,1,2,2,1,,98,1,5,,,,2,2,2,1,1,100000,30000,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,12,0,3,3,1,15000,3856,1,1,1,1,3,3,1,,98,1,5,,,,4,3,3,1,1,400000,100000,,1,3,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,98,2,0,2,1
1,100,12,0,4,4,1,5000,29673,1,1,1,1,4,4,1,,98,1,5,,,,2,4,4,1,1,100000,30000,,1,3,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,98,2,0,2,1
1,100,13,0,1,1,1,15000,13915,0,1,1,1,1,1,1,,9,1,5,,,,2,1,1,1,1,200000,30000,,1,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,13,0,2,2,1,10000,5019,0,1,5,1,2,2,1,,9,1,5,,,,2,2,2,1,1,100000,25000,,4,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,100,13,0,3,3,1,25000,37620,1,1,15,1,3,3,1,,9,1,5,,,,2,3,3,1,1,250000,45000,,1,3,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,1,1
1,100,13,0,4,4,1,10000,3629,0,1,5,1,4,4,1,,9,1,5,,,,2,4,4,1,1,100000,20000,,4,2,1,4,2,4,4,1,1,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,2,0,1,1
1,100,14,0,1,1,1,20000,14869,1,1,1,1,1,1,1,,30,1,5,,,,2,1,1,1,1,400000,50000,,1,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,14,0,2,2,1,30000,20601,1,1,1,1,2,2,1,,30,1,5,,,,2,2,2,1,1,600000,100000,,4,4,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,14,0,3,3,1,20000,8876,1,1,1,1,3,3,1,,30,1,5,,,,2,3,3,1,1,100000,20000,,4,3,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,98,2,0,2,1
1,100,15,0,1,1,1,10000,6360,0,1,5,1,1,1,1,,40,1,5,,,,2,1,1,1,1,200000,30000,,1,2,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,15,0,2,2,1,200001,18917,3,1,50,1,2,2,1,,40,1,5,,,,2,2,2,1,1,250000,45000,,4,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,2,2,0,1,1
1,100,16,0,1,1,1,30000,0,1,1,1,2,1,1,1,2,20,5,,,,,,1,1,1,,,,,1,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,100,16,0,2,2,1,20000,11689,1,1,1,1,2,2,1,,15,5,,,,,,2,2,1,,,,,1,3,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,98,2,0,2,1
1,100,17,0,1,1,1,20000,22547,0,1,10,1,1,1,1,,40,1,5,,,,2,1,1,1,1,400000,200000,,1,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,17,0,2,2,1,10000,12149,1,1,35,1,2,2,1,,40,1,5,,,,2,2,2,1,1,100000,50000,,1,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,100,17,0,3,3,1,10000,8425,4,1,60,1,3,3,1,,40,1,5,,,,2,3,3,1,1,100000,5000,,1,2,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,5,2,0,1,1
1,100,18,0,1,1,1,5000,3003,1,1,20,1,1,1,1,,10,1,5,,,,2,1,1,1,1,100000,20000,,1,2,1,4,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,100,18,0,2,2,1,5000,14372,1,1,25,1,2,2,1,,10,1,5,,,,2,2,2,1,1,100000,20000,,1,2,1,4,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,100,18,0,3,3,1,5000,5838,0,1,3,1,3,3,1,,10,1,5,,,,2,3,3,1,1,100000,20000,,1,2,1,4,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,2,2,0,1,1
1,101,1,0,1,1,1,10000,8768,1,1,20,1,1,1,1,,98,1,5,,,,2,1,1,1,1,1000000,20000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
