"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS01Q01","AS01Q03","AS02AQ04","AS02AQ05","AS02AQ06A","AS02AQ06B","AS02AQ06C","AS02AQ06D","AS02AQ07A","AS02AQ07B","AS02AQ07C","AS02AQ07D","AS02AQB","AS02AQ01_02","AS02AQ03_02","AS02AQ08","AS02AQ09A","AS02AQ09B","AS02AQ09C","AS02AQ10A","AS02AQ10B","AS02AQ10C","AS02AQ11A","AS02AQ11B","AS02AQ11C","AS02AQ12A","AS02AQ12B","AS02AQ12C","AS02AQC","AS02AQ01_03","AS02AQ03_03","AS02AQ13A","AS02AQ13B","AS02AQ13C","AS02AQ14A","AS02AQ14B","AS02AQ14C","AS02AQ15A","AS02AQ15B","AS02AQ15C","AS02AQ16A","AS02AQ16B","AS02AQ16C","AS02AQD","AS02AQ01_04","AS02AQ03_04","AS02AQ17A","AS02AQ17B","AS02AQ18A","AS02AQ18B","AS02AQ19A","AS02AQ19B","AS02AQ20A","AS02AQ20B","AS02AQ21A","AS02AQ21B","AS02AQ22A","AS02AQ22B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ23A","AS02AQ23B","AS02AQ23C","AS02AQ23D","AS02AQ23E","AS02AQ24A","AS02AQ24B","AS02AQ24C","AS02AQ24D","AS02AQ24E","AS02AQ25","AS02AQ26","AS02AQ27","AS02AQ28","PrimaryLast"
1,145,12,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,145,13,0,1,1,1,1,48254,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,145,13,0,2,2,1,1,558,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,4,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,145,13,0,3,2,2,1,1320,2,,,,2,,,,3,2,2,2,2,,,2,,,2,,,2,,,3,2,2,2,,,2,,,2,,,2,,,3,2,2,2,7,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,2,,2,,1
1,145,14,0,1,1,1,1,84635,1,1,10,4,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,1,0,1
1,145,14,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,145,14,0,3,3,1,1,1938,1,3,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,1,0,1
1,145,15,0,1,1,1,1,2500,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,6,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,145,15,0,2,2,1,1,2000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,3,2,4,2,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,145,15,0,3,3,1,1,2000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,6,3,8,3,90,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,145,16,0,1,1,1,1,70000,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,145,16,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,145,16,0,3,2,2,1,10000,2,,,,2,,,,3,2,2,1,2,,,2,,,2,,,2,,,3,2,2,2,,,2,,,2,,,2,,,3,2,2,1,5,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,2,,2,,1
1,145,18,0,1,1,1,1,70000,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,145,18,0,2,2,1,1,53054,1,3,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,6,10,6,90,,,,,,,,2,2,1,1,10,0,4,5000,2,,,,,2,,2,,1
1,145,18,0,3,3,1,1,50000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,2,0,90,,,,,,,,,,3,3,1,1,5,0,0,1500,2,,,,,2,,2,,1
1,145,18,0,4,4,1,1,10000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,2,5,10,4,90,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,145,18,0,5,5,1,1,21481,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,2,0,90,,,,,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,146,1,0,1,1,1,1,29150,1,1,20,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,5,8,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,1,0,2,2,1,1,31341,1,1,10,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,5,8,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,1,0,3,3,1,1,22230,1,1,15,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,5,5,8,90,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,1,0,4,4,1,1,13412,1,1,7,1,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,6,5,8,90,,,,,,,,4,4,1,1,1,0,0,1500,2,,,,,2,,2,,1
1,146,1,0,5,5,1,1,1089,1,1,5,1,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,7,5,4,90,,,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,146,2,0,1,1,1,1,62940,1,1,15,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,7,10,2,5,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,3,0,1,1,1,1,17433,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,3,2,7,3,90,,,,,,1,1,1,1,1,0,0,2000,2,,,,,2,,2,,1
1,146,3,0,2,2,1,1,20230,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,3,1,7,2,90,,,,,,2,2,1,1,1,0,0,1500,2,,,,,2,,2,,1
1,146,3,0,3,3,1,1,34720,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,3,3,1,7,3,90,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,3,0,4,4,1,1,5000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,2,3,2,7,2,90,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,146,3,0,5,5,1,1,9325,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,3,3,1,7,2,90,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,146,4,0,1,1,1,1,18732,1,1,7,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,30,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,4,0,2,2,1,1,13260,1,1,5,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,5,0,1,1,1,1,21334,1,1,15,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,20,4,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,5,0,2,2,1,1,9250,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,10,4,5,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,5,0,3,3,1,1,424,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,10,4,5,90,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,1,1,1,1,10000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,8,7,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,3,3,1,1,19457,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,0,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,4,4,1,1,14402,1,1,20,3,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,2,7,9,90,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,5,5,1,1,2000,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,0,90,,,,,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,146,6,0,6,6,1,1,2000,2,,,,2,,,,6,6,1,2,2,,,2,,,2,,,2,,,6,6,1,2,,,2,,,2,,,2,,,6,6,1,1,0,90,,,,,,,,,,6,6,1,2,,,,,2,,,,,2,,2,,1
1,146,7,0,1,1,1,1,38875,1,1,15,3,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,5,7,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,8,0,1,1,1,1,16146,1,4,100,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,4,2,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,8,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,4,3,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,9,0,1,1,1,1,15000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,9,0,2,2,1,1,41850,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,2,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,10,0,1,1,1,1,51230,1,3,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,3,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,10,0,2,2,1,1,47160,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,3,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,10,0,3,3,1,1,2500,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,3,2,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,10,0,4,3,2,1,2500,2,,,,2,,,,4,3,2,2,2,,,2,,,2,,,2,,,4,3,2,2,,,2,,,2,,,2,,,4,3,2,3,2,90,,,,,,,,,,4,3,2,2,,,,,2,,,,,2,,2,,1
1,146,10,0,5,3,3,1,2500,2,,,,2,,,,5,3,3,2,2,,,2,,,2,,,2,,,5,3,3,2,,,2,,,2,,,2,,,5,3,3,3,2,90,,,,,,,,,,5,3,3,2,,,,,2,,,,,2,,2,,1
1,146,11,0,1,1,1,1,52883,1,1,80,3,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,4,10,10,5,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,11,0,2,2,1,1,10931,1,1,50,3,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,4,10,10,5,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,11,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,4,10,10,10,90,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,146,12,0,1,1,1,1,10400,1,3,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,2500,2,,2,,1
1,146,12,0,2,2,1,1,2500,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,5,3,1,4,5,90,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,146,13,0,1,1,1,1,46195,1,5,3,2,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,2500,2,,2,,1
1,146,13,0,2,1,2,1,12127,1,1,5,3,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,0,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,146,13,0,3,2,1,1,9812,2,,,,2,,,,3,2,1,2,2,,,2,,,2,,,2,,,3,2,1,2,,,2,,,2,,,2,,,3,2,1,1,0,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,2,,2,,1
1,146,14,0,1,1,1,1,2323,1,1,20,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,10,90,,,,,,,,,,1,1,1,1,3,0,0,5000,2,,,,,2,,2,,1
1,146,15,0,1,1,1,1,24200,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,15,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,146,15,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,146,15,0,4,4,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,1
1,146,16,0,1,1,1,1,38007,1,4,6,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,16,0,2,1,2,1,19305,1,4,4,3,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,0,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,146,16,0,4,1,3,1,1800,1,4,1,3,2,,,,4,1,3,2,2,,,2,,,2,,,2,,,4,1,3,2,,,2,,,2,,,2,,,4,1,3,1,0,90,,,,,,,,,,4,1,3,2,,,,,2,,,,,2,,2,,1
1,146,16,0,3,2,1,1,2130,2,,,,2,,,,3,2,1,2,2,,,2,,,2,,,2,,,3,2,1,2,,,2,,,2,,,2,,,3,2,1,2,1,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,2,,2,,1
1,146,17,0,1,1,1,1,31228,1,4,60,3,2,,,,1,1,1,1,2,,,1,3,1,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,17,0,2,1,2,1,10213,1,4,18,3,2,,,,2,1,2,1,2,,,1,1,1,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,0,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,146,17,0,3,1,3,1,9180,2,,,,2,,,,3,1,3,1,2,,,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,0,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,146,17,0,4,2,1,1,10000,2,,,,2,,,,4,2,1,1,2,,,2,,,2,,,2,,,4,2,1,2,,,2,,,2,,,2,,,4,2,1,1,0,90,,,,,,,,,,4,2,1,2,,,,,2,,,,,2,,2,,1
1,146,17,0,5,3,1,2,,,,,,,,,,5,3,1,,,,,,,,,,,,,,5,3,1,,,,,,,,,,,,,5,3,1,,,,,,,,,,,,,5,3,1,,,,,,,,,,,,,,,1
1,146,18,0,1,1,1,1,26750,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,146,18,0,2,1,2,1,10140,2,,,,2,,,,2,1,2,1,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,2,2,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,146,18,0,3,2,1,1,1000,2,,,,2,,,,3,2,1,1,2,,,2,,,2,,,2,,,3,2,1,2,,,2,,,2,,,2,,,3,2,1,2,1,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,2,,2,,1
1,146,18,0,4,3,1,1,1000,2,,,,2,,,,4,3,1,1,2,,,2,,,2,,,2,,,4,3,1,2,,,2,,,2,,,2,,,4,3,1,2,1,90,,,,,,,,,,4,3,1,2,,,,,2,,,,,2,,2,,1
1,147,1,0,1,1,1,1,0,1,1,10,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,5,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,0,2,,1
1,147,1,0,2,2,1,1,0,1,3,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,5,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,0,2,,1
1,147,1,0,3,2,2,1,0,2,,,,2,,,,3,2,2,2,2,,,2,,,2,,,2,,,3,2,2,2,,,2,,,2,,,2,,,3,2,2,5,7,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,1,0,2,,1
1,147,1,0,4,4,1,1,0,1,3,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,5,30,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,1,0,2,,1
1,147,2,0,1,1,1,1,30000,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,3,0,1,1,1,1,0,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,3,0,2,2,1,1,0,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,4,0,1,1,1,1,80000,1,1,40,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,0,2,,1
1,147,4,0,2,2,1,1,70000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,8,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,0,2,,1
1,147,4,0,3,3,1,1,30000,1,1,30,4,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,5,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,1,0,2,,1
1,147,5,0,1,1,1,1,0,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,5,0,2,2,1,1,0,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,5,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,147,6,0,1,1,1,1,60000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,6,0,2,2,1,1,30000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,7,0,1,1,1,1,50000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,4,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,0,2,,1
1,147,7,0,2,2,1,1,60000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,4,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,0,2,,1
1,147,8,0,1,1,1,1,40000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,8,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,10,0,1,1,1,1,10000,1,1,10,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,15,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,10,0,2,2,1,1,1000,1,2,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,11,0,1,1,1,1,800000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,15,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,11,0,2,2,1,1,40000,1,1,100,4,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,8,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,12,0,1,1,1,1,40000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,12,0,2,2,1,1,40000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,12,0,3,3,1,1,100000,1,3,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,0,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,147,12,0,4,4,1,1,60000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,0,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,147,13,0,1,1,1,1,10000,1,1,20,4,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,147,13,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,147,15,0,1,1,1,1,0,1,1,7,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,0,2,,1
1,147,15,0,2,2,1,1,0,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,0,2,,1
1,147,15,0,3,3,1,1,0,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,7,90,,,,,,,,,,3,3,1,2,,,,,1,1,0,0,1500,1,0,2,,1
