"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01BQ00","AS01Q01","AS01Q03","AS02BQ04","AS02BQ05","AS02BQ06","AS02BQ07","AS02BQ08","AS02BQ09","AS02BQ10","AS02BQ11","AS02BQ12","AS02BQ13A","AS02BQ13B","AS02BQ14","AS02BQ15A","AS02BQ15B","PrimaryLast","PrimaryLast1"
1,101,8,0,1,1,1,1,"MIL",1,2,15000,1,6,7,2,,,2,,,1,1
1,101,8,0,2,1,1,1,"SORGHO",2,2,15000,1,6,7,2,,,2,,,1,1
1,101,8,0,3,1,1,1,"NIEBE",8,2,15000,1,6,7,2,,,2,,,1,1
1,101,8,2,1,1,1,1,,1,2,40000,1,3,6,1,2,2,2,,,1,1
1,101,8,2,3,1,1,1,,2,2,40000,1,3,6,1,1,2,2,,,1,1
1,101,8,2,2,1,1,1,,8,2,40000,1,3,6,2,,,2,,,1,1
1,101,8,2,4,1,1,1,,13,2,40000,1,3,6,2,,,2,,,1,1
1,101,9,0,1,1,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,2,1,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,3,1,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,4,2,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,5,2,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,6,2,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,7,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,8,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,9,0,9,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,10,0,1,1,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,2,1,1,1,,2,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,3,1,1,1,,8,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,4,1,1,1,,13,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,5,2,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,6,2,1,1,,2,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,7,2,1,1,,8,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,8,3,1,1,,1,2,15000,4,6,7,2,,,2,,,1,1
1,101,10,0,9,3,1,1,,2,2,15000,4,6,7,2,,,2,,,1,1
1,101,10,0,10,3,1,1,,8,2,15000,4,6,7,2,,,2,,,1,1
1,101,10,0,11,4,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,12,4,1,1,,2,2,20000,4,6,7,2,,,2,,,1,1
1,101,10,0,13,4,1,1,,8,2,20000,4,6,7,2,,,2,,,1,1
1,101,11,0,1,1,1,1,,1,2,5000,4,6,7,2,,,2,,,1,1
1,101,11,0,4,1,1,1,,2,2,5000,4,6,7,2,,,2,,,1,1
1,101,11,0,3,1,1,1,,8,2,5000,4,6,7,2,,,2,,,1,1
1,101,11,0,2,1,1,1,,10,2,5000,4,2,7,2,,,2,,,1,1
1,101,11,0,5,2,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,6,2,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,7,3,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,101,11,0,8,3,1,1,,2,2,1000,4,6,7,2,,,2,,,1,1
1,101,11,0,9,3,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,10,4,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,101,11,0,11,4,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,12,4,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,13,5,1,1,,1,2,30000,4,6,7,2,,,2,,,1,1
1,101,11,0,14,5,1,1,,8,2,30000,4,6,7,2,,,2,,,1,1
1,101,11,0,15,6,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,16,6,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,17,7,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,11,0,18,7,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,12,0,2,1,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,12,0,1,1,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,12,0,3,1,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,12,0,6,2,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,12,0,5,2,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,12,0,4,2,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,13,0,1,1,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,13,0,2,1,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,13,0,3,1,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,13,0,6,2,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,13,0,4,2,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,13,0,5,2,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,13,0,8,3,1,1,,1,2,5000,1,6,7,2,,,2,,,1,1
1,101,13,0,9,3,1,1,,2,2,5000,1,6,7,2,,,2,,,1,1
1,101,13,0,7,3,1,1,,8,2,5000,1,6,7,2,,,2,,,1,1
1,101,13,0,12,4,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,13,0,11,4,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,13,0,10,4,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,14,0,1,1,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,14,0,2,1,1,1,,2,2,5000,4,6,7,2,,,2,,,1,1
1,101,14,0,3,1,1,1,,8,2,5000,4,6,7,2,,,2,,,1,1
1,101,14,0,4,2,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,14,0,5,2,1,1,,2,2,5000,4,6,7,2,,,2,,,1,1
1,101,14,0,6,2,1,1,,8,2,5000,4,6,7,2,,,2,,,1,1
1,101,14,0,7,3,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,14,0,8,3,1,1,,2,2,5000,4,6,7,2,,,2,,,1,1
1,101,14,0,9,3,1,1,,8,2,5000,4,6,7,2,,,2,,,1,1
1,101,15,0,1,1,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,2,1,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,3,1,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,5,2,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,7,2,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,6,2,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,4,2,1,1,,10,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,8,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,9,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,10,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,11,4,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,12,4,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,13,4,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,15,5,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,14,5,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,15,0,16,5,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,16,0,1,1,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,2,1,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,3,1,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,4,2,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,5,2,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,6,2,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,101,16,0,7,3,1,1,,1,2,2000,4,6,7,2,,,2,,,1,1
1,101,16,0,8,3,1,1,,2,2,2000,4,6,7,2,,,2,,,1,1
1,101,16,0,9,3,1,1,,8,2,1000,4,6,7,2,,,2,,,1,1
1,101,17,0,2,1,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,17,0,3,1,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,17,0,1,1,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,17,0,5,2,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,6,2,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,7,2,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,4,2,1,1,,13,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,8,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,9,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,10,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,11,4,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,12,4,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,13,4,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,14,4,1,1,,13,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,15,5,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,16,5,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,17,5,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,19,6,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,20,6,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,18,6,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,21,7,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,22,7,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,23,7,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,17,0,24,7,1,1,,12,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,1,1,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,3,1,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,2,1,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,4,1,1,1,,10,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,5,1,1,1,,13,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,7,2,1,1,,1,2,20000,1,6,7,2,,,2,,,1,1
1,101,18,0,6,2,1,1,,2,2,20000,1,6,7,2,,,2,,,1,1
1,101,18,0,8,2,1,1,,8,2,20000,1,6,7,2,,,2,,,1,1
1,101,18,0,9,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,11,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,10,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,12,3,1,1,,13,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,14,4,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,15,4,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,16,4,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,13,4,1,1,,13,2,10000,1,6,7,2,,,2,,,1,1
1,101,18,0,18,5,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,19,5,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,20,5,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,101,18,0,17,5,1,1,,13,2,15000,1,6,7,2,,,2,,,1,1
1,102,1,0,1,1,1,1,,1,2,70000,4,6,7,2,,,2,,,1,1
1,102,1,0,2,1,1,1,,8,2,70000,4,2,7,2,,,2,,,1,1
1,102,1,0,3,2,1,1,,1,2,80000,4,6,7,2,,,2,,,1,1
1,102,1,0,4,2,1,1,,2,2,80000,4,6,7,2,,,2,,,1,1
1,102,1,0,5,2,1,1,,8,2,80000,4,2,7,2,,,2,,,1,1
1,102,1,0,6,2,1,1,,10,2,80000,4,6,7,2,,,2,,,1,1
1,102,1,0,7,3,1,1,,1,2,30000,4,6,7,2,,,2,,,1,1
1,102,1,0,8,3,1,1,,8,2,30000,4,2,7,2,,,2,,,1,1
1,102,2,0,1,1,1,1,,1,2,40000,1,6,7,2,,,2,,,1,1
1,102,2,0,2,1,1,1,,2,2,40000,1,6,7,2,,,2,,,1,1
1,102,2,0,3,1,1,1,,8,2,40000,1,6,7,2,,,2,,,1,1
1,102,2,0,5,2,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,6,2,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,4,2,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,7,3,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,8,3,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,9,3,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,102,2,0,10,4,1,1,,1,2,20000,1,6,7,2,,,2,,,1,1
1,102,2,0,11,4,1,1,,2,2,20000,1,6,7,2,,,2,,,1,1
1,102,2,0,12,4,1,1,,8,2,20000,1,6,7,2,,,2,,,1,1
1,102,3,0,1,1,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,102,3,0,2,1,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,102,3,0,3,2,1,1,,1,2,20000,1,6,7,2,,,2,,,1,1
1,102,3,0,4,2,1,1,,2,2,20000,1,6,7,2,,,2,,,1,1
1,102,3,0,5,2,1,1,,8,2,20000,1,6,7,2,,,2,,,1,1
1,102,3,0,6,3,1,1,,1,2,30000,1,6,7,2,,,2,,,1,1
1,102,3,0,8,3,1,1,,2,2,30000,1,6,7,2,,,2,,,1,1
1,102,3,0,7,3,1,1,,8,2,30000,1,6,7,2,,,2,,,1,1
1,102,3,0,11,4,1,1,,1,2,40000,1,6,7,2,,,2,,,1,1
1,102,3,0,9,4,1,1,,2,2,40000,1,6,7,2,,,2,,,1,1
1,102,3,0,10,4,1,1,,8,2,40000,1,6,7,2,,,2,,,1,1
1,102,4,0,1,1,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,102,4,0,2,1,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,102,4,0,4,2,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,102,4,0,3,2,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,102,4,0,5,2,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,102,4,0,8,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,102,4,0,6,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,102,4,0,7,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,102,5,0,1,1,1,1,,1,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,2,1,1,1,,2,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,3,1,1,1,,8,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,4,2,1,1,,1,2,40000,1,6,7,2,,,2,,,1,1
1,102,5,0,5,2,1,1,,2,2,40000,1,6,7,2,,,2,,,1,1
1,102,5,0,6,2,1,1,,8,2,40000,1,6,7,2,,,2,,,1,1
1,102,5,0,7,3,1,1,,1,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,8,3,1,1,,2,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,9,3,1,1,,8,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,10,4,1,1,,1,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,11,4,1,1,,2,2,50000,1,6,6,2,,,2,,,1,1
1,102,5,0,12,4,1,1,,8,2,50000,1,6,7,2,,,2,,,1,1
1,102,5,0,13,5,1,1,,1,2,20000,1,6,7,2,,,2,,,1,1
1,102,5,0,15,5,1,1,,2,2,20000,1,6,7,2,,,2,,,1,1
1,102,5,0,14,5,1,1,,8,2,20000,1,6,7,2,,,2,,,1,1
1,102,5,0,16,5,1,1,,10,2,20000,1,6,7,2,,,2,,,1,1
1,102,6,0,1,1,1,1,,1,2,35000,4,6,7,2,,,2,,,1,1
1,102,6,0,2,1,1,1,,2,2,35000,4,6,7,2,,,2,,,1,1
1,102,6,0,3,1,1,1,,8,2,35000,4,6,7,2,,,2,,,1,1
1,102,7,0,1,1,1,1,,1,2,30000,4,6,7,2,,,2,,,1,1
1,102,7,0,2,1,1,1,,2,2,30000,4,6,7,2,,,2,,,1,1
1,102,7,0,3,1,1,1,,8,2,30000,4,6,7,2,,,2,,,1,1
1,102,7,0,4,2,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,102,7,0,5,2,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,102,7,0,6,2,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,102,8,0,1,1,1,1,,1,2,20000,4,6,7,2,,,2,,,1,1
1,102,8,0,2,1,1,1,,2,2,20000,4,6,7,2,,,2,,,1,1
1,102,8,0,3,1,1,1,"4",8,2,20000,4,6,7,2,,,2,,,1,1
1,102,8,0,4,2,1,1,,1,2,15000,4,6,7,2,,,2,,,1,1
1,102,8,0,5,2,1,1,,8,2,15000,4,6,7,2,,,2,,,1,1
1,102,9,0,1,1,1,1,"MIL",1,2,30000,1,6,7,1,5,2,2,,,1,1
1,102,9,0,2,1,1,1,"NIEBE",8,2,30000,1,6,7,1,5,2,2,,,1,1
1,102,10,0,1,1,1,1,,1,2,30000,4,6,8,2,,,2,,,1,1
1,102,10,0,2,1,1,1,,8,2,30000,4,6,8,2,,,2,,,1,1
1,102,10,0,3,2,1,1,,1,2,30000,4,6,8,2,,,2,,,1,1
1,102,10,0,4,2,1,1,,8,2,30000,4,6,8,2,,,2,,,1,1
1,102,10,0,5,3,1,1,,2,2,20000,4,6,8,2,,,2,,,1,1
1,102,10,0,6,3,1,1,,8,2,20000,4,6,8,2,,,2,,,1,1
1,102,11,0,1,1,1,1,,1,2,120000,2,2,7,2,,,2,,,1,1
1,102,11,0,2,1,1,1,,2,2,120000,2,2,7,2,,,2,,,1,1
1,102,11,0,3,1,1,1,,8,2,120000,2,2,7,2,,,2,,,1,1
1,102,11,0,4,2,1,1,,1,2,40000,2,2,7,2,,,2,,,1,1
1,102,11,0,5,2,1,1,,2,2,40000,2,2,7,2,,,2,,,1,1
1,102,11,0,6,2,1,1,,8,2,40000,2,2,7,2,,,2,,,1,1
1,102,12,0,1,1,1,1,,1,2,20000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,2,1,1,1,,2,2,20000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,3,1,1,1,,8,2,20000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,4,2,1,1,,1,2,10000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,5,2,1,1,,2,2,10000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,6,2,1,1,,8,2,10000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,7,3,1,1,,1,2,10000,1,6,7,1,4,2,2,,,1,1
1,102,12,0,8,3,1,1,,8,2,10000,1,6,7,1,4,2,2,,,1,1
1,102,13,0,1,1,1,1,,1,2,15000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,2,1,1,1,,2,2,15000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,3,1,1,1,,8,2,15000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,4,2,1,1,,1,2,70000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,5,2,1,1,,2,2,70000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,6,2,1,1,,8,2,70000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,7,3,1,1,,1,2,20000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,8,3,1,1,,2,2,20000,1,6,7,1,5,2,2,,,1,1
1,102,13,0,9,3,1,1,,8,2,20000,1,6,7,1,5,2,2,,,1,1
1,102,14,0,1,1,1,1,,1,2,50000,1,6,7,2,,,2,,,1,1
1,102,14,0,2,1,1,1,,2,2,50000,1,6,7,2,,,2,,,1,1
1,102,14,0,3,1,1,1,,8,2,50000,1,6,7,2,,,2,,,1,1
1,102,14,0,4,2,1,1,,1,2,50000,1,6,7,2,,,2,,,1,1
1,102,14,0,5,2,1,1,,2,2,50000,1,6,7,2,,,2,,,1,1
1,102,14,0,6,2,1,1,,8,2,50000,1,6,7,2,,,2,,,1,1
1,102,15,0,1,1,1,1,,1,2,20000,2,6,7,1,2,2,2,,,1,1
1,102,15,0,2,1,1,1,,2,2,20000,2,6,7,1,2,2,2,,,1,1
1,102,15,0,3,1,1,1,,8,2,20000,2,6,7,1,2,2,2,,,1,1
1,102,15,0,5,2,1,1,,1,2,10000,2,6,7,1,2,2,2,,,1,1
1,102,15,0,6,2,1,1,,2,2,10000,2,6,7,1,2,2,2,,,1,1
1,102,15,0,4,2,1,1,,8,2,10000,2,6,7,1,2,2,2,,,1,1
1,102,16,0,2,1,1,1,,1,2,25000,1,6,7,2,,,2,,,1,1
1,102,16,0,1,1,1,1,,2,2,25000,1,6,7,2,,,2,,,1,1
1,102,16,0,3,1,1,1,,8,2,25000,1,6,7,2,,,2,,,1,1
1,102,16,0,4,2,1,1,,1,2,15000,1,6,7,2,,,2,,,1,1
1,102,16,0,5,2,1,1,,2,2,15000,1,6,7,2,,,2,,,1,1
1,102,16,0,6,2,1,1,,8,2,15000,1,6,7,2,,,2,,,1,1
1,102,16,0,8,3,1,1,,1,2,10000,1,6,7,2,,,2,,,1,1
1,102,16,0,9,3,1,1,,2,2,10000,1,6,7,2,,,2,,,1,1
1,102,16,0,7,3,1,1,,8,2,10000,1,6,7,2,,,2,,,1,1
1,102,17,0,1,1,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,2,1,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,3,1,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,5,2,1,1,,1,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,6,2,1,1,,2,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,4,2,1,1,,8,2,10000,4,6,7,2,,,2,,,1,1
1,102,17,0,7,3,1,1,,1,2,12000,4,6,7,2,,,2,,,1,1
1,102,17,0,8,3,1,1,,2,2,12000,4,6,7,2,,,2,,,1,1
1,102,17,0,9,3,1,1,,8,2,12000,4,6,7,2,,,2,,,1,1
1,102,18,0,1,1,1,1,,1,2,30000,4,6,7,2,,,2,,,1,1
1,102,18,0,2,1,1,1,,2,2,30000,4,6,7,2,,,2,,,1,1
1,102,18,0,3,1,1,1,,8,2,30000,4,6,7,2,,,2,,,1,1
1,102,18,0,4,1,1,1,,12,2,30000,4,6,7,2,,,2,,,1,1
1,103,1,0,1,1,1,2,,,,,,,,,,,,,,1,1
1,103,1,0,2,2,1,2,,,,,,,,,,,,,,1,1
1,103,1,0,3,3,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,103,1,0,4,3,1,1,"NIEBE",8,2,10000,1,3,6,2,,,2,,,1,1
1,103,2,0,1,1,1,1,"MIL",1,2,10000,1,6,5,2,,,2,,,1,1
1,103,2,0,2,1,1,1,"SORGHO",2,2,10000,1,6,5,2,,,2,,,1,1
1,103,2,0,3,1,1,1,"NIEBE",8,2,10000,1,6,5,2,,,2,,,1,1
1,103,2,0,4,2,1,1,"MIL",1,2,10000,1,6,5,2,,,2,,,1,1
1,103,2,0,5,2,1,1,"SORGHO",2,2,10000,1,6,5,2,,,2,,,1,1
1,103,2,0,6,2,1,1,"NIIEBE",8,2,10000,1,6,5,2,,,2,,,1,1
1,103,3,0,1,1,1,1,"MIL",1,2,10000,1,6,5,2,,,2,,,1,1
1,103,3,0,2,1,1,1,"SORGHO",2,2,10000,1,6,5,2,,,2,,,1,1
1,103,3,0,3,1,1,1,"NIEBE",8,2,10000,1,6,5,2,,,2,,,1,1
1,103,4,0,1,1,1,1,"MIL.",1,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,3,1,1,1,"SORGHO",2,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,2,1,1,1,"NIEBE",8,2,5000,1,3,6,2,,,2,,,1,1
1,103,4,0,6,2,1,1,"MIL",1,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,5,2,1,1,"SORGHO",2,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,4,2,1,1,"NIEBE",8,2,5000,1,3,6,2,,,2,,,1,1
1,103,4,0,7,3,1,1,"MIL",1,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,8,3,1,1,"SORGHO",2,2,5000,1,4,6,2,,,2,,,1,1
1,103,4,0,9,3,1,1,"NIEBE",8,2,5000,1,3,6,2,,,2,,,1,1
1,103,5,0,1,1,1,1,"MIL",1,2,10000,1,3,6,2,,,2,,,1,1
1,103,5,0,3,1,1,1,"SORGHO",2,2,10000,1,3,6,2,,,2,,,1,1
1,103,5,0,2,1,1,1,"NIEBE",8,2,10000,1,3,6,2,,,2,,,1,1
1,103,5,0,4,2,1,1,"MIL",1,2,5000,1,3,6,2,,,2,,,1,1
1,103,5,0,5,2,1,1,"SORGHO",2,2,5000,1,3,6,2,,,2,,,1,1
1,103,5,0,6,2,1,1,"NIEBE",8,2,5000,1,3,6,2,,,2,,,1,1
1,103,6,0,1,1,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,2,1,1,1,"SORGHO",2,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,3,1,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,4,2,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,5,2,1,1,"SORGHO",2,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,6,2,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,103,6,0,7,3,1,1,"MIL",1,2,20000,1,6,6,2,,,2,,,1,1
1,103,6,0,8,3,1,1,"SORGHO",2,2,20000,1,6,6,2,,,2,,,1,1
1,103,6,0,9,3,1,1,"NIEBE",8,2,20000,1,6,6,2,,,2,,,1,1
1,103,8,0,1,1,1,1,"MIL",1,1,2500,1,1,7,2,,,2,,,1,1
1,103,8,0,2,1,1,1,"SORGHO",2,1,2500,1,1,7,2,,,2,,,1,1
1,103,8,0,3,1,1,1,"NIEBE",8,1,2500,1,1,7,2,,,2,,,1,1
1,103,8,0,4,1,1,1,"SESAME",13,1,2500,1,1,7,2,,,2,,,1,1
1,103,9,0,1,1,1,1,"MIL",1,2,15000,1,6,7,2,,,2,,,1,1
1,103,9,0,2,1,1,1,"SORGHO",2,2,15000,1,6,7,2,,,2,,,1,1
1,103,9,0,3,1,1,1,"NIEBE",8,2,15000,1,6,7,2,,,2,,,1,1
