"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01BQ00","AS01Q01","AS01Q03","AS02BQ04","AS02BQ05","AS02BQ06","AS02BQ07","AS02BQ08","AS02BQ09","AS02BQ10","AS02BQ11","AS02BQ12","AS02BQ13A","AS02BQ13B","AS02BQ14","AS02BQ15A","AS02BQ15B","PrimaryLast","PrimaryLast1"
1,69,18,0,5,2,1,1,"SORGHO",2,2,0,1,6,6,2,,,2,,,1,1
1,69,18,0,6,2,1,1,"NIEBE",8,2,0,1,6,6,2,,,2,,,1,1
1,69,18,0,7,3,1,1,"MIL",1,2,0,1,6,6,2,,,2,,,1,1
1,69,18,0,8,3,1,1,"SORGHO",2,2,0,1,6,6,2,,,2,,,1,1
1,69,18,0,9,3,1,1,"NIEBE",8,2,0,1,6,6,2,,,2,,,1,1
1,70,1,0,1,1,1,1,"MIL",1,2,7630,1,4,6,1,0,2,2,,,1,1
1,70,1,0,2,1,1,1,"NIEBE",8,2,7630,1,4,6,1,0,2,2,,,1,1
1,70,1,0,3,2,1,1,"SOGHO",2,2,10000,1,4,6,1,0,2,2,,,1,1
1,70,1,0,4,2,2,1,"VOANZOU",9,1,10000,1,4,6,1,0,2,2,,,1,1
1,70,2,0,1,1,1,1,"MIL",1,2,2008,1,6,6,2,,,2,,,1,1
1,70,2,0,2,1,1,1,"NIEBE",8,2,20088,1,6,6,2,,,2,,,1,1
1,70,2,0,3,2,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,70,2,0,4,2,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,70,2,0,5,2,2,1,"SORGHO",2,1,10000,1,6,6,2,,,2,,,1,1
1,70,2,0,6,3,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,70,2,0,7,3,1,1,"SORGHO",2,2,10000,1,6,6,2,,,2,,,1,1
1,70,2,0,8,3,2,1,"OSSEILLE",12,1,12000,1,6,6,2,,,2,,,1,1
1,70,2,0,9,4,1,1,"ARACHID",10,1,12000,1,6,6,2,,,2,,,1,1
1,70,2,0,10,4,2,1,"VAONDZOU",9,1,10000,1,6,6,2,,,2,,,1,1
1,70,3,0,1,1,1,1,"MIL",1,1,62909,1,6,6,2,,,2,,,1,1
1,70,3,0,2,2,1,1,"MIL",1,1,15746,1,6,6,2,,,2,,,1,1
1,70,3,0,4,3,1,1,"MIL",1,2,4292,1,6,6,2,,,2,,,1,1
1,70,3,0,3,3,1,1,"NIEBE",8,2,15746,1,6,6,2,,,2,,,1,1
1,70,3,0,5,4,1,1,"ARACHIDE",10,1,460,1,6,6,2,,,2,,,1,1
1,70,4,0,1,1,1,1,"MIL",1,2,20000,1,6,6,1,0,1,2,,,1,1
1,70,4,0,2,1,1,1,"NIEBE",8,2,20000,1,6,6,1,0,2,2,,,1,1
1,70,4,0,3,2,1,1,"MIL",1,2,20000,1,6,6,1,0,2,2,,,1,1
1,70,4,0,4,2,2,1,"SORGHO",2,1,10000,1,6,6,1,0,2,2,,,1,1
1,70,5,0,1,1,1,1,"MIL",1,2,13674,1,5,6,1,0,1,2,,,1,1
1,70,5,0,2,1,1,1,"NIEBE",8,2,13674,1,5,6,1,0,1,2,,,1,1
1,70,5,0,3,3,1,1,"MIL",1,1,20000,1,5,6,1,0,1,2,,,1,1
1,70,5,0,4,3,2,1,"VOANDZOU",9,1,20000,1,5,6,1,0,1,2,,,1,1
1,70,6,0,1,1,1,1,"MIL",1,2,34345,1,6,6,2,,,2,,,1,1
1,70,6,0,2,1,1,1,"SORGHO",2,2,34345,1,6,6,2,,,2,,,1,1
1,70,6,0,3,1,1,1,"NIEBE",8,2,34345,1,6,6,2,,,2,,,1,1
1,70,6,0,4,1,1,1,"OSSEILLE",12,2,34345,1,6,6,2,,,2,,,1,1
1,70,6,0,7,3,1,1,"MIL",1,2,43238,1,6,6,2,,,2,,,1,1
1,70,6,0,8,3,1,1,"SORGHO",2,2,43238,1,6,6,2,,,2,,,1,1
1,70,6,0,5,3,1,1,"NIEBE",8,2,43238,1,6,6,2,,,2,,,1,1
1,70,6,0,6,3,1,1,"OSSEILLE",12,2,43238,1,6,6,2,,,2,,,1,1
1,70,6,0,9,4,1,1,"MIL",1,2,40000,1,6,6,2,,,2,,,1,1
1,70,6,0,10,4,1,1,"SORGHO",2,2,40000,1,6,6,2,,,2,,,1,1
1,70,6,0,11,4,1,1,"ARCHID",10,2,40000,1,6,6,2,,,2,,,1,1
1,70,7,0,1,1,1,1,"MIL",1,2,33082,1,6,6,2,,,2,,,1,1
1,70,7,0,2,1,1,1,"NIEBE",8,2,33082,1,6,6,1,0,1,2,,,1,1
1,70,7,0,3,1,1,1,"VOANDZOU",9,2,33082,1,6,6,2,,,2,,,1,1
1,70,7,0,4,2,1,1,"MIL",1,2,25030,1,6,6,2,,,2,,,1,1
1,70,7,0,5,2,1,1,"NIEBE",8,2,25030,1,6,6,2,,,2,,,1,1
1,70,7,0,6,2,1,1,"OSSEILLE",12,2,25030,1,6,6,2,,,2,,,1,1
1,70,7,0,7,3,1,1,"MIL",1,2,8556,1,6,6,1,0,2,2,,,1,1
1,70,7,0,8,3,1,1,"NIEBE",8,2,8556,1,6,6,2,,,2,,,1,1
1,70,7,0,9,3,1,1,"OSSEILLE",12,2,8556,1,6,6,2,,,2,,,1,1
1,70,7,0,10,4,1,1,"MIL",1,1,15000,1,6,6,2,,,2,,,1,1
1,70,8,0,1,1,1,1,"MIL",1,2,76964,1,6,6,1,0,2,2,,,1,1
1,70,8,0,3,1,1,1,"SORGHO",2,2,26964,1,6,6,1,0,2,2,,,1,1
1,70,8,0,2,1,1,1,"NIEBE",8,2,26964,1,3,6,1,0,2,2,,,1,1
1,70,8,0,4,2,1,1,"MIL",1,1,20000,1,6,6,1,0,2,2,,,1,1
1,70,8,0,5,3,1,1,"VANDZOU",9,1,15000,1,6,6,1,0,2,2,,,1,1
1,70,9,0,1,1,1,1,"MIL",1,2,16532,1,3,6,2,,,2,,,1,1
1,70,9,0,2,1,1,1,"NIEBE",6,2,16532,1,3,6,2,,,2,,,1,1
1,70,9,0,3,1,1,1,"SEZOUM",13,2,16532,1,3,6,2,,,2,,,1,1
1,70,9,0,4,2,1,1,"MIL",12,1,2847,1,3,6,2,,,2,,,1,1
1,70,9,0,5,2,2,1,"NIEBE",8,1,12847,1,3,6,2,,,2,,,1,1
1,70,9,0,6,3,1,1,"ARACHID",10,1,10000,1,6,6,2,,,2,,,1,1
1,70,9,0,7,4,1,1,"VOANDZOU",9,1,15000,1,6,6,2,,,2,,,1,1
1,70,10,0,1,1,1,1,"MIL",1,2,13736,1,6,6,2,,,2,,,1,1
1,70,10,0,2,1,1,1,"NIEBE",8,2,13736,1,6,6,2,,,2,,,1,1
1,70,10,0,3,2,1,1,"MIL",1,2,20000,1,6,6,2,,,2,,,1,1
1,70,10,0,4,2,1,1,"NIEBE",8,2,20000,1,6,6,2,,,2,,,1,1
1,70,10,0,5,2,1,1,"OSSEILLE",12,2,20000,1,6,6,2,,,2,,,1,1
1,70,10,0,6,3,1,1,"VAONDZOU",9,1,10000,1,6,6,2,,,2,,,1,1
1,70,12,0,1,1,1,1,"MIL",1,2,12420,1,6,6,2,,,2,,,1,1
1,70,12,0,2,1,1,1,"SORGHO",2,2,12420,1,6,6,2,,,2,,,1,1
1,70,12,0,3,1,1,1,"NIEBE",8,2,2420,1,6,6,2,,,2,,,1,1
1,70,12,0,4,2,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,70,12,0,5,2,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,70,12,0,6,3,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,70,12,0,7,3,1,1,"SORGHO",2,2,23703,1,6,6,2,,,2,,,1,1
1,70,12,0,8,3,1,1,"NIEBE",8,2,23703,1,6,6,2,,,2,,,1,1
1,70,12,0,9,4,1,1,"MIL",1,2,6012,1,6,6,2,,,2,,,1,1
1,70,12,0,10,4,1,1,"SORGHO",2,2,6012,1,6,6,2,,,2,,,1,1
1,70,12,0,11,4,1,1,"NIEBE",8,2,6012,1,6,6,2,,,2,,,1,1
1,70,12,0,12,4,1,1,"VANDZOU",9,2,6012,1,6,6,2,,,2,,,1,1
1,70,12,0,13,4,2,1,"ARACHIDE",10,1,1849,1,6,6,2,,,2,,,1,1
1,70,13,0,1,1,1,1,"MIL",1,2,29958,1,6,6,2,,,2,,,1,1
1,70,13,0,2,1,1,1,"NIEBE",8,2,29958,1,6,6,2,,,2,,,1,1
1,70,13,0,3,2,1,1,"MIL",1,2,8000,1,6,6,2,,,2,,,1,1
1,70,13,0,4,2,1,1,"SORGHO",2,2,8000,1,6,6,2,,,2,,,1,1
1,70,13,0,5,2,1,1,"NIEBE",8,2,8000,1,6,6,2,,,2,,,1,1
1,70,13,0,6,2,1,1,"OSSEILLE",12,2,8000,1,6,6,2,,,2,,,1,1
1,70,13,0,7,3,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,70,13,0,8,3,1,1,"SORGHO",2,2,10000,1,6,6,2,,,2,,,1,1
1,70,13,0,9,3,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,70,13,0,10,3,1,1,"OSSEILLE",12,2,10000,1,6,6,2,,,2,,,1,1
1,70,13,0,11,4,1,1,"MIL",1,2,5000,1,6,6,2,,,2,,,1,1
1,70,13,0,12,4,1,1,"NIEBE",8,2,5000,1,6,6,2,,,2,,,1,1
1,70,13,0,13,4,2,1,"VOANDZOU",9,1,1000,1,6,6,2,,,2,,,1,1
1,70,15,0,1,1,1,1,"MIL",1,1,20000,1,6,7,1,0,1,2,,,1,1
1,70,15,0,2,2,1,1,"NIEBE",8,2,65963,1,6,7,1,0,1,2,,,1,1
1,70,15,0,3,2,1,1,"OSEILLE",12,2,65963,1,3,7,1,0,1,2,,,1,1
1,70,15,0,4,3,1,1,"ARACHID",10,1,30000,1,6,7,1,0,1,2,,,1,1
1,70,16,0,1,1,1,1,"MIL",1,2,352945,1,6,6,1,5,1,2,,,1,1
1,70,16,0,2,1,1,1,"NIEBE",8,2,35294,1,6,6,1,5,1,2,,,1,1
1,70,16,0,4,2,1,1,"SORGHO",2,2,10000,1,6,6,1,5,1,2,,,1,1
1,70,16,0,3,2,1,1,"OSSEILLE",12,2,10000,1,6,6,1,5,1,2,,,1,1
1,70,16,0,5,3,1,1,"VANDZOU",9,1,3285,1,5,6,2,,,2,,,1,1
1,70,17,0,1,1,1,1,"MIL",1,2,8965,1,6,6,2,,,2,,,1,1
1,70,17,0,2,1,1,1,"NIEBE",8,2,50000,1,6,6,1,14,1,2,,,1,1
1,70,17,0,3,3,1,1,"MIL",1,2,50000,1,6,6,1,14,1,2,,,1,1
1,70,17,0,4,3,1,1,"OSSEILLE",12,2,50000,1,6,6,1,14,1,2,,,1,1
1,70,18,0,1,1,1,1,"MIL",1,2,20000,1,6,6,1,0,1,2,,,1,1
1,70,18,0,2,1,1,1,"NNIEBE",8,2,20000,1,3,6,1,0,1,2,,,1,1
1,70,18,0,3,2,1,1,"SORGHO",2,2,40000,1,6,6,1,0,1,2,,,1,1
1,70,18,0,4,2,1,1,"ARACHID",10,2,40000,1,6,6,1,0,1,2,,,1,1
1,70,18,0,5,3,1,1,"MIL",1,2,40000,1,6,6,1,0,1,2,,,1,1
1,70,18,0,6,3,1,1,"OSEILLE",12,2,40000,1,6,6,1,0,1,2,,,1,1
1,71,1,0,1,1,1,1,"MIL",1,2,14570,1,6,5,1,25,1,2,,,1,1
1,71,1,0,2,1,1,1,"NIEBE",8,2,14570,1,3,5,1,25,1,2,,,1,1
1,71,1,0,4,2,1,1,"MIL",1,2,24434,1,6,5,1,25,1,2,,,1,1
1,71,1,0,3,2,1,1,"SORGHO",2,2,24434,1,6,5,1,25,1,2,,,1,1
1,71,1,0,5,3,1,1,"NIEBE",8,2,30000,1,3,5,1,25,1,2,,,1,1
1,71,1,0,6,4,1,1,"OSEILLE",12,1,50000,1,6,5,1,25,1,2,,,1,1
1,71,1,0,7,4,2,1,"ARACHIDE",10,1,2000,1,3,5,2,,,2,,,1,1
1,71,2,0,1,1,1,1,"MIL",1,2,30000,1,6,6,1,25,1,2,,,1,1
1,71,2,0,2,1,1,1,"NIEBE",8,2,30000,1,6,6,1,25,1,2,,,1,1
1,71,2,0,4,2,1,1,"SORGHO",2,2,15000,1,6,6,1,25,1,2,,,1,1
1,71,2,0,3,2,1,1,"OSEILLE",12,2,15000,1,6,6,1,25,1,2,,,1,1
1,71,2,0,5,3,1,1,"NIEBE",8,2,50000,1,6,6,1,25,1,2,,,1,1
1,71,2,0,6,3,1,1,"ARACHIDE",10,2,50000,1,3,6,1,25,1,2,,,1,1
1,71,3,0,1,1,1,1,"MIL",1,2,10628,1,6,5,1,30,1,2,,,1,1
1,71,3,0,2,1,1,1,"NIEBE",8,2,10628,1,6,5,1,30,1,2,,,1,1
1,71,3,0,3,2,1,1,"MIL",1,2,40000,1,6,5,1,14,1,2,,,1,1
1,71,3,0,4,2,1,1,"OSEILLE",12,2,40000,1,6,5,1,14,1,2,,,1,1
1,71,3,0,6,3,1,1,"SORGHO",2,2,50000,1,6,5,1,21,1,2,,,1,1
1,71,3,0,5,3,1,1,"NIEBE",8,2,50000,1,6,5,1,21,1,2,,,1,1
1,71,3,0,7,4,1,1,"ARACHIDE",10,1,3000,1,3,5,2,,,2,,,1,1
1,71,4,0,1,1,1,1,"MIL",1,2,4186,1,6,6,1,1,2,2,,,1,1
1,71,4,0,2,1,1,1,"NIEBE",8,2,4186,1,6,6,1,1,2,2,,,1,1
1,71,4,0,3,2,1,1,"MIL",1,2,40077,1,6,6,1,1,2,2,,,1,1
1,71,4,0,4,2,1,1,"NIEBE",8,2,40077,1,6,6,1,1,2,2,,,1,1
1,71,4,0,5,2,1,1,"VOANDZOU",9,2,40077,1,6,6,1,1,2,2,,,1,1
1,71,4,0,6,2,1,1,"OSEILLE",12,2,40077,1,6,6,1,1,2,2,,,1,1
1,71,4,0,7,3,1,1,"MIL",1,2,10000,1,6,6,1,1,2,2,,,1,1
1,71,4,0,8,3,1,1,"NIEBE",8,2,10000,1,6,6,1,1,2,2,,,1,1
1,71,4,0,9,3,1,1,"OSEILLE",11,2,10000,1,6,6,1,1,2,2,,,1,1
1,71,4,0,10,4,1,1,"MIL",1,2,15000,1,6,6,1,1,2,2,,,1,1
1,71,4,0,11,4,1,1,"NIEBE",8,2,15000,1,6,6,1,1,2,2,,,1,1
1,71,4,0,12,4,1,1,"VOANDZOU",9,2,15000,1,6,6,1,1,2,2,,,1,1
1,71,5,0,1,1,1,1,"VOANDZOU",9,1,2608,1,6,7,2,,,2,,,1,1
1,71,6,0,1,1,1,1,"MIL",1,2,10882,1,6,6,2,,,2,,,1,1
1,71,6,0,2,1,2,1,"NIEBE",8,2,10882,1,6,6,2,,,2,,,1,1
1,71,6,0,3,2,1,1,"MIL",1,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,4,2,2,1,"SORGHO",2,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,5,2,3,1,"NIEBE",8,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,6,3,1,1,"MIL",1,2,30000,1,6,6,2,,,2,,,1,1
1,71,6,0,7,3,2,1,"NIEBE",8,2,30000,1,6,6,2,,,2,,,1,1
1,71,6,0,8,3,3,1,"OSEILLE",12,2,30000,1,6,6,2,,,2,,,1,1
1,71,6,0,9,4,1,1,"MIL",1,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,10,4,2,1,"NIEBE",8,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,11,4,3,1,"VOANDZOU",9,2,15000,1,6,6,2,,,2,,,1,1
1,71,6,0,12,5,1,1,"MIL",1,2,20000,1,6,6,2,,,2,,,1,1
1,71,6,0,13,5,2,1,"NIEBE",8,2,20000,1,6,6,2,,,2,,,1,1
1,71,6,0,14,5,3,1,"VOANDZOU",9,1,10000,1,6,7,2,,,2,,,1,1
1,71,7,0,1,1,1,1,"MIL",1,2,5266,1,6,6,2,,,2,,,1,1
1,71,7,0,2,1,1,1,"NIEBE",8,2,5266,1,6,6,2,,,2,,,1,1
1,71,7,0,3,2,1,1,"MIL",1,1,18886,1,6,6,2,,,2,,,1,1
1,71,7,0,4,3,1,1,"VOANDZOU",9,1,2977,1,6,6,2,,,2,,,1,1
1,71,7,0,5,4,1,1,"MIL",1,2,5000,1,6,6,2,,,2,,,1,1
1,71,7,0,6,4,1,1,"NIEBE",8,2,5000,1,6,6,2,,,2,,,1,1
1,71,8,0,1,1,1,1,"MIL",1,2,19116,1,6,6,1,4,2,2,,,1,1
1,71,8,0,3,1,1,1,"SORGHO",2,2,19116,1,6,6,1,4,2,2,,,1,1
1,71,8,0,2,1,1,1,"NIEBE",8,2,19116,1,6,6,1,4,2,2,,,1,1
1,71,8,0,4,2,1,1,"MIL",1,2,15000,1,6,6,1,4,2,2,,,1,1
1,71,8,0,5,2,1,1,"NIEBE",8,2,15000,1,6,6,1,4,2,2,,,1,1
1,71,8,0,6,2,2,1,"SORGHO",2,1,5000,1,6,6,1,4,2,2,,,1,1
1,71,8,0,7,2,3,1,"VOANDZOU",9,1,5000,1,6,6,1,4,2,2,,,1,1
1,71,8,0,8,3,1,1,"ARACHIDE",10,1,10000,1,6,6,1,4,2,2,,,1,1
1,71,10,0,1,1,1,1,"MIL",1,2,21093,1,6,6,1,3,2,2,,,1,1
1,71,10,0,2,1,1,1,"NIEBE",8,2,21093,1,6,6,1,3,2,2,,,1,1
1,71,10,0,3,1,1,1,"VOANDZOU",9,2,21093,1,3,6,1,3,2,2,,,1,1
1,71,10,0,4,2,1,1,"MIL",1,2,20000,1,6,6,2,,,2,,,1,1
1,71,10,0,5,2,1,1,"NIEBE",8,2,20000,1,6,6,2,,,2,,,1,1
1,71,11,0,1,1,1,1,"MIL",1,2,10686,1,6,6,1,14,1,2,,,1,1
1,71,11,0,2,1,1,1,"NIEBE",8,2,10686,1,6,6,1,14,1,2,,,1,1
1,71,11,0,3,1,1,1,"ARACHIDE",10,2,10686,1,6,6,1,14,1,2,,,1,1
1,71,11,0,4,2,1,1,"MIL",1,2,12498,1,6,6,1,14,1,2,,,1,1
1,71,11,0,6,2,1,1,"SORGHO",2,2,12498,1,6,6,1,14,1,2,,,1,1
1,71,11,0,5,2,1,1,"NIEBE",8,2,12498,1,6,6,1,14,1,2,,,1,1
1,71,11,0,7,2,1,1,"OSEILLE",12,2,12498,1,6,6,1,14,1,2,,,1,1
1,71,11,0,8,3,1,1,"MIL",1,2,71216,1,6,6,1,14,1,2,,,1,1
1,71,11,0,11,3,1,1,"SORGHO",2,2,71216,1,6,6,1,14,1,2,,,1,1
1,71,11,0,9,3,1,1,"NIEBE",8,2,71216,1,6,6,1,14,1,2,,,1,1
1,71,11,0,12,3,1,1,"ARACHIDE",10,1,71216,1,6,6,1,14,1,2,,,1,1
1,71,11,0,10,3,1,1,"OSEILLE",12,2,71216,1,6,6,1,14,1,2,,,1,1
1,71,11,0,13,4,1,1,"MIL.",1,2,99,1,6,6,1,14,1,2,,,1,1
1,71,11,0,14,4,1,1,"NIEBE",8,2,99,1,6,6,1,14,1,2,,,1,1
1,71,11,0,15,4,1,1,"VOANDZOU",9,2,99,1,6,6,1,14,1,2,,,1,1
1,71,11,0,16,4,1,1,"ARACHIDE",10,2,99,1,6,6,1,14,1,2,,,1,1
1,71,12,0,1,1,1,1,"MIL",1,2,999,1,6,5,1,25,1,2,,,1,1
1,71,12,0,2,1,1,1,"NIEBE",8,2,999,1,6,5,1,25,1,2,,,1,1
1,71,12,0,4,2,1,1,"SORGHO",2,2,999,1,6,5,1,25,1,2,,,1,1
1,71,12,0,3,2,1,1,"OSEILLE",12,2,999,1,6,5,1,25,1,2,,,1,1
1,71,12,0,5,2,2,1,"ARACHIDE",10,1,999,1,3,5,2,,,2,,,1,1
1,71,13,0,1,1,1,1,"0",9,9,999,2,2,3,2,,,2,,,1,1
1,71,13,0,2,2,1,1,"0",9,9,999,9,9,3,2,,,2,,,1,1
1,71,13,0,3,3,1,1,"ARACHIDE",10,1,1500,1,6,6,2,,,2,,,1,1
1,71,13,0,4,4,1,1,,9,9,99,9,9,3,2,,,2,,,1,1
1,71,13,0,5,5,1,1,"0",9,9,99,9,9,3,2,,,2,,,1,1
1,71,14,0,1,1,1,1,"VOANDZOU",9,1,724,1,6,7,2,,,2,,,1,1
1,71,15,0,1,1,1,1,"MIL",1,2,8729,1,6,6,1,3,2,2,,,1,1
1,71,15,0,2,1,2,1,"NIEBE",8,2,8729,1,6,6,1,3,2,2,,,1,1
1,71,15,0,3,1,3,1,"SORGHO",2,1,1180,1,6,6,1,3,2,2,,,1,1
1,71,15,0,4,2,1,1,"MIL",1,2,20000,1,6,6,1,3,2,2,,,1,1
1,71,15,0,5,2,2,1,"NIEBE",8,2,20000,1,6,6,1,3,2,2,,,1,1
1,71,15,0,6,2,3,1,"OSEILLE",12,2,20000,1,6,6,1,3,2,2,,,1,1
1,71,15,0,7,2,4,1,"VOANDZOU",9,1,10000,1,6,6,1,3,2,2,,,1,1
1,71,16,0,1,1,1,1,"MIL",1,2,21173,1,3,6,1,22,1,2,,,1,1
1,71,16,0,3,1,1,1,"SORGHO",2,2,21173,1,6,6,1,22,1,2,,,1,1
1,71,16,0,2,1,1,1,"NIEBE",8,2,21173,1,6,6,1,22,1,2,,,1,1
1,71,16,0,4,2,1,1,"MIL",1,2,39311,1,3,6,1,22,1,2,,,1,1
1,71,16,0,5,2,1,1,"NIEBE",8,2,39311,1,6,6,1,22,1,2,,,1,1
1,71,16,0,6,3,1,1,"MIL",1,2,20000,1,3,6,1,22,1,2,,,1,1
1,71,16,0,7,3,1,1,"NIEBE",8,2,20000,1,6,6,1,22,1,2,,,1,1
1,71,16,0,8,4,1,1,"ARACHIDE",10,1,15000,1,6,6,1,22,1,2,,,1,1
1,71,16,0,9,5,1,1,"MIL",1,2,50000,1,3,6,1,22,1,2,,,1,1
1,71,16,0,10,5,1,1,"NIEBE",8,2,50000,1,6,6,1,22,1,2,,,1,1
1,71,16,0,11,6,1,1,"MIL",1,2,10000,1,3,6,1,22,1,2,,,1,1
1,71,16,0,12,6,1,1,"NIEBE",8,2,10000,1,6,6,1,22,1,2,,,1,1
1,71,16,0,13,7,1,1,"MIL",1,2,15382,1,3,6,1,22,1,2,,,1,1
1,71,16,0,14,7,1,1,"NIEBE",8,2,15382,1,6,6,1,22,1,2,,,1,1
1,71,16,0,15,7,1,1,"VOANDZOU",9,2,15382,1,6,6,1,22,1,2,,,1,1
1,71,16,2,1,1,1,1,"MIL",1,2,22162,1,6,6,1,16,1,2,,,1,1
1,71,16,2,2,1,2,1,"NIEBE",8,2,22162,1,6,6,1,16,1,2,,,1,1
1,71,17,0,1,1,1,1,"MIL",1,2,2000,1,6,5,1,25,1,2,,,1,1
1,71,17,0,2,1,1,1,"NIEBE",8,2,2000,1,6,5,1,25,1,2,,,1,1
1,71,17,0,3,2,1,1,"MIL",1,2,3000,1,6,5,1,25,1,2,,,1,1
1,71,17,0,4,2,1,1,"OSEILLE",12,2,3000,1,6,5,1,25,1,2,,,1,1
1,71,18,0,1,1,1,1,"MIL",1,2,39190,1,6,6,1,14,1,2,,,1,1
1,71,18,0,2,1,1,1,"NIEBE",8,2,39190,1,6,6,1,14,1,2,,,1,1
1,71,18,0,4,1,1,1,"VAONDZOU",9,2,39190,1,6,6,1,14,1,2,,,1,1
1,71,18,0,3,1,1,1,"ARACHIDE",10,2,39190,1,6,6,1,14,1,2,,,1,1
1,71,18,0,5,2,1,1,"MIL",1,2,35000,1,6,6,1,14,1,2,,,1,1
1,71,18,0,6,2,1,1,"NIEBE",8,2,35000,1,6,6,1,14,1,2,,,1,1
1,71,18,0,7,3,1,1,"MIL",1,2,23274,1,6,6,1,14,1,2,,,1,1
1,71,18,0,8,3,1,1,"NIEBE",8,2,23274,1,6,6,1,14,1,2,,,1,1
1,71,18,0,9,3,1,1,"OSEILLE",12,2,23274,1,6,6,1,14,1,2,,,1,1
1,71,18,2,1,1,1,1,"MIL",1,2,34804,1,6,6,1,30,1,2,,,1,1
1,71,18,2,2,1,2,1,"NIEBE",8,2,34804,1,6,6,1,30,1,2,,,1,1
1,71,18,2,3,1,3,1,"VOANDZOU",9,1,34804,1,6,6,1,30,1,2,,,1,1
1,72,1,0,1,1,1,1,"MIL",1,2,19113,1,6,6,2,,,2,,,1,1
1,72,1,0,2,1,1,1,"SORGHO",2,2,19113,1,6,6,2,,,2,,,1,1
1,72,1,0,3,1,1,1,"NIEBE",8,2,19113,1,6,6,2,,,2,,,1,1
1,72,1,0,4,2,1,1,"MIL",1,2,19533,1,6,6,2,,,2,,,1,1
1,72,1,0,5,2,1,1,"NIEBE",8,2,19533,1,6,6,2,,,2,,,1,1
1,72,1,0,6,2,2,1,"VOANDZOU",9,1,19510,1,6,6,2,,,2,,,1,1
1,72,1,0,7,3,1,1,"MIL",1,2,25877,1,6,6,2,,,2,,,1,1
1,72,1,0,8,3,1,1,"NIEBE",8,2,25877,1,6,6,2,,,2,,,1,1
1,72,1,0,9,4,1,1,"MIL",1,2,10000,1,6,6,2,,,2,,,1,1
1,72,1,0,10,4,1,1,"NIEBE",8,2,10000,1,6,6,2,,,2,,,1,1
1,72,1,0,11,5,1,1,"ARACHIDE",10,1,2000,1,6,6,2,,,2,,,1,1
1,72,2,0,1,1,1,1,"MIL",1,2,153486,1,6,6,2,,,2,,,1,1
1,72,2,0,2,1,1,1,"NIEBE",8,2,153486,1,6,6,2,,,2,,,1,1
1,72,2,0,3,1,1,1,"OSSEILLE",12,2,153486,1,6,6,2,,,2,,,1,1
1,72,2,0,4,2,1,1,"MIL",1,2,18802,1,6,6,2,,,2,,,1,1
1,72,2,0,5,2,2,1,"NIEBE",8,2,18802,1,6,6,2,,,2,,,1,1
1,72,3,0,1,1,1,1,"MIL",1,2,27458,1,6,7,2,,,2,,,1,1
1,72,3,0,2,1,1,1,"NIEBE",8,2,27458,1,6,7,2,,,2,,,1,1
1,72,3,0,3,2,1,1,"MIL",1,2,56340,1,6,7,2,,,2,,,1,1
1,72,3,0,4,2,1,1,"SORGHO",2,2,56340,1,6,7,2,,,2,,,1,1
1,72,3,0,5,2,1,1,"NIEBE",8,2,56340,1,6,7,2,,,2,,,1,1
1,72,3,0,6,2,2,1,"VOUANDZOU",9,1,56340,1,6,7,2,,,2,,,1,1
1,72,4,0,1,1,1,1,"MIL",1,1,37404,1,6,6,2,,,2,,,1,1
1,72,4,0,2,1,2,1,"SORGHO",2,1,37404,1,6,6,2,,,2,,,1,1
1,72,4,0,3,1,3,1,"NIEBE",8,1,37404,1,6,6,2,,,2,,,1,1
1,72,4,0,4,1,4,1,"OSEILLE",12,1,37404,1,6,6,2,,,2,,,1,1
1,72,4,0,5,2,1,1,"MIL",1,1,20798,1,6,6,2,,,2,,,1,1
1,72,4,0,6,3,1,1,"VOANDZOU",9,1,71121,1,6,6,2,,,2,,,1,1
1,72,5,0,1,1,1,1,"MIL",1,1,80000,1,6,5,1,30,1,2,,,1,1
1,72,5,0,2,1,2,1,"SOPRGHO",1,1,80000,1,6,5,1,30,1,2,,,1,1
1,72,5,0,3,2,1,1,"NIEBE",8,1,20000,1,6,5,1,30,1,2,,,1,1
1,72,5,0,4,2,2,1,"OSEILLE",12,1,20000,1,6,5,1,30,1,2,,,1,1
1,72,5,0,5,3,1,1,"SORGHO",2,1,40000,1,6,5,1,30,1,2,,,1,1
1,72,5,0,6,4,1,2,,,,,,,,,,,,,,1,1
1,72,6,0,1,1,1,1,"MIL",1,1,13432,1,3,6,2,,,2,,,1,1
