"PASSAGE","GRAPPE","MENAGE","EXTENSION","MS00Q01","MS00Q02","MS00Q03A","MS00Q03B","MS00Q04A","MS00Q04B","MS00Q05","MS00Q06","MS00Q07","MS00Q08","MS00Q09","MS00Q10","MS00Q11","MS00Q12","MS00Q14","MS00Q15","MS00Q16","MS00Q17","MS00Q22","MS00Q23","MS00Q24","MS00Q25","MS00Q26","MS00Q59","MS00Q60","MS00Q61"
1,37,9,0,3,2,2102014,1713,2102014,1920,1,1,11102014,3,11102014,2,21,2110,3,3,133,1,5,1,2,1,1,1,2,1
1,37,10,0,3,2,30092014,1806,30092014,1954,1,1,5102014,3,5102014,2,21,2110,3,3,139,1,3,1,1,1,1,1,2,1
1,37,11,0,3,1,2102014,1221,2102014,1432,1,1,7102014,3,7102014,2,21,2110,3,3,145,1,11,2,0,1,1,1,2,1
1,37,12,0,3,3,3102014,1008,3102014,1210,1,1,11102014,3,11102014,2,21,2110,3,3,166,1,10,2,1,1,1,1,2,1
1,37,13,0,3,2,3102014,900,3102014,1145,1,1,11102014,3,11102014,2,21,2110,3,3,0,1,4,1,2,1,1,1,2,1
1,37,14,0,3,1,3102014,918,3102014,1126,1,1,8102014,3,8102014,2,21,2110,3,3,211,1,6,1,2,1,1,1,2,1
1,37,15,0,3,2,3102014,1613,3102014,1802,1,1,11102014,31,11102014,2,21,2110,3,3,0,1,4,1,1,1,1,1,2,1
1,37,16,0,3,1,3102014,1518,3102014,1720,1,1,9102014,3,9102014,2,21,2110,3,3,251,1,5,1,0,1,1,1,2,1
1,37,17,0,3,3,3102014,1520,3102014,1700,1,1,11102014,3,11102014,2,21,2110,3,3,252,1,3,1,1,1,1,1,2,1
1,37,18,0,3,3,3102014,740,3102014,939,1,1,11102014,3,11102014,2,21,2110,3,3,251,1,5,1,0,1,1,1,2,1
1,38,1,0,3,3,1102014,1719,1102014,1900,1,1,4112014,3,4112014,2,21,2110,13,3,8,1,11,2,2,1,1,1,2,1
1,38,2,0,3,3,1102014,859,1102014,1040,1,1,3112014,3,3112014,2,21,2110,13,3,16,1,9,1,0,1,1,1,2,1
1,38,3,0,3,2,4112014,1207,4112014,1435,1,1,4112014,3,4112014,2,21,2110,13,3,28,1,6,1,0,1,1,1,2,1
1,38,4,0,3,1,4112014,1400,4112014,1537,1,1,5112014,3,5112014,2,21,2110,13,3,58,1,6,1,1,1,1,1,1,1
1,38,5,0,3,1,5112014,1008,5112014,1149,1,1,5112014,3,5112014,2,21,2110,13,3,77,1,13,1,2,1,1,1,2,1
1,38,6,0,3,3,3112014,1318,3112014,1457,1,1,4112014,3,4112014,2,21,2110,13,3,92,1,5,1,1,1,1,1,2,1
1,38,7,0,3,1,5112014,1512,5112014,1651,1,1,5112014,3,5112014,2,21,2110,13,3,0,1,15,3,2,1,1,1,2,1
1,38,8,0,3,3,3112014,1618,3112014,1700,1,1,5112014,5,5112014,2,21,2110,13,3,96,1,8,2,1,1,1,1,2,1
1,38,9,0,3,1,4112014,1105,4112014,1247,1,1,5112014,3,5112014,2,21,2110,13,3,138,1,5,1,1,1,1,1,2,1
1,38,10,0,3,2,4112014,1134,4112014,1250,1,1,4112014,3,4112014,2,21,2110,13,3,139,1,5,1,3,1,1,1,2,1
1,38,11,0,3,2,3112014,732,3112014,958,1,1,4112014,3,4112014,2,21,2110,13,3,142,1,8,1,2,1,1,1,1,1
1,38,12,0,3,3,3112014,1310,3112014,1440,1,1,4112014,3,4112014,2,21,2110,13,3,154,1,8,1,1,1,1,1,2,1
1,38,13,0,3,2,3112014,1506,3112014,1700,1,1,4112014,3,4112014,2,21,2110,13,3,171,1,6,2,1,1,1,1,2,1
1,38,14,0,3,1,3112014,1511,3112014,1648,1,1,4112014,3,4112014,2,21,2110,13,3,171,1,6,0,0,1,1,1,2,1
1,38,15,0,3,3,1102014,1055,1102014,1200,1,1,5112014,3,5112014,2,21,2110,13,3,180,1,7,1,0,1,1,1,2,1
1,38,16,0,3,1,4112014,819,1112014,1032,1,1,4112014,3,4112014,2,21,2110,13,3,219,1,6,2,0,1,1,1,2,1
1,38,17,0,3,2,3112014,1716,3112014,1838,1,1,4112014,3,4112014,2,21,2110,13,3,225,1,10,3,0,1,1,1,2,1
1,38,18,0,3,1,3112014,727,3112014,859,1,1,3112014,3,3112014,2,21,2110,13,3,231,1,5,1,0,1,1,1,2,1
1,39,1,0,3,3,24092014,1620,24092014,1736,1,1,28092014,3,28092014,2,21,2110,23,3,17,1,10,2,0,1,1,1,2,1
1,39,2,0,3,2,24092014,1510,24092014,1808,1,1,25092014,3,25092014,2,21,2110,23,3,0,1,2,1,0,1,1,1,2,1
1,39,3,0,3,2,24092014,748,24092014,1003,1,1,25092014,3,25092014,2,21,2110,23,3,34,1,5,1,0,1,1,1,1,1
1,39,4,0,3,2,24092014,1202,24092014,1416,1,1,25092014,3,25092014,2,21,2110,23,3,40,1,3,1,1,1,1,1,2,1
1,39,5,0,3,3,24092014,803,24092014,1140,1,1,28092014,3,24092014,2,21,2110,23,3,42,1,3,1,1,1,1,1,2,1
1,39,6,0,3,3,24092014,1300,24092014,1506,1,1,28092014,3,28092014,2,21,2110,23,3,57,1,11,2,2,1,1,1,2,1
1,39,8,0,3,1,24092014,912,24092014,1047,1,1,25092014,3,25092014,2,21,2110,23,3,80,1,13,3,1,1,1,1,2,1
1,39,9,0,3,1,24092014,1412,24092014,1704,1,1,25092014,3,25092014,2,21,2110,23,3,86,1,3,0,0,1,1,1,2,1
1,39,10,0,3,2,25092014,813,25092014,1040,1,1,25092014,3,25092014,2,21,2110,23,3,139,1,3,0,0,1,1,2,2,2
1,39,11,0,3,1,25092014,818,25092014,949,1,1,27092014,3,27092014,2,21,2110,23,3,147,1,5,1,0,1,1,1,2,1
1,39,12,0,3,3,25092014,824,25092014,1015,1,1,28092014,3,28092014,2,21,2110,23,3,152,1,5,3,0,1,1,1,2,1
1,39,13,0,3,1,25092014,1106,25092014,1247,1,1,28092014,3,28092014,2,21,2110,23,3,154,1,6,2,0,1,1,1,2,1
1,39,14,0,3,3,25092014,940,25092014,1045,1,1,28092014,3,28092014,2,21,2110,23,3,155,1,8,2,0,1,1,1,2,1
1,39,15,0,3,1,25092014,1607,25092014,1743,1,1,27092014,3,27092014,2,21,2110,23,3,174,1,5,1,0,1,1,1,2,1
1,39,17,0,3,2,25092014,1143,25092014,1430,1,1,28092014,3,28092014,2,21,2110,23,3,207,1,8,1,2,1,1,1,2,1
1,39,18,0,3,3,25092014,1050,25092014,1200,1,1,28092014,3,28092014,2,21,2110,23,3,213,1,7,1,0,1,1,1,2,1
1,40,1,1,4,2,11112014,1030,11112014,1145,1,1,11112014,4,11112014,2,22,2211,4,3,15,1,7,1,1,1,1,2,2,2
1,40,4,0,4,3,11112014,810,11112014,1038,1,1,12112014,4,12112014,2,22,2211,4,3,50,1,15,4,0,1,1,1,2,1
1,40,5,0,4,2,11112014,800,11112014,925,1,1,11112014,4,11112014,2,22,2211,4,3,52,1,11,2,2,1,1,1,2,1
1,40,6,0,4,1,11112014,818,11112014,851,1,1,11112014,4,11112014,2,22,2211,4,3,53,1,7,1,0,1,1,1,2,1
1,40,7,0,4,1,11112014,920,11112014,1008,1,1,11112014,4,11112014,2,22,2211,4,3,70,1,14,2,0,1,1,1,2,1
1,40,8,0,4,2,11112014,737,11112014,959,1,1,11112014,4,11112014,2,22,2211,4,3,80,1,2,0,0,1,1,2,2,2
1,40,10,0,4,3,11112014,1100,11112014,1250,1,1,12112014,4,12112014,2,22,2211,4,3,102,1,4,1,2,1,1,1,2,1
1,40,11,0,4,1,11112014,1349,11112014,1431,1,1,11112014,4,11112014,2,22,2211,4,3,121,1,3,1,1,1,1,1,2,1
1,40,12,0,4,3,11112014,1535,11112014,1635,1,1,11112014,4,11112014,2,22,2211,4,3,198,1,2,0,0,1,1,2,2,2
1,40,13,0,4,1,10112014,1834,10112014,1904,1,1,10112014,4,10112014,2,22,2211,4,3,223,1,2,1,0,1,1,1,2,1
1,40,14,0,4,3,11112014,1649,11112014,1810,1,1,11112014,4,11112014,2,22,2211,4,3,256,1,8,1,1,1,1,1,2,1
1,40,16,0,4,2,10112014,1912,10112014,2101,1,1,10112014,4,10112014,2,22,2211,4,3,285,1,9,1,0,1,1,1,2,1
1,40,17,0,4,2,10112014,1630,10112014,1757,1,1,10112014,4,10112014,2,22,2211,4,3,289,1,3,1,1,1,1,1,2,1
1,40,18,0,4,1,10112014,1529,10112014,1601,1,1,10112014,4,10112014,2,22,2211,4,3,303,1,2,0,1,1,1,1,2,1
1,41,1,0,4,1,13102014,1134,13102014,1217,1,1,14102014,4,14102014,2,22,2211,12,3,1,1,6,0,0,1,1,2,2,2
1,41,2,0,4,3,13102014,1130,13102014,1400,1,1,13102014,4,13102014,2,22,2211,12,3,12,1,5,0,0,1,1,1,2,1
1,41,3,0,4,2,13102014,1439,13102014,1620,1,1,13102014,4,13102014,2,22,2211,12,3,32,1,5,1,1,1,1,1,2,1
1,41,4,0,4,1,14102014,1631,14102014,1758,1,1,15102014,4,15102014,2,22,2211,12,3,125,1,7,1,2,1,1,1,2,1
1,41,5,0,4,1,14102014,1710,14102014,1930,1,1,15102014,4,15102014,2,22,2211,12,3,131,1,7,1,0,1,1,1,2,1
1,41,6,0,4,1,15102014,609,15102014,841,1,1,15102014,4,15102014,2,22,2211,12,3,136,1,17,3,3,2,2,1,2,1
1,41,7,0,4,2,14102014,1602,14102014,1829,1,1,15102014,4,15102014,2,22,2211,12,3,139,1,5,1,0,1,1,1,2,1
1,41,8,0,4,2,14102014,2015,15102014,710,1,1,15102014,4,15102014,2,22,2211,12,3,162,1,8,1,1,1,1,1,2,1
1,41,9,0,4,2,15102014,815,15102014,947,1,1,15102014,4,15102014,2,22,2211,12,3,170,1,5,1,1,1,1,2,2,2
1,41,10,0,4,3,15102014,630,15102014,900,1,1,15102014,4,15102014,2,22,2211,12,3,163,1,7,1,0,1,1,1,2,1
1,41,11,0,4,3,14102014,1646,14102014,1930,1,1,15102014,4,15102014,2,22,2211,12,3,163,1,5,0,0,1,1,2,2,2
1,41,12,0,4,3,15102014,1100,15102014,1300,1,1,15102014,4,15102014,2,22,2211,12,3,187,1,8,2,0,1,1,1,2,1
1,41,13,0,4,2,14102014,715,14102014,914,1,1,14102014,4,14102014,2,22,2211,12,3,198,1,8,1,1,1,1,1,2,1
1,41,14,0,4,3,14102014,700,14102014,910,1,1,14102014,4,14102014,2,22,2211,12,3,203,1,2,1,0,1,1,1,2,1
1,41,15,0,4,2,16102014,910,16102014,1047,1,1,16102014,4,16102014,2,22,2211,12,3,223,1,6,1,2,1,1,1,2,1
1,41,16,0,4,1,16102014,956,16102014,1117,1,1,16102014,4,16102014,2,22,2211,12,3,227,1,6,2,0,1,1,2,2,2
1,41,17,0,4,3,16102014,845,16102014,1020,1,1,16102014,4,16102014,2,22,2211,12,3,241,1,6,0,0,1,1,2,2,2
1,41,18,0,4,1,14102014,800,14102014,911,1,1,14102014,4,14102014,2,22,2211,12,3,291,1,4,1,0,1,1,1,2,1
1,42,2,0,4,3,7112014,1256,7112014,1405,1,1,7112014,4,7112014,2,22,2211,34,3,21,1,3,0,0,1,1,1,2,1
1,42,3,0,4,2,7112014,1303,7112014,1411,1,1,7112014,4,7112014,2,22,2211,34,3,28,1,8,2,1,1,1,1,2,1
1,42,5,0,4,2,7112014,1155,7112014,1259,1,1,8112014,4,8112014,2,22,2211,34,3,44,1,3,1,0,1,1,1,2,1
1,42,6,0,4,1,7112014,1130,7112014,1201,1,1,8112014,4,8112014,2,22,2211,34,3,49,1,3,0,0,1,1,1,2,1
1,42,7,0,4,3,6112014,1710,6112014,1915,1,1,7112014,4,7112014,2,22,2211,34,3,93,1,10,1,2,1,1,1,2,1
1,42,8,0,4,3,6112014,1450,6112014,1645,1,1,7112014,4,7112014,2,22,2211,34,3,105,1,6,1,1,1,1,1,2,1
1,42,9,0,4,2,7112014,715,7112014,825,1,1,7112014,4,7112014,2,22,2211,34,3,115,1,9,2,2,1,1,1,2,1
1,42,10,0,4,2,6112014,1435,6112014,1602,1,1,6112014,4,6112014,2,22,2211,34,3,0,1,8,2,0,1,1,1,2,1
1,42,11,0,4,1,6112014,1817,6112014,1904,1,1,7112014,4,7112014,2,22,2211,34,3,128,1,8,3,0,1,1,1,2,1
1,42,12,0,4,1,6112014,1510,6112014,1556,1,1,7112014,4,7112014,2,22,2211,34,3,135,1,8,1,2,1,1,1,2,1
1,42,13,0,4,1,6112014,1616,6112014,1654,1,1,7112014,4,7112014,2,22,2211,34,3,139,1,4,1,0,1,1,1,2,1
1,42,14,0,4,3,7112014,900,7112014,1032,1,1,7112014,4,7112014,2,22,2211,34,3,152,1,3,1,1,1,1,1,2,1
1,42,15,0,4,2,7112014,910,7112014,1025,1,1,7112014,4,7112014,2,22,2211,34,3,162,1,7,2,2,1,1,1,2,1
1,42,16,0,4,1,7112014,1611,7112014,1644,1,1,8112014,4,8112014,2,22,2211,34,3,133,1,7,0,0,1,1,2,1,1
1,42,17,0,4,2,7112014,1601,7112014,1712,1,1,7112014,4,7112014,2,22,2211,34,3,194,1,9,1,0,1,1,1,2,1
1,42,18,0,4,3,7112014,1646,7112014,1835,1,1,8112014,4,8112014,2,22,2211,34,3,199,1,14,3,1,1,1,1,2,1
1,43,1,0,4,3,9112014,915,9112014,1123,1,1,9112014,4,9112014,2,22,2211,46,3,13,1,3,1,1,1,1,1,2,1
1,43,2,0,4,2,9112014,1733,9112014,1859,1,1,9112014,4,9112014,2,22,2211,46,3,240,1,10,1,3,1,1,1,2,1
1,43,3,0,4,2,8112014,1718,8112014,2015,1,1,9112014,4,9112014,2,22,2211,46,3,36,1,5,1,1,1,1,1,2,1
1,43,4,0,4,3,8112014,2024,8112014,2145,1,1,9112014,4,9112014,2,22,2211,46,3,43,1,7,1,2,1,1,1,2,1
1,43,5,0,4,1,8112014,1643,8112014,1716,1,1,9112014,4,9112014,2,22,2211,46,3,52,1,3,1,0,1,1,1,2,1
1,43,7,0,4,1,9112014,633,9112014,734,1,1,9112014,4,9112014,2,22,2211,46,3,64,1,11,3,2,1,1,1,2,1
1,43,8,0,4,2,9112014,915,9112014,1051,1,1,9112014,4,9112014,2,22,2211,46,3,87,1,12,1,1,1,1,1,2,1
1,43,9,0,4,2,8112014,715,8112014,830,1,1,9112014,4,9112014,2,22,2211,46,3,90,1,8,2,1,1,1,1,2,1
1,43,10,0,4,3,9112014,700,9112014,830,1,1,9112014,4,9112014,2,22,2211,46,3,99,1,6,0,0,1,1,1,2,1
1,43,11,0,4,1,9112014,1931,9112014,2002,1,1,9112014,4,9112014,2,22,2211,46,3,107,1,4,1,2,1,1,1,2,1
1,43,12,0,4,3,8112014,1745,8112014,1900,1,1,9112014,4,9112014,2,22,2211,46,3,109,1,7,1,1,1,1,1,2,1
1,43,13,0,4,2,10112014,816,10112014,955,1,1,10112014,4,10112014,2,22,2211,46,3,156,1,7,2,1,1,1,1,2,1
1,43,14,0,4,3,10112014,928,10112014,934,1,1,10112014,4,10112014,2,22,2211,46,3,186,1,2,0,0,1,1,2,2,2
1,43,15,0,4,2,10112014,828,10112014,901,1,1,10112014,4,10112014,2,22,2211,46,3,196,1,3,1,0,1,1,1,2,1
1,43,17,0,4,2,9112014,1425,9112014,1553,1,1,9112014,4,9112014,2,22,2211,46,3,213,1,5,1,0,1,1,1,2,1
1,43,18,0,4,1,9112014,1518,9112014,1606,1,1,9112014,4,9112014,2,22,2211,46,3,267,1,6,1,0,1,1,1,2,1
1,44,1,0,4,1,16102014,1806,16102014,1934,1,1,17102014,4,17102014,2,22,2211,55,3,11,2,8,2,2,1,1,2,2,2
1,44,2,0,4,2,16102014,1840,16102014,1959,1,1,17102014,4,17102014,2,22,2211,55,3,15,1,5,1,0,1,1,1,2,1
1,44,3,0,4,3,17102014,930,17102014,1210,1,1,18102014,4,18102014,2,22,2211,55,3,18,2,9,1,0,1,1,1,2,1
1,44,4,0,4,2,17102014,551,17102014,958,1,1,17102014,4,12102014,2,22,2211,55,3,0,2,3,1,0,1,1,2,2,2
1,44,5,0,4,3,18102014,1640,18102014,1930,1,1,19102014,4,19102014,2,22,2211,55,3,31,1,3,1,0,1,1,1,2,1
1,44,6,0,4,3,18102014,1914,18102014,2000,1,1,19102014,4,19102014,2,22,2211,55,3,48,1,7,2,0,1,1,1,2,1
1,44,7,0,4,2,18102014,1925,18102014,2058,1,1,19102014,4,19102014,2,22,2211,55,3,52,1,8,1,2,1,1,2,2,2
1,44,8,0,4,1,18102014,1922,18102014,2035,1,1,19102014,4,19102014,2,22,2211,55,3,53,2,8,1,3,1,1,2,2,2
1,44,9,0,4,2,18102014,1455,18102014,1701,1,1,18102014,4,18102014,2,22,2211,55,3,62,1,9,1,2,1,1,2,2,2
1,44,10,0,4,1,17102014,1352,17102014,1450,1,1,18102014,4,18102014,2,22,2211,55,3,79,2,4,1,0,1,1,1,2,1
1,44,11,0,4,3,17102014,1410,17102014,1610,1,1,18102014,4,18102014,2,22,2211,55,3,104,2,2,0,0,1,1,1,2,1
1,44,12,0,4,1,18102014,1243,18102014,1345,1,1,19102014,4,19102014,2,22,2211,55,3,118,2,5,2,1,1,1,2,2,2
1,44,13,0,4,1,17102014,623,17102014,722,1,1,18102014,4,18102014,2,22,2211,55,3,127,2,3,0,0,1,1,1,2,1
1,44,14,0,4,2,17102014,1645,17102014,1847,1,1,18102014,4,18102014,2,22,2211,55,3,128,2,8,1,0,1,1,1,2,1
1,44,15,0,4,1,17102014,1645,17102014,1805,1,1,18102014,4,18102014,2,22,2211,55,3,131,2,4,1,0,1,1,2,2,2
1,44,16,0,4,3,18102014,630,18102014,900,1,1,18102014,4,18102014,2,22,2211,55,3,133,1,4,1,2,1,1,2,2,2
1,44,17,0,4,3,17102014,1700,17102014,1900,1,1,18102014,4,18102014,2,22,2211,55,3,138,1,6,1,1,1,1,2,2,2
1,44,18,0,4,2,18102014,813,18102014,945,1,1,18102014,4,18102014,2,22,2211,55,3,141,2,3,0,0,1,1,2,2,2
1,45,1,0,3,2,1112014,1023,1112014,1306,1,1,1112014,3,1112014,2,23,2350,1,3,5,2,2,1,0,1,1,2,2,2
1,45,2,0,3,3,1112014,1407,1112014,1530,1,1,1112014,3,1112014,2,23,2350,1,3,19,2,3,1,0,1,1,2,2,2
1,45,3,0,3,3,1112014,1206,1112014,1356,1,1,1112014,3,1112014,2,23,2350,1,3,21,2,11,0,0,1,1,2,2,2
1,45,4,0,3,1,1112014,1618,1112014,1800,1,1,1112014,3,1112014,2,23,2350,1,3,29,2,4,0,0,1,1,2,2,2
1,46,1,0,3,1,31102014,1118,31102014,1131,1,1,31102014,3,31102014,2,23,2350,2,3,6,2,6,1,0,1,1,2,2,2
1,46,2,0,3,3,30102014,921,30102014,1054,1,1,31102014,3,31102014,2,23,2350,2,3,7,2,7,1,0,1,1,2,2,2
1,46,3,0,3,1,31102014,917,31102014,1049,1,1,31102014,3,31102014,2,23,2350,2,3,15,2,5,1,0,1,1,2,2,2
1,46,4,0,3,2,30102014,1213,30102014,1446,1,1,30102014,3,30102014,2,23,2350,2,3,21,2,6,1,1,1,1,2,2,2
1,46,5,0,3,2,30102014,1511,30102014,1721,1,1,31102014,3,31102014,2,23,2350,2,3,23,2,4,1,0,1,1,2,2,2
1,46,6,0,3,3,30102014,950,30102014,1044,1,1,31102014,3,31102014,2,23,2350,2,3,33,2,6,1,1,1,1,2,2,2
1,46,7,0,3,3,30102014,1102,30102014,1245,1,1,31102014,3,31102014,2,23,2350,2,3,51,2,6,1,1,1,1,2,2,2
1,46,8,0,3,3,30102014,814,30102014,925,1,1,31102014,3,31102014,2,23,2350,2,3,79,2,6,1,2,1,1,2,2,2
1,46,9,0,3,2,30102014,1210,30102014,1415,1,1,31102014,3,31102014,2,23,2350,2,3,0,2,4,0,0,1,1,2,2,2
1,46,10,0,3,1,30102014,1115,30102014,1258,1,1,31102014,3,31102014,2,23,2350,2,3,113,2,8,1,0,1,1,2,2,2
1,46,11,0,3,3,30102014,1504,30102014,1714,1,1,31102014,3,31102014,2,23,2350,2,3,0,2,5,0,0,1,1,2,2,2
1,46,12,0,3,1,30102014,1009,30102014,1137,1,1,31102014,3,31102014,2,23,2350,2,3,135,2,5,1,0,1,1,2,2,2
1,46,13,0,3,2,30102014,1510,30102014,1743,1,1,31102014,3,31102014,2,23,2350,2,3,0,2,5,2,0,1,1,2,2,2
1,46,14,0,3,3,30102014,1303,30102014,1448,1,1,31102014,3,31102014,2,23,2350,2,3,156,2,7,1,0,1,1,2,2,2
1,46,15,0,3,3,30102014,1503,30102014,1648,1,1,31102014,3,31102014,2,23,2350,2,3,176,2,8,2,1,1,1,2,2,2
1,46,16,0,3,3,30102014,1706,30102014,1857,1,1,31102014,3,31102014,2,23,2350,2,3,0,2,4,1,0,1,1,2,2,2
1,46,17,0,3,1,31102014,1212,31102014,1358,1,1,1112014,3,1112014,2,23,2350,2,3,243,2,6,1,0,1,1,2,2,2
1,46,18,0,3,2,31102014,1012,31102014,1231,1,1,31102014,3,31102014,2,23,2350,2,3,241,2,5,1,0,1,1,2,2,2
1,47,1,0,3,1,29102014,1417,29102014,1624,1,1,29102014,3,29102014,2,23,2350,3,3,1,2,6,2,0,1,1,2,2,2
1,47,2,0,3,3,29102014,1214,29102014,1347,1,1,30102014,3,30102014,2,23,2350,3,3,9,2,4,1,0,1,1,2,2,2
1,47,3,0,3,3,29102014,1306,26102014,1458,1,1,30102014,3,30102014,2,23,2350,3,3,23,2,7,1,1,1,1,2,2,2
1,47,4,0,3,3,30102014,1011,30102014,1242,1,1,31102014,3,31102014,2,23,2350,3,3,24,2,7,2,0,1,1,2,2,2
1,47,5,0,3,1,29102014,2002,29102014,2146,1,1,30102014,3,30102014,2,23,2350,3,3,26,2,4,0,0,1,1,2,2,2
1,47,6,0,3,1,30102014,1618,30102014,1800,1,1,30102014,3,30102014,2,23,2350,3,3,12,2,4,1,1,1,1,2,2,2
1,47,7,0,3,1,30102014,825,30102014,1010,1,1,31102014,3,31102014,2,23,2350,3,3,13,2,7,1,0,1,1,2,2,2
1,47,8,0,3,2,30102014,748,30102014,950,1,1,31102014,3,31102014,2,23,2350,3,3,14,2,2,0,0,1,1,2,2,2
1,47,9,0,3,3,30102014,730,30102014,849,1,1,31102014,3,31102014,2,23,2350,3,3,15,2,4,2,0,1,1,2,2,2
1,47,10,0,3,3,30102014,904,30102014,1039,1,1,31102014,3,31102014,2,23,2350,3,3,16,2,6,1,0,1,1,2,2,2
1,47,11,0,3,1,30102014,1509,30102014,1731,1,1,30102014,3,30102014,2,23,2350,3,3,17,2,6,1,2,1,1,2,2,2
1,47,12,0,3,1,29102014,1618,29102014,1801,1,1,30102014,3,30102014,2,23,2350,3,3,18,2,2,1,0,1,1,2,2,2
1,47,13,0,3,2,27102014,812,29102014,1040,1,1,30102014,3,30102014,2,23,2350,3,3,19,2,7,1,3,1,1,2,2,2
1,47,14,0,3,2,29102014,1306,29102014,1425,1,1,30102014,3,30102014,2,23,2350,3,3,20,2,1,0,0,1,1,2,2,2
1,47,15,0,3,2,29102014,1051,29102014,1217,1,1,30102014,3,30102014,2,23,2350,3,3,21,2,5,1,0,1,1,2,2,2
1,47,16,0,3,2,29102014,1608,29102014,1842,1,1,30102014,3,30102014,2,23,2350,3,3,22,2,4,1,2,1,1,2,2,2
1,47,17,0,3,3,29102014,1500,29102014,1610,1,1,30102014,3,30102014,2,23,2350,3,3,25,2,2,0,0,1,1,2,2,2
1,47,18,0,3,3,29102014,1618,29102014,1755,1,1,30102014,3,30102014,2,23,2350,3,3,28,2,4,0,0,1,1,2,2,2
1,48,1,0,3,2,27102014,1017,27102014,1205,1,1,27102014,3,27102014,2,23,2350,5,3,2,2,4,1,1,1,1,2,2,2
1,48,2,0,3,1,26102014,1712,26102014,1900,1,1,27102014,3,27102014,2,23,2350,5,3,2,2,8,0,0,1,1,2,2,2
1,48,3,0,3,2,27102014,819,27102014,1006,1,1,17102014,3,27102014,2,23,2350,5,3,9,2,7,1,0,1,1,2,2,2
1,48,4,0,3,3,26102014,1800,26102014,1950,1,1,28102014,3,28102014,2,23,2350,5,3,12,2,6,1,0,1,1,2,2,2
1,48,5,0,3,1,27102014,742,27102014,931,1,1,28102014,3,28102014,2,23,2350,5,3,24,2,8,1,0,1,1,2,2,2
1,48,6,0,3,3,26102014,806,26102014,1010,1,1,28102014,3,28102014,2,23,2350,5,3,51,2,8,2,1,1,1,2,2,2
1,48,7,0,3,2,26102014,827,26102014,1004,1,1,28102014,3,28102014,2,23,2350,5,3,73,2,8,1,3,1,1,2,2,2
1,48,8,0,3,1,26102014,1412,26102014,1539,1,1,26102014,3,26102014,2,23,2350,5,3,77,2,5,2,0,1,1,2,2,2
1,48,9,0,3,2,26102014,1012,16102014,1200,1,1,27102014,3,27102014,2,23,2350,5,3,87,2,4,1,1,1,1,2,2,2
1,48,10,0,3,3,26102014,1509,26102014,1657,1,1,27102014,3,27102014,2,23,2350,5,3,93,2,5,1,3,1,1,2,2,2
1,48,11,0,3,1,26102014,1108,26102014,1245,1,1,26102014,3,26102014,2,23,2350,5,3,102,2,6,3,1,1,1,2,2,2
1,48,12,0,3,3,27102014,1117,27102014,1256,1,1,28102014,3,27102014,2,23,2350,5,3,143,2,7,2,0,1,1,2,2,2
1,48,13,0,3,2,27102014,1502,27102014,1714,1,1,28102014,3,28102014,2,23,2350,5,3,156,2,8,2,0,1,1,2,2,2
1,48,14,0,3,1,27102014,1608,27102014,1746,1,1,28102014,3,28102014,2,23,2350,5,3,174,2,5,0,0,1,1,2,2,2
1,48,15,0,3,2,27102014,1026,27102014,1242,1,1,28102014,3,27102014,2,23,2350,5,3,176,2,5,0,0,1,1,2,2,2
1,48,16,0,3,3,27102014,1018,27102014,1149,1,1,28102014,3,28102014,2,23,2350,5,3,177,2,12,2,2,1,1,2,2,2
1,48,17,0,3,3,26102014,1150,26102014,1300,1,1,28102014,3,28102014,2,23,2350,5,3,177,2,6,0,0,1,1,2,2,2
1,48,18,0,3,1,27102014,1842,27102014,2034,1,1,28102014,3,28102014,2,23,2350,5,3,207,2,5,0,0,1,1,2,2,2
1,49,1,0,3,1,25102014,1012,25102014,1208,1,1,25102014,3,25102014,2,23,2350,9,3,9,2,8,1,1,1,1,2,2,2
1,49,3,0,3,1,25102014,1304,25102014,1448,1,1,25102014,3,25102014,2,23,2350,9,3,11,2,11,1,0,1,1,2,2,2
1,49,4,0,3,2,25102014,1155,25102014,1428,1,1,25102014,3,25102014,2,23,2350,9,3,15,2,7,1,2,1,1,2,2,2
1,49,5,0,3,2,25102014,1612,25102014,1845,1,1,25102014,3,25102014,2,23,2350,9,3,16,2,3,1,0,1,1,2,2,2
1,49,6,0,3,2,25102014,743,25102014,1037,1,1,26102014,3,26102014,2,23,2350,9,3,11,2,2,0,0,1,1,2,2,2
1,49,7,0,3,3,25102014,908,25102014,1105,1,1,25102014,3,25102014,2,23,2350,9,3,24,2,7,1,2,1,1,2,2,2
1,49,8,0,3,3,25102014,1112,25102014,1240,1,1,26102014,3,26102014,2,23,2350,9,3,28,2,5,1,0,1,1,2,2,2
1,49,9,0,3,3,25102014,1306,25102014,1518,1,1,16102014,3,26102014,2,23,2350,9,3,30,2,6,1,2,1,1,2,2,2
1,49,10,0,3,1,26102014,936,26102014,1107,1,1,16102014,3,26102014,2,23,2350,9,3,50,2,5,1,1,1,1,2,2,2
1,49,11,0,3,1,26102014,754,26102014,917,1,1,26102014,3,26102014,2,23,2350,9,3,51,2,2,1,0,1,1,2,2,2
1,49,12,0,3,1,25102014,1906,25102014,2049,1,1,25102014,3,25102014,2,23,2350,9,3,9,2,6,1,0,1,1,2,2,2
