"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS02AQ01","AS02AQ03","AS02AQ04","AS02AQ28A","AS02AQ28B","AS02AQ29A","AS02AQ29B","AS02AQ30A","AS02AQ30B","AS02AQ31A","AS02AQ31B","AS02AQ32A","AS02AQ32B","AS02AQ33A","AS02AQ33B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ34A","AS02AQ34B","AS02AQ34C","AS02AQ34D","AS02AQ34E","AS02AQ35A","AS02AQ35B","AS02AQ35C","AS02AQ35D","AS02AQ35E","AS02AQF","AS02AQ01_06","AS02AQ03_06","AS02AQ36A","AS02AQ36B","AS02AQ37A","AS02AQ37B","AS02AQ38A","AS02AQ38B","AS02AQ39A","AS02AQ39B","AS02AQ40A","AS02AQ40B","AS02AQ41A","AS02AQ41B","AS02AQG","AS02AQ01_07","AS02AQ03_07","AS02AQ42A","AS02AQ42B","AS02AQ42C","AS02AQ42D","AS02AQ42E","AS02AQ43A","AS02AQ43B","AS02AQ43C","AS02AQ43D","AS02AQ43E","PrimaryLast"
2,75,18,0,3,2,1,1,1,17,2,1,5,17,90,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,1,1,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,75,18,0,1,1,1,1,1,34,2,2,5,36,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,3,0,4,3,1,1,1,2,2,14,90,,,,,,,,4,3,1,2,,,,,2,,,,,4,3,1,1,7,2,90,90,,,,,,,,4,3,1,2,,,,,2,,,,,1
2,76,3,0,2,1,1,1,1,20,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,5,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,76,3,0,3,2,1,1,1,4,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,1,5,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,76,4,0,2,1,1,1,1,5,90,,,,,,,,,,2,1,1,2,,,,,1,5,0,0,3000,2,1,1,2,2,90,,,,,,,,,,2,1,1,2,,,,,1,2,0,0,1000,1
2,76,4,0,5,3,1,1,2,4,90,,,,,,,,,,5,3,1,2,,,,,2,,,,,5,3,1,2,3,90,,,,,,,,,,5,3,1,2,,,,,2,,,,,1
2,76,4,0,1,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,3000,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,1000,1
2,76,4,0,7,4,1,1,2,3,90,,,,,,,,,,7,4,1,2,,,,,2,,,,,7,4,1,2,2,90,,,,,,,,,,7,4,1,2,,,,,2,,,,,1
2,76,4,0,6,4,1,1,2,3,90,,,,,,,,,,6,4,1,2,,,,,2,,,,,6,4,1,2,1,90,,,,,,,,,,6,4,1,2,,,,,2,,,,,1
2,76,4,0,4,2,1,1,1,14,90,,,,,,,,,,4,2,1,2,,,,,1,14,0,0,8400,4,2,1,2,4,90,,,,,,,,,,4,2,1,2,,,,,1,4,0,0,2800,1
2,76,4,0,3,2,1,1,1,14,90,,,,,,,,,,3,2,1,2,,,,,1,14,0,0,8400,3,2,1,1,4,90,,,,,,,,,,3,2,1,2,,,,,1,4,0,0,2800,1
2,76,5,0,2,2,1,2,,,,,,,,,,,,,2,2,1,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,1
2,76,5,0,3,3,1,2,,,,,,,,,,,,,3,3,1,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,1
2,76,5,0,1,1,1,1,1,21,4,25,6,21,7,21,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,2,4,4,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,5,0,5,5,1,1,1,2,4,2,6,2,7,2,90,,,,5,5,1,2,,,,,2,,,,,5,5,1,2,3,3,3,90,,,,,,,,5,5,1,2,,,,,2,,,,,1
2,76,5,0,4,4,1,1,1,14,4,14,6,14,7,14,90,,,,4,4,1,2,,,,,2,,,,,4,4,1,1,1,4,4,90,,,,,,,,4,4,1,2,,,,,2,,,,,1
2,76,7,0,1,1,1,1,2,8,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,500,1,1,1,2,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,7,0,2,2,1,1,2,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,2,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,76,7,0,4,3,2,1,2,30,90,,,,,,,,,,4,3,2,2,,,,,2,,,,,4,3,2,2,7,90,,,,,,,,,,4,3,2,2,,,,,2,,,,,1
2,76,7,0,3,3,1,1,2,30,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,3,3,1,2,3,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,1
2,76,9,0,1,1,1,1,3,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,3,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,9,0,3,2,1,1,3,7,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,3,2,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,76,9,0,5,2,1,1,2,7,1,7,90,,,,,,,,5,2,1,2,,,,,2,,,,,5,2,1,2,14,1,14,90,,,,,,,,5,2,1,2,,,,,2,,,,,1
2,76,9,0,2,1,1,1,2,7,1,7,90,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,2,7,1,7,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,76,11,0,2,1,1,1,1,10,4,10,5,10,6,10,7,10,3,10,2,1,1,2,,,,,2,,,,,2,1,1,1,3,4,3,5,3,6,3,90,,,,2,1,1,2,,,,,2,,,,,1
2,76,11,0,9,3,2,1,2,3,3,2,4,2,5,2,6,2,7,2,9,3,2,2,,,,,2,,,,,9,3,2,1,1,2,1,4,1,5,1,6,1,90,,9,3,2,2,,,,,2,,,,,1
2,76,11,0,4,2,1,1,1,29,3,29,4,29,5,29,6,29,7,29,4,2,1,2,,,,,2,,,,,4,2,1,1,2,4,2,6,2,6,2,90,,,,4,2,1,2,,,,,2,,,,,1
2,76,11,0,5,2,2,1,2,10,90,,,,,,,,,,5,2,2,2,,,,,2,,,,,5,2,2,1,3,90,,,,,,,,,,5,2,2,2,,,,,2,,,,,1
2,76,11,0,3,2,1,1,1,29,3,29,4,29,5,29,6,29,7,29,3,2,1,2,,,,,2,,,,,3,2,1,1,2,4,2,5,2,6,2,90,,,,3,2,1,2,,,,,2,,,,,1
2,76,11,0,8,3,1,1,1,23,3,23,4,23,5,23,6,23,7,23,8,3,1,1,38,0,0,17925,2,,,,,8,3,1,1,4,4,4,5,4,6,4,90,,,,8,3,1,2,,,,,2,,,,,1
2,76,12,0,4,2,1,1,5,28,7,28,90,,,,,,,,4,2,1,2,,,,,2,,,,,4,2,1,5,7,7,7,90,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,76,12,0,2,1,1,1,5,30,7,30,90,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,5,4,7,4,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,76,13,0,1,1,1,1,2,7,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,3400,1,1,1,2,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,13,0,2,2,1,1,2,7,90,,,,,,,,,,2,2,1,2,,,,,1,0,2,0,1300,2,2,1,2,2,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,76,14,0,3,2,1,1,3,15,7,15,5,15,6,15,90,,,,3,2,1,2,,,,,2,,,,,3,2,1,3,7,3,1,5,1,6,1,90,,,,3,2,1,2,,,,,2,,,,,1
2,76,14,0,4,2,1,1,3,1,7,1,5,1,6,1,90,,,,4,2,1,2,,,,,2,,,,,4,2,1,7,1,90,,,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,76,14,0,1,1,1,1,3,9,7,9,5,9,6,9,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,3,1,3,1,5,1,6,1,90,,,,1,1,1,2,,,,,2,,,,,1
2,76,14,0,5,2,2,1,3,1,7,1,5,1,6,1,90,,,,5,2,2,2,,,,,2,,,,,5,2,2,7,8,90,,,,,,,,,,5,2,2,2,,,,,2,,,,,1
2,76,14,0,2,1,1,1,3,1,7,1,5,1,6,1,90,,,,2,1,1,2,,,,,2,,,,,2,1,1,7,1,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,76,16,0,1,1,1,1,1,6,4,6,90,,,,,,,,1,1,1,1,1,0,0,0,1,2,1,0,1500,1,1,1,1,3,4,3,90,,,,,,,,1,1,1,1,1,0,0,0,2,,,,,1
2,76,16,0,4,2,1,1,1,10,4,10,90,,,,,,,,4,2,1,1,1,0,0,0,1,2,1,0,2000,4,2,1,2,7,4,7,90,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,76,16,0,3,2,1,1,1,10,4,10,90,,,,,,,,3,2,1,1,1,0,0,0,1,2,1,0,2000,3,2,1,1,5,4,5,90,,,,,,,,3,2,1,1,1,0,0,0,2,,,,,1
2,76,16,0,5,2,2,1,1,10,4,10,90,,,,,,,,5,2,2,1,1,0,0,0,1,2,1,0,2000,5,2,2,2,14,4,14,90,,,,,,,,5,2,2,1,0,1,0,0,2,,,,,1
2,76,16,0,2,1,1,1,1,6,4,6,90,,,,,,,,2,1,1,1,1,0,0,0,1,2,1,0,1500,2,1,1,2,7,4,7,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,76,17,0,1,1,1,1,2,15,6,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,2,4,6,4,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,76,17,0,3,2,2,1,2,10,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,3,2,2,2,1,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,1
2,76,17,0,2,2,1,1,2,10,6,10,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,2,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,77,3,0,2,2,1,1,1,20,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,77,3,0,1,1,1,1,1,30,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,77,4,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,8,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,77,5,0,1,1,1,1,1,15,6,5,5,5,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,3,6,3,5,3,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,78,7,0,1,1,1,1,1,11,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,12000,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,1500,1
2,78,11,0,1,1,1,1,5,15,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,75000,1,1,1,5,5,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,50000,1
2,80,3,0,1,1,1,1,1,18,90,,,,,,,,,,1,1,1,2,,,,,1,15,0,0,30000,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,1,10,0,0,15000,1
2,80,5,0,1,1,1,1,5,30,1,30,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,5,12,1,12,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,80,9,0,2,2,1,1,1,29,90,,,,,,,,,,2,2,1,2,,,,,1,3,0,0,2500,2,2,1,1,13,90,,,,,,,,,,2,2,1,2,,,,,1,3,0,0,300,1
2,80,9,0,1,1,1,1,1,19,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,2500,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,300,1
2,80,12,0,1,1,1,1,1,27,90,,,,,,,,,,1,1,1,2,,,,,1,10,0,0,10000,1,1,1,1,11,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,6000,1
2,81,6,0,1,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,1500,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,10000,1
2,81,10,0,1,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,1000,1,1,1,1,17,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,10000,1
2,82,1,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,1,10,0,0,2000,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,82,1,0,3,2,2,1,1,10,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,3,2,2,2,4,90,,,,,,,,,,3,2,2,2,,,,,2,,,,,1
2,82,1,0,2,2,1,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,82,2,0,1,1,1,1,4,25,3,25,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,4,10,3,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,83,11,0,1,1,1,1,1,24,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,25000,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,17500,1
2,84,1,0,1,1,1,1,1,15,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,2,0,3,3,1,1,1,10,90,,,,,,,,,,3,3,1,2,,,,,1,18,0,0,54000,3,3,1,1,3,90,,,,,,,,,,3,3,1,2,,,,,1,18,0,0,36000,1
2,84,2,0,1,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,1,18,0,0,54000,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,1,18,0,0,36000,1
2,84,2,0,2,2,1,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,1,18,0,0,54000,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,1,18,0,0,36000,1
2,84,3,0,1,1,1,1,1,34,90,,,,,,,,,,1,1,1,2,,,,,1,20,0,0,20000,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,4,0,1,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,12000,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,10000,1
2,84,5,0,1,1,1,1,1,30,7,7,8,7,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,6,0,1,1,1,1,1,10,2,2,90,,,,,,,,1,1,1,2,,,,,1,9,0,0,1200,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,7,0,1,1,1,1,1,26,8,26,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,3,8,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,8,0,1,1,1,1,1,9,5,1,4,5,2,1,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,2,2,2,5,2,4,2,90,,,,1,1,1,2,,,,,2,,,,,1
2,84,9,0,1,1,1,1,1,30,2,25,3,25,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,22,2,20,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,10,0,1,1,1,1,1,21,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,84,11,0,1,1,1,1,1,22,90,,,,,,,,,,1,1,1,2,,,,,1,7,0,0,7000,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,1,1,5,0,5000,1
2,85,2,0,1,1,1,1,1,24,5,24,7,24,90,,,,,,1,1,1,2,,,,,1,4,0,0,10000,1,1,1,1,10,5,10,7,10,90,,,,,,1,1,1,2,,,,,1,4,0,0,5000,1
2,85,5,0,1,1,1,1,1,1,2,1,3,18,10,18,90,,,,1,1,1,2,,,,,1,3,0,0,6750,1,1,1,10,5,1,7,2,7,3,7,90,,,,1,1,1,1,1,0,0,3000,1,2,0,0,2000,1
2,85,5,0,2,2,1,1,1,3,2,3,3,24,10,24,5,24,90,,2,2,1,2,,,,,1,5,0,0,20000,2,2,1,10,7,5,7,3,3,1,3,90,,,,2,2,1,2,,,,,1,2,0,0,2000,1
2,85,5,0,3,3,1,1,1,2,2,2,3,23,10,23,5,23,90,,3,3,1,2,,,,,2,,,,,3,3,1,10,3,2,3,3,3,90,,,,,,3,3,1,2,,,,,2,,,,,1
2,85,6,0,1,1,1,1,1,50,2,1,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,4,4,1,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,85,7,0,1,1,1,1,1,34,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,2000,1,1,1,1,24,4,14,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,85,8,0,1,1,1,1,1,23,90,,,,,,,,,,1,1,1,2,,,,,1,21,0,0,28000,1,1,1,2,14,6,14,90,,,,,,,,1,1,1,2,,,,,1,7,0,0,18000,1
2,85,9,0,1,1,1,1,1,27,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,24000,1,1,1,1,17,90,,,,,,,,,,1,1,1,2,,,,,1,6,0,0,18000,1
2,85,11,0,1,1,1,1,1,14,5,42,8,42,9,42,90,,,,1,1,1,2,,,,,1,3,0,0,7000,1,1,1,1,3,5,21,8,21,9,21,90,,,,1,1,1,2,,,,,2,,,,,1
2,86,4,0,1,1,1,1,1,21,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,17,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,86,6,0,1,1,1,1,1,30,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,7000,1,1,1,1,3,90,,,,,,,,,,1,1,1,1,10,0,0,9000,2,,,,,1
2,86,6,0,2,2,1,1,1,30,90,,,,,,,,,,2,2,1,2,,,,,1,4,0,0,5250,2,2,1,1,3,90,,,,,,,,,,2,2,1,1,7,3,0,8000,1,1,0,0,3,1
2,86,12,0,1,1,1,1,1,32,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,4000,1,1,1,1,27,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,3000,1
2,87,1,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,8,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,87,2,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,1,8,0,0,16000,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,1,12,0,0,18000,1
2,87,4,0,1,1,1,1,1,26,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,4000,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,87,5,0,1,1,1,1,1,29,90,,,,,,,,,,1,1,1,2,,,,,1,20,0,0,2000,1,1,1,1,13,90,,,,,,,,,,1,1,1,2,,,,,1,13,0,0,7000,1
2,87,6,0,1,1,1,1,1,20,3,2,9,2,90,,,,,,1,1,1,2,,,,,1,10,0,0,20000,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,4500,1
2,87,6,0,2,2,1,1,1,12,3,1,9,1,90,,,,,,2,2,1,2,,,,,1,3,0,0,10000,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,1,2,0,0,2000,1
2,87,7,0,1,1,1,1,1,10,8,10,6,1,5,1,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,3,8,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,87,9,0,2,2,1,1,1,15,90,,,,,,,,,,2,2,1,2,,,,,1,6,0,0,12000,2,2,1,1,55,90,,,,,,,,,,2,2,1,2,,,,,1,5,0,0,22000,1
2,87,9,0,3,3,1,1,1,14,90,,,,,,,,,,3,3,1,2,,,,,1,10,0,0,25000,3,3,1,1,4,90,,,,,,,,,,3,3,1,2,,,,,1,4,0,0,20000,1
2,87,9,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,1,8,0,0,40000,1,1,1,1,8,90,,,,,,,,,,1,1,1,2,,,,,1,8,0,0,40000,1
2,87,10,0,1,1,1,1,1,27,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,4000,1,1,1,1,16,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,2000,1
2,87,11,0,2,2,1,1,1,17,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,30,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,87,11,0,1,1,1,1,1,40,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,45,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,88,1,0,1,1,1,1,1,22,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,88,1,0,2,2,1,1,1,15,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,6,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,88,2,0,1,1,1,1,1,26,7,26,6,26,90,,,,,,1,1,1,2,,,,,1,8,0,0,12000,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,1,8,0,0,8000,1
2,88,3,0,1,1,1,1,1,16,11,16,13,16,4,16,90,,,,1,1,1,2,,,,,1,5,0,0,7500,1,1,1,1,14,11,14,13,14,4,14,90,,,,1,1,1,2,,,,,2,,,,,1
2,88,3,0,4,4,1,1,1,14,11,14,13,14,4,14,90,,,,4,4,1,2,,,,,1,5,0,0,7500,4,4,1,1,11,11,11,13,11,4,11,90,,,,4,4,1,2,,,,,2,,,,,1
2,88,3,0,3,3,1,1,1,18,11,18,13,18,4,18,90,,,,3,3,1,2,,,,,1,5,0,0,7500,3,3,1,1,12,11,12,13,12,4,12,90,,,,3,3,1,2,,,,,2,,,,,1
2,88,3,0,2,2,1,1,1,21,11,21,13,21,4,21,90,,,,2,2,1,2,,,,,1,5,0,0,7500,2,2,1,1,10,11,10,13,10,4,10,90,,,,2,2,1,2,,,,,2,,,,,1
2,88,4,0,1,1,1,1,1,16,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,3000,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,2000,1
2,88,5,0,1,1,1,1,1,31,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,92,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,88,5,0,2,2,1,1,1,42,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,20,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,88,6,0,1,1,1,1,1,16,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,10000,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,4500,1
2,88,6,0,2,2,1,1,1,18,90,,,,,,,,,,2,2,1,2,,,,,1,4,0,0,10000,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,1,3,0,0,4500,1
2,88,7,0,1,1,1,1,1,9,5,9,90,,,,,,,,1,1,1,2,,,,,1,5,0,0,6000,1,1,1,1,3,5,3,90,,,,,,,,1,1,1,2,,,,,1,5,0,0,7500,1
2,88,8,0,2,2,1,1,1,15,90,,,,,,,,,,2,2,1,2,,,,,1,15,0,0,8000,2,2,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,1,0,4,0,4000,1
2,88,8,0,1,1,1,1,1,15,90,,,,,,,,,,1,1,1,2,,,,,1,15,0,0,7000,1,1,1,1,12,90,,,,,,,,,,1,1,1,2,,,,,1,0,3,0,4000,1
2,88,9,0,2,2,1,1,1,19,5,19,4,19,7,19,90,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,6,5,5,4,5,7,5,90,,,,2,2,1,2,,,,,1,1,0,0,2000,1
2,88,9,0,1,1,1,1,1,14,5,14,4,14,7,14,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,5,5,5,4,5,7,5,90,,,,1,1,1,2,,,,,1,1,0,0,2000,1
2,88,10,0,1,1,1,1,2,25,3,25,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,2,4,3,4,90,,,,,,,,1,1,1,2,,,,,1,1,0,0,3500,1
2,88,11,0,2,2,1,1,8,18,6,18,5,18,90,,,,,,2,2,1,2,,,,,1,2,0,0,10000,2,2,1,2,4,3,4,11,4,90,,,,,,2,2,1,2,,,,,1,2,0,0,3000,1
2,88,11,0,1,1,1,1,8,16,6,15,5,15,90,,,,,,1,1,1,2,,,,,1,5,0,0,10000,1,1,1,2,5,3,5,11,5,90,,,,,,1,1,1,2,,,,,1,2,0,0,5000,1
2,88,12,0,1,1,1,1,2,10,90,,,,,,,,,,1,1,1,2,,,,,1,15,0,0,15000,1,1,1,2,3,90,,,,,,,,,,1,1,1,2,,,,,1,3,0,0,4500,1
2,88,14,0,2,2,1,1,1,14,90,,,,,,,,,,2,2,1,2,,,,,1,2,0,0,6000,2,2,1,1,16,90,,,,,,,,,,2,2,1,2,,,,,1,4,0,0,5000,1
2,88,14,0,1,1,1,1,10,10,6,17,12,17,11,17,5,17,90,,1,1,1,2,,,,,1,5,0,0,6000,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,1,6,0,0,7000,1
2,88,14,0,4,4,1,1,1,20,2,11,90,,,,,,,,4,4,1,2,,,,,1,0,2,0,3000,4,4,1,1,17,90,,,,,,,,,,4,4,1,2,,,,,1,2,0,0,3000,1
2,88,14,0,3,3,1,1,1,21,2,14,8,14,90,,,,,,3,3,1,2,,,,,1,0,2,0,3000,3,3,1,1,14,90,,,,,,,,,,3,3,1,2,,,,,1,2,0,0,3000,1
2,88,15,0,1,1,1,1,1,24,5,24,6,24,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,4000,1
2,88,15,0,2,2,1,1,1,14,5,14,6,14,90,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,6,90,,,,,,,,,,2,2,1,2,,,,,1,1,0,0,1000,1
2,88,16,0,2,2,1,1,1,7,4,15,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,3,4,7,90,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,88,16,0,1,1,1,1,1,10,4,20,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,7,4,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,88,17,0,2,2,1,1,1,20,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,14,90,,,,,,,,,,2,2,1,2,,,,,1,0,2,0,4000,1
2,88,17,0,1,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,14,90,,,,,,,,,,1,1,1,2,,,,,1,0,2,0,4000,1
2,88,18,0,1,1,1,1,3,15,4,22,90,,,,,,,,1,1,1,2,,,,,1,6,0,0,6500,1,1,1,3,17,4,17,90,,,,,,,,1,1,1,2,,,,,1,8,6,0,3000,1
