"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS02AQ01","AS02AQ03","AS02AQ04","AS02AQ28A","AS02AQ28B","AS02AQ29A","AS02AQ29B","AS02AQ30A","AS02AQ30B","AS02AQ31A","AS02AQ31B","AS02AQ32A","AS02AQ32B","AS02AQ33A","AS02AQ33B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ34A","AS02AQ34B","AS02AQ34C","AS02AQ34D","AS02AQ34E","AS02AQ35A","AS02AQ35B","AS02AQ35C","AS02AQ35D","AS02AQ35E","AS02AQF","AS02AQ01_06","AS02AQ03_06","AS02AQ36A","AS02AQ36B","AS02AQ37A","AS02AQ37B","AS02AQ38A","AS02AQ38B","AS02AQ39A","AS02AQ39B","AS02AQ40A","AS02AQ40B","AS02AQ41A","AS02AQ41B","AS02AQG","AS02AQ01_07","AS02AQ03_07","AS02AQ42A","AS02AQ42B","AS02AQ42C","AS02AQ42D","AS02AQ42E","AS02AQ43A","AS02AQ43B","AS02AQ43C","AS02AQ43D","AS02AQ43E","PrimaryLast"
2,121,13,0,2,1,1,1,4,90,5,90,6,90,90,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,4,30,5,30,6,30,90,,,,,,2,1,1,2,,,,,2,,,,,1
2,121,14,0,2,1,1,1,1,60,2,60,90,,,,,,,,2,1,1,1,1,0,0,5700,1,2,0,0,0,2,1,1,1,60,2,60,90,,,,,,,,2,1,1,1,1,0,0,3100,2,,,,,1
2,121,14,0,1,1,1,1,1,60,2,60,90,,,,,,,,1,1,1,1,2,0,0,5700,1,3,0,0,0,1,1,1,1,60,2,60,90,,,,,,,,1,1,1,1,1,0,0,3100,2,,,,,1
2,121,15,0,4,1,1,1,1,20,6,11,7,11,90,,,,,,4,1,1,1,10,0,0,5000,1,2,0,0,2000,4,1,1,1,30,90,,,,,,,,,,4,1,1,1,1,1,0,4000,2,,,,,1
2,121,16,0,3,2,1,1,8,15,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,9,5,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,121,16,0,4,2,1,1,8,15,90,,,,,,,,,,4,2,1,2,,,,,2,,,,,4,2,1,9,3,90,,,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,121,16,0,2,1,1,1,1,8,9,8,90,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,2,9,2,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,121,16,0,8,3,1,1,1,20,8,20,90,,,,,,,,8,3,1,2,,,,,2,,,,,8,3,1,1,3,9,3,90,,,,,,,,8,3,1,2,,,,,2,,,,,1
2,121,16,0,6,3,1,1,1,20,8,20,90,,,,,,,,6,3,1,2,,,,,2,,,,,6,3,1,1,3,9,5,90,,,,,,,,6,3,1,2,,,,,2,,,,,1
2,121,16,0,5,2,1,1,8,15,90,,,,,,,,,,5,2,1,2,,,,,2,,,,,5,2,1,9,2,1,2,90,,,,,,,,5,2,1,2,,,,,2,,,,,1
2,121,17,0,2,1,1,1,1,3,3,3,90,,,,,,,,2,1,1,1,2,0,0,0,2,,,,,2,1,1,1,10,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,121,17,0,5,2,1,1,1,2,3,2,90,,,,,,,,5,2,1,1,2,0,0,0,2,,,,,5,2,1,1,5,90,,,,,,,,,,5,2,1,2,,,,,2,,,,,1
2,121,18,0,5,3,2,1,1,17,2,3,4,3,5,3,8,3,90,,5,3,2,2,,,,,2,,,,,5,3,2,1,5,2,5,4,5,5,5,8,5,90,,5,3,2,2,,,,,1,9,0,0,22500,1
2,121,18,0,6,3,2,1,1,17,2,3,4,3,5,3,8,3,90,,6,3,2,2,,,,,1,4,0,0,8000,6,3,2,1,1,2,1,4,1,5,1,8,1,90,,6,3,2,2,,,,,1,9,0,0,22500,1
2,121,18,0,4,3,1,1,1,17,2,3,4,3,5,3,8,3,90,,4,3,1,2,,,,,2,,,,,4,3,1,1,4,2,4,4,4,5,4,8,4,90,,4,3,1,2,,,,,1,2,0,0,5000,1
2,121,18,0,3,1,1,1,1,38,2,8,4,8,5,8,8,8,90,,3,1,1,2,,,,,1,30,0,0,60000,3,1,1,1,30,2,20,4,30,5,30,8,30,90,,3,1,1,2,,,,,1,9,0,0,22550,1
2,121,18,0,2,1,1,1,1,38,2,8,4,8,5,8,8,8,90,,2,1,1,2,,,,,1,30,0,0,60000,2,1,1,1,30,2,20,4,30,5,30,8,30,90,,2,1,1,2,,,,,1,9,0,0,22500,1
2,122,1,0,2,1,2,1,1,4,90,,,,,,,,,,2,1,2,2,,,,,1,0,0,1,0,2,1,2,1,2,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,1
2,122,1,0,1,1,1,1,1,9,90,,,,,,,,,,1,1,1,2,,,,,1,0,0,2,0,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,1,0,3,2,1,1,1,3,90,,,,,,,,,,3,2,1,2,,,,,1,0,0,1,0,3,2,1,1,2,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,122,2,0,3,1,1,1,1,2,7,2,3,2,5,21,90,,,,3,1,1,1,30,0,0,7000,1,24,0,0,48000,3,1,1,1,3,7,7,4,4,3,4,90,,,,3,1,1,2,,,,,2,,,,,1
2,122,2,0,2,1,1,1,1,2,7,2,3,2,5,21,90,,,,2,1,1,1,30,0,0,7000,1,24,0,0,48222,2,1,1,1,3,7,7,4,4,3,4,90,,,,2,1,1,2,,,,,2,,,,,1
2,122,2,0,5,2,1,1,1,2,7,2,3,2,5,8,90,,,,5,2,1,2,,,,,1,6,0,0,12000,5,2,1,1,2,7,8,4,4,3,4,90,,,,5,2,1,2,,,,,2,,,,,1
2,122,2,0,7,3,1,1,1,2,7,2,3,2,5,9,90,,,,7,3,1,2,,,,,1,8,0,0,16000,7,3,1,1,4,7,4,90,,,,,,,,7,3,1,2,,,,,2,,,,,1
2,122,3,0,8,3,1,1,4,7,90,,,,,,,,,,8,3,1,1,1,1,0,0,2,,,,,8,3,1,1,2,4,2,5,2,90,,,,,,8,3,1,2,,,,,2,,,,,1
2,122,3,0,4,1,1,1,4,10,90,,,,,,,,,,4,1,1,1,1,0,0,5000,1,1,0,0,4000,4,1,1,1,3,4,3,5,3,90,,,,,,4,1,1,2,,,,,2,,,,,1
2,122,3,0,3,1,1,1,4,15,90,,,,,,,,,,3,1,1,1,1,0,0,5000,1,1,0,0,4000,3,1,1,1,3,4,3,5,3,90,,,,,,3,1,1,2,,,,,2,,,,,1
2,122,3,0,6,2,1,1,4,7,90,,,,,,,,,,6,2,1,2,,,,,2,,,,,6,2,1,1,2,4,2,5,2,90,,,,,,6,2,1,2,,,,,2,,,,,1
2,122,3,0,2,1,1,1,4,20,90,,,,,,,,,,2,1,1,1,1,0,0,5000,1,1,0,0,4000,2,1,1,1,3,4,3,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,4,0,1,1,1,1,1,37,4,37,6,37,2,2,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,5,2,5,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,4,0,3,3,1,1,1,20,2,2,4,20,6,20,90,,,,3,3,1,2,,,,,2,,,,,3,3,1,1,5,2,5,90,,,,,,,,3,3,1,2,,,,,2,,,,,1
2,122,4,0,2,2,1,1,1,15,2,2,4,15,6,15,90,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,4,2,4,90,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,122,5,0,5,2,1,1,2,9,4,9,6,9,7,9,90,,,,5,2,1,2,,,,,2,,,,,5,2,1,2,7,4,7,7,7,6,7,90,,,,5,2,1,2,,,,,2,,,,,1
2,122,5,0,2,1,1,1,2,25,4,25,6,25,7,25,90,,,,2,1,1,2,,,,,2,,,,,2,1,1,2,18,4,18,7,18,6,18,90,,,,2,1,1,2,,,,,2,,,,,1
2,122,5,0,7,3,1,1,2,8,4,8,6,8,7,8,90,,,,7,3,1,2,,,,,2,,,,,7,3,1,2,3,4,3,7,3,6,3,90,,,,7,3,1,2,,,,,2,,,,,1
2,122,6,0,1,1,1,1,1,2,3,23,2,23,90,,,,,,1,1,1,1,13,0,0,0,2,,,,,1,1,1,1,3,2,3,3,3,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,6,0,3,2,2,1,1,1,3,12,2,12,90,,,,,,3,2,2,2,,,,,2,,,,,3,2,2,1,3,2,3,3,3,90,,,,,,3,2,2,2,,,,,2,,,,,1
2,122,6,0,2,2,1,1,1,1,3,12,2,12,90,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,3,2,3,3,3,90,,,,,,2,2,1,2,,,,,2,,,,,1
2,122,7,0,2,1,1,2,,,,,,,,,,,,,2,1,1,,,,,,,,,,,2,1,1,,,,,,,,,,,,,2,1,1,,,,,,,,,,,1
2,122,7,0,1,1,1,1,1,27,5,27,90,,,,,,,,1,1,1,2,,,,,1,60,0,0,120000,1,1,1,2,7,4,7,5,7,6,7,7,90,90,,1,1,1,2,,,,,2,,,,,1
2,122,7,0,5,3,1,1,1,33,5,33,90,,,,,,,,5,3,1,2,,,,,1,40,0,0,80000,5,3,1,2,16,4,16,5,16,6,16,7,90,90,,5,3,1,2,,,,,2,,,,,1
2,122,7,0,4,2,1,2,,,,,,,,,,,,,4,2,1,,,,,,,,,,,4,2,1,,,,,,,,,,,,,4,2,1,,,,,,,,,,,1
2,122,7,0,3,2,1,1,1,11,5,11,90,,,,,,,,3,2,1,2,,,,,1,16,0,0,32000,3,2,1,2,3,4,3,5,3,6,3,7,90,90,,3,2,1,2,,,,,2,,,,,1
2,122,7,0,6,3,1,2,,,,,,,,,,,,,6,3,1,,,,,,,,,,,6,3,1,,,,,,,,,,,,,6,3,1,,,,,,,,,,,1
2,122,8,0,2,1,1,1,1,11,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,10,2,10,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,9,0,2,1,1,1,1,12,4,12,9,12,90,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,13,2,13,6,12,90,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,9,0,4,2,1,1,1,27,4,27,9,27,90,,,,,,4,2,1,2,,,,,2,,,,,4,2,1,1,16,2,16,6,16,90,,,,,,4,2,1,2,,,,,2,,,,,1
2,122,9,0,1,1,1,1,1,12,4,12,9,12,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,13,2,13,6,13,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,10,0,4,2,1,1,4,30,5,30,2,36,90,,,,,,4,2,1,2,,,,,2,,,,,4,2,1,1,60,1,40,90,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,122,10,0,2,1,1,1,1,45,5,45,6,45,90,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,60,6,60,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,10,0,3,2,1,1,1,30,5,30,2,36,90,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,1,60,1,40,90,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,122,11,0,2,1,1,2,,,,,,,,,,,,,2,1,1,,,,,,,,,,,2,1,1,,,,,,,,,,,,,2,1,1,,,,,,,,,,,1
2,122,11,0,1,1,1,1,1,46,7,5,90,,,,,,,,1,1,1,2,,,,,1,84,0,0,168000,1,1,1,4,21,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,11,0,4,2,1,2,,,,,,,,,,,,,4,2,1,,,,,,,,,,,4,2,1,,,,,,,,,,,,,4,2,1,,,,,,,,,,,1
2,122,11,0,3,2,1,1,1,40,7,2,90,,,,,,,,3,2,1,2,,,,,1,42,0,0,84000,3,2,1,4,21,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,122,12,0,1,1,1,1,1,1,2,1,90,,,,,,,,1,1,1,1,6,0,4,3000,2,,,,,1,1,1,1,8,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,12,0,3,1,1,1,1,1,2,1,90,,,,,,,,3,1,1,1,6,0,4,3000,2,,,,,3,1,1,1,10,90,,,,,,,,,,3,1,1,2,,,,,2,,,,,1
2,122,12,0,2,1,1,1,1,1,2,1,90,,,,,,,,2,1,1,1,6,0,4,3000,2,,,,,2,1,1,1,2,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,14,0,2,2,1,1,2,2,4,2,1,15,90,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,2,9,90,,,,,,,,,,2,2,1,2,,,,,1,4,0,0,4000,1
2,122,14,0,1,1,1,1,2,2,4,2,1,10,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,2,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,14,0,3,2,1,1,2,2,4,2,1,15,90,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,2,7,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,122,15,0,4,2,1,1,1,14,7,14,90,,,,,,,,4,2,1,2,,,,,2,,,,,4,2,1,4,14,6,14,90,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,122,15,0,9,4,1,1,4,3,90,,,,,,,,,,9,4,1,2,,,,,2,,,,,9,4,1,6,2,90,,,,,,,,,,9,4,1,2,,,,,2,,,,,1
2,122,15,0,7,4,1,1,6,3,7,3,90,,,,,,,,7,4,1,2,,,,,2,,,,,7,4,1,1,2,7,2,90,,,,,,,,7,4,1,2,,,,,2,,,,,1
2,122,15,0,5,2,1,1,4,14,90,,,,,,,,,,5,2,1,2,,,,,2,,,,,5,2,1,1,14,7,14,90,,,,,,,,5,2,1,2,,,,,2,,,,,1
2,122,15,0,3,1,1,1,6,21,90,,,,,,,,,,3,1,1,1,1,0,0,5850,1,1,0,0,4000,3,1,1,7,21,90,,,,,,,,,,3,1,1,2,,,,,2,,,,,1
2,122,15,0,1,1,1,1,1,21,7,21,90,,,,,,,,1,1,1,1,1,0,0,5850,1,1,0,0,4000,1,1,1,1,21,6,21,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,15,0,8,4,1,1,1,3,90,,,,,,,,,,8,4,1,2,,,,,2,,,,,8,4,1,4,2,90,,,,,,,,,,8,4,1,2,,,,,2,,,,,1
2,122,15,0,6,3,1,1,1,7,7,7,6,7,90,,,,,,6,3,1,2,,,,,2,,,,,6,3,1,1,5,4,5,7,5,6,5,90,,,,6,3,1,2,,,,,2,,,,,1
2,122,15,0,2,1,1,1,4,21,90,,,,,,,,,,2,1,1,1,1,0,0,5850,1,1,0,0,4000,2,1,1,4,24,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,16,0,3,2,1,1,1,6,3,6,4,6,7,2,90,,,,3,2,1,1,10,0,0,10000,1,10,0,0,20000,3,2,1,1,15,9,15,7,14,90,,,,,,3,2,1,2,,,,,2,,,,,1
2,122,16,0,11,5,1,1,1,14,3,14,4,14,7,8,90,,,,11,5,1,1,5,0,0,12500,1,8,0,0,63000,11,5,1,3,16,10,16,9,16,90,,,,,,11,5,1,1,1,0,0,10000,2,,,,,1
2,122,16,0,12,5,1,1,1,14,3,14,4,14,7,8,90,,,,12,5,1,1,5,0,0,12500,1,8,0,0,63000,12,5,1,4,16,9,16,1,16,90,,,,,,12,5,1,1,1,0,0,10000,2,,,,,1
2,122,16,0,4,2,1,1,1,6,3,6,4,6,7,6,90,,,,4,2,1,1,10,0,0,10000,1,10,0,0,20000,4,2,1,3,15,9,15,7,15,90,,,,,,4,2,1,2,,,,,2,,,,,1
2,122,16,0,2,1,1,1,1,17,3,15,4,17,7,4,90,,,,2,1,1,1,10,0,0,17500,1,4,0,0,8000,2,1,1,3,14,7,14,4,14,90,,,,,,2,1,1,1,1,0,0,8000,2,,,,,1
2,122,16,0,9,4,1,1,1,13,3,12,4,12,90,,,,,,9,4,1,2,,,,,2,,,,,9,4,1,1,10,2,10,7,10,90,,,,,,9,4,1,2,,,,,2,,,,,1
2,122,16,0,1,1,1,1,1,17,3,15,4,17,7,4,90,,,,1,1,1,1,10,0,0,17500,1,4,0,0,8000,1,1,1,1,14,5,14,3,14,90,,,,,,1,1,1,1,1,0,0,8000,2,,,,,1
2,122,16,0,10,5,1,1,1,14,3,14,4,14,7,8,90,,,,10,5,1,1,5,0,0,12500,1,8,0,0,63000,10,5,1,1,16,5,16,9,16,90,,,,,,10,5,1,1,1,0,0,10000,2,,,,,1
2,122,16,0,6,3,1,1,1,15,3,15,4,15,7,5,90,,,,6,3,1,1,10,0,0,5000,1,20,0,0,40000,6,3,1,3,13,7,13,6,13,90,,,,,,6,3,1,2,,,,,2,,,,,1
2,122,16,0,5,3,1,1,1,15,3,15,4,15,7,5,90,,,,5,3,1,1,10,0,0,5000,1,20,0,0,40000,5,3,1,1,13,9,13,4,13,90,,,,,,5,3,1,2,,,,,2,,,,,1
2,122,16,0,8,4,1,1,1,12,3,12,4,12,90,,,,,,8,4,1,2,,,,,2,,,,,8,4,1,3,10,2,10,7,10,90,,,,,,8,4,1,2,,,,,2,,,,,1
2,122,16,0,7,4,1,1,1,12,3,12,4,12,90,,,,,,7,4,1,2,,,,,2,,,,,7,4,1,1,10,6,10,7,10,90,,,,,,7,4,1,2,,,,,2,,,,,1
2,122,17,0,3,1,1,1,4,21,90,,,,,,,,,,3,1,1,2,,,,,2,,,,,3,1,1,4,70,90,,,,,,,,,,3,1,1,2,,,,,2,,,,,1
2,122,17,0,9,3,1,1,6,1,90,,,,,,,,,,9,3,1,2,,,,,2,,,,,9,3,1,4,7,90,,,,,,,,,,9,3,1,2,,,,,2,,,,,1
2,122,17,0,4,1,1,1,2,21,90,,,,,,,,,,4,1,1,2,,,,,2,,,,,4,1,1,6,70,90,,,,,,,,,,4,1,1,2,,,,,2,,,,,1
2,122,17,0,5,2,1,1,1,20,90,,,,,,,,,,5,2,1,2,,,,,2,,,,,5,2,1,1,5,90,,,,,,,,,,5,2,1,2,,,,,2,,,,,1
2,122,17,0,8,3,1,1,2,1,90,,,,,,,,,,8,3,1,2,,,,,2,,,,,8,3,1,1,7,90,,,,,,,,,,8,3,1,2,,,,,2,,,,,1
2,122,17,0,1,1,1,1,1,21,90,,,,,,,,,,1,1,1,2,,,,,1,7,0,0,10500,1,1,1,1,70,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,17,0,6,2,1,1,6,20,90,,,,,,,,,,6,2,1,2,,,,,2,,,,,6,2,1,6,5,90,,,,,,,,,,6,2,1,2,,,,,2,,,,,1
2,122,17,0,7,3,1,1,1,1,90,,,,,,,,,,7,3,1,2,,,,,2,,,,,7,3,1,1,7,90,,,,,,,,,,7,3,1,2,,,,,2,,,,,1
2,122,17,0,2,1,1,1,6,21,2,20,90,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,2,70,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,18,0,1,1,1,1,1,26,2,27,5,29,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,23,2,23,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,122,18,0,2,1,1,1,2,26,2,27,1,29,90,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,23,2,23,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,122,18,0,3,2,1,1,1,26,2,27,2,29,90,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,1,26,2,26,90,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,123,4,0,7,3,1,1,1,11,3,1,4,11,5,1,90,,,,7,3,1,2,,,,,2,,,,,7,3,1,1,2,4,2,90,,,,,,,,7,3,1,2,,,,,2,,,,,1
2,123,4,0,1,1,1,1,1,12,3,12,4,12,5,1,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,3,4,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,4,0,4,2,1,1,1,15,3,1,4,15,5,1,90,,,,4,2,1,2,,,,,2,,,,,4,2,1,1,2,4,2,90,,,,,,,,4,2,1,2,,,,,2,,,,,1
2,123,5,0,1,1,1,1,8,3,4,3,11,3,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,8,2,4,2,11,2,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,5,0,3,2,1,1,9,7,9,7,11,7,90,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,8,4,9,4,11,4,90,,,,,,3,2,1,2,,,,,2,,,,,1
2,123,5,0,2,1,1,1,8,3,4,3,11,3,90,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,8,2,4,2,10,2,90,,,,,,2,1,1,2,,,,,2,,,,,1
2,123,6,0,3,2,1,1,1,18,11,5,90,,,,,,,,3,2,1,2,,,,,1,10,0,0,1000,3,2,1,1,2,11,2,90,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,123,6,0,6,4,1,1,1,11,11,4,90,,,,,,,,6,4,1,2,,,,,1,8,0,0,8000,6,4,1,1,4,11,4,90,,,,,,,,6,4,1,2,,,,,2,,,,,1
2,123,6,0,7,4,1,1,1,11,11,4,90,,,,,,,,7,4,1,2,,,,,1,8,0,0,8000,7,4,1,1,0,90,,,,,,,,,,7,4,1,2,,,,,2,,,,,1
2,123,6,0,1,1,1,1,1,5,11,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,6,0,5,3,1,1,1,9,11,3,90,,,,,,,,5,3,1,2,,,,,1,6,0,0,6000,5,3,1,1,4,11,4,90,,,,,,,,5,3,1,2,,,,,2,,,,,1
2,123,6,0,2,2,1,1,1,18,11,5,90,,,,,,,,2,2,1,2,,,,,1,10,0,0,1000,2,2,1,1,2,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,123,7,0,2,1,1,1,1,19,5,2,90,,,,,,,,2,1,1,2,,,,,1,5,0,0,10000,2,1,1,1,2,5,2,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,123,10,0,3,2,1,1,1,22,90,,,,,,,,,,3,2,1,2,,,,,1,5,0,0,0,3,2,1,1,7,90,,,,,,,,,,3,2,1,2,,,,,1,2,0,0,0,1
2,123,10,0,2,1,1,1,1,17,90,,,,,,,,,,2,1,1,2,,,,,1,4,0,0,0,2,1,1,1,3,90,,,,,,,,,,2,1,1,2,,,,,1,2,0,0,0,1
2,123,10,0,4,2,1,1,1,22,90,,,,,,,,,,4,2,1,2,,,,,1,5,0,0,0,4,2,1,1,4,90,,,,,,,,,,4,2,1,2,,,,,1,2,0,0,0,1
2,123,10,0,1,1,1,1,1,17,90,,,,,,,,,,1,1,1,2,,,,,1,4,0,0,0,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,0,1
2,123,11,0,3,1,1,1,1,27,2,27,3,27,5,27,7,27,90,,3,1,1,1,1,0,0,4600,2,,,,,3,1,1,1,10,2,10,3,10,4,10,90,,,,3,1,1,2,,,,,2,,,,,1
2,123,11,0,7,3,1,1,4,12,1,12,5,12,7,12,90,,,,7,3,1,2,,,,,2,,,,,7,3,1,5,6,1,6,2,6,3,10,90,,,,7,3,1,2,,,,,2,,,,,1
2,123,11,0,4,2,1,1,2,11,3,5,4,5,90,,,,,,4,2,1,1,1,0,0,2000,2,,,,,4,2,1,4,8,5,8,6,10,7,10,90,,,,4,2,1,2,,,,,2,,,,,1
2,123,11,0,5,2,1,1,1,11,1,11,5,11,90,,,,,,5,2,1,1,1,1,1,2000,2,,,,,5,2,1,4,8,5,10,6,10,7,10,90,,,,5,2,1,2,,,,,2,,,,,1
2,123,12,0,2,1,1,1,1,26,2,26,4,26,90,,,,,,2,1,1,2,,,,,1,4,0,0,16000,2,1,1,2,8,3,8,90,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,123,12,0,1,1,1,1,1,26,2,26,4,26,90,,,,,,1,1,1,2,,,,,1,4,0,0,16000,1,1,1,1,6,2,6,3,6,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,13,0,3,2,1,1,1,4,2,4,90,,,,,,,,3,2,1,2,,,,,2,,,,,3,2,1,1,1,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,1
2,123,13,0,2,2,1,1,1,4,2,4,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,1,2,1,90,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,123,13,0,1,1,1,1,1,6,2,1,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,2,2,2,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,14,0,1,1,1,1,2,10,3,10,4,10,5,10,6,10,90,,1,1,1,2,,,,,2,,,,,1,1,1,2,2,3,2,4,2,5,2,90,,,,1,1,1,2,,,,,2,,,,,1
2,123,14,0,4,3,1,1,2,5,3,5,4,5,5,5,6,5,90,,4,3,1,2,,,,,2,,,,,4,3,1,2,1,3,1,4,1,5,1,90,,,,4,3,1,2,,,,,2,,,,,1
2,123,14,0,3,2,1,1,2,7,3,7,4,7,5,7,6,7,90,,3,2,1,2,,,,,2,,,,,3,2,1,2,3,3,3,4,3,5,3,90,,,,3,2,1,2,,,,,2,,,,,1
2,123,15,0,2,1,1,1,2,9,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,2,1,1,1,4,90,,,,,,,,,,2,1,1,2,,,,,2,,,,,1
2,123,16,0,1,1,1,1,1,11,2,1,3,11,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,3,3,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,16,0,2,2,1,1,1,12,2,1,3,12,90,,,,,,2,2,1,2,,,,,2,,,,,2,2,1,1,2,3,2,90,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,123,17,0,1,1,1,1,1,10,6,10,7,10,90,,,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,7,6,7,7,9,90,,,,,,1,1,1,2,,,,,2,,,,,1
2,123,17,0,3,1,1,1,1,10,6,10,7,10,90,,,,,,3,1,1,2,,,,,2,,,,,3,1,1,1,7,6,7,7,7,90,,,,,,3,1,1,2,,,,,2,,,,,1
2,123,17,0,6,2,1,1,1,11,6,11,7,11,90,,,,,,6,2,1,2,,,,,2,,,,,6,2,1,1,8,6,8,7,8,90,,,,,,6,2,1,2,,,,,2,,,,,1
2,124,1,0,2,2,1,1,1,11,2,7,4,7,6,7,7,7,90,,2,2,1,2,,,,,2,,,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1
2,124,1,0,3,3,1,1,1,9,2,4,4,4,6,4,7,4,90,,3,3,1,2,,,,,2,,,,,3,3,1,1,7,2,14,5,14,4,14,7,14,90,,3,3,1,2,,,,,2,,,,,1
2,124,1,0,4,4,1,1,1,12,2,5,4,5,6,5,7,5,90,,4,4,1,2,,,,,2,,,,,4,4,1,1,5,90,,,,,,,,,,4,4,1,1,10,0,0,4000,2,,,,,1
2,124,1,0,1,1,1,1,1,7,2,7,4,7,6,7,7,7,90,,1,1,1,2,,,,,1,40,0,0,150000,1,1,1,1,7,90,,,,,,,,,,1,1,1,1,50,0,0,31750,2,,,,,1
2,124,2,0,1,1,1,1,1,14,2,2,5,2,4,2,90,,,,1,1,1,2,,,,,2,,,,,1,1,1,1,10,2,4,5,4,4,4,90,,,,1,1,1,2,,,,,2,,,,,1
2,124,3,0,3,3,1,1,5,1,6,1,9,1,90,,,,,,3,3,1,2,,,,,1,27,0,0,53000,3,3,1,1,7,5,7,90,,,,,,,,3,3,1,2,,,,,2,,,,,1
