"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q10A","AS01Q10B"
2,59,5,0,1,1,1,17981,1,1,10,2,1
2,59,6,0,2,2,1,39356,1,1,10,1,1
2,59,6,0,3,3,1,12450,1,1,5,2,1
2,59,6,0,1,1,1,0,3,1,30,2,1
2,59,7,0,3,3,1,0,8,1,180,2,1
2,59,7,0,1,1,1,11174,1,1,5,1,1
2,59,7,0,2,2,1,14872,2,1,15,2,1
2,59,8,0,1,1,1,22486,1,1,5,1,1
2,59,8,0,2,2,1,0,1,1,5,2,1
2,59,8,0,4,4,1,15275,2,1,10,2,1
2,59,8,0,3,3,1,9976,3,1,30,2,1
2,59,8,0,5,5,1,0,5,5,60,2,1
2,59,9,0,4,4,1,0,2,1,17,2,2
2,59,9,0,5,5,1,0,4,1,60,2,2
2,59,9,0,3,3,1,6473,1,1,6,2,2
2,59,9,0,2,2,1,7213,1,1,5,1,1
2,59,9,0,1,1,1,6121,0,1,1,1,1
2,59,10,0,2,1,2,1708,3,1,20,2,1
2,59,10,0,4,3,1,12972,2,1,7,2,1
2,59,10,0,3,2,1,0,3,1,20,1,1
2,59,10,0,5,3,2,0,3,1,20,2,1
2,59,10,0,1,1,1,19279,2,1,7,1,1
2,59,11,0,2,2,1,0,4,1,120,2,1
2,59,11,0,1,1,1,13491,0,1,5,1,1
2,59,12,0,3,3,1,15117,1,1,10,1,1
2,59,12,0,2,2,1,0,1,1,38,2,2
2,59,12,0,1,1,1,28717,2,1,20,1,1
2,59,14,0,2,2,1,0,5,1,60,2,1
2,59,14,0,1,1,1,23893,1,1,10,1,1
2,59,14,0,3,3,1,0,5,1,60,2,1
2,59,14,0,4,4,1,0,5,1,60,2,1
2,59,15,0,2,2,1,0,3,5,30,2,1
2,59,15,0,1,1,1,8976,7,1,5,1,1
2,59,15,0,4,4,1,7630,1,1,4,1,1
2,59,15,0,3,3,1,62916,3,5,30,1,1
2,59,16,0,5,4,2,0,8,1,114,1,1
2,59,16,0,2,2,1,0,8,1,114,1,1
2,59,16,0,3,3,1,0,8,1,114,1,1
2,59,16,0,1,1,1,13350,0,1,1,1,1
2,59,16,0,4,4,1,0,8,1,114,1,1
2,59,17,0,1,1,1,0,6,1,25,2,1
2,59,17,0,2,2,1,12467,4,1,10,2,1
2,59,17,0,3,3,1,27032,1,1,3,1,2
2,59,18,0,1,1,1,14540,1,1,5,1,1
2,59,18,0,2,2,1,0,5,1,15,2,1
2,60,1,0,4,4,1,0,4,1,60,1,1
2,60,1,0,3,3,1,12905,1,1,20,1,1
2,60,1,0,2,2,1,6416,1,1,10,1,1
2,60,1,0,1,1,1,3882,1,1,10,1,1
2,60,2,0,1,1,1,8243,3,1,30,1,2
2,60,2,0,3,3,1,1936,1,1,15,1,2
2,60,2,0,2,2,1,0,3,1,45,2,2
2,60,2,0,4,4,1,2117,2,1,30,1,2
2,60,2,0,5,5,1,0,3,1,40,2,1
2,60,3,0,2,2,1,0,9,5,60,1,1
2,60,3,0,1,1,1,16861,0,1,5,1,1
2,60,4,0,1,1,1,10948,1,1,10,1,1
2,60,4,0,2,2,1,29519,2,1,60,1,1
2,60,5,0,2,2,1,4592,2,1,60,1,1
2,60,5,0,1,1,1,21183,1,1,40,1,1
2,60,6,0,2,2,1,0,30,1,45,2,1
2,60,6,0,1,1,1,0,0,1,5,2,1
2,60,7,0,1,1,1,0,3,7,7,2,1
2,60,7,0,3,3,1,0,3,7,7,2,1
2,60,7,0,2,2,1,7812,0,1,0,1,1
2,60,7,2,2,2,1,10125,1,1,15,1,1
2,60,7,2,3,3,1,0,7,5,60,1,1
2,60,7,2,1,1,1,12430,1,1,15,1,1
2,60,8,0,1,1,1,0,1,1,20,2,1
2,60,9,0,4,4,1,17306,0,5,3,1,2
2,60,9,0,5,5,1,0,0,5,3,2,1
2,60,9,0,2,2,1,32563,0,5,3,1,1
2,60,9,0,1,1,1,15393,0,5,3,1,1
2,60,9,0,3,3,1,37612,0,5,3,1,1
2,60,10,0,1,1,1,11828,2,1,20,1,1
2,60,10,0,2,2,1,21953,1,1,15,1,1
2,60,11,0,1,1,1,10463,0,1,1,2,1
2,60,11,0,3,3,1,0,2,5,30,2,1
2,60,11,0,2,2,1,9565,1,1,1,1,1
2,60,11,0,4,4,1,23550,2,5,30,1,1
2,60,11,2,1,1,1,15627,1,1,15,1,1
2,60,11,2,2,2,1,0,1,1,15,1,1
2,60,11,2,3,3,1,0,6,5,60,1,1
2,60,12,0,3,3,1,10284,0,1,5,1,1
2,60,12,0,2,2,1,0,3,1,60,2,2
2,60,12,0,1,1,1,50874,0,1,3,1,1
2,60,13,0,5,5,1,0,7,1,70,1,2
2,60,13,0,3,3,1,0,4,1,50,1,1
2,60,13,0,2,2,1,9876,1,1,10,1,1
2,60,13,0,4,4,1,0,5,1,60,1,2
2,60,13,0,6,6,1,0,7,1,70,1,2
2,60,13,0,1,1,1,12817,1,1,10,1,1
2,60,14,0,3,3,1,20000,3,1,30,1,1
2,60,14,0,2,2,1,40725,1,1,15,1,1
2,60,14,0,1,1,1,16852,0,1,5,1,1
2,60,15,0,3,3,1,12450,0,1,5,1,1
2,60,15,0,1,1,1,52616,0,1,0,1,1
2,60,15,0,2,2,1,0,8,1,70,1,1
2,60,16,0,1,1,1,50887,1,1,3,1,1
2,60,16,0,2,2,1,2187,1,1,3,1,1
2,60,17,0,3,3,1,942,3,1,20,1,1
2,60,17,0,1,1,1,11501,0,1,0,1,1
2,60,17,0,2,2,1,0,7,1,70,1,1
2,60,18,0,1,1,1,32598,0,1,1,1,1
2,61,1,0,2,2,1,30442,5,5,30,1,1
2,61,1,0,1,1,1,5713,1,1,10,1,1
2,61,1,0,3,3,1,30215,1,1,20,1,1
2,61,2,0,2,2,1,15987,2,1,30,1,1
2,61,2,0,1,1,1,10880,1,1,3,1,1
2,61,2,0,3,3,1,68579,5,1,60,1,1
2,61,3,0,2,2,1,0,5,1,60,1,2
2,61,3,0,1,1,1,0,1,1,30,1,1
2,61,5,0,3,3,1,0,2,5,15,2,1
2,61,5,0,1,1,1,28654,1,1,5,1,1
2,61,5,0,2,2,1,0,2,5,15,2,1
2,61,6,0,1,1,1,12726,0,1,2,1,1
2,61,6,0,4,3,1,3679,0,1,5,1,1
2,61,6,0,3,2,1,0,2,1,2,2,1
2,61,6,0,2,1,2,0,0,1,2,2,1
2,61,7,0,2,2,1,0,7,1,100,1,2
2,61,7,0,1,1,1,49949,0,1,5,1,1
2,61,8,0,3,3,1,0,1,1,20,2,2
2,61,8,0,2,2,1,12841,0,1,15,1,1
2,61,8,0,1,1,1,10000,0,1,15,2,1
2,61,9,0,1,1,1,31568,1,1,5,1,1
2,61,9,0,2,2,1,0,1,1,3,2,1
2,61,9,0,3,3,1,1106,1,1,5,1,1
2,61,10,0,2,2,1,0,1,1,15,1,2
2,61,10,0,3,3,1,0,1,1,10,1,1
2,61,10,0,1,1,1,17489,0,1,0,1,1
2,61,10,0,4,3,2,0,1,1,5,1,1
2,61,11,0,2,2,1,14050,0,1,5,1,1
2,61,11,0,1,1,1,12467,0,1,2,1,1
2,61,12,0,3,3,1,0,20,1,180,1,2
2,61,12,0,2,2,1,15813,1,1,10,1,2
2,61,12,0,1,1,1,0,1,1,10,1,1
2,61,13,0,4,4,1,475,0,1,4,1,1
2,61,13,0,2,2,1,0,0,1,0,1,1
2,61,13,0,1,1,1,0,0,1,0,1,1
2,61,13,0,3,3,1,32453,1,1,5,1,1
2,61,14,0,2,2,1,400,1,1,5,1,1
2,61,14,0,1,1,1,23281,1,1,5,1,1
2,61,15,0,1,1,1,43095,0,1,0,1,1
2,61,15,0,2,2,1,0,1,1,9,2,1
2,61,15,0,3,3,1,21450,3,1,30,2,2
2,61,18,0,2,2,1,13770,1,1,15,1,1
2,61,18,0,1,1,1,0,3,5,60,2,1
2,62,1,0,4,4,1,0,3,1,60,2,1
2,62,1,0,3,3,1,0,3,1,40,2,1
2,62,1,0,2,2,1,12625,1,1,10,1,1
2,62,1,0,1,1,1,2813,1,1,10,1,1
2,62,2,0,1,1,1,17340,10,1,100,1,1
2,62,4,0,1,1,1,29437,2,1,30,1,1
2,62,4,0,3,3,1,0,0,1,15,2,1
2,62,4,0,2,2,1,0,0,1,50,2,2
2,62,5,0,1,1,1,0,10,1,60,2,1
2,62,5,0,2,2,1,16092,1,1,10,1,1
2,62,7,0,1,1,1,11714,3,1,60,1,1
2,62,7,0,2,2,1,7084,1,1,30,1,1
2,62,8,0,1,1,1,16913,1,1,10,1,1
2,62,9,0,2,2,1,14864,1,1,15,1,1
2,62,9,0,1,1,1,0,7,1,120,2,1
2,62,10,0,3,3,1,12090,10,1,1,1,1
2,62,10,0,2,2,1,14950,10,1,5,1,1
2,62,10,0,1,1,1,16612,1,1,10,1,1
2,62,11,0,2,2,1,0,1,1,30,1,1
2,62,11,0,1,1,1,19527,2,1,60,1,1
2,62,13,0,1,1,1,9897,0,1,15,1,1
2,62,13,0,2,2,1,28392,6,1,30,1,1
2,62,14,0,2,2,1,0,10,1,120,1,1
2,62,14,0,1,1,1,18117,1,1,5,1,1
2,62,15,0,2,2,1,0,15,5,180,1,1
2,62,15,0,1,1,1,31427,2,5,30,1,1
2,62,16,0,1,1,1,25854,1,1,15,1,1
2,62,18,0,1,1,1,14184,3,1,5,1,1
2,62,18,0,2,2,1,0,6,1,120,1,1
2,63,1,0,2,2,1,18001,6,1,20,1,1
2,63,1,0,1,1,1,16626,0,1,5,1,1
2,63,3,0,2,1,2,20193,1,1,15,1,1
2,63,3,0,1,1,1,20193,1,1,15,1,1
2,63,5,0,1,1,1,0,8,1,120,1,1
2,63,5,0,4,3,2,0,3,1,45,1,1
2,63,5,0,2,2,1,26881,3,1,45,1,1
2,63,5,0,3,3,1,0,3,1,45,1,1
2,63,6,0,2,2,1,6644,1,1,1,1,1
2,63,6,0,1,1,1,8303,1,1,5,1,1
2,63,7,0,1,1,1,0,0,1,5,1,1
2,63,7,0,5,5,1,0,8,6,150,1,1
2,63,7,0,3,3,1,999999,1,3,45,1,1
2,63,7,0,2,2,1,0,1,1,15,1,1
2,63,7,0,4,4,1,0,1,6,20,1,1
2,63,8,0,1,1,1,16891,2,1,15,1,1
2,63,8,0,2,2,1,21392,3,1,20,1,1
2,63,13,0,1,1,1,3070,2,1,30,1,1
2,63,13,0,2,2,1,7562,1,1,15,1,1
2,63,17,0,2,2,1,0,8,1,120,1,1
2,63,17,0,1,1,1,56823,2,1,30,1,1
2,63,17,0,3,2,2,0,8,1,120,1,1
2,64,1,0,1,1,1,19119,0,1,15,1,1
2,64,2,0,1,1,1,39668,1,1,7,1,1
2,64,2,0,2,2,1,0,2,1,40,1,1
2,64,3,0,3,3,1,0,8,1,120,1,1
2,64,3,0,5,5,1,0,10,1,150,1,1
2,64,3,0,1,1,1,64218,1,1,15,1,1
2,64,3,0,4,4,1,0,0,1,10,1,1
2,64,3,0,2,2,1,0,8,1,120,1,2
2,64,5,0,2,2,1,7047,8,1,10,1,1
2,64,5,0,1,1,1,0,8,1,120,1,1
2,64,6,0,1,1,1,23470,2,1,25,1,1
2,64,6,0,2,2,1,0,27,4,40,1,1
2,64,7,0,2,2,1,0,6,1,90,1,1
2,64,7,0,1,1,1,39826,1,1,15,1,1
2,64,8,0,1,1,1,6845,1,1,15,1,1
2,64,8,0,2,2,1,11584,1,1,15,1,1
2,64,9,0,1,1,1,3557,8,1,30,1,1
2,64,9,0,2,2,1,0,8,1,120,2,1
2,64,10,0,1,1,1,0,7,1,180,1,1
2,64,11,0,1,1,1,6255,3,1,45,1,1
2,64,12,0,1,1,1,31459,1,1,20,1,1
2,64,13,0,2,2,1,0,10,1,180,1,2
2,64,13,0,1,1,1,15310,3,1,45,1,1
2,64,14,0,1,1,1,0,7,1,105,1,1
2,64,14,0,2,2,1,24971,0,1,6,1,1
2,64,16,0,2,2,1,466357,1,1,15,1,1
2,64,16,0,1,1,1,0,10,1,150,2,1
2,64,17,0,4,4,1,0,6,5,15,2,1
2,64,17,0,3,3,1,0,6,5,15,2,1
2,64,17,0,2,2,1,28064,3,5,15,1,1
2,64,17,0,1,1,1,14264,1,5,5,1,1
2,64,18,0,2,2,1,0,10,1,250,2,1
2,64,18,0,1,1,1,57918,4,1,15,1,1
2,65,1,0,4,4,1,0,3,1,45,1,1
2,65,1,0,5,5,1,0,7,1,175,1,1
2,65,1,0,6,6,1,0,6,1,90,1,1
2,65,1,0,7,7,1,0,3,1,45,1,1
2,65,1,0,2,2,1,5,5,1,85,1,1
2,65,1,0,3,3,1,0,3,1,45,1,1
2,65,1,0,1,1,1,0,4,1,60,1,1
2,65,1,0,8,8,1,0,4,1,60,1,1
2,65,2,0,1,1,1,0,1,1,15,1,1
2,65,2,0,3,3,1,0,3,1,40,1,1
2,65,2,0,2,2,1,0,2,1,25,1,1
2,65,3,0,1,1,1,0,4,5,30,1,1
2,65,3,0,4,4,1,0,1,5,8,1,1
2,65,3,0,2,2,1,9943,1,5,8,1,1
2,65,3,0,6,6,1,0,8,1,120,1,1
2,65,3,0,3,3,1,3542,1,5,8,1,1
2,65,3,0,5,5,1,0,6,1,10,1,1
2,65,4,0,1,1,1,0,7,5,70,1,1
2,65,4,0,4,3,2,0,8,5,80,1,1
2,65,4,0,3,3,1,0,8,5,80,1,1
2,65,4,0,6,3,4,0,8,5,80,1,1
2,65,4,0,2,2,1,0,4,5,40,1,1
2,65,4,0,5,3,3,0,8,5,80,1,1
2,65,5,0,2,2,1,0,15,5,180,1,1
2,65,5,0,1,1,1,0,3,5,45,1,1
2,65,6,0,2,2,1,0,3,1,45,1,1
2,65,6,0,1,1,1,0,8,1,120,1,1
2,65,7,0,1,1,1,13542,1,1,15,1,1
2,65,7,0,2,2,1,22700,1,1,18,1,1
2,65,7,0,3,3,1,0,2,1,30,1,1
2,65,8,0,1,1,1,2475,3,1,120,1,1
2,65,8,0,4,3,2,0,6,1,300,1,1
2,65,8,0,3,3,1,0,6,1,180,1,1
2,65,8,0,2,2,1,10802,3,1,120,1,1
2,65,9,0,3,2,2,0,10,1,240,1,1
2,65,9,0,4,2,3,0,10,1,240,1,1
2,65,9,0,2,2,1,0,10,1,240,1,1
2,65,9,0,1,1,1,6213,2,1,25,1,1
2,65,11,0,1,1,1,0,8,1,120,1,1
2,65,11,0,2,2,1,0,9,1,120,1,1
2,65,12,0,3,2,1,0,7,1,120,1,1
2,65,12,0,4,3,1,0,10,1,240,1,1
2,65,12,0,1,1,1,5014,1,1,15,1,1
2,65,12,0,2,1,2,6135,1,1,15,1,1
2,65,13,0,4,4,1,0,10,1,25,1,1
2,65,13,0,5,5,1,0,10,1,25,1,1
2,65,13,0,1,1,1,4773,1,1,25,1,1
2,65,13,0,2,2,1,9357,1,1,25,1,1
2,65,13,0,3,3,1,0,7,1,25,1,1
2,65,14,0,5,3,3,0,8,1,120,1,1
2,65,14,0,3,3,1,0,8,1,120,1,1
2,65,14,0,2,2,1,0,10,1,120,1,1
2,65,14,0,6,4,1,8882,4,1,30,1,1
2,65,14,0,7,5,1,5882,4,1,30,1,1
2,65,14,0,1,1,1,0,10,1,120,1,1
2,65,14,0,4,3,2,0,8,1,120,1,1
2,65,15,0,4,3,1,0,4,5,20,2,1
2,65,15,0,3,2,1,8732,2,5,15,1,1
2,65,15,0,2,1,2,8732,1,5,15,1,1
2,65,15,0,1,1,1,67347,1,5,15,1,1
2,65,16,0,3,3,1,0,3,1,40,1,1
2,65,16,0,2,2,1,0,3,1,40,1,1
2,65,16,0,4,4,1,0,3,1,40,1,1
2,65,16,0,6,6,1,0,3,1,40,1,1
2,65,16,0,5,5,1,0,3,1,40,1,1
2,65,16,0,1,1,1,50000,3,1,40,1,1
2,65,17,0,2,2,1,0,1,1,15,1,1
2,65,17,0,1,1,1,5537,1,1,15,1,1
2,65,17,0,3,2,2,0,1,1,15,1,1
2,66,1,0,2,2,1,888,1,1,15,1,1
2,66,1,0,3,2,2,9760,1,1,15,1,1
2,66,1,0,1,1,1,16210,1,1,1,1,1
2,66,1,0,4,3,1,10623,1,1,15,1,1
2,66,1,0,5,4,1,8762,2,1,30,1,1
2,66,2,0,1,1,1,7057,5,1,75,1,1
2,66,3,0,1,1,1,10213,3,1,45,1,1
2,66,3,0,2,2,1,21646,6,1,90,1,1
2,66,4,0,1,1,1,3680,0,1,2,1,1
2,66,5,0,1,1,1,2905,4,1,50,1,1
2,66,5,0,2,2,1,8623,9,1,135,1,1
2,66,6,0,3,3,1,0,50,3,60,1,1
2,66,6,0,2,2,1,7007,1,1,15,1,1
2,66,6,0,1,1,1,9174,3,1,45,1,1
2,66,7,0,2,2,1,5316,2,1,30,1,1
2,66,7,0,1,1,1,9505,2,1,30,1,1
2,66,8,0,2,2,1,9476,38,3,1,1,1
2,66,8,0,1,1,1,9476,5,1,40,1,1
2,66,8,0,3,2,2,9476,38,3,50,1,1
2,66,9,0,3,3,1,7793,2,1,30,1,1
2,66,9,0,1,1,1,30878,15,1,225,1,1
2,66,9,0,2,2,1,20159,15,1,225,1,1
2,66,10,0,4,4,1,11214,2,1,30,1,1
2,66,10,0,5,5,1,10867,0,5,10,1,1
2,66,10,0,2,2,1,0,45,4,60,1,1
2,66,10,0,6,5,2,6412,0,5,10,1,1
2,66,10,0,3,3,1,6879,0,4,0,1,1
2,66,10,0,1,1,1,4200,1,1,15,1,1
2,66,11,0,1,1,1,17408,3,1,15,1,1
2,66,12,0,2,2,1,9476,0,1,10,1,1
2,66,12,0,1,1,1,0,40,4,60,1,1
2,66,13,0,4,4,1,0,40,3,60,1,1
2,66,13,0,1,1,1,25787,7,1,40,1,1
2,66,13,0,2,2,1,5853,1,1,10,1,1
2,66,13,0,3,3,1,5316,7,1,60,1,1
2,66,14,0,3,3,1,0,40,3,60,1,1
2,66,14,0,2,2,1,3402,1,5,1,1,1
2,66,14,0,4,4,1,5472,30,5,180,1,1
2,66,14,0,1,1,1,7432,3,5,1,1,1
2,66,15,0,2,2,1,6203,2,3,5,1,1
2,66,15,0,1,1,1,1500,3,3,10,1,1
2,66,16,0,1,1,1,26195,2,1,30,1,1
2,66,16,0,2,2,1,17312,1,1,90,1,1
2,66,16,0,4,4,1,8053,6,1,90,1,1
2,66,16,0,3,3,1,9061,6,1,90,1,1
2,66,17,0,3,3,1,16367,2,6,30,1,1
2,66,17,0,1,1,1,10886,2,6,30,1,1
2,66,17,0,2,2,1,10113,2,6,30,1,1
2,66,17,0,4,4,1,11483,4,6,60,1,1
2,66,18,0,1,1,1,9751,6,1,90,1,1
2,67,1,0,2,2,1,26412,7,1,75,1,1
2,67,1,0,1,1,1,23213,0,1,2,1,1
2,67,2,0,1,1,1,4088,1,1,15,1,1
2,67,2,0,2,2,1,5006,3,1,45,1,1
2,67,3,0,2,2,1,9763,3,1,45,1,1
2,67,3,0,1,1,1,5186,0,3,1,1,1
2,67,3,0,3,3,1,5228,0,1,10,1,1
2,67,4,0,2,2,1,7357,6,1,90,1,1
2,67,4,0,1,1,1,2283,0,1,5,1,1
2,67,6,0,1,1,1,12185,0,1,5,1,1
2,67,7,0,3,3,1,18621,2,1,30,1,1
2,67,7,0,2,2,1,20114,1,1,15,1,1
2,67,7,0,1,1,1,16312,0,1,2,1,1
2,67,8,0,4,4,1,18624,2,1,30,1,1
2,67,8,0,2,2,1,20621,0,1,5,1,1
2,67,8,0,3,3,1,18264,2,1,30,1,1
2,67,8,0,1,1,1,41238,0,1,5,1,1
2,67,9,0,2,2,1,11423,0,1,5,1,1
2,67,9,0,1,1,1,13216,0,1,5,1,1
2,67,12,0,2,2,1,22416,1,1,15,1,1
2,67,12,0,1,1,1,11237,0,1,10,1,1
2,67,13,0,1,1,1,2387,1,1,10,1,1
2,67,13,0,2,2,1,3306,0,4,70,1,1
2,67,13,0,3,3,1,0,60,4,70,2,2
2,67,14,0,2,2,1,1049,0,1,5,1,1
2,67,14,0,1,1,1,9003,2,1,30,1,1
2,67,15,0,2,2,1,14165,2,1,30,1,1
2,67,15,0,3,3,1,0,44,4,60,2,2
2,67,15,0,4,4,1,5376,0,1,1,1,1
2,67,15,0,1,1,1,10825,1,1,15,1,1
2,67,16,0,1,1,1,10026,2,1,30,1,1
2,67,16,0,2,2,1,8220,0,1,5,1,1
2,67,17,0,1,1,1,7013,0,1,5,1,1
2,67,18,0,2,2,1,13621,2,1,30,1,1
2,67,18,0,1,1,1,5915,1,1,15,1,1
2,67,18,0,3,3,1,11813,24,3,40,1,1
2,68,3,0,1,1,1,714,2,3,10,1,1
2,68,3,0,2,2,1,0,7,3,30,1,1
2,68,3,0,3,3,1,11877,7,3,30,1,1
2,68,4,0,4,4,1,0,15,5,113,1,1
2,68,4,0,3,3,1,0,30,5,225,1,1
2,68,4,0,1,1,1,0,1,5,7,1,2
2,68,4,0,2,2,1,0,10,5,75,1,1
2,68,4,0,5,5,1,11317,7,5,38,1,1
2,68,4,0,6,6,1,4288,4,5,30,1,1
2,68,5,0,5,1,5,0,7,3,15,1,1
2,68,5,0,2,1,2,0,7,3,15,1,1
2,68,5,0,1,1,1,0,7,3,15,1,1
2,68,5,0,4,1,4,0,7,3,15,1,1
2,68,5,0,3,1,3,0,7,3,15,1,1
2,68,6,0,1,1,1,0,4,3,10,1,1
2,68,6,0,2,2,1,0,4,3,10,1,1
2,68,6,0,3,3,1,0,4,3,10,1,1
2,68,7,0,1,1,1,6973,3,3,15,1,1
2,68,7,0,2,2,1,8272,3,3,15,1,1
2,68,7,0,3,2,2,8272,3,3,15,1,1
2,68,8,0,3,3,1,0,1,3,5,1,2
2,68,8,0,1,1,1,0,3,3,10,1,1
2,68,8,0,2,2,1,0,1,3,5,1,2
2,68,10,0,3,2,1,4549,4,3,10,1,1
2,68,10,0,5,4,1,2064,4,3,10,1,1
2,68,10,0,2,1,0,13737,4,3,10,1,1
2,68,10,0,4,3,1,0,4,3,10,1,1
2,68,10,0,1,1,1,13737,4,3,10,1,1
2,68,11,0,2,2,1,0,2,3,10,1,1
2,68,11,0,1,1,1,2370,2,3,10,1,1
2,68,12,0,1,1,1,0,3,1,60,1,1
2,68,12,0,2,2,1,3175,1,1,10,1,1
2,68,13,0,3,2,2,0,3,5,30,1,1
2,68,13,0,2,2,1,0,3,5,30,1,1
2,68,13,0,1,1,1,25019,3,5,30,1,1
2,68,14,0,5,5,1,0,4,5,20,1,1
2,68,14,0,1,1,1,0,5,5,40,1,1
2,68,14,0,2,2,1,11427,2,5,40,1,1
2,68,14,0,4,4,1,1609,4,5,40,1,1
2,68,14,0,3,3,1,7847,4,5,40,1,1
2,68,15,0,5,3,1,0,5,5,20,1,1
2,68,15,0,2,1,2,3919,5,5,20,1,1
2,68,15,0,3,1,3,0,5,5,20,1,1
2,68,15,0,4,2,1,36325,6,5,35,1,1
2,68,15,0,1,1,1,18113,5,5,20,1,1
2,68,16,0,3,3,1,0,4,5,30,1,1
2,68,16,0,1,1,1,0,5,5,30,1,1
2,68,16,0,2,2,1,0,4,5,30,1,1
2,68,17,0,3,3,1,503082,4,5,30,1,1
2,68,17,0,7,5,1,0,5,5,45,1,1
2,68,17,0,6,4,2,0,4,5,30,1,1
2,68,17,0,2,2,1,0,3,5,30,1,1
2,68,17,0,1,1,1,0,3,5,30,1,1
2,68,17,0,5,4,1,331209,4,5,30,1,1
2,68,17,0,4,3,2,0,4,5,30,1,1
2,68,18,0,2,2,1,0,3,1,60,1,1
2,68,18,0,1,1,1,0,2,1,30,1,1
2,68,18,0,3,3,1,0,3,1,60,1,1
2,69,1,0,1,1,1,18166,1,1,15,1,1
2,69,1,0,2,2,1,38487,2,1,30,1,1
2,69,3,0,1,1,1,9564,5,1,150,1,1
2,69,3,0,3,3,1,11865,1,1,10,1,1
2,69,3,0,2,2,1,9802,9,1,100,1,1
2,69,4,0,1,1,1,42138,3,5,25,1,1
2,69,4,0,2,2,1,0,3,5,25,1,2
2,69,5,0,2,2,1,21419,3,1,35,1,1
2,69,5,0,3,3,1,17632,2,1,20,1,1
2,69,5,0,1,1,1,28326,2,1,30,1,1
2,69,8,0,1,1,1,28715,4,1,60,1,1
2,69,8,0,2,2,1,35672,1,1,15,1,1
2,69,8,0,3,3,1,0,9,1,120,1,1
2,69,9,0,5,5,1,4424,2,1,15,1,1
2,69,9,0,2,2,1,14986,1,1,15,1,1
2,69,9,0,4,4,1,5642,1,1,15,1,1
2,69,9,0,1,1,1,10286,1,1,15,1,1
2,69,9,0,3,3,1,9176,1,1,15,1,1
2,69,10,0,1,1,1,20373,2,5,30,1,1
2,69,10,0,2,2,1,2784,0,1,10,1,1
2,69,10,0,4,4,1,67694,4,1,60,1,1
2,69,10,0,3,3,1,38383,4,5,75,1,1
2,69,11,0,1,1,1,0,6,1,120,1,1
2,69,11,0,2,2,1,0,6,1,120,1,1
2,69,13,0,1,1,1,45590,2,5,30,1,1
2,69,13,0,2,2,1,0,8,5,130,1,2
2,69,14,0,1,1,1,4679,1,3,15,1,1
2,69,15,0,1,1,1,15939,0,1,0,1,1
2,69,15,0,2,2,1,24522,2,1,10,1,1
2,69,15,0,4,4,1,10721,3,1,25,1,1
2,69,15,0,3,3,1,24522,2,1,10,1,1
2,69,16,0,2,2,1,0,3,1,40,1,1
2,69,16,0,1,1,1,26465,1,1,20,1,1
2,69,17,0,3,3,1,0,1,1,15,1,2
2,69,17,0,2,2,1,0,1,1,15,1,2
2,69,17,0,1,1,1,23589,1,1,15,1,2
2,69,17,0,6,6,1,58728,1,1,15,1,1
2,69,17,0,4,4,1,25524,1,1,15,1,1
2,69,17,0,5,5,1,44565,1,1,15,1,1
2,69,18,0,2,2,1,4213,4,5,100,1,1
2,69,18,0,1,1,1,6955,4,5,20,1,1
2,69,18,0,3,3,1,63309,4,5,120,1,1
2,70,1,0,2,2,1,0,7,1,50,2,1
2,70,1,0,1,1,1,7630,1,1,10,1,1
2,70,2,0,6,4,1,0,7,1,120,1,1
2,70,2,0,7,4,2,0,7,1,120,1,1
2,70,2,0,3,2,2,0,7,1,120,1,1
2,70,2,0,4,3,1,0,7,1,120,1,1
2,70,2,0,1,1,1,20088,0,1,5,1,1
2,70,2,0,5,3,2,0,7,1,120,1,1
2,70,2,0,2,2,1,0,7,1,120,1,1
2,70,3,0,3,3,1,14292,8,1,10,1,1
2,70,3,0,1,1,1,62909,3,5,15,1,1
2,70,3,0,4,4,1,460,3,5,15,1,1
2,70,3,0,2,2,1,15746,0,1,2,1,1
2,70,4,0,4,3,1,0,1,1,10,1,2
2,70,4,0,1,1,1,0,9,1,60,1,1
2,70,4,0,3,2,2,0,8,6,60,1,1
2,70,4,0,2,2,1,0,8,6,60,1,1
2,70,5,0,2,2,1,0,2,1,15,1,1
2,70,5,0,1,1,1,13673,1,1,10,1,1
2,70,5,0,3,3,1,0,7,1,100,1,1
2,70,5,0,4,3,2,0,7,1,100,1,1
2,70,6,0,4,4,1,0,7,5,70,2,1
2,70,6,0,3,3,1,43238,3,1,45,1,1
2,70,6,0,2,2,1,0,6,1,90,2,1
2,70,6,0,1,1,1,34345,0,1,10,1,1
2,70,7,0,4,4,1,0,6,1,90,1,1
2,70,7,0,2,2,1,25030,3,1,45,1,1
2,70,7,0,1,1,1,33082,2,1,30,1,1
2,70,7,0,3,3,1,8556,0,1,10,1,1
2,70,8,0,3,3,1,0,2,1,20,1,1
2,70,8,0,2,2,1,0,3,1,30,1,1
2,70,8,0,1,1,1,26964,2,1,15,1,1
2,70,10,0,2,2,1,0,4,1,60,1,1
2,70,10,0,3,3,1,0,3,1,45,1,1
2,70,10,0,1,1,1,13736,1,1,10,1,1
2,70,12,0,3,3,1,23703,8,1,60,1,1
2,70,12,0,2,2,1,0,8,1,60,1,1
