"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q10A","AS01Q10B"
2,70,12,0,5,4,2,1849,5,1,30,1,1
2,70,12,0,1,1,1,12421,5,1,30,1,1
2,70,12,0,4,4,1,6012,8,1,60,1,1
2,70,13,0,3,3,1,0,1,3,5,1,1
2,70,13,0,2,2,1,0,2,3,10,1,2
2,70,13,0,5,4,2,0,6,3,30,1,1
2,70,13,0,1,1,1,29958,0,1,1,1,1
2,70,13,0,4,4,1,0,6,3,30,1,1
2,70,15,0,3,3,1,0,8,1,120,2,1
2,70,15,0,1,1,1,0,8,1,120,2,1
2,70,15,0,2,2,1,65963,2,1,30,1,1
2,70,16,0,3,3,1,3285,2,1,15,1,1
2,70,16,0,1,1,1,35294,2,1,15,1,1
2,70,16,0,2,2,1,0,2,1,15,2,1
2,70,17,0,3,3,1,0,4,1,20,2,1
2,70,17,0,1,1,1,8965,1,1,10,1,1
2,70,17,0,2,2,1,0,2,1,13,2,2
2,70,18,0,2,2,1,0,2,1,20,2,1
2,70,18,0,1,1,1,0,2,1,20,2,1
2,70,18,0,3,3,1,0,3,1,30,2,1
2,71,1,0,3,3,1,0,3,1,15,1,1
2,71,1,0,5,4,2,0,7,5,60,1,1
2,71,1,0,4,4,1,0,7,5,60,1,1
2,71,1,0,1,1,1,14570,1,1,5,1,1
2,71,1,0,2,2,1,24434,1,1,5,1,1
2,71,2,0,2,2,1,0,3,1,20,1,1
2,71,2,0,1,1,1,0,1,1,10,1,1
2,71,2,0,3,3,1,0,3,1,20,1,1
2,71,3,0,2,2,1,0,7,5,60,1,1
2,71,3,0,1,1,1,10628,1,1,5,1,1
2,71,3,0,3,3,1,0,8,5,60,1,1
2,71,3,0,4,4,1,0,7,5,60,1,1
2,71,4,0,4,4,1,0,2,1,30,1,1
2,71,4,0,3,3,1,0,2,1,30,1,1
2,71,4,0,2,2,1,40077,2,1,25,1,1
2,71,4,0,1,1,1,4186,0,1,1,1,1
2,71,5,0,1,1,1,2608,1,1,28,1,1
2,71,6,0,2,2,1,0,6,1,75,1,1
2,71,6,0,3,3,1,32598,2,1,30,1,1
2,71,6,0,4,4,1,0,6,1,75,1,1
2,71,6,0,1,1,1,10882,0,1,1,1,1
2,71,6,0,6,5,2,0,7,1,90,1,1
2,71,6,0,5,5,1,0,7,1,90,1,1
2,71,7,0,3,3,2,2977,2,1,30,1,1
2,71,7,0,4,3,1,0,6,1,80,1,1
2,71,7,0,1,1,1,5266,0,1,10,1,1
2,71,7,0,2,2,1,18886,2,1,30,1,1
2,71,8,0,1,1,1,19116,1,1,10,1,1
2,71,8,0,5,3,1,0,10,1,120,2,1
2,71,8,0,4,2,3,0,8,1,100,2,1
2,71,8,0,2,2,1,0,8,1,100,2,1
2,71,8,0,3,2,2,0,8,1,100,2,1
2,71,10,0,1,1,1,21093,2,1,25,1,1
2,71,10,0,2,2,1,0,15,1,100,1,1
2,71,11,0,3,3,1,71216,4,1,50,1,1
2,71,11,0,4,4,1,0,2,1,20,1,1
2,71,11,0,1,1,1,10686,0,1,10,1,1
2,71,11,0,2,2,1,12498,3,1,35,1,1
2,71,12,0,1,1,1,16409,1,1,10,1,1
2,71,12,0,2,2,1,0,12,3,30,2,1
2,71,12,0,3,2,2,0,12,3,30,2,1
2,71,14,0,1,1,1,724,0,1,5,1,1
2,71,16,0,7,7,1,15382,2,1,18,1,1
2,71,16,0,1,1,1,21173,1,1,2,1,1
2,71,16,0,5,5,1,0,6,5,50,1,1
2,71,16,0,6,6,1,0,5,5,38,1,1
2,71,16,0,2,2,1,39311,3,1,25,1,1
2,71,16,0,4,4,1,0,6,5,45,1,1
2,71,16,0,3,3,1,0,4,5,30,1,1
2,71,16,2,1,1,1,22162,0,1,10,1,1
2,71,17,0,1,1,1,0,2,5,20,1,1
2,71,17,0,2,2,1,0,2,5,20,1,1
2,71,18,0,3,3,1,23275,1,1,10,1,1
2,71,18,0,2,2,1,0,6,1,90,1,1
2,71,18,0,1,1,1,39190,0,1,2,1,1
2,72,1,0,4,3,1,25878,1,1,15,1,1
2,72,1,0,3,2,2,10511,0,1,3,1,1
2,72,1,0,2,2,1,19534,0,1,3,1,1
2,72,1,0,6,5,1,0,2,1,20,1,1
2,72,1,0,5,4,1,0,1,1,15,1,1
2,72,1,0,1,1,1,19113,0,1,3,1,1
2,72,2,0,2,2,1,18802,2,1,30,1,1
2,72,2,0,3,3,1,0,9,1,135,1,1
2,72,2,0,1,1,1,153486,0,1,5,1,1
2,72,2,0,4,4,1,71443,2,1,30,1,1
2,72,3,0,2,2,1,56341,2,3,5,1,1
2,72,3,0,1,1,1,27458,0,1,5,1,1
2,72,3,0,3,2,2,56340,2,3,5,1,1
2,72,4,0,1,1,1,37404,0,1,2,1,1
2,72,4,0,2,2,1,20799,7,1,60,1,1
2,72,4,0,3,3,1,71121,1,1,20,1,1
2,72,5,0,6,4,1,0,9,1,20,1,2
2,72,5,0,4,2,2,12177,1,1,10,1,1
2,72,5,0,1,1,1,77009,1,1,10,1,1
2,72,5,0,3,2,1,12177,1,1,10,1,1
2,72,5,0,5,3,1,0,2,1,20,1,1
2,72,5,0,2,1,2,77009,1,1,10,1,1
2,72,6,0,1,1,1,13432,1,1,10,1,1
2,72,6,0,2,2,1,23182,3,1,45,1,1
2,72,7,0,2,2,1,0,2,1,30,1,1
2,72,7,0,3,3,1,0,2,1,30,1,1
2,72,7,0,1,1,1,0,2,1,30,1,2
2,72,7,0,4,4,1,0,8,1,160,1,1
2,72,8,0,2,2,1,0,5,1,75,1,1
2,72,8,0,3,2,2,0,5,1,75,1,1
2,72,8,0,1,1,1,9913,0,1,5,1,1
2,72,8,0,4,3,1,0,0,1,5,1,1
2,72,9,0,4,4,1,0,7,1,105,2,1
2,72,9,0,3,3,1,0,5,1,75,2,1
2,72,9,0,2,2,1,10366,1,1,15,1,1
2,72,9,0,1,1,1,12641,0,1,2,1,1
2,72,12,0,2,2,1,10014,0,1,10,1,1
2,72,12,0,3,3,1,0,8,1,120,1,1
2,72,12,0,1,1,1,60535,2,1,30,1,1
2,72,17,0,3,3,1,19294,2,1,20,1,1
2,72,17,0,2,2,1,2038,1,1,10,1,1
2,72,17,0,1,1,1,6719,1,1,10,1,1
2,73,2,0,2,2,1,0,3,1,45,2,1
2,73,2,0,1,1,1,0,3,1,45,2,1
2,73,3,0,3,3,1,0,2,5,25,1,1
2,73,3,0,1,1,1,0,0,1,5,1,1
2,73,3,0,2,2,1,0,0,5,30,1,1
2,73,7,0,3,1,3,4190,0,1,10,1,1
2,73,7,0,2,1,2,4190,0,1,10,1,1
2,73,7,0,4,2,1,48203,2,5,60,1,1
2,73,7,0,1,1,1,20519,0,1,10,1,1
2,73,8,0,3,3,1,0,2,5,20,1,1
2,73,8,0,2,2,1,0,2,5,15,1,1
2,73,8,0,1,1,1,79044,1,5,4,1,1
2,73,9,0,5,3,1,0,4,1,60,1,1
2,73,9,0,1,1,1,66914,1,1,10,1,1
2,73,9,0,6,3,2,0,4,1,60,1,1
2,73,9,0,3,2,1,2787,2,1,19,1,1
2,73,9,0,2,1,2,66914,1,1,10,1,1
2,73,9,0,4,2,2,27809,2,1,19,1,1
2,73,10,0,3,2,2,8124,3,1,45,1,1
2,73,10,0,1,1,1,29202,1,1,10,1,1
2,73,10,0,2,2,1,37746,3,1,45,1,1
2,73,11,0,1,1,1,34719,0,1,5,1,1
2,73,11,0,2,2,1,0,1,1,10,1,2
2,73,12,0,1,1,1,51118,1,1,15,1,1
2,73,12,0,4,3,2,4269,3,1,45,1,1
2,73,12,0,2,2,1,7719,0,1,10,1,1
2,73,12,0,3,3,1,95448,3,1,45,1,1
2,73,13,0,2,1,2,478,0,1,5,1,1
2,73,13,0,4,2,2,7121,1,1,15,1,1
2,73,13,0,3,2,1,7121,1,1,15,1,1
2,73,13,0,1,1,1,11700,0,1,5,1,1
2,73,15,0,3,3,1,4793,1,1,158,1,1
2,73,15,0,2,2,1,0,1,1,15,1,2
2,73,15,0,1,1,1,10538,1,1,10,1,2
2,73,16,0,1,1,1,13781,3,5,10,1,1
2,73,16,0,4,4,1,16076,2,5,10,1,1
2,73,16,0,2,2,1,28984,1,5,10,1,1
2,73,16,0,3,3,1,23215,1,5,10,1,1
2,73,17,0,2,2,1,31181,3,1,25,1,1
2,73,17,0,1,1,1,4669,1,1,10,1,1
2,73,18,0,1,1,1,2983,1,1,15,1,1
2,74,1,0,1,1,1,9789,1,1,20,1,1
2,74,2,0,2,1,2,2091,1,1,15,1,1
2,74,2,0,3,2,1,5657,0,1,5,1,1
2,74,2,0,1,1,1,1622,1,1,15,1,1
2,74,2,0,5,4,1,0,6,1,7,1,1
2,74,2,0,4,3,1,0,7,1,105,1,1
2,74,3,0,3,3,1,0,6,1,90,1,1
2,74,3,0,2,2,1,13959,1,1,10,1,1
2,74,3,0,1,1,1,2631,1,1,10,1,1
2,74,5,0,2,2,1,0,3,1,45,1,1
2,74,5,0,1,1,1,22771,2,1,30,1,1
2,74,5,0,4,3,2,0,7,1,105,1,1
2,74,5,0,3,3,1,0,7,1,105,1,1
2,74,6,0,2,1,2,0,6,1,90,1,1
2,74,6,0,4,2,1,11249,1,1,20,1,1
2,74,6,0,5,3,1,0,2,1,30,1,1
2,74,6,0,3,1,3,0,6,1,90,1,1
2,74,6,0,1,1,1,0,6,1,90,1,1
2,74,6,0,6,4,1,0,2,1,45,1,2
2,74,7,0,4,3,1,28187,3,5,25,1,1
2,74,7,0,3,2,1,29174,2,5,15,1,1
2,74,7,0,2,1,2,937,0,1,5,1,1
2,74,7,0,6,3,3,229,3,5,25,1,1
2,74,7,0,1,1,1,1901,0,1,5,1,1
2,74,7,0,5,3,2,627,3,5,25,1,1
2,74,9,0,5,5,1,0,6,5,45,1,1
2,74,9,0,7,5,3,0,6,5,45,1,1
2,74,9,0,6,5,2,0,6,5,45,1,1
2,74,9,0,2,2,1,31717,2,5,15,1,1
2,74,9,0,1,1,1,11196,2,5,15,1,1
2,74,9,0,3,3,1,52794,3,5,15,1,1
2,74,9,0,4,4,1,0,7,5,55,1,1
2,74,10,0,1,1,1,0,7,1,105,1,1
2,74,10,0,2,2,1,7204,1,1,10,1,1
2,74,11,0,1,1,1,0,8,1,120,1,2
2,74,11,0,3,3,1,0,2,2,120,1,1
2,74,11,0,2,2,1,22076,2,1,30,1,1
2,74,12,0,1,1,1,0,7,1,105,1,2
2,74,12,0,3,2,2,2901,1,1,15,1,2
2,74,12,0,2,2,1,18278,1,1,15,1,1
2,74,13,0,1,1,1,33295,1,1,15,1,1
2,74,13,0,4,4,1,0,6,1,90,1,2
2,74,13,0,3,3,1,0,7,1,105,1,2
2,74,13,0,2,2,1,8588,1,1,15,1,1
2,74,13,0,5,5,1,2848,1,1,15,1,1
2,74,14,0,3,2,1,6197,0,1,5,1,1
2,74,14,0,4,3,1,9457,0,1,4,1,1
2,74,14,0,6,4,2,0,7,5,120,1,1
2,74,14,0,2,1,2,2626,0,1,5,1,1
2,74,14,0,1,1,1,3781,0,1,5,1,1
2,74,14,0,5,4,1,0,7,5,120,1,1
2,74,15,0,1,1,1,0,7,1,105,2,2
2,74,15,0,3,3,1,26073,3,1,45,1,1
2,74,15,0,2,2,1,31623,1,1,15,1,1
2,74,15,0,4,4,1,20090,1,1,10,1,1
2,74,16,0,3,3,1,9038,3,1,60,1,1
2,74,16,0,1,1,1,6944,0,1,5,1,1
2,74,16,0,4,4,1,3249,1,1,25,1,1
2,74,16,0,2,2,1,17427,3,1,60,1,1
2,74,17,0,4,4,1,0,10,5,60,1,1
2,74,17,0,2,2,1,0,8,5,60,1,1
2,74,17,0,1,1,1,19239,3,5,20,1,1
2,74,17,0,3,3,1,10122,1,1,10,1,1
2,74,18,0,1,1,1,28446,0,1,10,1,1
2,74,18,0,2,2,1,15624,3,1,45,1,1
2,74,18,0,3,3,1,0,6,1,75,1,1
2,74,18,0,4,4,1,0,4,1,60,1,1
2,75,1,0,3,2,1,19005,1,1,10,1,1
2,75,1,0,2,1,2,0,7,1,105,2,1
2,75,1,0,1,1,1,0,7,1,105,2,1
2,75,2,0,5,4,2,0,8,1,120,2,1
2,75,2,0,4,4,1,0,8,1,120,2,1
2,75,2,0,2,2,1,8788,1,1,15,1,1
2,75,2,0,1,1,1,29225,1,1,15,1,1
2,75,2,0,3,3,1,0,8,1,120,1,1
2,75,3,0,1,1,1,27537,0,1,10,1,1
2,75,4,0,3,3,1,0,8,2,20,2,2
2,75,4,0,2,2,1,378819,1,1,10,2,1
2,75,4,0,1,1,1,0,7,2,50,2,2
2,75,5,0,4,4,1,0,8,1,120,1,1
2,75,5,0,3,3,1,5788,1,1,5,1,1
2,75,5,0,1,1,1,1656,0,1,1,1,1
2,75,5,0,5,4,2,0,8,1,120,1,1
2,75,5,0,2,2,1,6166,0,1,3,1,1
2,75,5,0,6,4,3,0,8,1,120,1,1
2,75,6,0,1,1,1,3071,0,1,2,1,1
2,75,6,0,4,3,1,6078,1,1,10,1,1
2,75,6,0,3,2,2,0,6,1,90,1,1
2,75,6,0,2,2,1,0,6,1,90,1,1
2,75,7,0,1,1,1,1739,0,1,5,1,1
2,75,7,0,2,2,1,0,6,5,45,1,2
2,75,8,0,3,2,2,619,1,1,10,1,1
2,75,8,0,1,1,1,0,7,5,50,1,1
2,75,8,0,2,2,1,14272,1,1,10,1,1
2,75,9,0,1,1,1,0,2,1,30,1,1
2,75,9,0,2,2,1,8804,1,1,10,1,1
2,75,9,0,4,4,1,0,8,1,120,1,1
2,75,9,0,3,3,1,0,7,7,105,1,1
2,75,10,0,7,6,1,0,5,5,35,2,1
2,75,10,0,6,5,1,22067,3,5,25,1,1
2,75,10,0,4,4,1,0,4,5,30,2,1
2,75,10,0,1,1,1,0,2,1,30,2,1
2,75,10,0,2,2,1,0,4,5,30,2,1
2,75,10,0,5,4,2,0,3,5,30,2,1
2,75,10,0,8,6,2,0,5,5,35,2,1
2,75,10,0,3,3,1,11846,3,5,23,1,1
2,75,11,0,1,1,1,5263,2,1,30,1,1
2,75,11,0,3,2,1,14254,2,1,30,1,1
2,75,11,0,4,3,1,0,5,1,75,1,1
2,75,11,0,2,1,2,1240,2,1,30,1,1
2,75,13,0,5,5,1,4032,1,5,5,1,1
2,75,13,0,4,4,1,0,6,5,60,1,1
2,75,13,0,2,2,1,12792,2,5,15,1,1
2,75,13,0,3,3,1,0,2,5,19,1,1
2,75,13,0,1,1,1,16146,2,5,15,1,1
2,75,14,0,1,1,1,1319,1,1,5,1,1
2,75,14,0,3,3,1,0,12,1,180,1,2
2,75,14,0,2,2,1,16202,2,1,30,1,1
2,75,16,0,3,3,1,0,12,1,180,1,1
2,75,16,0,2,2,1,6069,2,1,25,1,1
2,75,16,0,1,1,1,43896,2,1,25,1,1
2,75,17,0,1,1,1,25140,1,1,15,1,1
2,75,17,0,2,2,1,17030,0,1,5,1,1
2,75,18,0,3,2,1,9238,0,1,1,1,1
2,75,18,0,1,1,1,25003,1,1,10,1,1
2,75,18,0,2,1,2,25003,1,1,10,1,1
2,76,3,0,3,3,1,0,4,1,30,2,1
2,76,3,0,2,2,1,1196,2,1,20,1,1
2,76,3,0,1,1,1,31253,2,1,20,1,1
2,76,4,0,2,2,1,13321,2,1,25,1,1
2,76,4,0,4,4,1,0,8,1,120,1,1
2,76,4,0,3,3,1,0,7,1,120,1,1
2,76,4,0,1,1,1,6186,1,1,15,1,1
2,76,5,0,3,3,1,0,10,5,75,2,1
2,76,5,0,1,1,1,0,8,5,60,2,1
2,76,5,0,2,2,1,0,10,5,75,2,1
2,76,5,0,5,5,1,0,6,5,45,2,1
2,76,5,0,4,4,1,0,9,5,70,2,1
2,76,7,0,2,2,1,2476,8,1,15,1,1
2,76,7,0,4,3,2,0,8,5,60,1,1
2,76,7,0,1,1,1,9707,0,1,5,1,1
2,76,7,0,3,3,1,0,8,5,60,1,1
2,76,9,0,2,2,1,14371,2,1,25,1,1
2,76,9,0,1,1,1,0,3,1,45,1,1
2,76,11,0,5,3,2,0,3,1,40,1,1
2,76,11,0,4,3,1,0,3,1,40,1,1
2,76,11,0,2,2,1,0,4,1,50,1,1
2,76,11,0,1,1,1,15655,1,1,10,1,1
2,76,11,0,3,2,2,0,4,1,50,1,1
2,76,12,0,1,1,1,0,2,1,30,1,1
2,76,12,0,2,2,1,0,7,1,120,1,1
2,76,13,0,1,1,1,0,6,1,70,1,1
2,76,13,0,2,2,1,0,6,1,70,1,1
2,76,14,0,2,2,1,0,6,2,60,1,1
2,76,14,0,3,2,2,0,6,2,60,1,1
2,76,14,0,1,1,1,14849,4,2,45,1,1
2,76,16,0,1,1,1,19691,3,1,40,1,1
2,76,16,0,2,2,1,0,4,1,50,1,1
2,76,16,0,3,2,2,0,4,1,50,1,1
2,76,17,0,3,2,1,,,,,,
2,76,17,0,1,1,1,19698,2,1,15,1,1
2,76,17,0,2,2,1,0,5,1,60,1,1
2,77,3,0,1,1,1,0,30,3,40,1,1
2,77,3,0,2,2,1,0,30,3,40,1,1
2,77,4,0,1,1,1,0,30,3,60,1,1
2,77,5,0,1,1,1,0,25,1,60,1,1
2,78,7,0,1,1,1,0,7,3,15,1,1
2,78,11,0,1,1,1,0,18,4,30,2,1
2,80,3,0,1,1,1,0,38,4,40,1,1
2,80,5,0,1,1,1,0,20,3,45,1,1
2,80,9,0,2,2,1,0,40,3,60,1,1
2,80,9,0,1,1,1,0,40,3,60,1,1
2,80,12,0,1,1,1,0,55,4,60,1,1
2,81,6,0,1,1,1,0,25,4,30,1,1
2,81,10,0,1,1,1,0,35,3,60,2,1
2,82,1,0,2,2,1,0,14,3,20,1,1
2,82,1,0,1,1,1,0,19,3,25,1,1
2,82,1,0,3,2,2,0,14,3,20,1,1
2,82,2,0,1,1,1,0,35,4,40,1,1
2,83,5,0,1,1,1,0,3,1,60,2,2
2,83,11,0,1,1,1,10000,35,4,45,2,1
2,84,1,0,1,1,1,8971,2,2,30,1,1
2,84,2,0,3,3,1,21216,7,1,75,1,1
2,84,2,0,2,2,1,13211,3,1,45,1,1
2,84,2,0,1,1,1,18923,4,1,60,1,1
2,84,3,0,1,1,1,8976,1,1,15,1,1
2,84,4,0,1,1,1,6893,2,3,8,1,1
2,84,5,0,1,1,1,7652,5,1,5,1,1
2,84,6,0,1,1,1,8976,4,3,10,1,1
2,84,7,0,1,1,1,7853,1,1,15,1,1
2,84,8,0,1,1,1,15428,4,1,60,1,1
2,84,9,0,1,1,1,8113,6,1,60,1,1
2,84,10,0,1,1,1,7951,4,1,60,1,1
2,84,11,0,1,1,1,8233,1,1,15,1,1
2,85,2,0,1,1,1,9873,20,3,40,1,1
2,85,5,0,3,3,1,10312,19,3,40,1,1
2,85,5,0,1,1,1,9786,5,1,75,1,1
2,85,5,0,2,2,1,8126,3,1,45,1,1
2,85,6,0,1,1,1,26865,1,1,15,1,1
2,85,7,0,1,1,1,24008,2,1,30,1,1
2,85,8,0,1,1,1,10348,3,1,75,1,1
2,85,9,0,1,1,1,18826,3,1,45,1,1
2,85,11,0,1,1,1,26865,2,1,30,1,1
2,86,4,0,1,1,1,21359,10,3,30,1,1
2,86,6,0,2,2,1,10312,16,3,30,1,1
2,86,6,0,1,1,1,13567,16,3,30,1,1
2,86,12,0,1,1,1,15708,1,2,15,1,1
2,87,1,0,1,1,1,13411,20,3,45,2,1
2,87,2,0,1,1,1,5893,2,1,30,1,1
2,87,4,0,1,1,1,17212,5,2,30,1,1
2,87,5,0,1,1,1,9678,33,3,75,1,1
2,87,6,0,2,2,1,6328,5,1,75,1,1
2,87,6,0,1,1,1,11326,5,1,75,1,1
2,87,7,0,1,1,1,8973,3,5,40,1,1
2,87,9,0,1,1,1,41983,2,3,15,1,1
2,87,9,0,3,3,1,5126,1,3,5,1,1
2,87,9,0,2,2,1,6231,2,3,15,1,1
2,87,10,0,1,1,1,8782,2,5,30,1,1
2,87,11,0,1,1,1,13853,2,1,30,1,1
2,87,11,0,2,2,1,11231,2,1,30,1,1
2,88,1,0,2,2,1,4913,2,1,30,1,1
2,88,1,0,1,1,1,6816,2,1,30,1,1
2,88,2,0,1,1,1,4857,1,1,15,1,1
2,88,3,0,1,1,1,8783,1,1,15,1,1
2,88,3,0,2,2,1,10318,1,1,15,1,1
2,88,3,0,3,3,1,1123,1,1,15,1,1
2,88,3,0,4,4,1,6912,1,1,15,1,1
2,88,4,0,1,1,1,2983,1,1,15,1,1
2,88,5,0,2,2,1,5316,1,1,17,1,1
2,88,5,0,1,1,1,3742,1,1,15,1,1
2,88,6,0,2,2,1,4186,0,1,5,1,1
2,88,6,0,1,1,1,5742,0,1,10,1,1
2,88,7,0,1,1,1,2618,2,1,30,1,1
2,88,8,0,2,2,1,6274,1,1,15,1,1
2,88,8,0,1,1,1,13281,1,1,15,1,1
2,88,9,0,1,1,1,2478,1,1,15,1,1
2,88,9,0,2,2,1,4826,1,1,15,1,1
2,88,10,0,1,1,1,4312,5,1,75,1,1
2,88,11,0,1,1,1,14821,4,1,60,1,1
2,88,11,0,2,2,1,12612,1,1,15,1,1
2,88,12,0,1,1,1,5623,1,1,15,1,1
2,88,14,0,1,1,1,12618,2,3,10,1,1
2,88,14,0,2,2,1,8713,1,3,2,1,1
2,88,14,0,4,4,1,6815,5,3,15,1,1
2,88,14,0,3,3,1,7529,5,3,15,1,1
2,88,15,0,2,2,1,2873,1,1,15,1,1
2,88,15,0,1,1,1,4128,1,1,15,1,1
2,88,16,0,1,1,1,1233,1,1,15,1,1
2,88,16,0,2,2,1,8657,0,1,15,1,1
2,88,17,0,2,2,1,3973,2,1,25,1,1
2,88,17,0,1,1,1,6849,1,1,15,1,1
2,88,18,0,1,1,1,9856,1,1,10,1,1
2,88,18,0,2,2,1,2928,1,1,10,1,1
2,89,1,0,7,6,2,9613,1,1,15,1,1
2,89,1,0,1,1,1,12998,0,1,1,1,1
2,89,1,0,4,4,1,0,0,1,0,1,1
2,89,1,0,3,3,1,9398,3,1,20,1,1
2,89,1,0,5,5,1,9777,2,1,30,1,1
2,89,1,0,2,2,1,6387,0,1,2,1,1
2,89,1,0,6,6,1,15561,1,1,15,1,1
2,89,1,2,1,1,1,1,1,1,1,1,1
2,89,2,0,3,3,1,6049,0,1,10,1,1
2,89,2,0,2,2,1,7636,0,1,10,1,1
2,89,2,0,1,1,1,72701,0,1,4,1,1
2,89,3,0,1,1,1,14781,1,1,15,1,1
2,89,4,0,2,2,1,0,1,1,15,1,1
2,89,4,0,1,1,1,4001,0,1,1,1,1
2,89,5,2,1,1,1,287575,2,1,30,1,1
2,89,6,0,2,2,1,23007,1,1,15,1,2
2,89,6,0,1,1,1,8761,1,1,15,1,2
2,89,6,0,3,3,1,14319,1,1,15,1,2
2,89,7,0,1,1,1,0,1,1,0,1,1
2,89,7,0,3,3,1,0,1,1,0,1,1
2,89,7,0,2,2,1,0,1,1,0,1,1
2,89,8,0,1,1,1,0,1,1,10,1,1
2,89,10,0,1,1,1,22013,0,1,0,1,1
2,89,11,0,2,2,1,4889,2,1,40,1,1
2,89,11,0,1,1,1,3397,0,1,0,1,1
2,89,12,0,1,1,1,8706,0,1,10,1,1
2,89,13,0,2,2,1,4603,0,1,5,1,1
2,89,13,0,1,1,1,6804,0,1,5,1,1
2,89,14,0,3,3,1,8003,0,1,0,1,1
2,89,14,0,4,3,2,7016,2,1,30,1,1
2,89,14,0,1,1,1,7003,0,1,0,1,1
2,89,14,0,5,4,1,0,0,1,0,1,1
2,89,14,0,2,2,1,38161,0,1,0,1,1
2,89,15,0,1,1,1,15016,2,1,30,1,1
2,89,15,0,2,2,1,0,2,5,1,1,1
2,89,16,0,1,1,1,9876,0,1,0,1,1
2,89,17,0,1,1,1,0,1,3,1,1,1
2,89,18,0,2,2,1,5046,0,1,2,1,1
2,89,18,0,4,3,2,5008,2,1,30,1,1
2,89,18,0,3,3,1,4017,2,1,30,1,1
2,89,18,0,1,1,1,5204,0,1,1,1,1
2,90,1,0,1,1,1,7018,1,1,1,1,1
2,90,2,0,3,3,1,0,0,1,0,1,1
2,90,2,0,1,1,1,23957,0,1,0,1,1
2,90,2,0,2,2,1,3684,0,1,0,1,1
2,90,3,0,3,3,1,5151,0,1,30,1,1
2,90,3,0,1,1,1,28811,0,1,0,1,1
2,90,3,0,2,2,1,5151,0,1,30,1,1
2,90,3,0,4,4,1,6422,0,1,30,1,1
2,90,4,0,1,1,1,47756,0,1,10,1,1
2,90,5,0,2,2,1,71535,0,1,0,1,1
2,90,5,0,3,3,1,0,0,1,0,1,1
2,90,5,0,1,1,1,6313,0,1,0,1,1
2,90,6,0,1,1,1,9397,0,1,0,1,1
2,90,7,0,1,1,1,2852,0,1,5,1,1
2,90,7,2,1,1,1,29690,2,1,30,1,1
2,90,9,0,1,1,1,5511,0,1,7,1,1
2,90,9,0,2,2,1,0,0,1,30,1,1
2,90,10,0,1,1,1,4028,0,1,3,1,1
2,90,11,0,2,2,1,6953,0,1,15,1,1
2,90,11,0,3,3,1,12130,0,1,7,1,1
2,90,11,0,4,4,1,7928,0,2,1,1,1
2,90,11,0,1,1,1,14006,0,1,10,1,1
2,90,12,0,1,1,1,5659,1,1,20,1,1
2,90,12,0,3,3,1,4976,1,1,15,1,1
2,90,12,0,2,2,1,5361,1,1,15,1,1
2,90,13,0,1,1,1,6893,0,1,10,1,1
2,90,14,0,3,2,2,3806,1,1,15,1,1
2,90,14,0,1,1,1,3782,0,1,5,1,1
2,90,14,0,2,2,1,10301,1,1,15,1,1
2,90,14,0,4,3,1,0,13,3,10,1,1
2,90,15,0,3,3,1,3187,1,1,15,1,1
2,90,15,0,2,2,1,4301,1,1,15,1,1
2,90,15,0,5,5,1,3812,1,1,30,1,1
2,90,15,0,4,4,1,8011,1,1,15,1,1
2,90,15,0,1,1,1,4459,2,1,30,1,1
2,90,16,0,3,3,1,0,0,1,0,1,1
2,90,16,0,2,2,1,0,1,1,15,1,1
2,90,16,0,1,1,1,0,2,1,30,1,1
2,90,18,0,1,1,1,3311,0,1,5,1,1
2,90,18,0,2,2,1,1163,0,1,5,1,1
2,91,2,0,1,1,1,0,6,1,90,1,1
2,91,2,0,2,2,1,0,8,1,120,1,1
2,91,2,0,5,5,1,0,8,1,120,1,1
2,91,2,0,4,4,1,0,1,1,120,1,1
2,91,2,0,3,3,1,0,1,1,135,1,1
2,91,3,0,1,1,1,0,0,1,10,1,1
2,91,4,0,4,4,1,0,5,5,60,1,1
2,91,4,0,2,2,1,0,4,1,60,1,1
2,91,4,0,3,3,1,0,6,1,2,1,1
2,91,4,0,1,1,1,0,2,1,30,1,1
2,91,5,0,4,3,1,0,1,1,15,1,1
2,91,5,0,5,4,1,0,1,1,15,1,1
2,91,5,0,9,8,1,0,1,1,15,1,1
2,91,5,0,1,1,1,0,2,1,30,1,1
2,91,5,0,8,7,1,0,1,1,15,1,1
2,91,5,0,10,9,1,0,1,1,30,1,1
2,91,5,0,2,1,2,0,2,1,30,1,1
2,91,5,0,11,0,1,0,1,1,30,1,1
2,91,5,0,12,1,1,,,,,,
2,91,5,0,7,6,1,0,1,1,15,1,1
2,91,5,0,3,2,1,0,1,1,15,1,1
2,91,5,0,6,5,1,0,1,1,30,1,1
2,91,6,0,9,5,2,0,2,1,30,1,1
2,91,6,0,8,5,1,0,2,1,30,1,1
2,91,6,0,7,4,2,0,1,1,30,1,1
2,91,6,0,5,3,1,0,1,1,15,1,1
2,91,6,0,4,2,2,0,1,1,15,1,1
2,91,6,0,6,4,1,0,1,1,30,1,1
2,91,6,0,3,2,1,0,1,1,15,1,1
2,91,6,0,2,1,2,0,0,1,15,1,1
2,91,6,0,1,1,1,0,0,1,3,1,1
