,hh_ID,field_ID,plot_ID,cropCode,hhCultivated_dum,cropStand,plot_fullyCrop,plot_cropFrac,seeding_month,seeding_year,harvestStart_month,harvestEnd_month,season,wave,crop,areaPlotReported,areaPlotReported_unit,areaPlotGPS,areaPlotReported_unitOther,lastMajor,lastMajor_hhCultOwn_dum,lastMinor,lastMinor_hhCultOwn_dum,cropCode_detailed,cropCode_other,harvestStart_year,harvestEnd_year,lon,lat,region,district,ea_ID,tradAuthority_ID
0,309066830084,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.79,,2018/19,YES,2019.0,NO,,,,,35.708019,-15.64112,Southern,Phalombe,30906683,30906
1,305015790067,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,2.0,ACRE,,,2018/19,YES,2018.0,NO,,,,,,,Southern,Blantyre,30501579,30501
2,101011040115,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2017.0,JULY,JULY,major,2019,maize,0.5,ACRE,0.66,,2017/18,YES,2018.0,NO,,,,,33.413269,-9.6321297,North,Chitipa,10101104,10101
3,308016420176,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2019.0,MARCH,APRIL,major,2019,maize,0.5,ACRE,0.06,,2018/19,YES,2019.0,NO,,,,,35.461761,-15.93775,Southern,Mulanje,30801642,30801
4,308016450217,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,DECEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.3,ACRE,0.14,,2018/19,YES,2019.0,NO,,,,,35.546711,-16.12184,Southern,Mulanje,30801645,30801
5,308016420214,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MARCH,APRIL,major,2019,maize,0.5,ACRE,0.57,,2018/19,YES,2019.0,NO,,,,,35.461761,-15.93775,Southern,Mulanje,30801642,30801
6,304015530009,RG01,R01,maize,YES,Mixed stand,YES,Less than 1/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,2.0,ACRE,0.77,,2018/19,YES,2018.0,NO,,,,,35.142239,-15.5765,Southern,Chiradzulu,30401553,30401
7,104031770028,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,0.5,ACRE,0.13,,2017/18,YES,2018.0,NO,,,,,33.972679,-10.83773,North,Rumphi,10403177,10403
8,101061160033,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,1.0,ACRE,2.98,,2017/18,YES,2018.0,NO,,,,,33.615372,-10.25784,North,Chitipa,10106116,10106
9,308066610065,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.33,,2018/19,YES,2019.0,NO,,,,,35.348839,-15.84908,Southern,Mulanje,30806661,30806
10,305055870068,RG01,R01,maize,YES,Mixed stand,YES,3/4,APRIL,2018.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,0.49,,2018/19,YES,2019.0,NO,,,,,35.098911,-15.58487,Southern,Blantyre,30505587,30505
11,307136390060,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.5,ACRE,0.26,,2018/19,YES,2018.0,NO,,,,,35.242611,-15.95613,Southern,Thyolo,30713639,30713
12,303025360033,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.04,,2018/19,YES,2019.0,NO,,,,,35.46973,-15.51893,Southern,Zomba Non-City,30302536,30302
13,307076270126,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.3,ACRE,0.11,,2018/19,YES,2019.0,NO,,,,,35.306301,-16.106649,Southern,Thyolo,30707627,30707
14,206063630061,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,MAY,MAY,major,2019,maize,0.5,ACRE,0.5,,2017/18,YES,2018.0,NO,,,,,33.94817,-13.9507,Central,Lilongwe,20606363,20606
15,307106330066,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,MARCH,APRIL,major,2019,maize,1.0,ACRE,0.09,,2018/19,YES,2018.0,NO,,,,,35.169209,-15.88186,Southern,Thyolo,30710633,30710
16,304075700183,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.04,,2017/18,YES,2018.0,YES,,,,,35.22287,-15.78346,Southern,Chiradzulu,30407570,30407
17,101011030072,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,0.89,,2018/19,YES,2018.0,NO,,,,,33.393131,-9.7176504,North,Chitipa,10101103,10101
18,104091860113,RG01,R01,maize,YES,Pure stand / Sole,,,JANUARY,2019.0,AUGUST,SEPTEMBER,major,2019,maize,0.25,ACRE,0.18,,2017/18,YES,2018.0,NO,,,,,33.44738,-10.8398,North,Rumphi,10409186,10409
19,206053600258,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,OCTOBER,2018.0,MAY,APRIL,major,2019,maize,0.25,ACRE,0.1,,2018/19,YES,2019.0,NO,,,,,33.71381,-14.18972,Central,Lilongwe,20605360,20605
20,105062020070,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,JULY,JULY,major,2019,maize,0.25,ACRE,0.31,,2018/19,YES,2019.0,NO,,,,,33.584549,-11.98904,North,Mzimba,10506202,10506
21,309066840126,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.31,,2018/19,YES,2019.0,NO,,,,,35.706451,-15.70231,Southern,Phalombe,30906684,30906
22,308066590069,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.72,,2018/19,YES,2019.0,NO,,,,,35.37759,-15.70128,Southern,Mulanje,30806659,30806
23,309016700087,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.75,ACRE,0.8,,2018/19,YES,2019.0,YES,,,,,35.608829,-15.78855,Southern,Phalombe,30901670,30901
24,202062800052,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2018.0,MAY,JUNE,major,2019,maize,1.5,ACRE,0.35,,2018/19,YES,2018.0,NO,,,,,34.233231,-13.43097,Central,Nkhotakota,20206280,20206
25,106012110053,RG01,R01,maize,YES,Pure stand / Sole,,,JANUARY,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.1,,2017/18,YES,2018.0,NO,,,,,34.62233,-12.02279,North,Likoma,10601211,10601
26,309036740096,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,0.92,,2017/18,YES,2018.0,NO,,,,,35.796841,-15.53142,Southern,Phalombe,30903674,30903
27,313017540138,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MAY,MAY,major,2019,maize,1.5,ACRE,2.9,,2018/19,YES,2018.0,YES,,,,,34.65694,-15.24397,Southern,Neno,31301754,31301
28,207124050213,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,MARCH,MARCH,major,2019,maize,1.5,ACRE,2.3,,2017/18,YES,2018.0,NO,,,,,33.22863,-13.61252,Central,Mchinji,20712405,20712
29,308036490158,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2019.0,MARCH,APRIL,major,2019,maize,0.5,ACRE,0.14,,2018/19,YES,2019.0,YES,,,,,35.441521,-16.00411,Southern,Mulanje,30803649,30803
30,308056580221,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2017.0,MARCH,MARCH,major,2019,maize,0.3,ACRE,0.11,,2017/18,YES,2018.0,NO,,,,,35.423038,-15.95942,Southern,Mulanje,30805658,30805
31,105011920081,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,AUGUST,AUGUST,major,2019,maize,0.5,ACRE,1.38,,2018/19,YES,2019.0,NO,,,,,33.457119,-12.27964,North,Mzimba,10501192,10501
32,309016650197,RG01,R01,maize,YES,Mixed stand,NO,More than 3/4,DECEMBER,2019.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.37,,2018/19,YES,2019.0,NO,,,,,35.61372,-15.74615,Southern,Phalombe,30901665,30901
33,303025330307,RG01,R01,maize,YES,Pure stand / Sole,,,NOVEMBER,2017.0,MARCH,APRIL,major,2019,maize,0.5,ACRE,0.03,,2017/18,YES,2018.0,YES,,,,,35.465641,-15.44637,Southern,Zomba Non-City,30302533,30302
34,101031110113,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,JULY,JULY,major,2019,maize,0.25,ACRE,0.18,,2018/19,YES,2018.0,YES,,,,,33.534969,-9.6340399,North,Chitipa,10103111,10103
35,304035630156,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.09,,2018/19,YES,2019.0,NO,,,,,35.2967,-15.75966,Southern,Chiradzulu,30403563,30403
36,202062760088,RG01,R01,maize,YES,Pure stand / Sole,,,JANUARY,2019.0,MAY,MAY,major,2019,maize,0.5,ACRE,0.42,,2018/19,YES,2018.0,NO,,,,,34.31535,-13.21139,Central,Nkhotakota,20206276,20206
37,308026460133,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MARCH,APRIL,major,2019,maize,0.5,ACRE,0.05,,2017/18,YES,2018.0,NO,,,,,35.784519,-15.96642,Southern,Mulanje,30802646,30802
38,309056810165,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.79,,2018/19,YES,2019.0,YES,,,,,35.606609,-15.54433,Southern,Phalombe,30905681,30905
39,314317750063,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,40.0,SQUARE METERS,0.03,,2018/19,YES,2019.0,YES,,,,,35.341949,-15.41485,Southern,Zomba City,31431775,31431
40,202062750140,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MARCH,MARCH,major,2019,maize,1.0,ACRE,0.88,,2018/19,YES,2018.0,NO,,,,,34.167549,-13.15413,Central,Nkhotakota,20206275,20206
41,201152490316,RG01,R01,maize,YES,Pure stand / Sole,,,NOVEMBER,2018.0,MAY,MAY,major,2019,maize,0.5,ACRE,0.79,,2018/19,YES,2019.0,NO,,,,,33.266109,-13.42758,Central,Kasungu,20115249,20115
42,104081850171,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,FEBRUARY,APRIL,major,2019,maize,0.75,ACRE,0.53,,2017/18,YES,2018.0,NO,,,,,33.532139,-10.83369,North,Rumphi,10408185,10408
43,308046530050,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,0.59,,2018/19,YES,2019.0,NO,,,,,35.327438,-15.97631,Southern,Mulanje,30804653,30804
44,306015990079,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,1.06,,2017/18,YES,2018.0,YES,,,,,34.51931,-15.52517,Southern,Mwanza,30601599,30601
45,210514540282,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MAY,MAY,major,2019,maize,2.0,ACRE,,,2018/19,YES,2019.0,NO,,,,,33.813019,-13.99544,Central,Lilongwe City,21051454,21051
46,302015090117,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.05,,2018/19,YES,2018.0,NO,,,,,35.53508,-14.81796,Southern,Machinga,30201509,30201
47,307056240147,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,FEBRUARY,MARCH,major,2019,maize,1.0,ACRE,1.1,,2017/18,YES,2018.0,YES,,,,,34.99934,-16.08725,Southern,Thyolo,30705624,30705
48,305045860026,RG01,R01,maize,YES,Pure stand / Sole,,,NOVEMBER,2018.0,JULY,JULY,major,2019,maize,0.25,ACRE,0.1,,2018/19,YES,2019.0,NO,,,,,34.866692,-15.71638,Southern,Blantyre,30504586,30504
49,306036120190,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.77,,2018/19,YES,2019.0,YES,,,,,34.407249,-15.68063,Southern,Mwanza,30603612,30603
50,307106340117,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MAY,MAY,major,2019,maize,0.25,ACRE,0.2,,2018/19,YES,2019.0,NO,,,,,35.110661,-15.89668,Southern,Thyolo,30710634,30710
51,307026190105,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2018.0,MARCH,MAY,major,2019,maize,0.5,ACRE,1.19,,2018/19,YES,2019.0,NO,,,,,35.264339,-16.377001,Southern,Thyolo,30702619,30702
52,302125270024,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.45,,2018/19,YES,2019.0,NO,,,,,35.851151,-14.74508,Southern,Machinga,30212527,30212
53,208044180040,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2019.0,MAY,MAY,major,2019,maize,0.3,ACRE,0.3,,2018/19,YES,2019.0,NO,,,,,34.304508,-14.04285,Central,Dedza,20804418,20804
54,309056790019,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.5,ACRE,0.64,,2018/19,YES,2019.0,YES,,,,,35.652168,-15.50307,Southern,Phalombe,30905679,30905
55,209024300005,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,JANUARY,MARCH,major,2019,maize,0.25,ACRE,0.02,,2018/19,YES,2019.0,NO,,,,,34.881771,-15.04004,Central,Ntcheu,20902430,20902
56,302055150105,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,FEBRUARY,MARCH,major,2019,maize,0.25,ACRE,0.09,,2017/18,YES,2018.0,NO,,,,,35.874512,-14.96161,Southern,Machinga,30205515,30205
57,308026460325,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2017.0,FEBRUARY,APRIL,major,2019,maize,0.5,ACRE,0.09,,2017/18,YES,2018.0,NO,,,,,35.784519,-15.96642,Southern,Mulanje,30802646,30802
58,309056810044,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.46,,2018/19,YES,2019.0,NO,,,,,35.606609,-15.54433,Southern,Phalombe,30905681,30905
59,206073660048,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MARCH,JUNE,major,2019,maize,0.25,ACRE,0.16,,2018/19,YES,2019.0,NO,,,,,34.056561,-13.95687,Central,Lilongwe,20607366,20607
60,306036130145,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2017.0,APRIL,MAY,major,2019,maize,1.0,ACRE,1.19,,2017/18,YES,2018.0,YES,,,,,34.419739,-15.76145,Southern,Mwanza,30603613,30603
61,304045670192,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.25,ACRE,0.03,,2018/19,YES,2019.0,NO,,,,,35.29768,-15.99237,Southern,Chiradzulu,30404567,30404
62,309036750263,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.24,,2018/19,YES,2019.0,NO,,,,,35.743629,-15.59031,Southern,Phalombe,30903675,30903
63,308056560064,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,0.3,ACRE,0.02,,2017/18,YES,2018.0,NO,,,,,35.504879,-15.87311,Southern,Mulanje,30805656,30805
64,312067470001,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.5,ACRE,0.05,,2018/19,YES,2019.0,NO,,,,,34.904541,-15.24482,Southern,Balaka,31206747,31206
65,307106340073,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,FEBRUARY,APRIL,major,2019,maize,0.25,ACRE,0.31,,2018/19,YES,2018.0,YES,,,,,35.110661,-15.89668,Southern,Thyolo,30710634,30710
66,304035620235,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,FEBRUARY,APRIL,major,2019,maize,0.25,ACRE,0.81,,2017/18,YES,2018.0,NO,,,,,35.249538,-15.76794,Southern,Chiradzulu,30403562,30403
67,305075930461,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,0.25,,2017/18,YES,2018.0,YES,,,,,35.092152,-15.68044,Southern,Blantyre,30507593,30507
68,308036490243,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.34,ACRE,0.06,,2018/19,YES,2019.0,NO,,,,,35.441521,-16.00411,Southern,Mulanje,30803649,30803
69,308036490315,RG01,R01,maize,YES,Mixed stand,YES,3/4,OCTOBER,2018.0,FEBRUARY,MARCH,major,2019,maize,0.5,ACRE,0.23,,2018/19,YES,2019.0,NO,,,,,35.441521,-16.00411,Southern,Mulanje,30803649,30803
70,307086290212,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,MARCH,MARCH,major,2019,maize,0.3,ACRE,0.53,,2018/19,YES,2019.0,NO,,,,,35.224911,-16.048651,Southern,Thyolo,30708629,30708
71,307086290120,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,NOVEMBER,2018.0,FEBRUARY,APRIL,major,2019,maize,0.3,ACRE,0.2,,2018/19,YES,2019.0,NO,,,,,35.224911,-16.048651,Southern,Thyolo,30708629,30708
72,313027600244,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,OCTOBER,2018.0,MAY,MAY,major,2019,maize,0.25,ACRE,0.09,,2018/19,YES,2018.0,NO,,,,,34.69228,-15.48979,Southern,Neno,31302760,31302
73,304045650172,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,60.0,SQUARE METERS,0.08,,2018/19,YES,2019.0,NO,,,,,35.282051,-15.8888,Southern,Chiradzulu,30404565,30404
74,103011500032,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,1.5,ACRE,1.1,,2017/18,YES,2018.0,YES,,,,,33.938549,-11.74423,North,Nkhatabay,10301150,10301
75,301064960287,RG01,R01,maize,YES,Relay Intercrop,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.23,,2018/19,YES,2019.0,NO,,,,,35.599098,-14.42367,Southern,Mangochi,30106496,30106
76,309056800209,RG01,R01,maize,YES,Strip Intercrop,YES,More than 3/4,DECEMBER,2018.0,MAY,MAY,major,2019,maize,0.3,ACRE,0.27,,2017/18,YES,2018.0,YES,,,,,35.668442,-15.61694,Southern,Phalombe,30905680,30905
77,208044190142,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,MARCH,APRIL,major,2019,maize,10.0,SQUARE METERS,0.06,,2018/19,YES,2019.0,YES,,,,,34.332531,-14.0359,Central,Dedza,20804419,20804
78,301014860050,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,1.0,ACRE,1.31,,2018/19,YES,2019.0,NO,,,,,35.027039,-14.37511,Southern,Mangochi,30101486,30101
79,309016690284,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,15.0,SQUARE METERS,0.09,,2018/19,YES,2019.0,NO,,,,,35.5541,-15.83502,Southern,Phalombe,30901669,30901
80,302065170243,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MARCH,APRIL,major,2019,maize,0.26,ACRE,0.24,,2018/19,YES,2019.0,NO,,,,,35.6623,-14.92564,Southern,Machinga,30206517,30206
81,306036140112,RG01,R01,maize,YES,Pure stand / Sole,,,NOVEMBER,2018.0,APRIL,JUNE,major,2019,maize,0.25,ACRE,0.29,,2018/19,YES,2018.0,NO,,,,,34.399029,-15.74056,Southern,Mwanza,30603614,30603
82,210664660149,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,MAY,MAY,major,2019,maize,1.0,ACRE,,,2018/19,YES,2019.0,NO,,,,,33.772289,-14.02925,Central,Lilongwe City,21066466,21066
83,206083670169,RG01,R01,maize,YES,Mixed stand,YES,1/2,NOVEMBER,2017.0,FEBRUARY,APRIL,major,2019,maize,0.25,ACRE,0.03,,2018/19,YES,2018.0,YES,,,,,33.35062,-13.64181,Central,Lilongwe,20608367,20608
84,303025330387,RG01,R01,maize,YES,Mixed stand,NO,3/4,DECEMBER,2017.0,JANUARY,MARCH,major,2019,maize,0.25,ACRE,0.12,,2017/18,YES,2019.0,NO,,,,,35.465641,-15.44637,Southern,Zomba Non-City,30302533,30302
85,202062770013,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.5,ACRE,0.19,,2018/19,YES,2019.0,NO,,,,,34.216679,-13.20976,Central,Nkhotakota,20206277,20206
86,315538160015,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.21,,2018/19,YES,2019.0,NO,,,,,35.036121,-15.83674,Southern,Blantyre City,31553816,31553
87,206023550044,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,MAY,MAY,major,2019,maize,1.0,ACRE,0.71,,2017/18,YES,2018.0,NO,,,,,33.414371,-14.10444,Central,Lilongwe,20602355,20602
88,201192500082,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MAY,MAY,major,2019,maize,2.0,ACRE,3.07,,2018/19,YES,2018.0,NO,,,,,33.30619,-13.07647,Central,Kasungu,20119250,20119
89,307096320101,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2017.0,FEBRUARY,APRIL,major,2019,maize,0.25,ACRE,0.28,,2017/18,YES,2018.0,YES,,,,,35.17588,-15.95099,Southern,Thyolo,30709632,30709
90,308066600046,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,APRIL,APRIL,major,2019,maize,0.27,ACRE,0.54,,2017/18,YES,2018.0,NO,,,,,35.333771,-15.78939,Southern,Mulanje,30806660,30806
91,103071590249,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,MARCH,MARCH,major,2019,maize,0.5,ACRE,0.17,,2017/18,YES,2018.0,NO,,,,,34.22736,-11.77714,North,Nkhatabay,10307159,10307
92,204043160020,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,OCTOBER,2018.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.07,,2018/19,YES,2018.0,NO,,,,,34.156731,-13.73932,Central,Dowa,20404316,20404
93,309066850328,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.22,,2017/18,YES,2018.0,YES,,,,,35.727539,-15.73868,Southern,Phalombe,30906685,30906
94,303115520019,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,NOVEMBER,2018.0,APRIL,APRIL,major,2019,maize,30.0,SQUARE METERS,0.05,,2018/19,YES,2019.0,YES,,,,,35.24765,-15.3204,Southern,Zomba Non-City,30311552,30311
95,202062740290,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,APRIL,APRIL,major,2019,maize,0.25,ACRE,0.15,,2017/18,YES,2018.0,NO,,,,,34.332199,-13.14887,Central,Nkhotakota,20206274,20206
96,101021100229,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,1.0,ACRE,2.02,,2017/18,YES,2018.0,NO,,,,,33.36375,-9.5942202,North,Chitipa,10102110,10102
97,101071180137,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,0.7,ACRE,0.5,,2017/18,YES,2018.0,NO,,,,,33.636909,-10.23974,North,Chitipa,10107118,10107
98,203032900023,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2017.0,JUNE,JUNE,major,2019,maize,0.25,ACRE,0.02,,2017/18,YES,2018.0,NO,,,,,33.84671,-13.38878,Central,Ntchisi,20303290,20303
99,306016030228,RG01,R01,maize,YES,Mixed stand,YES,3/4,DECEMBER,2017.0,MARCH,APRIL,major,2019,maize,1.0,ACRE,8.2,,2017/18,YES,2018.0,YES,,,,,34.519279,-15.68841,Southern,Mwanza,30601603,30601
100,307056230226,RG01,R01,maize,YES,Mixed stand,YES,3/4,NOVEMBER,2018.0,MAY,MAY,major,2019,maize,0.5,ACRE,0.1,,2018/19,YES,2019.0,NO,,,,,35.071701,-16.066931,Southern,Thyolo,30705623,30705
101,203032920140,RG01,R01,maize,YES,Pure stand / Sole,,,DECEMBER,2018.0,JUNE,JUNE,major,2019,maize,0.5,ACRE,0.15,,2018/19,YES,2018.0,YES,,,,,33.88464,-13.48424,Central,Ntchisi,20303292,20303
102,210514550123,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,MAY,MAY,major,2019,maize,1.5,ACRE,,,2017/18,YES,2019.0,YES,,,,,33.805431,-13.99516,Central,Lilongwe City,21051455,21051
103,314337790114,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,NOVEMBER,2018.0,MARCH,APRIL,major,2019,maize,0.25,ACRE,0.07,,2018/19,YES,2019.0,NO,,,,,35.361382,-15.37044,Southern,Zomba City,31433779,31433
104,309066850318,RG01,R01,maize,YES,Row Intercrop,YES,More than 3/4,NOVEMBER,2017.0,APRIL,APRIL,major,2019,maize,15.0,SQUARE METERS,0.24,,2017/18,YES,2018.0,NO,,,,,35.727539,-15.73868,Southern,Phalombe,30906685,30906
105,304045660150,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2017.0,MARCH,APRIL,major,2019,maize,0.25,ACRE,0.11,,2017/18,YES,2018.0,NO,,,,,35.31778,-15.91131,Southern,Chiradzulu,30404566,30404
106,201242580091,RG01,R01,maize,YES,Mixed stand,YES,More than 3/4,DECEMBER,2018.0,MAY,MAY,major,2019,maize,1.0,ACRE,0.88,,2018/19,YES,2019.0,NO,,,,,33.92197,-12.86494,Central,Kasungu,20124258,20124
