,plot_ID,cropCode,hhCultivated_dum,cropStand,plot_fullyCrop,plot_cropFrac,seeding_month,seeding_year,harvestStart_month,harvestEnd_month,season,wave,crop,field_ID,areaPlotReported,areaPlotReported_unit,areaPlotGPS,lastMajor_hhCultOwn_dum,lastMinor_hhCultOwn_dum,harvestStart_year,harvestEnd_year,lastMajor,lastMinor,lon,lat,hh_ID,region,district,ea_ID,tradAuthority_ID
2335,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,2.5,ACRE,0.81,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2336,R04,irish potato,YES,PURE STAND,,,JANUARY,2013.0,MAY,MAY,major,2013,irish potato,RG04,1.5,ACRE,0.5,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2337,R05,sweet potato,YES,PURE STAND,,,JANUARY,2013.0,JULY,AUGUST,major,2013,sweet potato,RG05,2.0,ACRE,1.4299999,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2338,R01,beans,YES,MIXED STAND,YES,,DECEMBER,2012.0,APRIL,APRIL,major,2013,beans,RG01,2.5,ACRE,1.47,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2339,R01,pumpkin leaves,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,JUNE,major,2013,pumpkin leaves,RG01,2.5,ACRE,1.47,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2340,R02,pumpkin leaves,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,JUNE,major,2013,pumpkin leaves,RG02,1.0,ACRE,0.38999999,YES,YES,,,,,33.9457,-13.406,203025390081,Central,Ntchisi,20302539,CHIKHO
2341,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,0.94,YES,NO,,,,,33.8581,-13.3314,203065570442,Central,Ntchisi,20306557,MALENGA
2342,R02,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG02,0.5,ACRE,0.37,YES,NO,,,,,33.8581,-13.3314,203065570442,Central,Ntchisi,20306557,MALENGA
2343,R01,maize,YES,PURE STAND,,,JANUARY,2013.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,0.60000002,YES,NO,,,,,33.679737,-13.996252,203030650039,Central,Lilongwe,20303065,NJEWA
2344,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,1.37,YES,NO,,,,,34.0093,-13.2305,203030650039,Central,Ntchisi,20303065,NTHONDO
2345,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,JUNE,major,2013,groundnut,RG02,1.0,ACRE,0.86000001,YES,NO,,,,,34.0093,-13.2305,203030650039,Central,Ntchisi,20303065,NTHONDO
2346,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,1.5,ACRE,1.08,YES,NO,,,,,34.0093,-13.2305,203030650039,Central,Ntchisi,20303065,NTHONDO
2347,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,2.0,ACRE,1.26,YES,YES,,,,,33.8581,-13.3314,203065570076,Central,Ntchisi,20306557,MALENGA
2348,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG02,1.0,ACRE,1.4,YES,YES,,,,,33.8581,-13.3314,203065570076,Central,Ntchisi,20306557,MALENGA
2349,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,1.0,ACRE,1.35,YES,YES,,,,,33.8581,-13.3314,203065570076,Central,Ntchisi,20306557,MALENGA
2350,R04,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,APRIL,MAY,major,2013,tobacco,RG04,0.5,ACRE,0.14,YES,YES,,,,,33.8581,-13.3314,203065570076,Central,Ntchisi,20306557,MALENGA
2351,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,0.5,ACRE,0.72000003,YES,YES,,,,,34.0093,-13.2305,203030650008,Central,Ntchisi,20303065,NTHONDO
2352,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,JUNE,major,2013,groundnut,RG02,1.0,ACRE,0.74000001,YES,YES,,,,,34.0093,-13.2305,203030650008,Central,Ntchisi,20303065,NTHONDO
2353,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,2.0,ACRE,1.8,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2354,R02,groundnut,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG02,0.25,ACRE,0.30000001,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2355,R03,soyabean,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,JUNE,major,2013,soyabean,RG03,0.5,ACRE,0.69999999,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2356,R01,beans,YES,MIXED STAND,NO,3/4,NOVEMBER,2012.0,MAY,MAY,major,2013,beans,RG01,2.0,ACRE,1.8,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2357,R01,peas,YES,MIXED STAND,NO,1/2,NOVEMBER,2012.0,MAY,MAY,major,2013,peas,RG01,2.0,ACRE,1.8,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2358,R01,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.5,ACRE,1.9,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2359,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG02,0.5,ACRE,0.2,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2360,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,0.5,ACRE,0.1,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2361,R04,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,MARCH,APRIL,major,2013,tobacco,RG04,0.5,ACRE,0.2,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2362,R01,beans,YES,MIXED STAND,NO,1/2,DECEMBER,2012.0,MAY,MAY,major,2013,beans,RG01,1.5,ACRE,1.9,YES,NO,,,,,33.8581,-13.3314,203065570167,Central,Ntchisi,20306557,MALENGA
2363,R01,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG01,0.25,ACRE,0.43000001,YES,NO,,,,,34.0093,-13.2305,203030650058,Central,Ntchisi,20303065,NTHONDO
2364,R02,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG02,1.25,ACRE,1.34,YES,NO,,,,,34.0093,-13.2305,203030650058,Central,Ntchisi,20303065,NTHONDO
2365,R03,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG03,2.0,ACRE,2.8299999,YES,NO,,,,,34.0093,-13.2305,203030650058,Central,Ntchisi,20303065,NTHONDO
2366,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,JUNE,major,2013,maize,RG01,4.0,ACRE,,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2367,R02,soyabean,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,soyabean,RG02,2.0,ACRE,,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2368,R03,maize,YES,PURE STAND,,,NOVEMBER,2012.0,JUNE,MAY,major,2013,maize,RG03,5.0,ACRE,8.3599997,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2369,R04,groundnut,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG04,2.0,ACRE,3.75,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2370,R05,soyabean,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,soyabean,RG05,0.25,ACRE,0.31,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2371,R06,soyabean,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,soyabean,RG06,2.0,ACRE,2.8499999,YES,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA
2372,,,NO,,,,,,,,major,2013,,,,,,NO,NO,,,,,33.8581,-13.3314,203065570030,Central,Ntchisi,20306557,MALENGA/KALUMO
2373,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,3.0,ACRE,3.04,YES,NO,,,,,34.0093,-13.2305,203030650044,Central,Ntchisi,20303065,NTHONDO
2374,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG02,0.5,ACRE,1.01,YES,NO,,,,,34.0093,-13.2305,203030650044,Central,Ntchisi,20303065,NTHONDO
2375,R03,soyabean,YES,PURE STAND,,,JANUARY,2013.0,JUNE,JUNE,major,2013,soyabean,RG03,1.0,ACRE,0.86000001,YES,NO,,,,,34.0093,-13.2305,203030650044,Central,Ntchisi,20303065,NTHONDO
2376,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.5,ACRE,1.74,YES,NO,,,,,33.8581,-13.3314,203065570465,Central,Ntchisi,20306557,MALENGA
2377,R02,tobacco,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,MAY,major,2013,tobacco,RG02,1.5,ACRE,0.94999999,YES,NO,,,,,33.8581,-13.3314,203065570465,Central,Ntchisi,20306557,MALENGA
2378,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,0.5,ACRE,0.43000001,YES,NO,,,,,33.8581,-13.3314,203065570465,Central,Ntchisi,20306557,MALENGA
2379,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,0.5,ACRE,0.14,YES,NO,,,,,33.8581,-13.3314,203065570465,Central,Ntchisi,20306557,MALENGA/KALUMO
2380,R02,soyabean,YES,PURE STAND,,,JANUARY,2013.0,JUNE,JUNE,major,2013,soyabean,RG02,0.5,ACRE,0.14,YES,NO,,,,,33.8581,-13.3314,203065570465,Central,Ntchisi,20306557,MALENGA/KALUMO
2381,R01,maize,YES,MIXED STAND,YES,,DECEMBER,2013.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,2.0,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2382,R02,groundnut,YES,MIXED STAND,YES,,JANUARY,2013.0,AUGUST,AUGUST,major,2013,groundnut,RG02,1.0,ACRE,1.15,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2383,R01,pumpkin leaves,YES,MIXED STAND,YES,,DECEMBER,2013.0,JANUARY,MARCH,major,2013,pumpkin leaves,RG01,1.0,ACRE,2.0,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2384,R01,okra,YES,MIXED STAND,YES,,DECEMBER,2013.0,FEBRUARY,MAY,major,2013,okra,RG01,1.0,ACRE,2.0,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2385,R02,soyabean,YES,MIXED STAND,YES,,JANUARY,2013.0,MAY,MAY,major,2013,soyabean,RG02,1.0,ACRE,1.15,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2386,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,2.4100001,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2387,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JULY,JULY,major,2013,groundnut,RG02,0.5,ACRE,0.69999999,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2388,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,0.30000001,ACRE,0.40000001,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2389,R04,tobacco,YES,MIXED STAND,YES,,DECEMBER,2012.0,FEBRUARY,MARCH,major,2013,tobacco,RG02,0.5,ACRE,0.69999999,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2390,R04,pumpkin leaves,YES,MIXED STAND,YES,,DECEMBER,2012.0,JANUARY,APRIL,major,2013,pumpkin leaves,RG02,0.5,ACRE,0.69999999,YES,NO,,,,,34.0093,-13.2305,203030650026,Central,Ntchisi,20303065,NTHONDO
2391,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,4.4699998,YES,YES,,,,,34.0093,-13.2305,203030650069,Central,Ntchisi,20303065,NTHONDO
2392,R02,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG02,1.0,ACRE,2.4400001,YES,YES,,,,,34.0093,-13.2305,203030650069,Central,Ntchisi,20303065,NTHONDO
2393,R03,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JULY,JULY,major,2013,groundnut,RG03,1.0,ACRE,1.0,YES,YES,,,,,34.0093,-13.2305,203030650069,Central,Ntchisi,20303065,NTHONDO
2394,R04,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG04,0.5,ACRE,0.68000001,YES,YES,,,,,34.0093,-13.2305,203030650069,Central,Ntchisi,20303065,NTHONDO
2395,R02,beans,YES,MIXED STAND,YES,,DECEMBER,2012.0,MAY,MAY,major,2013,beans,RG02,1.0,ACRE,2.4400001,YES,YES,,,,,34.0093,-13.2305,203030650069,Central,Ntchisi,20303065,NTHONDO
2396,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JULY,JULY,major,2013,maize,RG01,2.5,ACRE,2.1600001,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2397,R02,tobacco,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,APRIL,major,2013,tobacco,RG02,1.5,ACRE,1.8,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2398,R02,pumpkin leaves,YES,MIXED STAND,YES,,DECEMBER,2012.0,JANUARY,MARCH,major,2013,pumpkin leaves,RG02,1.5,ACRE,1.8,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2399,R03,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG03,0.5,ACRE,0.31999999,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2400,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.5,ACRE,0.69,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENKA
2401,R02,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,FEBRUARY,APRIL,major,2013,tobacco,RG02,1.0,ACRE,0.80000001,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENKA
2402,R03,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG03,1.5,ACRE,0.41,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENKA
2403,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.0,ACRE,4.0300002,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2404,R02,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG02,0.5,ACRE,0.82999998,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2405,R03,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,JUNE,major,2013,groundnut,RG03,0.5,ACRE,0.28999999,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2406,R04,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,APRIL,APRIL,major,2013,soyabean,RG03,0.5,ACRE,0.47,YES,YES,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2407,R01,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,FEBRUARY,MARCH,major,2013,tobacco,RG01,1.0,ACRE,0.23,YES,NO,,,,,33.8581,-13.3314,203065570282,Central,Ntchisi,20306557,MALENGA
2408,R01,maize,YES,PURE STAND,,,JANUARY,2013.0,MAY,JUNE,major,2013,maize,RG01,1.0,ACRE,3.3,YES,YES,,,,,34.0093,-13.2305,203030650013,Central,Ntchisi,20303065,NTHONDO
2409,R02,groundnut,YES,PURE STAND,,,JANUARY,2013.0,JUNE,JUNE,major,2013,groundnut,RG02,1.0,ACRE,1.0,YES,YES,,,,,34.0093,-13.2305,203030650013,Central,Ntchisi,20303065,NTHONDO
2410,R03,soyabean,YES,PURE STAND,,,JANUARY,2013.0,JUNE,JUNE,major,2013,soyabean,RG03,1.0,ACRE,0.69999999,YES,YES,,,,,34.0093,-13.2305,203030650013,Central,Ntchisi,20303065,NTHONDO
2411,R01,maize,YES,MIXED STAND,,,NOVEMBER,2012.0,APRIL,MAY,major,2013,maize,RG01,1.0,ACRE,1.08,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2412,R02,tobacco,YES,MIXED STAND,,,NOVEMBER,2012.0,JANUARY,MARCH,major,2013,tobacco,RG02,1.0,ACRE,0.31,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2413,R03,groundnut,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,JUNE,major,2013,groundnut,RG03,0.5,ACRE,0.5,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2414,R04,soyabean,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,MAY,major,2013,soyabean,RG04,0.5,ACRE,0.80000001,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2415,R01,peas,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,peas,RG01,1.0,ACRE,1.08,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2416,R02,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2012.0,MARCH,APRIL,major,2013,pumpkin leaves,RG02,1.0,ACRE,0.31,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2417,R04,beans,YES,MIXED STAND,NO,3/4,NOVEMBER,2012.0,APRIL,MAY,major,2013,beans,RG04,0.5,ACRE,0.80000001,YES,YES,,,,,33.8581,-13.3314,203065570099,Central,Ntchisi,20306557,MALENGA
2418,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,3.0,ACRE,3.1400001,YES,YES,,,,,34.0093,-13.2305,203030650093,Central,Ntchisi,20303065,NTHONDO
2419,R02,groundnut,YES,PURE STAND,,,NOVEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG02,0.5,ACRE,0.82999998,YES,YES,,,,,34.0093,-13.2305,203030650093,Central,Ntchisi,20303065,NTHONDO
2420,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.5,ACRE,1.5,YES,NO,,,,,33.8581,-13.3314,203065570305,Central,Ntchisi,20306557,MALENGA
2421,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG02,0.5,ACRE,0.5,YES,NO,,,,,33.8581,-13.3314,203065570305,Central,Ntchisi,20306557,MALENGA
2422,R03,soyabean,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG03,0.5,ACRE,0.80000001,YES,NO,,,,,33.8581,-13.3314,203065570305,Central,Ntchisi,20306557,MALENGA
2423,R04,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,FEBRUARY,APRIL,major,2013,tobacco,RG04,1.0,HECTARE,1.7,YES,NO,,,,,33.8581,-13.3314,203065570305,Central,Ntchisi,20306557,MALENGA
2424,R05,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG05,1.0,ACRE,1.8,YES,NO,,,,,33.8581,-13.3314,203065570305,Central,Ntchisi,20306557,MALENGA
2425,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.0,ACRE,1.2,YES,NO,,,,,35.500423,-14.715609,203065570305,South,Mangochi,20306557,MALENGA
2426,R02,tobacco,YES,PURE STAND,,,DECEMBER,2012.0,FEBRUARY,MARCH,major,2013,tobacco,RG02,1.0,ACRE,1.0,YES,NO,,,,,35.500423,-14.715609,203065570305,South,Mangochi,20306557,MALENGA
2427,R03,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG03,0.5,ACRE,0.5,YES,NO,,,,,35.500423,-14.715609,203065570305,South,Mangochi,20306557,MALENGA
2428,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,0.75,ACRE,1.28,YES,YES,,,,,34.0093,-13.2305,203030650094,Central,Ntchisi,20303065,NTHONDO
2429,R02,groundnut,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG01,0.25,ACRE,0.47999999,YES,YES,,,,,34.0093,-13.2305,203030650094,Central,Ntchisi,20303065,NTHONDO
2430,,,,,,,,,,,major,2013,,,,,,NO,YES,,,,,34.0093,-13.2305,203030650094,Central,Ntchisi,20303065,NTHONDO
2431,R01,maize,YES,MIXED STAND,,MORE THAN 3/4,NOVEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,0.5,ACRE,0.34,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2432,R02,tobacco,YES,MIXED STAND,,1/4,NOVEMBER,2012.0,JANUARY,MARCH,major,2013,tobacco,RG02,0.5,ACRE,0.75999999,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2433,R01,beans,YES,MIXED STAND,YES,,NOVEMBER,2012.0,MAY,MAY,major,2013,beans,RG01,0.5,ACRE,0.34,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2434,R02,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JANUARY,MARCH,major,2013,pumpkin leaves,RG02,0.5,ACRE,0.75999999,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2435,R03,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG03,0.60000002,ACRE,0.44,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2436,R03,beans,YES,MIXED STAND,YES,,NOVEMBER,2012.0,MAY,MAY,major,2013,beans,RG03,0.60000002,ACRE,0.44,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2437,R04,groundnut,YES,PURE STAND,YES,,NOVEMBER,2012.0,JUNE,JUNE,major,2013,groundnut,RG04,0.30000001,ACRE,0.13,YES,NO,,,,,33.8581,-13.3314,203065570350,Central,Ntchisi,20306557,MALENGA
2438,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2013.0,APRIL,APRIL,major,2013,maize,RG01,1.5,ACRE,1.0,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2439,R01,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2013.0,JANUARY,APRIL,major,2013,pumpkin leaves,RG01,1.5,ACRE,1.0,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2440,R01,beans,YES,MIXED STAND,YES,,NOVEMBER,2013.0,APRIL,APRIL,major,2013,beans,RG01,1.5,ACRE,1.0,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2441,R02,groundnut,YES,MIXED STAND,YES,,NOVEMBER,2013.0,APRIL,APRIL,major,2013,groundnut,RG01,1.0,ACRE,0.80000001,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2442,R02,peas,YES,MIXED STAND,YES,,NOVEMBER,2013.0,MARCH,MARCH,major,2013,peas,RG01,1.0,ACRE,0.80000001,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2443,R03,soyabean,YES,MIXED STAND,YES,,NOVEMBER,2013.0,MARCH,MARCH,major,2013,soyabean,RG01,0.5,ACRE,0.89999998,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2444,R03,beans,YES,MIXED STAND,YES,,NOVEMBER,2013.0,APRIL,APRIL,major,2013,beans,RG01,0.5,ACRE,0.89999998,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2445,R04,tobacco,YES,MIXED STAND,YES,,NOVEMBER,2013.0,JANUARY,MARCH,major,2013,tobacco,RG01,1.0,ACRE,0.69999999,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2446,R04,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2013.0,JANUARY,APRIL,major,2013,pumpkin leaves,RG01,1.0,ACRE,0.69999999,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2447,R05,beans,YES,MIXED STAND,YES,,NOVEMBER,2013.0,APRIL,APRIL,major,2013,beans,RG01,0.5,ACRE,0.2,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2448,R05,pigeonpea,YES,MIXED STAND,NO,1/4,NOVEMBER,2013.0,JULY,AUGUST,major,2013,pigeonpea,RG01,0.5,ACRE,0.2,YES,NO,,,,,34.0093,-13.2305,203030650031,Central,Ntchisi,20303065,NTHONDO
2449,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,JUNE,JUNE,major,2013,maize,RG01,1.0,ACRE,1.4,YES,NO,,,,,33.8581,-13.3314,203065570373,Central,Ntchisi,20306557,MALENGA
2450,R02,soyabean,YES,MIXED STAND,YES,,DECEMBER,2012.0,MAY,MAY,major,2013,soyabean,RG01,0.5,ACRE,0.63999999,YES,NO,,,,,33.8581,-13.3314,203065570373,Central,Ntchisi,20306557,MALENGA
