,hh_ID,field_ID,plot_ID,cropCode_detailed,cropCode,hhCultivated_dum,cropStand,plot_fullyCrop,plot_cropFrac,seeding_month,seeding_year,harvestStart_month,harvestEnd_month,season,wave,crop,areaPlotReported,areaPlotReported_unit,areaPlotGPS,plot_cropFrac_secondary,areaPlotReported_unitOther,lastMajor,lastMajor_hhCultOwn_dum,lastMinor,lastMinor_hhCultOwn_dum,cropCode_other,harvestStart_year,harvestEnd_year,lon,lat,region,district,ea_ID,tradAuthority_ID
2297,104011740041,RG01,R01,TOBACCO: BURLEY,tobacco,yes,Mixed stand,yes,More than 3/4,december,2015.0,march,may,major,2016,tobacco,1.0,acre,1.59,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2298,104011740041,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,no,Less than 1/4,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,1.59,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2299,104011740041,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,march,may,major,2016,tobacco,0.5,acre,0.72,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2300,104011740041,RG03,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,april,april,major,2016,maize,1.0,acre,0.94,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2301,104011740041,RG03,R01,beans,beans,yes,Mixed stand,no,3/4,december,2015.0,february,march,major,2016,beans,1.0,acre,0.94,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2302,104011740041,RG03,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,0.94,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2303,104011740057,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,june,july,major,2016,maize,2.0,acre,4.08,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2304,104011740057,RG01,R01,SWEET POTATO,sweet potato,yes,Mixed stand,no,Less than 1/4,december,2015.0,may,july,major,2016,sweet potato,2.0,acre,4.08,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2305,104011740057,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,no,1/2,december,2015.0,february,may,major,2016,pumpkin leaves,2.0,acre,4.08,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2306,104011740065,RG01,R01,MAIZE: HYBRID RECYCLED,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,may,may,major,2016,maize,1.0,acre,1.15,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2307,104011740065,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,Less than 1/4,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,1.15,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2308,104011740073,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,may,may,major,2016,maize,1.0,acre,1.02,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2309,104011740073,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,Less than 1/4,december,2015.0,february,april,major,2016,pumpkin leaves,1.0,acre,1.02,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2310,104011740081,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,1/4,december,2015.0,may,may,major,2016,maize,2.0,acre,3.77,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2311,104011740081,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,1/2,december,2015.0,february,may,major,2016,pumpkin leaves,2.0,acre,3.77,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2312,104011740089,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,may,may,major,2016,maize,1.0,acre,1.38,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2313,104011740089,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,1/4,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,1.38,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2314,104011740105,RG01,R01,MAIZE: LOCAL,maize,no,Pure stand / Sole,,,january,2016.0,may,june,major,2016,maize,1.0,acre,0.98,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2315,104011740113,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,no,3/4,january,2016.0,may,june,major,2016,maize,1.5,acre,2.0,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2316,104011740113,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,no,1/2,january,2016.0,march,june,major,2016,pumpkin leaves,1.5,acre,2.0,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2317,104011740113,RG01,R02,TOBACCO: OTHER SPECIFY,tobacco,yes,Pure stand / Sole,,,december,2015.0,february,april,major,2016,tobacco,1.0,acre,0.7,,,2015/16,yes,2016.0,no,,,,33.649999,-10.961302,North,Rumphi,10401174,1
2318,104011750009,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,november,2014.0,april,may,major,2016,maize,1.0,acre,0.32,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2319,104011750009,RG02,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,november,2014.0,april,april,major,2016,groundnut,0.5,acre,0.2,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2320,104011750017,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,maize,1.5,acre,1.03,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2321,104011750036,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,maize,1.5,acre,1.9,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2322,104011750036,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2014.0,february,may,major,2016,tobacco,1.75,acre,1.6,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2323,104011750045,RG01,R01,MAIZE: HYBRID RECYCLED,maize,yes,Pure stand / Sole,,,december,2014.0,april,april,major,2016,maize,1.0,acre,0.75,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2324,104011750054,RG01,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,november,2014.0,march,april,major,2016,tobacco,1.0,acre,0.2,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2325,104011750054,RG01,R02,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,march,april,major,2016,maize,1.0,acre,0.19,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2326,104011750062,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,november,2014.0,april,may,major,2016,maize,1.5,acre,1.19,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2327,104011750062,RG03,R01,OTHER (SPECIFY),other,yes,Pure stand / Sole,,,january,2014.0,may,june,major,2016,other,0.5,acre,0.16,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2328,104011750062,RG04,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2014.0,january,april,major,2016,tobacco,1.0,acre,0.79,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2329,104011750072,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,maize,1.0,acre,1.4,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2330,104011750072,RG02,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,december,2014.0,may,june,major,2016,groundnut,0.75,acre,0.5,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2331,104011750081,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,november,2014.0,may,june,major,2016,maize,2.0,acre,3.29,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2332,104011750081,RG02,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,november,2014.0,may,june,major,2016,groundnut,1.0,acre,0.91,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2333,104011750081,RG03,,,,,,,,,,,,major,2016,,,,,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2334,104011750099,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,maize,2.0,acre,3.1,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2335,104011750099,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2014.0,february,may,major,2016,tobacco,1.0,acre,1.3,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2336,104011750109,RG02,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,january,2015.0,april,may,major,2016,maize,1.0,acre,0.75,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2337,104011750109,RG03,R01,MAIZE: HYBRID RECYCLED,maize,yes,Pure stand / Sole,,,january,2015.0,june,june,major,2016,maize,2.0,acre,,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2338,104011750135,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,maize,1.0,acre,0.9,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2339,104011750135,RG02,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,december,2014.0,april,may,major,2016,groundnut,0.75,acre,1.1,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2340,104011750170,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,november,2014.0,may,may,major,2016,maize,100.0,SQUARE METERS,1.98,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2341,104011750170,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2014.0,january,april,major,2016,tobacco,2.0,acre,0.93,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2342,104011750170,RG03,R01,soyabean,soyabean,yes,Pure stand / Sole,,,december,2014.0,may,may,major,2016,soyabean,1.0,acre,0.25,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2343,104011750187,RG01,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,january,2015.0,may,june,major,2016,groundnut,1.0,acre,1.15,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2344,104011750187,RG01,R02,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2014.0,march,may,major,2016,maize,1.0,acre,1.23,,,2014/15,yes,2015.0,no,,,,33.537786,-11.02323,North,Rumphi,10401175,1
2345,104011760002,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,june,july,major,2016,maize,1.0,acre,1.01,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2346,104011760002,RG01,R01,beans,beans,yes,Mixed stand,yes,Less than 1/4,december,2015.0,march,march,major,2016,beans,1.0,acre,1.01,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2347,104011760002,RG02,R01,TOBACCO: NNDF,tobacco,yes,Pure stand / Sole,,,december,2015.0,february,march,major,2016,tobacco,0.5,acre,0.7,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2348,104011760008,RG01,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,march,may,major,2016,tobacco,1.0,acre,0.72,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2349,104011760008,RG02,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,may,june,major,2016,maize,1.0,acre,0.86,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2350,104011760008,RG02,R01,beans,beans,yes,Mixed stand,yes,Less than 1/4,december,2015.0,june,june,major,2016,beans,1.0,acre,0.86,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2351,104011760008,RG02,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,0.86,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2352,104011760008,RG03,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2015.0,may,may,major,2016,maize,0.5,acre,0.56,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2353,104011760012,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2015.0,april,may,major,2016,maize,2.0,acre,1.73,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2354,104011760012,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,april,may,major,2016,tobacco,0.5,acre,0.33,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2355,104011760014,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,3/4,december,2015.0,june,july,major,2016,maize,1.0,acre,1.91,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2356,104011760014,RG01,R01,beans,beans,yes,Mixed stand,yes,Less than 1/4,december,2015.0,march,march,major,2016,beans,1.0,acre,1.91,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2357,104011760014,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,april,major,2016,pumpkin leaves,1.0,acre,1.91,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2358,104011760014,RG01,R02,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,july,july,major,2016,maize,0.25,acre,0.13,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2359,104011760014,RG01,R02,beans,beans,yes,Mixed stand,yes,More than 3/4,december,2015.0,march,march,major,2016,beans,0.25,acre,0.13,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2360,104011760014,RG01,R02,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,april,major,2016,pumpkin leaves,0.25,acre,0.13,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2361,104011760014,RG01,R03,SWEET POTATO,sweet potato,yes,Pure stand / Sole,,,december,2015.0,may,may,major,2016,sweet potato,0.25,acre,0.18,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2362,104011760020,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,june,july,major,2016,maize,1.0,acre,1.02,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2363,104011760020,RG01,R01,beans,beans,yes,Mixed stand,yes,Less than 1/4,december,2015.0,june,june,major,2016,beans,1.0,acre,1.02,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2364,104011760020,RG02,R01,TOBACCO: SDF,tobacco,yes,Pure stand / Sole,,,december,2015.0,january,april,major,2016,tobacco,1.0,acre,0.66,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2365,104011760026,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2015.0,june,june,major,2016,maize,1.0,acre,2.1,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2366,104011760026,RG02,R01,TOBACCO: OTHER SPECIFY,tobacco,yes,Mixed stand,yes,More than 3/4,december,2015.0,march,may,major,2016,tobacco,2.0,acre,1.98,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2367,104011760026,RG02,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,january,april,major,2016,pumpkin leaves,2.0,acre,1.98,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2368,104011760032,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,3/4,december,2015.0,june,june,major,2016,maize,2.0,acre,3.02,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2369,104011760032,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,april,major,2016,pumpkin leaves,2.0,acre,3.02,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2370,104011760032,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Mixed stand,yes,More than 3/4,december,2015.0,january,april,major,2016,tobacco,1.0,acre,0.8,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2371,104011760038,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,may,may,major,2016,maize,1.0,acre,0.89,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2372,104011760038,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,february,april,major,2016,pumpkin leaves,1.0,acre,0.89,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2373,104011760044,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,december,2015.0,june,june,major,2016,maize,0.75,acre,1.0,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2374,104011760044,RG01,R02,TOBACCO: ORIENTAL,tobacco,yes,Mixed stand,yes,More than 3/4,december,2015.0,march,may,major,2016,tobacco,0.25,acre,0.7,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2375,104011760044,RG01,R02,nkhwani,pumpkin leaves,yes,Mixed stand,no,More than 3/4,december,2015.0,february,april,major,2016,pumpkin leaves,0.25,acre,0.7,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2376,104011760050,RG01,R01,SWEET POTATO,sweet potato,yes,Pure stand / Sole,,,january,2016.0,april,april,major,2016,sweet potato,100.0,SQUARE METERS,0.1,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2377,104011760056,RG01,R01,MAIZE: HYBRID,maize,yes,Pure stand / Sole,,,december,2015.0,june,july,major,2016,maize,1.0,acre,0.83,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2378,104011760074,RG01,R01,MAIZE: HYBRID RECYCLED,maize,yes,Pure stand / Sole,,,december,2015.0,may,may,major,2016,maize,1.0,acre,1.26,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2379,104011760074,RG01,R02,GROUNDNUT: CG7,groundnut,yes,Pure stand / Sole,,,december,2015.0,april,april,major,2016,groundnut,0.5,acre,0.83,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2380,104011760074,RG01,R03,SWEET POTATO,sweet potato,yes,Pure stand / Sole,,,december,2015.0,april,november,major,2016,sweet potato,0.5,acre,0.31,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2381,104011760080,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,3/4,december,2015.0,july,july,major,2016,maize,2.0,acre,2.29,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2382,104011760080,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,3/4,december,2015.0,march,july,major,2016,pumpkin leaves,2.0,acre,2.29,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2383,104011760086,RG01,R01,MAIZE: HYBRID RECYCLED,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,june,june,major,2016,maize,1.0,acre,1.37,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2384,104011760086,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,no,1/2,december,2015.0,february,may,major,2016,pumpkin leaves,1.0,acre,1.37,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2385,104011760086,RG01,R02,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,february,april,major,2016,tobacco,1.0,acre,1.13,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2386,104011760092,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,3/4,december,2015.0,may,may,major,2016,maize,1.0,acre,1.85,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2387,104011760092,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,no,1/2,december,2015.0,january,may,major,2016,pumpkin leaves,1.0,acre,1.85,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2388,104011760092,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,february,april,major,2016,tobacco,2.0,acre,2.21,,,2015/16,yes,2016.0,no,,,,33.65402,-10.977621,North,Rumphi,10401176,1
2389,104011770014,RG01,R01,MAIZE: HYBRID,maize,yes,Mixed stand,no,More than 3/4,november,2015.0,june,june,major,2016,maize,0.5,acre,0.62,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2390,104011770014,RG01,R01,GROUNDNUT: CHALIMBANA,groundnut,yes,Mixed stand,yes,3/4,july,2015.0,july,july,major,2016,groundnut,0.5,acre,0.62,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2391,104011770014,RG02,R01,MAIZE: HYBRID,maize,yes,Mixed stand,yes,More than 3/4,november,2015.0,june,june,major,2016,maize,0.25,acre,0.38,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2392,104011770014,RG02,R01,beans,beans,yes,Mixed stand,yes,3/4,november,2015.0,july,july,major,2016,beans,0.25,acre,0.38,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2393,104011770014,RG02,R02,beans,beans,yes,Mixed stand,yes,3/4,november,2015.0,july,july,major,2016,beans,0.25,acre,0.25,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2394,104011770028,RG01,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,december,2015.0,june,june,major,2016,maize,0.25,acre,0.23,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2395,104011770028,RG02,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,december,2015.0,june,june,major,2016,maize,35.0,SQUARE METERS,0.04,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2396,104011770028,RG03,R01,MAIZE: LOCAL,maize,yes,Pure stand / Sole,,,december,2015.0,july,july,major,2016,maize,0.5,acre,0.74,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2397,104011770028,RG03,R02,TOBACCO: OTHER SPECIFY,tobacco,yes,Pure stand / Sole,,,november,2015.0,february,april,major,2016,tobacco,0.5,acre,0.66,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2398,104011770028,RG03,R03,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,december,2015.0,may,may,major,2016,groundnut,0.5,acre,0.51,,,2015/16,yes,2016.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2399,104011770058,RG01,R01,MAIZE: LOCAL,maize,yes,Mixed stand,yes,More than 3/4,december,2015.0,june,june,major,2016,maize,1.0,acre,1.18,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2400,104011770058,RG01,R01,nkhwani,pumpkin leaves,yes,Mixed stand,yes,More than 3/4,december,2015.0,march,august,major,2016,pumpkin leaves,1.0,acre,1.18,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2401,104011770058,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,january,2016.0,march,june,major,2016,tobacco,0.5,acre,0.89,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2402,104011770086,RG01,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,march,april,major,2016,tobacco,0.75,acre,,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2403,104011770086,RG01,R02,MAIZE: HYBRID,maize,yes,Mixed stand,yes,3/4,november,2015.0,may,may,major,2016,maize,0.75,acre,,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2404,104011770086,RG01,R02,soyabean,soyabean,yes,Mixed stand,yes,3/4,november,2015.0,march,march,major,2016,soyabean,0.75,acre,,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2405,104011770086,RG01,R03,GROUNDNUT: CHALIMBANA,groundnut,yes,Pure stand / Sole,,,november,2015.0,april,april,major,2016,groundnut,0.5,acre,,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
2406,104011770086,RG02,R01,TOBACCO: BURLEY,tobacco,yes,Pure stand / Sole,,,december,2015.0,march,april,major,2016,tobacco,1.0,acre,1.16,,,2015/16,yes,2015.0,no,,,,33.738524,-10.970504,North,Rumphi,10401177,1
