country,adm1,adm2,adm3,adm4,lat,lon,GPS_level,hhID,fieldID,plotID,crop,plot_area_measured_ha,plot_area_reported_ha,plot_area_reported_localUnit,localUnit_area,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,harvest_year,harvest_month,dataset_name,dataset_doi
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150001,,r1,maize,0.2873267978933911,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150001,,r2,maize,0.1416399707355187,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150001,,r2,groundnut,0.1416399707355187,0.2023428211176788,0.5,acre,50.0,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150001,,r3,maize,0.0768902720247179,0.1011714105588394,0.25,acre,,2010.0,1.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150001,,r2,sunflower,0.1416399707355187,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150004,,r1,sunflower,0.2266239596518003,0.4046856422353577,1.0,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150004,,r1,maize,0.2266239596518003,0.4046856422353577,1.0,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150004,,r1,pea,0.2266239596518003,0.4046856422353577,1.0,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150004,,r2,sunflower,0.7729495766695331,0.6070284633530365,1.5,acre,,2009.0,12.0,,4.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150004,,r2,maize,0.7729495766695331,0.6070284633530365,1.5,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150021,,r1,beans,0.6758250225330473,0.4046856422353577,1.0,acre,,2010.0,1.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150021,,r1,maize,0.6758250225330473,0.4046856422353577,1.0,acre,,2010.0,1.0,,6.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r3,maize,0.3561233651671148,0.4046856422353577,1.0,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r2,pumpkin leaves,0.1335462659845244,0.2023428211176788,0.5,acre,,2009.0,12.0,,,,,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r3,beans,0.3561233651671148,0.4046856422353577,1.0,acre,,2009.0,12.0,,4.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r1,maize,0.2225771072763031,0.3035142316765182,0.75,acre,,2010.0,1.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r4,groundnut,0.1254525490929608,0.1011714105588394,0.25,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150022,,r2,maize,0.1335462659845244,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150026,,r1,maize,0.335889074961634,0.6070284633530365,1.5,acre,50.0,2009.0,12.0,,7.0,,7.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150026,,r2,maize,0.7850901864051582,0.8093712844707154,2.0,acre,,2009.0,12.0,,6.0,,7.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150026,,r1,beans,0.335889074961634,0.6070284633530365,1.5,acre,,2009.0,12.0,,4.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150028,,r3,groundnut,0.1214056967174637,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150028,,r2,beans,0.6070284633530365,0.2023428211176788,0.5,acre,,2010.0,1.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150028,,r4,sweet potato,0.028327994956475,0.1011714105588394,0.25,acre,,2010.0,2.0,,5.0,,6.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150028,,r1,maize,0.1618742609409995,0.4046856422353577,1.0,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150028,,r2,maize,0.6070284633530365,0.2023428211176788,0.5,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150034,,r2,tobacco,0.3237485178351426,0.2023428211176788,0.5,acre,,2009.0,12.0,,4.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150034,,r1,maize,0.1618742609409995,0.8093712844707154,2.0,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150034,,r4,maize,0.2428113934349274,0.1011714105588394,0.25,acre,,2009.0,12.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150034,,r3,soybean,0.0809371284470715,0.1011714105588394,0.25,acre,,2010.0,2.0,,5.0,,5.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
Malawi,northern,chitipa,,,-9.5044603,33.230202,3,101012150038,,r1,maize,0.0445154206458893,0.2023428211176788,0.5,acre,50.0,2010.0,1.0,,7.0,,7.0,,,mwi_2010_ihs-iii_v01_m,https://doi.org/10.48529/w1jq-qh85
