ea_id,com_ca01,com_ca02,com_ca06,com_ca07,com_ca07a,com_ca07b,com_ca07c,com_ca12,com_ca13,com_ca13a,com_ca13b,com_ca13c,com_ca17,com_ca18,com_ca19,com_ca20,com_ca21,com_ca22,com_ca23,com_ca24
20201206,Nkhota kota,1,50,12 Mar 11,12,3,2011,59,18 Mar 11,18,3,2011,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20201264,Nkhota kota,1,50,23 Dec 10,23,12,2010,59,22 Jan 11,22,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20201269,Nkhota kota,1,50,16 Jun 10,16,6,2010,59,07 Jul 10,7,7,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20201354,Nkhota kota,1,50,30 Sep 10,30,9,2010,59,06 Oct 10,6,10,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20201450,Nkhota kota,1,50,01 Jun 10,1,6,2010,59,08 Jul 10,8,7,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20201646,Nkhota kota,1,50,15 Jul 10,15,7,2010,59,22 Jul 10,22,7,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20202343,Nkhota kota,2,50,20 Jan 11,20,1,2011,59,26 Jan 11,26,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20203135,Nkhota kota,3,50,28 Oct 10,28,10,2010,59,01 Nov 10,1,11,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20203494,Nkhota kota,3,50,10 Apr 10,10,4,2010,59,26 May 10,26,5,2010,no,no,yes,no,no,yes,BURNT BRICKS,grass
20203656,Nkhota kota,3,50,09 Sep 10,9,9,2010,59,15 Sep 10,15,9,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20203694,Nkhota kota,3,50,20 Feb 11,20,2,2011,59,26 Feb 11,26,2,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20204124,Nkhota kota,4,50,03 Jun 10,3,6,2010,59,08 Jul 10,8,7,2010,yes,no,yes,no,no,yes,BURNT BRICKS,grass
20204712,Nkhota kota,4,50,13 Nov 10,13,11,2010,59,15 Nov 10,15,11,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20205207,Nkhota kota,5,50,24 Sep 10,24,9,2010,59,02 Oct 10,2,10,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20205484,Nkhota kota,5,50,16 Sep 10,16,9,2010,59,19 Sep 10,19,9,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20205525,Nkhota kota,5,50,14 Jan 11,14,1,2011,59,26 Jan 11,26,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20205634,Nkhota kota,5,50,19 Oct 10,19,10,2010,59,27 Oct 10,27,10,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20205700,Nkhota kota,5,50,22 Mar 11,22,3,2011,59,23 Mar 11,23,3,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20205721,Nkhota kota,5,50,13 Jun 10,13,6,2010,59,07 Jul 10,7,7,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20206243,Nkhota kota,6,50,21 Oct 10,21,10,2010,59,01 Nov 10,1,11,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20206362,Nkhota kota,6,50,03 Apr 10,3,4,2010,59,26 May 10,26,5,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20220038,Nkhota kota,20,50,23 Feb 11,23,2,2011,59,01 Mar 11,1,3,2011,yes,yes,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20220153,Nkhota kota,20,50,04 Sep 10,4,9,2010,59,08 Sep 10,8,9,2010,yes,yes,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
20301075,Ntchisi,1,50,06 Feb 11,6,2,2011,59,10 Feb 11,10,2,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20302432,Ntchisi,2,50,19 Dec 10,19,12,2010,59,22 Jan 11,22,1,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20302539,Ntchisi,2,50,27 Apr 10,27,4,2010,59,26 May 10,26,5,2010,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20302592,Ntchisi,2,50,18 Nov 10,18,11,2010,59,19 Nov 10,19,11,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20303065,Ntchisi,3,50,08 Jun 10,8,6,2010,59,07 Jul 10,7,7,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20303447,Ntchisi,3,50,26 Mar 11,26,3,2011,59,27 Mar 11,27,3,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20303654,Ntchisi,3,50,09 Dec 10,9,12,2010,59,19 Dec 10,19,12,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304084,Ntchisi,4,50,12 Jul 10,12,7,2010,59,22 Jul 10,22,7,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304164,Ntchisi,4,50,11 Oct 10,11,10,2010,59,18 Oct 10,18,10,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304285,Ntchisi,4,50,08 Jan 11,8,1,2011,59,22 Jan 11,22,1,2011,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304314,Ntchisi,4,50,24 Mar 10,24,3,2010,59,26 May 10,26,5,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304662,Ntchisi,4,50,10 Feb 11,10,2,2011,59,12 Feb 11,12,2,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20304680,Ntchisi,4,50,23 Nov 10,23,11,2010,59,25 Nov 10,25,11,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20305023,Ntchisi,5,50,02 Dec 10,2,12,2010,59,19 Dec 10,19,12,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),CLAY TILES
20305172,Ntchisi,5,50,21 Sep 10,21,9,2010,59,22 Sep 10,22,9,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20305301,Ntchisi,5,50,26 Aug 10,26,8,2010,59,26 Aug 10,26,8,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20305340,Ntchisi,5,50,06 Jul 10,6,7,2010,59,08 Jul 10,8,7,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20305382,Ntchisi,5,50,05 Mar 11,5,3,2011,59,06 Mar 11,6,3,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20305717,Ntchisi,5,50,25 May 10,25,5,2010,59,07 Jul 10,7,7,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20306272,Ntchisi,6,50,11 Jan 11,11,1,2011,59,22 Jan 11,22,1,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20306296,Ntchisi,6,50,29 Mar 10,29,3,2010,59,26 May 10,26,5,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20306433,Ntchisi,6,50,23 Jul 10,23,7,2010,59,27 Jul 10,27,7,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20306557,Ntchisi,6,50,20 Jul 10,20,7,2010,59,04 Aug 10,4,8,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20320675,Ntchisi,20,50,09 Aug 10,9,8,2010,59,26 Aug 10,26,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20401171,Dowa,1,70,18 Feb 11,18,2,2011,49,22 Feb 11,22,2,2011,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20401627,Dowa,1,70,02 Nov 10,2,11,2010,49,12 Nov 10,12,11,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20401737,Dowa,1,40,23 Apr 10,23,4,2010,49,25 May 10,25,5,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20402045,Dowa,2,70,05 Mar 11,5,3,2011,49,18 Mar 11,18,3,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20402072,Dowa,2,70,16 Oct 10,16,10,2010,49,27 Oct 10,27,10,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20402198,Dowa,2,40,01 Sep 10,1,9,2010,49,20 Sep 10,20,9,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20402201,Dowa,2,40,14 Jun 10,14,6,2010,49,29 Jun 10,29,6,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20402298,Dowa,2,70,29 Sep 10,29,9,2010,49,06 Oct 10,6,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20403049,Dowa,3,70,15 Jan 11,15,1,2011,49,24 Jan 11,24,1,2011,no,yes,yes,yes,no,yes,MUD (YOMATA),grass
20403668,Dowa,3,40,26 Mar 10,26,3,2010,49,25 May 10,25,5,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20403697,Dowa,3,70,11 Oct 10,11,10,2010,49,21 Oct 10,21,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20404032,Dowa,4,40,29 Apr 10,29,4,2010,49,25 May 10,25,5,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20404509,Dowa,4,70,04 Nov 10,4,11,2010,49,16 Nov 10,16,11,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20404575,Dowa,4,40,31 Aug 10,31,8,2010,49,08 Sep 10,8,9,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20404660,Dowa,4,70,28 Jan 11,28,1,2011,49,21 Feb 11,21,2,2011,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20405132,Dowa,5,70,21 Dec 10,21,12,2010,49,06 Jan 11,6,1,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20405366,Dowa,5,40,09 Jun 10,9,6,2010,49,27 Jun 10,27,6,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20405704,Dowa,5,70,14 Mar 11,14,3,2011,49,21 Mar 11,21,3,2011,no,yes,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20406177,Dowa,6,70,18 Dec 10,18,12,2010,49,21 Dec 10,21,12,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20406348,Dowa,6,70,18 Jan 11,18,1,2011,49,31 Jan 11,31,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20406598,Dowa,6,40,28 Jun 10,28,6,2010,49,16 Jul 10,16,7,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20407398,Dowa,7,40,23 Jul 10,23,7,2010,49,06 Aug 10,6,8,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20407481,Dowa,7,40,01 Apr 10,1,4,2010,49,25 May 10,25,5,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),IRON SHEETS
20421229,Dowa,21,40,02 Aug 10,2,8,2010,49,16 Aug 10,16,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20501111,Salima,1,80,16 Sep 10,16,9,2010,89,25 Oct 10,25,10,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20501330,Salima,1,80,16 Sep 10,16,9,2010,89,25 Sep 10,25,9,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20501664,Salima,1,80,15 Nov 10,15,11,2010,89,24 Nov 10,24,11,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20502159,Salima,2,80,18 Nov 10,18,11,2010,89,05 Jan 11,5,1,2011,yes,no,yes,no,yes,yes,BURNT BRICKS,grass
20502240,Salima,2,80,23 Feb 11,23,2,2011,89,20 Mar 11,20,3,2011,no,no,yes,no,no,yes,MUD (YOMATA),grass
20502740,Salima,2,20,14 May 11,14,5,2011,13,15 Jun 11,15,6,2011,no,no,yes,no,yes,yes,BURNT BRICKS,grass
20502758,Salima,2,80,14 Jul 10,14,7,2010,89,29 Jul 10,29,7,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20503239,Salima,3,80,06 Apr 10,6,4,2010,89,01 Oct 10,1,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
20503476,Salima,3,80,25 Feb 11,25,2,2011,89,20 Mar 11,20,3,2011,yes,no,yes,yes,no,yes,MUD (YOMATA),grass
20504373,Salima,4,80,06 Oct 10,6,10,2010,89,20 Oct 10,20,10,2010,no,no,yes,no,yes,yes,MUD BRICK (UNFIRED),grass
20504729,Salima,4,80,08 Nov 10,8,11,2010,89,20 Oct 10,20,10,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20505317,Salima,5,80,09 May 10,9,5,2010,89,19 May 10,19,5,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20505648,Salima,5,80,22 Feb 11,22,2,2011,89,20 Mar 11,20,3,2011,no,no,yes,yes,no,no,MUD (YOMATA),grass
20506412,Salima,6,80,22 Nov 10,22,11,2010,89,11 Jan 10,11,1,2010,no,no,yes,no,no,yes,BURNT BRICKS,grass
20507089,Salima,7,80,18 Sep 10,18,9,2010,89,25 Oct 10,25,10,2010,no,no,no,no,no,yes,MUD BRICK (UNFIRED),grass
20507371,Salima,7,80,20 Feb 11,20,2,2011,89,20 Mar 11,20,3,2011,no,no,yes,yes,no,yes,MUD (YOMATA),grass
20507422,Salima,7,80,27 Aug 10,27,8,2010,89,05 Jan 11,5,1,2011,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
20507459,Salima,7,80,11 Jun 10,11,6,2010,89,01 Oct 10,1,10,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20507571,Salima,7,80,15 Jul 10,15,7,2010,89,29 Jul 10,29,7,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20508349,Salima,8,80,11 Apr 10,11,4,2010,89,08 May 10,8,5,2010,yes,no,yes,no,no,yes,MUD (YOMATA),grass
20508547,Salima,8,80,18 Feb 11,18,2,2011,89,10 Mar 11,10,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20510584,Salima,10,80,10 Oct 10,10,10,2010,89,20 Oct 10,20,10,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20520255,Salima,20,80,24 Feb 11,24,2,2011,89,16 Mar 11,16,3,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20520582,Salima,20,80,18 Nov 10,18,11,2010,89,24 Nov 10,24,11,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20601141,Lilongwe,1,60,06 May 10,6,5,2010,690,07 Jul 10,7,7,2010,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20601626,Lilongwe,1,60,07 Aug 10,7,8,2010,690,13 Aug 10,13,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20601658,Lilongwe,1,60,15 Nov 10,15,11,2010,691,21 Nov 10,21,11,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20601701,Lilongwe,1,60,19 Jan 11,19,1,2011,691,22 Feb 11,22,2,2011,yes,no,yes,no,no,yes,grass,grass
20602363,Lilongwe,2,60,08 Jul 10,8,7,2010,690,21 Sep 10,21,9,2010,yes,no,yes,no,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
20602479,Lilongwe,2,60,17 Jun 10,17,6,2010,690,20 Jul 10,20,7,2010,yes,no,yes,no,no,yes,BURNT BRICKS,grass
20602607,Lilongwe,2,60,30 Nov 10,30,11,2010,691,08 Dec 10,8,12,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20602617,Lilongwe,2,60,28 Feb 11,28,2,2011,691,07 Mar 11,7,3,2011,no,yes,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20603090,Lilongwe,3,60,28 Jul 10,28,7,2010,690,14 Aug 10,14,8,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20603121,Lilongwe,3,60,07 Jan 11,7,1,2011,691,23 Jan 11,23,1,2011,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20603133,Lilongwe,3,60,25 Nov 10,25,11,2010,691,01 Dec 10,1,12,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20603189,Lilongwe,3,60,25 Mar 10,25,3,2010,690,09 Jul 10,9,7,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),IRON SHEETS
20603337,Lilongwe,3,60,09 Jul 10,9,7,2010,690,28 Jul 10,28,7,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20603455,Lilongwe,3,60,24 Feb 11,24,2,2011,691,07 Mar 11,7,3,2011,no,no,yes,no,no,yes,grass,grass
20603533,Lilongwe,3,60,02 Jun 10,2,6,2010,690,07 Jul 10,7,7,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20604071,Lilongwe,4,60,20 Dec 10,20,12,2010,691,22 Dec 10,22,12,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20604376,Lilongwe,4,60,01 Mar 11,1,3,2011,691,07 Mar 11,7,3,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20604638,Lilongwe,4,60,05 Aug 10,5,8,2010,690,14 Aug 10,14,8,2010,yes,no,yes,no,no,yes,grass,grass
20605302,Lilongwe,5,60,14 Jun 10,14,6,2010,690,07 Jul 10,7,7,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20606168,Lilongwe,6,60,29 Nov 10,29,11,2010,691,08 Dec 10,8,12,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20606297,Lilongwe,6,60,25 Oct 10,25,10,2010,690,28 Oct 10,28,10,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20607260,Lilongwe,7,60,23 Jul 10,23,7,2010,690,14 Aug 10,14,8,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),IRON SHEETS
20607315,Lilongwe,7,60,31 Mar 10,31,3,2010,690,07 Jul 10,7,7,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
20607733,Lilongwe,7,60,01 Jan 11,1,1,2011,691,23 Jan 11,23,1,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20608499,Lilongwe,8,60,10 Nov 10,10,11,2010,691,15 Nov 10,15,11,2010,yes,no,yes,no,no,yes,MUD (YOMATA),grass
20609754,Lilongwe,9,60,25 Feb 11,25,2,2011,691,07 Mar 11,7,3,2011,no,yes,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20610050,Lilongwe,10,60,24 May 10,24,5,2010,690,07 Jul 10,7,7,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20610249,Lilongwe,10,60,20 Sep 10,20,9,2010,690,21 Sep 10,21,9,2010,no,no,yes,no,no,yes,MUD (YOMATA),grass
20611336,Lilongwe,11,60,02 Dec 10,2,12,2010,691,08 Dec 10,8,12,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
20612564,Lilongwe,12,60,03 Mar 11,3,3,2011,691,07 Mar 11,7,3,2011,yes,no,yes,no,yes,yes,COMPACTED EARTH (YAMDINDO),grass
20613324,Lilongwe,13,60,08 Jun 10,8,6,2010,690,05 Jul 10,5,7,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20614477,Lilongwe,14,60,13 Sep 10,13,9,2010,690,21 Sep 10,21,9,2010,yes,no,no,no,no,yes,MUD BRICK (UNFIRED),grass
20614589,Lilongwe,14,60,07 Oct 10,7,10,2010,690,25 Oct 10,25,10,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20615064,Lilongwe,15,60,06 Apr 10,6,4,2010,690,05 Jul 10,5,7,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20615735,Lilongwe,15,60,01 Jul 10,1,7,2010,690,14 Aug 10,14,8,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20615752,Lilongwe,15,60,11 Jan 11,11,1,2011,691,23 Jan 11,23,1,2011,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20701527,Mchinji,1,60,19 May 10,19,5,2010,690,20 Jul 10,20,7,2010,no,no,yes,no,no,yes,BURNT BRICKS,grass
20701659,Mchinji,1,60,16 Mar 11,16,3,2011,691,19 Mar 11,19,3,2011,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20702011,Mchinji,2,40,01 Mar 11,1,3,2011,79,03 Mar 11,3,3,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
20702282,Mchinji,2,70,04 Jun 10,4,6,2010,79,04 Jun 10,4,6,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20702464,Mchinji,2,40,19 Nov 10,19,11,2010,79,20 Nov 10,20,11,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20702471,Mchinji,2,40,06 Oct 10,6,10,2010,79,12 Oct 10,12,10,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20702542,Mchinji,2,40,08 Oct 10,8,10,2010,79,10 Oct 10,10,10,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
20703025,Mchinji,3,60,05 Jul 10,5,7,2010,690,28 Jul 10,28,7,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20703083,Mchinji,3,60,04 Nov 10,4,11,2010,691,10 Nov 10,10,11,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20703316,Mchinji,3,60,12 Oct 10,12,10,2010,690,25 Oct 10,25,10,2010,no,no,yes,no,no,yes,MUD (YOMATA),grass
20703565,Mchinji,3,60,02 May 10,2,5,2010,690,20 Jul 10,20,7,2010,no,no,yes,no,yes,yes,MUD BRICK (UNFIRED),grass
20703595,Mchinji,3,60,13 Jan 11,13,1,2011,691,20 Jan 11,20,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
20704037,Mchinji,4,40,11 Nov 10,11,11,2010,79,19 Nov 10,19,11,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20704289,Mchinji,4,40,26 Nov 10,26,11,2010,79,02 Dec 10,2,12,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20704353,Mchinji,4,40,21 Feb 11,21,2,2011,79,28 Feb 11,28,2,2011,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20704738,Mchinji,4,70,13 May 10,13,5,2010,79,02 Jul 10,2,7,2010,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20705328,Mchinji,5,60,08 Mar 11,8,3,2011,691,15 Mar 11,15,3,2011,yes,no,no,no,no,yes,,
20705372,Mchinji,5,70,07 Jul 10,7,7,2010,79,01 Aug 10,1,8,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20705495,Mchinji,5,40,07 Oct 11,7,10,2011,79,11 Jan 11,11,1,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20705652,Mchinji,5,40,01 Dec 10,1,12,2010,79,05 Dec 10,5,12,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20705657,Mchinji,5,40,18 Oct 10,18,10,2010,79,30 Oct 10,30,10,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20706163,Mchinji,6,60,30 Apr 10,30,4,2010,690,20 Jul 10,20,7,2010,no,no,yes,no,no,yes,MUD (YOMATA),grass
20706294,Mchinji,6,60,11 Oct 10,11,10,2010,690,25 Oct 10,25,10,2010,yes,no,yes,yes,no,yes,MUD (YOMATA),grass
20720368,Mchinji,20,70,01 Sep 10,1,9,2010,79,10 Sep 10,10,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20801046,Dedza,1,80,02 Nov 10,2,11,2010,89,08 Nov 10,8,11,2010,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20801208,Dedza,1,80,20 Jul 10,20,7,2010,89,30 Jul 10,30,7,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20801271,Dedza,1,80,04 Nov 10,4,11,2010,89,08 Nov 10,8,11,2010,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20801356,Dedza,1,80,14 Mar 11,14,3,2011,89,21 Mar 11,21,3,2011,no,no,no,no,no,yes,MUD (YOMATA),grass
20801497,Dedza,1,80,31 Jan 11,31,1,2011,89,21 Jan 11,21,1,2011,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20802019,Dedza,2,80,05 Oct 10,5,10,2010,89,06 Oct 10,6,10,2010,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20802041,Dedza,2,80,26 Aug 10,26,8,2010,89,06 Oct 10,6,10,2010,yes,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20802501,Dedza,2,80,02 Jun 10,2,6,2010,89,30 Jul 10,30,7,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20803155,Dedza,3,80,10 Jan 11,10,1,2011,89,04 Feb 11,4,2,2011,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20803156,Dedza,3,80,31 Jul 10,31,7,2010,89,08 Nov 10,8,11,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20803503,Dedza,3,80,12 Jan 11,12,1,2011,89,21 Jan 11,21,1,2011,no,no,no,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20803599,Dedza,3,80,09 Nov 10,9,11,2010,89,01 Dec 10,1,12,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20803731,Dedza,3,80,27 Mar 10,27,3,2010,89,30 Jul 10,30,7,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20804405,Dedza,4,80,18 May 10,18,5,2010,89,30 Jul 10,30,7,2010,no,no,yes,yes,no,yes,BURNT BRICKS,grass
20804768,Dedza,4,80,03 Apr 10,3,4,2010,89,24 Mar 11,24,3,2011,no,no,yes,yes,no,yes,COMPACTED EARTH (YAMDINDO),grass
20805345,Dedza,5,80,21 Dec 10,21,12,2010,89,05 Jan 11,5,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20806131,Dedza,6,80,16 Jun 10,16,6,2010,89,30 Jul 10,30,7,2010,no,no,no,no,no,no,COMPACTED EARTH (YAMDINDO),grass
20806546,Dedza,6,80,27 Nov 10,27,11,2010,89,07 Dec 10,7,12,2010,yes,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20806716,Dedza,6,80,08 Mar 11,8,3,2011,89,21 Mar 11,21,3,2011,yes,no,yes,yes,no,yes,MUD (YOMATA),grass
20807711,Dedza,7,80,20 Jul 10,20,7,2010,89,29 Jul 10,29,7,2010,no,no,yes,no,no,yes,BURNT BRICKS,grass
