ea_id,com_ck00a,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3,com_ck00b3_os
10302010,Chicken (live),Yes,1000,1,Other (Specify),WHOLE CHICKEN
10302010,Dried fish (usipa),Yes,50,1,Heap,
10302010,Beef,Yes,600,1,Kilogram,
10302010,Tea leaves,Yes,50,30,Gram,
10302010,Salt,Yes,70,500,Gram,
10302010,"Sugar, white",Yes,180,1,Kilogram,
10302010,"Cooking oil (Kazinga, Kukoma)",Yes,500,1,Litre,
10302010,"Chips, potato (street vendor)",No,,,,
10302010,Bar soap (Maluwa),Yes,40,1,Piece,
10302010,Toothbrush,Yes,40,1,Piece,
10302010,Toothpaste (50 g tube),Yes,100,50,Millilitre,
10302010,"Clothes soap (Omo, Surf)",Yes,240,500,Gram,
10302010,Vaseline/glycerin,Yes,60,50,Millilitre,
10302010,Aspirin or Panadol,Yes,20,1,Other (Specify),2 TABLET PACKET
10302010,Fansidar (3 tablet packet),Yes,100,1,Other (Specify),3 TABLET PACKET
10302010,Chitenje cloth,No,,,,
10302010,Trousers (kaunjika),No,,,,
10302010,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10302010,Carlsberg beer (bottle),Yes,120,,,
10302010,"Cigarettes, Embassy (packet)",Yes,15,,,
10302010,Battery (dry cell) for radio,Yes,50,,,
10302010,"Watch, digital (simple), plastic",Yes,50,,,
10302010,Firewood,No,,,,
10302010,Charcoal,Yes,600,1,50 KG. Bag,
10302010,Paraffin,Yes,200,1,Litre,
10302010,Chemical fertilizer (mkt value),No,,,,
10302010,Pesticides/Insecticides (mkt value),No,,,,
10302010,Herbicides/Fungicides (mkt value),No,,,,
10302010,Motorized transport of crop output (per 50kg),No,,,,
10302010,Hybrid maize seed (mkt value),No,,,,
10302010,"Hand hoe, without handle",No,,,,
10302010,Panga,No,,,,
10302010,Sickle,No,,,,
10302010,Axe,No,,,,
10302010,Bicycle,No,,,,
10302010,"Foam mattress (10 cm, single)",No,,,,
10302010,"Mosquito net (white, not treated)",No,,,,
10302010,"Ganyu wage, 1 day, adult male",No,,,,
10303454,Maize grain,Yes,700,1,Pail (Small),
10303454,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10303454,Cost to grind 50 kg bag of maize,Yes,3000,,,
10303454,Cost to grind 50 kg bag of rice,No,,,,
10303454,Rice,Yes,450,1,Pail (Small),
10303454,White bread loaf (unsliced),Yes,130,1,Piece,
10303454,Scone / Mandazi,Yes,10,1,Piece,
10303454,Beans,Yes,40,1,No. 10 Plate,
10303454,Cabbage,Yes,100,1,Piece,
10303454,Tomatoes,Yes,50,1,Heap,
10303454,Banana,Yes,100,1,Bunch,
10303454,Fresh milk (liquid),Yes,100,1,Litre,
10303454,Egg,Yes,35,1,Piece,
10303454,Chicken (live),Yes,900,1,Piece,
10303454,Dried fish (usipa),Yes,50,1,Heap,
10303454,Beef,Yes,600,1,Kilogram,
10303454,Tea leaves,Yes,50,1,No. 10 Plate,
10303454,Salt,Yes,50,1,No. 10 Plate,
10303454,"Sugar, white",Yes,180,1,Kilogram,
10303454,"Cooking oil (Kazinga, Kukoma)",Yes,60,1,Satchet/Tube,
10303454,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10303454,Bar soap (Maluwa),Yes,40,1,Piece,
10303454,Toothbrush,Yes,20,1,Piece,
10303454,Toothpaste (50 g tube),Yes,150,1,Other (Specify),50G TUBE
10303454,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
10303454,Vaseline/glycerin,Yes,70,51,Millilitre,
10303454,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10303454,Fansidar (3 tablet packet),No,,,,
10303454,Chitenje cloth,Yes,800,1,Other (Specify),2 METRES
10303454,Trousers (kaunjika),Yes,400,,,
10303454,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10303454,Carlsberg beer (bottle),Yes,130,,,
10303454,"Cigarettes, Embassy (packet)",Yes,20,,,
10303454,Battery (dry cell) for radio,Yes,50,,,
10303454,"Watch, digital (simple), plastic",Yes,550,,,
10303454,Firewood,Yes,100,1,Heap,
10303454,Charcoal,Yes,500,1,50 KG. Bag,
10303454,Paraffin,Yes,200,1,Litre,
10303454,Chemical fertilizer (mkt value),Yes,550,1,50 KG. Bag,
10303454,Pesticides/Insecticides (mkt value),Yes,350,200,Gram,
10303454,Herbicides/Fungicides (mkt value),Yes,1500,1,Litre,
10303454,Motorized transport of crop output (per 50kg),No,,,,
10303454,Hybrid maize seed (mkt value),Yes,700,1,Kilogram,
10303454,"Hand hoe, without handle",Yes,650,,,
10303454,Panga,Yes,400,,,
10303454,Sickle,Yes,250,,,
10303454,Axe,Yes,600,,,
10303454,Bicycle,Yes,13000,,,
10303454,"Foam mattress (10 cm, single)",Yes,5000,,,
10303454,"Mosquito net (white, not treated)",Yes,850,,,
10303454,"Ganyu wage, 1 day, adult male",No,,,,
10304012,Maize grain,Yes,700,1,Pail (Small),
10304012,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10304012,Cost to grind 50 kg bag of maize,Yes,3000,,,
10304012,Cost to grind 50 kg bag of rice,No,,,,
10304012,Rice,Yes,450,1,Heap,
10304012,White bread loaf (unsliced),Yes,140,1,Piece,
10304012,Scone / Mandazi,Yes,20,1,Piece,
10304012,Beans,Yes,40,1,Heap,
10304012,Cabbage,Yes,100,1,Piece,
10304012,Tomatoes,Yes,100,1,Heap,
10304012,Banana,Yes,120,1,Bunch,
10304012,Fresh milk (liquid),Yes,50,2,Litre,
10304012,Egg,Yes,30,1,Piece,
10304012,Chicken (live),Yes,850,1,Piece,
10304012,Dried fish (usipa),Yes,50,1,Heap,
10304012,Beef,Yes,500,1,Kilogram,
10304012,Tea leaves,Yes,50,1,No. 10 Plate,
10304012,Salt,Yes,50,1,No. 10 Plate,
10304012,"Sugar, white",Yes,140,1,Kilogram,
10304012,"Cooking oil (Kazinga, Kukoma)",Yes,200,1,Litre,
10304012,"Chips, potato (street vendor)",Yes,50,1,No. 10 Plate,
10304012,Bar soap (Maluwa),Yes,20,1,Piece,
10304012,Toothbrush,Yes,30,1,Piece,
10304012,Toothpaste (50 g tube),Yes,150,66,Gram,
10304012,"Clothes soap (Omo, Surf)",Yes,50,200,Gram,PACKET
10304012,Vaseline/glycerin,Yes,40,25,Gram,PACKET
10304012,Aspirin or Panadol,Yes,10,1,Other (Specify),PACKET
10304012,Fansidar (3 tablet packet),Yes,70,1,Other (Specify),PACKET
10304012,Chitenje cloth,Yes,450,1,Piece,
10304012,Trousers (kaunjika),Yes,250,,,
10304012,"Coca-Cola, Fanta (bottle)",Yes,50,,,
10304012,Carlsberg beer (bottle),Yes,130,,,
10304012,"Cigarettes, Embassy (packet)",Yes,10,,,
10304012,Battery (dry cell) for radio,Yes,50,,,
10304012,"Watch, digital (simple), plastic",Yes,250,,,
10304012,Firewood,Yes,50,1,Heap,
10304012,Charcoal,Yes,600,25,Kilogram,
10304012,Paraffin,Yes,250,1,Litre,
10304012,Chemical fertilizer (mkt value),Yes,500,1,50 KG. Bag,
10304012,Pesticides/Insecticides (mkt value),No,,,,
10304012,Herbicides/Fungicides (mkt value),No,,,,
10304012,Motorized transport of crop output (per 50kg),No,,,,
10304012,Hybrid maize seed (mkt value),No,,,,
10304012,"Hand hoe, without handle",Yes,250,,,
10304012,Panga,Yes,150,,,
10304012,Sickle,Yes,150,,,
10304012,Axe,Yes,250,,,
10304012,Bicycle,Yes,4500,,,
10304012,"Foam mattress (10 cm, single)",No,,,,
10304012,"Mosquito net (white, not treated)",Yes,800,,,
10304012,"Ganyu wage, 1 day, adult male",No,,,,
10304360,Maize grain,Yes,600,1,Pail (Large),
10304360,"Maize flour (Gramil, Rab, or locally milled)",Yes,70,1,No. 12 Plate,
10304360,Cost to grind 50 kg bag of maize,Yes,1700,,,
10304360,Cost to grind 50 kg bag of rice,Yes,8000,,,
10304360,Rice,Yes,150,1,Kilogram,
10304360,White bread loaf (unsliced),Yes,120,1,Piece,
10304360,Scone / Mandazi,Yes,15,1,Piece,
10304360,Beans,Yes,80,1,No. 12 Plate,
10304360,Cabbage,Yes,100,1,Piece,
10304360,Tomatoes,Yes,50,1,Heap,
10304360,Banana,Yes,100,1,Bunch,
10304360,Fresh milk (liquid),Yes,120,1,Litre,
10304360,Egg,Yes,30,1,Piece,
10304360,Chicken (live),Yes,1000,1,Other (Specify),WHOLE CHICKEN
10304360,Dried fish (usipa),Yes,50,1,Heap,
10304360,Beef,Yes,600,1,Kilogram,
10304360,Tea leaves,Yes,50,1,No. 10 Plate,
10304360,Salt,Yes,50,1,No. 10 Plate,
10304360,"Sugar, white",Yes,170,1,Kilogram,
10304360,"Cooking oil (Kazinga, Kukoma)",Yes,50,1,Satchet/Tube,
10304360,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10304360,Bar soap (Maluwa),Yes,40,1,Piece,
10304360,Toothbrush,Yes,40,1,Piece,
10304360,Toothpaste (50 g tube),Yes,150,50,Gram,
10304360,"Clothes soap (Omo, Surf)",Yes,130,100,Gram,
10304360,Vaseline/glycerin,Yes,80,50,Millilitre,
10304360,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10304360,Fansidar (3 tablet packet),No,,,,
10304360,Chitenje cloth,Yes,800,2,Other (Specify),METERS
10304360,Trousers (kaunjika),Yes,450,,,
10304360,"Coca-Cola, Fanta (bottle)",Yes,50,,,
10304360,Carlsberg beer (bottle),Yes,130,,,
10304360,"Cigarettes, Embassy (packet)",Yes,20,,,
10304360,Battery (dry cell) for radio,Yes,50,,,
10304360,"Watch, digital (simple), plastic",Yes,500,,,
10304360,Firewood,Yes,50,1,Heap,
10304360,Charcoal,Yes,500,1,50 KG. Bag,
10304360,Paraffin,Yes,200,1,Litre,
10304360,Chemical fertilizer (mkt value),Yes,5600,1,50 KG. Bag,
10304360,Pesticides/Insecticides (mkt value),Yes,400,200,Gram,
10304360,Herbicides/Fungicides (mkt value),Yes,2000,1,Litre,
10304360,Motorized transport of crop output (per 50kg),No,,,,
10304360,Hybrid maize seed (mkt value),Yes,650,1,Kilogram,
10304360,"Hand hoe, without handle",Yes,650,,,
10304360,Panga,Yes,400,,,
10304360,Sickle,Yes,350,,,
10304360,Axe,Yes,700,,,
10304360,Bicycle,Yes,1300,,,
10304360,"Foam mattress (10 cm, single)",Yes,5000,,,
10304360,"Mosquito net (white, not treated)",Yes,900,,,
10304360,"Ganyu wage, 1 day, adult male",No,,,,
10304625,Maize grain,Yes,700,1,Pail (Large),
10304625,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10304625,Cost to grind 50 kg bag of maize,Yes,1400,,,
10304625,Cost to grind 50 kg bag of rice,Yes,7000,,,
10304625,Rice,Yes,300,1,Pail (Large),
10304625,White bread loaf (unsliced),Yes,130,1,Piece,
10304625,Scone / Mandazi,Yes,10,1,Piece,
10304625,Beans,Yes,2500,1,Pail (Large),
10304625,Cabbage,Yes,100,1,Piece,
10304625,Tomatoes,Yes,50,1,Heap,
10304625,Banana,Yes,100,1,Bunch,
10304625,Fresh milk (liquid),Yes,100,1,Litre,
10304625,Egg,Yes,30,1,Other (Specify),1 EGG
10304625,Chicken (live),Yes,800,1,Other (Specify),1 EGG
10304625,Dried fish (usipa),Yes,50,1,Heap,
10304625,Beef,Yes,600,1,Kilogram,
10304625,Tea leaves,Yes,30,30,Gram,
10304625,Salt,Yes,80,250,Gram,
10304625,"Sugar, white",Yes,180,1,Kilogram,
10304625,"Cooking oil (Kazinga, Kukoma)",Yes,50,1,Satchet/Tube,
10304625,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10304625,Bar soap (Maluwa),Yes,50,1,Piece,
10304625,Toothbrush,Yes,30,1,Piece,
10304625,Toothpaste (50 g tube),Yes,100,50,Gram,
10304625,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
10304625,Vaseline/glycerin,Yes,80,50,Millilitre,
10304625,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10304625,Fansidar (3 tablet packet),No,,,,
10304625,Chitenje cloth,Yes,600,2,Other (Specify),METERS
10304625,Trousers (kaunjika),Yes,300,,,
10304625,"Coca-Cola, Fanta (bottle)",Yes,70,,,
10304625,Carlsberg beer (bottle),Yes,150,,,
10304625,"Cigarettes, Embassy (packet)",Yes,20,,,
10304625,Battery (dry cell) for radio,Yes,50,,,
10304625,"Watch, digital (simple), plastic",Yes,400,,,
10304625,Firewood,Yes,150,1,Heap,
10304625,Charcoal,Yes,50,1,50 KG. Bag,
10304625,Paraffin,Yes,200,1,Litre,
10304625,Chemical fertilizer (mkt value),Yes,5500,1,50 KG. Bag,
10304625,Pesticides/Insecticides (mkt value),Yes,300,250,Gram,
10304625,Herbicides/Fungicides (mkt value),Yes,1200,1,Litre,
10304625,Motorized transport of crop output (per 50kg),No,,,,
10304625,Hybrid maize seed (mkt value),Yes,1000,1,Kilogram,
10304625,"Hand hoe, without handle",Yes,650,,,
10304625,Panga,Yes,600,,,
10304625,Sickle,Yes,350,,,
10304625,Axe,Yes,650,,,
10304625,Bicycle,Yes,13000,,,
10304625,"Foam mattress (10 cm, single)",Yes,3500,,,
10304625,"Mosquito net (white, not treated)",No,,,,
10304625,"Ganyu wage, 1 day, adult male",No,,,,
10305446,Maize grain,Yes,700,1,Pail (Large),
10305446,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10305446,Cost to grind 50 kg bag of maize,No,,,,
10305446,Cost to grind 50 kg bag of rice,No,,,,
10305446,Rice,Yes,120,1,Kilogram,
10305446,White bread loaf (unsliced),Yes,120,1,Piece,
10305446,Scone / Mandazi,Yes,20,1,Piece,
10305446,Beans,Yes,50,1,No. 10 Plate,
10305446,Cabbage,Yes,80,1,Piece,
10305446,Tomatoes,Yes,50,1,Heap,
10305446,Banana,Yes,100,1,Bunch,
10305446,Fresh milk (liquid),Yes,100,1,Litre,
10305446,Egg,Yes,35,1,Other (Specify),1 EGG
10305446,Chicken (live),Yes,1000,1,Other (Specify),WHOLE CHICKEN
10305446,Dried fish (usipa),Yes,50,1,Heap,
10305446,Beef,Yes,600,1,Kilogram,
10305446,Tea leaves,Yes,50,1,No. 10 Plate,
10305446,Salt,Yes,25,1,No. 10 Plate,
10305446,"Sugar, white",Yes,170,1,Kilogram,
10305446,"Cooking oil (Kazinga, Kukoma)",Yes,550,1,Litre,
10305446,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10305446,Bar soap (Maluwa),Yes,40,1,Piece,
10305446,Toothbrush,Yes,40,1,Piece,
10305446,Toothpaste (50 g tube),Yes,120,25,Millilitre,
10305446,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
10305446,Vaseline/glycerin,Yes,60,50,Millilitre,
10305446,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10305446,Fansidar (3 tablet packet),Yes,100,1,Other (Specify),3 TABLET PACKET
10305446,Chitenje cloth,Yes,600,2,Other (Specify),METERS
10305446,Trousers (kaunjika),Yes,500,,,
10305446,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10305446,Carlsberg beer (bottle),Yes,140,,,
10305446,"Cigarettes, Embassy (packet)",Yes,20,,,
10305446,Battery (dry cell) for radio,Yes,40,,,
10305446,"Watch, digital (simple), plastic",Yes,600,,,
10305446,Firewood,Yes,50,1,Heap,
10305446,Charcoal,Yes,600,1,50 KG. Bag,
10305446,Paraffin,Yes,200,1,Litre,
10305446,Chemical fertilizer (mkt value),Yes,8000,1,50 KG. Bag,
10305446,Pesticides/Insecticides (mkt value),Yes,400,500,Gram,
10305446,Herbicides/Fungicides (mkt value),No,,,,
10305446,Motorized transport of crop output (per 50kg),No,,,,
10305446,Hybrid maize seed (mkt value),Yes,5000,10,Kilogram,
10305446,"Hand hoe, without handle",Yes,600,,,
10305446,Panga,Yes,250,,,
10305446,Sickle,Yes,350,,,
10305446,Axe,Yes,600,,,
10305446,Bicycle,Yes,15000,,,
10305446,"Foam mattress (10 cm, single)",Yes,7000,,,
10305446,"Mosquito net (white, not treated)",Yes,1000,,,
10305446,"Ganyu wage, 1 day, adult male",No,,,,
10306417,Maize grain,Yes,600,1,Pail (Large),
10306417,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10306417,Cost to grind 50 kg bag of maize,Yes,1700,,,
10306417,Cost to grind 50 kg bag of rice,Yes,7500,,,
10306417,Rice,Yes,130,1,Kilogram,
10306417,White bread loaf (unsliced),Yes,120,1,Piece,
10306417,Scone / Mandazi,Yes,10,1,Piece,
10306417,Beans,Yes,60,1,No. 10 Plate,
10306417,Cabbage,Yes,100,1,Piece,
10306417,Tomatoes,Yes,30,1,Heap,
10306417,Banana,Yes,80,1,Bunch,
10306417,Fresh milk (liquid),Yes,120,1,Litre,
10306417,Egg,Yes,35,1,Piece,
10306417,Chicken (live),Yes,1000,1,Other (Specify),WHOLE CHICKEN
10306417,Dried fish (usipa),Yes,50,1,Heap,
10306417,Beef,Yes,600,1,Kilogram,
10306417,Tea leaves,Yes,50,1,No. 10 Plate,
10306417,Salt,Yes,50,1,No. 10 Plate,
10306417,"Sugar, white",Yes,170,1,Kilogram,
10306417,"Cooking oil (Kazinga, Kukoma)",Yes,50,1,Satchet/Tube,
10306417,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10306417,Bar soap (Maluwa),Yes,40,1,Piece,
10306417,Toothbrush,Yes,200,1,Piece,
10306417,Toothpaste (50 g tube),Yes,150,50,Gram,
10306417,"Clothes soap (Omo, Surf)",Yes,140,100,Gram,
10306417,Vaseline/glycerin,Yes,80,50,Millilitre,
10306417,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10306417,Fansidar (3 tablet packet),No,,,,
10306417,Chitenje cloth,Yes,850,2,Other (Specify),METERS
10306417,Trousers (kaunjika),Yes,400,,,
10306417,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10306417,Carlsberg beer (bottle),Yes,130,,,
10306417,"Cigarettes, Embassy (packet)",Yes,20,,,
10306417,Battery (dry cell) for radio,Yes,50,,,
10306417,"Watch, digital (simple), plastic",Yes,500,,,
10306417,Firewood,Yes,50,1,Heap,
10306417,Charcoal,Yes,500,1,50 KG. Bag,
10306417,Paraffin,Yes,200,1,Litre,
10306417,Chemical fertilizer (mkt value),Yes,5550,1,50 KG. Bag,
10306417,Pesticides/Insecticides (mkt value),Yes,350,200,Gram,
10306417,Herbicides/Fungicides (mkt value),Yes,2000,1,Litre,
10306417,Motorized transport of crop output (per 50kg),No,,,,
10306417,Hybrid maize seed (mkt value),Yes,600,1,Kilogram,
10306417,"Hand hoe, without handle",Yes,650,,,
10306417,Panga,Yes,400,,,
10306417,Sickle,Yes,350,,,
10306417,Axe,Yes,700,,,
10306417,Bicycle,Yes,12500,,,
10306417,"Foam mattress (10 cm, single)",Yes,5000,,,
10306417,"Mosquito net (white, not treated)",Yes,900,,,
10306417,"Ganyu wage, 1 day, adult male",No,,,,
10306431,Maize grain,Yes,600,1,Pail (Large),
10306431,"Maize flour (Gramil, Rab, or locally milled)",Yes,50,1,No. 12 Plate,
10306431,Cost to grind 50 kg bag of maize,Yes,1500,,,
10306431,Cost to grind 50 kg bag of rice,Yes,7000,,,
10306431,Rice,Yes,110,1,Kilogram,
10306431,White bread loaf (unsliced),Yes,120,1,Piece,
10306431,Scone / Mandazi,Yes,10,1,Piece,
10306431,Beans,Yes,70,1,No. 12 Plate,
10306431,Cabbage,Yes,100,1,Piece,
10306431,Tomatoes,Yes,50,1,Heap,
10306431,Banana,Yes,100,1,Bunch,
10306431,Fresh milk (liquid),Yes,120,1,Litre,
10306431,Egg,Yes,30,1,Piece,
10306431,Chicken (live),Yes,1000,1,Other (Specify),WHOLE CHICKEN
10306431,Dried fish (usipa),Yes,50,1,Heap,
10306431,Beef,Yes,600,1,Kilogram,
10306431,Tea leaves,Yes,40,20,Gram,
10306431,Salt,Yes,50,1,No. 10 Plate,
10306431,"Sugar, white",Yes,180,1,Kilogram,
10306431,"Cooking oil (Kazinga, Kukoma)",Yes,50,1,Satchet/Tube,
10306431,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10306431,Bar soap (Maluwa),Yes,40,1,Piece,
10306431,Toothbrush,Yes,30,1,Piece,
10306431,Toothpaste (50 g tube),Yes,130,50,Gram,
10306431,"Clothes soap (Omo, Surf)",Yes,70,50,Gram,
10306431,Vaseline/glycerin,Yes,80,50,Millilitre,
10306431,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10306431,Fansidar (3 tablet packet),No,,,,
10306431,Chitenje cloth,Yes,800,2,Other (Specify),METERS
10306431,Trousers (kaunjika),Yes,300,,,
10306431,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10306431,Carlsberg beer (bottle),Yes,130,,,
10306431,"Cigarettes, Embassy (packet)",Yes,20,,,
10306431,Battery (dry cell) for radio,Yes,50,,,
10306431,"Watch, digital (simple), plastic",Yes,450,,,
10306431,Firewood,Yes,50,1,Heap,
10306431,Charcoal,Yes,500,1,50 KG. Bag,
10306431,Paraffin,Yes,200,1,Litre,
10306431,Chemical fertilizer (mkt value),Yes,6000,50,Kilogram,
10306431,Pesticides/Insecticides (mkt value),Yes,300,200,Gram,
10306431,Herbicides/Fungicides (mkt value),Yes,1300,1,Litre,
10306431,Motorized transport of crop output (per 50kg),No,,,,
10306431,Hybrid maize seed (mkt value),Yes,700,1,Kilogram,
10306431,"Hand hoe, without handle",Yes,700,,,
10306431,Panga,Yes,450,,,
10306431,Sickle,Yes,400,,,
10306431,Axe,Yes,700,,,
10306431,Bicycle,Yes,13000,,,
10306431,"Foam mattress (10 cm, single)",Yes,4000,,,
10306431,"Mosquito net (white, not treated)",Yes,900,,,
10306431,"Ganyu wage, 1 day, adult male",No,,,,
10307413,Maize grain,Yes,500,1,Pail (Large),
10307413,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10307413,Cost to grind 50 kg bag of maize,No,,,,
10307413,Cost to grind 50 kg bag of rice,No,,,,
10307413,Rice,Yes,1000,1,Pail (Large),
10307413,White bread loaf (unsliced),Yes,140,1,Piece,
10307413,Scone / Mandazi,Yes,20,1,Piece,
10307413,Beans,Yes,200,1,Kilogram,
10307413,Cabbage,Yes,100,1,Piece,
10307413,Tomatoes,Yes,100,1,Heap,
10307413,Banana,Yes,80,1,Bunch,
10307413,Fresh milk (liquid),Yes,100,1,Litre,
10307413,Egg,Yes,30,1,Piece,
10307413,Chicken (live),Yes,850,1,Piece,
10307413,Dried fish (usipa),Yes,50,1,Heap,
10307413,Beef,Yes,500,1,Kilogram,
10307413,Tea leaves,Yes,40,50,Gram,
10307413,Salt,Yes,50,1,No. 10 Plate,
10307413,"Sugar, white",Yes,140,1,Kilogram,
10307413,"Cooking oil (Kazinga, Kukoma)",Yes,500,1,Litre,
10307413,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10307413,Bar soap (Maluwa),Yes,20,1,Piece,
10307413,Toothbrush,Yes,20,1,Piece,
10307413,Toothpaste (50 g tube),Yes,100,50,Gram,
10307413,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
10307413,Vaseline/glycerin,Yes,50,50,Gram,
10307413,Aspirin or Panadol,Yes,15,1,Other (Specify),2 TABLET PACKET
10307413,Fansidar (3 tablet packet),Yes,100,1,Other (Specify),3 TABLET PACKET
10307413,Chitenje cloth,Yes,700,1,Piece,
10307413,Trousers (kaunjika),Yes,750,,,
10307413,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10307413,Carlsberg beer (bottle),Yes,120,,,
10307413,"Cigarettes, Embassy (packet)",Yes,100,,,
10307413,Battery (dry cell) for radio,Yes,50,,,
10307413,"Watch, digital (simple), plastic",Yes,400,,,
10307413,Firewood,No,,,,
10307413,Charcoal,Yes,500,1,50 KG. Bag,
10307413,Paraffin,Yes,200,1,Litre,
10307413,Chemical fertilizer (mkt value),No,,,,
10307413,Pesticides/Insecticides (mkt value),No,,,,
10307413,Herbicides/Fungicides (mkt value),No,,,,
10307413,Motorized transport of crop output (per 50kg),No,,,,
10307413,Hybrid maize seed (mkt value),No,,,,
10307413,"Hand hoe, without handle",Yes,500,,,
10307413,Panga,Yes,350,,,
10307413,Sickle,Yes,250,,,
10307413,Axe,Yes,500,,,
10307413,Bicycle,Yes,12000,,,
10307413,"Foam mattress (10 cm, single)",Yes,6000,,,
10307413,"Mosquito net (white, not treated)",Yes,900,,,
10307413,"Ganyu wage, 1 day, adult male",No,,,,
10308129,Maize grain,Yes,600,1,Pail (Large),
10308129,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10308129,Cost to grind 50 kg bag of maize,Yes,1500,,,
10308129,Cost to grind 50 kg bag of rice,Yes,7500,,,
10308129,Rice,Yes,120,1,Kilogram,
10308129,White bread loaf (unsliced),Yes,120,1,Piece,
10308129,Scone / Mandazi,Yes,10,1,Piece,
10308129,Beans,Yes,70,1,No. 12 Plate,
10308129,Cabbage,Yes,80,1,Piece,
10308129,Tomatoes,Yes,50,1,Heap,
10308129,Banana,Yes,80,1,Bunch,
10308129,Fresh milk (liquid),Yes,100,1,Litre,
10308129,Egg,Yes,35,1,Piece,
10308129,Chicken (live),Yes,800,1,Other (Specify),WHOLE CHICKEN
10308129,Dried fish (usipa),Yes,50,1,Heap,
10308129,Beef,Yes,600,1,Kilogram,
10308129,Tea leaves,Yes,140,50,Gram,
10308129,Salt,Yes,50,1,No. 10 Plate,
10308129,"Sugar, white",Yes,170,1,Kilogram,
10308129,"Cooking oil (Kazinga, Kukoma)",Yes,60,1,Satchet/Tube,
10308129,"Chips, potato (street vendor)",Yes,100,1,No. 12 Plate,
10308129,Bar soap (Maluwa),Yes,50,1,Piece,
10308129,Toothbrush,Yes,30,1,Piece,
10308129,Toothpaste (50 g tube),Yes,120,1,Other (Specify),50G TUBE
10308129,"Clothes soap (Omo, Surf)",Yes,130,100,Gram,
10308129,Vaseline/glycerin,Yes,70,50,Millilitre,
10308129,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
10308129,Fansidar (3 tablet packet),No,,,,
10308129,Chitenje cloth,Yes,850,2,Other (Specify),METERS
10308129,Trousers (kaunjika),Yes,400,,,
10308129,"Coca-Cola, Fanta (bottle)",Yes,60,,,
10308129,Carlsberg beer (bottle),Yes,130,,,
10308129,"Cigarettes, Embassy (packet)",Yes,20,,,
10308129,Battery (dry cell) for radio,Yes,50,,,
10308129,"Watch, digital (simple), plastic",Yes,500,,,
10308129,Firewood,Yes,50,1,Heap,
10308129,Charcoal,Yes,500,1,50 KG. Bag,
10308129,Paraffin,Yes,200,1,Litre,
10308129,Chemical fertilizer (mkt value),Yes,5600,1,50 KG. Bag,
10308129,Pesticides/Insecticides (mkt value),Yes,400,200,Gram,
10308129,Herbicides/Fungicides (mkt value),Yes,1400,1,Litre,
10308129,Motorized transport of crop output (per 50kg),No,,,,
10308129,Hybrid maize seed (mkt value),Yes,750,2,Kilogram,
10308129,"Hand hoe, without handle",Yes,650,,,
10308129,Panga,Yes,400,,,
10308129,Sickle,Yes,350,,,
10308129,Axe,Yes,600,,,
10308129,Bicycle,Yes,13000,,,
10308129,"Foam mattress (10 cm, single)",Yes,5000,,,
10308129,"Mosquito net (white, not treated)",Yes,800,,,
10308129,"Ganyu wage, 1 day, adult male",No,,,,
10308636,Maize grain,Yes,700,1,Pail (Large),
10308636,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
10308636,Cost to grind 50 kg bag of maize,Yes,1600,,,
10308636,Cost to grind 50 kg bag of rice,Yes,6000,,,
10308636,Rice,Yes,2000,1,Pail (Large),
10308636,White bread loaf (unsliced),Yes,140,1,Piece,
10308636,Scone / Mandazi,Yes,20,1,Piece,
