ea_id,com_ck00a,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3,com_ck00b3_os
30103074,Tea leaves,Yes,20,1,Millilitre,
30103074,Salt,Yes,20,1,No. 10 Plate,
30103074,"Sugar, white",Yes,130,1,Kilogram,
30103074,"Cooking oil (Kazinga, Kukoma)",Yes,30,1,Satchet/Tube,
30103074,"Chips, potato (street vendor)",No,,,,
30103074,Bar soap (Maluwa),Yes,40,1,Heap,
30103074,Toothbrush,Yes,40,1,Heap,
30103074,Toothpaste (50 g tube),Yes,160,1,Satchet/Tube,
30103074,"Clothes soap (Omo, Surf)",No,,,,
30103074,Vaseline/glycerin,Yes,60,1,Gram,
30103074,Aspirin or Panadol,Yes,6,1,Satchet/Tube,
30103074,Fansidar (3 tablet packet),No,,,,
30103074,Chitenje cloth,No,,,,
30103074,Trousers (kaunjika),No,,,,
30103074,"Coca-Cola, Fanta (bottle)",Yes,70,,,
30103074,Carlsberg beer (bottle),No,,,,
30103074,"Cigarettes, Embassy (packet)",Yes,6,,,
30103074,Battery (dry cell) for radio,Yes,30,,,
30103074,"Watch, digital (simple), plastic",No,,,,
30103074,Firewood,No,,,,
30103074,Charcoal,No,,,,
30103074,Paraffin,Yes,20,1,Satchet/Tube,
30103074,Chemical fertilizer (mkt value),No,,,,
30103074,Pesticides/Insecticides (mkt value),No,,,,
30103074,Herbicides/Fungicides (mkt value),No,,,,
30103074,Motorized transport of crop output (per 50kg),No,,,,
30103074,Hybrid maize seed (mkt value),No,,,,
30103074,"Hand hoe, without handle",No,,,,
30103074,Panga,No,,,,
30103074,Sickle,No,,,,
30103074,Axe,No,,,,
30103074,Bicycle,No,,,,
30103074,"Foam mattress (10 cm, single)",No,,,,
30103074,"Mosquito net (white, not treated)",No,,,,
30103074,"Ganyu wage, 1 day, adult male",No,,,,
30103420,Maize grain,Yes,1300,1,50 KG. Bag,
30103420,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30103420,Cost to grind 50 kg bag of maize,Yes,210,,,
30103420,Cost to grind 50 kg bag of rice,No,,,,
30103420,Rice,Yes,120,1,Kilogram,
30103420,White bread loaf (unsliced),Yes,130,1,Piece,
30103420,Scone / Mandazi,Yes,15,1,Piece,
30103420,Beans,Yes,110,1,Kilogram,
30103420,Cabbage,Yes,60,1,Piece,
30103420,Tomatoes,Yes,30,1,Heap,
30103420,Banana,Yes,3,1,Piece,
30103420,Fresh milk (liquid),No,,,,
30103420,Egg,Yes,30,1,Piece,
30103420,Chicken (live),Yes,480,1,Other (Specify),WHOLE CHICKEN
30103420,Dried fish (usipa),Yes,60,1,Heap,
30103420,Beef,Yes,350,1,Kilogram,
30103420,Tea leaves,Yes,30,25,Gram,
30103420,Salt,Yes,50,250,Gram,
30103420,"Sugar, white",Yes,170,1,Kilogram,
30103420,"Cooking oil (Kazinga, Kukoma)",Yes,150,250,Millilitre,
30103420,"Chips, potato (street vendor)",No,,,,
30103420,Bar soap (Maluwa),Yes,30,1,Piece,
30103420,Toothbrush,Yes,25,1,Piece,
30103420,Toothpaste (50 g tube),Yes,35,25,Gram,
30103420,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
30103420,Vaseline/glycerin,Yes,30,25,Gram,
30103420,Aspirin or Panadol,Yes,12,1,Piece,
30103420,Fansidar (3 tablet packet),No,,,,
30103420,Chitenje cloth,Yes,450,1,Piece,
30103420,Trousers (kaunjika),Yes,400,,,
30103420,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30103420,Carlsberg beer (bottle),Yes,130,,,
30103420,"Cigarettes, Embassy (packet)",Yes,200,,,
30103420,Battery (dry cell) for radio,Yes,40,,,
30103420,"Watch, digital (simple), plastic",No,,,,
30103420,Firewood,Yes,120,1,Heap,
30103420,Charcoal,Yes,400,1,50 KG. Bag,
30103420,Paraffin,No,,,,
30103420,Chemical fertilizer (mkt value),No,,,,
30103420,Pesticides/Insecticides (mkt value),No,,,,
30103420,Herbicides/Fungicides (mkt value),No,,,,
30103420,Motorized transport of crop output (per 50kg),No,,,,
30103420,Hybrid maize seed (mkt value),Yes,650,1,Kilogram,
30103420,"Hand hoe, without handle",Yes,600,,,
30103420,Panga,Yes,280,,,
30103420,Sickle,Yes,250,,,
30103420,Axe,Yes,450,,,
30103420,Bicycle,No,,,,
30103420,"Foam mattress (10 cm, single)",No,,,,
30103420,"Mosquito net (white, not treated)",No,,,,
30103420,"Ganyu wage, 1 day, adult male",No,,,,
30104022,Maize grain,Yes,1500,1,50 KG. Bag,
30104022,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30104022,Cost to grind 50 kg bag of maize,Yes,210,,,
30104022,Cost to grind 50 kg bag of rice,No,,,,
30104022,Rice,Yes,150,1,Kilogram,
30104022,White bread loaf (unsliced),Yes,120,1,Piece,
30104022,Scone / Mandazi,Yes,20,1,Piece,
30104022,Beans,Yes,100,1,Kilogram,
30104022,Cabbage,Yes,50,1,Piece,
30104022,Tomatoes,Yes,20,1,Heap,
30104022,Banana,Yes,4,1,Piece,
30104022,Fresh milk (liquid),No,,,,
30104022,Egg,Yes,25,1,Piece,
30104022,Chicken (live),Yes,600,1,Other (Specify),WHOLE CHICKEN
30104022,Dried fish (usipa),Yes,30,1,Heap,
30104022,Beef,Yes,500,1,Kilogram,
30104022,Tea leaves,Yes,25,25,Gram,
30104022,Salt,Yes,20,1,No. 10 Plate,
30104022,"Sugar, white",Yes,150,1,Kilogram,
30104022,"Cooking oil (Kazinga, Kukoma)",Yes,100,250,Millilitre,
30104022,"Chips, potato (street vendor)",Yes,50,1,Heap,
30104022,Bar soap (Maluwa),Yes,20,1,Piece,
30104022,Toothbrush,Yes,20,1,Piece,
30104022,Toothpaste (50 g tube),Yes,60,1,Piece,
30104022,"Clothes soap (Omo, Surf)",Yes,120,100,Gram,
30104022,Vaseline/glycerin,Yes,30,25,Gram,
30104022,Aspirin or Panadol,Yes,10,1,Piece,
30104022,Fansidar (3 tablet packet),No,,,,
30104022,Chitenje cloth,Yes,500,1,Piece,
30104022,Trousers (kaunjika),Yes,350,,,
30104022,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30104022,Carlsberg beer (bottle),No,,,,
30104022,"Cigarettes, Embassy (packet)",Yes,200,,,
30104022,Battery (dry cell) for radio,Yes,45,,,
30104022,"Watch, digital (simple), plastic",No,,,,
30104022,Firewood,No,,,,
30104022,Charcoal,No,,,,
30104022,Paraffin,Yes,240,1,Litre,
30104022,Chemical fertilizer (mkt value),No,,,,
30104022,Pesticides/Insecticides (mkt value),No,,,,
30104022,Herbicides/Fungicides (mkt value),No,,,,
30104022,Motorized transport of crop output (per 50kg),No,,,,
30104022,Hybrid maize seed (mkt value),No,,,,
30104022,"Hand hoe, without handle",Yes,450,,,
30104022,Panga,No,,,,
30104022,Sickle,No,,,,
30104022,Axe,Yes,250,,,
30104022,Bicycle,No,,,,
30104022,"Foam mattress (10 cm, single)",No,,,,
30104022,"Mosquito net (white, not treated)",No,,,,
30104022,"Ganyu wage, 1 day, adult male",No,,,,
30104040,Maize grain,Yes,2000,1,50 KG. Bag,
30104040,"Maize flour (Gramil, Rab, or locally milled)",Yes,120,1,Kilogram,
30104040,Cost to grind 50 kg bag of maize,Yes,300,,,
30104040,Cost to grind 50 kg bag of rice,No,,,,
30104040,Rice,Yes,130,1,Kilogram,
30104040,White bread loaf (unsliced),Yes,125,1,Piece,
30104040,Scone / Mandazi,Yes,10,1,Piece,
30104040,Beans,Yes,70,500,Gram,
30104040,Cabbage,Yes,60,1,Piece,
30104040,Tomatoes,Yes,40,1,Heap,
30104040,Banana,Yes,3,1,Piece,
30104040,Fresh milk (liquid),Yes,40,300,Millilitre,
30104040,Egg,Yes,30,1,Piece,
30104040,Chicken (live),Yes,600,1,Other (Specify),WHOLE CHICKEN
30104040,Dried fish (usipa),Yes,40,1,Heap,
30104040,Beef,Yes,450,1,Kilogram,
30104040,Tea leaves,Yes,30,25,Gram,
30104040,Salt,Yes,60,1,No. 12 Plate,
30104040,"Sugar, white",Yes,120,1,Kilogram,
30104040,"Cooking oil (Kazinga, Kukoma)",Yes,30,1,Satchet/Tube,
30104040,"Chips, potato (street vendor)",Yes,60,1,Heap,
30104040,Bar soap (Maluwa),Yes,30,1,Piece,
30104040,Toothbrush,Yes,30,1,Piece,
30104040,Toothpaste (50 g tube),Yes,30,1,Piece,
30104040,"Clothes soap (Omo, Surf)",Yes,120,100,Gram,
30104040,Vaseline/glycerin,Yes,30,50,Gram,
30104040,Aspirin or Panadol,Yes,10,1,Piece,
30104040,Fansidar (3 tablet packet),Yes,75,1,Piece,
30104040,Chitenje cloth,Yes,500,1,Piece,
30104040,Trousers (kaunjika),Yes,450,,,
30104040,"Coca-Cola, Fanta (bottle)",Yes,50,,,
30104040,Carlsberg beer (bottle),Yes,120,,,
30104040,"Cigarettes, Embassy (packet)",Yes,200,,,
30104040,Battery (dry cell) for radio,Yes,50,,,
30104040,"Watch, digital (simple), plastic",Yes,10,,,
30104040,Firewood,Yes,150,1,Heap,
30104040,Charcoal,Yes,350,1,50 KG. Bag,
30104040,Paraffin,No,,,,
30104040,Chemical fertilizer (mkt value),Yes,5600,1,50 KG. Bag,
30104040,Pesticides/Insecticides (mkt value),No,,,,
30104040,Herbicides/Fungicides (mkt value),No,,,,
30104040,Motorized transport of crop output (per 50kg),No,,,,
30104040,Hybrid maize seed (mkt value),Yes,680,1,Kilogram,
30104040,"Hand hoe, without handle",Yes,500,,,
30104040,Panga,Yes,200,,,
30104040,Sickle,Yes,150,,,
30104040,Axe,Yes,350,,,
30104040,Bicycle,Yes,12000,,,
30104040,"Foam mattress (10 cm, single)",Yes,8000,,,
30104040,"Mosquito net (white, not treated)",Yes,600,,,
30104040,"Ganyu wage, 1 day, adult male",No,,,,
30104708,Maize grain,Yes,500,1,Tin,
30104708,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30104708,Cost to grind 50 kg bag of maize,Yes,300,,,
30104708,Cost to grind 50 kg bag of rice,No,,,,
30104708,Rice,No,,,,
30104708,White bread loaf (unsliced),No,,,,
30104708,Scone / Mandazi,Yes,10,1,Piece,
30104708,Beans,Yes,100,1,Cup,
30104708,Cabbage,No,,,,
30104708,Tomatoes,Yes,20,3,Heap,
30104708,Banana,Yes,10,3,Heap,
30104708,Fresh milk (liquid),No,,,,ONE PACKET
30104708,Egg,No,,,,
30104708,Chicken (live),Yes,500,1,Piece,
30104708,Dried fish (usipa),Yes,30,1,Heap,
30104708,Beef,No,,,,
30104708,Tea leaves,Yes,10,1,Other (Specify),ONE PACKET
30104708,Salt,Yes,10,1,No. 10 Plate,
30104708,"Sugar, white",Yes,180,1,Kilogram,
30104708,"Cooking oil (Kazinga, Kukoma)",Yes,35,1,Satchet/Tube,
30104708,"Chips, potato (street vendor)",No,,,,
30104708,Bar soap (Maluwa),Yes,40,1,Piece,
30104708,Toothbrush,Yes,20,1,Piece,
30104708,Toothpaste (50 g tube),Yes,30,1,Satchet/Tube,
30104708,"Clothes soap (Omo, Surf)",Yes,100,1,Satchet/Tube,
30104708,Vaseline/glycerin,Yes,30,1,Satchet/Tube,
30104708,Aspirin or Panadol,Yes,10,1,Other (Specify),ONE PACKET
30104708,Fansidar (3 tablet packet),No,,,,
30104708,Chitenje cloth,Yes,400,1,Piece,
30104708,Trousers (kaunjika),Yes,600,,,
30104708,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30104708,Carlsberg beer (bottle),No,,,,
30104708,"Cigarettes, Embassy (packet)",Yes,200,,,
30104708,Battery (dry cell) for radio,Yes,40,,,
30104708,"Watch, digital (simple), plastic",No,,,,
30104708,Firewood,Yes,20,1,Heap,
30104708,Charcoal,No,,,,
30104708,Paraffin,Yes,180,1,Litre,
30104708,Chemical fertilizer (mkt value),Yes,5260,1,50 KG. Bag,
30104708,Pesticides/Insecticides (mkt value),Yes,100,1,Tin,
30104708,Herbicides/Fungicides (mkt value),No,,,,
30104708,Motorized transport of crop output (per 50kg),No,,,,
30104708,Hybrid maize seed (mkt value),No,,,,
30104708,"Hand hoe, without handle",No,,,,
30104708,Panga,No,,,,
30104708,Sickle,No,,,,
30104708,Axe,No,,,,
30104708,Bicycle,No,,,,
30104708,"Foam mattress (10 cm, single)",No,,,,
30104708,"Mosquito net (white, not treated)",No,,,,
30104708,"Ganyu wage, 1 day, adult male",No,,,,
30105325,Maize grain,Yes,1200,1,50 KG. Bag,
30105325,"Maize flour (Gramil, Rab, or locally milled)",Yes,1400,10,Kilogram,
30105325,Cost to grind 50 kg bag of maize,Yes,160,,,
30105325,Cost to grind 50 kg bag of rice,Yes,160,,,
30105325,Rice,Yes,180,1,Kilogram,
30105325,White bread loaf (unsliced),No,,,,
30105325,Scone / Mandazi,Yes,10,1,Piece,
30105325,Beans,Yes,2000,1,Pail (Large),
30105325,Cabbage,Yes,50,1,Other (Specify),ONE CABBAGE
30105325,Tomatoes,Yes,20,1,Heap,
30105325,Banana,Yes,10,2,Piece,
30105325,Fresh milk (liquid),Yes,50,1,Millilitre,
30105325,Egg,Yes,25,1,Piece,
30105325,Chicken (live),Yes,500,1,Piece,
30105325,Dried fish (usipa),Yes,20,1,Heap,
30105325,Beef,No,,,,
30105325,Tea leaves,Yes,20,1,Satchet/Tube,
30105325,Salt,Yes,10,1,No. 10 Plate,
30105325,"Sugar, white",Yes,140,1,Kilogram,
30105325,"Cooking oil (Kazinga, Kukoma)",Yes,20,1,Satchet/Tube,
30105325,"Chips, potato (street vendor)",Yes,70,1,No. 12 Plate,
30105325,Bar soap (Maluwa),Yes,25,1,Piece,
30105325,Toothbrush,Yes,70,1,Satchet/Tube,
30105325,Toothpaste (50 g tube),Yes,65,1,Satchet/Tube,
30105325,"Clothes soap (Omo, Surf)",Yes,65,1,Satchet/Tube,
30105325,Vaseline/glycerin,Yes,65,1,Satchet/Tube,
30105325,Aspirin or Panadol,Yes,6,1,Other (Specify),PACKET
30105325,Fansidar (3 tablet packet),No,,,,
30105325,Chitenje cloth,Yes,500,1,Piece,
30105325,Trousers (kaunjika),Yes,300,,,
30105325,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30105325,Carlsberg beer (bottle),Yes,120,,,
30105325,"Cigarettes, Embassy (packet)",Yes,10,,,
30105325,Battery (dry cell) for radio,Yes,40,,,
30105325,"Watch, digital (simple), plastic",No,,,,
30105325,Firewood,No,,,,
30105325,Charcoal,No,,,,
30105325,Paraffin,Yes,10,1,Cup,
30105325,Chemical fertilizer (mkt value),No,,,,
30105325,Pesticides/Insecticides (mkt value),No,,,,
30105325,Herbicides/Fungicides (mkt value),No,,,,
30105325,Motorized transport of crop output (per 50kg),No,,,,
30105325,Hybrid maize seed (mkt value),No,,,,
30105325,"Hand hoe, without handle",Yes,70,,,
30105325,Panga,No,,,,
30105325,Sickle,No,,,,
30105325,Axe,No,,,,
30105325,Bicycle,No,,,,
30105325,"Foam mattress (10 cm, single)",No,,,,
30105325,"Mosquito net (white, not treated)",No,,,,
30105325,"Ganyu wage, 1 day, adult male",No,,,,
30105448,Maize grain,Yes,20,1,Kilogram,
30105448,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30105448,Cost to grind 50 kg bag of maize,Yes,100,,,
30105448,Cost to grind 50 kg bag of rice,Yes,100,,,
30105448,Rice,Yes,40,1,Kilogram,
30105448,White bread loaf (unsliced),No,,,,
30105448,Scone / Mandazi,Yes,10,1,Piece,
30105448,Beans,Yes,25,1,Kilogram,
30105448,Cabbage,Yes,60,1,Other (Specify),HEAD
30105448,Tomatoes,Yes,20,1,Heap,
30105448,Banana,Yes,10,3,Piece,
30105448,Fresh milk (liquid),No,,,,
30105448,Egg,No,,,,
30105448,Chicken (live),Yes,620,1,Piece,
30105448,Dried fish (usipa),Yes,30,1,Heap,
30105448,Beef,No,,,,
30105448,Tea leaves,Yes,10,1,Satchet/Tube,
30105448,Salt,Yes,10,1,Satchet/Tube,
30105448,"Sugar, white",Yes,170,1,Kilogram,
30105448,"Cooking oil (Kazinga, Kukoma)",Yes,40,1,Satchet/Tube,
30105448,"Chips, potato (street vendor)",No,,,,
30105448,Bar soap (Maluwa),Yes,20,1,Piece,
30105448,Toothbrush,Yes,25,1,Piece,
30105448,Toothpaste (50 g tube),Yes,50,1,Satchet/Tube,
30105448,"Clothes soap (Omo, Surf)",No,,,,
30105448,Vaseline/glycerin,Yes,40,1,Satchet/Tube,
30105448,Aspirin or Panadol,Yes,6,1,Other (Specify),PACKET
30105448,Fansidar (3 tablet packet),No,,,,
30105448,Chitenje cloth,Yes,500,1,Piece,
30105448,Trousers (kaunjika),Yes,400,,,
30105448,"Coca-Cola, Fanta (bottle)",Yes,70,,,
30105448,Carlsberg beer (bottle),No,,,,
30105448,"Cigarettes, Embassy (packet)",Yes,10,,,
30105448,Battery (dry cell) for radio,Yes,45,,,
30105448,"Watch, digital (simple), plastic",No,,,,
30105448,Firewood,Yes,100,1,Heap,
30105448,Charcoal,No,,,,
30105448,Paraffin,No,,,,
30105448,Chemical fertilizer (mkt value),No,,,,
30105448,Pesticides/Insecticides (mkt value),No,,,,
30105448,Herbicides/Fungicides (mkt value),No,,,,
30105448,Motorized transport of crop output (per 50kg),No,,,,
30105448,Hybrid maize seed (mkt value),No,,,,
30105448,"Hand hoe, without handle",Yes,150,,,
30105448,Panga,Yes,200,,,
30105448,Sickle,No,,,,
30105448,Axe,No,,,,
30105448,Bicycle,No,,,,
30105448,"Foam mattress (10 cm, single)",No,,,,
30105448,"Mosquito net (white, not treated)",No,,,,
30105448,"Ganyu wage, 1 day, adult male",No,,,,
30106005,Maize grain,Yes,1700,1,50 KG. Bag,
30106005,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30106005,Cost to grind 50 kg bag of maize,Yes,270,,,
30106005,Cost to grind 50 kg bag of rice,No,,,,
30106005,Rice,Yes,160,1,Kilogram,
30106005,White bread loaf (unsliced),Yes,120,1,Piece,
30106005,Scone / Mandazi,Yes,15,1,Piece,
30106005,Beans,Yes,200,1,Kilogram,
30106005,Cabbage,Yes,60,1,Piece,
30106005,Tomatoes,Yes,40,1,Heap,
30106005,Banana,Yes,3,1,Piece,
30106005,Fresh milk (liquid),No,,,,
30106005,Egg,Yes,30,1,Piece,
30106005,Chicken (live),Yes,500,1,Other (Specify),WHOLE CHICKEN
30106005,Dried fish (usipa),Yes,20,1,Heap,
30106005,Beef,Yes,400,1,Kilogram,
30106005,Tea leaves,Yes,25,25,Gram,
30106005,Salt,Yes,60,500,Gram,
30106005,"Sugar, white",Yes,170,1,Kilogram,
30106005,"Cooking oil (Kazinga, Kukoma)",Yes,35,1,Satchet/Tube,
30106005,"Chips, potato (street vendor)",No,,,,
30106005,Bar soap (Maluwa),Yes,30,1,Piece,
30106005,Toothbrush,Yes,25,1,Piece,
30106005,Toothpaste (50 g tube),Yes,30,1,Piece,
30106005,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
30106005,Vaseline/glycerin,Yes,30,25,Gram,
30106005,Aspirin or Panadol,Yes,10,1,Piece,
30106005,Fansidar (3 tablet packet),No,,,,
30106005,Chitenje cloth,Yes,500,1,Piece,
30106005,Trousers (kaunjika),Yes,450,,,
30106005,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30106005,Carlsberg beer (bottle),No,,,,
30106005,"Cigarettes, Embassy (packet)",Yes,200,,,
30106005,Battery (dry cell) for radio,Yes,50,,,
30106005,"Watch, digital (simple), plastic",No,,,,
30106005,Firewood,Yes,150,1,Heap,
30106005,Charcoal,Yes,350,1,50 KG. Bag,
30106005,Paraffin,No,,,,
30106005,Chemical fertilizer (mkt value),No,,,,
30106005,Pesticides/Insecticides (mkt value),No,,,,
30106005,Herbicides/Fungicides (mkt value),No,,,,
30106005,Motorized transport of crop output (per 50kg),No,,,,
30106005,Hybrid maize seed (mkt value),No,,,,
30106005,"Hand hoe, without handle",Yes,450,,,
30106005,Panga,Yes,250,,,
30106005,Sickle,Yes,150,,,
30106005,Axe,Yes,300,,,
30106005,Bicycle,No,,,,
30106005,"Foam mattress (10 cm, single)",No,,,,
30106005,"Mosquito net (white, not treated)",No,,,,
30106005,"Ganyu wage, 1 day, adult male",No,,,,
30106331,Maize grain,Yes,1200,1,50 KG. Bag,
30106331,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30106331,Cost to grind 50 kg bag of maize,Yes,270,,,
30106331,Cost to grind 50 kg bag of rice,No,,,,
30106331,Rice,Yes,120,1,Kilogram,
30106331,White bread loaf (unsliced),Yes,130,1,Piece,
30106331,Scone / Mandazi,Yes,20,1,Piece,
30106331,Beans,Yes,130,1,Kilogram,
30106331,Cabbage,Yes,60,1,Piece,
30106331,Tomatoes,Yes,30,1,Heap,
30106331,Banana,Yes,3,1,Piece,
30106331,Fresh milk (liquid),No,,,,
30106331,Egg,Yes,25,1,Piece,
30106331,Chicken (live),Yes,600,1,Other (Specify),WHOLE CHICKEN
30106331,Dried fish (usipa),Yes,25,1,Heap,
30106331,Beef,Yes,400,1,Kilogram,
30106331,Tea leaves,Yes,25,25,Gram,
30106331,Salt,Yes,40,500,Gram,
30106331,"Sugar, white",Yes,170,1,Kilogram,
30106331,"Cooking oil (Kazinga, Kukoma)",Yes,150,250,Millilitre,
30106331,"Chips, potato (street vendor)",Yes,50,1,Heap,
30106331,Bar soap (Maluwa),Yes,25,1,Piece,
30106331,Toothbrush,Yes,30,1,Piece,
30106331,Toothpaste (50 g tube),Yes,35,1,Piece,
30106331,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
30106331,Vaseline/glycerin,Yes,30,25,Gram,
30106331,Aspirin or Panadol,Yes,12,1,Piece,
30106331,Fansidar (3 tablet packet),No,,,,
30106331,Chitenje cloth,Yes,450,1,Piece,
30106331,Trousers (kaunjika),Yes,400,,,
30106331,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30106331,Carlsberg beer (bottle),Yes,130,,,
30106331,"Cigarettes, Embassy (packet)",Yes,200,,,
30106331,Battery (dry cell) for radio,Yes,50,,,
30106331,"Watch, digital (simple), plastic",Yes,15,,,
30106331,Firewood,Yes,100,1,Heap,
30106331,Charcoal,Yes,350,1,50 KG. Bag,
30106331,Paraffin,Yes,150,300,Millilitre,
30106331,Chemical fertilizer (mkt value),No,,,,
30106331,Pesticides/Insecticides (mkt value),No,,,,
30106331,Herbicides/Fungicides (mkt value),No,,,,
30106331,Motorized transport of crop output (per 50kg),Yes,5,,,
30106331,Hybrid maize seed (mkt value),Yes,300,2,Kilogram,
30106331,"Hand hoe, without handle",Yes,450,,,
30106331,Panga,Yes,300,,,
30106331,Sickle,Yes,150,,,
30106331,Axe,Yes,300,,,
30106331,Bicycle,No,,,,
30106331,"Foam mattress (10 cm, single)",No,,,,
30106331,"Mosquito net (white, not treated)",No,,,,
30106331,"Ganyu wage, 1 day, adult male",No,,,,
30106750,Maize grain,Yes,10,1,Cup,
30106750,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30106750,Cost to grind 50 kg bag of maize,Yes,100,,,
30106750,Cost to grind 50 kg bag of rice,No,,,,
30106750,Rice,No,,,,
30106750,White bread loaf (unsliced),No,,,,
30106750,Scone / Mandazi,Yes,20,1,Piece,
30106750,Beans,Yes,60,1,No. 10 Plate,
30106750,Cabbage,No,,,,
30106750,Tomatoes,Yes,20,1,Heap,
30106750,Banana,Yes,10,3,Kilogram,
30106750,Fresh milk (liquid),Yes,180,1,Gram,
30106750,Egg,Yes,30,1,Other (Specify),ONE EGG
30106750,Chicken (live),Yes,450,1,Piece,
30106750,Dried fish (usipa),Yes,40,1,Heap,
30106750,Beef,No,,,,
30106750,Tea leaves,Yes,20,1,Satchet/Tube,
30106750,Salt,Yes,20,1,No. 10 Plate,
30106750,"Sugar, white",Yes,180,1,Kilogram,
30106750,"Cooking oil (Kazinga, Kukoma)",Yes,10,1,Millilitre,
30106750,"Chips, potato (street vendor)",Yes,70,1,No. 10 Plate,
30106750,Bar soap (Maluwa),Yes,40,1,Piece,
30106750,Toothbrush,Yes,20,1,Piece,
30106750,Toothpaste (50 g tube),Yes,50,1,Satchet/Tube,
30106750,"Clothes soap (Omo, Surf)",Yes,30,1,Gram,
30106750,Vaseline/glycerin,Yes,60,1,Satchet/Tube,
30106750,Aspirin or Panadol,Yes,10,1,Satchet/Tube,
30106750,Fansidar (3 tablet packet),No,,,,
30106750,Chitenje cloth,Yes,250,1,Piece,
30106750,Trousers (kaunjika),Yes,300,,,
30106750,"Coca-Cola, Fanta (bottle)",Yes,70,,,
30106750,Carlsberg beer (bottle),No,,,,
30106750,"Cigarettes, Embassy (packet)",Yes,5,,,
30106750,Battery (dry cell) for radio,Yes,40,,,
30106750,"Watch, digital (simple), plastic",Yes,150,,,
30106750,Firewood,Yes,150,1,Bunch,
30106750,Charcoal,Yes,250,1,50 KG. Bag,
30106750,Paraffin,Yes,5,1,Cup,
30106750,Chemical fertilizer (mkt value),No,,,,
30106750,Pesticides/Insecticides (mkt value),No,,,,
30106750,Herbicides/Fungicides (mkt value),No,,,,
30106750,Motorized transport of crop output (per 50kg),No,,,,
30106750,Hybrid maize seed (mkt value),No,,,,
30106750,"Hand hoe, without handle",No,,,,
30106750,Panga,No,,,,
30106750,Sickle,No,,,,
30106750,Axe,No,,,,
30106750,Bicycle,No,,,,
30106750,"Foam mattress (10 cm, single)",No,,,,
30106750,"Mosquito net (white, not treated)",No,,,,
30106750,"Ganyu wage, 1 day, adult male",No,,,,
30107395,Maize grain,Yes,500,1,Pail (Large),
30107395,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30107395,Cost to grind 50 kg bag of maize,Yes,360,,,
30107395,Cost to grind 50 kg bag of rice,No,,,,
30107395,Rice,No,,,,
30107395,White bread loaf (unsliced),No,,,,
30107395,Scone / Mandazi,Yes,10,1,Piece,
30107395,Beans,Yes,80,1,Cup,
30107395,Cabbage,No,,,,
30107395,Tomatoes,Yes,10,1,Heap,
30107395,Banana,Yes,10,3,Heap,
30107395,Fresh milk (liquid),Yes,175,1,Satchet/Tube,
30107395,Egg,No,,,,
30107395,Chicken (live),Yes,500,1,Piece,
30107395,Dried fish (usipa),Yes,30,1,Heap,
30107395,Beef,No,,,,
30107395,Tea leaves,Yes,10,1,Satchet/Tube,
30107395,Salt,Yes,10,1,No. 10 Plate,
30107395,"Sugar, white",Yes,160,1,Kilogram,
30107395,"Cooking oil (Kazinga, Kukoma)",Yes,30,1,Satchet/Tube,
30107395,"Chips, potato (street vendor)",Yes,30,1,No. 12 Plate,
30107395,Bar soap (Maluwa),Yes,40,1,Piece,
30107395,Toothbrush,Yes,20,1,Piece,
30107395,Toothpaste (50 g tube),Yes,100,1,Satchet/Tube,
30107395,"Clothes soap (Omo, Surf)",Yes,90,1,Satchet/Tube,
30107395,Vaseline/glycerin,Yes,70,1,Satchet/Tube,
30107395,Aspirin or Panadol,Yes,10,1,Other (Specify),ONE PACKET
30107395,Fansidar (3 tablet packet),No,,,,
30107395,Chitenje cloth,Yes,500,1,Piece,
30107395,Trousers (kaunjika),Yes,600,,,
30107395,"Coca-Cola, Fanta (bottle)",Yes,70,,,
30107395,Carlsberg beer (bottle),No,,,,
30107395,"Cigarettes, Embassy (packet)",Yes,10,,,
30107395,Battery (dry cell) for radio,Yes,40,,,
30107395,"Watch, digital (simple), plastic",No,,,,
30107395,Firewood,Yes,100,1,Heap,
30107395,Charcoal,Yes,200,1,90 KG. Bag,
30107395,Paraffin,Yes,170,1,Litre,
30107395,Chemical fertilizer (mkt value),Yes,5000,1,50 KG. Bag,
30107395,Pesticides/Insecticides (mkt value),No,,,,
30107395,Herbicides/Fungicides (mkt value),No,,,,
30107395,Motorized transport of crop output (per 50kg),No,,,,
30107395,Hybrid maize seed (mkt value),Yes,150,1,Kilogram,
