case_id,ea_id,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00
103086360117,10308636,,No,,No,,Yes
103086360126,10308636,,Yes,,No,,No
103086360135,10308636,,Yes,,No,,No
103086360153,10308636,,Yes,,No,,Yes
103086360162,10308636,,Yes,,No,,Yes
103081290004,10308129,2009/2010,Yes,2009/2010,No,,Yes
103081290008,10308129,2009/2010,Yes,2009/2010,No,,Yes
103081290013,10308129,2009/2010,No,2009/2010,No,,No
103081290032,10308129,2009/2010,No,2009/2010,No,,No
103081290036,10308129,2009/2010,Yes,2009/2010,No,,No
103081290041,10308129,2009/2010,No,2009/2010,No,,Yes
103081290055,10308129,2009/2010,No,2009/2010,No,,Yes
103081290060,10308129,2009/2010,Yes,2009/2010,No,,Yes
103081290064,10308129,2009/2010,Yes,2009/2010,No,,Yes
103081290069,10308129,2009/2010,No,2009/2010,No,,No
103081290078,10308129,2009/2010,No,2009/2010,No,,Yes
103081290083,10308129,2009/2010,Yes,2009/2010,No,,Yes
103081290088,10308129,2009/2010,Yes,2009/2010,No,,No
103081290097,10308129,2009/2010,Yes,2009/2010,No,,Yes
103092730003,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730005,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730007,10309273,2009/2010,Yes,2009/2010,No,,No
103092730009,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730013,10309273,2009/2010,No,2009/2010,No,,Yes
103092730014,10309273,2009/2010,Yes,2009/2010,No,,No
103092730016,10309273,2009/2010,Yes,2009/2010,No,,No
103092730018,10309273,2009/2010,No,2009/2010,No,,Yes
103092730022,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730024,10309273,2009/2010,No,2009/2010,No,,No
103092730026,10309273,2009/2010,No,2009/2010,No,,Yes
103092730027,10309273,2009/2010,No,2009/2010,No,,No
103092730031,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730033,10309273,2009/2010,No,2009/2010,No,,Yes
103092730035,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092730039,10309273,2009/2010,Yes,2009/2010,No,,Yes
103092810014,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810027,10309281,2009/2010,No,2009/2010,No,,Yes
103092810040,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810052,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810078,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810091,10309281,2009/2010,No,2009/2010,No,,No
103092810103,10309281,2009/2010,No,2009/2010,No,,Yes
103092810116,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810142,10309281,2009/2010,No,2009/2010,No,,No
103092810154,10309281,2009/2010,Yes,2009/2010,No,,No
103092810167,10309281,2009/2010,No,2009/2010,No,,Yes
103092810180,10309281,2009/2010,No,2009/2010,No,,Yes
103092810205,10309281,2009/2010,No,2009/2010,No,,Yes
103092810218,10309281,2009/2010,Yes,2009/2010,No,,Yes
103092810231,10309281,2009/2010,No,2009/2010,No,,No
103092810256,10309281,2009/2010,No,2009/2010,No,,Yes
103104690001,10310469,2008/2009,Yes,2008/2009,No,,Yes
103104690009,10310469,2008/2009,Yes,2008/2009,No,,Yes
103104690013,10310469,2008/2009,Yes,2008/2009,No,,Yes
103104690014,10310469,2009/2010,Yes,2008/2009,Yes,Yes,Yes
103104690046,10310469,2008/2009,Yes,2008/2009,Yes,Yes,Yes
103104690049,10310469,2008/2009,Yes,2008/2009,Yes,Yes,Yes
103104690056,10310469,2008/2009,Yes,2008/2009,Yes,Yes,Yes
103104690066,10310469,2008/2009,Yes,2008/2009,Yes,Yes,Yes
103104690092,10310469,2008/2009,Yes,2008/2009,Yes,Yes,Yes
103104690100,10310469,2008/2009,Yes,2008/2009,No,,Yes
103104690112,10310469,2008/2009,Yes,2008/2009,No,,No
103104690131,10310469,2008/2009,Yes,2008/2009,No,,Yes
103104690171,10310469,2008/2009,Yes,2008/2009,No,,No
103104690175,10310469,2008/2009,Yes,2008/2009,No,,Yes
103121870004,10312187,2009/2010,No,2009/2010,No,,Yes
103121870009,10312187,2009/2010,No,2009/2010,No,,Yes
103121870011,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870017,10312187,2009/2010,No,2009/2010,No,,Yes
103121870023,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870034,10312187,2009/2010,No,2009/2010,No,,No
103121870040,10312187,2009/2010,No,2009/2010,No,,No
103121870062,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870068,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870074,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870079,10312187,2009/2010,Yes,2009/2010,No,,Yes
103121870091,10312187,2009/2010,No,2009/2010,No,,Yes
103121870096,10312187,2009/2010,No,2009/2010,No,,No
103121870102,10312187,2009/2010,No,2009/2010,No,,No
103121870113,10312187,2009/2010,Yes,2009/2010,No,,Yes
103120480002,10312048,2009/2010,Yes,2008/2009,No,,Yes
103120480008,10312048,2009/2010,No,2008/2009,No,,No
103120480015,10312048,2009/2010,Yes,2008/2009,No,,No
103120480021,10312048,2009/2010,No,2009/2010,No,,No
103120480027,10312048,2009/2010,No,2008/2009,No,,Yes
103120480039,10312048,2009/2010,No,2008/2009,No,,No
103120480046,10312048,2009/2010,Yes,2008/2009,No,,Yes
103120480058,10312048,2009/2010,No,2008/2009,No,,No
103120480070,10312048,2009/2010,Yes,2009/2010,No,,Yes
103120480077,10312048,2009/2010,No,2009/2010,Yes,Yes,No
103120480083,10312048,2009/2010,Yes,2009/2010,No,,Yes
103120480089,10312048,2009/2010,Yes,2009/2010,No,,No
103120480101,10312048,2009/2010,Yes,2009/2010,No,,Yes
103120480114,10312048,2009/2010,Yes,2009/2010,Yes,Yes,Yes
103120480126,10312048,2009/2010,Yes,2008/2009,No,,Yes
103120780004,10312078,2009/2010,Yes,2009/2010,Yes,Yes,Yes
103120780007,10312078,2009/2010,Yes,2009/2010,No,,Yes
103120780011,10312078,2009/2010,Yes,2009/2010,No,,No
103120780015,10312078,2009/2010,Yes,2009/2010,Yes,Yes,Yes
103120780022,10312078,2009/2010,Yes,2008/2009,Yes,Yes,No
103120780025,10312078,2009/2010,Yes,2008/2009,Yes,Yes,No
103120780029,10312078,2009/2010,Yes,2009/2010,Yes,Yes,Yes
103120780033,10312078,2009/2010,Yes,2009/2010,No,,Yes
103120780040,10312078,2009/2010,Yes,2009/2010,No,,Yes
103120780044,10312078,2009/2010,No,2009/2010,No,,No
103120780047,10312078,2009/2010,Yes,2009/2010,Yes,Yes,No
103120780051,10312078,2009/2010,Yes,2009/2010,No,,Yes
103120780058,10312078,2009/2010,Yes,2009/2010,No,,Yes
103120780062,10312078,2009/2010,Yes,2009/2010,No,,No
103120780065,10312078,2009/2010,No,2009/2010,No,,Yes
103120780073,10312078,2009/2010,Yes,2009/2010,Yes,Yes,No
103126000040,10312600,2008/2009,No,2008/2009,No,,No
103126000042,10312600,2008/2009,Yes,2008/2009,No,,Yes
103126000043,10312600,2008/2009,Yes,2008/2009,Yes,Yes,No
103126000045,10312600,2008/2009,Yes,2008/2009,No,,Yes
103126000051,10312600,2009/2010,Yes,2009/2010,No,,Yes
103126000053,10312600,2008/2009,Yes,2008/2009,No,,Yes
103126000068,10312600,2009/2010,Yes,2008/2009,No,,Yes
103126000081,10312600,2008/2009,Yes,2008/2009,No,,Yes
103126000093,10312600,2009/2010,Yes,2008/2009,Yes,Yes,Yes
103126000117,10312600,2008/2009,Yes,2008/2009,No,,No
103126000139,10312600,2008/2009,No,2008/2009,No,,Yes
103126000156,10312600,2008/2009,Yes,2008/2009,No,,No
103126000179,10312600,2008/2009,No,2008/2009,No,,No
103126000190,10312600,2008/2009,Yes,2008/2009,Yes,No,Yes
103126000226,10312600,2008/2009,No,2008/2009,No,,No
103202270002,10320227,2009/2010,No,2009/2010,No,,Yes
103202270034,10320227,2009/2010,No,2009/2010,No,,Yes
103202270050,10320227,2009/2010,No,2009/2010,No,,Yes
103202270106,10320227,2009/2010,No,2009/2010,No,,Yes
103202270163,10320227,2009/2010,Yes,2009/2010,No,,Yes
104017420015,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420016,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420023,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420031,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420047,10401742,2009/2010,Yes,2009/2010,No,,No
104017420054,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420062,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420070,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420085,10401742,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104017420093,10401742,2009/2010,No,2009/2010,No,,Yes
104017420101,10401742,2009/2010,Yes,2009/2010,No,,No
104017420109,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420124,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420132,10401742,2009/2010,Yes,2009/2010,No,,Yes
104017420155,10401742,2009/2010,Yes,2009/2010,No,,Yes
104012120007,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120014,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120021,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120028,10401212,2009/2010,Yes,2008/2009,No,,Yes
104012120041,10401212,2009/2010,Yes,2008/2009,No,,Yes
104012120048,10401212,2009/2010,Yes,2008/2009,No,,No
104012120055,10401212,2009/2010,Yes,2008/2009,No,,Yes
104012120062,10401212,2009/2010,Yes,2008/2009,No,,No
104012120082,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120089,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120096,10401212,2009/2010,Yes,2009/2010,No,,No
104012120109,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120116,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120123,10401212,2009/2010,Yes,2009/2010,No,,Yes
104012120137,10401212,2009/2010,Yes,2009/2010,No,,Yes
104015410026,10401541,2009/2010,Yes,2009/2010,No,,No
104015410046,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410066,10401541,2009/2010,Yes,2009/2010,No,,No
104015410085,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410125,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410144,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410164,10401541,2009/2010,Yes,2009/2010,No,,No
104015410184,10401541,2009/2010,Yes,2009/2010,No,,No
104015410223,10401541,2009/2010,Yes,2009/2010,No,,No
104015410243,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410262,10401541,2009/2010,Yes,2009/2010,No,,No
104015410282,10401541,2009/2010,Yes,2009/2010,No,,No
104015410321,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410341,10401541,2009/2010,Yes,2009/2010,No,,No
104015410361,10401541,2009/2010,Yes,2009/2010,No,,Yes
104015410400,10401541,2009/2010,Yes,2009/2010,No,,No
104016040005,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040082,10401604,2008/2009,Yes,2008/2009,No,,No
104016040092,10401604,2008/2009,Yes,2008/2009,No,,No
104016040113,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040139,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040157,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040162,10401604,2008/2009,Yes,2008/2009,No,,No
104016040175,10401604,2008/2009,Yes,2008/2009,No,,No
104016040188,10401604,2008/2009,Yes,2009/2010,No,,Yes
104016040190,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040199,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040212,10401604,2008/2009,Yes,2008/2009,No,,Yes
104016040225,10401604,2008/2009,Yes,2008/2009,No,,Yes
104015220004,10401522,,No,,,,Yes
104015220019,10401522,,No,,No,,Yes
104015220038,10401522,,Yes,,No,,Yes
104015220041,10401522,,Yes,,No,,Yes
104015220042,10401522,,No,,No,,Yes
104015220054,10401522,,Yes,,No,,Yes
104015220055,10401522,,Yes,,No,,Yes
104015220061,10401522,,Yes,,No,,Yes
104015220063,10401522,,Yes,,No,,Yes
104015220065,10401522,,Yes,,No,,Yes
104015220068,10401522,,Yes,,No,,Yes
104015220087,10401522,,No,,No,,Yes
104015220088,10401522,,No,,No,,Yes
104015220091,10401522,,No,,,,Yes
104014240008,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240013,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240019,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240025,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240036,10401424,2009/2010,Yes,2009/2010,No,,No
104014240048,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240054,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240065,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240071,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240077,10401424,2009/2010,Yes,2009/2010,No,,No
104014240082,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240100,10401424,2009/2010,Yes,2009/2010,No,,No
104014240106,10401424,2009/2010,Yes,2009/2010,No,,Yes
104014240117,10401424,2009/2010,Yes,2009/2010,No,,Yes
104016350007,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350012,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350018,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350024,10401635,2009/2010,No,2009/2010,No,,Yes
104016350036,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350042,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350054,10401635,2009/2010,Yes,2009/2010,No,,No
104016350066,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350071,10401635,2009/2010,No,2009/2010,No,,Yes
104016350077,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350083,10401635,2009/2010,Yes,2009/2010,No,,No
104016350095,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350101,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350107,10401635,2009/2010,Yes,2009/2010,No,,Yes
104016350119,10401635,2009/2010,Yes,2009/2010,No,,No
104015020020,10401502,,Yes,,No,,No
104015020027,10401502,,Yes,,No,,No
104015020056,10401502,,Yes,,No,,Yes
104015020074,10401502,,Yes,,No,,Yes
104015020081,10401502,,Yes,,No,,No
104015020084,10401502,,Yes,,No,,No
104015020099,10401502,,Yes,,No,,Yes
104015020102,10401502,,Yes,,No,,Yes
104015020103,10401502,,Yes,,No,,No
104015020121,10401502,,Yes,,No,,Yes
104015020127,10401502,,Yes,,No,,Yes
104015020133,10401502,,Yes,,No,,No
104015020173,10401502,,Yes,,No,,Yes
104011400028,10401140,,Yes,,No,,No
104011400045,10401140,,Yes,,,,No
104011400079,10401140,,Yes,,No,,No
104011400112,10401140,,Yes,,No,,Yes
104011400129,10401140,,Yes,,No,,No
104011400146,10401140,,Yes,,No,,No
104011400196,10401140,,Yes,,No,,Yes
104011400213,10401140,,Yes,,No,,No
104011400229,10401140,,Yes,,No,,Yes
104011400263,10401140,,Yes,,No,,No
104011400280,10401140,,Yes,,No,,No
104011400296,10401140,,Yes,,No,,No
104011400330,10401140,,Yes,,No,,Yes
104011400347,10401140,,Yes,,No,,Yes
104025370013,10402537,2009/2010,No,2009/2010,No,,Yes
104025370021,10402537,2009/2010,No,2009/2010,No,,Yes
104025370029,10402537,2009/2010,No,2009/2010,No,,No
104025370037,10402537,2009/2010,No,2009/2010,No,,No
104025370054,10402537,2009/2010,No,2009/2010,No,,Yes
104025370062,10402537,2009/2010,No,2009/2010,No,,Yes
104025370070,10402537,2009/2010,Yes,2009/2010,No,,Yes
104025370095,10402537,2009/2010,Yes,2009/2010,No,,Yes
104025370103,10402537,2009/2010,No,2009/2010,No,,Yes
104025370111,10402537,2009/2010,Yes,2009/2010,No,,No
104025370119,10402537,2009/2010,No,2009/2010,No,,Yes
104025370136,10402537,2009/2010,Yes,2009/2010,No,,Yes
104025370144,10402537,2009/2010,Yes,2009/2010,No,,No
104025370152,10402537,2009/2010,No,2009/2010,No,,Yes
104025370168,10402537,2009/2010,Yes,2009/2010,No,,Yes
104034880015,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880018,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880023,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880031,10403488,2009/2010,Yes,2009/2010,No,,No
104034880039,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880055,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880063,10403488,2009/2010,Yes,2009/2010,No,,No
104034880070,10403488,2009/2010,Yes,2009/2010,No,,No
104034880078,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880094,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880102,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880110,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880134,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880142,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880150,10403488,2009/2010,Yes,2009/2010,No,,Yes
104034880165,10403488,2009/2010,Yes,2009/2010,No,,Yes
104033320002,10403332,2009/2010,Yes,2008/2009,No,,Yes
104033320020,10403332,2008/2009,Yes,2008/2009,No,,No
104033320028,10403332,2009/2010,Yes,2008/2009,Yes,Yes,Yes
104033320038,10403332,2009/2010,No,2008/2009,No,,Yes
104033320039,10403332,2008/2009,Yes,2008/2009,No,,Yes
104033320061,10403332,2009/2010,Yes,2008/2009,No,,Yes
104033320076,10403332,2009/2010,Yes,2008/2009,No,,Yes
104033320096,10403332,2009/2010,Yes,2008/2009,No,,No
104033320119,10403332,2009/2010,Yes,2008/2009,No,,Yes
104033320140,10403332,2008/2009,Yes,2008/2009,No,,No
104033320141,10403332,2008/2009,Yes,2008/2009,No,,Yes
104033320154,10403332,2008/2009,Yes,2008/2009,No,,No
104033320158,10403332,2008/2009,Yes,2008/2009,No,,Yes
104033320171,10403332,2008/2009,Yes,2008/2009,No,,Yes
104033320195,10403332,2008/2009,Yes,2008/2009,No,,Yes
104033320196,10403332,2008/2009,Yes,2008/2009,No,,Yes
104041860008,10404186,,Yes,,No,,Yes
104041860012,10404186,,Yes,,No,,No
104041860017,10404186,,Yes,,No,,No
104041860021,10404186,,Yes,,No,,Yes
104041860030,10404186,,Yes,,No,,Yes
104041860034,10404186,,Yes,,No,,Yes
104041860039,10404186,,Yes,,No,,No
104041860043,10404186,,Yes,,No,,Yes
104041860052,10404186,,Yes,,No,,No
104041860061,10404186,,Yes,,No,,Yes
104041860065,10404186,,Yes,,No,,Yes
104041860074,10404186,,Yes,,No,,Yes
104041860079,10404186,,Yes,,No,,No
104041860083,10404186,,Yes,,No,,Yes
104041860092,10404186,,Yes,,Yes,Yes,No
104047070008,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070012,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070020,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070028,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070033,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070037,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070041,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070053,10404707,2009/2010,No,2009/2010,No,,No
104047070057,10404707,2009/2010,Yes,2009/2010,No,,No
104047070062,10404707,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104047070070,10404707,2009/2010,Yes,2009/2010,No,,Yes
104047070074,10404707,2009/2010,No,2009/2010,No,,Yes
104047070078,10404707,2009/2010,Yes,2009/2010,No,,No
104047070086,10404707,2009/2010,Yes,2009/2010,No,,Yes
104054040015,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040023,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040031,10405404,2009/2010,Yes,2009/2010,No,,No
104054040039,10405404,2009/2010,Yes,2009/2010,No,,No
104054040048,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040054,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040062,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040070,10405404,2009/2010,Yes,2009/2010,No,,No
104054040078,10405404,2009/2010,Yes,2009/2010,No,,No
104054040093,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040101,10405404,2009/2010,Yes,2009/2010,No,,No
104054040109,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040117,10405404,2009/2010,Yes,2009/2010,No,,No
104054040132,10405404,2009/2010,Yes,2009/2010,No,,Yes
104054040140,10405404,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104054040164,10405404,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104052130003,10405213,,Yes,,No,,Yes
104052130007,10405213,,Yes,,No,,No
104052130011,10405213,,Yes,,No,,Yes
104052130019,10405213,,Yes,,No,,No
104052130039,10405213,,Yes,,No,,Yes
104052130045,10405213,,Yes,,Yes,Yes,Yes
104052130054,10405213,,Yes,,No,,Yes
104052130062,10405213,,Yes,,No,,No
104052130081,10405213,,Yes,,No,,Yes
104052130093,10405213,,Yes,,No,,Yes
104052130100,10405213,,Yes,,No,,Yes
104052130110,10405213,,Yes,,No,,Yes
104052130122,10405213,,Yes,,No,,No
104052130146,10405213,,Yes,,No,,Yes
104052130162,10405213,,Yes,,No,,Yes
104052130167,10405213,,Yes,,No,,Yes
104076280008,10407628,2009/2010,Yes,2009/2010,No,,Yes
104076280010,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280011,10407628,2009/2010,Yes,2009/2010,No,,No
104076280016,10407628,2009/2010,Yes,2009/2010,No,,Yes
104076280022,10407628,2009/2010,Yes,2009/2010,No,,No
104076280033,10407628,2009/2010,Yes,2009/2010,Yes,Yes,No
104076280038,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280044,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280049,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280060,10407628,2009/2010,Yes,2009/2010,No,,Yes
104076280066,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280071,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280077,10407628,2009/2010,Yes,2009/2010,Yes,,Yes
104076280088,10407628,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104076280099,10407628,2009/2010,Yes,2009/2010,No,,Yes
104071940006,10407194,2008/2009,Yes,2008/2009,No,,Yes
104071940010,10407194,2008/2009,Yes,2008/2009,No,,Yes
104071940014,10407194,2008/2009,Yes,2008/2009,Yes,Yes,No
104071940017,10407194,2008/2009,Yes,2008/2009,No,,No
104071940025,10407194,2008/2009,Yes,2008/2009,No,,Yes
104071940028,10407194,2009/2010,Yes,2008/2009,No,,Yes
104071940032,10407194,2008/2009,Yes,2008/2009,Yes,Yes,Yes
104071940036,10407194,2008/2009,Yes,2008/2009,No,,Yes
104071940043,10407194,2008/2009,Yes,2008/2009,Yes,Yes,Yes
104071940047,10407194,2008/2009,Yes,2009/2010,Yes,Yes,Yes
104071940050,10407194,2008/2009,Yes,2008/2009,Yes,Yes,No
104071940054,10407194,2008/2009,Yes,2009/2010,No,,No
104071940061,10407194,2008/2009,Yes,2008/2009,Yes,Yes,Yes
104071940065,10407194,2008/2009,Yes,2008/2009,No,,Yes
104071940076,10407194,2008/2009,Yes,2008/2009,No,,Yes
104070680012,10407068,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104070680018,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680024,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680030,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680042,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680048,10407068,2009/2010,Yes,2009/2010,No,,No
104070680066,10407068,2009/2010,Yes,2009/2010,No,,No
104070680073,10407068,2009/2010,Yes,2008/2009,No,,No
104070680079,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680085,10407068,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104070680091,10407068,2009/2010,Yes,2009/2010,No,,No
104070680103,10407068,2009/2010,Yes,2009/2010,Yes,Yes,No
104070680109,10407068,2009/2010,Yes,2008/2009,Yes,Yes,Yes
104070680115,10407068,2009/2010,Yes,2009/2010,No,,Yes
104070680127,10407068,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104084410001,10408441,2008/2009,Yes,2008/2009,Yes,Yes,Yes
104084410061,10408441,2009/2010,Yes,2008/2009,No,,No
104084410065,10408441,2009/2010,Yes,2008/2009,No,,Yes
104084410066,10408441,2009/2010,Yes,2009/2010,No,,No
104084410121,10408441,2009/2010,Yes,2008/2009,No,,Yes
104084410173,10408441,2009/2010,Yes,2008/2009,No,,No
104084410196,10408441,2008/2009,Yes,2008/2009,No,,No
104084410228,10408441,2009/2010,Yes,2008/2009,No,,Yes
104084410253,10408441,2008/2009,Yes,2008/2009,No,,Yes
104084410256,10408441,2008/2009,Yes,2008/2009,No,,Yes
104084410262,10408441,2009/2010,Yes,2008/2009,Yes,Yes,Yes
104084410266,10408441,2008/2009,Yes,2008/2009,No,,No
104084410270,10408441,2008/2009,Yes,2008/2009,No,,Yes
104084410273,10408441,2008/2009,Yes,2009/2010,No,,No
104084410290,10408441,2008/2009,Yes,2008/2009,No,,Yes
104094680002,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680011,10409468,2009/2010,Yes,2009/2010,No,,No
104094680018,10409468,2009/2010,Yes,2009/2010,No,,No
104094680027,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680037,10409468,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104094680064,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680073,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680082,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680101,10409468,2009/2010,Yes,2009/2010,No,,No
104094680110,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680119,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680128,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680146,10409468,2009/2010,Yes,2009/2010,No,,Yes
104094680155,10409468,2009/2010,Yes,2009/2010,No,,No
104094680165,10409468,2009/2010,Yes,2009/2010,No,,No
104094680183,10409468,2009/2010,Yes,2009/2010,No,,Yes
104200010015,10420001,2009/2010,Yes,2009/2010,No,,No
104200010056,10420001,2009/2010,Yes,2009/2010,Yes,Yes,No
104200010065,10420001,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104200010073,10420001,2009/2010,Yes,2009/2010,No,,No
104200010081,10420001,2009/2010,Yes,2009/2010,No,,Yes
104200010098,10420001,2009/2010,Yes,2008/2009,No,,Yes
104200010106,10420001,2009/2010,Yes,2008/2009,No,,Yes
104200010115,10420001,2009/2010,Yes,2008/2009,No,,Yes
104200010123,10420001,2009/2010,Yes,2008/2009,No,,Yes
104200010140,10420001,2009/2010,Yes,2009/2010,Yes,Yes,Yes
104200010173,10420001,2009/2010,Yes,2009/2010,No,,Yes
104200800019,10420080,2009/2010,No,2009/2010,No,,No
104200800024,10420080,2009/2010,No,2009/2010,No,,No
104200800034,10420080,2009/2010,Yes,2009/2010,No,,Yes
104200800039,10420080,2009/2010,Yes,2009/2010,No,,Yes
104200800044,10420080,2009/2010,Yes,2009/2010,No,,No
104200800075,10420080,2009/2010,Yes,2009/2010,No,,No
104200800085,10420080,2009/2010,No,2009/2010,No,,Yes
104200800090,10420080,2009/2010,No,2009/2010,No,,Yes
104200800095,10420080,2009/2010,Yes,2009/2010,No,,No
104200350080,10420035,2009/2010,Yes,2008/2009,No,,No
