case_id,ea_id,reside,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2
101036810052,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,24,,06 Mar 11,6,3,2011,,,,,10,,07 Mar 11,7,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101036810056,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,24,,06 Mar 11,6,3,2011,,,,,10,,07 Mar 11,7,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,Yes,Yes,No,No,No,Complete,
101036810060,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,24,,05 Mar 11,5,3,2011,,,,,10,,06 Mar 11,6,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,No,Yes,Yes,No,No,Complete,
101036810068,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,13,,05 Mar 11,5,3,2011,,,,,10,,06 Mar 11,6,3,2011,,,,,19,,08 May 11,8,5,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,No,Yes,Yes,No,No,Complete,
101036810072,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,13,,05 Mar 11,5,3,2011,,,,,10,,06 Mar 11,6,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,No,Yes,No,No,No,Complete,
101036810077,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,13,,06 Mar 11,6,3,2011,,,,,10,,07 Mar 11,7,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,13 Apr 11,13,4,2011,,,,,No,Yes,No,No,No,Complete,
101036810085,10103681,rural,85.375298,Cross-Section,Chitipa,3,Mwenewenye,No,,13,,06 Mar 11,6,3,2011,,,,,10,,07 Mar 11,7,3,2011,,,,,19,,08 Mar 11,8,3,2011,,,,,18,,12 Apr 11,12,4,2011,,,,,No,Yes,No,No,No,Complete,
101041500004,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,13,13,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,5,10,30 Nov 10,30,11,2010,08 Jan 11,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
101041500006,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,Yes,Dwelling found but appears unoccupied,14,24,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,5,10,02 Dec 10,2,12,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500012,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,12,12,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,29 Nov 10,29,11,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500013,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,11,11,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,30 Jul 10,30,7,2010,08 Jan 11,8,1,2011,Yes,Yes,No,Yes,No,Complete,Complete
101041500015,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,11,11,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,29 Nov 10,29,11,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500023,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,13,13,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,01 Dec 10,1,12,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500027,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,11,11,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,5,10,30 Nov 10,30,11,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500045,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,11,11,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,9,10,30 Nov 10,30,11,2010,08 Jan 11,8,1,2011,No,Yes,Yes,No,No,Complete,Complete
101041500048,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,14,14,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,9,10,01 Dec 10,1,12,2010,08 Jan 11,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
101041500053,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,14,14,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,5,10,02 Dec 10,2,12,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500054,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,14,14,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,29 Nov 10,29,11,2010,08 Jan 11,8,1,2011,No,Yes,Yes,No,No,Complete,Complete
101041500057,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,13,13,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,5,10,30 Nov 10,30,11,2010,08 Jan 11,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
101041500063,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,13,13,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,9,10,01 Dec 10,1,12,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500067,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,12,12,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,9,10,30 Nov 10,30,11,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101041500076,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,12,12,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,10,10,14 Jul 10,14,7,2010,21 Oct 10,21,10,2010,19,19,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,9,10,15 Nov 10,15,11,2010,08 Jan 11,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
101041500079,10104150,rural,88.403198,Panel A,Chitipa,4,Nthalire,No,,12,12,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,10,10,15 Jul 10,15,7,2010,21 Oct 10,21,10,2010,19,19,16 Jul 10,16,7,2010,21 Oct 10,21,10,2010,9,10,01 Dec 10,1,12,2010,08 Jan 11,8,1,2011,No,Yes,No,No,No,Complete,Complete
101043510001,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,Yes,Dwelling found but appears unoccupied,13,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,No,Yes,Yes,Yes,No,Complete,
101043510007,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,11,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,Yes,No,No,Complete,
101043510012,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,11,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,No,No,No,Complete,
101043510018,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,11,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,No,No,No,Complete,
101043510024,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,11,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,No,No,No,Complete,
101043510036,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,13,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,No,Yes,No,No,No,Complete,
101043510042,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,24,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,Yes,Yes,Yes,Yes,No,Complete,
101043510048,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,24,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,No,Yes,No,No,No,Complete,
101043510054,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,24,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,Yes,Yes,No,No,No,Complete,
101043510066,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,24,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,No,Yes,Yes,No,No,Complete,
101043510078,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,13,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,02 Mar 11,2,3,2011,,,,,No,Yes,No,No,No,Complete,
101043510084,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,13,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,02 Mar 11,2,3,2011,,,,,No,Yes,No,No,No,Complete,
101043510096,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,12,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,No,No,No,Complete,
101043510102,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,12,,04 Dec 10,4,12,2010,,,,,10,,04 Dec 10,4,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101043510108,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,12,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,01 Mar 11,1,3,2011,,,,,No,Yes,No,No,No,Complete,
101043510120,10104351,rural,78.249397,Cross-Section,Chitipa,4,Nthalire,No,,12,,05 Dec 10,5,12,2010,,,,,10,,05 Dec 10,5,12,2010,,,,,19,,05 Dec 10,5,12,2010,,,,,21,,28 Feb 11,28,2,2011,,,,,No,Yes,Yes,No,No,Complete,
101044400008,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,11,,16 Jul 10,16,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,14 Sep 10,14,9,2010,,,,,No,Yes,No,Yes,No,Complete,
101044400015,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,11,,16 Jul 10,16,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,14 Sep 10,14,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400021,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,11,,16 Jul 10,16,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,14 Sep 10,14,9,2010,,,,,Yes,Yes,No,No,No,Complete,
101044400028,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,11,,17 Jul 10,17,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,14 Sep 10,14,9,2010,,,,,No,Yes,No,Yes,No,Complete,
101044400042,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,12,,17 Jul 10,17,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,19 Jul 10,19,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,Yes,No,No,Complete,
101044400049,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,12,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,Yes,No,No,Complete,
101044400055,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,12,,17 Jul 10,17,7,2010,,,,,10,,18 Jul 10,18,7,2010,,,,,19,,19 Jul 10,19,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400062,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,12,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,Yes,No,No,Complete,
101044400076,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,13,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400083,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,13,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400089,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,13,,17 Jul 10,17,7,2010,,,,,10,,19 Jul 10,19,7,2010,,,,,19,,20 Jul 10,20,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,Yes,Yes,Yes,Yes,No,Complete,
101044400096,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,13,,17 Jul 10,17,7,2010,,,,,10,,19 Jul 10,19,7,2010,,,,,19,,19 Jul 10,19,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400110,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,14,,17 Jul 10,17,7,2010,,,,,10,,19 Jul 10,19,7,2010,,,,,19,,19 Jul 10,19,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101044400117,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,14,,17 Jul 10,17,7,2010,,,,,10,,19 Jul 10,19,7,2010,,,,,19,,20 Jul 10,20,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,Yes,Yes,No,No,No,Complete,
101044400123,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,14,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,Yes,Yes,No,No,No,Complete,
101044400137,10104440,rural,92.612801,Cross-Section,Chitipa,4,Nthalire,No,,14,,16 Jul 10,16,7,2010,,,,,10,,17 Jul 10,17,7,2010,,,,,19,,18 Jul 10,18,7,2010,,,,,8,,15 Sep 10,15,9,2010,,,,,No,Yes,No,No,No,Complete,
101053520010,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,11,,06 Nov 10,6,11,2010,,,,,10,,07 Nov 10,7,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520015,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,11,,06 Nov 10,6,11,2010,,,,,10,,07 Nov 10,7,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520022,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,11,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520029,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,11,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520044,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,24,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,Yes,Yes,No,No,No,Complete,
101053520051,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,24,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,16 Feb 11,16,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520059,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,24,,06 Nov 10,6,11,2010,,,,,10,,06 Nov 10,6,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520066,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,24,,06 Nov 10,6,11,2010,,,,,10,,06 Nov 10,6,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520081,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,12,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520088,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,12,,06 Nov 10,6,11,2010,,,,,10,,07 Nov 10,7,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520095,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,12,,07 Nov 10,7,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,No,Yes,No,No,No,Complete,
101053520103,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,12,,06 Nov 10,6,11,2010,,,,,10,,06 Nov 10,6,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,No,Yes,Yes,No,Yes,Complete,
101053520117,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,13,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,18 Feb 11,18,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520125,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,13,,05 Nov 10,5,11,2010,,,,,10,,05 Nov 10,5,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,18 Feb 11,18,2,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101053520132,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,13,,06 Nov 10,6,11,2010,,,,,10,,07 Nov 10,7,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,17 Feb 11,17,2,2011,,,,,No,Yes,Yes,No,No,Complete,
101053520147,10105352,rural,130.0916,Cross-Section,Chitipa,5,Kameme,No,,13,,06 Nov 10,6,11,2010,,,,,10,,06 Nov 10,6,11,2010,,,,,19,,07 Nov 10,7,11,2010,,,,,19,,18 Feb 11,18,2,2011,,,,,No,Yes,Yes,No,No,Complete,
101055110011,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,11,,26 Jan 11,26,1,2011,,,,,10,,26 Jan 11,26,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110021,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,11,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,No,Yes,Yes,No,No,Complete,
101055110031,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,11,,26 Jan 11,26,1,2011,,,,,10,,26 Jan 11,26,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110041,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,11,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,25 Jan 11,25,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101055110061,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,24,,26 Jan 11,26,1,2011,,,,,10,,27 Jan 11,27,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,Yes,Yes,No,No,No,Complete,
101055110071,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,24,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,02 Mar 11,2,3,2011,,,,,Yes,Yes,No,No,No,Complete,
101055110081,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,24,,26 Jan 11,26,1,2011,,,,,10,,27 Jan 11,27,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110091,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,24,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,07 Jan 11,7,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,Yes,No,No,Complete,
101055110111,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,12,,26 Jan 11,26,1,2011,,,,,10,,26 Jan 11,26,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110121,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,12,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,21 Mar 11,21,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110131,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,12,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,26 Jan 11,26,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,No,No,No,Complete,
101055110141,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,12,,26 Jan 11,26,1,2011,,,,,10,,27 Jan 11,27,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,Yes,No,No,Complete,
101055110161,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,13,,26 Jan 11,26,1,2011,,,,,10,,27 Jan 11,27,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,Yes,No,No,Complete,
101055110171,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,13,,26 Jan 11,26,1,2011,,,,,10,,27 Jan 11,27,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,Yes,Yes,Yes,No,No,Complete,
101055110181,10105511,rural,70.359001,Cross-Section,Chitipa,5,Kameme,No,,13,,25 Jan 11,25,1,2011,,,,,10,,25 Jan 11,25,1,2011,,,,,19,,27 Jan 11,27,1,2011,,,,,16,,22 Mar 11,22,3,2011,,,,,No,Yes,Yes,No,No,Complete,
