ea_id,com_cd01,com_cd02a,com_cd02b,com_cd03,com_cd04,com_cd05,com_cd06,com_cd07a,com_cd07b,com_cd08a,com_cd08b,com_cd09,com_cd10a,com_cd10b,com_cd11,com_cd12,com_cd13a,com_cd13b,com_cd13c,com_cd14,com_cd15,com_cd16a,com_cd16b,com_cd17,com_cd18a,com_cd18b,com_cd19,com_cd20a,com_cd20b,com_cd21,com_cd22a,com_cd22b,com_cd23,com_cd24a,com_cd24b,com_cd25,com_cd26,com_cd27a,com_cd27b,com_cd28,com_cd29,com_cd30,com_cd31,com_cd32,com_cd33,com_cd34,com_cd35,com_cd36a,com_cd36b,com_cd37,com_cd38,com_cd39,com_cd40a,com_cd40b,com_cd41,com_cd42,com_cd43,com_cd44,com_cd45,com_cd46,com_cd47,com_cd48,com_cd49a,com_cd49b,com_cd50,com_cd51a,com_cd51b,com_cd52,com_cd53,com_cd54,com_cd55,com_cd56,com_cd57,com_cd58,com_cd59,com_cd60a,com_cd60b,com_cd61,com_cd62,com_cd63,com_cd64,com_cd65a,com_cd65b,com_cd65c,com_cd65d,com_cd65e,com_cd65f,com_cd65g,com_cd66,com_cd67a,com_cd67b,com_cd68,com_cd69a,com_cd69b,com_cd70,com_cd71
20305172,DIRT ROAD (MAINTAINED),4,km,no,7,7,yes,,,3,hour,no,29,km,500,no,121,km,lilongwe,1200,no,4,km,yes,,,yes,,,yes,,,no,29,km,4,0,2,km,5,360,no,4,no,,,no,7,km,17,333,yes,6,km,11,345,yes,0,0,0,0,yes,,,no,4,km,,,,no,yes,female,yes,no,29,km,GOVERNMENT FACILITY,yes,50,no,,,,,,,,no,29,km,no,29,km,no,no
20305301,TAR/ASPHALT,500,meter,yes,12,12,yes,,,15,minute,no,40,km,600,no,126,km,lilongwe,850,no,40,km,yes,,,yes,,,yes,,,no,11,km,3,0,0,,7,281,yes,,no,,,no,9,km,17,333,yes,12,km,11,345,yes,2,0,0,0,yes,,,no,11,km,,,,no,yes,female,yes,no,40,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,40,km,no,40,km,yes,
20305340,DIRT ROAD (MAINTAINED),10,km,yes,0,12,no,11,km,30,minute,no,28,km,550,no,103,km,lilongwe,1050,no,11,km,yes,,,yes,,,no,6,km,no,11,km,2,0,3,km,8,703,yes,,no,,,no,9,km,17,333,yes,10,km,7,193,no,0,0,0,0,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,female,yes,no,28,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,28,km,no,28,km,yes,
20305382,DIRT ROAD (MAINTAINED),8,km,no,0,6,no,8,km,30,minute,no,16,km,800,no,108,km,lilongwe,1400,no,4,km,no,4,km,no,4,km,no,4,km,no,10,km,3,0,2,km,17,718,yes,,no,,,no,7,km,16,344,yes,3,km,9,350,yes,0,0,0,0,yes,2,meter,no,4,km,,,,no,,,,,16,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,16,km,no,16,km,no,no
20305717,TAR/ASPHALT,0,,yes,12,12,yes,,,8,hour,no,32,km,700,no,94,km,lilongwe,1200,no,10,km,yes,,,no,10,km,no,10,km,no,10,km,3,0,3,km,4,598,no,4,no,,,no,14,km,17,333,yes,12,km,11,375,yes,1,0,0,0,yes,,,no,10,meter,,,,no,yes,male,yes,no,10,km,GOVERNMENT FACILITY,yes,0,yes,no,no,no,no,yes,2,,no,38,km,no,38,km,no,no
20306272,DIRT ROAD (MAINTAINED),3,km,yes,12,12,yes,,,30,minute,yes,,,,no,92,km,lilongwe,600,no,5,km,no,10,km,yes,,,yes,,,yes,,,3,0,3,km,7,690,yes,,no,,,no,4,km,22,349,yes,6,km,25,505,yes,0,0,0,0,yes,100,meter,no,7,km,,,,yes,yes,female,yes,yes,7,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,7,km,no,7,km,no,no
20306296,DIRT ROAD (MAINTAINED),13,km,yes,0,10,no,4,km,3,hour,no,27,km,500,no,67,km,lilongwe,1050,no,17,km,yes,,,yes,,,yes,,,no,17,km,4,0,1,km,5,777,no,4,no,,,no,27,km,22,349,yes,5,km,7,260,yes,1,0,0,0,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,male,no,yes,4,km,GOVERNMENT FACILITY,yes,50,no,,,,,,,,no,27,km,no,27,km,yes,
20306433,DIRT ROAD (MAINTAINED),36,km,no,0,7,no,36,km,20,minute,no,40,km,800,no,122,km,lilongwe,1400,no,40,km,yes,,,yes,,,yes,,,no,40,km,2,0,0,,8,699,no,4,no,,,no,30,km,17,333,yes,7,km,7,193,no,1,0,0,0,yes,,,no,10,km,,,,no,yes,male,yes,no,40,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,40,km,no,40,km,yes,
20306557,DIRT ROAD (MAINTAINED),4,km,no,0,8,no,4,km,30,minute,no,8,km,250,no,92,km,lilongwe,550,no,8,km,yes,,,no,8,km,no,8,km,no,8,km,3,0,1,km,8,750,yes,,no,,,no,8,km,22,349,yes,7,km,25,505,yes,0,0,0,0,yes,,,no,8,km,,,,no,yes,female,no,no,8,km,GOVERNMENT FACILITY,yes,0,yes,no,no,yes,no,yes,2,,no,8,km,no,8,km,yes,
20320675,TAR/ASPHALT,0,,no,0,5,no,150,meter,20,minute,yes,,,,no,85,km,lilongwe,600,yes,,,no,4,km,yes,,,yes,,,yes,,,2,1,150,meter,22,1256,yes,,no,,,no,2,km,22,349,yes,2,km,25,505,yes,2,0,0,2,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,male,yes,yes,3,km,GOVERNMENT FACILITY,yes,0,yes,no,no,yes,yes,yes,2,,yes,,,yes,,,yes,
20401171,DIRT TRACK,1,km,no,10,10,no,1,km,30,minute,no,45,km,900,no,67,km,lilongwe,600,no,7,km,no,200,meter,no,7,km,no,7,km,no,7,km,6,0,500,meter,11,1421,no,3,no,,,no,10,km,23,310,yes,500,meter,14,357,yes,0,0,0,0,yes,,,no,7,km,,,,no,yes,male,no,yes,7,km,GOVERNMENT FACILITY,yes,0,yes,yes,yes,no,yes,no,2,,no,7,km,no,7,km,no,no
20401627,DIRT ROAD (MAINTAINED),12,km,yes,12,12,yes,,,10,minute,no,35,km,600,no,47,km,lilongwe,500,yes,,,no,12,km,no,12,km,no,12,km,no,12,km,4,0,0,meter,7,310,yes,,no,,,no,20,km,16,600,yes,4,km,9,150,no,0,0,0,0,yes,,,no,12,km,,,,yes,,,,,12,km,RELIGIOUS FACILITY,yes,0,yes,yes,no,yes,no,yes,2,,no,20,km,no,20,km,no,no
20401737,DIRT ROAD (MAINTAINED),4,km,no,0,7,no,4,km,15,minute,no,40,km,600,no,55,km,lilongwe,500,no,8,km,no,3,km,no,8,km,no,8,km,no,8,km,5,0,0,,8,823,yes,,no,,,no,8,km,15,300,yes,4,km,12,394,yes,0,0,0,0,yes,,,no,4,km,,,,no,yes,male,yes,yes,8,mile,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,no,8,km,no,8,km,no,no
20402045,TAR/ASPHALT,0,meter,yes,12,12,yes,,,10,minute,no,63,km,700,no,80,km,lilongwe,700,yes,,,yes,,,no,5,km,no,5,km,no,5,km,6,0,500,meter,12,966,no,3,no,,,no,5,km,27,513,yes,4,km,8,201,no,0,0,0,0,yes,,,no,1,km,,,,yes,,,,,5,km,GOVERNMENT FACILITY,yes,0,yes,yes,no,no,no,no,2,,yes,,,no,23,km,yes,
20402072,TAR/ASPHALT,0,meter,yes,12,12,yes,,,10,minute,no,45,km,500,no,65,km,lilongwe,500,yes,,,yes,,,yes,,,yes,,,yes,,,16,2,0,meter,25,1297,yes,,no,,,no,0,meter,26,503,yes,0,km,22,536,yes,1,1,1,2,yes,,,yes,,,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,yes,,,,,0,meter,RELIGIOUS FACILITY,yes,0,yes,yes,no,yes,yes,yes,2,,yes,,,no,20,km,no,no
20402198,DIRT ROAD (MAINTAINED),7,km,yes,0,12,no,7,km,10,minute,no,50,km,600,no,87,km,lilongwe,650,no,7,km,yes,,,no,7,km,no,7,km,yes,,,7,0,0,meter,6,870,no,4,no,,,no,7,km,18,520,yes,2,km,3,60,no,0,0,0,0,yes,,,no,7,km,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,no,no,,,,7,km,RELIGIOUS FACILITY,no,,no,,,,,,,,no,27,km,no,27,km,no,no
20402201,DIRT ROAD (MAINTAINED),5,km,yes,12,12,no,5,km,20,minute,no,70,km,400,no,63,km,lilongwe,500,no,5,km,no,8,km,no,5,km,no,5,km,yes,,,6,0,0,km,8,744,no,4,no,,,no,5,km,26,503,yes,5,km,22,503,yes,0,0,0,0,yes,,,no,5,km,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,no,yes,male,yes,yes,5,km,RELIGIOUS FACILITY,yes,0,no,no,no,no,no,no,2,,no,25,km,no,25,km,no,no
20402298,DIRT ROAD (MAINTAINED),22,km,yes,12,12,yes,,,1,hour,no,70,km,1500,no,75,km,lilongwe,1000,yes,,,no,18,km,no,500,meter,yes,,,yes,,,5,1,400,meter,12,1468,yes,,no,,,no,22,km,26,507,yes,4,km,6,200,no,0,0,0,0,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,male,no,no,22,km,RELIGIOUS FACILITY,yes,0,yes,yes,yes,yes,yes,no,2,,no,30,km,no,61,km,no,no
20403049,DIRT TRACK,24,km,no,0,8,no,24,km,40,minute,no,56,km,1100,no,82,km,lilongwe,900,no,4,km,no,4,km,no,4,km,no,28,km,no,28,km,4,0,0,km,6,600,no,3,no,,,no,28,km,,,yes,4,km,6,152,no,0,0,0,0,yes,,,no,4,km,,,,yes,,,,,28,km,RELIGIOUS FACILITY,yes,0,yes,no,no,yes,yes,yes,2,,no,30,km,no,32,km,no,no
20403668,DIRT TRACK,34,km,no,0,6,no,34,km,10,minute,no,60,km,1200,no,60,km,lilongwe,1100,no,15,km,yes,,,no,5,km,no,15,km,yes,,,30,0,0,,8,620,yes,,no,,,no,26,km,16,600,yes,0,km,9,350,no,2,1,0,0,yes,,,no,4,km,,,,no,yes,male,no,no,26,km,GOVERNMENT FACILITY,yes,,yes,yes,no,no,yes,yes,2,,no,26,km,no,5,km,no,yes
20403697,DIRT TRACK,19,km,no,0,8,no,4,km,20,minute,no,40,km,850,no,38,km,lilongwe,500,no,4,km,no,2,km,no,4,km,no,4,km,no,4,km,8,0,0,meter,6,309,yes,,no,,,no,29,km,14,305,yes,4,km,9,250,yes,0,0,0,0,no,2,km,no,2,km,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,no,yes,male,no,no,2,km,RELIGIOUS FACILITY,yes,0,yes,no,no,yes,no,yes,2,,no,20,km,no,20,km,no,no
20404032,TAR/ASPHALT,0,meter,yes,12,12,yes,,,10,minute,no,22,km,450,no,42,km,mzuzu,400,yes,,,yes,,,no,7,km,no,7,km,yes,,,30,0,0,km,10,1094,no,4,no,,,no,38,km,15,300,yes,7,km,19,600,yes,1,1,6,1,yes,,,no,7,km,,,,no,yes,male,yes,yes,22,km,RELIGIOUS FACILITY,yes,,yes,,,,,,,,no,18,km,no,18,km,no,no
20404509,DIRT ROAD (MAINTAINED),5,km,yes,0,12,no,5,km,15,minute,no,20,km,400,no,65,km,lilongwe,550,no,2,km,no,5,km,no,2,km,no,2,km,no,5,km,7,0,0,meter,6,689,no,2,no,,,no,30,km,14,441,yes,3,km,7,158,no,0,0,0,0,yes,,,no,2,km,,,,yes,yes,female,yes,yes,2,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,19,km,no,19,km,no,no
20404575,DIRT ROAD (MAINTAINED),12,km,no,0,4,no,12,km,15,minute,no,42,km,700,no,60,km,lilongwe,380,no,12,km,no,12,km,no,12,km,no,12,km,yes,,,7,0,0,meter,8,780,no,4,no,,,no,60,km,15,520,yes,4,km,18,330,yes,0,0,0,0,yes,,,no,10,km,,,,no,yes,male,yes,yes,42,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,42,km,no,42,km,no,no
20404660,DIRT ROAD (MAINTAINED),11,km,yes,0,12,no,11,km,20,minute,no,14,km,2250,no,61,km,lilongwe,400,no,11,km,no,11,km,no,11,km,no,11,km,no,11,km,5,0,0,km,7,769,yes,,no,,,no,38,km,23,310,yes,15,km,17,450,yes,0,0,0,0,yes,,,no,11,km,,,,yes,,,,,11,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,1,CLEANING THEIR HOMES,no,11,km,no,11,km,no,no
20405132,DIRT ROAD (MAINTAINED),18,km,yes,12,12,yes,,,30,minute,no,8,km,150,no,48,km,lilongwe,500,yes,,,yes,,,no,8,km,no,8,km,no,8,km,16,1,150,meter,8,1139,yes,,no,,,no,4,km,14,446,yes,2,km,10,224,yes,0,0,1,1,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,no,no,yes,female,yes,no,0,meter,GOVERNMENT FACILITY,yes,0,yes,no,yes,yes,yes,no,2,,no,8,km,no,8,km,yes,
20405366,DIRT ROAD (MAINTAINED),7,km,no,0,5,no,7,km,15,minute,no,25,km,200,no,50,km,lilongwe,300,no,7,km,no,7,km,no,11,km,no,25,km,yes,,,5,0,0,meter,5,694,no,4,no,,,no,55,km,15,300,yes,7,km,6,450,no,0,0,0,0,yes,,,no,7,km,,,,no,yes,male,yes,yes,25,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,50,km,no,25,km,no,no
20405704,DIRT ROAD (MAINTAINED),2,km,no,0,10,no,2,km,5,minute,no,23,km,450,no,23,km,lilongwe,350,no,2,km,no,1,km,yes,4,km,no,4,km,no,4,km,7,0,0,meter,0,893,yes,,no,,,no,14,km,23,820,yes,5,km,15,230,no,0,0,0,0,yes,,,no,4,km,,,,no,yes,male,yes,yes,4,km,RELIGIOUS FACILITY,yes,0,yes,yes,no,yes,yes,yes,2,,no,15,km,no,15,km,no,no
20406177,DIRT ROAD (MAINTAINED),5,km,yes,0,12,no,5,km,10,minute,no,38,km,700,no,64,km,lilongwe,540,yes,,,yes,,,no,4,km,no,5,km,yes,,,4,0,0,meter,9,930,no,3,no,,,no,5,km,23,820,yes,8,km,6,175,yes,0,0,0,0,yes,,,no,5,km,,,,no,yes,male,yes,yes,5,km,GOVERNMENT FACILITY,yes,0,yes,no,no,yes,yes,yes,2,,no,5,km,no,38,km,no,yes
20406348,DIRT ROAD (MAINTAINED),12,km,yes,0,12,no,3,km,12,minute,no,34,km,100,no,56,km,lilongwe,500,no,3,km,no,6,km,no,2,km,no,3,km,no,3,km,4,0,2,km,16,781,no,2,no,,,no,14,km,14,446,yes,2,km,17,450,yes,0,0,0,0,yes,,,no,3,km,,,,no,yes,male,no,no,3,mile,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,3,km,no,3,km,no,yes
20406598,DIRT ROAD (MAINTAINED),15,km,yes,0,9,no,15,km,10,minute,no,10,km,200,no,40,km,lilongwe,600,no,8,km,no,8,km,no,3,km,no,15,km,yes,,,6,0,0,meter,7,715,yes,,no,,,no,6,km,17,400,yes,7,km,7,310,yes,0,0,0,0,yes,,,no,8,km,,,,no,yes,male,yes,no,10,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,15,km,no,15,km,yes,
20407398,DIRT ROAD (MAINTAINED),5,km,yes,12,12,yes,,,15,minute,no,20,km,600,no,55,km,lilongwe,300,no,5,km,no,5,km,no,6,km,no,6,km,yes,,,18,0,0,meter,7,1800,no,4,no,,,no,10,km,13,503,yes,7,km,10,420,no,0,0,0,0,yes,,,no,6,km,,,,no,yes,female,yes,yes,6,km,RELIGIOUS FACILITY,yes,,yes,yes,no,no,yes,no,2,,no,15,km,no,15,km,no,no
20407481,TAR/ASPHALT,0,km,yes,12,12,yes,,,5,minute,no,45,km,450,no,60,km,lilongwe,400,yes,,,yes,,,yes,,,yes,,,yes,,,20,0,0,km,18,1030,yes,,no,,,no,5,km,26,300,yes,1,km,12,159,no,0,0,0,1,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,female,yes,yes,0,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,yes,,,yes,,,yes,
20421229,TAR/ASPHALT,0,meter,yes,12,12,yes,,,3,minute,no,30,km,550,no,55,km,mzuzu,400,yes,,,no,6,km,yes,,,yes,,,yes,,,13,2,0,meter,14,806,no,4,no,,,yes,0,meter,14,305,yes,0,km,16,600,yes,1,2,1,1,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,yes,,,,,0,meter,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,yes,,,yes,,,no,no
20501111,GRADED GRAVELED,10,km,yes,12,12,yes,,,1,hour,no,12,km,200,no,110,km,lilongwe,750,no,10,km,no,5,km,no,5,km,no,12,km,yes,,,3,2,3,km,10,1326,no,4,no,,,no,17,km,14,520,yes,5,km,7,324,no,0,0,0,0,yes,,,no,10,km,,,,yes,,,,,15,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,no,12,km,no,12,km,no,yes
20501330,TAR/ASPHALT,200,meter,yes,12,12,yes,,,10,minute,no,15,km,200,no,120,km,lilongwe,800,no,2,km,no,2,km,no,15,km,no,15,km,yes,,,5,5,3,km,15,1827,yes,,yes,1/4,COOKED FOOD,no,20,km,1,520,yes,3,km,8,329,yes,1,0,0,1,yes,,,yes,,,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,yes,,,,,20,km,GOVERNMENT FACILITY,yes,850,yes,yes,no,yes,yes,yes,2,,yes,,,no,15,km,no,yes
20501664,GRADED GRAVELED,5,km,no,10,10,no,5,km,2,hour,no,7,km,100,no,110,km,lilongwe,700,no,7,km,no,5,km,yes,,,no,7,km,no,3,km,2,2,3,km,10,927,no,2,no,,,no,12,km,29,454,yes,5,km,,,,1,0,0,0,yes,,,no,5,km,,,,yes,,,,,12,km,GOVERNMENT FACILITY,yes,,yes,yes,no,yes,yes,yes,2,,no,7,km,,7,km,no,no
20502159,GRADED GRAVELED,3,km,yes,12,12,yes,,,10,minute,no,7,km,100,no,110,km,lilongwe,650,no,3,km,no,3,km,no,2,km,no,2,km,yes,,,4,1,2,km,10,800,no,4,no,,,no,3,km,29,454,yes,7,km,,,yes,2,0,3,1,yes,,,no,4,km,,,,no,,,,,4,km,GOVERNMENT FACILITY,yes,,yes,yes,no,yes,yes,yes,2,,no,7,km,no,7,km,no,yes
20502240,DIRT TRACK,8,km,no,5,7,no,8,km,24,hour,no,20,km,600,no,96,km,lilongwe,1500,no,4,km,no,12,km,no,7,km,no,8,km,no,12,km,2,0,4,km,7,829,no,3,no,,,no,31,km,19,391,no,4,km,10,387,no,0,0,0,0,yes,,,no,4,km,,,,no,no,,,,14,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,20,km,no,20,km,no,no
20502740,DIRT ROAD (MAINTAINED),10,km,yes,12,12,no,10,km,8,hour,no,10,km,250,no,110,km,lilongwe,1000,no,10,km,no,7,km,no,10,km,no,10,km,no,10,km,3,0,100,meter,6,400,no,2,no,,,no,13,km,17,410,yes,14,km,10,250,no,0,0,0,0,yes,150,meter,no,12,km,,,,yes,,,,,12,km,GOVERNMENT FACILITY,yes,0,no,,,,,,,,no,10,km,no,10,km,no,no
20502758,GRADED GRAVELED,6,km,no,8,8,no,6,km,3,minute,no,15,km,300,no,109,km,lilongwe,750,no,15,meter,no,8,meter,no,15,km,no,15,km,no,5,km,3,0,1,km,8,520,no,3,no,,,no,11,km,14,572,yes,11,km,7,480,no,1,0,0,0,yes,,,no,5,km,,,,yes,,,,,11,meter,GOVERNMENT FACILITY,yes,0,yes,yes,yes,yes,yes,yes,2,,no,15,km,no,15,km,no,no
20503239,TAR/ASPHALT,4,km,yes,12,12,no,4,km,30,minute,yes,9,km,100,no,9,km,lilongwe,550,yes,9,km,no,9,km,no,9,km,no,9,km,no,9,km,7,3,3,km,7,5000,yes,4,yes,,,no,9,km,14,572,yes,9,km,14,327,yes,0,0,0,0,no,12,km,no,12,km,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,female,no,no,12,km,GOVERNMENT FACILITY,no,,yes,yes,yes,yes,yes,yes,2,,no,9,km,no,9,km,yes,no
20503476,GRADED GRAVELED,15,km,yes,12,12,no,15,km,1,hour,no,17,km,150,no,121,km,lilongwe,850,yes,,,no,17,km,yes,,,no,17,km,yes,,,3,4,1,km,9,864,no,3,no,,,no,23,km,19,391,yes,8,km,7,327,yes,0,0,0,0,yes,,,no,10,km,,,,no,no,,,,20,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,no,17,km,no,17,km,no,no
20504373,GRADED GRAVELED,500,meter,yes,12,12,yes,,,20,minute,no,12,km,150,no,120,km,lilongwe,750,yes,,,yes,,,no,10,km,no,12,km,yes,,,2,4,100,meter,7,1486,yes,,no,,,no,15,km,12,520,yes,120,meter,11,350,no,1,0,0,0,yes,,,no,15,km,,,,yes,,,,,15,km,GOVERNMENT FACILITY,no,,yes,yes,yes,yes,yes,yes,2,,no,13,km,no,13,km,no,yes
20504729,DIRT ROAD (MAINTAINED),6,km,yes,11,11,no,6,km,10,hour,no,10,km,150,no,109,km,lilongwe,750,no,10,km,no,10,km,no,11,km,no,11,km,no,6,km,2,1,3,km,63,2,no,1,no,,,no,15,km,12,520,yes,11,km,9,482,yes,0,0,0,0,yes,,,no,12,km,,,,yes,,,,,12,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,no,11,km,no,11,km,no,no
20505317,TAR/ASPHALT,1,km,yes,12,12,yes,,,20,minute,yes,,,,no,129,km,lilongwe,750,yes,,,yes,,,no,33,km,yes,,,yes,,,7,3,2,km,29,953,yes,,no,,,no,1,km,14,564,yes,1,km,9,720,yes,1,0,0,0,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,yes,,,,,1,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,32,km,no,32,km,no,yes
20505648,DIRT ROAD (MAINTAINED),7,km,yes,7,7,yes,,,5,minute,no,27,km,350,no,127,km,lilongwe,1150,yes,,,no,7,km,no,15,km,no,10,km,yes,,,6,5,3,km,11,1217,no,2,yes,1/4,COOKED FOOD,no,10,km,19,319,yes,8,km,9,413,no,1,0,0,0,yes,,,no,4,km,,,,no,yes,male,yes,yes,30,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,1,COUNCELLING,no,29,km,no,17,km,yes,
20506412,GRADED GRAVELED,2,km,no,10,10,yes,,,10,minute,no,40,km,300,no,148,km,lilongwe,900,no,3,km,no,3,km,no,10,km,no,10,km,no,5,km,2,5,1,km,12,823,yes,,yes,1/2,COOKED FOOD,no,10,km,19,426,yes,3,km,12,319,yes,1,0,0,0,yes,,,no,3,km,,,,yes,,,,,10,km,GOVERNMENT FACILITY,yes,0,yes,yes,no,yes,yes,yes,2,,no,34,km,no,34,km,no,yes
20507089,DIRT ROAD (MAINTAINED),5,km,yes,12,10,no,5,km,20,minute,no,18,km,200,no,104,km,lilongwe,750,no,5,km,no,7,km,no,5,km,no,8,km,yes,,,3,2,3,km,10,877,no,3,yes,1/4,COOKED FOOD,no,12,km,14,520,yes,10,km,8,412,no,1,0,0,0,yes,,,no,5,km,,,,yes,,,,,12,km,GOVERNMENT FACILITY,yes,0,yes,yes,no,yes,yes,yes,2,,no,12,km,no,12,km,no,yes
20507371,GRADED GRAVELED,10,km,no,10,10,yes,,,20,minute,no,35,km,350,no,140,km,lilongwe,950,no,7,km,yes,,,no,15,km,no,15,km,no,5,km,4,1,5,km,8,992,no,3,no,,,no,35,km,19,391,yes,6,km,11,322,yes,1,0,1,0,yes,,,no,12,km,,,,no,no,,,,35,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,40,km,yes,,,no,yes
20507422,GRADED GRAVELED,500,meter,yes,12,12,yes,,,10,minute,no,30,km,300,no,125,km,lilongwe,900,yes,,,yes,,,no,5,km,no,5,km,yes,,,3,1,500,meter,12,1323,yes,,yes,1/4,COOKED FOOD,no,30,km,16,418,yes,2,km,8,334,no,1,1,0,1,yes,,,yes,,,ALWAYS AVAILABLE,RELIGIOUS FACILITY,yes,no,yes,male,yes,yes,30,km,GOVERNMENT FACILITY,yes,,yes,yes,no,yes,yes,yes,2,,no,30,km,no,30,km,no,yes
20507459,TAR/ASPHALT,50,meter,yes,12,12,yes,,,5,minute,no,27,km,200,no,135,km,lilongwe,800,yes,,,yes,,,no,5,km,no,5,km,yes,,,4,2,100,meter,12,156,no,2,no,,,no,19,km,12,563,yes,100,meter,8,223,no,2,0,0,0,yes,,,no,100,meter,,,,yes,,,,,100,meter,GOVERNMENT FACILITY,yes,0,yes,yes,no,yes,yes,yes,2,,no,27,km,no,27,km,no,no
20507571,GRADED GRAVELED,500,meter,yes,12,12,yes,,,3,minute,no,27,km,200,no,132,km,lilongwe,800,no,5,km,yes,,,yes,,,no,27,km,yes,,,5,0,2,km,10,627,no,3,no,,,no,20,km,15,585,yes,7,km,11,804,no,1,0,0,0,yes,,,yes,,,ALWAYS AVAILABLE,GOVERNMENT FACILITY,yes,yes,,,,,17,km,GOVERNMENT FACILITY,yes,850,yes,yes,no,no,yes,yes,2,,no,17,km,no,17,km,no,no
20508349,TAR/ASPHALT,2,km,yes,12,12,yes,,,10,minute,yes,,,,yes,,,,,yes,,,yes,,,no,20,km,no,40,km,yes,,,6,1,2,km,13,7000,yes,,no,,,yes,35,km,14,580,yes,2,km,5,580,yes,0,0,1,0,yes,,,yes,,,SOMETIMES AVAILABLE,GOVERNMENT FACILITY,yes,no,yes,female,yes,yes,2,km,RELIGIOUS FACILITY,yes,50,yes,yes,yes,yes,yes,yes,2,,no,40,km,no,40,km,no,yes
20508547,GRADED GRAVELED,20,km,no,10,10,no,20,km,1,day,no,50,km,500,no,135,km,lilongwe,1300,no,20,km,no,5,km,no,5,km,no,30,km,no,5,km,3,0,2,km,4,154,no,2,no,,,no,40,km,19,391,yes,4,km,9,403,no,0,0,0,0,yes,,,yes,,,SOMETIMES AVAILABLE,GOVERNMENT FACILITY,no,no,no,,,,45,meter,GOVERNMENT FACILITY,no,,no,,,,,,,,no,48,km,no,4,km,no,yes
20510584,DIRT ROAD (MAINTAINED),15,km,no,9,9,no,15,km,10,minute,no,30,km,500,no,125,km,lilongwe,1100,no,5,km,no,5,km,no,10,km,no,15,km,no,5,km,3,4,5,km,8,727,yes,,yes,1/2,COOKED FOOD,no,25,km,,,yes,11,km,,,no,0,0,0,0,yes,,,no,10,km,,,,yes,,,,,30,km,GOVERNMENT FACILITY,yes,,yes,yes,no,yes,yes,yes,2,,no,30,km,no,30,km,no,no
20520255,GRADED GRAVELED,2,km,yes,12,12,yes,,,5,minute,yes,,,,yes,,,,,yes,,,no,8,km,yes,,,yes,,,yes,,,8,4,1,km,38,4627,no,4,no,,,yes,8,km,19,391,yes,2,km,15,604,yes,1,2,2,1,yes,,,no,10,km,,,,no,no,,,,8,km,GOVERNMENT FACILITY,yes,1,yes,yes,yes,yes,yes,yes,1,IRRIGATION FARMING,yes,,,no,2,km,no,no
20520582,TAR/ASPHALT,2,km,yes,12,12,yes,,,2,hour,yes,,,,no,100,km,lilongwe,600,no,2,km,no,4,km,no,4,km,no,4,km,yes,,,3,1,500,meter,14,787,no,3,no,,,no,5,km,29,454,yes,5,km,16,413,yes,1,0,1,1,yes,,,no,5,km,,,,no,,,,,5,km,GOVERNMENT FACILITY,yes,1,yes,yes,no,yes,yes,yes,2,,no,4,km,no,4,km,no,yes
