ea_id,com_cd01,com_cd02a,com_cd02b,com_cd03,com_cd04,com_cd05,com_cd06,com_cd07a,com_cd07b,com_cd08a,com_cd08b,com_cd09,com_cd10a,com_cd10b,com_cd11,com_cd12,com_cd13a,com_cd13b,com_cd13c,com_cd14,com_cd15,com_cd16a,com_cd16b,com_cd17,com_cd18a,com_cd18b,com_cd19,com_cd20a,com_cd20b,com_cd21,com_cd22a,com_cd22b,com_cd23,com_cd24a,com_cd24b,com_cd25,com_cd26,com_cd27a,com_cd27b,com_cd28,com_cd29,com_cd30,com_cd31,com_cd32,com_cd33,com_cd34,com_cd35,com_cd36a,com_cd36b,com_cd37,com_cd38,com_cd39,com_cd40a,com_cd40b,com_cd41,com_cd42,com_cd43,com_cd44,com_cd45,com_cd46,com_cd47,com_cd48,com_cd49a,com_cd49b,com_cd50,com_cd51a,com_cd51b,com_cd52,com_cd53,com_cd54,com_cd55,com_cd56,com_cd57,com_cd58,com_cd59,com_cd60a,com_cd60b,com_cd61,com_cd62,com_cd63,com_cd64,com_cd65a,com_cd65b,com_cd65c,com_cd65d,com_cd65e,com_cd65f,com_cd65g,com_cd66,com_cd67a,com_cd67b,com_cd68,com_cd69a,com_cd69b,com_cd70,com_cd71
10102004,GRADED GRAVELED,90,km,yes,0,12,yes,,,3,hour,no,35,km,500,no,300,km,mzuzu,1750,no,20,km,no,20,km,no,20,km,no,20,km,no,33,km,5,0,2,meter,4,298,yes,,no,,,no,20,km,22,521,yes,4,km,3,52,no,0,0,0,0,no,33,km,no,33,km,,,,no,,,,,45,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,45,km,no,45,km,no,no
10102379,DIRT ROAD (MAINTAINED),82,km,no,0,0,no,14,km,2,day,no,65,km,900,no,320,km,mzuzu,2000,no,65,km,no,14,km,no,14,km,no,14,km,no,14,km,2,0,,,2,140,no,5,no,,,no,65,km,22,521,yes,7,km,3,75,no,0,0,0,0,no,65,km,no,14,km,,,,yes,yes,male,no,no,65,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,65,km,no,65,km,no,no
10102621,DIRT ROAD (MAINTAINED),64,km,yes,0,12,no,10,km,1,hour,no,35,km,250,no,300,km,mzuzu,1950,no,35,km,no,17,km,no,20,km,no,35,km,no,200,meter,5,0,100,meter,5,750,yes,,no,,,no,35,km,22,521,yes,20,km,3,52,no,0,0,0,0,no,35,km,no,20,km,,,,no,,,,,35,km,GOVERNMENT FACILITY,no,,yes,yes,no,no,no,yes,2,,no,35,km,no,35,km,no,no
10103414,GRADED GRAVELED,95,km,no,0,9,yes,,,6,hour,no,46,km,600,no,315,km,mzuzu,2400,no,46,km,no,6,km,no,2,km,no,46,km,no,46,km,4,0,2,km,8,390,yes,,no,,,no,46,km,22,521,yes,2,km,9,150,no,0,0,0,0,no,46,km,no,2,km,,,,no,,,,,46,km,GOVERNMENT FACILITY,no,,yes,yes,no,no,yes,yes,2,,no,46,km,no,46,km,no,no
10103452,GRADED GRAVELED,90,km,yes,0,12,yes,,,2,hour,no,57,km,700,no,332,km,mzuzu,2500,no,57,km,no,5,km,no,17,km,no,57,km,no,57,km,6,0,,,4,536,yes,,no,,,no,17,km,10,532,no,22,km,9,150,no,0,0,0,0,no,57,km,no,18,km,,,,no,,,,,57,km,GOVERNMENT FACILITY,no,,yes,no,yes,yes,yes,yes,2,,no,57,km,no,57,km,no,no
10103681,DIRT ROAD (MAINTAINED),185,km,yes,0,12,yes,,,1,day,no,85,km,1400,no,405,km,mzuzu,3500,no,21,km,no,16,km,no,18,km,no,18,km,no,18,km,5,0,100,meter,5,320,no,2,no,,,no,8,km,10,532,yes,15,km,4,180,no,0,0,0,0,no,85,km,no,16,km,,,,no,,,,,85,km,GOVERNMENT FACILITY,no,,yes,yes,no,no,yes,yes,2,,no,85,km,no,85,km,no,no
10104150,GRADED GRAVELED,90,km,yes,0,12,no,15,km,2,hour,no,112,km,1500,no,235,km,mzuzu,2600,no,25,km,no,15,km,no,1,meter,no,25,km,no,25,km,7,0,,,6,557,no,2,no,,,no,22,km,10,532,no,6,km,3,74,no,0,0,0,0,yes,,,no,25,km,,,,no,,,,,25,km,GOVERNMENT FACILITY,yes,0,yes,yes,no,no,yes,yes,2,,no,112,km,no,112,km,no,no
10104351,GRADED GRAVELED,132,km,yes,0,12,yes,,,2,hour,no,99,km,1300,no,374,km,mzuzu,3100,no,15,km,no,10,meter,no,15,km,no,15,km,no,15,km,5,0,,,5,298,no,4,no,,,no,45,km,10,532,no,300,meter,4,112,no,0,0,0,0,no,112,km,no,15,km,,,,no,,,,,112,km,GOVERNMENT FACILITY,no,,no,,,,,,,,no,112,km,no,112,km,no,no
10104440,GRADED GRAVELED,150,km,yes,0,12,yes,,,5,hour,no,122,km,1400,no,328,km,mzuzu,2500,no,1,km,no,8,km,no,1,km,no,1,km,no,1,km,4,0,,,6,262,no,4,no,,,no,29,km,10,532,no,500,meter,13,375,no,0,0,0,0,no,1,km,no,1,km,,,,no,,,,,122,km,GOVERNMENT FACILITY,yes,0,yes,no,no,no,yes,no,2,,no,122,km,no,122,km,yes,
10105352,DIRT ROAD (MAINTAINED),111,km,yes,0,12,no,5,km,6,hour,no,32,km,500,no,353,km,mzuzu,2300,no,32,km,no,1,km,no,5,km,no,32,km,no,5,km,4,0,100,meter,4,436,no,1,no,,,no,32,km,22,521,yes,5,km,6,150,no,0,0,0,0,no,32,km,no,5,km,,,,yes,yes,male,yes,yes,32,km,GOVERNMENT FACILITY,no,,yes,yes,no,no,yes,yes,2,,no,32,km,no,32,km,no,no
10105511,DIRT ROAD (MAINTAINED),138,km,yes,0,12,yes,,,4,hour,no,53,km,500,no,374,km,mzuzu,2300,no,53,km,yes,,,no,22,km,no,53,km,no,53,km,6,0,,,4,352,no,2,no,,,no,53,km,22,521,yes,300,meter,3,48,no,0,0,0,0,no,53,km,no,30,km,,,,yes,yes,male,yes,yes,53,km,GOVERNMENT FACILITY,no,,yes,yes,no,yes,yes,yes,2,,no,53,km,no,53,km,no,no
10105513,GRADED GRAVELED,120,km,yes,0,12,no,35,km,20,minute,no,35,km,250,no,388,km,mzuzu,1800,no,6,km,no,6,km,no,7,km,no,7,km,no,7,km,7,0,,,5,250,yes,,no,,,no,37,km,22,521,yes,4,km,6,150,no,0,0,0,0,no,7,km,no,5,km,,,,yes,yes,male,no,no,7,km,GOVERNMENT FACILITY,no,,yes,no,no,no,yes,yes,2,,no,38,km,no,37,km,yes,
