case_id,visit,ea_id,ag_r00,ag_r27,ag_r28,ag_r29,ag_r30,ag_r31
209052950369,1,20905295,No,,,,,
209052950391,1,20905295,Yes,4100,2000,0,420,800
209052950414,1,20905295,No,,,,,
209052950460,1,20905295,No,,,,,
209061100012,1,20906110,No,,,,,
209061100021,1,20906110,No,,,,,
209061100030,1,20906110,No,,,,,
209061100034,1,20906110,No,,,,,
209061100048,1,20906110,Yes,0,0,0,0,0
209061100057,1,20906110,No,,,,,
209061100066,1,20906110,No,,,,,
209061100075,1,20906110,No,,,,,
209061100093,1,20906110,No,,,,,
209061100111,1,20906110,Yes,0,0,0,0,0
209061100120,1,20906110,Yes,0,0,0,0,500
209061100129,1,20906110,No,,,,,
209061100147,1,20906110,No,,,,,
209061100156,1,20906110,Yes,0,0,0,0,0
209061100165,1,20906110,No,,,,,
209061100183,1,20906110,No,,,,,
209065240013,1,20906524,No,,,,,
209065240020,1,20906524,No,,,,,
209065240027,1,20906524,Yes,0,0,0,0,0
209065240061,1,20906524,No,,,,,
209065240102,1,20906524,No,,,,,
209065240152,1,20906524,Yes,0,0,0,0,0
209065240160,1,20906524,No,,,,,
209065240180,1,20906524,Yes,0,0,0,0,0
209065240193,1,20906524,No,,,,,
209065240205,1,20906524,Yes,0,0,0,0,0
209065240211,1,20906524,Yes,0,0,0,0,0
209065240225,1,20906524,Yes,0,0,0,0,0
209065240246,1,20906524,Yes,0,0,0,0,0
209065240253,1,20906524,Yes,0,0,0,0,0
209065240263,1,20906524,No,,,,,
209065240299,1,20906524,Yes,0,2000,0,0,0
209066050011,1,20906605,Yes,0,0,0,0,0
209066050025,1,20906605,No,,,,,
209066050038,1,20906605,Yes,0,0,0,0,0
209066050065,1,20906605,No,,,,,
209066050078,1,20906605,No,,,,,
209066050092,1,20906605,Yes,0,0,0,0,0
209066050119,1,20906605,Yes,0,0,0,0,0
209066050132,1,20906605,No,,,,,
209066050145,1,20906605,Yes,0,0,0,0,0
209066050172,1,20906605,Yes,0,0,0,0,0
209066050185,1,20906605,Yes,0,0,0,0,0
209066050199,1,20906605,Yes,0,0,0,0,0
209066050226,1,20906605,Yes,0,0,0,0,0
209066050239,1,20906605,Yes,0,0,0,0,0
209066050252,1,20906605,Yes,0,0,0,0,0
209066050279,1,20906605,Yes,0,0,0,0,0
209072380022,1,20907238,No,,,,,
209072380042,1,20907238,Yes,8500,0,1000,0,0
209072380062,1,20907238,No,,,,,
209072380081,1,20907238,No,,,,,
209072380121,1,20907238,No,,,,,
209072380141,1,20907238,Yes,0,0,0,0,0
209072380161,1,20907238,Yes,0,1700,100,0,2000
209072380180,1,20907238,Yes,0,0,0,0,0
209072380220,1,20907238,No,,,,,
209072380240,1,20907238,Yes,0,0,0,0,0
209072380260,1,20907238,No,,,,,
209072380279,1,20907238,No,,,,,
209072380319,1,20907238,No,,,,,
209072380339,1,20907238,No,,,,,
209072380359,1,20907238,Yes,0,800,0,0,200
209072380398,1,20907238,No,,,,,
209085380015,1,20908538,No,,,,,
209085380026,1,20908538,Yes,0,0,200,0,1000
209085380036,1,20908538,Yes,0,0,0,0,0
209085380047,1,20908538,Yes,0,0,0,0,0
209085380068,1,20908538,No,,,,,
209085380079,1,20908538,Yes,0,600,0,0,800
209085380090,1,20908538,Yes,0,0,0,0,0
209085380100,1,20908538,No,,,,,
209085380122,1,20908538,Yes,0,0,0,0,0
209085380132,1,20908538,Yes,0,8000,100,0,1200
209085380143,1,20908538,Yes,0,0,0,0,0
209085380154,1,20908538,Yes,0,0,0,0,0
209085380175,1,20908538,No,,,,,
209085380186,1,20908538,Yes,0,2000,0,0,3800
209085380196,1,20908538,Yes,0,0,0,0,0
209085380218,1,20908538,No,,,,,
209081190042,1,20908119,No,,,,,
209081190062,1,20908119,Yes,0,1500,0,0,750
209081190063,1,20908119,Yes,0,0,0,0,0
209081190089,1,20908119,Yes,2500,200,0,0,3700
209081190095,1,20908119,No,,,,,
209081190116,1,20908119,Yes,0,0,0,0,0
209081190156,1,20908119,No,,,,,
209081190189,1,20908119,No,,,,,
209081190229,1,20908119,Yes,0,0,0,0,0
209081190230,1,20908119,No,,,,,
209081190235,1,20908119,Yes,240,2000,0,0,1200
209081190269,1,20908119,Yes,0,0,0,0,0
209081190279,1,20908119,No,,,,,
209081190303,1,20908119,No,,,,,
209081190307,1,20908119,Yes,0,0,0,0,0
209081190318,1,20908119,Yes,0,0,0,0,1000
209083290028,1,20908329,No,,,,,
209083290033,1,20908329,Yes,0,3000,0,0,0
209083290049,1,20908329,Yes,0,0,50,0,0
209083290065,1,20908329,Yes,0,0,0,0,0
209083290098,1,20908329,Yes,0,0,0,0,0
209083290114,1,20908329,Yes,0,0,800,0,0
209083290130,1,20908329,Yes,0,0,0,0,0
209083290147,1,20908329,Yes,0,0,0,0,0
209083290179,1,20908329,Yes,0,0,0,0,0
209083290195,1,20908329,Yes,0,0,0,0,500
209083290212,1,20908329,No,,,,,
209083290228,1,20908329,Yes,0,0,200,0,0
209083290261,1,20908329,No,,,,,
209083290277,1,20908329,Yes,0,2000,0,0,800
209083290293,1,20908329,Yes,0,0,0,0,0
209083290326,1,20908329,Yes,0,0,0,0,0
209080510020,1,20908051,Yes,0,0,0,0,0
209080510033,1,20908051,Yes,0,200,0,0,1000
209080510046,1,20908051,No,,,,,
209080510059,1,20908051,Yes,0,500,0,0,2000
209080510085,1,20908051,Yes,0,0,0,0,0
209080510098,1,20908051,Yes,0,0,0,0,3000
209080510111,1,20908051,Yes,0,0,0,0,0
209080510124,1,20908051,Yes,0,0,0,0,0
209080510150,1,20908051,No,,,,,
209080510163,1,20908051,Yes,0,0,0,0,0
209080510176,1,20908051,Yes,0,0,0,0,0
209080510189,1,20908051,Yes,0,0,0,0,0
209080510215,1,20908051,Yes,0,0,20,0,0
209080510228,1,20908051,Yes,0,0,0,0,0
209080510241,1,20908051,Yes,0,0,0,0,0
209080510267,1,20908051,Yes,0,0,300,0,500
209082930012,1,20908293,Yes,0,0,0,0,0
209082930023,1,20908293,Yes,0,0,0,0,200
209082930033,1,20908293,Yes,0,0,0,0,0
209082930044,1,20908293,Yes,0,0,0,0,0
209082930066,1,20908293,Yes,0,0,0,0,0
209082930077,1,20908293,Yes,500,0,0,0,1800
209082930088,1,20908293,No,,,,,
209082930098,1,20908293,No,,,,,
209082930120,1,20908293,Yes,0,0,0,0,0
209082930131,1,20908293,Yes,0,1000,0,0,2200
209082930142,1,20908293,No,,,,,
209082930152,1,20908293,No,,,,,
209082930174,1,20908293,Yes,0,0,0,0,0
209082930185,1,20908293,Yes,0,0,0,0,500
209082930196,1,20908293,Yes,0,0,0,0,0
209082930217,1,20908293,Yes,0,0,0,0,0
209080880004,1,20908088,Yes,0,0,0,0,0
209080880012,1,20908088,No,,,,,
209080880013,1,20908088,Yes,0,0,0,0,0
209080880052,1,20908088,No,,,,,
209080880064,1,20908088,Yes,0,0,0,0,0
209080880075,1,20908088,Yes,0,0,0,0,0
209080880076,1,20908088,Yes,0,0,0,0,0
209080880086,1,20908088,Yes,0,0,0,0,0
209080880090,1,20908088,Yes,0,0,0,0,0
209080880093,1,20908088,Yes,0,0,0,0,0
209080880120,1,20908088,No,,,,,
209080880166,1,20908088,Yes,0,700,0,0,0
209080880169,1,20908088,Yes,0,0,0,0,0
209080880173,1,20908088,Yes,0,0,0,0,0
209080880192,1,20908088,No,,,,,
209080880198,1,20908088,Yes,0,0,100,0,0
209091130006,1,20909113,No,,,,,
209091130013,1,20909113,No,,,,,
209091130019,1,20909113,Yes,12600,0,900,1200,0
209091130025,1,20909113,No,,,,,
209091130037,1,20909113,No,,,,,
209091130043,1,20909113,No,,,,,
209091130049,1,20909113,No,,,,,
209091130056,1,20909113,No,,,,,
209091130074,1,20909113,Yes,0,3400,0,0,0
209091130080,1,20909113,Yes,0,0,75,0,0
209091130086,1,20909113,Yes,0,0,0,0,0
209091130099,1,20909113,Yes,0,0,0,0,0
209091130105,1,20909113,No,,,,,
209091130111,1,20909113,Yes,0,0,50,0,0
209091130123,1,20909113,No,,,,,
209205200034,1,20920520,No,,,,,
209205200048,1,20920520,Yes,0,1200,100,350,2000
209205200058,1,20920520,No,,,,,
209205200082,1,20920520,No,,,,,
209205200154,1,20920520,No,,,,,
209205200178,1,20920520,Yes,0,0,0,0,800
209205200274,1,20920520,Yes,0,0,0,0,0
209205200298,1,20920520,No,,,,,
209205200322,1,20920520,No,,,,,
209205200346,1,20920520,No,,,,,
209205200394,1,20920520,No,,,,,
209205200442,1,20920520,No,,,,,
209205200490,1,20920520,No,,,,,
210316430051,1,21031643,No,,,,,
210372240066,1,21037224,No,,,,,
210375360051,1,21037536,No,,,,,
210375360081,1,21037536,No,,,,,
210375360166,1,21037536,Yes,0,0,0,0,0
210375360303,1,21037536,No,,,,,
210370300001,1,21037030,No,,,,,
210370300010,1,21037030,Yes,0,0,0,0,0
210370300014,1,21037030,No,,,,,
210370300018,1,21037030,No,,,,,
210370300036,1,21037030,No,,,,,
210370300045,1,21037030,No,,,,,
210370300054,1,21037030,No,,,,,
210370300058,1,21037030,Yes,0,0,0,0,0
210370300067,1,21037030,No,,,,,
210370300071,1,21037030,No,,,,,
210370300075,1,21037030,No,,,,,
210487640009,1,21048764,No,,,,,
210487640016,1,21048764,Yes,4500,6000,0,0,0
210487640032,1,21048764,No,,,,,
210487640035,1,21048764,No,,,,,
210487640090,1,21048764,No,,,,,
210487640099,1,21048764,Yes,0,0,0,0,0
210487640100,1,21048764,No,,,,,
210487640103,1,21048764,No,,,,,
210487640147,1,21048764,No,,,,,
210487640179,1,21048764,No,,,,,
210487640200,1,21048764,No,,,,,
210512030007,1,21051203,No,,,,,
210512030021,1,21051203,Yes,0,0,0,0,0
210512030065,1,21051203,No,,,,,
210512030108,1,21051203,No,,,,,
210512030181,1,21051203,No,,,,,
210512030210,1,21051203,No,,,,,
210512030253,1,21051203,No,,,,,
210515170152,1,21051517,Yes,0,0,0,0,0
210515170163,1,21051517,Yes,0,0,0,0,0
210526420033,1,21052642,Yes,60000,0,0,0,0
210526420052,1,21052642,No,,,,,
210524270049,1,21052427,No,,,,,
210524270056,1,21052427,No,,,,,
210524270105,1,21052427,Yes,0,0,0,0,0
210524270130,1,21052427,No,,,,,
210524270133,1,21052427,Yes,0,0,1400,0,0
210524270222,1,21052427,No,,,,,
210524270224,1,21052427,No,,,,,
210537450001,1,21053745,Yes,0,0,0,0,0
210537450023,1,21053745,No,,,,,
210537450030,1,21053745,No,,,,,
210537450059,1,21053745,No,,,,,
210537450133,1,21053745,No,,,,,
210537450147,1,21053745,Yes,0,0,0,0,0
210534300139,1,21053430,No,,,,,
210534300238,1,21053430,No,,,,,
210534300272,1,21053430,Yes,0,0,0,0,0
210534300371,1,21053430,No,,,,,
210534300438,1,21053430,No,,,,,
210534300538,1,21053430,Yes,0,0,0,0,0
210534300571,1,21053430,No,,,,,
210534300604,1,21053430,Yes,0,0,0,0,0
210534300671,1,21053430,No,,,,,
210546730252,1,21054673,No,,,,,
210546730324,1,21054673,No,,,,,
210556930273,1,21055693,No,,,,,
210556930426,1,21055693,No,,,,,
210556930609,1,21055693,Yes,0,0,0,0,0
210556930638,1,21055693,No,,,,,
210556930789,1,21055693,No,,,,,
210556930881,1,21055693,Yes,0,0,0,0,0
210556930960,1,21055693,No,,,,,
210552410123,1,21055241,No,,,,,
210552410148,1,21055241,No,,,,,
210552410174,1,21055241,No,,,,,
210552410199,1,21055241,No,,,,,
210552410301,1,21055241,No,,,,,
210552410353,1,21055241,Yes,0,0,0,0,0
210552410378,1,21055241,No,,,,,
210552410404,1,21055241,No,,,,,
210552410429,1,21055241,Yes,0,60000,850,2000,150
210552410480,1,21055241,No,,,,,
210552410531,1,21055241,No,,,,,
210562220014,1,21056222,Yes,0,0,0,0,0
210562220027,1,21056222,No,,,,,
210562220040,1,21056222,Yes,0,0,0,0,0
210562220053,1,21056222,No,,,,,
210562220079,1,21056222,Yes,0,0,0,0,0
210562220092,1,21056222,No,,,,,
210562220105,1,21056222,Yes,10000,0,0,0,0
210562220118,1,21056222,No,,,,,
210562220144,1,21056222,No,,,,,
210562220157,1,21056222,No,,,,,
210562220170,1,21056222,No,,,,,
210562220183,1,21056222,Yes,0,0,0,0,0
210562220209,1,21056222,No,,,,,
210562220222,1,21056222,No,,,,,
210562220235,1,21056222,No,,,,,
210562220261,1,21056222,No,,,,,
210663390033,1,21066339,No,,,,,
210663390423,1,21066339,No,,,,,
210663390451,1,21066339,No,,,,,
210663390578,1,21066339,Yes,0,0,0,0,0
210663390682,1,21066339,No,,,,,
210663390754,1,21066339,No,,,,,
210663390913,1,21066339,No,,,,,
210660960013,1,21066096,Yes,24000,20000,0,0,0
210660960138,1,21066096,No,,,,,
210660960179,1,21066096,No,,,,,
210660960303,1,21066096,No,,,,,
210660960386,1,21066096,Yes,0,0,0,0,0
210660960511,1,21066096,No,,,,,
210660960593,1,21066096,No,,,,,
210660960676,1,21066096,No,,,,,
210660960718,1,21066096,No,,,,,
210660960842,1,21066096,Yes,0,0,0,0,0
210664780072,1,21066478,Yes,0,0,0,0,0
210664780115,1,21066478,No,,,,,
210664780337,1,21066478,No,,,,,
210694000043,1,21069400,No,,,,,
210694000062,1,21069400,Yes,0,0,0,0,0
210694000081,1,21069400,No,,,,,
210694000119,1,21069400,No,,,,,
210694000138,1,21069400,No,,,,,
210694000157,1,21069400,No,,,,,
210694000233,1,21069400,No,,,,,
210694000248,1,21069400,Yes,15000,0,0,0,0
210694000271,1,21069400,No,,,,,
210694000309,1,21069400,Yes,0,0,0,0,0
210694000329,1,21069400,Yes,0,0,0,0,0
210745100075,1,21074510,Yes,0,0,0,0,0
210745100501,1,21074510,Yes,0,0,0,0,0
210745100640,1,21074510,No,,,,,
210745100885,1,21074510,No,,,,,
210745100917,1,21074510,No,,,,,
210745100948,1,21074510,Yes,0,0,0,0,0
210777250033,1,21077725,No,,,,,
210777250041,1,21077725,Yes,0,0,0,0,0
210777250058,1,21077725,No,,,,,
210777250066,1,21077725,No,,,,,
210777250074,1,21077725,No,,,,,
210777250157,1,21077725,Yes,0,0,0,0,0
210777250174,1,21077725,No,,,,,
210790060011,1,21079006,No,,,,,
210790060029,1,21079006,No,,,,,
210790060084,1,21079006,Yes,0,0,0,0,0
210790060176,1,21079006,No,,,,,
210790060194,1,21079006,Yes,0,0,0,0,0
210790060212,1,21079006,No,,,,,
210790060231,1,21079006,No,,,,,
210790060304,1,21079006,Yes,0,0,0,0,0
210790060322,1,21079006,Yes,0,0,0,0,0
210807550076,1,21080755,No,,,,,
210807550221,1,21080755,Yes,0,0,0,0,0
210803080100,1,21080308,Yes,0,0,0,0,0
210803080358,1,21080308,No,,,,,
210803080685,1,21080308,No,,,,,
210803080880,1,21080308,Yes,0,0,0,0,0
210815730045,1,21081573,Yes,0,0,0,0,0
210815730107,1,21081573,No,,,,,
210815730169,1,21081573,Yes,0,0,0,0,0
210815730190,1,21081573,No,,,,,
210815730253,1,21081573,Yes,24000,0,0,0,0
210815730273,1,21081573,No,,,,,
210815730315,1,21081573,No,,,,,
210815730357,1,21081573,Yes,0,0,0,0,0
210835350082,1,21083535,No,,,,,
210835350295,1,21083535,No,,,,,
210835350318,1,21083535,No,,,,,
210835350389,1,21083535,No,,,,,
210835350437,1,21083535,Yes,0,0,0,0,0
210835350484,1,21083535,No,,,,,
210850940021,1,21085094,Yes,0,0,0,0,0
210850940040,1,21085094,No,,,,,
210850940059,1,21085094,Yes,0,0,0,0,0
210850940079,1,21085094,No,,,,,
210850940118,1,21085094,No,,,,,
210850940137,1,21085094,Yes,15000,0,0,0,0
210850940156,1,21085094,Yes,0,0,0,0,0
210850940176,1,21085094,Yes,0,0,0,0,0
210850940234,1,21085094,Yes,0,0,0,0,0
210850940253,1,21085094,No,,,,,
210850940273,1,21085094,No,,,,,
210850940311,1,21085094,No,,,,,
210850940331,1,21085094,No,,,,,
210850940350,1,21085094,No,,,,,
210850940389,1,21085094,No,,,,,
210864360023,1,21086436,No,,,,,
210864360071,1,21086436,No,,,,,
210864360087,1,21086436,No,,,,,
210864360119,1,21086436,Yes,0,0,0,0,0
210864360135,1,21086436,No,,,,,
210864360167,1,21086436,Yes,0,0,0,0,0
210864360183,1,21086436,Yes,0,0,0,0,0
210864360200,1,21086436,Yes,0,0,0,0,0
210864360216,1,21086436,No,,,,,
210864360264,1,21086436,No,,,,,
210864360280,1,21086436,Yes,0,0,0,0,0
210864360296,1,21086436,No,,,,,
210864360312,1,21086436,No,,,,,
210860690053,1,21086069,Yes,0,0,0,0,0
210860690065,1,21086069,No,,,,,
210860690077,1,21086069,Yes,0,0,0,0,0
210860690100,1,21086069,Yes,0,0,0,0,0
210860690112,1,21086069,Yes,0,0,0,0,0
210860690123,1,21086069,No,,,,,
210860690146,1,21086069,No,,,,,
210860690158,1,21086069,Yes,0,0,0,0,0
210860690170,1,21086069,Yes,0,0,0,0,0
210860690181,1,21086069,No,,,,,
210860690204,1,21086069,Yes,0,0,0,0,0
210860690216,1,21086069,No,,,,,
210870570450,1,21087057,No,,,,,
210870570469,1,21087057,No,,,,,
210870570563,1,21087057,No,,,,,
210870570594,1,21087057,No,,,,,
210877360083,1,21087736,No,,,,,
210877360120,1,21087736,No,,,,,
210877360157,1,21087736,Yes,0,0,0,0,0
210875310152,1,21087531,No,,,,,
210875310213,1,21087531,Yes,0,0,0,0,0
210875310313,1,21087531,No,,,,,
210875310374,1,21087531,Yes,0,24000,15000,0,0
210875310399,1,21087531,Yes,0,5000,0,0,0
210885970005,1,21088597,Yes,0,0,0,0,0
210885970026,1,21088597,Yes,0,0,0,0,0
210885970047,1,21088597,Yes,0,14400,0,0,0
210885970068,1,21088597,No,,,,,
210885970089,1,21088597,Yes,48000,7000,9400,0,20000
210885970174,1,21088597,Yes,0,0,0,0,0
210885970195,1,21088597,No,,,,,
210885970237,1,21088597,Yes,0,0,0,0,0
210885970258,1,21088597,No,,,,,
210885970321,1,21088597,Yes,0,0,0,0,0
210885970342,1,21088597,Yes,0,0,0,0,0
210885970363,1,21088597,Yes,0,0,0,0,0
210885970405,1,21088597,No,,,,,
210885970426,1,21088597,Yes,0,0,0,0,0
301015520007,1,30101552,Yes,0,0,0,0,0
301015520022,1,30101552,Yes,0,0,0,0,0
301015520037,1,30101552,No,,,,,
301015520052,1,30101552,No,,,,,
301015520097,1,30101552,No,,,,,
301015520112,1,30101552,No,,,,,
301015520127,1,30101552,No,,,,,
301015520141,1,30101552,No,,,,,
301015520171,1,30101552,No,,,,,
301015520186,1,30101552,No,,,,,
301015520231,1,30101552,No,,,,,
301015520246,1,30101552,No,,,,,
301015520261,1,30101552,No,,,,,
301015520276,1,30101552,No,,,,,
301015520305,1,30101552,No,,,,,
301012800005,1,30101280,No,,,,,
301012800051,1,30101280,Yes,0,0,0,0,0
301012800063,1,30101280,No,,,,,
301012800066,1,30101280,Yes,4800,2000,0,0,0
301012800072,1,30101280,Yes,0,0,0,0,0
301012800089,1,30101280,Yes,0,0,0,0,0
301012800118,1,30101280,No,,,,,
301012800121,1,30101280,No,,,,,
301012800128,1,30101280,No,,,,,
301012800130,1,30101280,No,,,,,
301012800172,1,30101280,No,,,,,
301012800179,1,30101280,Yes,0,0,0,0,0
301012800247,1,30101280,No,,,,,
301012800312,1,30101280,No,,,,,
301012800326,1,30101280,Yes,0,0,0,0,1900
301012800351,1,30101280,Yes,0,0,0,0,0
301015450010,1,30101545,No,,,,,
301015450016,1,30101545,Yes,0,0,0,0,0
301015450023,1,30101545,Yes,0,0,0,0,0
301015450030,1,30101545,No,,,,,
301015450043,1,30101545,Yes,0,0,0,0,0
301015450050,1,30101545,Yes,0,0,0,0,0
301015450057,1,30101545,No,,,,,
301015450063,1,30101545,Yes,0,0,0,0,0
301015450077,1,30101545,Yes,0,0,0,0,0
301015450083,1,30101545,No,,,,,
301015450090,1,30101545,No,,,,,
301015450097,1,30101545,Yes,0,0,0,0,0
301015450110,1,30101545,Yes,0,0,0,0,0
301015450117,1,30101545,Yes,0,0,0,0,0
301015450124,1,30101545,No,,,,,
301015450137,1,30101545,Yes,0,0,0,0,0
301026410005,1,30102641,No,,,,,
301026410008,1,30102641,No,,,,,
301026410015,1,30102641,No,,,,,
301026410022,1,30102641,No,,,,,
301026410029,1,30102641,No,,,,,
301026410043,1,30102641,No,,,,,
301026410057,1,30102641,No,,,,,
301026410064,1,30102641,Yes,0,0,0,0,0
301026410078,1,30102641,Yes,0,0,0,0,0
301026410085,1,30102641,No,,,,,
301026410092,1,30102641,No,,,,,
301026410099,1,30102641,No,,,,,
301026410113,1,30102641,No,,,,,
301026410120,1,30102641,Yes,0,0,0,0,0
301026410126,1,30102641,Yes,0,0,0,0,0
301026410140,1,30102641,No,,,,,
301026320032,1,30102632,Yes,0,0,0,0,0
301026320051,1,30102632,No,,,,,
301026320070,1,30102632,Yes,0,0,0,0,0
301026320089,1,30102632,Yes,0,0,0,0,0
301026320128,1,30102632,No,,,,,
301026320147,1,30102632,No,,,,,
301026320166,1,30102632,Yes,0,0,0,0,0
301026320185,1,30102632,No,,,,,
301026320261,1,30102632,Yes,0,0,0,0,0
301026320280,1,30102632,Yes,0,0,0,0,0
301026320318,1,30102632,Yes,0,0,0,0,0
301026320337,1,30102632,No,,,,,
301026320356,1,30102632,No,,,,,
301026320394,1,30102632,No,,,,,
301020280005,1,30102028,No,,,,,
301020280030,1,30102028,No,,,,,
301020280052,1,30102028,No,,,,,
301020280075,1,30102028,No,,,,,
301020280084,1,30102028,No,,,,,
301020280090,1,30102028,No,,,,,
301020280096,1,30102028,Yes,0,0,0,0,0
301020280102,1,30102028,Yes,0,0,0,0,0
301020280135,1,30102028,No,,,,,
301020280151,1,30102028,No,,,,,
301020280165,1,30102028,Yes,0,0,0,0,0
301020280188,1,30102028,Yes,0,0,0,0,0
301020280191,1,30102028,No,,,,,
301020280228,1,30102028,Yes,0,0,0,0,0
301020280236,1,30102028,No,,,,,
301020280258,1,30102028,No,,,,,
301025400018,1,30102540,Yes,0,0,0,0,0
301025400027,1,30102540,Yes,0,0,0,0,0
301025400037,1,30102540,No,,,,,
301025400046,1,30102540,Yes,0,0,0,0,0
301025400065,1,30102540,No,,,,,
301025400075,1,30102540,Yes,0,0,0,0,0
301025400085,1,30102540,Yes,0,0,0,0,0
301025400094,1,30102540,No,,,,,
301025400113,1,30102540,Yes,0,0,0,0,0
301025400123,1,30102540,Yes,0,0,0,0,0
301025400132,1,30102540,No,,,,,
301025400142,1,30102540,Yes,0,0,0,0,0
301025400161,1,30102540,Yes,0,0,0,0,0
301025400171,1,30102540,Yes,0,0,0,0,0
301025400180,1,30102540,Yes,0,0,0,0,0
301025400199,1,30102540,Yes,0,0,0,0,0
301034200009,1,30103420,No,,,,,
301034200018,1,30103420,No,,,,,
301034200027,1,30103420,Yes,0,0,0,0,0
301034200037,1,30103420,No,,,,,
301034200055,1,30103420,Yes,0,0,0,0,0
301034200064,1,30103420,No,,,,,
301034200073,1,30103420,Yes,0,0,0,0,0
301034200100,1,30103420,Yes,0,0,0,0,0
301034200109,1,30103420,No,,,,,
301034200118,1,30103420,No,,,,,
301034200128,1,30103420,No,,,,,
301034200146,1,30103420,No,,,,,
301034200155,1,30103420,Yes,0,0,0,0,0
301034200164,1,30103420,Yes,0,0,0,0,0
301034200180,1,30103420,Yes,0,0,0,0,0
301030210026,1,30103021,No,,,,,
301030210041,1,30103021,Yes,6000,0,0,0,0
301030210056,1,30103021,No,,,,,
301030210071,1,30103021,Yes,0,0,0,0,0
301030210101,1,30103021,No,,,,,
301030210116,1,30103021,Yes,0,0,0,0,0
301030210131,1,30103021,Yes,0,0,0,0,0
301030210146,1,30103021,Yes,0,0,0,0,0
301030210176,1,30103021,Yes,0,0,0,0,0
301030210191,1,30103021,Yes,0,0,0,0,0
301030210205,1,30103021,Yes,0,0,0,0,0
301030210220,1,30103021,Yes,0,0,0,0,0
301030210250,1,30103021,Yes,0,0,0,0,0
301030210265,1,30103021,Yes,0,0,0,0,0
301030210280,1,30103021,No,,,,,
301030210310,1,30103021,Yes,0,0,0,0,0
301030740024,1,30103074,Yes,0,0,0,0,0
301030740038,1,30103074,No,,,,,
301030740051,1,30103074,Yes,0,0,0,0,500
301030740064,1,30103074,No,,,,,
301030740091,1,30103074,Yes,0,0,0,0,0
301030740104,1,30103074,Yes,0,0,0,0,0
301030740118,1,30103074,Yes,0,0,0,0,0
301030740131,1,30103074,Yes,0,0,0,0,0
301030740158,1,30103074,Yes,2000,1000,0,0,20000
301030740171,1,30103074,No,,,,,
301030740184,1,30103074,Yes,0,0,0,0,0
301030740198,1,30103074,Yes,0,0,0,0,1000
301030740224,1,30103074,Yes,0,0,0,0,0
301030740238,1,30103074,Yes,0,0,0,0,0
301030740251,1,30103074,No,,,,,
301030740278,1,30103074,No,,,,,
301047080010,1,30104708,No,,,,,
301047080023,1,30104708,Yes,0,0,0,0,0
301047080037,1,30104708,No,,,,,
301047080062,1,30104708,Yes,500,2000,0,0,1000
301047080065,1,30104708,Yes,0,200,0,0,1000
301047080092,1,30104708,No,,,,,
301047080102,1,30104708,Yes,0,0,0,0,0
301047080119,1,30104708,Yes,0,0,0,0,0
301047080133,1,30104708,No,,,,,
301047080147,1,30104708,Yes,0,0,40,0,0
301047080174,1,30104708,Yes,0,0,0,0,0
301047080188,1,30104708,Yes,0,0,0,0,0
301047080229,1,30104708,Yes,0,0,0,0,0
301047080257,1,30104708,Yes,0,0,0,0,0
301047080284,1,30104708,Yes,0,0,0,0,0
301040220006,1,30104022,No,,,,,
301040220012,1,30104022,No,,,,,
301040220019,1,30104022,Yes,0,0,0,0,0
301040220025,1,30104022,No,,,,,
301040220032,1,30104022,No,,,,,
301040220045,1,30104022,No,,,,,
301040220057,1,30104022,No,,,,,
301040220064,1,30104022,No,,,,,
301040220077,1,30104022,Yes,0,0,0,0,0
301040220083,1,30104022,Yes,0,0,0,0,0
301040220090,1,30104022,No,,,,,
301040220109,1,30104022,No,,,,,
301040220115,1,30104022,No,,,,,
301040220122,1,30104022,Yes,0,0,0,0,0
301040220135,1,30104022,Yes,0,0,0,0,0
301040400026,1,30104040,No,,,,,
301040400072,1,30104040,No,,,,,
301040400142,1,30104040,No,,,,,
301040400165,1,30104040,No,,,,,
301040400188,1,30104040,No,,,,,
301040400211,1,30104040,No,,,,,
301040400258,1,30104040,No,,,,,
301040400327,1,30104040,No,,,,,
301040400397,1,30104040,No,,,,,
301040400420,1,30104040,No,,,,,
301054480005,1,30105448,Yes,0,0,0,0,0
301054480020,1,30105448,Yes,0,0,0,0,0
301054480037,1,30105448,No,,,,,
301054480065,1,30105448,Yes,0,0,0,0,0
301054480087,1,30105448,Yes,0,0,0,0,0
301054480103,1,30105448,No,,,,,
301054480136,1,30105448,No,,,,,
301054480152,1,30105448,No,,,,,
301054480168,1,30105448,Yes,0,0,0,0,0
301054480201,1,30105448,Yes,0,0,0,0,0
301054480217,1,30105448,Yes,0,0,0,0,0
301054480234,1,30105448,No,,,,,
301054480266,1,30105448,No,,,,,
301054480283,1,30105448,Yes,0,0,0,0,200
301054480299,1,30105448,No,,,,,
301054480332,1,30105448,No,,,,,
301053250034,1,30105325,No,,,,,
301053250101,1,30105325,Yes,0,0,0,0,0
301053250109,1,30105325,No,,,,,
301053250111,1,30105325,No,,,,,
301053250124,1,30105325,Yes,3000,2000,0,0,1000
301053250136,1,30105325,Yes,0,0,0,0,0
301053250141,1,30105325,No,,,,,
301053250145,1,30105325,Yes,0,0,0,0,0
301053250181,1,30105325,Yes,0,0,0,0,0
301053250201,1,30105325,No,,,,,
301053250223,1,30105325,Yes,0,0,0,0,0
301053250227,1,30105325,Yes,0,0,0,0,0
301053250271,1,30105325,No,,,,,
